date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff,SV_ba,SV_slg,SV_whiff,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff
2024-05-01,745023,Single,single,False,669743,571760,Alex Call,Andrew Heaney,1,bfd792eb-4e58-4402-83c3-08d96c451642,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,76.0,101.0,98.0,,,,89.0,98.0,100.0,,0.522,0.29,0.154,-0.05,,-0.02,1.0,91.5,83.8,,82.0,0.22,0.422,0.224,0.256,0.329,0.229,0.252,0.383,0.382,,,,20.0,51.0,51.0,0.002,-19.18,86.6,,,,126.0,105.0,102.0,0.032,-7.71,75.5,0.8,2.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-01,745023,Flyout,field_out,True,669743,571760,Alex Call,Andrew Heaney,0,a6924242-ef3f-4e01-b34b-60fc383fdc1c,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,76.0,101.0,98.0,,,,89.0,98.0,100.0,,0.522,0.29,0.154,-0.05,,-0.02,1.0,91.5,83.8,,82.0,0.22,0.422,0.224,0.256,0.329,0.229,0.252,0.383,0.382,,,,20.0,51.0,51.0,0.002,-19.18,86.6,,,,126.0,105.0,102.0,0.032,-7.71,75.5,0.8,2.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-01,745023,Groundout,field_out,True,669743,600917,Alex Call,José Leclerc,0,12abe1ef-64ad-4177-9a24-2f6f353dc96d,600917.0,joseleclerc,Leclerc,Right,José Leclerc,TEX,3.95,3.8,41.0,95.0,110.0,98.0,0.628,11.85,5.27,5.49,0.88,0.85,0.217,0.457,0.152,0.348,0.368,66.0,99.0,89.0,107.0,89.0,97.0,78.0,88.0,81.0,119.0,103.0,104.0,0.046,0.352,0.33,0.105,0.85,2.9,1.16,-0.04,95.1,88.1,94.8,81.9,0.128,0.277,0.311,0.111,0.111,0.556,0.193,0.298,0.504,0.2,0.2,0.143,134.0,94.0,99.0,0.167,-0.6,90.0,0.227,0.364,0.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-02,745021,Strikeout,strikeout,True,669743,656641,Alex Call,Jacob Latz,0,e0f8f1d0-0cfc-4e30-8cd8-04c2554c8dcc,656641.0,jacoblatz,Latz,Left,Jacob Latz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.243,0.4,0.244,0.209,0.302,0.386,0.143,0.143,0.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-03,744868,Single,single,False,669743,579328,Alex Call,Yusei Kikuchi,0,002833d0-285b-4b24-ba4d-3609b110586a,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,118.0,102.0,107.0,,,,110.0,100.0,107.0,,0.491,0.158,0.107,-0.31,,-0.05,0.45,95.6,87.2,,89.2,0.302,0.55,0.269,0.189,0.264,0.329,0.241,0.31,0.297,,,,,,,,,,,,,98.0,105.0,105.0,0.244,-0.17,82.9,0.278,0.435,0.271,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-03,744868,Strikeout,strikeout,True,669743,579328,Alex Call,Yusei Kikuchi,0,2ce0dfd8-83c4-4e60-a1ad-450d4fc6cd9e,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,118.0,102.0,107.0,,,,110.0,100.0,107.0,,0.491,0.158,0.107,-0.31,,-0.05,0.45,95.6,87.2,,89.2,0.302,0.55,0.269,0.189,0.264,0.329,0.241,0.31,0.297,,,,,,,,,,,,,98.0,105.0,105.0,0.244,-0.17,82.9,0.278,0.435,0.271,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-03,744868,Forceout,force_out,True,669743,579328,Alex Call,Yusei Kikuchi,1,7af9befe-e26f-4c11-bf5c-e5f28b6be968,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,118.0,102.0,107.0,,,,110.0,100.0,107.0,,0.491,0.158,0.107,-0.31,,-0.05,0.45,95.6,87.2,,89.2,0.302,0.55,0.269,0.189,0.264,0.329,0.241,0.31,0.297,,,,,,,,,,,,,98.0,105.0,105.0,0.244,-0.17,82.9,0.278,0.435,0.271,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-03,744868,Walk,walk,False,669743,650893,Alex Call,Génesis Cabrera,0,6b63d1f7-2160-428e-80de-8d3d9011f634,650893.0,genesiscabrera,"Cabrera, G",Left,Génesis Cabrera,TOR,3.62,3.8,37.1,95.0,87.0,91.0,0.777,6.27,3.86,8.68,1.21,1.19,0.222,0.453,0.137,0.325,0.415,43.0,86.0,73.0,108.0,101.0,105.0,89.0,85.0,81.0,,,,0.199,0.204,,0.08,-6.56,-3.97,,3.0,95.6,88.1,95.4,,0.429,0.829,0.13,0.091,0.091,0.5,,,,0.429,0.643,0.094,82.0,100.0,92.0,0.375,3.47,88.4,0.123,0.175,0.351,91.0,91.0,93.0,0.142,1.75,78.9,0.111,0.111,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-04,744862,Strikeout,strikeout,True,669743,592332,Alex Call,Kevin Gausman,1,747cb7c1-38f0-42d0-b834-76f00ea9bc14,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.5,5.19,104.0,105.0,97.0,106.0,0.783,9.0,2.34,9.43,1.3,1.01,0.226,0.462,0.124,0.379,0.42,,,,101.0,106.0,107.0,93.0,99.0,90.0,93.0,88.0,94.0,0.048,0.543,0.082,,-0.1,-1.31,-2.39,,93.9,,93.5,83.1,0.298,0.521,0.198,,,,0.32,0.56,0.298,0.278,0.444,0.087,,,,,,,,,,,,,,,,,,,93.0,109.0,110.0,0.327,-0.61,85.7,0.207,0.343,0.33,,,,,,,,,,,,,,,,,,
2024-05-04,744862,Strikeout,strikeout,True,669743,592332,Alex Call,Kevin Gausman,0,5abe438a-df68-434e-8fc3-960f19f0f18b,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.5,5.19,104.0,105.0,97.0,106.0,0.783,9.0,2.34,9.43,1.3,1.01,0.226,0.462,0.124,0.379,0.42,,,,101.0,106.0,107.0,93.0,99.0,90.0,93.0,88.0,94.0,0.048,0.543,0.082,,-0.1,-1.31,-2.39,,93.9,,93.5,83.1,0.298,0.521,0.198,,,,0.32,0.56,0.298,0.278,0.444,0.087,,,,,,,,,,,,,,,,,,,93.0,109.0,110.0,0.327,-0.61,85.7,0.207,0.343,0.33,,,,,,,,,,,,,,,,,,
2024-05-04,744862,Hit By Pitch,hit_by_pitch,False,669743,663878,Alex Call,Nate Pearson,1,b82a7c9c-7d90-4fe6-b459-d23de7e5300a,663878.0,natepearson,Pearson,Right,Nate Pearson,TOR,5.54,4.22,37.1,95.0,128.0,103.0,0.734,12.05,3.62,9.88,1.93,0.86,0.196,0.441,0.137,0.353,0.443,,,,125.0,91.0,94.0,107.0,107.0,112.0,130.0,101.0,112.0,0.012,0.448,0.412,,-2.31,-30.79,0.95,,97.6,,97.4,87.7,0.342,0.548,0.182,,,,0.212,0.385,0.42,0.667,2.667,0.167,,,,,,,,,,132.0,92.0,102.0,0.127,-0.74,80.8,0.158,0.316,0.381,76.0,153.0,162.0,0.002,16.57,88.3,,,,,,,,,,,,,,,,,,,,,
2024-05-04,744862,Flyout,field_out,True,669743,605447,Alex Call,Jordan Romano,0,468e7461-de86-4cdb-9ec8-f77ada9e0e66,605447.0,jordanromano,Romano,Right,Jordan Romano,TOR,6.59,7.46,13.2,98.0,133.0,103.0,0.765,8.56,2.63,10.54,2.63,0.67,0.227,0.432,0.159,0.341,0.456,,,,125.0,92.0,93.0,,,,142.0,102.0,113.0,,0.479,0.521,,-1.15,,-1.73,,96.4,,,86.4,0.28,0.52,0.065,,,,0.29,0.581,0.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-29,747172,Home Run,home_run,False,669743,656756,Alex Call,Jordan Montgomery,1,8f7460f6-64c7-4050-93cb-48b596f8f4d6,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.16,5.28,99.1,98.0,93.0,95.0,0.756,6.25,3.35,11.6,1.09,1.29,0.172,0.448,0.125,0.366,0.379,99.0,100.0,92.0,68.0,97.0,88.0,89.0,95.0,92.0,102.0,90.0,85.0,0.316,0.166,0.014,0.209,-0.59,-2.04,4.12,-1.83,92.0,83.1,91.7,83.4,0.3,0.4,0.203,0.315,0.616,0.384,0.0,0.0,0.7,0.38,0.563,0.14,,,,,,,,,,107.0,101.0,106.0,0.295,-0.68,79.2,0.256,0.444,0.314,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-29,747172,Walk,walk,False,669743,656756,Alex Call,Jordan Montgomery,0,5946912d-f685-41d9-9b93-6dcf4bea8ac3,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.16,5.28,99.1,98.0,93.0,95.0,0.756,6.25,3.35,11.6,1.09,1.29,0.172,0.448,0.125,0.366,0.379,99.0,100.0,92.0,68.0,97.0,88.0,89.0,95.0,92.0,102.0,90.0,85.0,0.316,0.166,0.014,0.209,-0.59,-2.04,4.12,-1.83,92.0,83.1,91.7,83.4,0.3,0.4,0.203,0.315,0.616,0.384,0.0,0.0,0.7,0.38,0.563,0.14,,,,,,,,,,107.0,101.0,106.0,0.295,-0.68,79.2,0.256,0.444,0.314,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-29,747172,Single,single,False,669743,612434,Alex Call,Miguel Castro,0,7e774812-231a-459b-859f-10393f35fbf0,612434.0,miguelcastro,Castro,Right,Miguel Castro,ARI,5.93,6.09,13.2,94.0,113.0,100.0,0.822,5.27,1.98,13.17,1.98,1.5,0.212,0.462,0.192,0.212,0.409,84.0,97.0,93.0,,,,93.0,92.0,94.0,150.0,93.0,109.0,0.457,,0.388,0.155,,-3.52,0.18,-6.01,,89.4,94.6,81.5,,,,0.429,0.571,0.238,0.176,0.471,0.258,0.393,0.714,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-29,747172,Walk,walk,False,669743,612434,Alex Call,Miguel Castro,1,864b2cf8-efce-43fc-861a-6683891a6fee,612434.0,miguelcastro,Castro,Right,Miguel Castro,ARI,5.93,6.09,13.2,94.0,113.0,100.0,0.822,5.27,1.98,13.17,1.98,1.5,0.212,0.462,0.192,0.212,0.409,84.0,97.0,93.0,,,,93.0,92.0,94.0,150.0,93.0,109.0,0.457,,0.388,0.155,,-3.52,0.18,-6.01,,89.4,94.6,81.5,,,,0.429,0.571,0.238,0.176,0.471,0.258,0.393,0.714,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-29,747172,Groundout,field_out,True,669743,573009,Alex Call,Joe Mantiply,0,adb2882c-72f7-43b6-a065-8d49c6121d07,573009.0,joemantiply,Mantiply,Left,Joe Mantiply,ARI,3.47,3.32,49.1,103.0,79.0,98.0,0.769,7.48,2.55,8.21,0.18,1.43,0.219,0.452,0.151,0.329,0.405,61.0,105.0,102.0,104.0,98.0,92.0,85.0,105.0,95.0,,,,0.433,0.042,,0.268,1.44,3.11,,-0.34,89.4,81.0,89.0,,0.0,0.0,0.273,0.275,0.373,0.289,,,,0.221,0.326,0.168,,,,,,,,,,83.0,99.0,99.0,0.258,-0.72,79.2,0.255,0.447,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-30,747167,Walk,walk,False,669743,669194,Alex Call,Ryne Nelson,0,e6aa8c21-cc12-4806-ba77-f144b37939e4,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.22,4.23,136.1,105.0,99.0,104.0,0.842,7.39,1.98,9.51,0.99,1.13,0.278,0.386,0.144,0.36,0.467,109.0,99.0,108.0,104.0,107.0,106.0,,,,111.0,112.0,110.0,,0.553,0.101,0.1,0.65,,-0.98,-2.62,95.1,83.0,,84.3,0.254,0.42,0.195,0.322,0.627,0.195,0.245,0.367,0.153,,,,77.0,105.0,95.0,0.184,-0.58,91.3,0.307,0.491,0.143,89.0,95.0,94.0,0.063,1.49,78.0,0.161,0.226,0.14,,,,,,,,,,,,,,,,0.4,0.733,0.167,,,,,,,,,
2024-07-30,747167,Single,single,False,669743,669194,Alex Call,Ryne Nelson,0,e7731e3c-d5bc-469c-b7c7-45a6ed9a37e7,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.22,4.23,136.1,105.0,99.0,104.0,0.842,7.39,1.98,9.51,0.99,1.13,0.278,0.386,0.144,0.36,0.467,109.0,99.0,108.0,104.0,107.0,106.0,,,,111.0,112.0,110.0,,0.553,0.101,0.1,0.65,,-0.98,-2.62,95.1,83.0,,84.3,0.254,0.42,0.195,0.322,0.627,0.195,0.245,0.367,0.153,,,,77.0,105.0,95.0,0.184,-0.58,91.3,0.307,0.491,0.143,89.0,95.0,94.0,0.063,1.49,78.0,0.161,0.226,0.14,,,,,,,,,,,,,,,,0.4,0.733,0.167,,,,,,,,,
2024-07-30,747167,Strikeout,strikeout,True,669743,669194,Alex Call,Ryne Nelson,0,ba119707-03e1-47a7-bfa4-0c0cb7dff6dc,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.22,4.23,136.1,105.0,99.0,104.0,0.842,7.39,1.98,9.51,0.99,1.13,0.278,0.386,0.144,0.36,0.467,109.0,99.0,108.0,104.0,107.0,106.0,,,,111.0,112.0,110.0,,0.553,0.101,0.1,0.65,,-0.98,-2.62,95.1,83.0,,84.3,0.254,0.42,0.195,0.322,0.627,0.195,0.245,0.367,0.153,,,,77.0,105.0,95.0,0.184,-0.58,91.3,0.307,0.491,0.143,89.0,95.0,94.0,0.063,1.49,78.0,0.161,0.226,0.14,,,,,,,,,,,,,,,,0.4,0.733,0.167,,,,,,,,,
2024-07-31,747170,Double,double,False,669743,668678,Alex Call,Zac Gallen,0,9a0aa776-a282-4c2a-8f03-67ad3188d70a,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,4.03,116.0,100.0,99.0,99.0,0.768,8.61,3.18,8.53,0.62,1.44,0.231,0.407,0.135,0.344,0.349,85.0,106.0,96.0,100.0,94.0,95.0,132.0,80.0,80.0,106.0,100.0,100.0,0.002,0.462,0.087,0.141,-1.04,-1.01,0.24,0.77,93.5,86.6,94.7,86.8,0.317,0.494,0.131,0.269,0.372,0.252,0.258,0.387,0.299,,,,88.0,88.0,83.0,0.034,-1.72,90.3,0.333,0.833,0.318,,,,,,,0.148,0.228,0.374,,,,,,,,,,105.0,109.0,112.0,0.274,2.72,80.7,,,,,,,,,,,,
2024-07-31,747170,Walk,walk,False,669743,668678,Alex Call,Zac Gallen,0,247f4394-624e-421f-9496-199a65a814b1,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,4.03,116.0,100.0,99.0,99.0,0.768,8.61,3.18,8.53,0.62,1.44,0.231,0.407,0.135,0.344,0.349,85.0,106.0,96.0,100.0,94.0,95.0,132.0,80.0,80.0,106.0,100.0,100.0,0.002,0.462,0.087,0.141,-1.04,-1.01,0.24,0.77,93.5,86.6,94.7,86.8,0.317,0.494,0.131,0.269,0.372,0.252,0.258,0.387,0.299,,,,88.0,88.0,83.0,0.034,-1.72,90.3,0.333,0.833,0.318,,,,,,,0.148,0.228,0.374,,,,,,,,,,105.0,109.0,112.0,0.274,2.72,80.7,,,,,,,,,,,,
2024-07-31,747170,Groundout,field_out,True,669743,668678,Alex Call,Zac Gallen,0,9db0d925-711c-47bf-8dc9-7bf9bf6bd205,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,4.03,116.0,100.0,99.0,99.0,0.768,8.61,3.18,8.53,0.62,1.44,0.231,0.407,0.135,0.344,0.349,85.0,106.0,96.0,100.0,94.0,95.0,132.0,80.0,80.0,106.0,100.0,100.0,0.002,0.462,0.087,0.141,-1.04,-1.01,0.24,0.77,93.5,86.6,94.7,86.8,0.317,0.494,0.131,0.269,0.372,0.252,0.258,0.387,0.299,,,,88.0,88.0,83.0,0.034,-1.72,90.3,0.333,0.833,0.318,,,,,,,0.148,0.228,0.374,,,,,,,,,,105.0,109.0,112.0,0.274,2.72,80.7,,,,,,,,,,,,
2024-07-31,747170,Forceout,force_out,True,669743,656464,Alex Call,Kevin Ginkel,1,0ac13aec-5a1d-49fb-9fc3-42104ed55cda,656464.0,kevinginkel,Ginkel,Right,Kevin Ginkel,ARI,2.55,2.97,60.0,103.0,108.0,105.0,0.753,9.6,1.65,7.8,0.45,1.42,0.247,0.414,0.111,0.321,0.399,,,,93.0,105.0,99.0,88.0,100.0,98.0,133.0,102.0,113.0,0.091,0.521,0.389,,1.18,2.28,0.46,,96.0,,94.5,87.5,0.236,0.336,0.194,,,,0.233,0.356,0.413,0.217,0.217,0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
