date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vSC (sc),SC%,wSC/C,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,SC_ba,SC_slg,SC_whiff
2024-07-08,746692,Strikeout,strikeout,True,668845,671096,Aaron Schunk,Andrew Abbott,0,425d0daf-ecc0-44e6-a5b1-15060cf7c78b,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,77.0,96.0,89.0,,,,124.0,104.0,111.0,,,,,0.546,,0.165,0.167,0.21,,,0.44,0.81,92.9,,84.7,,82.8,,,,,,,0.188,0.302,0.253,0.167,0.379,0.285,0.233,0.406,0.193,99.0,98.0,100.0,,,,,0.121,,-1.54,,80.7,,,,0.324,0.676,0.147,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-08,746692,Strikeout,strikeout,True,668845,671096,Aaron Schunk,Andrew Abbott,0,8deff28b-2263-4e86-8e47-a3a8c1dcae11,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,77.0,96.0,89.0,,,,124.0,104.0,111.0,,,,,0.546,,0.165,0.167,0.21,,,0.44,0.81,92.9,,84.7,,82.8,,,,,,,0.188,0.302,0.253,0.167,0.379,0.285,0.233,0.406,0.193,99.0,98.0,100.0,,,,,0.121,,-1.54,,80.7,,,,0.324,0.676,0.147,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-08,746692,Groundout,field_out,True,668845,518585,Aaron Schunk,Fernando Cruz,0,ed3d0545-274c-4bb1-9a60-fc2a759d51ed,518585.0,fernandocruz,"Cruz, F",Right,Fernando Cruz,CIN,4.65,3.82,40.2,95.0,118.0,101.0,0.618,14.39,4.65,6.64,0.89,0.81,0.188,0.412,0.165,0.365,0.375,,,,90.0,95.0,89.0,,,,,,,82.0,94.0,95.0,,0.301,0.268,,,-0.28,-1.25,,,,94.7,88.8,,,,,,,0.344,0.719,0.317,,,,,,,0.316,0.553,0.178,,,,159.0,95.0,113.0,0.431,,2.35,,81.7,,0.09,0.128,0.573,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-11,746688,Strikeout,strikeout,True,668845,608371,Aaron Schunk,Lucas Sims,0,5d1f73c4-f777-4419-bf88-94a5c1612fcd,608371.0,lucassims,Sims,Right,Lucas Sims,CIN,3.38,4.51,32.0,95.0,131.0,105.0,0.762,9.84,5.34,7.88,1.69,0.52,0.256,0.36,0.326,0.267,0.403,,,,114.0,90.0,94.0,,,,151.0,96.0,114.0,120.0,109.0,105.0,,0.379,0.065,0.492,,-2.13,3.57,,0.59,,94.2,91.6,,,84.1,,,,0.143,0.143,0.478,0.214,0.375,0.244,,,,0.265,0.551,0.248,105.0,98.0,101.0,29.0,81.0,73.0,0.003,0.06,9.84,-1.85,88.3,79.9,,,,0.4,0.4,0.364,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-21,746528,Lineout,field_out,True,668845,806185,Aaron Schunk,Hayden Birdsong,0,2788659d-f9e7-4b60-bce8-ceae7d7bdadc,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,3.72,5.15,19.1,91.0,103.0,94.0,0.762,8.38,4.66,7.91,1.4,0.92,0.185,0.407,0.074,0.407,0.395,148.0,90.0,111.0,75.0,87.0,82.0,,,,124.0,95.0,103.0,,,,,0.481,,0.226,0.183,-0.86,,,2.54,-5.36,95.8,,88.2,,86.0,,,,,,,0.154,0.231,0.308,0.467,0.733,0.444,0.25,0.5,0.141,108.0,100.0,97.0,,,,,0.109,,4.34,,81.1,,,,0.0,0.0,0.353,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-21,746528,Strikeout,strikeout,True,668845,806185,Aaron Schunk,Hayden Birdsong,1,62a44737-1850-4a17-b3b5-3d6b92359f90,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,3.72,5.15,19.1,91.0,103.0,94.0,0.762,8.38,4.66,7.91,1.4,0.92,0.185,0.407,0.074,0.407,0.395,148.0,90.0,111.0,75.0,87.0,82.0,,,,124.0,95.0,103.0,,,,,0.481,,0.226,0.183,-0.86,,,2.54,-5.36,95.8,,88.2,,86.0,,,,,,,0.154,0.231,0.308,0.467,0.733,0.444,0.25,0.5,0.141,108.0,100.0,97.0,,,,,0.109,,4.34,,81.1,,,,0.0,0.0,0.353,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-21,746528,Field Error,field_error,False,668845,643511,Aaron Schunk,Tyler Rogers,0,258ebacb-9262-45c0-ab3c-763fae3699ec,643511.0,tylerrogers,"Rogers, Ty",Right,Tyler Rogers,SFG,3.15,2.47,45.2,106.0,126.0,105.0,0.839,6.7,0.59,9.66,0.79,2.1,0.304,0.372,0.284,0.23,0.532,,,,120.0,89.0,76.0,113.0,111.0,106.0,145.0,97.0,103.0,,,,0.617,0.012,,0.371,,-4.77,,1.38,-1.38,,82.7,,,82.4,73.8,0.284,0.358,0.143,,,,0.246,0.478,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-22,746526,Single,single,False,668845,656557,Aaron Schunk,Tanner Houck,0,393a93be-c98f-405f-92e4-97190e8fd2d4,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.71,3.81,123.0,102.0,110.0,107.0,0.787,8.34,2.12,7.68,0.44,2.26,0.183,0.451,0.107,0.324,0.444,,,,,,,95.0,103.0,96.0,117.0,101.0,112.0,95.0,93.0,93.0,0.301,,0.021,0.422,,,-0.99,0.44,1.41,,,87.1,,93.4,83.1,0.277,0.348,0.138,0.2,0.4,0.235,0.207,0.309,0.29,,,,,,,,,,117.0,104.0,111.0,0.255,,1.65,,88.4,,0.193,0.237,0.231,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-22,746526,Groundout,field_out,True,668845,656557,Aaron Schunk,Tanner Houck,0,48e424a4-dc79-4bc7-86a7-62c124cf43d4,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.71,3.81,123.0,102.0,110.0,107.0,0.787,8.34,2.12,7.68,0.44,2.26,0.183,0.451,0.107,0.324,0.444,,,,,,,95.0,103.0,96.0,117.0,101.0,112.0,95.0,93.0,93.0,0.301,,0.021,0.422,,,-0.99,0.44,1.41,,,87.1,,93.4,83.1,0.277,0.348,0.138,0.2,0.4,0.235,0.207,0.309,0.29,,,,,,,,,,117.0,104.0,111.0,0.255,,1.65,,88.4,,0.193,0.237,0.231,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-22,746526,Double,double,False,668845,656557,Aaron Schunk,Tanner Houck,0,de8cc7d9-68be-42e6-82b4-0808a35a7ebe,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.71,3.81,123.0,102.0,110.0,107.0,0.787,8.34,2.12,7.68,0.44,2.26,0.183,0.451,0.107,0.324,0.444,,,,,,,95.0,103.0,96.0,117.0,101.0,112.0,95.0,93.0,93.0,0.301,,0.021,0.422,,,-0.99,0.44,1.41,,,87.1,,93.4,83.1,0.277,0.348,0.138,0.2,0.4,0.235,0.207,0.309,0.29,,,,,,,,,,117.0,104.0,111.0,0.255,,1.65,,88.4,,0.193,0.237,0.231,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-22,746526,Forceout,force_out,True,668845,670174,Aaron Schunk,Josh Winckowski,1,07d54078-ddca-46b0-b7a3-3544f57f5b4b,670174.0,joshwinckowski,Winckowski,Right,Josh Winckowski,BOS,3.32,4.65,43.1,101.0,99.0,97.0,0.815,6.85,3.53,9.97,0.83,1.92,0.238,0.378,0.189,0.315,0.424,100.0,95.0,93.0,57.0,109.0,93.0,99.0,101.0,98.0,119.0,107.0,109.0,96.0,100.0,92.0,0.325,0.035,0.367,0.143,0.13,-3.47,-0.8,-0.01,0.91,-0.73,94.4,89.9,91.5,94.9,84.9,0.3,0.467,0.173,0.308,0.481,0.234,0.143,0.19,0.34,0.3,0.333,0.102,0.333,0.333,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-22,746526,Strikeout,strikeout,True,668845,677161,Aaron Schunk,Zack Kelly,0,dae2b347-041d-4d7a-8e4c-1c8dec76f65f,677161.0,zackkelly,"Kelly, Z",Right,Zack Kelly,BOS,2.09,3.21,38.2,102.0,111.0,106.0,0.726,10.24,3.72,4.89,1.16,1.55,0.215,0.387,0.183,0.237,0.444,114.0,105.0,111.0,107.0,98.0,94.0,,,,130.0,104.0,115.0,88.0,104.0,106.0,,0.31,0.189,0.254,0.247,-0.27,2.17,,2.78,0.78,96.2,90.4,83.5,,82.3,,,,0.185,0.296,0.245,0.108,0.216,0.386,0.129,0.355,0.338,0.19,0.262,0.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-22,746526,Intent Walk,intent_walk,False,668845,690544,Aaron Schunk,Bailey Horn,0,07465266-1026-1033-000c-f08cd117d70a,690544.0,baileyhorn,Horn,Left,Bailey Horn,BOS,3.0,2.2,9.0,96.0,115.0,103.0,0.767,8.0,4.0,8.0,1.0,3.2,0.185,0.333,0.296,0.148,0.57,,,,83.0,99.0,92.0,,,,133.0,95.0,108.0,84.0,86.0,85.0,,0.209,0.093,0.62,,-6.37,0.67,,2.85,,94.8,87.8,,,81.8,,,,,,,0.192,0.231,0.25,,,,0.6,1.2,0.067,99.0,114.0,110.0,,,,,0.078,,3.62,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-23,746524,Flyout,field_out,True,668845,681867,Aaron Schunk,Cooper Criswell,0,7ab9ae9b-8de4-49cd-992f-ff5a93b54171,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.02,3.54,65.0,104.0,105.0,100.0,0.837,7.48,2.22,8.86,0.97,1.57,0.202,0.5,0.202,0.308,0.411,108.0,102.0,100.0,,,,107.0,114.0,105.0,112.0,97.0,100.0,82.0,104.0,93.0,0.275,,0.151,0.3,0.274,,-0.09,1.59,-1.5,0.48,,86.1,84.5,89.2,76.9,0.28,0.44,0.051,0.161,0.355,0.346,0.284,0.463,0.196,0.263,0.364,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-23,746524,Groundout,field_out,True,668845,681867,Aaron Schunk,Cooper Criswell,0,9bd1b516-5e9d-4c0e-917e-ca17d55cbb8e,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.02,3.54,65.0,104.0,105.0,100.0,0.837,7.48,2.22,8.86,0.97,1.57,0.202,0.5,0.202,0.308,0.411,108.0,102.0,100.0,,,,107.0,114.0,105.0,112.0,97.0,100.0,82.0,104.0,93.0,0.275,,0.151,0.3,0.274,,-0.09,1.59,-1.5,0.48,,86.1,84.5,89.2,76.9,0.28,0.44,0.051,0.161,0.355,0.346,0.284,0.463,0.196,0.263,0.364,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-23,746524,Strikeout,strikeout,True,668845,657514,Aaron Schunk,Brennan Bernardino,0,2bd6a816-83e7-4772-890f-603eb3bdbb88,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,BOS,2.65,3.41,34.0,98.0,92.0,93.0,0.812,8.74,3.71,8.21,0.26,1.16,0.263,0.368,0.179,0.305,0.512,,,,,,,85.0,105.0,94.0,82.0,99.0,92.0,125.0,76.0,77.0,0.495,,0.099,0.056,,,-2.56,1.46,2.53,,,87.1,,91.3,84.4,0.25,0.324,0.191,0.429,0.571,0.059,0.0,0.0,0.083,,,,,,,92.0,94.0,99.0,,,,,0.35,,-0.57,,78.9,,,,0.234,0.362,0.286,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-24,746525,Strikeout,strikeout,True,668845,502624,Aaron Schunk,Chase Anderson,0,723fd3da-9a92-4708-9e09-53fc35117688,502624.0,chaseanderson,Anderson,Right,Chase Anderson,BOS,4.59,4.28,51.0,100.0,107.0,99.0,0.762,6.18,3.18,7.76,1.76,0.68,0.247,0.395,0.185,0.29,0.413,122.0,107.0,111.0,77.0,93.0,83.0,83.0,92.0,82.0,123.0,98.0,101.0,101.0,100.0,98.0,0.017,0.142,0.333,0.165,0.302,-2.72,-1.37,4.29,1.13,1.48,93.6,88.7,83.9,92.9,80.5,0.0,0.0,0.125,0.322,0.644,0.194,0.171,0.293,0.282,0.152,0.318,0.309,0.364,0.409,0.241,94.0,94.0,88.0,,,,,0.042,,1.44,,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-24,746525,Flyout,field_out,True,668845,642086,Aaron Schunk,Dominic Smith,0,c312db62-4c35-4be8-965f-81b1159b9188,642086.0,dominicsmith,"Smith, Do",Left,Dominic Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-26,745315,Groundout,field_out,True,668845,666808,Aaron Schunk,Camilo Doval,1,72c9b383-6c4a-4d20-b8c2-1c15492043b3,666808.0,camilodoval,Doval,Right,Camilo Doval,SFG,4.38,3.76,39.0,97.0,113.0,99.0,0.653,11.77,6.0,8.54,0.69,2.22,0.204,0.485,0.214,0.311,0.391,,,,,,,70.0,93.0,81.0,139.0,94.0,106.0,94.0,102.0,95.0,0.143,,0.366,0.49,,,-0.77,-1.17,0.29,,,99.6,,98.0,88.7,0.304,0.435,0.182,0.275,0.529,0.243,0.205,0.295,0.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-04,745384,Single,single,False,668845,663362,Aaron Schunk,Matt Waldron,0,3eca9546-e132-488e-9ecd-303e1e8fd98e,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.79,4.0,142.2,104.0,83.0,99.0,0.804,8.2,2.52,8.64,1.2,0.91,0.208,0.4,0.165,0.305,0.439,,,,57.0,107.0,91.0,73.0,108.0,102.0,115.0,101.0,106.0,83.0,98.0,90.0,0.144,0.191,0.084,0.199,,0.17,1.46,0.98,0.46,,90.6,87.0,,90.0,79.2,0.284,0.389,0.064,0.245,0.408,0.155,,,,,,,0.241,0.42,0.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.229,0.458,0.198,77.6,0.382,-1.08,0.25,0.403,0.273,,,
2024-08-04,745384,Pop Out,field_out,True,668845,663362,Aaron Schunk,Matt Waldron,0,cbe09436-8d69-4c14-a5da-bd353903e22c,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.79,4.0,142.2,104.0,83.0,99.0,0.804,8.2,2.52,8.64,1.2,0.91,0.208,0.4,0.165,0.305,0.439,,,,57.0,107.0,91.0,73.0,108.0,102.0,115.0,101.0,106.0,83.0,98.0,90.0,0.144,0.191,0.084,0.199,,0.17,1.46,0.98,0.46,,90.6,87.0,,90.0,79.2,0.284,0.389,0.064,0.245,0.408,0.155,,,,,,,0.241,0.42,0.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.229,0.458,0.198,77.6,0.382,-1.08,0.25,0.403,0.273,,,
2024-08-04,745384,Strikeout,strikeout,True,668845,670970,Aaron Schunk,Adrian Morejon,0,8951367a-8caa-45ef-bcb4-3acdda3952d1,670970.0,adrianmorejon,Morejon,Left,Adrian Morejon,SDP,2.96,3.04,54.2,106.0,120.0,111.0,0.745,10.21,2.8,9.05,0.66,1.68,0.307,0.392,0.216,0.307,0.479,,,,125.0,103.0,109.0,124.0,103.0,109.0,120.0,110.0,116.0,,,,0.334,0.254,,0.346,,-1.73,,0.49,0.44,,96.9,,,97.5,85.6,0.324,0.437,0.149,,,,0.171,0.314,0.399,,,,0.333,0.529,0.266,,,,90.0,92.0,95.0,0.067,,2.72,,86.3,,0.077,0.077,0.481,,,,,,,,,,,,,,,,0.286,0.571,0.1,,,,,,,,,
2024-08-08,746522,Flyout,field_out,True,668845,656849,Aaron Schunk,David Peterson,0,6ca05754-def2-4aaa-b86c-4feaade714e6,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,94.0,87.0,92.0,68.0,101.0,91.0,103.0,96.0,94.0,114.0,99.0,104.0,,,,0.32,0.252,,0.186,0.169,-0.31,,1.7,-1.49,0.25,93.1,,84.7,92.0,85.2,0.264,0.376,0.139,,,,0.27,0.432,0.326,0.16,0.26,0.294,0.254,0.31,0.236,85.0,100.0,99.0,,,,,0.073,,0.21,,79.0,,,,0.174,0.348,0.25,,,,,,,,,,,,,,,,,,,,,,,,
