date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2024-06-27,746816,Single,single,False,664901,519242,Danny Mendick,Chris Sale,0,644579cf-20a2-4920-bfc5-6cbc829e08e5,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,,,,0.082,0.379,,0.392,0.147,-0.27,,-0.89,2.27,4.04,94.9,,87.2,94.1,78.7,0.165,0.233,0.419,0.324,0.471,0.153,0.116,0.145,0.231,,,,0.27,0.475,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,746816,Strikeout,strikeout,True,664901,519242,Danny Mendick,Chris Sale,0,6306fb33-d5ba-4b5e-bd66-d6ca965ca15c,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,,,,0.082,0.379,,0.392,0.147,-0.27,,-0.89,2.27,4.04,94.9,,87.2,94.1,78.7,0.165,0.233,0.419,0.324,0.471,0.153,0.116,0.145,0.231,,,,0.27,0.475,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-22,745916,Flyout,field_out,True,664901,663978,Danny Mendick,Chris Paddack,0,bb36649f-2365-4299-a48b-1c067184760a,663978.0,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.73,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,79.0,111.0,103.0,,,,71.0,97.0,96.0,,,,,0.429,,0.177,0.259,0.61,,,-0.22,-1.54,93.3,,82.9,,85.9,0.264,0.434,0.254,,,,0.283,0.519,0.248,,,,0.277,0.4,0.243,106.0,102.0,103.0,0.136,-1.7,78.2,0.326,0.435,0.19,,,,,,,,,,,,,,,,,,
2024-04-22,745916,Single,single,False,664901,663978,Danny Mendick,Chris Paddack,0,33c1ebf6-2370-490f-b383-803c00e66f9b,663978.0,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.73,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,79.0,111.0,103.0,,,,71.0,97.0,96.0,,,,,0.429,,0.177,0.259,0.61,,,-0.22,-1.54,93.3,,82.9,,85.9,0.264,0.434,0.254,,,,0.283,0.519,0.248,,,,0.277,0.4,0.243,106.0,102.0,103.0,0.136,-1.7,78.2,0.326,0.435,0.19,,,,,,,,,,,,,,,,,,
2024-04-22,745916,Single,single,False,664901,663978,Danny Mendick,Chris Paddack,0,3597d4ec-8fb2-4ec9-9536-fc5639adcb94,663978.0,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.73,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,79.0,111.0,103.0,,,,71.0,97.0,96.0,,,,,0.429,,0.177,0.259,0.61,,,-0.22,-1.54,93.3,,82.9,,85.9,0.264,0.434,0.254,,,,0.283,0.519,0.248,,,,0.277,0.4,0.243,106.0,102.0,103.0,0.136,-1.7,78.2,0.326,0.435,0.19,,,,,,,,,,,,,,,,,,
2024-04-22,745916,Flyout,field_out,True,664901,678692,Danny Mendick,Ronny Henriquez,0,851d873e-b16c-43ba-bd28-3ad2efdbeebf,678692.0,ronnyhenriquez,Henriquez,Right,Ronny Henriquez,MIN,0.0,3.82,3.0,101.0,81.0,102.0,0.731,9.0,3.0,6.0,0.0,0.4,0.0,0.25,0.125,0.375,0.414,67.0,94.0,94.0,109.0,116.0,128.0,,,,76.0,97.0,91.0,,,,,0.276,,0.328,0.397,7.47,,,-2.9,1.55,95.0,,89.4,,89.0,0.5,0.5,0.25,,,,0.2,0.2,0.556,,,,0.0,0.0,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-23,745917,Pop Out,field_out,True,664901,641154,Danny Mendick,Pablo López,0,a2a59d64-bab1-4732-997f-a48767a2ba17,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,5.11,3.44,104.0,103.0,97.0,104.0,0.734,10.47,1.99,8.65,1.56,0.99,0.227,0.441,0.136,0.287,0.431,92.0,101.0,101.0,97.0,104.0,101.0,97.0,108.0,106.0,107.0,104.0,110.0,,,,0.076,0.394,,0.227,0.194,1.98,,-3.1,-0.94,-0.41,94.6,,88.4,94.2,84.1,0.247,0.464,0.318,0.452,0.677,0.095,0.293,0.387,0.25,,,,0.183,0.34,0.303,83.0,102.0,107.0,0.11,-2.56,81.9,0.255,0.574,0.338,,,,,,,,,,,,,,,,,,
2024-04-23,745917,Single,single,False,664901,641154,Danny Mendick,Pablo López,0,2dba4dfa-eb2e-4e59-a878-941dc779b718,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,5.11,3.44,104.0,103.0,97.0,104.0,0.734,10.47,1.99,8.65,1.56,0.99,0.227,0.441,0.136,0.287,0.431,92.0,101.0,101.0,97.0,104.0,101.0,97.0,108.0,106.0,107.0,104.0,110.0,,,,0.076,0.394,,0.227,0.194,1.98,,-3.1,-0.94,-0.41,94.6,,88.4,94.2,84.1,0.247,0.464,0.318,0.452,0.677,0.095,0.293,0.387,0.25,,,,0.183,0.34,0.303,83.0,102.0,107.0,0.11,-2.56,81.9,0.255,0.574,0.338,,,,,,,,,,,,,,,,,,
2024-04-23,745917,Forceout,force_out,True,664901,681892,Danny Mendick,Kody Funderburk,1,085a3f7d-8e4d-4604-85b2-7de7afa28f58,681892.0,kodyfunderburk,Funderburk,Left,Kody Funderburk,MIN,5.61,5.19,33.2,95.0,102.0,95.0,0.756,8.29,4.01,9.62,1.07,2.29,0.284,0.343,0.167,0.343,0.428,76.0,96.0,95.0,,,,98.0,95.0,94.0,122.0,88.0,95.0,93.0,102.0,98.0,0.203,,0.442,0.326,0.029,,-0.69,-0.34,-2.42,1.2,,92.2,88.6,93.3,82.7,0.25,0.462,0.337,0.286,0.381,0.091,0.333,0.667,0.0,0.302,0.491,0.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-23,745917,Double,double,False,664901,595345,Danny Mendick,Steven Okert,0,fc78618e-dbb1-4a71-815f-ed76ea7b1003,595345.0,stevenokert,Okert,Left,Steven Okert,MIN,3.86,3.64,28.0,95.0,99.0,99.0,0.763,8.68,3.54,8.36,0.96,0.74,0.317,0.317,0.244,0.207,0.448,56.0,101.0,92.0,72.0,98.0,90.0,73.0,101.0,97.0,116.0,93.0,103.0,,,,0.091,0.252,,0.597,0.06,-3.65,,-0.01,1.62,0.4,92.8,,88.4,92.8,80.7,0.133,0.267,0.323,0.3,0.4,0.063,0.3,0.4,0.333,,,,0.414,0.655,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,
