date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
2024-04-03,745275,Strikeout,strikeout,True,664314,669923,Estevan Florial,George Kirby,0,8f6ff45a-2be8-41a3-8085-44e2efa9833c,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.29,3.29,117.2,106.0,107.0,106.0,0.781,8.87,0.99,7.95,0.84,1.0,0.282,0.35,0.208,0.258,0.434,,,,103.0,107.0,102.0,105.0,110.0,108.0,112.0,102.0,109.0,121.0,111.0,115.0,0.225,0.36,0.228,0.075,,1.58,1.79,0.55,-2.88,,95.8,,95.8,87.1,83.1,0.253,0.391,0.28,0.196,0.35,0.304,,,,0.256,0.35,0.097,0.333,0.5,0.323,97.0,99.0,93.0,0.006,0.82,92.3,,,,,,,,,,112.0,99.0,109.0,0.106,-0.43,85.7,0.2,0.32,0.288,,,
2024-04-03,745275,Groundout,field_out,True,664314,608723,Estevan Florial,Austin Voth,0,33573e83-4da5-4e33-a7d2-49aae152fdb9,608723.0,austinvoth,Voth,Right,Austin Voth,SEA,3.69,3.19,39.0,100.0,101.0,99.0,0.736,8.31,2.31,6.0,1.62,0.84,0.2,0.495,0.162,0.257,0.394,,,,89.0,102.0,99.0,,,,113.0,97.0,102.0,,,,,0.243,0.28,,,2.04,,-0.04,,,93.6,,,81.2,,0.171,0.488,0.256,0.156,0.25,0.227,,,,,,,0.125,0.125,0.405,101.0,102.0,95.0,0.324,0.62,89.1,0.256,0.465,0.307,95.0,98.0,99.0,0.153,2.5,75.4,,,,,,,,,,,,
2024-04-03,745275,Single,single,False,664314,663423,Estevan Florial,Trent Thornton,0,d118fc6c-3bb9-4fd2-8b87-001da573540d,663423.0,trentthornton,Thornton,Right,Trent Thornton,SEA,3.77,3.54,43.0,100.0,113.0,109.0,0.755,9.42,2.3,6.49,0.84,1.03,0.2,0.427,0.191,0.309,0.434,108.0,143.0,138.0,117.0,108.0,114.0,87.0,91.0,85.0,116.0,100.0,111.0,,,,0.128,0.16,0.595,,0.027,-0.04,2.1,1.33,,-4.87,95.6,88.0,94.7,85.7,,0.194,0.306,0.267,0.273,0.545,0.302,0.375,0.375,0.091,0.176,0.353,0.178,0.111,0.167,0.382,,,,,,,,,,116.0,101.0,118.0,0.09,2.67,82.0,,,,,,,,,,,,
2024-04-09,746653,Strikeout,strikeout,True,664314,656629,Estevan Florial,Michael Kopech,0,aad0953e-4fdc-4955-8e3e-308728c49854,656629.0,michaelkopech,Kopech,Right,Michael Kopech,CHW,5.05,3.96,41.0,100.0,143.0,110.0,0.693,12.29,5.05,7.46,1.76,0.93,0.278,0.412,0.134,0.268,0.442,92.0,17.0,15.0,153.0,99.0,111.0,,,,114.0,103.0,108.0,,,,,0.795,0.096,,0.001,0.09,,-2.76,,-3.7,98.6,73.5,,86.5,,0.28,0.4,0.297,0.22,0.422,0.322,,,,,,,,,,95.0,106.0,98.0,0.107,0.67,91.3,0.2,0.2,0.231,,,,,,,,,,,,,,,,,,
2024-04-10,746655,Groundout,field_out,True,664314,607200,Estevan Florial,Erick Fedde,0,6b10e442-99ad-42d8-8fad-2a973719a9ef,607200.0,erickfedde,Fedde,Right,Erick Fedde,CHW,2.99,3.59,111.1,105.0,92.0,100.0,0.805,8.0,2.43,7.76,0.89,1.26,0.269,0.358,0.183,0.294,0.393,85.0,111.0,108.0,59.0,103.0,102.0,80.0,107.0,94.0,127.0,101.0,105.0,,,,0.306,0.001,0.198,,0.196,-1.85,0.74,0.47,,0.17,94.1,87.9,93.2,83.7,,0.184,0.382,0.26,,,,0.216,0.295,0.142,0.246,0.358,0.203,,,,78.0,104.0,97.0,0.299,1.18,90.1,0.242,0.387,0.258,,,,,,,,,,,,,,,,,,
2024-04-10,746655,Strikeout,strikeout,True,664314,607200,Estevan Florial,Erick Fedde,0,ab1987b1-5735-43e6-afa7-88ee4e744838,607200.0,erickfedde,Fedde,Right,Erick Fedde,CHW,2.99,3.59,111.1,105.0,92.0,100.0,0.805,8.0,2.43,7.76,0.89,1.26,0.269,0.358,0.183,0.294,0.393,85.0,111.0,108.0,59.0,103.0,102.0,80.0,107.0,94.0,127.0,101.0,105.0,,,,0.306,0.001,0.198,,0.196,-1.85,0.74,0.47,,0.17,94.1,87.9,93.2,83.7,,0.184,0.382,0.26,,,,0.216,0.295,0.142,0.246,0.358,0.203,,,,78.0,104.0,97.0,0.299,1.18,90.1,0.242,0.387,0.258,,,,,,,,,,,,,,,,,,
2024-04-13,746656,Strikeout,strikeout,True,664314,657376,Estevan Florial,Clarke Schmidt,0,9107d038-d3af-4656-a9f9-5942c0c75c97,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.52,3.72,60.2,99.0,114.0,101.0,0.719,9.94,2.97,7.27,0.89,1.0,0.312,0.364,0.234,0.24,0.412,36.0,89.0,96.0,,,,81.0,97.0,87.0,135.0,93.0,102.0,152.0,100.0,112.0,0.215,,0.239,0.181,0.009,,-0.42,1.58,0.69,-13.06,,87.1,94.2,85.3,83.9,0.196,0.283,0.319,,,,0.667,1.0,0.0,0.233,0.488,0.212,0.146,0.22,0.346,106.0,106.0,103.0,0.356,0.6,92.4,0.256,0.372,0.325,,,,,,,,,,,,,,,,,,
2024-04-13,746656,Walk,walk,False,664314,657376,Estevan Florial,Clarke Schmidt,1,9ab37e4d-56a3-4684-8b40-5058baf4b258,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.52,3.72,60.2,99.0,114.0,101.0,0.719,9.94,2.97,7.27,0.89,1.0,0.312,0.364,0.234,0.24,0.412,36.0,89.0,96.0,,,,81.0,97.0,87.0,135.0,93.0,102.0,152.0,100.0,112.0,0.215,,0.239,0.181,0.009,,-0.42,1.58,0.69,-13.06,,87.1,94.2,85.3,83.9,0.196,0.283,0.319,,,,0.667,1.0,0.0,0.233,0.488,0.212,0.146,0.22,0.346,106.0,106.0,103.0,0.356,0.6,92.4,0.256,0.372,0.325,,,,,,,,,,,,,,,,,,
2024-04-13,746656,Pop Out,field_out,True,664314,641656,Estevan Florial,Ian Hamilton,0,d1f76d0c-3caf-4650-b79c-d6eec8d28160,641656.0,ianhamilton,"Hamilton, I",Right,Ian Hamilton,NYY,4.55,4.1,29.2,101.0,117.0,101.0,0.668,9.1,4.25,10.01,0.3,1.39,0.281,0.371,0.135,0.202,0.401,,,,86.0,98.0,96.0,90.0,96.0,93.0,144.0,108.0,109.0,,,,0.247,0.224,0.53,,,1.11,-3.02,-0.09,,,96.3,,95.6,88.4,,0.254,0.343,0.454,0.136,0.273,0.24,,,,0.5,0.615,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-13,746656,Strikeout,strikeout,True,664314,605280,Estevan Florial,Clay Holmes,0,1c948bc5-0cf1-40eb-ad8b-d3efcb6da389,605280.0,clayholmes,"Holmes, C",Right,Clay Holmes,NYY,2.77,2.96,39.0,99.0,127.0,107.0,0.758,9.46,2.31,9.46,0.46,3.55,0.216,0.379,0.207,0.259,0.425,,,,,,,104.0,97.0,102.0,180.0,103.0,114.0,,,,0.617,,0.383,,,,-0.78,1.82,,,,,96.5,85.8,,0.25,0.3,0.41,,,,,,,0.327,0.433,0.181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-13,746658,Strikeout,strikeout,True,664314,547001,Estevan Florial,Cody Poteet,0,e470a018-7297-4aa8-bf20-29fb27753f41,547001.0,codypoteet,Poteet,Right,Cody Poteet,NYY,2.14,5.02,21.0,103.0,93.0,100.0,0.858,5.57,3.0,6.43,0.86,1.42,0.213,0.459,0.082,0.197,0.379,108.0,103.0,105.0,77.0,96.0,92.0,79.0,105.0,95.0,133.0,94.0,102.0,,,,0.242,0.291,0.165,,0.205,0.74,3.05,0.66,,2.39,93.3,86.9,92.6,80.7,,0.25,0.25,0.19,0.143,0.143,0.176,0.2,0.2,0.206,0.16,0.36,0.05,0.375,0.75,0.167,,,,,,,,,,104.0,106.0,101.0,0.098,-2.58,78.1,,,,,,,,,,,,
2024-04-13,746658,Home Run,home_run,False,664314,547001,Estevan Florial,Cody Poteet,0,c68a71a3-2307-4a43-8394-2020e296446e,547001.0,codypoteet,Poteet,Right,Cody Poteet,NYY,2.14,5.02,21.0,103.0,93.0,100.0,0.858,5.57,3.0,6.43,0.86,1.42,0.213,0.459,0.082,0.197,0.379,108.0,103.0,105.0,77.0,96.0,92.0,79.0,105.0,95.0,133.0,94.0,102.0,,,,0.242,0.291,0.165,,0.205,0.74,3.05,0.66,,2.39,93.3,86.9,92.6,80.7,,0.25,0.25,0.19,0.143,0.143,0.176,0.2,0.2,0.206,0.16,0.36,0.05,0.375,0.75,0.167,,,,,,,,,,104.0,106.0,101.0,0.098,-2.58,78.1,,,,,,,,,,,,
2024-04-13,746658,Walk,walk,False,664314,642701,Estevan Florial,Dennis Santana,0,453c5457-b4aa-4181-9c35-1655c8aaac5d,642701.0,dennissantana,"Santana, D",Right,Dennis Santana,- - -,5.9,4.16,39.2,100.0,101.0,98.0,0.768,7.71,3.4,9.76,0.68,0.93,0.215,0.38,0.182,0.281,0.439,78.0,95.0,86.0,103.0,107.0,107.0,95.0,91.0,92.0,109.0,104.0,103.0,,,,0.181,0.211,0.298,,0.079,-0.89,-0.04,-2.57,,0.81,95.8,89.1,95.2,86.6,,0.34,0.604,0.346,0.25,0.417,0.26,0.188,0.25,0.308,0.314,0.457,0.055,,,,103.0,100.0,98.0,0.231,1.2,90.4,0.2,0.36,0.268,,,,,,,,,,,,,,,,,,
2024-04-13,746658,Lineout,field_out,True,664314,676760,Estevan Florial,Ron Marinaccio,0,4a656f52-5889-4b7a-bf1d-8547bc242261,676760.0,ronmarinaccio,Marinaccio,Right,Ron Marinaccio,NYY,2.84,4.07,19.0,95.0,81.0,92.0,0.765,9.0,4.26,5.68,1.42,1.0,0.167,0.479,0.167,0.313,0.403,59.0,95.0,86.0,86.0,94.0,91.0,,,,113.0,97.0,104.0,,,,,0.505,0.158,,0.338,3.14,,2.33,,-3.92,93.4,82.1,,80.2,,0.091,0.364,0.273,0.1,0.133,0.262,0.348,0.696,0.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-14,746648,Home Run,home_run,False,664314,596133,Estevan Florial,Luke Weaver,0,d1e5b921-3cbe-46ec-be3e-d7831cec5003,596133.0,lukeweaver,Weaver,Right,Luke Weaver,NYY,2.47,3.59,54.2,99.0,121.0,105.0,0.726,9.55,2.14,5.1,0.99,0.83,0.243,0.375,0.14,0.279,0.37,107.0,103.0,104.0,137.0,99.0,106.0,,,,,,,119.0,75.0,96.0,,0.444,,0.012,0.264,1.14,,,2.43,1.5,95.4,88.4,,,83.3,,,,0.171,0.3,0.28,0.138,0.241,0.44,,,,,,,108.0,98.0,103.0,0.28,1.38,91.2,0.18,0.443,0.194,,,,,,,,,,,,,,,,,,
2024-04-15,746974,Strikeout,strikeout,True,664314,676710,Estevan Florial,Kutter Crawford,0,e5f8b2bd-c541-4299-8ac7-0cc99d20d01b,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,3.0,3.69,114.0,106.0,107.0,107.0,0.762,8.84,2.45,6.95,1.11,0.74,0.253,0.407,0.173,0.288,0.452,,,,108.0,111.0,113.0,,,,99.0,98.0,99.0,89.0,94.0,99.0,,0.344,0.205,0.058,,0.82,,-0.56,-0.91,,92.6,,,80.9,77.1,0.233,0.433,0.289,0.222,0.373,0.208,,,,,,,0.286,0.357,0.185,114.0,106.0,104.0,0.31,1.24,87.5,0.201,0.338,0.243,,,,,,,89.0,101.0,107.0,0.083,1.54,82.4,0.149,0.255,0.451,,,
2024-04-15,746974,Groundout,field_out,True,664314,676710,Estevan Florial,Kutter Crawford,0,195ba137-6feb-4c63-8dfa-c408cdde134c,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,3.0,3.69,114.0,106.0,107.0,107.0,0.762,8.84,2.45,6.95,1.11,0.74,0.253,0.407,0.173,0.288,0.452,,,,108.0,111.0,113.0,,,,99.0,98.0,99.0,89.0,94.0,99.0,,0.344,0.205,0.058,,0.82,,-0.56,-0.91,,92.6,,,80.9,77.1,0.233,0.433,0.289,0.222,0.373,0.208,,,,,,,0.286,0.357,0.185,114.0,106.0,104.0,0.31,1.24,87.5,0.201,0.338,0.243,,,,,,,89.0,101.0,107.0,0.083,1.54,82.4,0.149,0.255,0.451,,,
2024-04-15,746974,Pop Out,field_out,True,664314,669711,Estevan Florial,Greg Weissert,0,1297496c-913d-4cc3-a61a-ad376639ade1,669711.0,gregweissert,Weissert,Right,Greg Weissert,BOS,4.32,3.17,41.2,104.0,101.0,105.0,0.816,9.07,2.59,9.72,1.51,0.83,0.248,0.331,0.165,0.248,0.466,81.0,99.0,100.0,86.0,119.0,115.0,98.0,102.0,97.0,109.0,95.0,104.0,,,,0.309,0.245,0.378,,0.069,1.6,-0.24,-0.81,,-2.4,93.9,83.9,93.5,80.4,,0.286,0.714,0.1,0.173,0.327,0.198,0.286,0.357,0.292,0.395,0.558,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-15,746974,Sac Bunt,sac_bunt,True,664314,502624,Estevan Florial,Chase Anderson,1,aa03e6a3-40e0-4f12-9a81-d3de9481fb28,502624.0,chaseanderson,Anderson,Right,Chase Anderson,BOS,4.59,4.27,49.0,100.0,107.0,100.0,0.761,5.88,2.94,7.16,1.65,0.66,0.261,0.386,0.19,0.275,0.419,122.0,107.0,111.0,77.0,95.0,85.0,83.0,91.0,82.0,123.0,98.0,101.0,,,,0.019,0.139,0.164,,0.3,-1.5,4.28,2.12,,1.79,93.5,83.9,92.9,80.5,,0.132,0.237,0.273,0.3,0.35,0.25,0.148,0.279,0.327,0.0,0.0,0.125,,,,101.0,100.0,98.0,0.333,-1.81,88.7,0.333,0.667,0.178,94.0,94.0,88.0,0.045,1.44,78.8,,,,,,,,,,,,
2024-04-16,746976,Groundout,field_out,True,664314,455119,Estevan Florial,Chris Martin,0,98359558-0413-4765-abe7-d28b04607645,455119.0,chrismartin,Martin,Right,Chris Martin,BOS,3.42,3.51,26.1,111.0,103.0,107.0,0.772,9.91,0.68,8.54,1.37,1.21,0.3,0.286,0.157,0.314,0.49,,,,89.0,112.0,107.0,84.0,107.0,96.0,104.0,136.0,160.0,,,,0.078,0.333,0.016,,,1.41,-3.06,-16.5,,,95.0,,94.2,85.0,,0.667,0.667,0.0,0.194,0.323,0.217,,,,0.25,1.0,0.25,,,,106.0,111.0,104.0,0.432,1.25,92.1,0.256,0.436,0.309,,,,,,,139.0,112.0,117.0,0.141,0.08,88.2,0.286,0.286,0.31,,,
2024-04-16,746976,Pop Out,field_out,True,664314,669711,Estevan Florial,Greg Weissert,1,446ef6ac-ed7b-4c86-9145-4759846a2ce1,669711.0,gregweissert,Weissert,Right,Greg Weissert,BOS,4.32,3.17,41.2,104.0,101.0,105.0,0.816,9.07,2.59,9.72,1.51,0.83,0.248,0.331,0.165,0.248,0.466,81.0,99.0,100.0,86.0,119.0,115.0,98.0,102.0,97.0,109.0,95.0,104.0,,,,0.309,0.245,0.378,,0.069,1.6,-0.24,-0.81,,-2.4,93.9,83.9,93.5,80.4,,0.286,0.714,0.1,0.173,0.327,0.198,0.286,0.357,0.292,0.395,0.558,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-16,746976,Single,single,False,664314,670174,Estevan Florial,Josh Winckowski,1,cde69055-fa61-470e-a36c-1429b49f3ea9,670174.0,joshwinckowski,Winckowski,Right,Josh Winckowski,BOS,3.27,4.48,41.1,101.0,100.0,97.0,0.811,7.19,3.27,9.58,0.87,1.83,0.239,0.381,0.179,0.299,0.422,99.0,95.0,93.0,58.0,106.0,93.0,99.0,101.0,97.0,120.0,109.0,110.0,,,,0.331,0.033,0.145,,0.138,-1.24,0.04,1.11,,-0.72,94.6,91.5,94.9,84.8,,0.143,0.19,0.348,0.2,0.2,0.143,0.3,0.333,0.102,0.305,0.475,0.177,,,,98.0,100.0,92.0,0.353,-0.93,89.8,0.289,0.467,0.243,,,,,,,,,,,,,,,,,,
2024-04-17,746973,Strikeout,strikeout,True,664314,656557,Estevan Florial,Tanner Houck,0,c41c43cc-9bb2-4968-9d09-30724cb7d92b,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,96.0,103.0,97.0,115.0,102.0,113.0,,,,0.299,,0.423,,,,0.49,1.85,,,,,93.4,83.1,,0.191,0.275,0.294,,,,,,,0.275,0.344,0.129,,,,95.0,93.0,93.0,0.022,-0.99,87.1,0.2,0.4,0.235,,,,,,,116.0,105.0,111.0,0.255,1.83,88.4,0.188,0.234,0.233,,,
2024-04-17,746973,Strikeout,strikeout,True,664314,656557,Estevan Florial,Tanner Houck,0,61627d17-c1f7-4792-a7b9-74838ea0f42b,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,96.0,103.0,97.0,115.0,102.0,113.0,,,,0.299,,0.423,,,,0.49,1.85,,,,,93.4,83.1,,0.191,0.275,0.294,,,,,,,0.275,0.344,0.129,,,,95.0,93.0,93.0,0.022,-0.99,87.1,0.2,0.4,0.235,,,,,,,116.0,105.0,111.0,0.255,1.83,88.4,0.188,0.234,0.233,,,
