date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff
2024-04-06,745766,Walk,walk,False,596129,641656,Daniel Vogelbach,Ian Hamilton,1,0f1f0270-9fb4-4483-9bc7-20636dd178ca,641656.0,ianhamilton,"Hamilton, I",Right,Ian Hamilton,NYY,4.55,4.1,29.2,101.0,117.0,101.0,0.668,9.1,4.25,10.01,0.3,1.39,0.281,0.371,0.135,0.202,0.401,,,,86.0,98.0,96.0,90.0,96.0,93.0,144.0,108.0,109.0,,,,,,,0.247,0.224,,,0.53,,1.11,,,-3.02,-0.09,,96.3,,,95.6,88.4,,,,,0.5,0.615,0.122,0.254,0.343,0.454,,,,0.136,0.273,0.24,,,,,,,,,,,,,,,,,,,,,
2024-04-10,744950,Walk,walk,False,596129,662253,Daniel Vogelbach,Andrés Muñoz,1,c3edec39-821e-4e88-824c-2e4716b644f2,662253.0,andresmunoz,"Muñoz, A",Right,Andrés Muñoz,SEA,1.41,2.68,38.1,96.0,118.0,100.0,0.646,10.8,4.23,5.17,0.47,1.96,0.326,0.314,0.198,0.267,0.323,,,,95.0,96.0,94.0,107.0,90.0,93.0,136.0,98.0,107.0,,,,,,,0.239,0.276,,,0.485,,1.8,,,1.38,1.77,,98.4,,,97.5,87.6,,,,,0.185,0.185,0.438,0.159,0.217,0.437,,,,0.167,0.278,0.203,,,,,,,,,,,,,,,,,,,,,
2024-04-12,744954,Walk,walk,False,596129,663567,Daniel Vogelbach,Peter Lambert,0,eb67376e-e7b3-4210-89eb-6d638f034341,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,COL,5.44,4.1,43.0,94.0,95.0,94.0,0.797,7.12,4.6,9.0,0.84,1.09,0.29,0.435,0.137,0.313,0.411,80.0,96.0,95.0,87.0,91.0,88.0,87.0,95.0,89.0,120.0,94.0,101.0,,,,,,,0.032,0.382,,,0.306,0.052,-0.75,,,-1.55,0.45,-5.77,94.5,,,93.8,85.8,78.0,,,,0.333,0.333,0.0,0.182,0.182,0.316,0.25,0.875,0.2,0.276,0.534,0.11,,,,89.0,95.0,95.0,0.228,0.42,86.9,0.237,0.263,0.42,,,,,,,,,
2024-04-13,744953,Walk,walk,False,596129,641712,Daniel Vogelbach,Dakota Hudson,1,5dd4bc70-00e5-4e5d-96d6-bb85f5ac6685,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,102.0,98.0,99.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,,,,,,,0.32,0.156,,,0.255,0.166,-1.93,,,-0.53,-0.32,0.89,89.9,,,90.3,84.1,80.2,,,,0.315,0.465,0.07,0.289,0.361,0.313,0.114,0.205,0.333,0.296,0.5,0.079,,,,84.0,94.0,93.0,0.103,-4.92,83.4,0.379,0.69,0.146,,,,,,,,,
2024-04-13,744953,Strikeout,strikeout,True,596129,641712,Daniel Vogelbach,Dakota Hudson,0,36c18a7f-6f58-47b7-b6cd-f49618e21163,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,102.0,98.0,99.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,,,,,,,0.32,0.156,,,0.255,0.166,-1.93,,,-0.53,-0.32,0.89,89.9,,,90.3,84.1,80.2,,,,0.315,0.465,0.07,0.289,0.361,0.313,0.114,0.205,0.333,0.296,0.5,0.079,,,,84.0,94.0,93.0,0.103,-4.92,83.4,0.379,0.69,0.146,,,,,,,,,
2024-04-13,744953,Groundout,field_out,True,596129,641712,Daniel Vogelbach,Dakota Hudson,0,f5a699cd-beea-473b-b13e-d9edad9d7f2f,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,102.0,98.0,99.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,,,,,,,0.32,0.156,,,0.255,0.166,-1.93,,,-0.53,-0.32,0.89,89.9,,,90.3,84.1,80.2,,,,0.315,0.465,0.07,0.289,0.361,0.313,0.114,0.205,0.333,0.296,0.5,0.079,,,,84.0,94.0,93.0,0.103,-4.92,83.4,0.379,0.69,0.146,,,,,,,,,
2024-04-13,744953,Flyout,field_out,True,596129,656234,Daniel Vogelbach,Jake Bird,0,51a80b68-492b-4013-99d7-b6f9545cd245,656234.0,jakebird,Bird,Right,Jake Bird,COL,6.26,4.96,23.0,93.0,114.0,93.0,0.79,6.26,7.04,9.78,1.17,1.4,0.315,0.356,0.151,0.26,0.411,133.0,94.0,101.0,49.0,90.0,88.0,91.0,86.0,82.0,137.0,101.0,104.0,119.0,90.0,96.0,,,,0.437,0.015,0.074,,0.305,0.169,-6.25,-4.3,,-1.3,0.62,-2.8,94.5,91.2,,95.3,85.0,81.4,0.5,1.25,0.278,0.318,0.432,0.123,0.185,0.259,0.302,0.273,0.545,0.304,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-17,744948,Pop Out,field_out,True,596129,605280,Daniel Vogelbach,Clay Holmes,0,680a2885-a474-40c2-bcf9-36fc02caac4b,605280.0,clayholmes,"Holmes, C",Right,Clay Holmes,NYY,2.77,2.96,39.0,99.0,127.0,107.0,0.758,9.46,2.31,9.46,0.46,3.55,0.216,0.379,0.207,0.259,0.425,,,,,,,104.0,97.0,102.0,180.0,103.0,114.0,,,,,,,0.617,,,,0.383,,,,,-0.78,1.82,,,,,96.5,85.8,,,,,0.327,0.433,0.181,0.25,0.3,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-24,746317,Flyout,field_out,True,596129,679525,Daniel Vogelbach,Alec Marsh,0,bdb531e8-cb67-40a2-9a97-e78e4888e5c8,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.52,4.96,91.2,100.0,100.0,100.0,0.797,8.25,2.85,8.25,1.28,0.84,0.248,0.391,0.169,0.353,0.438,98.0,106.0,104.0,91.0,100.0,96.0,99.0,98.0,95.0,121.0,98.0,106.0,,,,,,,0.139,0.376,,,0.221,0.156,0.97,,,-2.75,0.02,-1.25,94.2,,,93.5,86.4,82.9,,,,0.35,0.617,0.096,0.118,0.118,0.355,0.268,0.482,0.275,0.191,0.327,0.231,,,,93.0,96.0,97.0,0.108,1.03,86.5,0.189,0.216,0.163,,,,,,,,,
2024-04-24,746317,Flyout,field_out,True,596129,679525,Daniel Vogelbach,Alec Marsh,1,46ac8bc4-4a41-48ae-8ca5-cde8e6a5fc4d,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.52,4.96,91.2,100.0,100.0,100.0,0.797,8.25,2.85,8.25,1.28,0.84,0.248,0.391,0.169,0.353,0.438,98.0,106.0,104.0,91.0,100.0,96.0,99.0,98.0,95.0,121.0,98.0,106.0,,,,,,,0.139,0.376,,,0.221,0.156,0.97,,,-2.75,0.02,-1.25,94.2,,,93.5,86.4,82.9,,,,0.35,0.617,0.096,0.118,0.118,0.355,0.268,0.482,0.275,0.191,0.327,0.231,,,,93.0,96.0,97.0,0.108,1.03,86.5,0.189,0.216,0.163,,,,,,,,,
2024-04-24,746317,Strikeout,strikeout,True,596129,672582,Daniel Vogelbach,Angel Zerpa,0,491e1524-9b4f-4040-9963-aeb1c5de57c9,672582.0,angelzerpa,Zerpa,Left,Angel Zerpa,KCR,3.31,4.1,35.1,105.0,89.0,103.0,0.868,8.41,2.55,10.19,0.76,2.48,0.36,0.243,0.162,0.288,0.481,,,,71.0,99.0,89.0,94.0,106.0,106.0,113.0,108.0,114.0,,,,,,,0.42,0.215,,,0.251,,0.75,,,-0.16,0.58,,95.4,,,96.0,86.3,,,,,0.297,0.311,0.13,0.233,0.367,0.176,,,,0.273,0.273,0.146,,,,58.0,102.0,90.0,0.114,-3.88,88.5,0.313,0.688,0.2,,,,,,,,,
2024-04-24,746317,Strikeout,strikeout,True,596129,663704,Daniel Vogelbach,James McArthur,0,a4c5c0ac-6885-4e4d-b171-84d790d057e8,663704.0,jamesmcarthur,McArthur,Right,James McArthur,KCR,3.99,3.96,38.1,100.0,110.0,104.0,0.735,7.04,1.64,10.1,1.17,2.13,0.174,0.421,0.132,0.314,0.442,138.0,108.0,119.0,80.0,95.0,89.0,98.0,97.0,97.0,100.0,91.0,99.0,,,,,,,0.378,0.059,,,0.225,0.338,4.71,,,0.76,-0.64,-1.94,94.9,,,95.1,87.7,83.5,,,,0.299,0.448,0.146,0.304,0.522,0.431,0.308,0.462,0.333,0.0,0.0,0.176,,,,,,,,,,,,,,,,,,,,,
2024-04-27,744946,Flyout,field_out,True,596129,523260,Daniel Vogelbach,Joe Kelly,0,6e7a6b52-41f4-4322-9ccf-e2c7ea57238f,523260.0,joekelly,"Kelly, J",Right,Joe Kelly,LAD,4.73,3.77,13.1,94.0,102.0,99.0,0.798,9.45,3.38,8.78,0.0,2.71,0.222,0.361,0.222,0.194,0.469,,,,94.0,105.0,99.0,77.0,83.0,76.0,135.0,115.0,144.0,,,,,,,0.317,0.246,,,0.268,,-0.69,,,0.36,1.81,,98.6,,,98.0,90.4,,,,,0.214,0.214,0.097,0.211,0.263,0.25,0.333,0.333,0.417,0.364,0.455,0.241,,,,91.0,79.0,64.0,0.027,-9.26,89.2,,,,115.0,76.0,89.0,0.143,-3.02,88.1,,,
2024-05-01,744939,Groundout,field_out,True,596129,607625,Daniel Vogelbach,Seth Lugo,0,5dc4224f-6c5e-4581-a024-f6ca81834920,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,124.0,103.0,112.0,76.0,103.0,95.0,71.0,102.0,92.0,127.0,99.0,106.0,105.0,95.0,94.0,,,,0.191,0.248,0.069,0.026,0.141,0.268,1.99,0.22,0.95,0.6,-0.63,1.06,92.4,91.0,85.6,92.3,85.3,79.3,0.375,0.375,0.186,0.278,0.426,0.124,0.278,0.556,0.172,0.175,0.275,0.366,0.183,0.275,0.159,0.091,0.364,0.273,94.0,98.0,96.0,0.057,0.16,87.5,0.2,0.25,0.321,,,,,,,0.269,0.365,0.326
2024-05-01,744939,Forceout,force_out,True,596129,607625,Daniel Vogelbach,Seth Lugo,1,5a3a0c2b-27cb-4177-a9df-dbf2e5d9a70a,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,124.0,103.0,112.0,76.0,103.0,95.0,71.0,102.0,92.0,127.0,99.0,106.0,105.0,95.0,94.0,,,,0.191,0.248,0.069,0.026,0.141,0.268,1.99,0.22,0.95,0.6,-0.63,1.06,92.4,91.0,85.6,92.3,85.3,79.3,0.375,0.375,0.186,0.278,0.426,0.124,0.278,0.556,0.172,0.175,0.275,0.366,0.183,0.275,0.159,0.091,0.364,0.273,94.0,98.0,96.0,0.057,0.16,87.5,0.2,0.25,0.321,,,,,,,0.269,0.365,0.326
2024-05-01,744939,Strikeout,strikeout,True,596129,607625,Daniel Vogelbach,Seth Lugo,0,10ae159e-137e-4dad-8b34-d74ca46a50f3,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,124.0,103.0,112.0,76.0,103.0,95.0,71.0,102.0,92.0,127.0,99.0,106.0,105.0,95.0,94.0,,,,0.191,0.248,0.069,0.026,0.141,0.268,1.99,0.22,0.95,0.6,-0.63,1.06,92.4,91.0,85.6,92.3,85.3,79.3,0.375,0.375,0.186,0.278,0.426,0.124,0.278,0.556,0.172,0.175,0.275,0.366,0.183,0.275,0.159,0.091,0.364,0.273,94.0,98.0,96.0,0.057,0.16,87.5,0.2,0.25,0.321,,,,,,,0.269,0.365,0.326
2024-05-01,744939,Double,double,False,596129,623433,Daniel Vogelbach,Nick Anderson,0,44ec03bd-da6c-47b4-a232-d0224e773ac7,623433.0,nickanderson,"Anderson, N",Right,Nick Anderson,KCR,4.04,5.06,35.2,100.0,88.0,97.0,0.78,7.32,3.79,8.83,1.51,0.98,0.324,0.361,0.102,0.324,0.478,113.0,102.0,105.0,61.0,96.0,87.0,70.0,102.0,95.0,,,,,,,,,,0.269,0.223,,,,0.455,-4.03,,,0.61,,0.15,94.7,,,94.8,,81.7,,,,0.245,0.429,0.191,,,,0.204,0.352,0.286,0.4,0.8,0.19,,,,79.0,80.0,86.0,0.052,-0.82,87.9,,,,,,,,,,,,
2024-05-03,744868,Strikeout,strikeout,True,596129,571670,Daniel Vogelbach,Dylan Floro,0,e5f75b33-b1ce-4543-9069-dff1a8bd3664,571670.0,dylanfloro,Floro,Right,Dylan Floro,WSN,2.11,3.1,47.0,106.0,75.0,96.0,0.809,7.28,2.3,7.09,0.0,1.66,0.293,0.338,0.18,0.331,0.455,,,,83.0,111.0,102.0,79.0,107.0,96.0,68.0,98.0,89.0,,,,,,,0.473,0.166,,,0.28,,2.92,,,2.15,2.14,,90.0,,,90.2,83.6,,,,,0.247,0.296,0.067,0.167,0.19,0.351,,,,0.182,0.182,0.226,,,,68.0,115.0,101.0,0.08,-0.67,84.1,0.308,0.308,0.296,,,,,,,,,
2024-05-04,744862,Fielders Choice,fielders_choice,False,596129,663623,Daniel Vogelbach,Jake Irvin,1,b3e00637-d88f-4f6d-b8a2-42c127cb3a7f,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.49,3.88,116.0,105.0,96.0,102.0,0.796,7.68,2.25,7.76,1.09,1.13,0.244,0.414,0.173,0.327,0.473,111.0,106.0,106.0,84.0,106.0,99.0,97.0,104.0,106.0,136.0,80.0,109.0,77.0,103.0,94.0,,,,0.178,0.355,0.09,,0.004,0.35,0.64,-0.24,,-0.13,2.31,0.76,94.1,89.9,,93.4,86.3,81.0,0.275,0.525,0.216,0.311,0.456,0.119,,,,0.199,0.363,0.263,0.208,0.364,0.231,,,,104.0,91.0,95.0,0.022,-1.04,88.0,,,,,,,,,,,,
2024-05-04,744862,Groundout,field_out,True,596129,663623,Daniel Vogelbach,Jake Irvin,0,03122efa-49ab-4c0d-8af8-3febe5fc3221,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.49,3.88,116.0,105.0,96.0,102.0,0.796,7.68,2.25,7.76,1.09,1.13,0.244,0.414,0.173,0.327,0.473,111.0,106.0,106.0,84.0,106.0,99.0,97.0,104.0,106.0,136.0,80.0,109.0,77.0,103.0,94.0,,,,0.178,0.355,0.09,,0.004,0.35,0.64,-0.24,,-0.13,2.31,0.76,94.1,89.9,,93.4,86.3,81.0,0.275,0.525,0.216,0.311,0.456,0.119,,,,0.199,0.363,0.263,0.208,0.364,0.231,,,,104.0,91.0,95.0,0.022,-1.04,88.0,,,,,,,,,,,,
2024-05-04,744862,Lineout,field_out,True,596129,607179,Daniel Vogelbach,Jordan Weems,0,8e4e6b3b-b1c3-4fa3-817c-20483f2cf0f7,607179.0,jordanweems,Weems,Right,Jordan Weems,WSN,5.54,4.36,39.0,96.0,108.0,95.0,0.814,7.62,4.38,9.46,1.15,0.98,0.281,0.306,0.207,0.355,0.432,144.0,94.0,115.0,100.0,94.0,90.0,,,,122.0,99.0,103.0,,,,,,,,0.605,,,0.358,0.009,0.22,,,,-0.74,-8.86,96.1,,,,87.7,79.7,,,,,,,0.241,0.466,0.289,,,,0.247,0.371,0.173,,,,104.0,82.0,96.0,0.028,-14.18,87.4,0.8,1.0,0.333,,,,,,,,,
2024-05-04,744862,Strikeout,strikeout,True,596129,571882,Daniel Vogelbach,Derek Law,0,3495383f-5447-42cb-b906-e10b99d41351,571882.0,dereklaw,"Law, D",Right,Derek Law,WSN,3.32,4.04,57.0,103.0,91.0,98.0,0.744,7.89,2.68,9.16,0.95,1.84,0.203,0.448,0.128,0.221,0.403,100.0,94.0,99.0,80.0,103.0,95.0,85.0,97.0,89.0,112.0,113.0,107.0,81.0,100.0,94.0,,,,0.092,0.133,0.399,,0.287,0.046,-1.25,0.36,,-2.66,2.56,-7.81,95.1,91.5,,94.4,87.2,77.8,0.293,0.387,0.252,0.455,0.545,0.109,0.171,0.256,0.405,0.75,2.25,0.0,0.292,0.5,0.186,,,,85.0,106.0,104.0,0.043,1.29,88.4,0.222,0.222,0.238,,,,,,,,,
2024-05-04,744862,Groundout,field_out,True,596129,663432,Daniel Vogelbach,Tanner Rainey,0,6142b523-a344-4d8c-8f81-e0a05572820d,663432.0,tannerrainey,Rainey,Right,Tanner Rainey,WSN,6.58,6.42,26.0,93.0,107.0,96.0,0.732,7.62,6.23,9.69,1.73,0.61,0.181,0.361,0.12,0.313,0.38,,,,109.0,97.0,100.0,,,,102.0,85.0,89.0,,,,,,,,0.68,,,0.295,,-0.62,,,,-2.34,,93.7,,,,86.4,,,,,,,,0.286,0.286,0.5,,,,0.253,0.518,0.22,,,,87.0,76.0,73.0,0.025,-6.91,85.6,,,,,,,,,,,,
2024-05-07,745586,Grounded Into DP,grounded_into_double_play,True,596129,605513,Daniel Vogelbach,Spencer Turnbull,1,950e1fbc-5d32-40e2-9801-9ffbd608cb12,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,3.96,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,103.0,100.0,102.0,92.0,95.0,94.0,88.0,99.0,94.0,127.0,97.0,102.0,,,,,,,0.123,0.348,,,0.385,0.09,-0.45,,,-1.62,1.97,2.03,92.0,,,93.2,83.9,78.8,,,,0.238,0.667,0.089,0.071,0.071,0.406,0.067,0.067,0.594,0.28,0.453,0.162,,,,125.0,107.0,103.0,0.053,1.38,87.7,0.0,0.0,0.167,,,,,,,,,
