date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,SV_ba,SV_slg,SV_whiff,vSC (sc),SC%,wSC/C,ST_ba,ST_slg,ST_whiff
2024-06-07,746785,Flyout,field_out,True,642197,676979,Jamie Westbrook,Garrett Crochet,0,ad69dfd7-6b94-49ef-9ff7-73126f1fa274,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,,,,138.0,99.0,103.0,,0.552,0.114,0.061,1.77,,-2.87,-0.38,97.0,90.8,,84.1,,,,0.179,0.321,0.279,0.227,0.614,0.372,0.188,0.274,0.31,,,,,,,,,,,,,,,,,,,,,,92.0,107.0,104.0,0.273,,2.05,,91.4,,0.213,0.283,0.351,,,,,,,,,
2024-06-07,746785,Groundout,field_out,True,642197,686563,Jamie Westbrook,Jonathan Cannon,0,7144097f-90aa-4931-8666-182533b1c86c,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.41,3.88,51.0,102.0,96.0,99.0,0.803,6.88,2.29,9.53,1.24,1.26,0.218,0.412,0.133,0.297,0.389,101.0,114.0,116.0,79.0,99.0,91.0,86.0,102.0,94.0,121.0,98.0,106.0,0.345,0.084,0.237,0.142,-3.2,0.63,0.89,-4.35,94.7,85.8,93.2,82.0,0.26,0.425,0.143,0.325,0.625,0.284,0.2,0.225,0.274,0.444,0.778,0.281,,,,,,,,,,,,,,,,,,,,,,83.0,104.0,96.0,0.192,,-0.13,,89.9,,0.244,0.463,0.221,,,,,,,,,
2024-06-08,746786,Strikeout,strikeout,True,642197,621383,Jamie Westbrook,Tanner Banks,1,d27a19ad-8ea6-4ab5-984e-fc461f14bda8,621383.0,tannerbanks,Banks,Left,Tanner Banks,CHW,4.33,3.29,43.2,103.0,97.0,101.0,0.746,9.89,2.27,8.86,1.03,1.31,0.293,0.325,0.171,0.293,0.419,85.0,96.0,96.0,86.0,112.0,110.0,80.0,108.0,97.0,107.0,93.0,92.0,0.067,0.298,0.325,0.16,0.64,0.94,-0.8,-2.05,93.5,86.1,92.0,88.0,0.273,0.273,0.444,0.29,0.516,0.185,0.326,0.5,0.213,0.226,0.358,0.279,,,,,,,,,,,,,,,,0.154,0.192,0.347,119.0,108.0,107.0,,,,,0.149,,1.52,,82.2,,,,,,,,,,,,
2024-06-08,746786,Strikeout,strikeout,True,642197,673929,Jamie Westbrook,Jordan Leasure,0,8bf362c6-fb8b-4bbc-8ebe-9c622596f9ab,673929.0,jordanleasure,Leasure,Right,Jordan Leasure,CHW,6.32,4.86,31.1,96.0,113.0,98.0,0.76,7.47,5.17,9.19,1.72,0.77,0.309,0.402,0.216,0.33,0.441,,,,120.0,93.0,94.0,,,,109.0,100.0,104.0,,0.598,0.288,,0.95,,-5.4,,96.1,,,88.2,,,,,,,0.419,0.744,0.28,0.169,0.308,0.257,,,,,,,,,,,,,,,,0.25,0.583,0.273,96.0,98.0,100.0,,,,,0.114,,-1.88,,78.6,,,,,,,,,,,,
2024-06-09,746787,Lineout,field_out,True,642197,671111,Jamie Westbrook,Sammy Peralta,0,129c7b53-b51f-4a2a-8bcf-5b11d07ea24b,671111.0,sammyperalta,Peralta,Left,Sammy Peralta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-09,746787,Strikeout,strikeout,True,642197,605154,Jamie Westbrook,John Brebbia,0,c36ded98-def5-44ea-b1e6-8ac028084eac,605154.0,johnbrebbia,Brebbia,Right,John Brebbia,CHW,4.5,4.24,38.0,104.0,105.0,106.0,0.768,11.37,2.13,8.29,1.18,0.7,0.277,0.376,0.168,0.337,0.44,168.0,136.0,106.0,105.0,107.0,108.0,,,,105.0,101.0,104.0,,0.461,0.538,0.002,2.3,,-1.42,7.24,93.9,89.6,,82.9,,,,,,,0.31,0.488,0.256,0.138,0.262,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-09,746787,Sac Fly,sac_fly,True,642197,647336,Jamie Westbrook,Michael Soroka,1,3b4da029-64df-4e25-9012-3ade3310ce3e,647336.0,michaelsoroka,Soroka,Right,Michael Soroka,CHW,5.23,4.92,72.1,95.0,95.0,94.0,0.792,8.83,5.23,7.96,1.62,0.99,0.268,0.478,0.176,0.298,0.402,112.0,84.0,92.0,93.0,97.0,94.0,77.0,93.0,89.0,102.0,99.0,97.0,0.229,0.306,0.36,0.105,-0.14,-1.48,0.1,-3.67,93.3,82.1,92.3,81.9,0.289,0.518,0.08,0.333,0.667,0.132,0.185,0.348,0.408,0.206,0.382,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-11,746951,Strikeout,strikeout,True,642197,621381,Jamie Westbrook,Matt Strahm,0,0e03ac86-5b5d-496b-8ff5-b2a35c77d373,621381.0,mattstrahm,Strahm,Left,Matt Strahm,PHI,1.49,2.54,36.1,109.0,106.0,110.0,0.742,11.64,1.24,5.94,0.25,0.59,0.265,0.373,0.169,0.349,0.513,,,,104.0,112.0,115.0,103.0,104.0,99.0,118.0,111.0,113.0,0.149,0.554,0.192,,1.87,-0.14,1.74,,93.4,,93.4,81.4,0.333,0.389,0.184,,,,0.091,0.182,0.372,0.195,0.312,0.26,,,,,,,,,,,,,,,,,,,,,,99.0,104.0,97.0,0.104,,4.44,,88.0,,0.1,0.2,0.282,,,,,,,,,
2024-06-12,746948,Double Play,double_play,True,642197,650911,Jamie Westbrook,Cristopher Sánchez,1,143495ca-c05d-4984-92fd-44081bd12c3e,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,,,,98.0,99.0,98.0,95.0,100.0,104.0,0.477,,0.184,0.337,,-0.18,1.12,2.05,,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,86.0,52.0,74.0,0.002,,2.59,,86.5,,,,,,,,,,,,,
2024-06-12,746948,Sac Fly,sac_fly,True,642197,650911,Jamie Westbrook,Cristopher Sánchez,1,853c5588-6b53-4262-8928-e32a50b5a046,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,,,,98.0,99.0,98.0,95.0,100.0,104.0,0.477,,0.184,0.337,,-0.18,1.12,2.05,,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,86.0,52.0,74.0,0.002,,2.59,,86.5,,,,,,,,,,,,,
2024-06-14,746947,Single,single,False,642197,624647,Jamie Westbrook,Victor González,0,9e9d0155-b723-44fb-83d1-b07ab70b1a7e,624647.0,victorgonzalez,"González, V",Left,Victor González,NYY,3.86,5.29,23.1,89.0,88.0,85.0,0.824,4.24,5.01,5.01,1.16,1.46,0.3,0.4,0.086,0.329,0.352,74.0,92.0,82.0,,,,94.0,86.0,77.0,89.0,91.0,101.0,0.479,,0.285,0.236,,1.44,0.59,-0.11,,86.2,93.3,85.9,0.2,0.289,0.149,0.136,0.455,0.231,0.071,0.071,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-15,746946,Double,double,False,642197,607074,Jamie Westbrook,Carlos Rodón,1,d02f7189-087d-4d7c-bbe3-da4cfdba1485,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,116.0,99.0,103.0,,,,143.0,103.0,112.0,,0.496,0.265,0.114,0.17,,-1.56,1.54,95.5,85.3,,86.8,,,,0.171,0.195,0.49,0.237,0.43,0.388,0.261,0.531,0.202,,,,,,,,,,,,,,,,0.333,0.4,0.35,103.0,80.0,88.0,100.0,83.0,83.0,0.056,0.07,-3.1,-1.37,91.8,81.0,0.353,0.647,0.255,,,,,,,,,
2024-06-15,746946,Strikeout,strikeout,True,642197,607074,Jamie Westbrook,Carlos Rodón,0,38709868-ce20-45d2-8c5c-3fca080ff557,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,116.0,99.0,103.0,,,,143.0,103.0,112.0,,0.496,0.265,0.114,0.17,,-1.56,1.54,95.5,85.3,,86.8,,,,0.171,0.195,0.49,0.237,0.43,0.388,0.261,0.531,0.202,,,,,,,,,,,,,,,,0.333,0.4,0.35,103.0,80.0,88.0,100.0,83.0,83.0,0.056,0.07,-3.1,-1.37,91.8,81.0,0.353,0.647,0.255,,,,,,,,,
2024-06-15,746946,Strikeout,strikeout,True,642197,607074,Jamie Westbrook,Carlos Rodón,0,7aaa9ffd-d9f8-4752-bdbe-3323da87824a,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,116.0,99.0,103.0,,,,143.0,103.0,112.0,,0.496,0.265,0.114,0.17,,-1.56,1.54,95.5,85.3,,86.8,,,,0.171,0.195,0.49,0.237,0.43,0.388,0.261,0.531,0.202,,,,,,,,,,,,,,,,0.333,0.4,0.35,103.0,80.0,88.0,100.0,83.0,83.0,0.056,0.07,-3.1,-1.37,91.8,81.0,0.353,0.647,0.255,,,,,,,,,
2024-07-10,746934,Groundout,field_out,True,642197,676664,Jamie Westbrook,JP Sears,0,d1654485-b07f-4cee-a436-34d483e0425e,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.49,4.67,106.1,99.0,98.0,96.0,0.796,6.77,2.71,8.8,1.35,0.81,0.241,0.413,0.157,0.346,0.454,91.0,95.0,85.0,81.0,100.0,95.0,95.0,99.0,85.0,119.0,101.0,107.0,0.116,0.321,0.382,0.182,-1.73,0.67,0.08,0.69,92.2,84.3,90.1,78.9,0.298,0.447,0.132,0.304,0.354,0.219,0.242,0.636,0.257,0.25,0.556,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-10,746934,Field Error,field_error,False,642197,676664,Jamie Westbrook,JP Sears,0,1007144c-3d93-435d-b7ca-578be8a499cc,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.49,4.67,106.1,99.0,98.0,96.0,0.796,6.77,2.71,8.8,1.35,0.81,0.241,0.413,0.157,0.346,0.454,91.0,95.0,85.0,81.0,100.0,95.0,95.0,99.0,85.0,119.0,101.0,107.0,0.116,0.321,0.382,0.182,-1.73,0.67,0.08,0.69,92.2,84.3,90.1,78.9,0.298,0.447,0.132,0.304,0.354,0.219,0.242,0.636,0.257,0.25,0.556,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-10,746934,Groundout,field_out,True,642197,519008,Jamie Westbrook,T.J. McFarland,0,cf8f5043-cbbe-4631-8f1b-300b67af7f38,519008.0,tjmcfarland,McFarland,Left,T.J. McFarland,OAK,4.38,2.72,37.0,103.0,69.0,104.0,0.823,6.57,2.68,9.0,0.73,2.92,0.235,0.4,0.2,0.191,0.419,88.0,101.0,101.0,-3.0,92.0,88.0,44.0,107.0,105.0,94.0,99.0,103.0,0.481,0.005,0.399,0.113,7.5,1.3,0.24,-2.63,88.2,81.2,87.9,78.1,0.275,0.362,0.085,0.235,0.412,0.294,0.256,0.419,0.299,,,,,,,,,,,,,,,,,,,,,,,,,62.0,114.0,74.0,0.002,,5.39,,82.2,,,,,,,,,,,,,
2024-07-12,746936,Double,double,False,642197,666142,Jamie Westbrook,Cole Ragans,0,ba4f0642-d794-4dce-b89a-70009a8f3012,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.16,3.27,116.2,99.0,109.0,104.0,0.692,10.88,2.93,7.33,0.62,1.07,0.254,0.39,0.159,0.295,0.409,110.0,99.0,102.0,109.0,101.0,107.0,,,,134.0,103.0,112.0,,0.406,0.12,0.247,1.1,,-1.6,1.11,95.8,85.3,,86.7,,,,0.205,0.286,0.493,0.242,0.387,0.368,0.206,0.351,0.239,99.0,94.0,100.0,,,,,0.099,,1.27,,81.1,,,,0.158,0.158,0.354,,,,89.0,98.0,93.0,0.128,,1.57,,91.3,,0.304,0.326,0.224,,,,,,,,,
2024-07-12,746936,Groundout,field_out,True,642197,666142,Jamie Westbrook,Cole Ragans,0,5a55d780-94c7-4aba-a6fa-74afeb402e3f,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.16,3.27,116.2,99.0,109.0,104.0,0.692,10.88,2.93,7.33,0.62,1.07,0.254,0.39,0.159,0.295,0.409,110.0,99.0,102.0,109.0,101.0,107.0,,,,134.0,103.0,112.0,,0.406,0.12,0.247,1.1,,-1.6,1.11,95.8,85.3,,86.7,,,,0.205,0.286,0.493,0.242,0.387,0.368,0.206,0.351,0.239,99.0,94.0,100.0,,,,,0.099,,1.27,,81.1,,,,0.158,0.158,0.354,,,,89.0,98.0,93.0,0.128,,1.57,,91.3,,0.304,0.326,0.224,,,,,,,,,
2024-07-12,746936,Strikeout,strikeout,True,642197,666142,Jamie Westbrook,Cole Ragans,0,53c44426-e62b-4338-8fbf-a041ff05dafa,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.16,3.27,116.2,99.0,109.0,104.0,0.692,10.88,2.93,7.33,0.62,1.07,0.254,0.39,0.159,0.295,0.409,110.0,99.0,102.0,109.0,101.0,107.0,,,,134.0,103.0,112.0,,0.406,0.12,0.247,1.1,,-1.6,1.11,95.8,85.3,,86.7,,,,0.205,0.286,0.493,0.242,0.387,0.368,0.206,0.351,0.239,99.0,94.0,100.0,,,,,0.099,,1.27,,81.1,,,,0.158,0.158,0.354,,,,89.0,98.0,93.0,0.128,,1.57,,91.3,,0.304,0.326,0.224,,,,,,,,,
2024-07-20,746121,Pop Out,field_out,True,642197,680736,Jamie Westbrook,Justin Wrobleski,0,ec8c1ca3-35dc-4b0a-b42d-74aa62914574,680736.0,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,6.3,7.37,10.0,100.0,88.0,100.0,0.811,7.2,3.6,9.0,3.6,0.47,0.4,0.2,0.267,0.333,0.513,66.0,99.0,103.0,99.0,99.0,101.0,53.0,87.0,76.0,99.0,115.0,109.0,0.038,0.556,0.188,0.063,0.68,-7.62,-7.93,-0.28,95.1,82.8,92.7,84.5,,,,,,,0.25,0.833,0.308,0.182,0.364,0.182,,,,,,,,,,,,,,,,,,,49.0,121.0,132.0,53.0,91.0,92.0,0.15,0.006,-6.77,3.88,88.1,80.6,0.667,2.0,0.154,,,,,,,,,
2024-07-20,746121,Flyout,field_out,True,642197,680736,Jamie Westbrook,Justin Wrobleski,0,63fba2e8-7acc-48bb-ab02-262e326c9edc,680736.0,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,6.3,7.37,10.0,100.0,88.0,100.0,0.811,7.2,3.6,9.0,3.6,0.47,0.4,0.2,0.267,0.333,0.513,66.0,99.0,103.0,99.0,99.0,101.0,53.0,87.0,76.0,99.0,115.0,109.0,0.038,0.556,0.188,0.063,0.68,-7.62,-7.93,-0.28,95.1,82.8,92.7,84.5,,,,,,,0.25,0.833,0.308,0.182,0.364,0.182,,,,,,,,,,,,,,,,,,,49.0,121.0,132.0,53.0,91.0,92.0,0.15,0.006,-6.77,3.88,88.1,80.6,0.667,2.0,0.154,,,,,,,,,
2024-07-21,746125,Flyout,field_out,True,642197,572020,Jamie Westbrook,James Paxton,0,1a57cd6c-baa4-484e-824c-d9b7b3190a77,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.82,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,69.0,98.0,85.0,65.0,98.0,92.0,,,,0.032,0.577,,0.07,0.34,-4.92,,-1.65,93.2,82.6,92.6,,0.462,0.692,0.095,0.217,0.348,0.31,,,,0.243,0.381,0.138,79.0,96.0,96.0,,,,,0.284,,-0.23,,80.8,,,,0.224,0.355,0.358,,,,82.0,95.0,84.0,0.037,,-3.42,,84.0,,0.308,0.769,0.13,,,,,,,,,
2024-07-21,746125,Strikeout,strikeout,True,642197,572020,Jamie Westbrook,James Paxton,0,f8312818-8e66-4e77-97f2-191e10729692,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.82,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,69.0,98.0,85.0,65.0,98.0,92.0,,,,0.032,0.577,,0.07,0.34,-4.92,,-1.65,93.2,82.6,92.6,,0.462,0.692,0.095,0.217,0.348,0.31,,,,0.243,0.381,0.138,79.0,96.0,96.0,,,,,0.284,,-0.23,,80.8,,,,0.224,0.355,0.358,,,,82.0,95.0,84.0,0.037,,-3.42,,84.0,,0.308,0.769,0.13,,,,,,,,,
