date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
2024-04-26,746972,Flyout,field_out,True,670223,676710,Matt Mervis,Kutter Crawford,0,0f1a2dd5-deac-414e-9c33-52a13c408156,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,3.0,3.69,114.0,106.0,107.0,107.0,0.762,8.84,2.45,6.95,1.11,0.74,0.253,0.407,0.173,0.288,0.452,,,,,,,108.0,111.0,113.0,,,,99.0,98.0,99.0,114.0,106.0,104.0,,0.344,0.31,0.205,,,0.82,1.24,,-0.56,,,92.6,87.5,,,80.9,,0.222,0.373,0.208,,,,,,,0.233,0.433,0.289,0.286,0.357,0.185,0.201,0.338,0.243,89.0,94.0,99.0,0.058,-0.91,77.1,89.0,101.0,107.0,0.083,1.54,82.4,0.149,0.255,0.451
2024-04-27,746971,Groundout,field_out,True,670223,670174,Matt Mervis,Josh Winckowski,0,a1fbe2b0-25c1-4d6c-8d1b-b289daddef39,670174.0,joshwinckowski,Winckowski,Right,Josh Winckowski,BOS,3.27,4.48,41.1,101.0,100.0,97.0,0.811,7.19,3.27,9.58,0.87,1.83,0.239,0.381,0.179,0.299,0.422,99.0,95.0,93.0,,,,58.0,106.0,93.0,99.0,101.0,97.0,120.0,109.0,110.0,98.0,100.0,92.0,0.331,0.033,0.353,0.145,,0.138,-1.24,-0.93,0.04,1.11,,-0.72,94.6,89.8,91.5,94.9,84.8,,0.2,0.2,0.143,0.3,0.333,0.102,0.305,0.475,0.177,0.143,0.19,0.348,,,,0.289,0.467,0.243,,,,,,,,,,,,,,,
2024-04-27,746971,Walk,walk,False,670223,657514,Matt Mervis,Brennan Bernardino,0,0ee63b07-cd91-4fb5-9a89-8e54dcd99098,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,BOS,2.53,3.54,32.0,98.0,93.0,93.0,0.837,8.16,3.94,7.59,0.28,1.16,0.27,0.348,0.18,0.281,0.515,,,,94.0,95.0,100.0,,,,85.0,104.0,93.0,82.0,99.0,92.0,124.0,76.0,77.0,0.514,,0.104,0.051,0.332,,,-2.71,2.0,2.84,-0.65,,,87.1,,91.3,84.4,78.7,,,,,,,0.234,0.297,0.189,0.0,0.0,0.091,0.214,0.357,0.23,0.429,0.571,0.063,,,,,,,,,,,,,,,
2024-04-27,746971,Flyout,field_out,True,670223,592155,Matt Mervis,Cam Booser,0,8b885cb7-5778-4afd-ab4c-8c93eeab3ed6,592155.0,cambooser,Booser,Left,Cam Booser,BOS,2.9,2.88,31.0,102.0,96.0,101.0,0.742,9.87,2.03,8.13,0.87,0.51,0.163,0.5,0.128,0.326,0.466,,,,,,,96.0,108.0,108.0,,,,94.0,103.0,105.0,97.0,93.0,91.0,,0.42,0.353,0.227,,,1.68,0.3,,1.16,,,95.5,88.3,,,82.5,,0.217,0.317,0.287,,,,,,,0.2,0.314,0.293,,,,0.333,0.5,0.286,,,,,,,,,,,,,,,
2024-04-27,746971,Lineout,field_out,True,670223,622569,Matt Mervis,Pablo Reyes,0,4d58b4fb-85fa-42b7-9c7d-65f5dbef72cc,622569.0,pabloreyes,"Reyes, P",Right,Pablo Reyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-28,746967,Groundout,field_out,True,670223,656557,Matt Mervis,Tanner Houck,0,16622982-cf3b-40d3-a05a-8fe8a6e90a48,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,,,,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,0.299,,0.022,0.423,,,,-0.99,0.49,1.85,,,,87.1,,93.4,83.1,,,,,,,,0.275,0.344,0.129,0.191,0.275,0.294,,,,0.2,0.4,0.235,,,,,,,116.0,105.0,111.0,0.255,1.83,88.4,0.188,0.234,0.233
2024-04-28,746967,Strikeout,strikeout,True,670223,656557,Matt Mervis,Tanner Houck,0,28891c41-8474-453f-aeaf-bea05299937c,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,,,,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,0.299,,0.022,0.423,,,,-0.99,0.49,1.85,,,,87.1,,93.4,83.1,,,,,,,,0.275,0.344,0.129,0.191,0.275,0.294,,,,0.2,0.4,0.235,,,,,,,116.0,105.0,111.0,0.255,1.83,88.4,0.188,0.234,0.233
2024-04-28,746967,Single,single,False,670223,656557,Matt Mervis,Tanner Houck,1,6924814e-6262-4020-9222-b4199e85e79f,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,,,,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,0.299,,0.022,0.423,,,,-0.99,0.49,1.85,,,,87.1,,93.4,83.1,,,,,,,,0.275,0.344,0.129,0.191,0.275,0.294,,,,0.2,0.4,0.235,,,,,,,116.0,105.0,111.0,0.255,1.83,88.4,0.188,0.234,0.233
2024-04-29,745832,Flyout,field_out,True,670223,622663,Matt Mervis,Luis Severino,0,111223bd-1ef7-4534-8e7a-ae22154f9b6b,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,,,,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,0.281,0.338,0.075,0.22,,0.085,-0.23,-0.79,1.98,0.72,,-1.35,96.0,93.0,85.9,95.5,85.8,,0.244,0.409,0.201,0.29,0.484,0.143,0.246,0.361,0.137,0.216,0.27,0.283,,,,0.241,0.345,0.207,,,,,,,,,,,,,,,
2024-04-29,745832,Pop Out,field_out,True,670223,622663,Matt Mervis,Luis Severino,0,83c6e508-2bc0-46f6-b7b3-6eb96df340c7,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,,,,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,0.281,0.338,0.075,0.22,,0.085,-0.23,-0.79,1.98,0.72,,-1.35,96.0,93.0,85.9,95.5,85.8,,0.244,0.409,0.201,0.29,0.484,0.143,0.246,0.361,0.137,0.216,0.27,0.283,,,,0.241,0.345,0.207,,,,,,,,,,,,,,,
2024-04-29,745832,Forceout,force_out,True,670223,622663,Matt Mervis,Luis Severino,1,a61ccc0a-571f-43ac-ab83-d8bcef4b62e1,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,,,,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,0.281,0.338,0.075,0.22,,0.085,-0.23,-0.79,1.98,0.72,,-1.35,96.0,93.0,85.9,95.5,85.8,,0.244,0.409,0.201,0.29,0.484,0.143,0.246,0.361,0.137,0.216,0.27,0.283,,,,0.241,0.345,0.207,,,,,,,,,,,,,,,
2024-04-30,745831,Groundout,field_out,True,670223,605347,Matt Mervis,Jorge López,1,52da3f8d-53ec-4c12-ba40-acca1a167451,605347.0,jorgelopez,"López, Jo",Right,Jorge López,- - -,3.09,4.04,35.0,99.0,108.0,100.0,0.826,6.43,3.86,8.23,0.77,1.28,0.288,0.385,0.163,0.317,0.465,106.0,109.0,107.0,,,,74.0,104.0,93.0,109.0,95.0,96.0,137.0,99.0,108.0,,,,0.403,0.18,,0.173,,0.121,3.79,,-1.1,1.14,,2.89,95.4,,87.2,95.2,86.2,,0.167,0.3,0.207,0.1,0.1,0.278,0.4,0.556,0.12,0.158,0.211,0.2,0.267,0.6,0.19,,,,116.0,96.0,102.0,0.124,-2.64,82.8,,,,,,,,,
2024-05-01,745829,Groundout,field_out,True,670223,676130,Matt Mervis,José Buttó,0,b1a46d65-3d97-4c74-ae66-6924d7910a53,676130.0,josebutto,Buttó,Right,José Buttó,NYM,2.56,3.93,45.2,91.0,89.0,89.0,0.729,9.07,4.73,4.73,0.59,1.02,0.262,0.393,0.14,0.28,0.318,77.0,96.0,86.0,,,,97.0,94.0,93.0,77.0,78.0,74.0,98.0,89.0,94.0,,,,0.228,0.318,,0.263,,0.191,1.91,,2.43,1.27,,-0.09,93.7,,86.6,92.9,84.2,,0.174,0.217,0.281,0.146,0.341,0.411,0.111,0.222,0.151,0.25,0.375,0.25,,,,,,,,,,,,,,,,,,,,,
2024-05-01,745829,Double,double,False,670223,676130,Matt Mervis,José Buttó,0,f911602c-fa78-446d-87d3-c02699389b9c,676130.0,josebutto,Buttó,Right,José Buttó,NYM,2.56,3.93,45.2,91.0,89.0,89.0,0.729,9.07,4.73,4.73,0.59,1.02,0.262,0.393,0.14,0.28,0.318,77.0,96.0,86.0,,,,97.0,94.0,93.0,77.0,78.0,74.0,98.0,89.0,94.0,,,,0.228,0.318,,0.263,,0.191,1.91,,2.43,1.27,,-0.09,93.7,,86.6,92.9,84.2,,0.174,0.217,0.281,0.146,0.341,0.411,0.111,0.222,0.151,0.25,0.375,0.25,,,,,,,,,,,,,,,,,,,,,
2024-05-01,745829,Strikeout,strikeout,True,670223,605347,Matt Mervis,Jorge López,0,2015b496-e31f-4067-90b6-41ae6607f388,605347.0,jorgelopez,"López, Jo",Right,Jorge López,- - -,3.09,4.04,35.0,99.0,108.0,100.0,0.826,6.43,3.86,8.23,0.77,1.28,0.288,0.385,0.163,0.317,0.465,106.0,109.0,107.0,,,,74.0,104.0,93.0,109.0,95.0,96.0,137.0,99.0,108.0,,,,0.403,0.18,,0.173,,0.121,3.79,,-1.1,1.14,,2.89,95.4,,87.2,95.2,86.2,,0.167,0.3,0.207,0.1,0.1,0.278,0.4,0.556,0.12,0.158,0.211,0.2,0.267,0.6,0.19,,,,116.0,96.0,102.0,0.124,-2.64,82.8,,,,,,,,,
2024-05-01,745829,Strikeout,strikeout,True,670223,656887,Matt Mervis,Sean Reid-Foley,0,ecd80d57-ba36-4d44-91cc-a79a9d6db0b5,656887.0,seanreidfoley,Reid-Foley,Right,Sean Reid-Foley,NYM,1.66,2.83,21.2,93.0,104.0,95.0,0.735,10.38,5.82,5.4,0.0,2.38,0.275,0.353,0.137,0.353,0.41,153.0,99.0,107.0,,,,89.0,95.0,93.0,153.0,95.0,93.0,106.0,74.0,80.0,,,,0.005,0.673,,0.125,,0.197,1.41,,-2.4,-0.02,,1.13,94.9,,88.7,95.3,86.6,,0.149,0.191,0.217,0.238,0.238,0.342,,,,0.143,0.143,0.688,,,,,,,,,,,,,,,,,,,,,
2024-05-03,746890,Strikeout,strikeout,True,670223,605452,Matt Mervis,Joe Ross,0,acf65be2-6766-4a42-9553-e87b39ab287b,605452.0,joeross,Ross,Right,Joe Ross,MIL,4.5,4.42,42.0,100.0,90.0,97.0,0.724,7.5,3.43,9.0,0.86,1.06,0.235,0.394,0.212,0.311,0.428,84.0,106.0,96.0,110.0,105.0,101.0,80.0,107.0,95.0,84.0,95.0,90.0,101.0,101.0,104.0,,,,0.335,0.171,,0.38,0.027,0.087,-2.54,,0.25,-0.43,1.84,0.99,94.6,,90.3,94.5,86.4,83.2,0.286,0.514,0.288,0.278,0.333,0.133,0.255,0.333,0.189,0.246,0.386,0.414,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,
2024-05-03,746890,Strikeout,strikeout,True,670223,605452,Matt Mervis,Joe Ross,0,5de28a16-98c8-4885-8ccc-823ab3e42b9f,605452.0,joeross,Ross,Right,Joe Ross,MIL,4.5,4.42,42.0,100.0,90.0,97.0,0.724,7.5,3.43,9.0,0.86,1.06,0.235,0.394,0.212,0.311,0.428,84.0,106.0,96.0,110.0,105.0,101.0,80.0,107.0,95.0,84.0,95.0,90.0,101.0,101.0,104.0,,,,0.335,0.171,,0.38,0.027,0.087,-2.54,,0.25,-0.43,1.84,0.99,94.6,,90.3,94.5,86.4,83.2,0.286,0.514,0.288,0.278,0.333,0.133,0.255,0.333,0.189,0.246,0.386,0.414,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,
2024-05-03,746890,Flyout,field_out,True,670223,665625,Matt Mervis,Elvis Peguero,0,d53c896c-c24b-43f0-b086-fac69e7563af,665625.0,elvispeguero,"Peguero, E",Right,Elvis Peguero,MIL,3.29,4.02,38.1,99.0,123.0,103.0,0.726,8.22,4.7,8.92,0.7,2.18,0.255,0.373,0.164,0.318,0.391,,,,53.0,40.0,52.0,,,,99.0,97.0,96.0,145.0,101.0,110.0,,,,0.485,,,0.513,0.002,,,,0.11,0.15,-3.42,,,,,96.8,90.2,69.1,,,,,,,0.264,0.379,0.148,0.259,0.362,0.413,,,,,,,,,,,,,,,,,,,,,
