date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CH%,wFC/C,wCH/C,vFC,vCH,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff,SV_ba,SV_slg,SV_whiff
2024-06-03,744854,Walk,walk,False,686452,605288,Drew Millas,Adrian Houser,1,933e9b1f-785c-4206-bae5-69edc36270f7,605288.0,adrianhouser,Houser,Right,Adrian Houser,NYM,5.89,4.96,65.2,100.0,91.0,97.0,0.83,5.76,4.25,9.59,0.96,1.37,0.258,0.415,0.143,0.29,0.435,71.0,104.0,95.0,96.0,100.0,96.0,91.0,103.0,101.0,,,,0.45,0.162,,0.176,-0.32,,0.38,-1.06,93.5,,92.5,83.2,0.252,0.378,0.124,,,,0.268,0.488,0.226,0.2,0.371,0.167,99.0,95.0,96.0,,,,,0.128,,-2.42,,84.0,,,,0.316,0.474,0.338,82.0,96.0,92.0,0.085,-3.8,79.5,0.471,0.765,0.176,,,,,,,,,,,,
2024-06-03,744854,Strikeout,strikeout,True,686452,518617,Drew Millas,Jake Diekman,0,d82fb4b0-f934-4362-ada8-767c97cbafb0,518617.0,jakediekman,Diekman,Left,Jake Diekman,NYM,5.53,4.33,27.2,90.0,132.0,95.0,0.752,10.73,7.16,6.18,1.63,1.83,0.294,0.309,0.191,0.265,0.417,144.0,93.0,94.0,86.0,-132.0,-134.0,120.0,88.0,101.0,,,,0.002,0.601,,0.304,-0.22,,-19.0,0.18,94.5,,93.6,82.8,,,,,,,0.115,0.269,0.354,0.197,0.426,0.265,84.0,88.0,83.0,,,,,0.093,,-5.1,,87.1,,,,0.364,0.727,0.286,,,,,,,,,,,,,,,,,,,,,
2024-06-07,744845,Strikeout,strikeout,True,686452,519242,Drew Millas,Chris Sale,0,9e625e22-510b-4d4e-8f1a-cff016d50477,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,,,,0.082,0.379,,0.392,-0.27,,-0.89,2.27,94.9,,94.1,78.7,0.324,0.471,0.153,,,,0.165,0.233,0.419,0.27,0.475,0.241,59.0,108.0,97.0,,,,,0.147,,4.04,,87.2,,,,0.116,0.145,0.231,,,,,,,,,,,,,,,,,,,,,
2024-06-07,744845,Flyout,field_out,True,686452,519242,Drew Millas,Chris Sale,0,26626a28-bc39-47d1-8ab6-07db6dae657c,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,,,,0.082,0.379,,0.392,-0.27,,-0.89,2.27,94.9,,94.1,78.7,0.324,0.471,0.153,,,,0.165,0.233,0.419,0.27,0.475,0.241,59.0,108.0,97.0,,,,,0.147,,4.04,,87.2,,,,0.116,0.145,0.231,,,,,,,,,,,,,,,,,,,,,
2024-06-07,744845,Strikeout,strikeout,True,686452,519242,Drew Millas,Chris Sale,0,010f5c70-1637-455b-9813-38cd0079bd23,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,,,,0.082,0.379,,0.392,-0.27,,-0.89,2.27,94.9,,94.1,78.7,0.324,0.471,0.153,,,,0.165,0.233,0.419,0.27,0.475,0.241,59.0,108.0,97.0,,,,,0.147,,4.04,,87.2,,,,0.116,0.145,0.231,,,,,,,,,,,,,,,,,,,,,
2024-06-13,746465,Strikeout,strikeout,True,686452,663554,Drew Millas,Casey Mize,0,d1ade454-90e3-4d75-8d58-61578b9c9693,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,112.0,102.0,104.0,0.076,0.393,0.172,0.282,-0.14,-1.78,-0.36,0.58,95.6,85.7,95.6,85.7,0.345,0.414,0.111,0.323,0.452,0.321,0.239,0.366,0.189,0.292,0.401,0.201,,,,,,,,,,,,,,,,,,,,,,,,,0.286,0.571,0.172,100.0,91.0,94.0,0.077,-2.77,79.6,,,,,,
2024-06-13,746465,Caught Stealing 2B,caught_stealing_2b,True,686452,663554,Drew Millas,Casey Mize,0,0dad7ded-f06a-48b2-8f33-6ec7e3659489,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,112.0,102.0,104.0,0.076,0.393,0.172,0.282,-0.14,-1.78,-0.36,0.58,95.6,85.7,95.6,85.7,0.345,0.414,0.111,0.323,0.452,0.321,0.239,0.366,0.189,0.292,0.401,0.201,,,,,,,,,,,,,,,,,,,,,,,,,0.286,0.571,0.172,100.0,91.0,94.0,0.077,-2.77,79.6,,,,,,
2024-06-13,746465,Groundout,field_out,True,686452,663554,Drew Millas,Casey Mize,0,82b23f11-59ad-4eb0-97e4-c9092435b237,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,112.0,102.0,104.0,0.076,0.393,0.172,0.282,-0.14,-1.78,-0.36,0.58,95.6,85.7,95.6,85.7,0.345,0.414,0.111,0.323,0.452,0.321,0.239,0.366,0.189,0.292,0.401,0.201,,,,,,,,,,,,,,,,,,,,,,,,,0.286,0.571,0.172,100.0,91.0,94.0,0.077,-2.77,79.6,,,,,,
2024-06-13,746465,Flyout,field_out,True,686452,571946,Drew Millas,Shelby Miller,0,f6bb1670-e39d-4d82-8ce3-caca963decaf,571946.0,shelbymiller,"Miller, S",Right,Shelby Miller,DET,5.23,4.13,32.2,96.0,105.0,98.0,0.766,8.27,1.93,6.34,1.65,0.82,0.261,0.435,0.109,0.348,0.459,109.0,97.0,97.0,,,,87.0,102.0,96.0,100.0,99.0,107.0,,0.607,0.216,0.177,1.32,-0.28,,-1.7,93.2,86.6,,88.3,,,,0.233,0.4,0.236,0.25,0.583,0.238,0.156,0.344,0.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-15,744846,Flyout,field_out,True,686452,669432,Drew Millas,Trevor Rogers,0,d281ef0d-b416-4fe3-ae77-d142582104da,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,,,,0.231,0.325,,0.21,-0.74,,0.22,-1.71,92.1,,91.6,82.5,0.27,0.45,0.119,,,,0.262,0.475,0.288,0.261,0.486,0.23,115.0,108.0,117.0,,,,,0.233,,-0.95,,85.8,,,,0.299,0.393,0.251,,,,,,,,,,,,,,,,,,,,,
2024-06-15,744846,Single,single,False,686452,669432,Drew Millas,Trevor Rogers,0,86819640-39eb-4339-9fa9-47f6204bf87d,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,,,,0.231,0.325,,0.21,-0.74,,0.22,-1.71,92.1,,91.6,82.5,0.27,0.45,0.119,,,,0.262,0.475,0.288,0.261,0.486,0.23,115.0,108.0,117.0,,,,,0.233,,-0.95,,85.8,,,,0.299,0.393,0.251,,,,,,,,,,,,,,,,,,,,,
2024-06-15,744846,Groundout,field_out,True,686452,669432,Drew Millas,Trevor Rogers,0,024299a9-bef6-48ac-b69b-60b1406eb51b,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,,,,0.231,0.325,,0.21,-0.74,,0.22,-1.71,92.1,,91.6,82.5,0.27,0.45,0.119,,,,0.262,0.475,0.288,0.261,0.486,0.23,115.0,108.0,117.0,,,,,0.233,,-0.95,,85.8,,,,0.299,0.393,0.251,,,,,,,,,,,,,,,,,,,,,
2024-06-21,746540,Single,single,True,686452,641712,Drew Millas,Dakota Hudson,1,aec487e4-a9bf-4339-9049-ebefc966e257,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,,,,0.32,0.156,,0.255,-1.93,,-0.53,-0.32,89.9,,90.3,84.1,0.315,0.465,0.07,,,,0.289,0.361,0.313,0.296,0.5,0.079,84.0,94.0,93.0,,,,,0.103,,-4.92,,83.4,,,,0.379,0.69,0.146,102.0,98.0,99.0,0.166,0.89,80.2,0.114,0.205,0.333,,,,,,,,,,,,
2024-06-21,746540,Home Run,home_run,False,686452,641712,Drew Millas,Dakota Hudson,0,16bf3b1f-7884-4982-b3b6-ddf190619a40,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,,,,0.32,0.156,,0.255,-1.93,,-0.53,-0.32,89.9,,90.3,84.1,0.315,0.465,0.07,,,,0.289,0.361,0.313,0.296,0.5,0.079,84.0,94.0,93.0,,,,,0.103,,-4.92,,83.4,,,,0.379,0.69,0.146,102.0,98.0,99.0,0.166,0.89,80.2,0.114,0.205,0.333,,,,,,,,,,,,
2024-06-21,746540,Lineout,field_out,True,686452,664129,Drew Millas,Geoff Hartlieb,0,50e953ee-00c9-44fb-9749-42d8125be24a,664129.0,geoffhartlieb,Hartlieb,Right,Geoff Hartlieb,COL,9.0,5.72,9.0,101.0,82.0,100.0,0.816,7.0,4.0,13.0,1.0,1.08,0.273,0.424,0.152,0.394,0.471,81.0,100.0,98.0,77.0,100.0,95.0,116.0,97.0,106.0,,,,0.268,0.29,,0.188,2.26,,-7.27,-12.35,97.1,,95.7,87.0,0.545,0.727,0.095,,,,0.5,1.25,0.154,0.143,0.143,0.238,,,,62.0,101.0,98.0,0.254,,4.48,,92.8,,0.154,0.231,0.273,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-21,746540,Walk,walk,False,686452,680767,Drew Millas,Victor Vodnik,1,4f7b9b31-5ec5-4f5f-87ef-f1bbd9c6e4e8,680767.0,victorvodnik,Vodnik,Right,Victor Vodnik,COL,4.03,4.36,51.1,99.0,122.0,102.0,0.797,8.24,4.03,8.94,0.88,1.93,0.25,0.342,0.171,0.408,0.422,124.0,98.0,100.0,,,,120.0,105.0,107.0,,,,,0.643,,0.2,-0.34,,,-0.07,97.7,,,84.1,,,,,,,0.268,0.341,0.268,0.271,0.426,0.196,114.0,99.0,100.0,,,,,0.157,,1.35,,89.9,,,,0.172,0.172,0.254,,,,,,,,,,,,,,,,,,,,,
2024-06-21,746540,Double,double,False,686452,683232,Drew Millas,Nick Mears,1,1945b5a5-3c91-4d8d-98d5-8bea5fb0aa2e,683232.0,nickmears,Mears,Right,Nick Mears,COL,5.95,3.29,42.1,98.0,130.0,106.0,0.758,11.06,4.46,9.99,0.43,1.18,0.281,0.322,0.149,0.347,0.435,138.0,98.0,105.0,,,,111.0,99.0,103.0,,,,,0.603,,0.19,1.1,,,-0.05,96.7,,,86.4,,,,,,,0.257,0.343,0.522,0.242,0.319,0.192,,,,,,,,,,,,,,,,,,,127.0,100.0,110.0,0.207,-3.59,81.4,0.372,0.535,0.288,,,,,,,,,,,,
2024-06-22,746541,Lineout,field_out,True,686452,656222,Drew Millas,Jalen Beeks,0,0befebf3-3748-4e59-b4ce-e12ac3f47a7e,656222.0,jalenbeeks,Beeks,Left,Jalen Beeks,COL,4.75,3.72,47.1,93.0,79.0,90.0,0.803,7.23,3.42,8.75,0.95,1.09,0.288,0.377,0.171,0.315,0.405,75.0,94.0,89.0,,,,,,,,,,0.002,0.57,,,0.42,,-0.45,,94.5,,89.3,,,,,,,,,,,0.286,0.403,0.143,82.0,90.0,90.0,89.0,97.0,92.0,0.159,0.255,0.58,-0.52,85.2,89.0,0.167,0.389,0.255,0.211,0.289,0.407,92.0,124.0,129.0,0.014,1.3,74.5,0.2,0.2,0.167,,,,,,,,,,,,
2024-06-26,745400,Groundout,field_out,True,686452,656302,Drew Millas,Dylan Cease,0,9725916b-b376-4462-a8ce-a68265b127a4,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,124.0,97.0,104.0,,,,113.0,101.0,105.0,,,,,0.435,,0.462,-0.1,,,1.62,96.8,,,87.1,,,,,,,0.182,0.273,0.379,0.244,0.445,0.225,55.0,72.0,68.0,113.0,89.0,90.0,0.01,0.013,-5.15,-4.3,91.8,69.5,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,0.242,0.455,0.333,108.0,99.0,104.0,0.081,-0.64,82.7,,,,,,
2024-06-26,745400,Lineout,field_out,True,686452,656302,Drew Millas,Dylan Cease,0,13b78f0d-e143-4335-be69-26b789c7d16b,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.99,3.51,115.0,101.0,124.0,108.0,0.691,11.66,2.82,6.89,1.17,0.74,0.205,0.428,0.155,0.32,0.399,124.0,97.0,104.0,,,,113.0,101.0,105.0,,,,,0.435,,0.462,-0.1,,,1.62,96.8,,,87.1,,,,,,,0.182,0.273,0.379,0.244,0.445,0.225,55.0,72.0,68.0,113.0,89.0,90.0,0.01,0.013,-5.15,-4.3,91.8,69.5,0.25,1.0,0.0,0.25,1.0,0.2,,,,,,,0.242,0.455,0.333,108.0,99.0,104.0,0.081,-0.64,82.7,,,,,,
2024-06-26,745400,Strikeout,strikeout,True,686452,673513,Drew Millas,Yuki Matsui,0,0413dd9a-ccda-45bc-872f-451f99264dc1,673513.0,yukimatsui,Matsui,Left,Yuki Matsui,SDP,3.7,3.17,41.1,94.0,114.0,97.0,0.717,9.36,5.01,6.53,0.44,1.0,0.206,0.486,0.187,0.318,0.388,116.0,94.0,101.0,,,,108.0,95.0,98.0,120.0,93.0,91.0,,0.394,0.288,0.306,0.49,0.51,,0.54,92.1,86.4,,84.6,,,,0.182,0.25,0.426,0.167,0.167,0.2,0.236,0.345,0.145,,,,,,,,,,,,,,,,,,,66.0,73.0,79.0,0.013,0.65,74.8,,,,,,,,,,,,,,,
2024-06-30,745072,Strikeout,strikeout,True,686452,671737,Drew Millas,Taj Bradley,0,4083537c-ff77-4638-880c-2ff21fa8f228,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,125.0,96.0,101.0,,,,,,,124.0,100.0,116.0,,0.424,0.28,,-0.12,2.2,,,96.3,90.5,,,,,,0.149,0.207,0.348,,,,0.275,0.486,0.223,,,,90.0,99.0,96.0,0.206,,1.83,,90.8,,0.163,0.302,0.315,,,,99.0,86.0,90.0,0.09,-0.92,78.8,0.182,0.455,0.333,,,,,,,,,,,,
2024-06-30,745072,Strikeout,strikeout,True,686452,671737,Drew Millas,Taj Bradley,0,f732a5df-6cc0-43f1-83e0-e15c2be2ca9f,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,125.0,96.0,101.0,,,,,,,124.0,100.0,116.0,,0.424,0.28,,-0.12,2.2,,,96.3,90.5,,,,,,0.149,0.207,0.348,,,,0.275,0.486,0.223,,,,90.0,99.0,96.0,0.206,,1.83,,90.8,,0.163,0.302,0.315,,,,99.0,86.0,90.0,0.09,-0.92,78.8,0.182,0.455,0.333,,,,,,,,,,,,
2024-06-30,745072,Flyout,field_out,True,686452,592094,Drew Millas,Jason Adam,0,e467bb4a-40a6-426a-8849-74cecb058f50,592094.0,jasonadam,Adam,Right,Jason Adam,TBR,1.67,3.15,43.0,97.0,130.0,104.0,0.655,9.21,2.93,4.19,0.63,1.2,0.202,0.404,0.162,0.343,0.401,122.0,101.0,103.0,,,,132.0,88.0,92.0,,,,,0.412,,0.353,1.79,,,1.35,95.4,,,81.9,,,,,,,0.143,0.286,0.429,0.154,0.269,0.228,138.0,101.0,117.0,,,,,0.235,,2.24,,89.6,,,,0.13,0.196,0.405,,,,,,,,,,,,,,,,,,,,,
