date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,KC%,wKC/C,vKC,Stf+ KC,Loc+ KC,Pit+ KC,EP%,wEP/C,vEP,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C
2024-04-02,745598,Strikeout,strikeout,True,596117,668933,Garrett Stubbs,Graham Ashcraft,0,465bf4fa-9eb9-46b8-bf45-c9fcf264d704,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,,,,,,,71.0,100.0,84.0,119.0,98.0,109.0,0.172,,0.319,,0.03,,-2.75,1.37,,-3.79,,90.5,94.8,88.4,,,,,0.145,0.217,0.367,0.333,0.5,0.119,,,,0.333,0.333,0.2,125.0,99.0,92.0,0.479,-1.58,95.6,0.329,0.52,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-02,745598,Walk,walk,False,596117,668933,Garrett Stubbs,Graham Ashcraft,0,79064413-72b4-4394-9ed1-871f4e0e0635,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,,,,,,,71.0,100.0,84.0,119.0,98.0,109.0,0.172,,0.319,,0.03,,-2.75,1.37,,-3.79,,90.5,94.8,88.4,,,,,0.145,0.217,0.367,0.333,0.5,0.119,,,,0.333,0.333,0.2,125.0,99.0,92.0,0.479,-1.58,95.6,0.329,0.52,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-02,745598,Bunt Pop Out,field_out,True,596117,608718,Garrett Stubbs,Brent Suter,0,35ac777d-359b-43fa-bc9b-2ac342f283d7,608718.0,brentsuter,Suter,Left,Brent Suter,CIN,3.68,4.04,51.1,99.0,102.0,103.0,0.799,7.19,1.75,8.94,1.4,1.15,0.28,0.373,0.193,0.248,0.406,109.0,101.0,114.0,,,,116.0,99.0,108.0,82.0,90.0,79.0,89.0,106.0,109.0,0.215,0.418,0.171,,0.196,0.28,0.2,-0.29,,-0.48,85.9,75.8,87.4,78.7,,0.277,0.446,0.198,0.243,0.459,0.225,0.25,0.472,0.2,,,,0.227,0.364,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-02,745598,Single,single,False,596117,571656,Garrett Stubbs,Buck Farmer,0,63b9f7b4-7f64-41b9-8c89-61a5f3554eed,571656.0,buckfarmer,"Farmer, B",Right,Buck Farmer,CIN,2.8,4.36,45.0,97.0,90.0,98.0,0.777,7.8,3.6,7.2,0.8,0.81,0.24,0.388,0.178,0.279,0.387,110.0,102.0,106.0,,,,53.0,94.0,81.0,70.0,90.0,89.0,117.0,100.0,111.0,0.21,0.244,0.33,,0.216,0.58,0.81,1.87,,-0.98,92.7,86.6,92.3,82.1,,0.2,0.4,0.153,0.125,0.271,0.374,0.282,0.436,0.182,,,,0.297,0.351,0.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-08,745194,Strikeout,strikeout,True,596117,571945,Garrett Stubbs,Miles Mikolas,0,38896ba2-beed-41e3-be0c-bb55aa72460b,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.13,4.33,112.1,109.0,87.0,102.0,0.857,6.17,1.44,9.53,1.36,1.04,0.249,0.408,0.145,0.332,0.488,86.0,105.0,100.0,94.0,105.0,102.0,64.0,108.0,98.0,79.0,110.0,98.0,116.0,112.0,115.0,0.238,0.257,0.286,0.119,0.098,-0.41,3.63,-2.01,-2.69,-1.48,93.0,85.6,92.3,85.3,76.3,0.287,0.511,0.169,0.217,0.391,0.27,0.19,0.281,0.101,0.271,0.625,0.25,0.333,0.5,0.174,,,,,,,,,,,,,,,,,,,0.002,1.43,68.8,,,,,,,,,,,,,,,
2024-04-08,745194,Single,single,False,596117,571945,Garrett Stubbs,Miles Mikolas,1,d42989c2-f84c-4c61-b119-296d13952154,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.13,4.33,112.1,109.0,87.0,102.0,0.857,6.17,1.44,9.53,1.36,1.04,0.249,0.408,0.145,0.332,0.488,86.0,105.0,100.0,94.0,105.0,102.0,64.0,108.0,98.0,79.0,110.0,98.0,116.0,112.0,115.0,0.238,0.257,0.286,0.119,0.098,-0.41,3.63,-2.01,-2.69,-1.48,93.0,85.6,92.3,85.3,76.3,0.287,0.511,0.169,0.217,0.391,0.27,0.19,0.281,0.101,0.271,0.625,0.25,0.333,0.5,0.174,,,,,,,,,,,,,,,,,,,0.002,1.43,68.8,,,,,,,,,,,,,,,
2024-04-08,745194,Groundout,field_out,True,596117,571945,Garrett Stubbs,Miles Mikolas,0,f7f6dde4-c277-4b60-a43f-863025a0a6b4,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.13,4.33,112.1,109.0,87.0,102.0,0.857,6.17,1.44,9.53,1.36,1.04,0.249,0.408,0.145,0.332,0.488,86.0,105.0,100.0,94.0,105.0,102.0,64.0,108.0,98.0,79.0,110.0,98.0,116.0,112.0,115.0,0.238,0.257,0.286,0.119,0.098,-0.41,3.63,-2.01,-2.69,-1.48,93.0,85.6,92.3,85.3,76.3,0.287,0.511,0.169,0.217,0.391,0.27,0.19,0.281,0.101,0.271,0.625,0.25,0.333,0.5,0.174,,,,,,,,,,,,,,,,,,,0.002,1.43,68.8,,,,,,,,,,,,,,,
2024-04-08,745194,Field Error,field_error,False,596117,606149,Garrett Stubbs,Giovanny Gallegos,0,bac2ea6b-705a-4ce6-a5de-8f2d11f7ca4f,606149.0,giovannygallegos,Gallegos,Right,Giovanny Gallegos,STL,7.41,5.33,17.0,96.0,91.0,97.0,0.738,9.0,5.29,11.12,3.18,1.63,0.245,0.491,0.17,0.302,0.379,58.0,89.0,82.0,,,,73.0,95.0,88.0,,,,109.0,98.0,106.0,,0.435,0.515,,0.05,-4.77,,-1.36,,7.53,92.2,86.4,,83.5,,0.357,0.929,0.053,0.282,0.538,0.396,,,,,,,0.0,0.0,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-09,745195,Strikeout,strikeout,True,596117,668941,Garrett Stubbs,JoJo Romero,0,9aa6f6f5-81b3-4379-a4ca-e8e4630800ae,668941.0,jojoromero,"Romero, J",Left,JoJo Romero,STL,2.43,4.86,40.2,97.0,85.0,96.0,0.767,7.52,1.99,7.3,0.89,1.7,0.284,0.448,0.155,0.31,0.415,69.0,103.0,92.0,,,,67.0,98.0,92.0,73.0,98.0,94.0,114.0,94.0,101.0,0.373,0.119,0.326,,0.182,-2.34,1.52,3.5,,-4.01,95.0,85.9,93.7,83.9,,0.357,0.429,0.132,0.059,0.118,0.448,0.259,0.315,0.098,,,,0.379,0.759,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-13,745594,Lineout,field_out,True,596117,594835,Garrett Stubbs,Marco Gonzales,0,47a1f6ba-f74e-4d87-91be-272794f3fda2,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,2.45,4.89,22.0,104.0,73.0,95.0,0.819,6.14,2.05,9.0,0.41,1.35,0.188,0.391,0.203,0.319,0.385,89.0,118.0,109.0,82.0,92.0,84.0,61.0,97.0,89.0,60.0,108.0,92.0,,,,0.161,0.237,,0.069,0.243,-1.73,1.25,,-8.61,3.68,90.1,80.5,90.1,,79.5,0.375,0.438,0.188,,,,0.267,0.4,0.0,0.364,0.818,0.0,0.179,0.214,0.395,79.0,105.0,98.0,0.289,3.41,85.8,0.214,0.214,0.146,,,,,,,,,,,,,,,,,,,,,,,,,,,
