date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff
2024-07-22,744988,Strikeout,strikeout,True,681460,547179,Brooks Baldwin,Michael Lorenzen,1,750d751c-1f3c-4c40-a3d8-3becb42c1488,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.53,4.75,97.0,97.0,95.0,95.0,0.799,6.77,4.27,6.87,1.3,1.07,0.229,0.384,0.192,0.339,0.407,94.0,101.0,99.0,101.0,90.0,95.0,88.0,95.0,90.0,83.0,102.0,94.0,126.0,99.0,108.0,94.0,94.0,93.0,0.207,0.273,0.11,0.149,0.071,0.191,1.16,0.27,-0.71,-1.83,0.95,1.76,94.0,90.1,84.7,93.7,84.4,81.7,0.139,0.208,0.358,0.145,0.277,0.19,0.308,0.484,0.066,0.214,0.524,0.244,0.125,0.5,0.16,0.1,0.1,0.406,,,,,,,,,,,,,,,,,,,,,
2024-07-22,744988,Single,single,False,681460,547179,Brooks Baldwin,Michael Lorenzen,1,ac6e88bf-47c3-4770-b54b-4abd80c5246d,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.53,4.75,97.0,97.0,95.0,95.0,0.799,6.77,4.27,6.87,1.3,1.07,0.229,0.384,0.192,0.339,0.407,94.0,101.0,99.0,101.0,90.0,95.0,88.0,95.0,90.0,83.0,102.0,94.0,126.0,99.0,108.0,94.0,94.0,93.0,0.207,0.273,0.11,0.149,0.071,0.191,1.16,0.27,-0.71,-1.83,0.95,1.76,94.0,90.1,84.7,93.7,84.4,81.7,0.139,0.208,0.358,0.145,0.277,0.19,0.308,0.484,0.066,0.214,0.524,0.244,0.125,0.5,0.16,0.1,0.1,0.406,,,,,,,,,,,,,,,,,,,,,
2024-07-22,744988,Pop Out,field_out,True,681460,600917,Brooks Baldwin,José Leclerc,0,3f0726d1-31d5-4de9-bf74-7b4cda1498a3,600917.0,joseleclerc,Leclerc,Right,José Leclerc,TEX,3.89,3.5,44.0,96.0,109.0,98.0,0.623,11.86,4.91,5.32,1.02,0.75,0.245,0.429,0.173,0.337,0.367,66.0,100.0,89.0,,,,106.0,89.0,97.0,79.0,89.0,82.0,118.0,103.0,104.0,134.0,94.0,100.0,0.048,0.349,0.164,0.331,,0.107,1.12,-0.38,-0.46,1.48,,-0.11,95.1,90.0,88.1,94.9,81.9,,0.111,0.111,0.567,0.12,0.26,0.315,0.25,0.5,0.125,0.217,0.348,0.25,0.18,0.279,0.516,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-22,744988,Pop Out,field_out,True,681460,489446,Brooks Baldwin,Kirby Yates,0,75ed40a5-10d0-4bd7-9b56-f289dbdf4fe5,489446.0,kirbyyates,Yates,Right,Kirby Yates,TEX,1.24,1.79,36.1,101.0,94.0,102.0,0.691,12.39,4.21,3.96,0.25,1.26,0.233,0.411,0.164,0.247,0.402,,,,,,,86.0,102.0,100.0,,,,93.0,96.0,103.0,,,,,0.605,,0.01,,,2.33,,,0.39,,,93.1,,,,85.8,,,,,0.143,0.221,0.348,,,,,,,,,,,,,108.0,100.0,104.0,0.385,1.46,86.4,0.114,0.159,0.343,,,,,,,,,,,,
2024-07-23,744985,Strikeout,strikeout,True,681460,592351,Brooks Baldwin,Jon Gray,0,611961d3-b743-4a64-ba77-975bc0cf808a,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,3.73,4.45,94.0,103.0,83.0,98.0,0.768,7.47,2.2,9.1,0.77,0.97,0.238,0.391,0.139,0.367,0.453,73.0,98.0,93.0,98.0,96.0,103.0,72.0,103.0,91.0,,,,95.0,105.0,104.0,,,,,0.446,,0.443,0.043,0.068,-0.57,,,1.31,-1.31,-1.45,94.9,,88.6,,88.7,78.9,0.267,0.567,0.218,0.305,0.427,0.151,,,,,,,0.206,0.306,0.34,0.5,0.5,0.273,,,,,,,,,,,,,,,,,,,,,
2024-07-23,744985,Flyout,field_out,True,681460,592351,Brooks Baldwin,Jon Gray,0,f58b406f-16a0-425e-81c4-3b2be1e946e1,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,3.73,4.45,94.0,103.0,83.0,98.0,0.768,7.47,2.2,9.1,0.77,0.97,0.238,0.391,0.139,0.367,0.453,73.0,98.0,93.0,98.0,96.0,103.0,72.0,103.0,91.0,,,,95.0,105.0,104.0,,,,,0.446,,0.443,0.043,0.068,-0.57,,,1.31,-1.31,-1.45,94.9,,88.6,,88.7,78.9,0.267,0.567,0.218,0.305,0.427,0.151,,,,,,,0.206,0.306,0.34,0.5,0.5,0.273,,,,,,,,,,,,,,,,,,,,,
2024-07-23,744985,Flyout,field_out,True,681460,592351,Brooks Baldwin,Jon Gray,0,decb214c-10a8-49b7-bad7-c7219cb18379,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,3.73,4.45,94.0,103.0,83.0,98.0,0.768,7.47,2.2,9.1,0.77,0.97,0.238,0.391,0.139,0.367,0.453,73.0,98.0,93.0,98.0,96.0,103.0,72.0,103.0,91.0,,,,95.0,105.0,104.0,,,,,0.446,,0.443,0.043,0.068,-0.57,,,1.31,-1.31,-1.45,94.9,,88.6,,88.7,78.9,0.267,0.567,0.218,0.305,0.427,0.151,,,,,,,0.206,0.306,0.34,0.5,0.5,0.273,,,,,,,,,,,,,,,,,,,,,
2024-07-24,744989,Strikeout,strikeout,True,681460,543135,Brooks Baldwin,Nathan Eovaldi,0,c42331d9-8479-4508-b74a-c1e491247144,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.31,3.96,106.0,105.0,98.0,104.0,0.741,8.83,2.21,7.13,1.19,1.67,0.226,0.392,0.111,0.34,0.447,,,,102.0,101.0,102.0,73.0,108.0,102.0,,,,112.0,96.0,101.0,92.0,104.0,97.0,,0.367,0.145,0.035,0.146,,1.66,0.82,,-4.54,-1.85,,95.5,91.7,,,86.3,76.9,,,,0.183,0.305,0.21,,,,0.278,0.407,0.164,0.412,0.706,0.185,0.275,0.6,0.352,127.0,104.0,112.0,0.308,1.64,88.7,0.184,0.298,0.377,,,,,,,,,,,,
2024-07-24,744989,Flyout,field_out,True,681460,543135,Brooks Baldwin,Nathan Eovaldi,0,2a4d3dee-6727-4a96-8297-307e5c81ab43,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.31,3.96,106.0,105.0,98.0,104.0,0.741,8.83,2.21,7.13,1.19,1.67,0.226,0.392,0.111,0.34,0.447,,,,102.0,101.0,102.0,73.0,108.0,102.0,,,,112.0,96.0,101.0,92.0,104.0,97.0,,0.367,0.145,0.035,0.146,,1.66,0.82,,-4.54,-1.85,,95.5,91.7,,,86.3,76.9,,,,0.183,0.305,0.21,,,,0.278,0.407,0.164,0.412,0.706,0.185,0.275,0.6,0.352,127.0,104.0,112.0,0.308,1.64,88.7,0.184,0.298,0.377,,,,,,,,,,,,
2024-07-24,744989,Groundout,field_out,True,681460,543135,Brooks Baldwin,Nathan Eovaldi,1,c836cf4e-3ad7-4d2a-8e02-4d91f873fd60,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.31,3.96,106.0,105.0,98.0,104.0,0.741,8.83,2.21,7.13,1.19,1.67,0.226,0.392,0.111,0.34,0.447,,,,102.0,101.0,102.0,73.0,108.0,102.0,,,,112.0,96.0,101.0,92.0,104.0,97.0,,0.367,0.145,0.035,0.146,,1.66,0.82,,-4.54,-1.85,,95.5,91.7,,,86.3,76.9,,,,0.183,0.305,0.21,,,,0.278,0.407,0.164,0.412,0.706,0.185,0.275,0.6,0.352,127.0,104.0,112.0,0.308,1.64,88.7,0.184,0.298,0.377,,,,,,,,,,,,
2024-07-25,744984,Walk,walk,False,681460,453286,Brooks Baldwin,Max Scherzer,0,e9364222-56df-407b-8e32-b55855a3e995,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,TEX,3.99,3.44,29.1,107.0,85.0,102.0,0.781,7.36,1.84,8.59,1.53,0.68,0.281,0.461,0.236,0.247,0.436,61.0,108.0,99.0,79.0,102.0,103.0,78.0,107.0,102.0,,,,104.0,106.0,104.0,116.0,118.0,102.0,,0.442,0.077,0.212,0.147,0.122,0.63,2.62,,0.24,-3.08,-2.61,92.6,86.7,82.9,,85.1,74.8,0.2,0.467,0.222,0.225,0.425,0.165,,,,0.267,0.333,0.154,0.241,0.379,0.426,0.357,0.714,0.321,,,,,,,,,,,,,,,,,,,,,
2024-07-25,744984,Bunt Pop Out,field_out,True,681460,453286,Brooks Baldwin,Max Scherzer,0,92c050e5-8a9a-4464-974e-bdaafe0ea52c,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,TEX,3.99,3.44,29.1,107.0,85.0,102.0,0.781,7.36,1.84,8.59,1.53,0.68,0.281,0.461,0.236,0.247,0.436,61.0,108.0,99.0,79.0,102.0,103.0,78.0,107.0,102.0,,,,104.0,106.0,104.0,116.0,118.0,102.0,,0.442,0.077,0.212,0.147,0.122,0.63,2.62,,0.24,-3.08,-2.61,92.6,86.7,82.9,,85.1,74.8,0.2,0.467,0.222,0.225,0.425,0.165,,,,0.267,0.333,0.154,0.241,0.379,0.426,0.357,0.714,0.321,,,,,,,,,,,,,,,,,,,,,
2024-07-25,744984,Walk,walk,False,681460,656641,Brooks Baldwin,Jacob Latz,1,7ffb6aa5-5a94-4bb1-94b9-781ac6f02a46,656641.0,jacoblatz,Latz,Left,Jacob Latz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.205,0.295,0.4,0.236,0.389,0.25,,,,,,,0.217,0.348,0.283,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-26,746767,Strikeout,strikeout,True,681460,669923,Brooks Baldwin,George Kirby,0,3c897d0c-c7bd-40c9-9992-e53237908ad9,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.03,3.18,130.2,106.0,107.0,107.0,0.782,8.89,0.96,7.85,0.76,1.0,0.293,0.339,0.199,0.261,0.438,,,,,,,103.0,107.0,102.0,107.0,110.0,109.0,112.0,103.0,110.0,97.0,99.0,93.0,0.234,0.345,0.006,0.234,,,1.38,0.79,1.81,1.27,,,95.8,92.3,,95.9,87.2,,,,,0.206,0.359,0.297,0.259,0.348,0.101,,,,0.221,0.337,0.286,0.344,0.531,0.324,113.0,99.0,109.0,0.107,-0.22,85.8,0.189,0.302,0.291,,,,119.0,113.0,116.0,0.074,-3.01,83.2,,,
2024-07-26,746767,Double,double,False,681460,669923,Brooks Baldwin,George Kirby,0,4c509454-86c5-43b7-87a6-56f175b05401,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.03,3.18,130.2,106.0,107.0,107.0,0.782,8.89,0.96,7.85,0.76,1.0,0.293,0.339,0.199,0.261,0.438,,,,,,,103.0,107.0,102.0,107.0,110.0,109.0,112.0,103.0,110.0,97.0,99.0,93.0,0.234,0.345,0.006,0.234,,,1.38,0.79,1.81,1.27,,,95.8,92.3,,95.9,87.2,,,,,0.206,0.359,0.297,0.259,0.348,0.101,,,,0.221,0.337,0.286,0.344,0.531,0.324,113.0,99.0,109.0,0.107,-0.22,85.8,0.189,0.302,0.291,,,,119.0,113.0,116.0,0.074,-3.01,83.2,,,
2024-07-26,746767,Strikeout,strikeout,True,681460,669923,Brooks Baldwin,George Kirby,0,9bf98d41-e5ec-4a7e-8d17-69210c6c4f94,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.03,3.18,130.2,106.0,107.0,107.0,0.782,8.89,0.96,7.85,0.76,1.0,0.293,0.339,0.199,0.261,0.438,,,,,,,103.0,107.0,102.0,107.0,110.0,109.0,112.0,103.0,110.0,97.0,99.0,93.0,0.234,0.345,0.006,0.234,,,1.38,0.79,1.81,1.27,,,95.8,92.3,,95.9,87.2,,,,,0.206,0.359,0.297,0.259,0.348,0.101,,,,0.221,0.337,0.286,0.344,0.531,0.324,113.0,99.0,109.0,0.107,-0.22,85.8,0.189,0.302,0.291,,,,119.0,113.0,116.0,0.074,-3.01,83.2,,,
2024-07-26,746767,Grounded Into DP,grounded_into_double_play,True,681460,642100,Brooks Baldwin,Gabe Speier,1,269769b8-1b7f-4e63-9b54-70a1fe9f3552,642100.0,gabespeier,Speier,Left,Gabe Speier,SEA,5.4,3.4,18.1,98.0,92.0,93.0,0.71,11.29,5.89,6.87,0.49,0.89,0.182,0.5,0.25,0.273,0.434,117.0,74.0,77.0,,,,89.0,103.0,99.0,88.0,97.0,91.0,99.0,95.0,88.0,,,,0.347,0.331,,0.303,,0.019,2.71,,-1.78,1.0,,-2.91,93.4,,87.9,93.1,81.9,,,,,0.1,0.15,0.292,0.444,0.611,0.17,,,,0.167,0.208,0.465,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27,746768,Flyout,field_out,True,681460,693433,Brooks Baldwin,Bryan Woo,0,c84e0dae-b2c5-4df8-a950-2cdbbdbac8b3,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.05,2.29,87.2,108.0,103.0,108.0,0.812,6.98,0.92,6.37,0.62,1.06,0.287,0.346,0.154,0.213,0.512,82.0,101.0,95.0,,,,97.0,110.0,108.0,118.0,111.0,111.0,113.0,103.0,110.0,,,,0.237,0.509,,0.16,,0.094,1.75,,2.42,1.59,,2.87,94.7,,89.5,94.5,84.2,,0.122,0.195,0.148,0.208,0.319,0.25,0.211,0.289,0.101,,,,0.261,0.348,0.208,,,,,,,,,,,,,,,,,,,,,,0.087,0.087,0.333
2024-07-27,746768,Single,single,False,681460,693433,Brooks Baldwin,Bryan Woo,0,0e4531ba-fdf0-4807-aa29-2d143b49b4b3,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.05,2.29,87.2,108.0,103.0,108.0,0.812,6.98,0.92,6.37,0.62,1.06,0.287,0.346,0.154,0.213,0.512,82.0,101.0,95.0,,,,97.0,110.0,108.0,118.0,111.0,111.0,113.0,103.0,110.0,,,,0.237,0.509,,0.16,,0.094,1.75,,2.42,1.59,,2.87,94.7,,89.5,94.5,84.2,,0.122,0.195,0.148,0.208,0.319,0.25,0.211,0.289,0.101,,,,0.261,0.348,0.208,,,,,,,,,,,,,,,,,,,,,,0.087,0.087,0.333
2024-07-27,746768,Double,double,False,681460,608723,Brooks Baldwin,Austin Voth,0,2e6fce76-2bbe-416f-ad51-3fcec9451258,608723.0,austinvoth,Voth,Right,Austin Voth,SEA,3.02,3.06,53.2,100.0,100.0,99.0,0.719,8.89,2.01,6.37,1.34,0.77,0.222,0.514,0.174,0.25,0.395,,,,94.0,100.0,100.0,91.0,102.0,99.0,,,,112.0,96.0,101.0,99.0,102.0,95.0,,0.239,0.323,0.264,0.174,,2.21,1.21,,-0.52,1.46,,93.5,89.0,,,80.9,75.3,,,,0.156,0.244,0.247,,,,0.242,0.419,0.287,,,,0.15,0.25,0.456,,,,,,,,,,,,,,,,,,,0.204,0.49,0.287
2024-07-27,746768,Double,double,False,681460,666619,Brooks Baldwin,Gregory Santos,1,a52864e0-69c8-4972-ad21-2c713d546905,666619.0,gregorysantos,Santos,Right,Gregory Santos,SEA,6.75,4.65,5.1,96.0,134.0,105.0,0.81,8.44,1.69,10.13,0.0,11.0,0.235,0.471,0.176,0.353,0.345,,,,,,,61.0,17.0,7.0,114.0,91.0,96.0,150.0,105.0,118.0,,,,0.333,0.046,,0.621,,,-22.8,,0.19,0.97,,,97.2,,,99.0,90.5,,,,,,,,0.222,0.222,0.133,,,,0.25,0.417,0.269,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-28,746770,Flyout,field_out,True,681460,682243,Brooks Baldwin,Bryce Miller,0,2a7c0eec-0f97-4eef-9cf7-50ac398de175,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.23,3.73,150.2,102.0,111.0,105.0,0.779,8.54,1.97,6.87,1.13,0.85,0.255,0.405,0.138,0.306,0.44,,,,,,,123.0,103.0,108.0,99.0,102.0,99.0,122.0,96.0,101.0,87.0,84.0,88.0,0.177,0.433,0.021,0.164,,,1.57,-0.88,1.7,-0.65,,,95.1,91.9,,94.7,84.3,,,,,0.19,0.365,0.268,0.248,0.347,0.09,0.286,0.429,0.19,0.219,0.563,0.243,0.238,0.333,0.4,90.0,108.0,109.0,0.167,1.14,84.2,0.165,0.256,0.288,,,,91.0,104.0,111.0,0.037,-0.41,85.2,0.275,0.475,0.134
2024-07-28,746770,Double,double,False,681460,682243,Brooks Baldwin,Bryce Miller,0,51f7f672-a56c-4244-9edc-b274bffd5f83,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.23,3.73,150.2,102.0,111.0,105.0,0.779,8.54,1.97,6.87,1.13,0.85,0.255,0.405,0.138,0.306,0.44,,,,,,,123.0,103.0,108.0,99.0,102.0,99.0,122.0,96.0,101.0,87.0,84.0,88.0,0.177,0.433,0.021,0.164,,,1.57,-0.88,1.7,-0.65,,,95.1,91.9,,94.7,84.3,,,,,0.19,0.365,0.268,0.248,0.347,0.09,0.286,0.429,0.19,0.219,0.563,0.243,0.238,0.333,0.4,90.0,108.0,109.0,0.167,1.14,84.2,0.165,0.256,0.288,,,,91.0,104.0,111.0,0.037,-0.41,85.2,0.275,0.475,0.134
