date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
2024-05-05,746643,Double,double,True,657061,471911,Cole Tucker,Carlos Carrasco,1,edcac9c0-5fe4-487b-81de-2afea8c6dcfc,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,104.0,105.0,103.0,106.0,102.0,105.0,63.0,94.0,85.0,90.0,95.0,90.0,99.0,102.0,106.0,0.19,0.243,0.283,0.062,0.222,-2.15,-1.29,-0.69,2.26,0.06,91.5,86.7,91.1,83.1,80.4,0.387,0.653,0.137,0.212,0.362,0.276,0.2,0.267,0.37,0.059,0.176,0.242,0.295,0.541,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-05,746643,Single,single,False,657061,471911,Cole Tucker,Carlos Carrasco,0,395ac735-03ae-4ea1-8ffa-8009f86576ac,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,104.0,105.0,103.0,106.0,102.0,105.0,63.0,94.0,85.0,90.0,95.0,90.0,99.0,102.0,106.0,0.19,0.243,0.283,0.062,0.222,-2.15,-1.29,-0.69,2.26,0.06,91.5,86.7,91.1,83.1,80.4,0.387,0.653,0.137,0.212,0.362,0.276,0.2,0.267,0.37,0.059,0.176,0.242,0.295,0.541,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-05,746643,Strikeout,strikeout,True,657061,605130,Cole Tucker,Scott Barlow,1,a2d3245e-516e-4c25-aeb9-516db4400120,605130.0,scottbarlow,"Barlow, S",Right,Scott Barlow,CLE,3.52,3.61,38.1,91.0,115.0,93.0,0.648,12.68,5.4,7.28,0.94,1.83,0.169,0.551,0.191,0.247,0.333,,,,149.0,103.0,108.0,80.0,89.0,83.0,98.0,93.0,93.0,124.0,86.0,90.0,0.099,0.202,0.489,0.209,,-0.48,-2.08,1.33,-1.56,,91.7,,91.7,81.2,77.5,0.36,0.52,0.204,,,,0.141,0.203,0.424,0.175,0.425,0.444,0.5,0.667,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06,745509,Walk,walk,False,657061,656605,Cole Tucker,Mitch Keller,0,cae9c704-4c05-4fee-9794-4ecfe7da7a12,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,104.0,105.0,101.0,114.0,98.0,106.0,89.0,103.0,96.0,84.0,102.0,96.0,131.0,103.0,112.0,0.224,0.297,0.245,0.093,0.01,-0.08,0.17,-0.49,0.77,-11.3,94.6,90.2,93.7,85.0,78.5,0.277,0.42,0.249,0.75,1.25,0.0,0.311,0.533,0.247,0.217,0.391,0.333,0.243,0.369,0.107,96.0,98.0,97.0,0.132,0.01,90.6,,,,,,,0.23,0.475,0.197,,,,,,,,,,,,
2024-05-06,745509,Strikeout,strikeout,True,657061,656605,Cole Tucker,Mitch Keller,0,c56795c5-2e6c-4b5e-83e5-ff7743fd7b85,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,104.0,105.0,101.0,114.0,98.0,106.0,89.0,103.0,96.0,84.0,102.0,96.0,131.0,103.0,112.0,0.224,0.297,0.245,0.093,0.01,-0.08,0.17,-0.49,0.77,-11.3,94.6,90.2,93.7,85.0,78.5,0.277,0.42,0.249,0.75,1.25,0.0,0.311,0.533,0.247,0.217,0.391,0.333,0.243,0.369,0.107,96.0,98.0,97.0,0.132,0.01,90.6,,,,,,,0.23,0.475,0.197,,,,,,,,,,,,
2024-05-06,745509,Flyout,field_out,True,657061,656605,Cole Tucker,Mitch Keller,0,56d517c2-d087-4842-ae9a-1a3f51d24338,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,104.0,105.0,101.0,114.0,98.0,106.0,89.0,103.0,96.0,84.0,102.0,96.0,131.0,103.0,112.0,0.224,0.297,0.245,0.093,0.01,-0.08,0.17,-0.49,0.77,-11.3,94.6,90.2,93.7,85.0,78.5,0.277,0.42,0.249,0.75,1.25,0.0,0.311,0.533,0.247,0.217,0.391,0.333,0.243,0.369,0.107,96.0,98.0,97.0,0.132,0.01,90.6,,,,,,,0.23,0.475,0.197,,,,,,,,,,,,
2024-05-07,745508,Groundout,field_out,True,657061,682990,Cole Tucker,Quinn Priester,0,5bd29b7f-880b-4e3f-9577-bb76c3ed002e,682990.0,quinnpriester,Priester,Right,Quinn Priester,PIT,4.43,4.16,40.2,101.0,91.0,97.0,0.778,6.42,2.66,10.4,1.55,2.55,0.157,0.457,0.15,0.336,0.431,83.0,89.0,86.0,95.0,98.0,100.0,55.0,106.0,92.0,99.0,103.0,97.0,106.0,103.0,105.0,0.33,0.149,0.253,0.152,0.116,-1.75,0.45,-1.73,-1.03,0.79,93.2,88.2,93.0,87.2,80.5,0.4,0.4,0.222,0.136,0.182,0.242,0.261,0.478,0.276,0.357,0.5,0.463,0.284,0.493,0.142,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-07,745508,Walk,walk,False,657061,682990,Cole Tucker,Quinn Priester,1,2409654d-052c-4582-b9b7-fb19ba105163,682990.0,quinnpriester,Priester,Right,Quinn Priester,PIT,4.43,4.16,40.2,101.0,91.0,97.0,0.778,6.42,2.66,10.4,1.55,2.55,0.157,0.457,0.15,0.336,0.431,83.0,89.0,86.0,95.0,98.0,100.0,55.0,106.0,92.0,99.0,103.0,97.0,106.0,103.0,105.0,0.33,0.149,0.253,0.152,0.116,-1.75,0.45,-1.73,-1.03,0.79,93.2,88.2,93.0,87.2,80.5,0.4,0.4,0.222,0.136,0.182,0.242,0.261,0.478,0.276,0.357,0.5,0.463,0.284,0.493,0.142,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-07,745508,Flyout,field_out,True,657061,672710,Cole Tucker,Roansy Contreras,0,2e5a0ff1-caed-4147-aa5a-f746707a5f0b,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,- - -,4.87,4.99,40.2,97.0,99.0,98.0,0.8,7.75,4.43,9.07,1.33,0.94,0.25,0.355,0.153,0.347,0.45,80.0,88.0,88.0,86.0,92.0,98.0,92.0,99.0,94.0,75.0,94.0,74.0,118.0,98.0,106.0,0.049,0.432,0.325,0.088,0.106,0.12,-2.07,-1.01,1.03,-2.57,94.8,89.2,94.5,83.5,78.0,0.274,0.384,0.189,0.263,0.474,0.182,0.1,0.25,0.302,0.125,0.25,0.154,0.571,0.571,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-07,745508,Forceout,force_out,True,657061,672710,Cole Tucker,Roansy Contreras,1,0b7e0617-5769-4ea6-82fa-aaebf5782064,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,- - -,4.87,4.99,40.2,97.0,99.0,98.0,0.8,7.75,4.43,9.07,1.33,0.94,0.25,0.355,0.153,0.347,0.45,80.0,88.0,88.0,86.0,92.0,98.0,92.0,99.0,94.0,75.0,94.0,74.0,118.0,98.0,106.0,0.049,0.432,0.325,0.088,0.106,0.12,-2.07,-1.01,1.03,-2.57,94.8,89.2,94.5,83.5,78.0,0.274,0.384,0.189,0.263,0.474,0.182,0.1,0.25,0.302,0.125,0.25,0.154,0.571,0.571,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-07,745508,Groundout,field_out,True,657061,693312,Cole Tucker,Kyle Nicolas,0,8a062e39-9d9f-45a8-a38b-fad3b5be1b29,693312.0,kylenicolas,Nicolas,Right,Kyle Nicolas,PIT,3.82,2.92,30.2,92.0,128.0,94.0,0.739,10.86,4.99,6.46,0.29,1.38,0.307,0.333,0.12,0.293,0.37,,,,128.0,87.0,92.0,124.0,88.0,88.0,,,,138.0,107.0,110.0,0.005,0.571,0.244,0.179,,1.21,-6.82,0.68,-0.99,,97.7,,94.8,91.1,85.3,0.193,0.246,0.222,,,,0.189,0.243,0.369,0.25,0.313,0.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-08,745507,Groundout,field_out,True,657061,527048,Cole Tucker,Martín Pérez,1,55c57e8d-56c9-4e97-a07a-8f3956b1a40b,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,,,,0.375,0.055,,0.101,0.215,-5.77,-0.23,,0.23,-3.51,91.4,83.4,90.9,,78.3,0.375,0.625,0.036,0.338,0.588,0.275,,,,0.364,0.409,0.306,0.3,0.423,0.1,65.0,105.0,94.0,0.254,-0.81,88.4,,,,,,,0.304,0.609,0.196,,,,,,,,,,,,
2024-05-08,745507,Strikeout,strikeout,True,657061,527048,Cole Tucker,Martín Pérez,0,6fdcdfb0-b0c9-495e-9a88-330ad1e05142,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,,,,0.375,0.055,,0.101,0.215,-5.77,-0.23,,0.23,-3.51,91.4,83.4,90.9,,78.3,0.375,0.625,0.036,0.338,0.588,0.275,,,,0.364,0.409,0.306,0.3,0.423,0.1,65.0,105.0,94.0,0.254,-0.81,88.4,,,,,,,0.304,0.609,0.196,,,,,,,,,,,,
2024-05-08,745507,Groundout,field_out,True,657061,527048,Cole Tucker,Martín Pérez,0,69ede223-4fc8-4ee3-b4a6-7375069766d6,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,,,,0.375,0.055,,0.101,0.215,-5.77,-0.23,,0.23,-3.51,91.4,83.4,90.9,,78.3,0.375,0.625,0.036,0.338,0.588,0.275,,,,0.364,0.409,0.306,0.3,0.423,0.1,65.0,105.0,94.0,0.254,-0.81,88.4,,,,,,,0.304,0.609,0.196,,,,,,,,,,,,
2024-05-08,745507,Strikeout,strikeout,True,657061,547973,Cole Tucker,Aroldis Chapman,0,c12ed4e5-45be-4017-bb58-23830d4fbfbd,547973.0,aroldischapman,Chapman,Left,Aroldis Chapman,PIT,4.15,4.02,34.2,92.0,132.0,101.0,0.704,14.54,8.31,6.23,1.04,0.87,0.304,0.348,0.188,0.304,0.424,,,,,,,97.0,80.0,82.0,228.0,109.0,122.0,100.0,86.0,102.0,0.263,0.342,0.286,,,-0.41,-1.42,0.1,,,97.5,,99.3,86.6,,0.185,0.333,0.265,,,,0.207,0.276,0.311,,,,0.222,0.467,0.316,,,,,,,,,,,,,,,,91.0,104.0,105.0,0.11,1.87,91.3,0.136,0.182,0.514,,,
2024-05-09,746241,Strikeout,strikeout,True,657061,608379,Cole Tucker,Michael Wacha,0,8b77a4c8-59eb-4fda-b5e0-7907e53965bc,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.55,3.91,96.1,102.0,91.0,99.0,0.783,7.94,2.62,8.22,0.84,1.09,0.262,0.454,0.206,0.284,0.436,111.0,111.0,115.0,71.0,88.0,91.0,82.0,101.0,97.0,79.0,101.0,87.0,97.0,94.0,93.0,0.152,0.233,0.101,0.087,0.318,-0.61,0.86,-0.72,-0.88,2.13,93.5,81.4,93.4,84.0,75.0,0.321,0.513,0.15,0.18,0.316,0.352,0.3,0.4,0.442,0.278,0.556,0.138,0.214,0.257,0.06,81.0,96.0,91.0,0.109,-0.79,88.6,,,,,,,0.302,0.442,0.139,,,,,,,,,,,,
2024-05-09,746241,Strikeout,strikeout,True,657061,608379,Cole Tucker,Michael Wacha,0,9161f45f-f7c9-414b-85c4-99ac1ddc2cc2,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.55,3.91,96.1,102.0,91.0,99.0,0.783,7.94,2.62,8.22,0.84,1.09,0.262,0.454,0.206,0.284,0.436,111.0,111.0,115.0,71.0,88.0,91.0,82.0,101.0,97.0,79.0,101.0,87.0,97.0,94.0,93.0,0.152,0.233,0.101,0.087,0.318,-0.61,0.86,-0.72,-0.88,2.13,93.5,81.4,93.4,84.0,75.0,0.321,0.513,0.15,0.18,0.316,0.352,0.3,0.4,0.442,0.278,0.556,0.138,0.214,0.257,0.06,81.0,96.0,91.0,0.109,-0.79,88.6,,,,,,,0.302,0.442,0.139,,,,,,,,,,,,
2024-05-09,746241,Walk,walk,False,657061,608379,Cole Tucker,Michael Wacha,1,fafbacc6-4f43-406d-987b-01d19e1a4d75,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.55,3.91,96.1,102.0,91.0,99.0,0.783,7.94,2.62,8.22,0.84,1.09,0.262,0.454,0.206,0.284,0.436,111.0,111.0,115.0,71.0,88.0,91.0,82.0,101.0,97.0,79.0,101.0,87.0,97.0,94.0,93.0,0.152,0.233,0.101,0.087,0.318,-0.61,0.86,-0.72,-0.88,2.13,93.5,81.4,93.4,84.0,75.0,0.321,0.513,0.15,0.18,0.316,0.352,0.3,0.4,0.442,0.278,0.556,0.138,0.214,0.257,0.06,81.0,96.0,91.0,0.109,-0.79,88.6,,,,,,,0.302,0.442,0.139,,,,,,,,,,,,
2024-05-09,746241,Sac Fly,sac_fly,True,657061,669422,Cole Tucker,Matt Sauer,1,98c40d5c-ca71-4088-b77f-3768d3e2aa61,669422.0,mattsauer,Sauer,Right,Matt Sauer,KCR,7.71,5.58,16.1,92.0,101.0,90.0,0.86,4.96,6.06,12.67,1.65,0.61,0.19,0.349,0.175,0.302,0.382,,,,106.0,114.0,107.0,90.0,87.0,82.0,84.0,92.0,80.0,123.0,98.0,104.0,0.089,0.453,0.232,0.162,,-3.62,4.1,-2.24,-2.16,,95.1,,95.0,85.7,81.8,0.414,0.655,0.099,,,,0.3,0.6,0.244,0.333,0.417,0.174,0.111,0.222,0.125,,,,,,,,,,,,,,,,101.0,66.0,69.0,0.064,-1.92,85.1,,,,,,
2024-05-11,746232,Groundout,field_out,True,657061,666142,Cole Tucker,Cole Ragans,0,e079fb79-0987-4bcc-b01c-429a3db55b4d,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.16,3.27,116.2,99.0,109.0,104.0,0.692,10.88,2.93,7.33,0.62,1.07,0.254,0.39,0.159,0.295,0.409,110.0,99.0,102.0,,,,109.0,101.0,107.0,,,,134.0,103.0,112.0,,0.406,0.12,,0.247,1.1,,-1.6,,1.11,95.8,85.3,,86.7,,0.206,0.351,0.239,0.205,0.286,0.493,0.242,0.387,0.368,0.158,0.158,0.354,,,,89.0,98.0,93.0,0.128,1.57,91.3,99.0,94.0,100.0,0.099,1.27,81.1,0.304,0.326,0.224,,,,,,,,,,,,
2024-05-11,746232,Single,single,False,657061,666142,Cole Tucker,Cole Ragans,0,7c1305f6-bdc4-4646-bf95-cdc3407e968c,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.16,3.27,116.2,99.0,109.0,104.0,0.692,10.88,2.93,7.33,0.62,1.07,0.254,0.39,0.159,0.295,0.409,110.0,99.0,102.0,,,,109.0,101.0,107.0,,,,134.0,103.0,112.0,,0.406,0.12,,0.247,1.1,,-1.6,,1.11,95.8,85.3,,86.7,,0.206,0.351,0.239,0.205,0.286,0.493,0.242,0.387,0.368,0.158,0.158,0.354,,,,89.0,98.0,93.0,0.128,1.57,91.3,99.0,94.0,100.0,0.099,1.27,81.1,0.304,0.326,0.224,,,,,,,,,,,,
2024-05-11,746232,Lineout,field_out,True,657061,666142,Cole Tucker,Cole Ragans,0,79290df7-2fe3-4bf2-b4c1-f53046ca4eba,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.16,3.27,116.2,99.0,109.0,104.0,0.692,10.88,2.93,7.33,0.62,1.07,0.254,0.39,0.159,0.295,0.409,110.0,99.0,102.0,,,,109.0,101.0,107.0,,,,134.0,103.0,112.0,,0.406,0.12,,0.247,1.1,,-1.6,,1.11,95.8,85.3,,86.7,,0.206,0.351,0.239,0.205,0.286,0.493,0.242,0.387,0.368,0.158,0.158,0.354,,,,89.0,98.0,93.0,0.128,1.57,91.3,99.0,94.0,100.0,0.099,1.27,81.1,0.304,0.326,0.224,,,,,,,,,,,,
2024-05-14,746235,Triple,triple,False,657061,543243,Cole Tucker,Sonny Gray,0,e6c7707a-2c8f-4632-b3fc-78caf8a1743c,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.34,3.34,99.2,102.0,108.0,106.0,0.75,10.93,2.17,7.31,0.72,1.31,0.215,0.402,0.151,0.327,0.443,69.0,88.0,83.0,115.0,95.0,95.0,107.0,95.0,101.0,92.0,116.0,114.0,150.0,117.0,131.0,0.173,0.239,0.187,0.159,0.06,0.68,1.47,0.67,1.37,-2.47,92.6,88.5,93.1,85.0,80.1,0.31,0.479,0.147,0.385,0.769,0.345,0.162,0.216,0.422,0.184,0.342,0.299,0.197,0.316,0.181,88.0,99.0,99.0,0.182,1.7,87.7,,,,,,,0.237,0.407,0.303,,,,,,,,,,,,
2024-05-14,746235,Double,double,False,657061,543243,Cole Tucker,Sonny Gray,0,04117dcd-2610-4750-8495-6e8870511fd3,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.34,3.34,99.2,102.0,108.0,106.0,0.75,10.93,2.17,7.31,0.72,1.31,0.215,0.402,0.151,0.327,0.443,69.0,88.0,83.0,115.0,95.0,95.0,107.0,95.0,101.0,92.0,116.0,114.0,150.0,117.0,131.0,0.173,0.239,0.187,0.159,0.06,0.68,1.47,0.67,1.37,-2.47,92.6,88.5,93.1,85.0,80.1,0.31,0.479,0.147,0.385,0.769,0.345,0.162,0.216,0.422,0.184,0.342,0.299,0.197,0.316,0.181,88.0,99.0,99.0,0.182,1.7,87.7,,,,,,,0.237,0.407,0.303,,,,,,,,,,,,
