date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CU_ba,CU_slg,CU_whiff,CU%,wCU/C,vCU,Stf+ CU,Loc+ CU,Pit+ CU,SV_ba,SV_slg,SV_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C
2024-05-19,745336,Pop Out,field_out,True,592200,680767,Curt Casali,Victor Vodnik,0,90a5654a-f95d-4273-b20c-c30470ee4c9e,680767.0,victorvodnik,Vodnik,Right,Victor Vodnik,COL,4.03,4.36,51.1,99.0,122.0,102.0,0.797,8.24,4.03,8.94,0.88,1.93,0.25,0.342,0.171,0.408,0.422,114.0,99.0,100.0,124.0,98.0,100.0,,,,120.0,105.0,107.0,,,,,0.643,,0.2,0.157,-0.34,,,-0.07,1.35,97.7,,89.9,,84.1,0.172,0.172,0.254,,,,0.268,0.341,0.268,0.271,0.426,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-19,745336,Single,single,False,592200,656222,Curt Casali,Jalen Beeks,1,2f4e6161-45d2-4c61-a043-aa871fda3bfd,656222.0,jalenbeeks,Beeks,Left,Jalen Beeks,COL,4.75,3.72,47.1,93.0,79.0,90.0,0.803,7.23,3.42,8.75,0.95,1.09,0.288,0.377,0.171,0.315,0.405,82.0,90.0,90.0,75.0,94.0,89.0,,,,,,,89.0,97.0,92.0,0.002,0.57,0.159,,0.255,0.42,0.58,-0.45,,-0.52,94.5,85.2,89.0,89.3,,0.211,0.289,0.407,,,,,,,0.286,0.403,0.143,0.167,0.389,0.255,,,,,,,0.2,0.2,0.167,0.014,1.3,74.5,92.0,124.0,129.0,,,,,,,,,,,,,,,,,,
2024-05-21,745503,Flyout,field_out,True,592200,527048,Curt Casali,Martín Pérez,0,831b54ff-71b6-4358-82ee-5ea1ec778e3d,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,52.0,92.0,90.0,75.0,103.0,96.0,,,,65.0,105.0,94.0,0.375,0.055,0.254,,0.215,-5.77,-0.81,-0.23,,-3.51,91.4,88.4,83.4,90.9,,0.338,0.588,0.275,0.3,0.423,0.1,,,,0.375,0.625,0.036,0.304,0.609,0.196,,,,,,,0.364,0.409,0.306,0.101,0.23,78.3,71.0,98.0,96.0,,,,,,,,,,,,,,,,,,
2024-05-21,745503,Groundout,field_out,True,592200,527048,Curt Casali,Martín Pérez,0,ecf15ab2-773b-48f7-91fa-689ac5cd877d,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,52.0,92.0,90.0,75.0,103.0,96.0,,,,65.0,105.0,94.0,0.375,0.055,0.254,,0.215,-5.77,-0.81,-0.23,,-3.51,91.4,88.4,83.4,90.9,,0.338,0.588,0.275,0.3,0.423,0.1,,,,0.375,0.625,0.036,0.304,0.609,0.196,,,,,,,0.364,0.409,0.306,0.101,0.23,78.3,71.0,98.0,96.0,,,,,,,,,,,,,,,,,,
2024-05-21,745503,Flyout,field_out,True,592200,682847,Curt Casali,Luis L. Ortiz,0,01403e8b-1172-4b4e-9685-e59a6963de14,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.353,0.134,0.21,0.346,0.293,0.219,0.297,0.268,0.286,0.343,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-21,745503,Walk,walk,False,592200,693312,Curt Casali,Kyle Nicolas,1,90fbc670-7bcf-40a1-96d5-29cef9496210,693312.0,kylenicolas,Nicolas,Right,Kyle Nicolas,PIT,3.82,2.92,30.2,92.0,128.0,94.0,0.739,10.86,4.99,6.46,0.29,1.38,0.307,0.333,0.12,0.293,0.37,,,,124.0,88.0,88.0,,,,138.0,107.0,110.0,,,,0.005,0.571,,0.244,,1.21,,-6.82,0.68,,97.7,,,94.8,91.1,,,,,,,0.189,0.243,0.369,0.193,0.246,0.222,,,,,,,,,,0.25,0.313,0.485,0.179,-0.99,85.3,128.0,87.0,92.0,,,,,,,,,,,,,,,,,,
2024-05-23,745500,Grounded Into DP,grounded_into_double_play,True,592200,694973,Curt Casali,Paul Skenes,1,1ecd793f-1cbc-4a65-b32e-e080d9d3bfc5,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.9,2.62,66.1,105.0,110.0,108.0,0.74,12.08,1.76,6.51,0.95,1.55,0.167,0.513,0.213,0.267,0.456,88.0,99.0,99.0,109.0,109.0,109.0,,,,136.0,103.0,118.0,,,,0.313,0.379,,0.164,0.035,0.0,,4.1,0.33,-2.49,99.1,,87.6,94.1,85.1,0.286,0.429,0.222,0.157,0.193,0.302,0.135,0.378,0.263,0.239,0.402,0.303,,,,,,,,,,0.316,0.316,0.25,0.109,0.6,82.4,112.0,98.0,103.0,,,,,,,,,,,,,,,,,,
2024-05-23,745500,Single,single,False,592200,694973,Curt Casali,Paul Skenes,0,e7d97aa2-2f5e-4766-b013-8c687b1d7ceb,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.9,2.62,66.1,105.0,110.0,108.0,0.74,12.08,1.76,6.51,0.95,1.55,0.167,0.513,0.213,0.267,0.456,88.0,99.0,99.0,109.0,109.0,109.0,,,,136.0,103.0,118.0,,,,0.313,0.379,,0.164,0.035,0.0,,4.1,0.33,-2.49,99.1,,87.6,94.1,85.1,0.286,0.429,0.222,0.157,0.193,0.302,0.135,0.378,0.263,0.239,0.402,0.303,,,,,,,,,,0.316,0.316,0.25,0.109,0.6,82.4,112.0,98.0,103.0,,,,,,,,,,,,,,,,,,
2024-05-23,745500,Walk,walk,False,592200,669796,Curt Casali,Jose E. Hernandez,0,fe1fc0f9-28a6-4411-bc1c-f0d37b81845c,669796.0,joseehernandez,"Hernandez, Jose E.",Left,Jose E. Hernandez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,0.417,0.414,0.333,0.556,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-25,745823,Strikeout,strikeout,True,592200,622663,Curt Casali,Luis Severino,0,e8c48470-a443-4193-b912-472d4450a1f7,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,0.281,0.338,0.075,0.22,0.085,-0.23,-0.79,1.98,0.72,-1.35,96.0,93.0,85.9,95.5,85.8,0.29,0.484,0.143,0.246,0.361,0.137,0.216,0.27,0.283,0.244,0.409,0.201,0.241,0.345,0.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-25,745823,Pop Out,field_out,True,592200,622663,Curt Casali,Luis Severino,0,2816ded9-5ffc-4ba8-9954-8c9ff3b4f6d2,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,0.281,0.338,0.075,0.22,0.085,-0.23,-0.79,1.98,0.72,-1.35,96.0,93.0,85.9,95.5,85.8,0.29,0.484,0.143,0.246,0.361,0.137,0.216,0.27,0.283,0.244,0.409,0.201,0.241,0.345,0.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-25,745823,Pop Out,field_out,True,592200,622663,Curt Casali,Luis Severino,0,dcd166fa-d4a3-44a7-a634-847f8c9417e5,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,85.0,93.0,94.0,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,0.281,0.338,0.075,0.22,0.085,-0.23,-0.79,1.98,0.72,-1.35,96.0,93.0,85.9,95.5,85.8,0.29,0.484,0.143,0.246,0.361,0.137,0.216,0.27,0.283,0.244,0.409,0.201,0.241,0.345,0.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-25,745823,Groundout,field_out,True,592200,621242,Curt Casali,Edwin Díaz,0,38d76c30-73ae-4555-a3a9-f7b3b2a1e184,621242.0,edwindiaz,Díaz,Right,Edwin Díaz,NYM,4.05,2.9,26.2,96.0,119.0,106.0,0.67,12.49,3.38,7.09,1.69,1.32,0.18,0.508,0.213,0.279,0.439,,,,115.0,92.0,97.0,,,,123.0,99.0,113.0,,,,,0.443,,0.557,,0.32,,,-0.32,,97.2,,,,89.4,,,,,,,0.226,0.403,0.366,0.2,0.371,0.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-29,745333,Flyout,field_out,True,592200,650911,Curt Casali,Cristopher Sánchez,0,a21f6bd1-db29-4cdd-9833-6dbc9b14ba3e,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,,,,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,,0.002,0.184,0.337,,2.59,-0.18,1.12,2.05,,86.5,85.2,94.4,84.1,0.166,0.185,0.385,0.343,0.436,0.1,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-29,745333,Lineout,field_out,True,592200,650911,Curt Casali,Cristopher Sánchez,0,893f7b91-b23c-4b9d-904f-e7a0f6a80d93,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,,,,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,,0.002,0.184,0.337,,2.59,-0.18,1.12,2.05,,86.5,85.2,94.4,84.1,0.166,0.185,0.385,0.343,0.436,0.1,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-29,745333,Flyout,field_out,True,592200,642397,Curt Casali,Gregory Soto,0,7c5923ec-dca6-44b4-b5e7-816300d15cdd,642397.0,gregorysoto,"Soto, G",Left,Gregory Soto,PHI,3.31,4.48,32.2,96.0,113.0,99.0,0.702,11.3,4.96,8.82,0.28,1.64,0.326,0.291,0.116,0.349,0.432,,,,96.0,89.0,80.0,115.0,97.0,100.0,117.0,96.0,104.0,,,,0.41,0.128,0.012,0.451,,-3.7,0.36,0.19,0.86,,98.1,91.8,,97.5,86.0,,,,0.311,0.444,0.121,0.222,0.222,0.294,0.417,0.417,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-02,745330,Flyout,field_out,True,592200,641482,Curt Casali,Nestor Cortes,0,e9bc9e3b-49fb-4463-96af-07453f058b83,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,109.0,100.0,103.0,0.009,0.455,0.298,0.163,0.075,-0.19,1.48,2.16,0.14,-2.51,91.9,87.2,83.2,89.9,78.1,0.255,0.489,0.338,0.143,0.143,0.286,0.3,0.4,0.182,0.247,0.489,0.219,0.236,0.333,0.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-02,745330,Strikeout,strikeout,True,592200,641482,Curt Casali,Nestor Cortes,0,ed4d383c-1af2-40dc-b6a7-59d84db80885,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,109.0,100.0,103.0,0.009,0.455,0.298,0.163,0.075,-0.19,1.48,2.16,0.14,-2.51,91.9,87.2,83.2,89.9,78.1,0.255,0.489,0.338,0.143,0.143,0.286,0.3,0.4,0.182,0.247,0.489,0.219,0.236,0.333,0.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-02,745330,Hit By Pitch,hit_by_pitch,False,592200,642701,Curt Casali,Dennis Santana,1,a6bef8d5-15c4-4953-8730-237290dafad1,642701.0,dennissantana,"Santana, D",Right,Dennis Santana,- - -,5.9,4.16,39.2,100.0,101.0,98.0,0.768,7.71,3.4,9.76,0.68,0.93,0.215,0.38,0.182,0.281,0.439,78.0,95.0,86.0,103.0,107.0,107.0,95.0,91.0,92.0,109.0,104.0,103.0,103.0,100.0,98.0,0.181,0.211,0.231,0.298,0.079,-0.89,1.2,-0.04,-2.57,0.81,95.8,90.4,89.1,95.2,86.6,0.188,0.25,0.308,0.314,0.457,0.055,0.34,0.604,0.346,0.25,0.417,0.26,0.2,0.36,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-02,745330,Groundout,field_out,True,592200,543859,Curt Casali,Michael Tonkin,0,a910a70a-ea06-444a-8b4a-67deb8eb1df0,543859.0,michaeltonkin,Tonkin,Right,Michael Tonkin,- - -,2.36,3.41,45.2,98.0,105.0,100.0,0.76,9.46,3.35,5.91,0.59,1.26,0.176,0.496,0.16,0.286,0.399,,,,114.0,105.0,108.0,98.0,98.0,97.0,108.0,98.0,103.0,,,,0.13,0.394,,0.476,,0.92,,0.04,0.95,,93.0,,,92.4,83.0,,,,0.333,0.5,0.191,0.5,0.5,0.375,0.176,0.311,0.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-05,747195,Lineout,field_out,True,592200,656756,Curt Casali,Jordan Montgomery,0,975fd535-3deb-44c4-a2e5-3d3af160b404,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.44,5.16,65.2,98.0,94.0,95.0,0.768,6.17,3.15,11.92,1.1,1.29,0.157,0.454,0.114,0.354,0.395,97.0,96.0,90.0,69.0,99.0,90.0,90.0,96.0,93.0,102.0,90.0,85.0,,,,0.332,0.164,,0.022,0.19,-1.97,,-1.73,4.12,-2.03,91.9,,82.8,91.7,83.4,0.319,0.638,0.382,0.371,0.567,0.135,0.0,0.0,0.7,0.34,0.44,0.17,,,,,,,,,,0.268,0.437,0.315,0.292,-0.37,79.0,108.0,102.0,105.0,,,,,,,,,,,,,,,,,,
2024-06-05,747195,Flyout,field_out,True,592200,663531,Curt Casali,Logan Allen,0,7d7d47a9-1e4a-42f1-b924-ffcd0d570a1d,663531.0,loganallen,"Allen, L.S.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,61.0,98.0,88.0,,,,91.0,98.0,86.0,92.0,99.0,97.0,,0.483,0.15,0.183,0.183,-1.5,0.37,,-2.18,-1.11,91.2,85.4,81.6,,78.6,,,,0.348,0.652,0.053,0.231,0.308,0.273,0.563,0.875,0.132,0.263,0.316,0.235,,,,,,,,,,,,,,,,,,,,,,,,,0.138,0.138,0.25,,,,,,
2024-06-05,747195,Strikeout,strikeout,True,592200,663531,Curt Casali,Logan Allen,0,ddfb599f-57be-4f52-bebb-d4eb070b80a8,663531.0,loganallen,"Allen, L.S.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,61.0,98.0,88.0,,,,91.0,98.0,86.0,92.0,99.0,97.0,,0.483,0.15,0.183,0.183,-1.5,0.37,,-2.18,-1.11,91.2,85.4,81.6,,78.6,,,,0.348,0.652,0.053,0.231,0.308,0.273,0.563,0.875,0.132,0.263,0.316,0.235,,,,,,,,,,,,,,,,,,,,,,,,,0.138,0.138,0.25,,,,,,
2024-06-05,747195,Flyout,field_out,True,592200,686826,Curt Casali,Bryce Jarvis,0,f6619bfc-182c-49ad-a494-c3632f009b1b,686826.0,brycejarvis,Jarvis,Right,Bryce Jarvis,ARI,3.52,5.19,53.2,96.0,99.0,94.0,0.803,5.53,4.86,8.05,1.01,1.16,0.263,0.407,0.084,0.383,0.448,86.0,91.0,95.0,86.0,99.0,91.0,87.0,94.0,90.0,124.0,94.0,102.0,113.0,100.0,91.0,0.132,0.344,0.133,0.242,0.141,1.29,-1.94,0.74,0.9,-1.82,95.6,89.6,85.1,95.2,86.4,0.176,0.353,0.326,0.28,0.52,0.132,0.221,0.279,0.298,0.234,0.313,0.147,0.364,0.773,0.224,,,,,,,,,,0.008,5.82,83.2,121.0,83.0,88.0,,,,,,,,,,,,,,,,,,
2024-06-05,747195,Pop Out,field_out,True,592200,676714,Curt Casali,Brandon Hughes,0,a5311e28-3607-4833-b1ae-3e5eab096e87,676714.0,brandonhughes,Hughes,Left,Brandon Hughes,ARI,10.29,11.35,14.0,98.0,89.0,96.0,0.748,11.57,4.5,14.79,5.14,0.48,0.255,0.383,0.191,0.362,0.394,,,,75.0,96.0,88.0,85.0,93.0,90.0,104.0,103.0,106.0,,,,0.26,0.342,,0.397,,-5.23,,-4.72,-2.75,,92.4,,,92.4,81.2,,,,0.5,0.833,0.118,0.25,0.571,0.46,0.389,1.111,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
