date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,KC%,wKC/C,vKC,Stf+ KC,Loc+ KC,Pit+ KC,ST_ba,ST_slg,ST_whiff,vKN (sc),EP%,KN%,wEP/C,wKN/C,vEP,KC_ba,KC_slg,KC_whiff,SV_ba,SV_slg,SV_whiff
2024-07-08,746692,Groundout,field_out,True,677956,663372,Rece Hinds,Ryan Feltner,0,d86d1290-1415-4049-acce-8f4434ea4ca9,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.36,4.1,102.1,100.0,97.0,100.0,0.779,8.0,2.9,10.11,1.06,1.37,0.224,0.399,0.168,0.336,0.446,114.0,96.0,103.0,104.0,110.0,116.0,83.0,102.0,97.0,110.0,99.0,104.0,0.34,0.291,0.083,0.147,-0.09,-1.06,-0.09,-1.33,94.9,85.4,88.1,79.2,0.257,0.405,0.182,0.182,0.545,0.235,0.321,0.5,0.422,0.2,0.333,0.299,91.0,91.0,87.0,0.14,0.41,94.4,0.286,0.375,0.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-08,746692,Double,double,False,677956,663372,Rece Hinds,Ryan Feltner,0,a9642580-4d60-417d-8614-f79a98537660,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.36,4.1,102.1,100.0,97.0,100.0,0.779,8.0,2.9,10.11,1.06,1.37,0.224,0.399,0.168,0.336,0.446,114.0,96.0,103.0,104.0,110.0,116.0,83.0,102.0,97.0,110.0,99.0,104.0,0.34,0.291,0.083,0.147,-0.09,-1.06,-0.09,-1.33,94.9,85.4,88.1,79.2,0.257,0.405,0.182,0.182,0.545,0.235,0.321,0.5,0.422,0.2,0.333,0.299,91.0,91.0,87.0,0.14,0.41,94.4,0.286,0.375,0.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-08,746692,Home Run,home_run,False,677956,641755,Rece Hinds,Tyler Kinley,0,9caa4bf5-eff1-41b8-b548-96cc6f4e8418,641755.0,tylerkinley,Kinley,Right,Tyler Kinley,COL,7.52,5.22,40.2,98.0,85.0,94.0,0.695,9.74,5.31,10.84,1.99,0.9,0.152,0.496,0.208,0.312,0.393,65.0,86.0,79.0,,,,74.0,88.0,84.0,92.0,104.0,101.0,0.366,0.589,,0.043,-3.61,-0.4,,0.7,95.8,87.2,89.6,,0.431,0.621,0.106,0.226,0.5,0.404,0.0,0.0,0.636,,,,16.0,56.0,52.0,0.003,-2.92,93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-09,746690,Strikeout,strikeout,True,677956,615698,Rece Hinds,Cal Quantrill,0,c08c8e21-c91f-4335-8d79-e8374f0f5fac,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,96.0,101.0,104.0,,,,,,,,,0.107,0.025,,,0.34,1.78,,84.9,,79.9,,,,,,,0.222,0.222,0.167,0.242,0.424,0.267,79.0,97.0,90.0,0.397,-1.66,93.8,0.322,0.573,0.2,80.0,99.0,95.0,115.0,95.0,98.0,0.134,0.336,-1.43,1.52,87.7,86.1,0.178,0.253,0.253,0.347,0.571,0.173,,,,,,,,,,,,,,,,,,,,,
2024-07-09,746690,Double,double,False,677956,663567,Rece Hinds,Peter Lambert,0,1e8b9756-a16c-492c-9978-603f2cc2cb29,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,COL,5.44,4.1,43.0,94.0,95.0,94.0,0.797,7.12,4.6,9.0,0.84,1.09,0.29,0.435,0.137,0.313,0.411,89.0,95.0,95.0,80.0,96.0,95.0,87.0,91.0,88.0,120.0,94.0,101.0,0.382,0.306,0.052,0.228,-0.75,0.45,-5.77,0.42,94.5,86.9,85.8,78.0,0.276,0.534,0.11,0.182,0.182,0.316,0.237,0.263,0.42,0.25,0.875,0.2,87.0,95.0,89.0,0.032,-1.55,93.8,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-09,746690,Triple,triple,False,677956,663567,Rece Hinds,Peter Lambert,1,a51a1d25-e89c-4c5a-af63-eae9a01ef0c6,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,COL,5.44,4.1,43.0,94.0,95.0,94.0,0.797,7.12,4.6,9.0,0.84,1.09,0.29,0.435,0.137,0.313,0.411,89.0,95.0,95.0,80.0,96.0,95.0,87.0,91.0,88.0,120.0,94.0,101.0,0.382,0.306,0.052,0.228,-0.75,0.45,-5.77,0.42,94.5,86.9,85.8,78.0,0.276,0.534,0.11,0.182,0.182,0.316,0.237,0.263,0.42,0.25,0.875,0.2,87.0,95.0,89.0,0.032,-1.55,93.8,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-09,746690,Home Run,home_run,False,677956,664875,Rece Hinds,Justin Lawrence,0,ac500024-81a8-499b-8716-327e6246a095,664875.0,justinlawrence,"Lawrence, J",Right,Justin Lawrence,COL,5.86,5.22,35.1,96.0,109.0,104.0,0.788,7.39,5.09,10.44,1.02,2.11,0.245,0.409,0.118,0.309,0.403,,,,,,,,,,156.0,95.0,116.0,,0.421,,,,0.0,,,,,84.0,,,,,0.204,0.296,0.303,,,,,,,75.0,96.0,96.0,0.579,-1.67,94.9,0.375,0.563,0.173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-09,746690,Strikeout,strikeout,True,677956,683232,Rece Hinds,Nick Mears,0,324e7f34-1ddf-4b26-a6bf-10a65eb29b74,683232.0,nickmears,Mears,Right,Nick Mears,COL,5.95,3.29,42.1,98.0,130.0,106.0,0.758,11.06,4.46,9.99,0.43,1.18,0.281,0.322,0.149,0.347,0.435,,,,127.0,100.0,110.0,138.0,98.0,105.0,111.0,99.0,103.0,0.603,0.19,0.207,,1.1,-0.05,-3.59,,96.7,,86.4,81.4,0.242,0.319,0.192,0.257,0.343,0.522,,,,0.372,0.535,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-10,746689,Strikeout,strikeout,True,677956,607536,Rece Hinds,Kyle Freeland,0,9c925623-ad85-4b6a-ad31-5d82084308c4,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,6.0,4.76,42.0,100.0,82.0,96.0,0.821,6.43,2.79,11.79,1.07,1.31,0.219,0.425,0.116,0.288,0.432,61.0,98.0,86.0,,,,66.0,98.0,91.0,60.0,98.0,99.0,0.255,0.196,,0.098,0.24,-1.66,,-2.67,92.0,87.1,87.0,,0.234,0.362,0.074,0.367,0.633,0.191,0.455,0.545,0.16,0.231,0.282,0.478,84.0,105.0,97.0,0.247,-2.67,91.8,0.404,0.617,0.077,,,,,,,,,,,,,,,,,,,0.205,-0.57,83.6,129.0,98.0,102.0,,,,,,,,,,,,,,,
2024-07-10,746689,Strikeout,strikeout,True,677956,607536,Rece Hinds,Kyle Freeland,0,5781dd40-10e5-4552-bc06-29c91bd494b1,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,6.0,4.76,42.0,100.0,82.0,96.0,0.821,6.43,2.79,11.79,1.07,1.31,0.219,0.425,0.116,0.288,0.432,61.0,98.0,86.0,,,,66.0,98.0,91.0,60.0,98.0,99.0,0.255,0.196,,0.098,0.24,-1.66,,-2.67,92.0,87.1,87.0,,0.234,0.362,0.074,0.367,0.633,0.191,0.455,0.545,0.16,0.231,0.282,0.478,84.0,105.0,97.0,0.247,-2.67,91.8,0.404,0.617,0.077,,,,,,,,,,,,,,,,,,,0.205,-0.57,83.6,129.0,98.0,102.0,,,,,,,,,,,,,,,
