date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff
2024-05-03,745101,Strikeout,strikeout,True,656577,500779,Alex Jackson,Jose Quintana,0,6349e7d4-6ff8-4407-8b97-956972d714a3,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,108.0,104.0,101.0,69.0,93.0,86.0,75.0,97.0,91.0,,,,,,,,,,0.318,0.207,,,,0.277,-1.6,,,-0.01,,0.72,90.5,,,90.7,,77.8,,,,0.271,0.504,0.137,,,,0.255,0.415,0.247,0.281,0.579,0.149,,,,71.0,101.0,97.0,0.199,0.78,85.8,0.188,0.263,0.314,0.154,0.269,0.327,,,,,,,,,
2024-05-03,745101,Sac Fly,sac_fly,True,656577,500779,Alex Jackson,Jose Quintana,1,590bab49-2388-4b15-91e5-bb10d73d724f,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,108.0,104.0,101.0,69.0,93.0,86.0,75.0,97.0,91.0,,,,,,,,,,0.318,0.207,,,,0.277,-1.6,,,-0.01,,0.72,90.5,,,90.7,,77.8,,,,0.271,0.504,0.137,,,,0.255,0.415,0.247,0.281,0.579,0.149,,,,71.0,101.0,97.0,0.199,0.78,85.8,0.188,0.263,0.314,0.154,0.269,0.327,,,,,,,,,
2024-05-03,745101,Caught Stealing 2B,caught_stealing_2b,True,656577,673380,Alex Jackson,Dedniel Núñez,0,bda0cf32-69c1-44b8-8e13-a76a9dbf897d,673380.0,dednielnunez,Núñez,Right,Dedniel Núñez,NYM,2.59,2.32,31.1,104.0,119.0,110.0,0.718,11.78,2.01,6.03,0.86,1.3,0.254,0.38,0.183,0.324,0.479,30.0,176.0,193.0,132.0,107.0,113.0,80.0,131.0,115.0,109.0,100.0,105.0,,,,,,,0.026,0.492,,,0.471,0.002,2.45,,,-13.02,1.16,21.74,96.3,,,93.7,87.3,84.1,,,,0.4,0.6,0.222,0.153,0.254,0.414,,,,0.217,0.37,0.25,,,,36.0,108.0,101.0,0.009,5.9,91.4,,,,,,,,,,,,,,,
2024-05-03,745101,Strikeout,strikeout,True,656577,673380,Alex Jackson,Dedniel Núñez,0,3e750857-df83-4fcb-9f01-453214b235ef,673380.0,dednielnunez,Núñez,Right,Dedniel Núñez,NYM,2.59,2.32,31.1,104.0,119.0,110.0,0.718,11.78,2.01,6.03,0.86,1.3,0.254,0.38,0.183,0.324,0.479,30.0,176.0,193.0,132.0,107.0,113.0,80.0,131.0,115.0,109.0,100.0,105.0,,,,,,,0.026,0.492,,,0.471,0.002,2.45,,,-13.02,1.16,21.74,96.3,,,93.7,87.3,84.1,,,,0.4,0.6,0.222,0.153,0.254,0.414,,,,0.217,0.37,0.25,,,,36.0,108.0,101.0,0.009,5.9,91.4,,,,,,,,,,,,,,,
2024-05-03,745101,Strikeout,strikeout,True,656577,664849,Alex Jackson,Danny Young,0,76f6c7b7-0b75-4a65-b164-e7ef40f1c9fa,664849.0,dannyyoung,"Young, D",Left,Danny Young,NYM,4.2,5.43,15.0,89.0,108.0,89.0,0.655,11.4,4.2,8.4,1.2,2.33,0.282,0.359,0.205,0.256,0.346,,,,,,,67.0,100.0,91.0,139.0,81.0,88.0,96.0,74.0,84.0,,,,0.422,,0.015,,0.563,,,-39.31,,0.3,0.18,,,87.1,,91.0,80.0,,,,,0.333,0.444,0.192,0.138,0.276,0.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-04,745100,Strikeout,strikeout,True,656577,656887,Alex Jackson,Sean Reid-Foley,0,da5fdfb5-a89e-491f-9b80-5c869c2b6e34,656887.0,seanreidfoley,Reid-Foley,Right,Sean Reid-Foley,NYM,1.66,2.83,21.2,93.0,104.0,95.0,0.735,10.38,5.82,5.4,0.0,2.38,0.275,0.353,0.137,0.353,0.41,,,,89.0,95.0,93.0,153.0,95.0,93.0,106.0,74.0,80.0,,,,,,,0.005,0.673,,,0.125,,1.41,,,-2.4,-0.02,,94.9,,,95.3,86.6,,,,,,,,0.143,0.143,0.688,,,,0.149,0.191,0.217,,,,153.0,99.0,107.0,0.197,1.13,88.7,0.238,0.238,0.342,,,,,,,,,,,,
2024-05-05,745103,Double,double,False,656577,622663,Alex Jackson,Luis Severino,1,1bec3f33-2c9e-473c-869b-401a85dec459,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,,,,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,,,,0.281,0.338,0.075,,0.22,,-0.23,-0.79,,1.98,0.72,,96.0,93.0,,95.5,85.8,,0.241,0.345,0.207,0.246,0.361,0.137,0.216,0.27,0.283,,,,0.244,0.409,0.201,,,,85.0,93.0,94.0,0.085,-1.35,85.9,0.29,0.484,0.143,,,,,,,,,,,,
2024-05-05,745103,Flyout,field_out,True,656577,622663,Alex Jackson,Luis Severino,0,85acf7e1-24e1-405a-91ab-885feea743d2,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,,,,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,,,,0.281,0.338,0.075,,0.22,,-0.23,-0.79,,1.98,0.72,,96.0,93.0,,95.5,85.8,,0.241,0.345,0.207,0.246,0.361,0.137,0.216,0.27,0.283,,,,0.244,0.409,0.201,,,,85.0,93.0,94.0,0.085,-1.35,85.9,0.29,0.484,0.143,,,,,,,,,,,,
2024-05-05,745103,Groundout,field_out,True,656577,622663,Alex Jackson,Luis Severino,0,7cbee5a7-5fff-401e-b4ea-4328f7d92a0c,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.78,3.91,109.2,100.0,103.0,100.0,0.833,6.65,3.04,7.71,0.98,1.38,0.268,0.372,0.213,0.287,0.443,,,,98.0,102.0,99.0,88.0,97.0,94.0,142.0,102.0,113.0,93.0,94.0,89.0,,,,0.281,0.338,0.075,,0.22,,-0.23,-0.79,,1.98,0.72,,96.0,93.0,,95.5,85.8,,0.241,0.345,0.207,0.246,0.361,0.137,0.216,0.27,0.283,,,,0.244,0.409,0.201,,,,85.0,93.0,94.0,0.085,-1.35,85.9,0.29,0.484,0.143,,,,,,,,,,,,
2024-05-08,745097,Strikeout,strikeout,True,656577,623167,Alex Jackson,Chris Flexen,0,cfb61b5b-8242-4aeb-ac63-ea59c59b30a1,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.22,4.79,101.2,99.0,53.0,93.0,0.798,6.64,3.63,8.94,1.5,0.77,0.255,0.402,0.171,0.343,0.385,86.0,103.0,104.0,-1.0,93.0,82.0,87.0,119.0,94.0,148.0,100.0,103.0,47.0,103.0,93.0,,,,0.003,0.383,0.275,,0.076,0.117,-1.19,0.91,,2.95,-1.07,0.1,91.3,87.3,,91.3,79.8,72.1,0.243,0.417,0.237,,,,0.258,0.387,0.286,0.282,0.462,0.289,0.269,0.506,0.131,,,,127.0,99.0,106.0,0.146,-1.45,81.3,0.25,0.433,0.322,,,,,,,,,,,,
2024-05-08,745097,Walk,walk,False,656577,623167,Alex Jackson,Chris Flexen,0,3c0d9850-262c-4f2a-aba0-1eb470d1cb2d,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.22,4.79,101.2,99.0,53.0,93.0,0.798,6.64,3.63,8.94,1.5,0.77,0.255,0.402,0.171,0.343,0.385,86.0,103.0,104.0,-1.0,93.0,82.0,87.0,119.0,94.0,148.0,100.0,103.0,47.0,103.0,93.0,,,,0.003,0.383,0.275,,0.076,0.117,-1.19,0.91,,2.95,-1.07,0.1,91.3,87.3,,91.3,79.8,72.1,0.243,0.417,0.237,,,,0.258,0.387,0.286,0.282,0.462,0.289,0.269,0.506,0.131,,,,127.0,99.0,106.0,0.146,-1.45,81.3,0.25,0.433,0.322,,,,,,,,,,,,
2024-05-10,745094,Strikeout,strikeout,True,656577,657376,Alex Jackson,Clarke Schmidt,1,c9cab1e2-b8a8-4d93-8cd7-b716f8fceb9c,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.52,3.72,60.2,99.0,114.0,101.0,0.719,9.94,2.97,7.27,0.89,1.0,0.312,0.364,0.234,0.24,0.412,,,,,,,81.0,97.0,87.0,135.0,93.0,102.0,106.0,106.0,103.0,,,,0.215,,0.356,,0.239,,,0.6,,-0.42,1.58,,,92.4,,94.2,85.3,,0.256,0.372,0.325,0.233,0.488,0.212,0.196,0.283,0.319,0.146,0.22,0.346,,,,,,,36.0,89.0,96.0,0.009,-13.06,87.1,0.667,1.0,0.0,,,,152.0,100.0,112.0,0.181,0.69,83.9,,,
2024-05-10,745094,Strikeout,strikeout,True,656577,657376,Alex Jackson,Clarke Schmidt,0,90ebeaa3-1f11-4c15-bac0-de599cfaac0e,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.52,3.72,60.2,99.0,114.0,101.0,0.719,9.94,2.97,7.27,0.89,1.0,0.312,0.364,0.234,0.24,0.412,,,,,,,81.0,97.0,87.0,135.0,93.0,102.0,106.0,106.0,103.0,,,,0.215,,0.356,,0.239,,,0.6,,-0.42,1.58,,,92.4,,94.2,85.3,,0.256,0.372,0.325,0.233,0.488,0.212,0.196,0.283,0.319,0.146,0.22,0.346,,,,,,,36.0,89.0,96.0,0.009,-13.06,87.1,0.667,1.0,0.0,,,,152.0,100.0,112.0,0.181,0.69,83.9,,,
