date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
2024-06-15,746381,Grounded Into DP,grounded_into_double_play,True,669450,676684,Cooper Hummel,Will Vest,1,dcead081-82f0-41fe-b5d2-57423c6c3cd2,676684.0,willvest,Vest,Right,Will Vest,DET,3.24,3.72,41.2,102.0,96.0,101.0,0.767,7.78,2.38,8.64,0.43,1.82,0.407,0.285,0.146,0.358,0.477,83.0,89.0,91.0,,,,96.0,107.0,105.0,102.0,98.0,99.0,,,,0.532,,0.255,,0.077,1.94,,-1.7,,3.23,95.8,,88.4,86.6,,0.219,0.26,0.233,,,,,,,0.347,0.51,0.337,0.0,0.0,0.35,94.0,98.0,95.0,,,,0.137,,0.47,,94.4,,0.318,0.455,0.216,,,,,,,,,,,,
2024-06-19,746781,Fielders Choice Out,fielders_choice_out,True,669450,676979,Cooper Hummel,Garrett Crochet,1,906698af-31be-4dc2-8e2a-66e2b24bd16d,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,,,,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,,0.061,1.77,2.05,-2.87,,-0.38,97.0,91.4,90.8,84.1,,0.188,0.274,0.31,0.213,0.283,0.351,,,,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-19,746781,Strikeout,strikeout,True,669450,676979,Cooper Hummel,Garrett Crochet,0,df2770e3-2922-4383-97b4-b92b3643a5b9,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,,,,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,,0.061,1.77,2.05,-2.87,,-0.38,97.0,91.4,90.8,84.1,,0.188,0.274,0.31,0.213,0.283,0.351,,,,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-19,746781,Lineout,field_out,True,669450,676979,Cooper Hummel,Garrett Crochet,0,aed98ade-d02c-4b04-9edd-e14beaf49239,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,,,,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,,0.061,1.77,2.05,-2.87,,-0.38,97.0,91.4,90.8,84.1,,0.188,0.274,0.31,0.213,0.283,0.351,,,,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-20,746782,Field Error,field_error,False,669450,621383,Cooper Hummel,Tanner Banks,1,ebeabc98-c5a1-46c1-b462-c9fcd793d17c,621383.0,tannerbanks,Banks,Left,Tanner Banks,CHW,4.33,3.29,43.2,103.0,97.0,101.0,0.746,9.89,2.27,8.86,1.03,1.31,0.293,0.325,0.171,0.293,0.419,85.0,96.0,96.0,119.0,108.0,107.0,86.0,112.0,110.0,107.0,93.0,92.0,,,,0.298,,0.325,0.149,0.16,0.64,,-0.8,1.52,-2.05,93.5,,86.1,88.0,82.2,0.226,0.358,0.279,,,,0.154,0.192,0.347,0.326,0.5,0.213,0.29,0.516,0.185,80.0,108.0,97.0,,,,0.067,,0.94,,92.0,,0.273,0.273,0.444,,,,,,,,,,,,
2024-06-20,746782,Strikeout,strikeout,True,669450,647336,Cooper Hummel,Michael Soroka,0,fa8bceba-ffeb-44e1-957b-1a67d7928a9d,647336.0,michaelsoroka,Soroka,Right,Michael Soroka,CHW,5.23,4.92,72.1,95.0,95.0,94.0,0.792,8.83,5.23,7.96,1.62,0.99,0.268,0.478,0.176,0.298,0.402,112.0,84.0,92.0,,,,93.0,97.0,94.0,102.0,99.0,97.0,,,,0.306,,0.36,,0.105,-0.14,,0.1,,-3.67,93.3,,82.1,81.9,,0.206,0.382,0.177,,,,,,,0.185,0.348,0.408,0.333,0.667,0.132,77.0,93.0,89.0,,,,0.229,,-1.48,,92.3,,0.289,0.518,0.08,,,,,,,,,,,,
2024-06-21,746375,Flyout,field_out,True,669450,663989,Cooper Hummel,Nick Vespi,0,995a13bc-6258-4c61-8b38-a52ded991e5b,663989.0,nickvespi,Vespi,Left,Nick Vespi,BAL,3.18,3.93,11.1,102.0,111.0,103.0,0.79,5.56,1.59,7.94,0.79,1.33,0.194,0.417,0.139,0.389,0.467,,,,100.0,105.0,107.0,,,,122.0,116.0,121.0,110.0,95.0,94.0,,0.586,0.224,0.191,,,-0.51,0.8,2.6,,,89.6,,84.1,80.1,,,,0.28,0.44,0.167,0.167,0.167,0.333,0.182,0.455,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-28,745804,Groundout,field_out,True,669450,518617,Cooper Hummel,Jake Diekman,0,d5c7728b-63c5-4c68-9a8a-5963d6d95d6b,518617.0,jakediekman,Diekman,Left,Jake Diekman,NYM,5.53,4.33,27.2,90.0,132.0,95.0,0.752,10.73,7.16,6.18,1.63,1.83,0.294,0.309,0.191,0.265,0.417,84.0,88.0,83.0,,,,144.0,93.0,94.0,120.0,88.0,101.0,,,,0.601,,0.304,,0.093,-0.22,,0.18,,-5.1,94.5,,87.1,82.8,,0.197,0.426,0.265,,,,,,,0.115,0.269,0.354,0.364,0.727,0.286,86.0,-132.0,-134.0,,,,0.002,,-19.0,,93.6,,,,,,,,,,,,,,,,
