date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff
2024-07-11,746688,Single,single,False,642851,596295,Austin Wynns,Austin Gomber,0,600da3c9-4c6b-455b-a4a7-29b441458817,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,86.0,105.0,101.0,,,,73.0,98.0,90.0,51.0,110.0,96.0,86.0,102.0,100.0,,,,0.001,0.412,,0.158,,0.211,-1.25,,-43.05,-0.33,,-0.09,90.4,,80.9,90.1,83.8,,0.274,0.532,0.162,,,,0.312,0.567,0.093,,,,0.188,0.337,0.266,0.274,0.369,0.275,,,,,,,,,,78.0,111.0,105.0,0.218,0.82,77.1,,,
2024-07-11,746688,Flyout,field_out,True,642851,641755,Austin Wynns,Tyler Kinley,0,a94194e6-8e18-4103-bd3a-86f8bb3c78ae,641755.0,tylerkinley,Kinley,Right,Tyler Kinley,COL,7.52,5.22,40.2,98.0,85.0,94.0,0.695,9.74,5.31,10.84,1.99,0.9,0.152,0.496,0.208,0.312,0.393,65.0,86.0,79.0,,,,74.0,88.0,84.0,16.0,56.0,52.0,92.0,104.0,101.0,,,,0.003,0.366,,0.589,,0.043,-3.61,,-2.92,-0.4,,0.7,95.8,,87.2,93.9,89.6,,0.226,0.5,0.404,,,,0.431,0.621,0.106,,,,,,,0.0,0.0,0.636,,,,,,,,,,,,,,,,,,
2024-07-11,746688,Flyout,field_out,True,642851,621389,Austin Wynns,Ty Blach,0,ad0007a0-9369-4620-aadf-84c4b1c2b5ff,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,,,,77.0,106.0,90.0,,,,79.0,107.0,89.0,0.51,,0.121,,0.122,0.247,,0.63,-1.47,,-0.42,-2.76,,83.2,80.0,89.1,,79.2,,,,0.376,0.576,0.092,,,,0.211,0.5,0.203,0.174,0.348,0.191,0.367,0.517,0.217,,,,,,,,,,,,,,,,,,
2024-07-14,746686,Pop Out,field_out,True,642851,669432,Austin Wynns,Trevor Rogers,0,389d82db-c629-4dfd-b4f3-d3cba9bb8f37,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,,,,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,,,,0.231,0.325,,0.21,,0.233,-0.74,,0.22,-1.71,,-0.95,92.1,,85.8,91.6,82.5,,0.262,0.475,0.288,0.27,0.45,0.119,0.261,0.486,0.23,,,,,,,0.299,0.393,0.251,,,,,,,,,,,,,,,,,,
2024-07-14,746686,Strikeout,strikeout,True,642851,669432,Austin Wynns,Trevor Rogers,0,7d01cc9a-6188-4e24-b40a-ebc1e619386e,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,,,,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,,,,0.231,0.325,,0.21,,0.233,-0.74,,0.22,-1.71,,-0.95,92.1,,85.8,91.6,82.5,,0.262,0.475,0.288,0.27,0.45,0.119,0.261,0.486,0.23,,,,,,,0.299,0.393,0.251,,,,,,,,,,,,,,,,,,
2024-07-21,744831,Groundout,field_out,True,642851,663623,Austin Wynns,Jake Irvin,0,e0fd69d3-8341-49d9-9fdc-a7a3b2e07dfd,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.49,3.87,116.0,105.0,96.0,102.0,0.796,7.68,2.25,7.76,1.09,1.13,0.244,0.414,0.173,0.327,0.473,104.0,91.0,95.0,111.0,106.0,106.0,84.0,106.0,99.0,97.0,104.0,106.0,136.0,80.0,109.0,77.0,104.0,94.0,0.178,0.355,0.09,0.004,0.35,0.022,0.64,-0.25,-0.14,2.31,0.75,-1.04,94.1,89.9,88.0,93.4,86.3,81.0,,,,0.311,0.456,0.119,0.208,0.364,0.231,0.275,0.525,0.216,0.199,0.363,0.263,,,,,,,,,,,,,,,,,,,,,
2024-07-21,744831,Groundout,field_out,True,642851,663623,Austin Wynns,Jake Irvin,0,f3d42a5f-1dc7-4a21-8bf5-4e54cbdecad8,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.49,3.87,116.0,105.0,96.0,102.0,0.796,7.68,2.25,7.76,1.09,1.13,0.244,0.414,0.173,0.327,0.473,104.0,91.0,95.0,111.0,106.0,106.0,84.0,106.0,99.0,97.0,104.0,106.0,136.0,80.0,109.0,77.0,104.0,94.0,0.178,0.355,0.09,0.004,0.35,0.022,0.64,-0.25,-0.14,2.31,0.75,-1.04,94.1,89.9,88.0,93.4,86.3,81.0,,,,0.311,0.456,0.119,0.208,0.364,0.231,0.275,0.525,0.216,0.199,0.363,0.263,,,,,,,,,,,,,,,,,,,,,
2024-07-28,745063,Single,single,True,642851,542888,Austin Wynns,Shawn Armstrong,1,7ad10691-00f6-4834-9c23-bca47e09350a,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,- - -,4.85,4.81,59.1,106.0,97.0,103.0,0.812,9.4,3.19,10.16,0.91,0.89,0.309,0.315,0.18,0.348,0.465,,,,,,,87.0,110.0,105.0,95.0,101.0,98.0,129.0,113.0,116.0,102.0,103.0,101.0,0.278,0.352,0.29,0.08,,,1.32,-1.59,-1.61,-1.02,,,93.3,90.4,,93.7,84.3,,0.167,0.333,0.3,0.385,0.462,0.11,0.174,0.314,0.344,0.31,0.586,0.194,,,,,,,,,,,,,,,,,,,,,,0.273,0.455,0.25
2024-07-28,745063,Hit By Pitch,hit_by_pitch,False,642851,655889,Austin Wynns,Manuel Rodríguez,0,93e9d74a-7ef5-49db-a2f0-7dfae401523f,655889.0,manuelrodriguez,"Rodríguez, M",Right,Manuel Rodríguez,TBR,2.28,3.18,27.2,96.0,124.0,100.0,0.743,8.78,3.25,6.51,0.65,1.48,0.203,0.405,0.135,0.257,0.422,,,,,,,93.0,85.0,83.0,103.0,93.0,90.0,147.0,104.0,115.0,,,,0.319,0.196,,0.484,,,0.61,,-0.78,2.23,,,96.7,,,96.8,89.3,,0.175,0.316,0.351,0.308,0.385,0.123,0.133,0.133,0.303,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-28,745063,Strikeout,strikeout,True,642851,676604,Austin Wynns,Tyler Zuber,0,6fe147cd-431e-4301-a7b1-415e1546f19d,676604.0,tylerzuber,Zuber,Right,Tyler Zuber,TBR,2.7,3.65,3.1,98.0,122.0,106.0,0.862,10.8,5.4,8.1,2.7,0.33,0.222,0.444,0.111,0.444,0.4,,,,,,,112.0,100.0,99.0,,,,143.0,102.0,111.0,104.0,87.0,110.0,,0.427,0.213,0.36,,,-3.39,-1.31,,3.58,,,94.9,89.6,,,85.4,,,,,,,,0.333,1.333,0.273,0.333,0.333,0.143,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.182
