date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CH%,wSI/C,wSL/C,wCH/C,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,KC%,wFA/C,wFC/C,wKC/C,vFA,vFC,vKC,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C
2024-04-27,747052,Strikeout,strikeout,True,669397,608344,Nick Allen,Cole Irvin,0,d927efdc-3c11-4832-9fe0-1e2d0a0f979f,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,81.0,103.0,92.0,85.0,120.0,120.0,0.145,0.046,0.135,0.1,-5.55,1.08,85.0,91.8,77.9,0.304,0.446,0.084,0.308,0.538,0.15,0.217,0.283,0.25,62.0,101.0,86.0,,,,83.0,102.0,91.0,0.326,0.101,,-1.6,-0.22,,91.9,86.0,,0.31,0.66,0.151,0.326,0.512,0.187,0.27,0.365,0.203,99.0,98.0,102.0,0.247,0.21,77.3,,,,,,,,,,,,,,,,,,
2024-04-27,747052,Strikeout,strikeout,True,669397,608344,Nick Allen,Cole Irvin,0,66fba309-ed10-40fb-be8f-da0829f5428e,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,81.0,103.0,92.0,85.0,120.0,120.0,0.145,0.046,0.135,0.1,-5.55,1.08,85.0,91.8,77.9,0.304,0.446,0.084,0.308,0.538,0.15,0.217,0.283,0.25,62.0,101.0,86.0,,,,83.0,102.0,91.0,0.326,0.101,,-1.6,-0.22,,91.9,86.0,,0.31,0.66,0.151,0.326,0.512,0.187,0.27,0.365,0.203,99.0,98.0,102.0,0.247,0.21,77.3,,,,,,,,,,,,,,,,,,
2024-04-27,747052,Flyout,field_out,True,669397,657508,Nick Allen,Mike Baumann,0,8653bba2-476f-4706-852e-cc0af3497afb,657508.0,mikebaumann,Baumann,Right,Mike Baumann,- - -,4.41,4.48,34.2,94.0,120.0,99.0,0.772,8.31,4.41,8.05,1.56,0.98,0.291,0.32,0.126,0.301,0.442,90.0,110.0,107.0,,,,110.0,82.0,88.0,0.002,0.215,0.034,-3.42,1.8,0.22,89.1,95.8,92.2,,,,0.192,0.346,0.291,0.2,0.2,0.25,123.0,96.0,99.0,125.0,97.0,105.0,,,,0.396,,0.353,-3.29,,0.44,96.3,,87.6,0.327,0.75,0.174,,,,0.16,0.16,0.327,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-29,745672,Groundout,field_out,True,669397,663559,Nick Allen,Bailey Falter,0,7391f9c7-a65b-4554-bbfd-8de27f1f7227,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,99.0,102.0,98.0,88.0,95.0,94.0,0.144,0.161,,1.24,-0.06,,,91.9,85.6,0.262,0.492,0.144,0.245,0.286,0.32,,,,84.0,101.0,95.0,,,,,,,0.511,,,1.03,,,91.7,,,0.229,0.36,0.167,,,,0.256,0.488,0.197,100.0,100.0,99.0,0.174,-0.34,77.0,37.0,97.0,75.0,0.01,-6.89,87.0,0.333,1.333,0.125,,,,,,,,,
2024-04-29,745672,Sac Bunt,sac_bunt,True,669397,663559,Nick Allen,Bailey Falter,1,6aa72dd2-36bb-4fe1-81c3-5f1562dda2db,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,99.0,102.0,98.0,88.0,95.0,94.0,0.144,0.161,,1.24,-0.06,,,91.9,85.6,0.262,0.492,0.144,0.245,0.286,0.32,,,,84.0,101.0,95.0,,,,,,,0.511,,,1.03,,,91.7,,,0.229,0.36,0.167,,,,0.256,0.488,0.197,100.0,100.0,99.0,0.174,-0.34,77.0,37.0,97.0,75.0,0.01,-6.89,87.0,0.333,1.333,0.125,,,,,,,,,
2024-04-29,745672,Strikeout,strikeout,True,669397,672710,Nick Allen,Roansy Contreras,0,65f9526b-11d3-46a8-aa7d-337d1698453b,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,- - -,4.87,4.99,40.2,97.0,99.0,98.0,0.8,7.75,4.43,9.07,1.33,0.94,0.25,0.355,0.153,0.347,0.45,80.0,88.0,88.0,75.0,94.0,74.0,118.0,98.0,106.0,0.049,0.325,0.106,-2.07,-1.01,-2.57,89.2,94.5,83.5,0.571,0.571,0.056,0.1,0.25,0.302,0.263,0.474,0.182,92.0,99.0,94.0,,,,,,,0.432,,,0.12,,,94.8,,,0.274,0.384,0.189,,,,0.125,0.25,0.154,86.0,92.0,98.0,0.088,1.03,78.0,,,,,,,,,,,,,,,,,,
2024-04-29,745672,Strikeout,strikeout,True,669397,693312,Nick Allen,Kyle Nicolas,0,9a3c8a2c-ccd2-4994-ae83-6c00fdac8a37,693312.0,kylenicolas,Nicolas,Right,Kyle Nicolas,PIT,3.82,2.92,30.2,92.0,128.0,94.0,0.739,10.86,4.99,6.46,0.29,1.38,0.307,0.333,0.12,0.293,0.37,,,,,,,138.0,107.0,110.0,0.005,0.244,,-6.82,0.68,,,94.8,91.1,,,,0.189,0.243,0.369,,,,124.0,88.0,88.0,,,,,,,0.571,,,1.21,,,97.7,,,0.193,0.246,0.222,,,,0.25,0.313,0.485,128.0,87.0,92.0,0.179,-0.99,85.3,,,,,,,,,,,,,,,,,,
2024-08-29,746670,Single,single,False,669397,687924,Nick Allen,Julian Aguiar,0,7405f31c-7b15-4a31-bf7f-8c4fae3ed02b,687924.0,julianaguiar,Aguiar,Right,Julian Aguiar,CIN,6.43,7.88,14.0,100.0,88.0,102.0,0.796,4.5,2.57,10.93,3.21,0.79,0.196,0.451,0.137,0.314,0.465,101.0,99.0,96.0,87.0,100.0,100.0,81.0,112.0,119.0,0.522,0.177,0.204,-0.9,1.52,-0.1,83.5,94.0,79.3,0.303,0.667,0.145,0.143,0.143,0.25,0.231,0.308,0.391,,,,,,,,,,,,,,,,,,,,,,,,,0.6,1.8,0.0,81.0,90.0,96.0,0.097,-17.48,78.2,,,,,,,,,,,,,,,,,,
2024-08-29,746670,Groundout,field_out,True,669397,687924,Nick Allen,Julian Aguiar,0,4fa4e687-4e3c-4f70-ae84-d7926685e196,687924.0,julianaguiar,Aguiar,Right,Julian Aguiar,CIN,6.43,7.88,14.0,100.0,88.0,102.0,0.796,4.5,2.57,10.93,3.21,0.79,0.196,0.451,0.137,0.314,0.465,101.0,99.0,96.0,87.0,100.0,100.0,81.0,112.0,119.0,0.522,0.177,0.204,-0.9,1.52,-0.1,83.5,94.0,79.3,0.303,0.667,0.145,0.143,0.143,0.25,0.231,0.308,0.391,,,,,,,,,,,,,,,,,,,,,,,,,0.6,1.8,0.0,81.0,90.0,96.0,0.097,-17.48,78.2,,,,,,,,,,,,,,,,,,
2024-08-29,746670,Groundout,field_out,True,669397,605335,Nick Allen,Brandon Leibrandt,0,5e8a54d3-c18f-4f71-a184-e9dfbabbde81,605335.0,brandonleibrandt,Leibrandt,Left,Brandon Leibrandt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333,0.333,0.143,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-29,746670,Flyout,field_out,True,669397,663574,Nick Allen,Tony Santillan,0,393bbfeb-c464-4e28-a2b5-23bad4a6f1b2,663574.0,tonysantillan,Santillan,Right,Tony Santillan,CIN,2.55,2.14,17.2,110.0,113.0,109.0,0.748,13.75,2.55,5.09,1.53,1.06,0.4,0.25,0.125,0.275,0.505,76.0,156.0,148.0,,,,124.0,101.0,111.0,,0.386,0.007,,1.25,12.52,91.8,,86.8,,,,0.16,0.16,0.208,,,,106.0,114.0,107.0,,,,,,,0.607,,,1.48,,,97.3,,,0.146,0.366,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-04,745614,Groundout,field_out,True,669397,646242,Nick Allen,Jhonathan Díaz,0,ffbc63a1-02ea-4480-95eb-15734501897d,646242.0,jhonathandiaz,"Diaz, J",Left,Jhonathan Díaz,SEA,6.14,4.22,7.1,103.0,75.0,96.0,0.852,8.59,2.45,15.95,2.45,1.75,0.179,0.321,0.107,0.286,0.467,71.0,91.0,67.0,70.0,100.0,91.0,94.0,112.0,120.0,0.197,0.18,0.18,-0.97,-5.53,-0.93,81.2,88.3,78.5,0.6,0.6,0.077,0.4,0.5,0.333,0.2,0.2,0.1,60.0,103.0,91.0,,,,,,,0.295,,,-4.19,,,90.6,,,0.273,0.818,0.15,,,,0.5,1.25,0.167,92.0,107.0,119.0,0.148,-6.01,73.2,,,,,,,,,,,,,,,,,,
2024-09-06,745611,Single,single,False,669397,689225,Nick Allen,Beau Brieske,1,5f6aad3a-276c-428b-b5c9-2af8e1194e17,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.07,3.8,55.1,101.0,108.0,101.0,0.784,9.43,4.23,8.46,0.49,0.97,0.201,0.357,0.156,0.331,0.403,103.0,106.0,109.0,85.0,105.0,95.0,123.0,94.0,100.0,0.17,0.187,0.266,1.37,-1.86,0.34,88.4,95.5,86.1,0.261,0.326,0.135,0.259,0.593,0.266,0.221,0.368,0.327,115.0,99.0,98.0,,,,,,,0.377,,,0.35,,,95.9,,,0.269,0.328,0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-07,745613,Groundout,field_out,True,669397,676428,Nick Allen,Brant Hurter,0,7a43dec0-3ad1-45ab-8416-2b4b0e2d2b75,676428.0,branthurter,Hurter,Left,Brant Hurter,DET,3.0,2.47,33.0,101.0,90.0,94.0,0.811,7.91,1.09,7.36,0.82,1.59,0.196,0.392,0.186,0.247,0.492,61.0,93.0,80.0,90.0,106.0,94.0,111.0,96.0,101.0,0.489,0.308,0.127,1.75,0.12,0.75,85.8,92.5,83.4,0.269,0.388,0.091,,,,0.154,0.308,0.259,50.0,102.0,86.0,,,,,,,0.076,,,3.07,,,92.2,,,0.0,0.0,0.368,,,,,,,,,,,,,,,,,,,,,,,,,0.189,0.378,0.361,,,
2024-09-07,745613,Flyout,field_out,True,669397,676428,Nick Allen,Brant Hurter,1,930f1f54-a430-4910-aee9-5201ad89024b,676428.0,branthurter,Hurter,Left,Brant Hurter,DET,3.0,2.47,33.0,101.0,90.0,94.0,0.811,7.91,1.09,7.36,0.82,1.59,0.196,0.392,0.186,0.247,0.492,61.0,93.0,80.0,90.0,106.0,94.0,111.0,96.0,101.0,0.489,0.308,0.127,1.75,0.12,0.75,85.8,92.5,83.4,0.269,0.388,0.091,,,,0.154,0.308,0.259,50.0,102.0,86.0,,,,,,,0.076,,,3.07,,,92.2,,,0.0,0.0,0.368,,,,,,,,,,,,,,,,,,,,,,,,,0.189,0.378,0.361,,,
2024-09-07,745613,Groundout,field_out,True,669397,676568,Nick Allen,Ricky Vanasco,0,3da2ff8d-bd38-4d1d-b68e-eda9db5e404c,676568.0,rickyvanasco,Vanasco,Right,Ricky Vanasco,- - -,6.75,3.77,4.0,98.0,114.0,102.0,0.818,2.25,0.0,6.75,0.0,4.5,0.214,0.5,0.143,0.286,0.556,,,,,,,134.0,71.0,84.0,,0.111,,,-2.06,,,,87.2,,,,,,,,,,111.0,97.0,100.0,,,,116.0,112.0,118.0,0.644,0.044,,1.78,8.06,,94.7,94.2,,0.25,0.375,0.188,,,,0.167,0.167,0.167,111.0,112.0,113.0,0.2,5.7,84.0,,,,,,,,,,,,,,,,,,
2024-09-10,746346,Forceout,force_out,True,669397,593576,Nick Allen,Héctor Neris,1,38e4be3d-3f04-4419-a9d6-b9cd6880542d,593576.0,hectorneris,Neris,Right,Héctor Neris,- - -,3.69,4.45,53.2,98.0,85.0,99.0,0.776,9.06,4.53,7.71,1.01,0.9,0.196,0.466,0.176,0.304,0.405,,,,90.0,91.0,86.0,86.0,90.0,91.0,0.092,0.037,,2.04,-3.64,,,92.8,85.5,0.313,0.375,0.1,0.667,1.333,0.364,,,,83.0,101.0,94.0,,,,,,,0.468,,,0.44,,,92.9,,,0.222,0.433,0.159,,,,,,,,,,,,,85.0,98.0,108.0,0.402,-0.51,82.7,0.213,0.315,0.36,,,,,,,,,
2024-09-12,746337,Groundout,field_out,True,669397,664285,Nick Allen,Framber Valdez,0,9807f845-9cfe-4a07-a3f3-65cec4761653,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.28,163.2,97.0,113.0,102.0,0.74,8.74,2.8,6.98,0.6,3.05,0.212,0.406,0.134,0.319,0.422,125.0,94.0,102.0,99.0,99.0,97.0,106.0,102.0,110.0,0.459,0.044,0.17,1.64,-0.71,0.58,89.8,94.1,85.2,0.276,0.384,0.116,0.25,0.5,0.382,0.224,0.286,0.353,59.0,102.0,93.0,,,,,,,0.012,,,-5.01,,,94.4,,,0.4,1.0,0.273,,,,0.109,0.172,0.41,129.0,96.0,109.0,0.315,1.81,79.7,,,,,,,,,,,,,,,,,,
2024-09-12,746337,Groundout,field_out,True,669397,664285,Nick Allen,Framber Valdez,0,46e347c2-8efd-4bc3-9657-0efb8d4d00b4,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.28,163.2,97.0,113.0,102.0,0.74,8.74,2.8,6.98,0.6,3.05,0.212,0.406,0.134,0.319,0.422,125.0,94.0,102.0,99.0,99.0,97.0,106.0,102.0,110.0,0.459,0.044,0.17,1.64,-0.71,0.58,89.8,94.1,85.2,0.276,0.384,0.116,0.25,0.5,0.382,0.224,0.286,0.353,59.0,102.0,93.0,,,,,,,0.012,,,-5.01,,,94.4,,,0.4,1.0,0.273,,,,0.109,0.172,0.41,129.0,96.0,109.0,0.315,1.81,79.7,,,,,,,,,,,,,,,,,,
2024-09-15,746741,Double,double,False,669397,680732,Nick Allen,Sean Burke,0,130d0a2d-bf29-407f-8487-35b36f84edbc,680732.0,seanburke,"Burke, S",Right,Sean Burke,CHW,2.25,6.06,8.0,102.0,103.0,107.0,0.739,9.0,3.38,9.0,1.13,0.9,0.32,0.44,0.24,0.32,0.42,75.0,64.0,79.0,,,,96.0,95.0,104.0,,0.348,0.014,,-1.09,-3.11,86.0,,86.7,,,,0.231,0.385,0.407,,,,107.0,98.0,107.0,,,,,,,0.362,,,-1.96,,,95.1,,,0.308,0.692,0.179,,,,0.143,0.143,0.357,107.0,117.0,114.0,0.275,0.84,80.2,,,,,,,,,,,,,,,,,,
2024-09-15,746741,Groundout,field_out,True,669397,680732,Nick Allen,Sean Burke,0,592304d9-5df1-4b79-a89b-f727cb693aa3,680732.0,seanburke,"Burke, S",Right,Sean Burke,CHW,2.25,6.06,8.0,102.0,103.0,107.0,0.739,9.0,3.38,9.0,1.13,0.9,0.32,0.44,0.24,0.32,0.42,75.0,64.0,79.0,,,,96.0,95.0,104.0,,0.348,0.014,,-1.09,-3.11,86.0,,86.7,,,,0.231,0.385,0.407,,,,107.0,98.0,107.0,,,,,,,0.362,,,-1.96,,,95.1,,,0.308,0.692,0.179,,,,0.143,0.143,0.357,107.0,117.0,114.0,0.275,0.84,80.2,,,,,,,,,,,,,,,,,,
2024-09-15,746741,Double,double,False,669397,694363,Nick Allen,Jared Shuster,0,4860c0ce-8e9d-4cb4-8545-fa63be644a1b,694363.0,jaredshuster,Shuster,Left,Jared Shuster,CHW,4.54,5.12,67.1,100.0,75.0,93.0,0.786,6.82,3.88,9.62,1.2,0.84,0.28,0.404,0.142,0.266,0.412,71.0,99.0,94.0,68.0,106.0,93.0,86.0,104.0,102.0,0.045,0.289,0.289,-1.05,0.47,-1.13,84.1,91.8,86.0,0.333,0.533,0.094,0.254,0.324,0.275,0.268,0.408,0.305,71.0,97.0,86.0,,,,,,,0.376,,,-0.62,,,92.5,,,0.278,0.5,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-15,746741,Flyout,field_out,True,669397,686642,Nick Allen,Fraser Ellard,0,d2d561ac-21f2-47e7-89e0-2d5431e4bd61,686642.0,fraserellard,Ellard,Left,Fraser Ellard,CHW,2.95,3.02,18.1,94.0,94.0,90.0,0.721,11.29,3.93,5.89,0.98,1.92,0.302,0.326,0.14,0.349,0.434,85.0,83.0,87.0,69.0,106.0,99.0,118.0,88.0,88.0,0.08,0.232,0.006,2.51,3.1,0.76,89.7,93.2,85.9,0.3,0.3,0.133,0.095,0.095,0.517,,,,95.0,94.0,91.0,,,,46.0,99.0,85.0,0.576,0.106,,1.0,-1.11,,95.2,91.6,,0.154,0.385,0.25,0.429,0.429,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-16,746828,Groundout,field_out,True,669397,680891,Nick Allen,Jack Neely,0,ec01de56-9367-40a6-9cae-e4920055596d,680891.0,jackneely,Neely,Right,Jack Neely,CHC,10.8,6.54,5.0,94.0,108.0,95.0,0.578,10.8,3.6,14.4,3.6,1.0,0.235,0.353,0.118,0.471,0.417,,,,,,,113.0,96.0,98.0,,0.44,,,0.82,,,,87.3,,,,0.182,0.182,0.571,,,,104.0,93.0,92.0,,,,,,,0.56,,,-5.82,,,96.1,,,0.5,1.0,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-18,746831,Groundout,field_out,True,669397,657006,Nick Allen,Justin Steele,0,c198b180-b602-4c5f-bc76-693bf4c951fa,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.03,2.79,130.2,103.0,100.0,102.0,0.791,9.09,2.55,7.37,0.76,1.2,0.292,0.377,0.172,0.265,0.513,71.0,92.0,92.0,62.0,104.0,95.0,130.0,105.0,109.0,0.052,0.298,0.031,2.27,1.88,0.21,86.4,91.7,83.3,0.227,0.273,0.176,0.154,0.235,0.285,0.235,0.235,0.154,89.0,102.0,99.0,,,,,,,0.598,,,0.24,,,91.6,,,0.259,0.404,0.222,,,,0.0,0.0,0.2,92.0,122.0,109.0,0.022,2.93,79.9,,,,,,,,,,,,,,,,,,
2024-09-18,746831,Pop Out,field_out,True,669397,624522,Nick Allen,Keegan Thompson,0,602da27e-7cc5-49a5-868d-fb3a5e5293e7,624522.0,keeganthompson,"Thompson, K",Right,Keegan Thompson,CHC,2.83,4.2,28.2,99.0,100.0,99.0,0.748,10.99,5.34,5.34,0.94,0.96,0.224,0.418,0.104,0.254,0.405,101.0,76.0,74.0,78.0,71.0,40.0,127.0,105.0,111.0,0.018,0.142,0.018,-3.46,2.27,-0.25,88.0,93.3,84.3,,,,,,,,,,75.0,98.0,98.0,,,,121.0,94.0,95.0,0.373,0.299,,0.27,1.53,,93.5,89.8,,0.2,0.45,0.269,0.185,0.296,0.143,0.167,0.222,0.387,94.0,109.0,109.0,0.15,-0.45,82.0,,,,,,,,,,,,,0.063,0.063,0.441,,,
2024-09-18,746831,Sac Bunt,sac_bunt,True,669397,592767,Nick Allen,Drew Smyly,1,46604b0b-0b8e-47f7-8969-1ffb3d7a54ef,592767.0,drewsmyly,Smyly,Left,Drew Smyly,CHC,3.95,3.78,57.0,101.0,92.0,102.0,0.762,8.53,3.79,8.68,1.58,0.83,0.226,0.476,0.167,0.298,0.424,,,,77.0,99.0,90.0,,,,0.482,0.001,,-0.22,3.93,,,92.6,82.1,0.298,0.489,0.164,,,,,,,,,,108.0,103.0,114.0,90.0,98.0,88.0,,0.031,0.486,,-2.15,-0.19,,88.8,80.1,,,,0.286,0.286,0.385,0.212,0.373,0.336,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-18,746831,Strikeout,strikeout,True,669397,663878,Nick Allen,Nate Pearson,0,c8b0e669-d809-4ba1-a62e-7ffaf7ed8226,663878.0,natepearson,Pearson,Right,Nate Pearson,- - -,4.64,4.53,64.0,99.0,128.0,106.0,0.754,9.98,2.95,9.14,1.69,0.88,0.215,0.42,0.127,0.403,0.456,,,,95.0,109.0,104.0,132.0,102.0,111.0,0.016,0.404,,-6.9,0.73,,,97.2,87.9,0.25,1.0,0.083,0.226,0.405,0.383,,,,126.0,97.0,101.0,,,,,,,0.461,,,-1.54,,,97.7,,,0.315,0.516,0.189,,,,0.172,0.276,0.394,127.0,93.0,105.0,0.117,-0.08,80.9,76.0,152.0,162.0,0.001,16.42,88.3,,,,,,,,,,,,
2024-09-21,745610,Groundout,field_out,True,669397,607074,Nick Allen,Carlos Rodón,1,3d4f7c34-2a92-4bc7-809c-c959b9a16f0b,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.98,4.03,169.2,97.0,122.0,104.0,0.717,10.08,2.81,8.12,1.54,0.69,0.262,0.398,0.145,0.333,0.397,130.0,93.0,106.0,,,,144.0,104.0,113.0,,0.261,0.128,,-0.35,1.28,85.5,,86.8,,,,0.2,0.352,0.392,0.198,0.259,0.485,114.0,98.0,101.0,,,,100.0,84.0,83.0,0.493,0.036,,0.16,-3.06,,95.4,91.8,,0.257,0.505,0.21,0.353,0.647,0.255,0.29,0.548,0.28,103.0,86.0,93.0,0.082,-1.38,81.0,,,,,,,,,,,,,,,,,,
2024-09-21,745610,Pop Out,field_out,True,669397,607074,Nick Allen,Carlos Rodón,0,9384c61d-1614-4593-8033-48e4a1adbe05,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.98,4.03,169.2,97.0,122.0,104.0,0.717,10.08,2.81,8.12,1.54,0.69,0.262,0.398,0.145,0.333,0.397,130.0,93.0,106.0,,,,144.0,104.0,113.0,,0.261,0.128,,-0.35,1.28,85.5,,86.8,,,,0.2,0.352,0.392,0.198,0.259,0.485,114.0,98.0,101.0,,,,100.0,84.0,83.0,0.493,0.036,,0.16,-3.06,,95.4,91.8,,0.257,0.505,0.21,0.353,0.647,0.255,0.29,0.548,0.28,103.0,86.0,93.0,0.082,-1.38,81.0,,,,,,,,,,,,,,,,,,
2024-09-21,745610,Flyout,field_out,True,669397,643410,Nick Allen,Mark Leiter Jr.,0,0aa2421e-3f5d-4bce-95b8-72973b75f15f,643410.0,markleiterjr,Leiter Jr.,Right,Mark Leiter Jr.,- - -,4.72,3.35,55.1,97.0,91.0,98.0,0.647,13.01,3.09,8.62,1.3,1.35,0.218,0.507,0.162,0.303,0.38,9.0,142.0,144.0,74.0,97.0,87.0,99.0,99.0,102.0,0.312,0.097,0.002,-1.99,-1.48,-24.31,83.8,91.5,79.6,0.394,0.62,0.098,,,,,,,,,,,,,75.0,96.0,89.0,0.003,0.076,,2.45,-4.1,,95.8,88.6,,,,,0.364,0.727,0.139,0.167,0.278,0.459,78.0,94.0,97.0,0.16,1.33,73.5,114.0,99.0,110.0,0.349,2.51,84.2,0.085,0.128,0.571,,,,0.313,0.563,0.394,,,
2024-09-28,745203,Groundout,field_out,True,669397,660825,Nick Allen,Eduard Bazardo,0,00cc4d5b-4446-4abe-90e5-d8677d386e49,660825.0,eduardbazardo,Bazardo,Right,Eduard Bazardo,SEA,4.88,2.38,27.2,103.0,108.0,105.0,0.73,10.73,2.93,6.51,0.65,1.64,0.227,0.455,0.106,0.288,0.385,,,,98.0,101.0,95.0,123.0,108.0,114.0,0.193,0.467,,1.77,1.23,,,94.1,82.7,0.167,0.278,0.182,0.222,0.311,0.33,,,,89.0,96.0,94.0,,,,,,,0.27,,,0.6,,,94.4,,,0.24,0.36,0.237,,,,,,,,,,,,,102.0,103.0,108.0,0.07,2.73,90.9,0.1,0.1,0.5,,,,,,,,,
2024-09-29,745201,Flyout,field_out,True,669397,669302,Nick Allen,Logan Gilbert,0,c7959660-7950-4ef4-a599-056123ae18ae,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.23,3.1,208.2,101.0,121.0,106.0,0.705,9.49,1.6,6.38,1.12,1.2,0.236,0.45,0.135,0.325,0.429,,,,91.0,102.0,97.0,146.0,102.0,115.0,0.015,0.32,,0.32,1.72,,,95.5,88.4,0.286,0.286,0.05,0.21,0.375,0.368,,,,106.0,101.0,97.0,,,,116.0,104.0,103.0,0.308,0.106,,1.41,0.14,,96.6,92.3,,0.204,0.383,0.193,0.247,0.483,0.272,0.181,0.301,0.354,124.0,99.0,107.0,0.118,0.81,83.2,99.0,96.0,104.0,0.134,1.18,84.5,0.101,0.162,0.506,,,,,,,,,
2024-09-29,745201,Single,single,False,669397,669302,Nick Allen,Logan Gilbert,0,225048ee-3443-4c57-a46c-bfa169cb8fc1,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.23,3.1,208.2,101.0,121.0,106.0,0.705,9.49,1.6,6.38,1.12,1.2,0.236,0.45,0.135,0.325,0.429,,,,91.0,102.0,97.0,146.0,102.0,115.0,0.015,0.32,,0.32,1.72,,,95.5,88.4,0.286,0.286,0.05,0.21,0.375,0.368,,,,106.0,101.0,97.0,,,,116.0,104.0,103.0,0.308,0.106,,1.41,0.14,,96.6,92.3,,0.204,0.383,0.193,0.247,0.483,0.272,0.181,0.301,0.354,124.0,99.0,107.0,0.118,0.81,83.2,99.0,96.0,104.0,0.134,1.18,84.5,0.101,0.162,0.506,,,,,,,,,
2024-09-29,745201,Pop Out,field_out,True,669397,666619,Nick Allen,Gregory Santos,0,3ce1e97b-9c6e-4694-b776-8d9a19f269f6,666619.0,gregorysantos,Santos,Right,Gregory Santos,SEA,4.91,2.88,7.1,100.0,127.0,106.0,0.814,7.36,1.23,8.59,0.0,2.6,0.304,0.391,0.261,0.261,0.366,74.0,128.0,108.0,102.0,95.0,97.0,148.0,108.0,118.0,0.33,0.589,0.027,-0.86,2.27,4.81,93.1,98.5,89.8,0.273,0.273,0.1,0.188,0.313,0.229,,,,76.0,39.0,30.0,,,,,,,0.054,,,-11.6,,,96.6,,,0.5,0.5,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
