date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,FO%,wFO/C,vFO
2024-07-25,745794,Groundout,field_out,True,805373,622663,Nacho Alvarez Jr.,Luis Severino,0,41e20952-960d-4ccb-92fb-ca901996d793,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.58,3.72,115.2,100.0,104.0,100.0,0.831,6.85,3.11,7.47,0.93,1.38,0.272,0.374,0.222,0.281,0.441,85.0,92.0,93.0,,,,99.0,102.0,99.0,141.0,102.0,113.0,0.339,0.222,,0.086,0.06,0.9,,-1.4,96.0,85.9,85.8,,0.233,0.391,0.21,0.211,0.263,0.274,,,,0.294,0.471,0.147,,,,,,,,,,88.0,97.0,93.0,93.0,92.0,87.0,0.273,0.08,-0.61,1.95,92.9,95.5,0.244,0.354,0.138,0.226,0.323,0.234,0.127,0.175,0.316,,,
2024-07-25,745794,Strikeout,strikeout,True,805373,676130,Nacho Alvarez Jr.,José Buttó,0,e0a4fba9-a189-4238-bfca-64cf0b53255c,676130.0,josebutto,Buttó,Right,José Buttó,NYM,2.59,4.08,48.2,91.0,90.0,89.0,0.72,9.43,4.81,4.62,0.74,0.98,0.259,0.393,0.134,0.304,0.316,78.0,98.0,87.0,,,,99.0,93.0,92.0,98.0,88.0,93.0,0.323,0.262,,0.194,1.91,1.26,,-0.29,93.7,86.6,84.2,,0.17,0.213,0.295,0.182,0.227,0.439,,,,0.149,0.383,0.425,,,,,,,,,,78.0,78.0,75.0,,,,0.221,,,2.37,,92.9,0.111,0.222,0.158,,,,0.25,0.375,0.25,,,
2024-07-25,745794,Strikeout,strikeout,True,805373,621242,Nacho Alvarez Jr.,Edwin Díaz,1,a40621f1-fc60-4b11-88b5-777fa18e0186,621242.0,edwindiaz,Díaz,Right,Edwin Díaz,NYM,4.08,2.9,28.2,95.0,121.0,106.0,0.667,12.24,3.45,7.22,1.57,1.29,0.194,0.493,0.224,0.284,0.438,,,,,,,115.0,91.0,96.0,127.0,99.0,113.0,0.444,0.556,,,0.34,-0.23,,,97.3,,89.5,,0.189,0.351,0.386,0.235,0.397,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-26,745792,Pop Out,field_out,True,805373,673540,Nacho Alvarez Jr.,Kodai Senga,0,e2849d67-67b2-4b08-b04c-5f741d9aa924,673540.0,kodaisenga,Senga,Right,Kodai Senga,NYM,3.38,4.71,5.1,102.0,110.0,104.0,0.75,15.19,1.69,3.38,1.69,0.67,0.444,0.333,0.333,0.444,0.452,,,,155.0,163.0,226.0,122.0,98.0,99.0,90.0,87.0,92.0,0.397,0.11,0.014,,5.27,2.11,19.55,,95.8,,81.8,70.8,0.0,0.0,0.313,,,,,,,,,,,,,,,,0.2,0.2,0.333,,,,88.0,106.0,93.0,,0.151,-4.69,,92.3,,,,,0.25,1.0,0.143,,,,0.329,1.42,83.1
2024-07-26,745792,Lineout,field_out,True,805373,673540,Nacho Alvarez Jr.,Kodai Senga,0,d3e7a92f-3c8a-41fc-ac48-e098e35df658,673540.0,kodaisenga,Senga,Right,Kodai Senga,NYM,3.38,4.71,5.1,102.0,110.0,104.0,0.75,15.19,1.69,3.38,1.69,0.67,0.444,0.333,0.333,0.444,0.452,,,,155.0,163.0,226.0,122.0,98.0,99.0,90.0,87.0,92.0,0.397,0.11,0.014,,5.27,2.11,19.55,,95.8,,81.8,70.8,0.0,0.0,0.313,,,,,,,,,,,,,,,,0.2,0.2,0.333,,,,88.0,106.0,93.0,,0.151,-4.69,,92.3,,,,,0.25,1.0,0.143,,,,0.329,1.42,83.1
2024-07-26,745792,Hit By Pitch,hit_by_pitch,False,805373,679358,Nacho Alvarez Jr.,Eric Orze,0,e22f54b1-4789-474e-bc51-2871d6c51b8b,679358.0,ericorze,Orze,Right,Eric Orze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.25,0.0,,,,,,,0.5,1.25,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-26,745792,Strikeout,strikeout,True,805373,518617,Nacho Alvarez Jr.,Jake Diekman,0,fb82a4e3-f2fe-4282-9e04-446bd023e342,518617.0,jakediekman,Diekman,Left,Jake Diekman,NYM,5.23,4.59,31.0,91.0,129.0,96.0,0.753,11.03,6.97,6.1,1.74,1.55,0.297,0.297,0.189,0.284,0.418,82.0,93.0,88.0,,,,140.0,93.0,95.0,120.0,87.0,101.0,0.607,0.292,,0.099,-0.48,0.22,,-3.71,94.6,87.1,82.8,,0.203,0.449,0.258,,,,,,,0.308,0.615,0.346,,,,,,,,,,86.0,-132.0,-134.0,,,,0.002,,,-18.9,,93.6,,,,,,,0.111,0.259,0.333,,,
2024-07-27,745793,Lineout,field_out,True,805373,656731,Nacho Alvarez Jr.,Tylor Megill,0,55fb3442-c331-4240-9cc3-b4188090124e,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,5.17,4.34,47.0,95.0,108.0,98.0,0.741,10.53,4.21,8.62,1.15,0.88,0.273,0.375,0.172,0.352,0.42,130.0,94.0,112.0,85.0,81.0,87.0,114.0,97.0,98.0,101.0,101.0,105.0,0.501,0.132,0.083,0.024,-0.69,-1.46,1.65,-4.35,95.6,87.2,85.2,77.1,0.256,0.423,0.226,0.231,0.346,0.294,0.091,0.182,0.4,0.5,0.5,0.111,101.0,92.0,105.0,0.09,-1.51,84.4,0.16,0.44,0.475,108.0,104.0,108.0,99.0,95.0,92.0,0.03,0.141,0.41,0.2,90.2,93.6,0.25,0.25,0.4,0.323,0.452,0.224,0.25,1.0,0.2,,,
2024-07-27,745793,Groundout,field_out,True,805373,656731,Nacho Alvarez Jr.,Tylor Megill,1,eff590d7-c4a4-4ae0-9120-34ef528ab7ff,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,5.17,4.34,47.0,95.0,108.0,98.0,0.741,10.53,4.21,8.62,1.15,0.88,0.273,0.375,0.172,0.352,0.42,130.0,94.0,112.0,85.0,81.0,87.0,114.0,97.0,98.0,101.0,101.0,105.0,0.501,0.132,0.083,0.024,-0.69,-1.46,1.65,-4.35,95.6,87.2,85.2,77.1,0.256,0.423,0.226,0.231,0.346,0.294,0.091,0.182,0.4,0.5,0.5,0.111,101.0,92.0,105.0,0.09,-1.51,84.4,0.16,0.44,0.475,108.0,104.0,108.0,99.0,95.0,92.0,0.03,0.141,0.41,0.2,90.2,93.6,0.25,0.25,0.4,0.323,0.452,0.224,0.25,1.0,0.2,,,
2024-07-27,745793,Hit By Pitch,hit_by_pitch,False,805373,664849,Nacho Alvarez Jr.,Danny Young,1,7b4f9284-98d3-45f1-b9f1-17caac1ef97d,664849.0,dannyyoung,"Young, D",Left,Danny Young,NYM,3.24,4.13,25.0,92.0,106.0,91.0,0.676,12.96,4.32,6.84,0.72,2.23,0.298,0.333,0.175,0.193,0.365,,,,,,,,,,137.0,84.0,89.0,,0.538,,,,0.28,,,,,80.3,,,,,,,,,,,,,,,,,,,,,,,69.0,101.0,93.0,97.0,74.0,84.0,0.453,0.009,-39.05,1.17,87.1,91.2,0.26,0.34,0.167,,,,0.122,0.22,0.5,,,
2024-07-27,745793,Strikeout,strikeout,True,805373,622065,Nacho Alvarez Jr.,Alex Young,0,4ae26e9f-cce4-46eb-90ab-8d039c9020e0,622065.0,alexyoung,"Young, Al",Left,Alex Young,- - -,1.0,3.75,9.0,107.0,91.0,107.0,0.697,8.0,3.0,8.0,0.0,2.5,0.077,0.462,0.192,0.231,0.42,97.0,108.0,110.0,131.0,96.0,106.0,79.0,114.0,107.0,,,,0.031,,0.16,0.504,-8.06,,0.57,1.5,88.2,84.8,,81.0,0.333,0.667,0.0,,,,0.25,0.25,0.25,0.222,0.278,0.514,,,,,,,,,,60.0,110.0,101.0,,,,0.305,,,2.61,,89.9,0.222,0.222,0.1,,,,,,,,,
2024-07-28,745795,Groundout,field_out,True,805373,656849,Nacho Alvarez Jr.,David Peterson,0,7208fa9f-4a5d-4499-bfc8-6eb2a7bb6804,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,94.0,87.0,92.0,85.0,100.0,99.0,68.0,101.0,91.0,114.0,99.0,104.0,0.252,0.186,0.073,0.169,-0.31,-1.49,0.21,0.25,93.1,84.7,85.2,79.0,0.254,0.31,0.236,0.27,0.432,0.326,0.174,0.348,0.25,0.16,0.26,0.294,,,,,,,,,,103.0,96.0,94.0,,,,0.32,,,1.7,,92.0,0.264,0.376,0.139,,,,,,,,,
2024-07-28,745795,Single,single,False,805373,656849,Nacho Alvarez Jr.,David Peterson,1,da3d170f-5aa0-40f7-aadd-b825908d5081,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.83,5.11,92.1,97.0,93.0,95.0,0.786,6.82,3.8,8.09,0.78,1.87,0.244,0.364,0.105,0.32,0.415,94.0,87.0,92.0,85.0,100.0,99.0,68.0,101.0,91.0,114.0,99.0,104.0,0.252,0.186,0.073,0.169,-0.31,-1.49,0.21,0.25,93.1,84.7,85.2,79.0,0.254,0.31,0.236,0.27,0.432,0.326,0.174,0.348,0.25,0.16,0.26,0.294,,,,,,,,,,103.0,96.0,94.0,,,,0.32,,,1.7,,92.0,0.264,0.376,0.139,,,,,,,,,
2024-07-28,745795,Strikeout,strikeout,True,805373,622065,Nacho Alvarez Jr.,Alex Young,0,e60adc69-a346-439e-a01d-8a727d7e5187,622065.0,alexyoung,"Young, Al",Left,Alex Young,- - -,1.0,3.75,9.0,107.0,91.0,107.0,0.697,8.0,3.0,8.0,0.0,2.5,0.077,0.462,0.192,0.231,0.42,97.0,107.0,110.0,131.0,96.0,106.0,79.0,114.0,107.0,,,,0.031,,0.16,0.504,-8.07,,0.57,1.5,88.2,84.8,,81.0,0.333,0.667,0.0,,,,0.25,0.25,0.25,0.222,0.278,0.514,,,,,,,,,,60.0,110.0,101.0,,,,0.305,,,2.63,,89.9,0.222,0.222,0.1,,,,,,,,,
2024-07-28,745795,Strikeout,strikeout,True,805373,518617,Nacho Alvarez Jr.,Jake Diekman,0,dcc46863-2e7f-4588-96fa-934cfbedc528,518617.0,jakediekman,Diekman,Left,Jake Diekman,NYM,5.63,5.04,32.0,91.0,129.0,96.0,0.752,11.25,6.75,6.47,1.97,1.42,0.299,0.299,0.182,0.286,0.42,82.0,93.0,89.0,,,,139.0,93.0,95.0,120.0,88.0,101.0,0.612,0.289,,0.097,-0.36,0.27,,-5.9,94.6,87.1,82.8,,0.208,0.444,0.257,,,,,,,0.357,0.857,0.333,,,,,,,,,,86.0,-132.0,-134.0,,,,0.002,,,-18.67,,93.6,,,,,,,0.107,0.25,0.338,,,
2024-07-29,745959,Pop Out,field_out,True,805373,607067,Nacho Alvarez Jr.,Colin Rea,0,d0602260-2b3f-46f6-9d62-d336b7cf3a09,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.61,4.88,142.0,102.0,84.0,97.0,0.829,7.16,2.28,8.11,1.39,0.98,0.256,0.443,0.15,0.333,0.449,,,,102.0,108.0,103.0,69.0,110.0,96.0,109.0,106.0,109.0,0.183,0.172,0.042,,1.15,3.54,-4.24,,92.8,,82.0,78.6,0.186,0.283,0.24,,,,0.417,0.708,0.189,,,,78.0,95.0,96.0,0.084,-1.28,86.4,0.275,0.412,0.267,83.0,103.0,96.0,76.0,95.0,88.0,0.307,0.212,-1.11,-0.23,87.7,92.3,0.284,0.477,0.111,0.288,0.64,0.173,0.078,0.089,0.244,,,
2024-07-29,745959,Flyout,field_out,True,805373,607067,Nacho Alvarez Jr.,Colin Rea,0,7c230adc-7e31-4c54-a9f6-317d2f65bc34,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.61,4.88,142.0,102.0,84.0,97.0,0.829,7.16,2.28,8.11,1.39,0.98,0.256,0.443,0.15,0.333,0.449,,,,102.0,108.0,103.0,69.0,110.0,96.0,109.0,106.0,109.0,0.183,0.172,0.042,,1.15,3.54,-4.24,,92.8,,82.0,78.6,0.186,0.283,0.24,,,,0.417,0.708,0.189,,,,78.0,95.0,96.0,0.084,-1.28,86.4,0.275,0.412,0.267,83.0,103.0,96.0,76.0,95.0,88.0,0.307,0.212,-1.11,-0.23,87.7,92.3,0.284,0.477,0.111,0.288,0.64,0.173,0.078,0.089,0.244,,,
2024-07-29,745959,Pop Out,field_out,True,805373,683232,Nacho Alvarez Jr.,Nick Mears,0,7565a997-870a-46b3-8e8a-fa7f278a50b8,683232.0,nickmears,Mears,Right,Nick Mears,- - -,5.79,3.27,56.0,100.0,131.0,108.0,0.74,11.73,3.7,9.64,0.96,1.05,0.248,0.366,0.163,0.366,0.441,,,,125.0,99.0,108.0,141.0,100.0,109.0,111.0,100.0,105.0,0.603,0.222,0.176,,0.81,0.0,-3.49,,96.7,,86.5,81.5,0.24,0.38,0.204,0.255,0.382,0.486,0.37,0.522,0.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-30,745958,Single,single,False,805373,605452,Nacho Alvarez Jr.,Joe Ross,0,35eddd2d-bf91-4c4e-86d2-164550f3caef,605452.0,joeross,Ross,Right,Joe Ross,MIL,4.19,4.09,58.0,103.0,88.0,98.0,0.752,7.29,3.26,8.84,0.78,1.1,0.264,0.385,0.22,0.335,0.46,79.0,107.0,96.0,108.0,102.0,99.0,80.0,109.0,97.0,95.0,102.0,104.0,0.158,0.376,0.021,0.083,-2.39,0.26,2.43,-0.1,94.6,90.2,86.5,83.2,0.302,0.488,0.278,0.247,0.351,0.382,0.0,0.0,0.308,0.286,0.381,0.135,,,,,,,,,,84.0,99.0,94.0,,,,0.362,,,0.81,,94.6,0.237,0.325,0.147,,,,,,,,,
2024-07-30,745958,Grounded Into DP,grounded_into_double_play,True,805373,605452,Nacho Alvarez Jr.,Joe Ross,1,47a89ade-728b-4651-8e5e-8f494762b0a6,605452.0,joeross,Ross,Right,Joe Ross,MIL,4.19,4.09,58.0,103.0,88.0,98.0,0.752,7.29,3.26,8.84,0.78,1.1,0.264,0.385,0.22,0.335,0.46,79.0,107.0,96.0,108.0,102.0,99.0,80.0,109.0,97.0,95.0,102.0,104.0,0.158,0.376,0.021,0.083,-2.39,0.26,2.43,-0.1,94.6,90.2,86.5,83.2,0.302,0.488,0.278,0.247,0.351,0.382,0.0,0.0,0.308,0.286,0.381,0.135,,,,,,,,,,84.0,99.0,94.0,,,,0.362,,,0.81,,94.6,0.237,0.325,0.147,,,,,,,,,
2024-07-30,745958,Flyout,field_out,True,805373,669060,Nacho Alvarez Jr.,Bryse Wilson,0,23632e4b-6717-4899-830a-4be7b5b1dede,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.19,5.31,101.0,105.0,93.0,98.0,0.817,7.13,2.76,8.91,1.78,0.86,0.255,0.369,0.159,0.376,0.453,53.0,96.0,85.0,107.0,107.0,106.0,85.0,113.0,105.0,,,,0.15,,0.143,0.043,-3.19,,-3.27,-0.82,93.5,88.0,,80.4,0.292,0.5,0.228,,,,0.309,0.709,0.229,0.182,0.273,0.174,,,,,,,,,,92.0,106.0,96.0,98.0,100.0,95.0,0.32,0.345,1.08,1.21,88.8,93.1,0.239,0.377,0.138,0.233,0.371,0.261,,,,,,
2024-07-30,745958,Lineout,field_out,True,805373,664079,Nacho Alvarez Jr.,Tyler Jay,0,d149b664-8321-4b0a-a412-613b0b5f2218,664079.0,tylerjay,Jay,Left,Tyler Jay,- - -,4.7,3.62,7.2,97.0,90.0,92.0,0.803,7.04,7.04,10.57,0.0,2.5,0.292,0.292,0.083,0.292,0.464,,,,,,,66.0,114.0,96.0,111.0,104.0,104.0,0.078,0.176,,,2.62,1.48,,,92.1,,82.0,,,,,,,,,,,,,,,,,,,,,,,94.0,93.0,88.0,72.0,94.0,90.0,0.523,0.222,-3.35,-0.04,89.1,93.1,0.286,0.429,0.171,0.444,0.556,0.2,0.167,0.167,0.467,,,
