date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,CU%,CH%,wFA/C,wFC/C,wFS/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vFS,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff
2024-04-09,747138,Walk,walk,False,553882,625643,Omar Narváez,Reynaldo López,0,70ed71b1-8c9c-4b92-82df-0c333823e2d4,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,81.0,100.0,104.0,91.0,102.0,98.0,111.0,101.0,105.0,,,,,,,0.57,,,0.281,0.11,0.039,1.2,,,1.06,2.51,-4.55,95.4,,,86.0,84.7,77.0,0.263,0.366,0.175,,,,0.182,0.255,0.413,,,,0.132,0.184,0.343,0.333,0.833,0.333,,,,,,,,,,,,,,,,,,
2024-04-09,747138,Strikeout,strikeout,True,553882,625643,Omar Narváez,Reynaldo López,0,c9d2511c-32fe-4d90-9055-6d11d58ee1ff,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,81.0,100.0,104.0,91.0,102.0,98.0,111.0,101.0,105.0,,,,,,,0.57,,,0.281,0.11,0.039,1.2,,,1.06,2.51,-4.55,95.4,,,86.0,84.7,77.0,0.263,0.366,0.175,,,,0.182,0.255,0.413,,,,0.132,0.184,0.343,0.333,0.833,0.333,,,,,,,,,,,,,,,,,,
2024-04-09,747138,Single,single,False,553882,554431,Omar Narváez,Tyler Matzek,0,2065bb36-75be-4168-9b54-39f03b7a72b1,554431.0,tylermatzek,Matzek,Left,Tyler Matzek,ATL,9.9,7.65,10.0,97.0,100.0,98.0,0.868,9.0,2.7,14.4,2.7,0.85,0.143,0.457,0.114,0.486,0.469,,,,,,,101.0,96.0,95.0,101.0,102.0,105.0,63.0,-57.0,-60.0,,,,0.67,0.006,,0.324,,,-3.94,-3.42,,-0.07,,,93.6,89.8,,,83.3,,0.414,0.793,0.129,,,,0.25,0.313,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-09,747138,Double,double,False,553882,628452,Omar Narváez,Raisel Iglesias,1,0960626c-c43d-40f7-8626-6d352b8f8866,628452.0,raiseliglesias,"Iglesias, R",Right,Raisel Iglesias,ATL,2.02,2.81,35.2,105.0,113.0,105.0,0.713,7.82,1.77,5.3,0.5,1.29,0.26,0.344,0.156,0.281,0.404,116.0,116.0,111.0,,,,103.0,103.0,103.0,131.0,105.0,116.0,,,,,,,0.28,,,0.173,,0.342,2.86,,,-1.01,,2.6,95.3,,,89.4,84.3,,0.167,0.306,0.213,,,,0.25,0.35,0.395,,,,,,,0.163,0.245,0.361,107.0,91.0,90.0,0.205,3.32,95.3,0.105,0.105,0.088,,,,,,,,,
2024-04-13,745839,Groundout,field_out,True,553882,679525,Omar Narváez,Alec Marsh,0,5a3c7d1d-2ed5-4274-a744-5799e83e67f5,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.52,4.96,91.2,100.0,100.0,100.0,0.797,8.25,2.85,8.25,1.28,0.84,0.248,0.391,0.169,0.353,0.438,93.0,96.0,97.0,98.0,106.0,104.0,91.0,100.0,96.0,121.0,98.0,106.0,,,,,,,0.376,,,0.221,0.156,0.108,0.97,,,0.02,-1.25,1.03,94.2,,,86.5,86.4,82.9,0.191,0.327,0.231,,,,0.118,0.118,0.355,,,,0.268,0.482,0.275,0.189,0.216,0.163,99.0,98.0,95.0,0.139,-2.75,93.5,0.35,0.617,0.096,,,,,,,,,
2024-04-13,745839,Pop Out,field_out,True,553882,679525,Omar Narváez,Alec Marsh,0,a77ded47-6c4c-4925-8dfd-c8af85bb0f24,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.52,4.96,91.2,100.0,100.0,100.0,0.797,8.25,2.85,8.25,1.28,0.84,0.248,0.391,0.169,0.353,0.438,93.0,96.0,97.0,98.0,106.0,104.0,91.0,100.0,96.0,121.0,98.0,106.0,,,,,,,0.376,,,0.221,0.156,0.108,0.97,,,0.02,-1.25,1.03,94.2,,,86.5,86.4,82.9,0.191,0.327,0.231,,,,0.118,0.118,0.355,,,,0.268,0.482,0.275,0.189,0.216,0.163,99.0,98.0,95.0,0.139,-2.75,93.5,0.35,0.617,0.096,,,,,,,,,
2024-04-13,745839,Lineout,field_out,True,553882,623433,Omar Narváez,Nick Anderson,0,751d775c-e420-4eb1-a200-d04c67d87351,623433.0,nickanderson,"Anderson, N",Right,Nick Anderson,KCR,4.04,5.06,35.2,100.0,88.0,97.0,0.78,7.32,3.79,8.83,1.51,0.98,0.324,0.361,0.102,0.324,0.478,79.0,80.0,86.0,113.0,102.0,105.0,61.0,96.0,87.0,,,,,,,,,,0.223,,,,0.455,0.052,-4.03,,,,0.15,-0.82,94.7,,,87.9,,81.7,0.4,0.8,0.19,,,,,,,,,,0.204,0.352,0.286,,,,70.0,102.0,95.0,0.269,0.61,94.8,0.245,0.429,0.191,,,,,,,,,
2024-04-13,745839,Strikeout,strikeout,True,553882,663704,Omar Narváez,James McArthur,0,6d3c5200-08d1-471d-b6db-5ee72b3d39d0,663704.0,jamesmcarthur,McArthur,Right,James McArthur,KCR,3.99,3.96,38.1,100.0,110.0,104.0,0.735,7.04,1.64,10.1,1.17,2.13,0.174,0.421,0.132,0.314,0.442,,,,138.0,108.0,119.0,80.0,95.0,89.0,100.0,91.0,99.0,,,,,,,0.059,,,0.225,0.338,,4.71,,,-0.64,-1.94,,94.9,,,,87.7,83.5,0.0,0.0,0.176,,,,0.304,0.522,0.431,,,,0.308,0.462,0.333,,,,98.0,97.0,97.0,0.378,0.76,95.1,0.299,0.448,0.146,,,,,,,,,
2024-04-16,745837,Flyout,field_out,True,553882,683003,Omar Narváez,Jared Jones,0,8877673c-1d2f-4e09-af79-5ca4b1016377,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,123.0,102.0,110.0,99.0,96.0,99.0,132.0,102.0,109.0,126.0,104.0,111.0,,,,,,,0.498,,,0.361,0.073,0.068,0.34,,,1.59,-1.54,-3.19,97.3,,,89.7,88.6,80.3,0.214,0.403,0.273,,,,0.194,0.313,0.398,,,,0.364,0.818,0.28,0.303,0.576,0.241,,,,,,,,,,,,,,,,,,
2024-04-16,745837,Flyout,field_out,True,553882,682847,Omar Narváez,Luis L. Ortiz,0,5c5700a2-396b-4806-9f1d-4174c83e6a69,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.219,0.297,0.268,0.286,0.343,0.187,0.21,0.346,0.293,,,,,,,,,,,,,,,,0.25,0.353,0.134,,,,,,,,,
2024-04-16,745837,Walk,walk,False,553882,669796,Omar Narváez,Jose E. Hernandez,1,bf6c4172-edb6-4dba-af02-f0bf5936e415,669796.0,joseehernandez,"Hernandez, Jose E.",Left,Jose E. Hernandez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333,0.556,0.2,,,,0.167,0.417,0.414,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-19,746160,Flyout,field_out,True,553882,808967,Omar Narváez,Yoshinobu Yamamoto,0,8b70a09e-3b8b-4645-9307-20a0e47f671a,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.92,3.17,74.0,105.0,99.0,106.0,0.758,10.22,2.07,7.54,0.73,1.5,0.251,0.402,0.156,0.332,0.441,,,,106.0,105.0,113.0,83.0,103.0,95.0,120.0,113.0,120.0,86.0,95.0,89.0,122.0,111.0,119.0,0.407,0.053,0.248,0.033,0.226,,1.22,2.17,-0.01,0.93,0.52,,95.5,91.3,90.1,,86.5,77.9,0.248,0.396,0.194,0.231,0.308,0.242,0.133,0.133,0.333,0.188,0.3,0.348,0.23,0.41,0.319,,,,102.0,110.0,103.0,0.033,-0.61,94.9,0.3,0.5,0.143,,,,,,,,,
2024-04-19,746160,Groundout,field_out,True,553882,808967,Omar Narváez,Yoshinobu Yamamoto,0,a61c2625-8d26-4281-a562-da894228e564,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.92,3.17,74.0,105.0,99.0,106.0,0.758,10.22,2.07,7.54,0.73,1.5,0.251,0.402,0.156,0.332,0.441,,,,106.0,105.0,113.0,83.0,103.0,95.0,120.0,113.0,120.0,86.0,95.0,89.0,122.0,111.0,119.0,0.407,0.053,0.248,0.033,0.226,,1.22,2.17,-0.01,0.93,0.52,,95.5,91.3,90.1,,86.5,77.9,0.248,0.396,0.194,0.231,0.308,0.242,0.133,0.133,0.333,0.188,0.3,0.348,0.23,0.41,0.319,,,,102.0,110.0,103.0,0.033,-0.61,94.9,0.3,0.5,0.143,,,,,,,,,
2024-04-19,746160,Groundout,field_out,True,553882,523260,Omar Narváez,Joe Kelly,0,d335bc04-d1b4-429a-bed6-3de5e8915511,523260.0,joekelly,"Kelly, J",Right,Joe Kelly,LAD,4.73,3.77,13.1,94.0,102.0,99.0,0.798,9.45,3.38,8.78,0.0,2.71,0.222,0.361,0.222,0.194,0.469,91.0,79.0,64.0,,,,94.0,105.0,99.0,135.0,115.0,144.0,,,,,,,0.246,,,0.268,,0.027,-0.69,,,1.81,,-9.26,98.6,,,89.2,90.4,,0.364,0.455,0.241,,,,0.211,0.263,0.25,,,,0.333,0.333,0.417,,,,77.0,83.0,76.0,0.317,0.36,98.0,0.214,0.214,0.097,115.0,76.0,89.0,0.143,-3.02,88.1,,,
2024-04-19,746160,Flyout,field_out,True,553882,518489,Omar Narváez,Ryan Brasier,0,83170a15-9fb4-4272-9dc4-45699850db2f,518489.0,ryanbrasier,Brasier,Right,Ryan Brasier,LAD,4.63,3.77,11.2,103.0,97.0,102.0,0.835,9.26,2.31,7.71,2.31,1.36,0.188,0.438,0.156,0.375,0.469,,,,,,,95.0,103.0,100.0,106.0,109.0,113.0,82.0,100.0,100.0,,,,0.278,0.13,,0.37,,,5.39,7.63,,-7.8,,,94.3,90.7,,,84.9,,0.0,0.0,0.25,0.0,0.0,0.0,0.409,0.864,0.156,,,,,,,,,,96.0,95.0,90.0,0.222,1.4,94.2,0.167,0.167,0.286,,,,,,,,,
2024-04-20,746156,Grounded Into DP,grounded_into_double_play,True,553882,694813,Omar Narváez,Gavin Stone,1,7a762b60-beda-4f02-94d9-3457d07923f9,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,80.0,103.0,98.0,95.0,100.0,100.0,97.0,99.0,96.0,133.0,112.0,121.0,80.0,100.0,95.0,,,,0.247,0.061,,0.162,0.033,0.262,0.31,2.5,,1.06,3.38,0.85,94.7,92.3,,87.2,88.9,83.3,0.247,0.36,0.148,0.286,0.286,0.173,0.247,0.315,0.346,,,,0.111,0.111,0.188,0.184,0.34,0.338,96.0,103.0,97.0,0.234,-0.5,95.2,0.333,0.495,0.146,,,,,,,,,
2024-04-20,746156,Groundout,field_out,True,553882,694813,Omar Narváez,Gavin Stone,1,eb9b7564-25fc-48b8-a6f6-bad3778a3d56,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.19,3.8,101.2,103.0,97.0,101.0,0.776,6.99,2.48,8.59,0.8,1.26,0.25,0.397,0.17,0.292,0.411,80.0,103.0,98.0,95.0,100.0,100.0,97.0,99.0,96.0,133.0,112.0,121.0,80.0,100.0,95.0,,,,0.247,0.061,,0.162,0.033,0.262,0.31,2.5,,1.06,3.38,0.85,94.7,92.3,,87.2,88.9,83.3,0.247,0.36,0.148,0.286,0.286,0.173,0.247,0.315,0.346,,,,0.111,0.111,0.188,0.184,0.34,0.338,96.0,103.0,97.0,0.234,-0.5,95.2,0.333,0.495,0.146,,,,,,,,,
2024-04-20,746156,Sac Bunt,sac_bunt,True,553882,642232,Omar Narváez,Ryan Yarbrough,1,e2fc6903-a2e7-4635-93cc-d61447ec9e52,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,LAD,3.73,4.67,62.2,98.0,80.0,93.0,0.813,4.45,3.59,7.04,1.15,0.95,0.259,0.403,0.169,0.259,0.444,63.0,102.0,82.0,96.0,102.0,111.0,86.0,96.0,90.0,,,,95.0,83.0,77.0,,,,0.173,0.142,,,0.286,0.149,0.52,-4.83,,,0.81,1.05,86.5,83.8,,77.5,,71.5,0.258,0.387,0.149,0.421,0.789,0.204,,,,,,,0.141,0.282,0.282,0.229,0.229,0.231,63.0,100.0,91.0,0.251,2.48,85.9,0.211,0.324,0.099,,,,,,,,,
2024-04-22,745351,Groundout,field_out,True,553882,676775,Omar Narváez,Keaton Winn,0,2aedba79-9a43-465c-947c-c029323aeece,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,,,,,,,89.0,101.0,95.0,127.0,99.0,106.0,,,,131.0,97.0,113.0,0.263,,0.405,0.139,,,-0.95,,0.21,-1.41,,,95.7,,88.9,,87.9,,0.214,0.5,0.272,,,,0.321,0.607,0.356,0.215,0.355,0.282,,,,,,,91.0,97.0,93.0,0.192,-2.96,94.8,0.41,0.692,0.066,,,,,,,,,
2024-04-22,745351,Groundout,field_out,True,553882,676775,Omar Narváez,Keaton Winn,0,66566cc8-2d97-4ebc-a30f-e7059d5f0331,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,,,,,,,89.0,101.0,95.0,127.0,99.0,106.0,,,,131.0,97.0,113.0,0.263,,0.405,0.139,,,-0.95,,0.21,-1.41,,,95.7,,88.9,,87.9,,0.214,0.5,0.272,,,,0.321,0.607,0.356,0.215,0.355,0.282,,,,,,,91.0,97.0,93.0,0.192,-2.96,94.8,0.41,0.692,0.066,,,,,,,,,
2024-04-22,745351,Flyout,field_out,True,553882,643511,Omar Narváez,Tyler Rogers,0,5af87d47-71dd-4c7e-99c9-f3dd65051543,643511.0,tylerrogers,"Rogers, Ty",Right,Tyler Rogers,SFG,3.15,2.48,45.2,106.0,126.0,105.0,0.839,6.7,0.59,9.66,0.79,2.1,0.304,0.372,0.284,0.236,0.532,,,,,,,109.0,106.0,94.0,145.0,97.0,103.0,,,,,,,0.008,,,0.371,,,-4.89,,,-1.38,,,82.3,,,,73.8,,,,,,,,0.246,0.478,0.28,,,,,,,,,,114.0,111.0,106.0,0.622,1.34,82.4,0.284,0.358,0.143,,,,,,,,,
2024-04-23,745348,Double,double,False,553882,657277,Omar Narváez,Logan Webb,0,18bf4b4d-0e2a-4df6-9e05-b80d01d46d9e,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,,,,56.0,109.0,91.0,119.0,102.0,112.0,59.0,115.0,105.0,,,,0.048,0.011,,0.223,,0.329,1.24,5.55,,0.18,,0.28,92.3,90.3,,87.4,83.5,,0.1,0.15,0.39,,,,0.247,0.323,0.227,,,,,,,0.283,0.405,0.197,98.0,103.0,101.0,0.388,1.02,92.2,0.276,0.346,0.15,,,,,,,,,
2024-04-23,745348,Strikeout,strikeout,True,553882,657277,Omar Narváez,Logan Webb,0,f1bde6ba-30e5-4845-aa1b-26c90b16285c,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,,,,56.0,109.0,91.0,119.0,102.0,112.0,59.0,115.0,105.0,,,,0.048,0.011,,0.223,,0.329,1.24,5.55,,0.18,,0.28,92.3,90.3,,87.4,83.5,,0.1,0.15,0.39,,,,0.247,0.323,0.227,,,,,,,0.283,0.405,0.197,98.0,103.0,101.0,0.388,1.02,92.2,0.276,0.346,0.15,,,,,,,,,
2024-04-23,745348,Flyout,field_out,True,553882,657277,Omar Narváez,Logan Webb,0,5c228d8d-2bea-465e-8ac7-f11b20ad8e30,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,,,,56.0,109.0,91.0,119.0,102.0,112.0,59.0,115.0,105.0,,,,0.048,0.011,,0.223,,0.329,1.24,5.55,,0.18,,0.28,92.3,90.3,,87.4,83.5,,0.1,0.15,0.39,,,,0.247,0.323,0.227,,,,,,,0.283,0.405,0.197,98.0,103.0,101.0,0.388,1.02,92.2,0.276,0.346,0.15,,,,,,,,,
2024-04-23,745348,Groundout,field_out,True,553882,666808,Omar Narváez,Camilo Doval,0,78ee2961-4950-40c9-b4cc-7f53d8cd6b8d,666808.0,camilodoval,Doval,Right,Camilo Doval,SFG,4.38,3.67,37.0,96.0,113.0,98.0,0.655,11.92,5.84,8.76,0.73,2.15,0.204,0.48,0.204,0.306,0.393,,,,,,,,,,140.0,94.0,106.0,94.0,102.0,95.0,,,,,0.373,,0.487,,,,-0.42,,0.2,,,,99.6,,,88.7,,,,,0.26,0.5,0.241,0.216,0.311,0.468,,,,,,,,,,71.0,91.0,80.0,0.14,-1.95,98.0,0.333,0.476,0.175,,,,,,,,,
