date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,SV_ba,SV_slg,SV_whiff,FO%,wFO/C,vFO
2024-06-08,746223,Single,single,False,683021,605463,Michael Stefanic,Tayler Scott,0,d89c0425-08c8-43e1-b87b-fa5cebe9a734,605463.0,taylerscott,"Scott, Tay",Right,Tayler Scott,HOU,1.36,2.99,46.1,99.0,98.0,99.0,0.745,8.35,4.27,4.86,0.39,1.67,0.231,0.41,0.214,0.231,0.372,60.0,103.0,101.0,121.0,98.0,97.0,105.0,93.0,86.0,89.0,97.0,106.0,,,,0.073,0.433,,0.262,0.232,2.65,,-0.27,0.86,0.69,92.7,,85.5,92.6,84.0,0.143,0.214,0.329,0.089,0.107,0.287,,,,0.375,0.375,0.211,,,,,,,,,,0.212,0.288,0.276,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-09,746216,Lineout,field_out,True,683021,434378,Michael Stefanic,Justin Verlander,0,4fa95474-25cc-47ac-b089-caa47a970dca,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,3.95,3.85,57.0,102.0,120.0,104.0,0.806,8.05,2.68,8.21,1.74,0.44,0.299,0.335,0.222,0.275,0.455,112.0,93.0,96.0,122.0,100.0,104.0,,,,130.0,108.0,114.0,,,,,0.495,,0.19,0.09,0.16,,,-0.8,1.19,93.5,,84.2,,86.5,0.15,0.15,0.302,0.243,0.47,0.211,,,,,,,,,,,,,0.294,0.412,0.206,0.239,0.457,0.214,112.0,104.0,100.0,0.225,-0.77,77.7,,,,,,,,,,,,,,,,,,
2024-06-09,746216,Flyout,field_out,True,683021,434378,Michael Stefanic,Justin Verlander,0,ebfc718a-92a9-4b12-82aa-8106b0061c2c,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,3.95,3.85,57.0,102.0,120.0,104.0,0.806,8.05,2.68,8.21,1.74,0.44,0.299,0.335,0.222,0.275,0.455,112.0,93.0,96.0,122.0,100.0,104.0,,,,130.0,108.0,114.0,,,,,0.495,,0.19,0.09,0.16,,,-0.8,1.19,93.5,,84.2,,86.5,0.15,0.15,0.302,0.243,0.47,0.211,,,,,,,,,,,,,0.294,0.412,0.206,0.239,0.457,0.214,112.0,104.0,100.0,0.225,-0.77,77.7,,,,,,,,,,,,,,,,,,
2024-06-09,746216,Groundout,field_out,True,683021,434378,Michael Stefanic,Justin Verlander,1,b3642b2e-e80c-4a66-bcd0-df31aca6c213,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,3.95,3.85,57.0,102.0,120.0,104.0,0.806,8.05,2.68,8.21,1.74,0.44,0.299,0.335,0.222,0.275,0.455,112.0,93.0,96.0,122.0,100.0,104.0,,,,130.0,108.0,114.0,,,,,0.495,,0.19,0.09,0.16,,,-0.8,1.19,93.5,,84.2,,86.5,0.15,0.15,0.302,0.243,0.47,0.211,,,,,,,,,,,,,0.294,0.412,0.206,0.239,0.457,0.214,112.0,104.0,100.0,0.225,-0.77,77.7,,,,,,,,,,,,,,,,,,
2024-06-09,746216,Caught Stealing 2B,caught_stealing_2b,True,683021,606160,Michael Stefanic,Rafael Montero,0,728409f7-6535-4375-b42f-c109337b5083,606160.0,rafaelmontero,Montero,Right,Rafael Montero,HOU,4.84,5.5,35.1,101.0,101.0,97.0,0.826,5.86,4.08,8.41,2.04,1.21,0.255,0.409,0.155,0.345,0.351,90.0,111.0,101.0,105.0,98.0,98.0,95.0,100.0,94.0,122.0,89.0,92.0,,,,0.227,0.46,,0.079,0.235,-0.42,,3.22,-9.5,-0.86,95.4,,91.0,94.8,86.2,0.273,0.409,0.123,0.233,0.605,0.254,,,,0.154,0.179,0.103,,,,,,,,,,0.714,1.714,0.235,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-09,746216,Lineout,field_out,True,683021,650556,Michael Stefanic,Bryan Abreu,0,6e3ff2f8-c735-48cb-90bb-3088a89e661d,650556.0,bryanabreu,"Abreu, B",Right,Bryan Abreu,HOU,3.04,3.54,47.1,96.0,125.0,101.0,0.708,12.93,4.75,7.42,1.14,1.1,0.321,0.358,0.132,0.33,0.411,101.0,76.0,78.0,125.0,95.0,97.0,,,,124.0,98.0,106.0,,,,,0.48,,0.513,0.007,-0.78,,,1.09,-4.48,96.6,,89.9,,86.0,,,,0.271,0.482,0.244,,,,,,,,,,,,,,,,0.18,0.236,0.402,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-09,746216,Groundout,field_out,True,683021,519151,Michael Stefanic,Ryan Pressly,1,b8457f76-9e0f-46bf-8643-aa63d6cb231f,519151.0,ryanpressly,Pressly,Right,Ryan Pressly,HOU,3.58,3.41,37.2,102.0,124.0,110.0,0.744,10.04,2.63,8.84,0.48,1.45,0.229,0.4,0.133,0.314,0.454,110.0,101.0,101.0,99.0,103.0,104.0,75.0,95.0,91.0,152.0,100.0,113.0,,,,0.027,0.331,,0.292,0.091,0.65,,-2.9,-0.01,-2.11,93.9,,89.4,93.4,89.7,0.364,0.636,0.25,0.25,0.425,0.198,,,,,,,,,,,,,0.22,0.293,0.29,0.255,0.353,0.32,129.0,103.0,118.0,0.259,0.99,82.4,,,,,,,,,,,,,,,,,,
2024-06-11,747190,Flyout,field_out,True,683021,656756,Michael Stefanic,Jordan Montgomery,0,347cfd23-881c-4dd0-85e1-3df922ba7539,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.44,5.16,65.2,98.0,94.0,95.0,0.768,6.17,3.15,11.92,1.1,1.29,0.157,0.454,0.114,0.354,0.395,97.0,96.0,90.0,69.0,99.0,90.0,90.0,96.0,93.0,102.0,90.0,85.0,,,,0.332,0.164,,0.022,0.19,-1.97,,-1.73,4.12,-2.03,91.9,,82.8,91.7,83.4,0.319,0.638,0.382,0.34,0.44,0.17,,,,0.371,0.567,0.135,,,,,,,0.268,0.437,0.315,0.0,0.0,0.7,108.0,102.0,105.0,0.292,-0.37,79.0,,,,,,,,,,,,,,,,,,
2024-06-11,747190,Single,single,False,683021,656756,Michael Stefanic,Jordan Montgomery,0,e45e1074-7141-4cb0-8ff5-556ff6bb92f6,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.44,5.16,65.2,98.0,94.0,95.0,0.768,6.17,3.15,11.92,1.1,1.29,0.157,0.454,0.114,0.354,0.395,97.0,96.0,90.0,69.0,99.0,90.0,90.0,96.0,93.0,102.0,90.0,85.0,,,,0.332,0.164,,0.022,0.19,-1.97,,-1.73,4.12,-2.03,91.9,,82.8,91.7,83.4,0.319,0.638,0.382,0.34,0.44,0.17,,,,0.371,0.567,0.135,,,,,,,0.268,0.437,0.315,0.0,0.0,0.7,108.0,102.0,105.0,0.292,-0.37,79.0,,,,,,,,,,,,,,,,,,
2024-06-11,747190,Single,single,False,683021,656756,Michael Stefanic,Jordan Montgomery,0,57e96137-7693-4c4d-908a-fff739a511d3,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.44,5.16,65.2,98.0,94.0,95.0,0.768,6.17,3.15,11.92,1.1,1.29,0.157,0.454,0.114,0.354,0.395,97.0,96.0,90.0,69.0,99.0,90.0,90.0,96.0,93.0,102.0,90.0,85.0,,,,0.332,0.164,,0.022,0.19,-1.97,,-1.73,4.12,-2.03,91.9,,82.8,91.7,83.4,0.319,0.638,0.382,0.34,0.44,0.17,,,,0.371,0.567,0.135,,,,,,,0.268,0.437,0.315,0.0,0.0,0.7,108.0,102.0,105.0,0.292,-0.37,79.0,,,,,,,,,,,,,,,,,,
