date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,EP%,wEP/C,vEP,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff
2024-05-05,745667,Grounded Into DP,grounded_into_double_play,True,695391,669622,Brett Harris,Anthony Bender,1,2436d3ab-5949-4ffb-a52b-e4a970db4c87,669622.0,anthonybender,Bender,Right,Anthony Bender,MIA,4.1,3.74,37.1,102.0,118.0,108.0,0.786,9.16,2.89,9.16,0.48,1.53,0.202,0.349,0.174,0.284,0.435,152.0,115.0,126.0,75.0,55.0,66.0,101.0,101.0,98.0,134.0,103.0,117.0,0.498,0.013,0.448,0.04,-6.03,-1.02,1.69,0.88,95.6,89.7,95.3,84.9,,,,0.172,0.25,0.338,0.182,0.455,0.267,0.352,0.479,0.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-05,745667,Walk,walk,False,695391,681871,Brett Harris,Eli Villalobos,0,bdbdd27c-c376-4953-ab4a-abd7ea6cf7b2,681871.0,elivillalobos,Villalobos,Right,Eli Villalobos,MIA,2.08,6.92,4.1,91.0,81.0,94.0,0.828,6.23,4.15,6.23,2.08,0.5,0.231,0.308,0.154,0.538,0.338,,,,84.0,91.0,92.0,,,,100.0,87.0,92.0,,0.535,0.31,,3.44,,-6.45,,93.3,,,83.3,0.182,0.273,0.158,0.333,1.333,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,115.0,122.0,0.155,1.29,86.5,,,,,,,,,,,,
2024-05-06,745669,Groundout,field_out,True,695391,571760,Brett Harris,Andrew Heaney,0,f9a6fd31-e989-4252-b3ce-15c585505122,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,76.0,101.0,98.0,,,,89.0,98.0,100.0,,0.522,0.29,0.154,-0.05,,-0.02,1.0,91.5,83.8,,82.0,0.22,0.422,0.224,0.252,0.383,0.382,0.256,0.329,0.229,,,,126.0,105.0,102.0,20.0,51.0,51.0,0.002,0.032,-19.18,-7.71,86.6,75.5,,,,0.8,2.0,0.125,,,,,,,,,,,,,,,,,,,,,
2024-05-06,745669,Single,single,False,695391,571760,Brett Harris,Andrew Heaney,1,e68a65c1-7cda-4e50-b504-efbb44ae48b6,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,76.0,101.0,98.0,,,,89.0,98.0,100.0,,0.522,0.29,0.154,-0.05,,-0.02,1.0,91.5,83.8,,82.0,0.22,0.422,0.224,0.252,0.383,0.382,0.256,0.329,0.229,,,,126.0,105.0,102.0,20.0,51.0,51.0,0.002,0.032,-19.18,-7.71,86.6,75.5,,,,0.8,2.0,0.125,,,,,,,,,,,,,,,,,,,,,
2024-05-06,745669,Strikeout,strikeout,True,695391,600917,Brett Harris,José Leclerc,0,0f3833b3-e8a4-4f8a-b82c-adf45be6eaae,600917.0,joseleclerc,Leclerc,Right,José Leclerc,TEX,3.95,3.8,41.0,95.0,110.0,98.0,0.628,11.85,5.27,5.49,0.88,0.85,0.217,0.457,0.152,0.348,0.368,66.0,99.0,89.0,107.0,89.0,97.0,78.0,88.0,81.0,119.0,103.0,104.0,0.046,0.352,0.33,0.105,0.85,2.9,1.16,-0.04,95.1,88.1,94.8,81.9,0.128,0.277,0.311,0.193,0.298,0.504,0.111,0.111,0.556,0.2,0.2,0.143,,,,134.0,94.0,99.0,0.167,,-0.6,,90.0,,0.227,0.364,0.259,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06,745669,Double Play,double_play,True,695391,489446,Brett Harris,Kirby Yates,1,a5b58701-9c92-4773-a7ce-f1413d77d2d7,489446.0,kirbyyates,Yates,Right,Kirby Yates,TEX,1.05,1.8,34.1,101.0,95.0,102.0,0.695,12.06,4.19,3.93,0.0,1.32,0.243,0.4,0.157,0.243,0.406,,,,86.0,103.0,101.0,,,,93.0,96.0,103.0,,0.597,0.011,,2.73,,0.4,,93.1,,,85.8,0.137,0.178,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,100.0,104.0,0.393,1.29,86.4,,,,,,,0.122,0.171,0.34,,,
2024-05-07,745668,Walk,walk,False,695391,570632,Brett Harris,José Ureña,1,c78432c8-dd86-44b8-bc85-b90e9d7c7d66,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.13,3.67,69.0,98.0,88.0,96.0,0.775,6.13,2.87,7.96,1.04,1.66,0.237,0.437,0.144,0.298,0.382,75.0,96.0,89.0,87.0,97.0,93.0,93.0,99.0,97.0,87.0,99.0,98.0,0.394,0.067,0.365,0.174,-2.63,1.6,-0.1,-0.43,96.2,88.7,95.9,86.7,0.429,1.0,0.229,0.226,0.333,0.363,0.238,0.548,0.336,0.234,0.298,0.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-07,745668,Lineout,field_out,True,695391,570632,Brett Harris,José Ureña,0,4c23a290-399d-40d4-a938-35b19d58b32c,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.13,3.67,69.0,98.0,88.0,96.0,0.775,6.13,2.87,7.96,1.04,1.66,0.237,0.437,0.144,0.298,0.382,75.0,96.0,89.0,87.0,97.0,93.0,93.0,99.0,97.0,87.0,99.0,98.0,0.394,0.067,0.365,0.174,-2.63,1.6,-0.1,-0.43,96.2,88.7,95.9,86.7,0.429,1.0,0.229,0.226,0.333,0.363,0.238,0.548,0.336,0.234,0.298,0.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-07,745668,Walk,walk,False,695391,642546,Brett Harris,Jonathan Hernández,1,3b2aa4dd-c142-4ff4-8de5-2024a59a8a12,642546.0,jonathanhernandez,"Hernández, J",Right,Jonathan Hernández,TEX,4.21,4.79,36.1,96.0,107.0,99.0,0.711,8.42,5.94,7.93,0.99,1.58,0.131,0.515,0.162,0.313,0.358,88.0,102.0,102.0,,,,96.0,89.0,86.0,120.0,101.0,108.0,0.388,,0.488,0.124,,-1.73,1.26,0.25,,89.8,96.8,87.6,,,,0.196,0.25,0.403,0.25,0.333,0.391,0.288,0.577,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-07,745668,Pop Out,field_out,True,695391,666720,Brett Harris,Yerry Rodríguez,0,de75f81f-07df-4afa-b96f-dd2b6032086e,666720.0,yerryrodriguez,"Rodríguez, Y",Right,Yerry Rodríguez,TEX,6.88,7.19,17.0,95.0,105.0,97.0,0.803,6.35,5.82,8.47,2.65,0.96,0.241,0.333,0.185,0.463,0.427,119.0,81.0,83.0,105.0,96.0,92.0,,,,107.0,100.0,110.0,,0.582,0.316,0.102,-0.36,,-2.38,-3.2,96.3,86.5,,83.7,0.25,0.444,0.172,0.25,0.583,0.304,0.167,0.667,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-07,745668,Flyout,field_out,True,695391,668390,Brett Harris,Cole Winn,0,9d1d5372-2810-40f1-9f5f-7bc133c742fc,668390.0,colewinn,"Winn, C",Right,Cole Winn,TEX,7.79,5.26,17.1,101.0,107.0,103.0,0.77,7.27,2.08,9.35,1.04,1.05,0.25,0.286,0.125,0.411,0.458,,,,115.0,98.0,100.0,86.0,97.0,91.0,97.0,110.0,113.0,0.073,0.423,0.266,,0.27,-2.25,-1.2,,95.4,,94.7,87.9,0.219,0.313,0.175,0.316,0.526,0.37,,,,0.5,0.5,0.0,108.0,100.0,105.0,,,,,0.028,,2.67,,81.8,,,,,,,,,,113.0,91.0,96.0,0.21,0.48,86.8,,,,,,,0.25,0.375,0.3,,,
2024-05-08,745664,Flyout,field_out,True,695391,547179,Brett Harris,Michael Lorenzen,0,21ea1613-0a77-4bee-9846-ca4aa64f0d84,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,89.0,95.0,90.0,83.0,102.0,95.0,125.0,99.0,108.0,0.205,0.27,0.145,0.197,0.95,-0.46,-1.69,1.61,94.0,84.7,93.8,84.5,0.154,0.295,0.202,0.077,0.308,0.172,0.145,0.217,0.347,0.302,0.465,0.055,102.0,90.0,94.0,94.0,94.0,93.0,0.111,0.072,1.38,0.92,90.2,81.8,0.175,0.425,0.241,0.111,0.111,0.367,,,,,,,,,,,,,,,,,,,,,
2024-05-08,745664,Home Run,home_run,False,695391,547179,Brett Harris,Michael Lorenzen,0,5e9d7a14-db44-463b-a634-8c00b9dcee6a,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,89.0,95.0,90.0,83.0,102.0,95.0,125.0,99.0,108.0,0.205,0.27,0.145,0.197,0.95,-0.46,-1.69,1.61,94.0,84.7,93.8,84.5,0.154,0.295,0.202,0.077,0.308,0.172,0.145,0.217,0.347,0.302,0.465,0.055,102.0,90.0,94.0,94.0,94.0,93.0,0.111,0.072,1.38,0.92,90.2,81.8,0.175,0.425,0.241,0.111,0.111,0.367,,,,,,,,,,,,,,,,,,,,,
2024-05-08,745664,Flyout,field_out,True,695391,547179,Brett Harris,Michael Lorenzen,0,f83301ba-d978-4453-86cc-b613f534a09d,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,89.0,95.0,90.0,83.0,102.0,95.0,125.0,99.0,108.0,0.205,0.27,0.145,0.197,0.95,-0.46,-1.69,1.61,94.0,84.7,93.8,84.5,0.154,0.295,0.202,0.077,0.308,0.172,0.145,0.217,0.347,0.302,0.465,0.055,102.0,90.0,94.0,94.0,94.0,93.0,0.111,0.072,1.38,0.92,90.2,81.8,0.175,0.425,0.241,0.111,0.111,0.367,,,,,,,,,,,,,,,,,,,,,
2024-05-08,745664,Strikeout,strikeout,True,695391,668390,Brett Harris,Cole Winn,0,07e72874-07b9-4569-8303-5b95c8332a62,668390.0,colewinn,"Winn, C",Right,Cole Winn,TEX,7.79,5.26,17.1,101.0,107.0,103.0,0.77,7.27,2.08,9.35,1.04,1.05,0.25,0.286,0.125,0.411,0.458,,,,115.0,98.0,100.0,86.0,97.0,91.0,97.0,110.0,113.0,0.073,0.423,0.266,,0.27,-2.25,-1.2,,95.4,,94.7,87.9,0.219,0.313,0.175,0.316,0.526,0.37,,,,0.5,0.5,0.0,108.0,100.0,105.0,,,,,0.028,,2.67,,81.8,,,,,,,,,,113.0,91.0,96.0,0.21,0.48,86.8,,,,,,,0.25,0.375,0.3,,,
2024-05-08,745659,Groundout,field_out,True,695391,683004,Brett Harris,Jack Leiter,0,4314e3dc-3564-44a3-a48d-68509cbf2902,683004.0,jackleiter,Leiter,Right,Jack Leiter,TEX,16.39,9.36,9.1,95.0,111.0,99.0,0.804,6.75,5.79,17.36,2.89,0.72,0.2,0.475,0.15,0.25,0.421,119.0,88.0,97.0,125.0,95.0,101.0,,,,108.0,103.0,105.0,,0.502,0.239,0.081,-6.23,,-2.18,1.27,95.6,88.6,,85.6,0.393,0.893,0.281,0.444,0.444,0.0,0.2,0.2,0.333,,,,81.0,102.0,103.0,59.0,65.0,57.0,0.057,0.12,-13.35,0.86,91.1,80.0,,,,0.25,0.25,0.222,,,,,,,,,,,,,,,,,,,,,
2024-05-08,745659,Strikeout,strikeout,True,695391,683004,Brett Harris,Jack Leiter,0,c3786aab-9ed8-4091-ac7d-9c671c8e5978,683004.0,jackleiter,Leiter,Right,Jack Leiter,TEX,16.39,9.36,9.1,95.0,111.0,99.0,0.804,6.75,5.79,17.36,2.89,0.72,0.2,0.475,0.15,0.25,0.421,119.0,88.0,97.0,125.0,95.0,101.0,,,,108.0,103.0,105.0,,0.502,0.239,0.081,-6.23,,-2.18,1.27,95.6,88.6,,85.6,0.393,0.893,0.281,0.444,0.444,0.0,0.2,0.2,0.333,,,,81.0,102.0,103.0,59.0,65.0,57.0,0.057,0.12,-13.35,0.86,91.1,80.0,,,,0.25,0.25,0.222,,,,,,,,,,,,,,,,,,,,,
2024-05-08,745659,Walk,walk,False,695391,622250,Brett Harris,Josh Sborz,0,e5f80782-086e-49bc-8e94-095af040ee86,622250.0,joshsborz,Sborz,Right,Josh Sborz,TEX,2.89,3.34,9.1,98.0,114.0,100.0,0.776,7.71,2.89,7.71,0.0,1.44,0.214,0.429,0.071,0.286,0.391,,,,109.0,102.0,102.0,,,,111.0,92.0,97.0,,0.455,0.297,,0.34,,2.63,,95.2,,,87.6,0.313,0.375,0.205,0.182,0.182,0.286,,,,,,,124.0,105.0,105.0,,,,,0.248,,2.64,,83.8,,,,0.111,0.111,0.357,,,,,,,,,,,,,,,,,,,,,
2024-05-08,745659,Walk,walk,False,695391,600917,Brett Harris,José Leclerc,0,fae07312-ea52-48e2-9c2b-c11f9f482659,600917.0,joseleclerc,Leclerc,Right,José Leclerc,TEX,3.95,3.8,41.0,95.0,110.0,98.0,0.628,11.85,5.27,5.49,0.88,0.85,0.217,0.457,0.152,0.348,0.368,66.0,99.0,89.0,107.0,89.0,97.0,78.0,88.0,81.0,119.0,103.0,104.0,0.046,0.352,0.33,0.105,0.85,2.9,1.16,-0.04,95.1,88.1,94.8,81.9,0.128,0.277,0.311,0.193,0.298,0.504,0.111,0.111,0.556,0.2,0.2,0.143,,,,134.0,94.0,99.0,0.167,,-0.6,,90.0,,0.227,0.364,0.259,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-08,745659,Sac Fly,sac_fly,True,695391,489446,Brett Harris,Kirby Yates,1,70806cba-4273-4e7f-8470-412ef1cf661a,489446.0,kirbyyates,Yates,Right,Kirby Yates,TEX,1.05,1.8,34.1,101.0,95.0,102.0,0.695,12.06,4.19,3.93,0.0,1.32,0.243,0.4,0.157,0.243,0.406,,,,86.0,103.0,101.0,,,,93.0,96.0,103.0,,0.597,0.011,,2.73,,0.4,,93.1,,,85.8,0.137,0.178,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,100.0,104.0,0.393,1.29,86.4,,,,,,,0.122,0.171,0.34,,,
2024-05-10,745264,Lineout,field_out,True,695391,693433,Brett Harris,Bryan Woo,0,e6ecb922-b321-46c4-a07a-85609aea4aa2,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.45,2.56,44.0,108.0,104.0,107.0,0.82,5.93,1.02,6.95,0.61,0.91,0.321,0.343,0.119,0.239,0.525,88.0,102.0,96.0,96.0,109.0,107.0,121.0,111.0,110.0,109.0,102.0,105.0,0.268,0.521,0.14,0.072,0.7,3.01,1.72,3.51,94.7,89.5,94.5,84.1,0.253,0.373,0.21,0.2,0.2,0.313,0.1,0.2,0.13,0.188,0.25,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10,745264,Groundout,field_out,True,695391,663423,Brett Harris,Trent Thornton,0,5522d55c-5591-4355-a899-b09a734b2e73,663423.0,trentthornton,Thornton,Right,Trent Thornton,SEA,3.77,3.54,43.0,100.0,113.0,109.0,0.755,9.42,2.3,6.49,0.84,1.03,0.2,0.427,0.191,0.309,0.434,108.0,143.0,138.0,117.0,108.0,114.0,87.0,91.0,85.0,116.0,100.0,111.0,0.128,0.16,0.595,0.027,-0.04,2.1,1.33,-4.87,95.6,88.0,94.7,85.7,0.273,0.545,0.302,0.194,0.306,0.267,0.375,0.375,0.091,0.176,0.353,0.178,116.0,101.0,118.0,,,,,0.09,,2.67,,82.0,,,,0.111,0.167,0.382,,,,,,,,,,,,,,,,,,,,,
2024-05-10,745264,Walk,walk,False,695391,675989,Brett Harris,Cody Bolton,0,6cd265c2-0e50-4d7e-ac31-e52323924f8e,675989.0,codybolton,Bolton,Right,Cody Bolton,SEA,4.34,3.69,18.2,100.0,101.0,102.0,0.774,8.2,4.34,8.68,1.45,1.0,0.246,0.421,0.316,0.263,0.359,88.0,96.0,97.0,88.0,63.0,59.0,98.0,102.0,108.0,123.0,109.0,114.0,0.276,0.038,0.247,0.125,-7.21,-0.87,-0.17,-2.16,94.8,91.5,94.8,83.7,0.5,0.5,0.143,0.158,0.526,0.235,0.3,0.3,0.133,0.267,0.667,0.235,,,,102.0,100.0,97.0,0.314,,0.1,,89.1,,0.259,0.296,0.326,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10,745264,Hit By Pitch,hit_by_pitch,False,695391,608723,Brett Harris,Austin Voth,1,329bdd48-3994-4642-9278-def3306e5331,608723.0,austinvoth,Voth,Right,Austin Voth,SEA,3.69,3.19,39.0,100.0,101.0,99.0,0.736,8.31,2.31,6.0,1.62,0.84,0.2,0.495,0.162,0.257,0.394,,,,89.0,102.0,99.0,,,,113.0,97.0,102.0,,0.243,0.28,,2.04,,-0.04,,93.6,,,81.2,0.156,0.25,0.227,0.171,0.488,0.256,,,,,,,95.0,98.0,99.0,101.0,102.0,95.0,0.324,0.153,0.62,2.5,89.1,75.4,0.256,0.465,0.307,0.125,0.125,0.405,,,,,,,,,,,,,,,,,,,,,
