date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff
2024-04-09,746653,Flyout,field_out,True,672820,669212,Lenyn Sosa,Eli Morgan,0,79ba3da3-2adf-415f-9f2d-d6650b3aa7d6,669212.0,elimorgan,Morgan,Right,Eli Morgan,CLE,1.98,2.52,13.2,99.0,83.0,97.0,0.779,6.59,3.29,7.24,0.0,0.45,0.366,0.293,0.195,0.195,0.387,97.0,110.0,113.0,75.0,99.0,90.0,,,,91.0,97.0,101.0,,,,,0.505,,0.321,0.175,1.75,,,-0.04,0.09,91.9,,78.5,,86.5,0.188,0.375,0.406,,,,0.273,0.364,0.263,,,,0.217,0.261,0.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-09,746653,Strikeout,strikeout,True,672820,683769,Lenyn Sosa,Hunter Gaddis,0,29b5cfde-8ab6-4a95-817b-95ecea71392b,683769.0,huntergaddis,Gaddis,Right,Hunter Gaddis,CLE,1.17,2.29,46.1,105.0,108.0,109.0,0.751,8.55,1.36,5.24,0.19,0.85,0.195,0.449,0.161,0.28,0.45,103.0,87.0,103.0,99.0,107.0,105.0,,,,118.0,111.0,115.0,,,,,0.399,,0.439,0.162,2.39,,,2.5,2.0,95.5,,80.6,,88.7,0.182,0.247,0.329,,,,0.077,0.115,0.294,,,,0.186,0.288,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-09,746653,Strikeout,strikeout,True,672820,657265,Lenyn Sosa,Peter Strzelecki,0,557b9393-9f04-4c0a-bd05-30f5556cc544,657265.0,peterstrzelecki,Strzelecki,Right,Peter Strzelecki,CLE,0.0,6.63,5.2,91.0,89.0,88.0,0.85,4.76,1.59,7.94,0.0,2.0,0.176,0.353,0.294,0.176,0.415,82.0,88.0,92.0,85.0,95.0,87.0,75.0,82.0,52.0,141.0,93.0,102.0,32.0,84.0,90.0,0.037,0.512,0.146,0.171,0.134,0.57,4.51,4.05,12.28,-6.89,91.7,87.6,82.4,90.4,81.5,0.0,0.0,0.167,,,,0.5,0.5,0.0,,,,0.375,0.375,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-10,746655,Strikeout,strikeout,True,672820,676440,Lenyn Sosa,Tanner Bibee,0,03674370-1529-40c4-aba6-172a4dbf0f0a,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.58,3.51,110.2,104.0,102.0,106.0,0.761,10.25,2.44,7.56,1.06,0.84,0.29,0.392,0.14,0.28,0.448,85.0,102.0,111.0,94.0,103.0,99.0,,,,116.0,104.0,112.0,,,,0.001,0.44,,0.27,0.171,-1.35,,-3.42,1.69,1.17,94.6,,82.4,92.5,86.2,0.128,0.223,0.355,,,,0.212,0.353,0.276,,,,0.305,0.524,0.214,119.0,111.0,113.0,0.118,-0.54,81.5,0.186,0.4,0.241,,,,,,,,,,,,,,,,,,,,,
2024-04-10,746655,Sac Bunt,sac_bunt,True,672820,676440,Lenyn Sosa,Tanner Bibee,1,d25cfb0d-0520-47da-b7da-f6fd101b81dd,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.58,3.51,110.2,104.0,102.0,106.0,0.761,10.25,2.44,7.56,1.06,0.84,0.29,0.392,0.14,0.28,0.448,85.0,102.0,111.0,94.0,103.0,99.0,,,,116.0,104.0,112.0,,,,0.001,0.44,,0.27,0.171,-1.35,,-3.42,1.69,1.17,94.6,,82.4,92.5,86.2,0.128,0.223,0.355,,,,0.212,0.353,0.276,,,,0.305,0.524,0.214,119.0,111.0,113.0,0.118,-0.54,81.5,0.186,0.4,0.241,,,,,,,,,,,,,,,,,,,,,
2024-04-10,746655,Double,double,False,672820,676440,Lenyn Sosa,Tanner Bibee,0,0568dd28-27fd-49dc-970f-7ce174fb0f73,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.58,3.51,110.2,104.0,102.0,106.0,0.761,10.25,2.44,7.56,1.06,0.84,0.29,0.392,0.14,0.28,0.448,85.0,102.0,111.0,94.0,103.0,99.0,,,,116.0,104.0,112.0,,,,0.001,0.44,,0.27,0.171,-1.35,,-3.42,1.69,1.17,94.6,,82.4,92.5,86.2,0.128,0.223,0.355,,,,0.212,0.353,0.276,,,,0.305,0.524,0.214,119.0,111.0,113.0,0.118,-0.54,81.5,0.186,0.4,0.241,,,,,,,,,,,,,,,,,,,,,
2024-04-10,746655,Lineout,field_out,True,672820,671922,Lenyn Sosa,Cade Smith,0,3e8385bb-e747-473c-a1dc-fe6f34f3ca4a,671922.0,cadesmith,"Smith, C",Right,Cade Smith,CLE,2.22,2.32,44.2,104.0,124.0,110.0,0.732,12.49,1.81,6.45,0.2,1.71,0.276,0.347,0.133,0.235,0.496,,,,116.0,110.0,113.0,,,,129.0,95.0,98.0,,,,,0.678,,0.128,,3.16,,,-1.42,,95.9,,,,82.0,0.357,0.571,0.371,,,,,,,,,,0.175,0.263,0.286,,,,,,,,,,145.0,93.0,104.0,0.194,-0.58,88.6,0.219,0.281,0.316,,,,,,,,,,,,
2024-04-10,746655,Groundout,field_out,True,672820,661403,Lenyn Sosa,Emmanuel Clase,0,4a8b61b6-4e23-44a1-a6c9-0c99dea9a75a,661403.0,emmanuelclase,"Clase, E",Right,Emmanuel Clase,CLE,0.81,2.81,44.1,106.0,146.0,113.0,0.763,7.92,1.02,5.08,0.2,2.36,0.246,0.347,0.161,0.237,0.448,,,,123.0,123.0,53.0,,,,142.0,115.0,129.0,148.0,104.0,110.0,,0.005,0.81,0.185,,0.15,3.05,,1.3,,99.8,99.3,,,90.4,0.171,0.2,0.313,,,,,,,0.16,0.227,0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-12,746812,Strikeout,strikeout,True,672820,671096,Lenyn Sosa,Andrew Abbott,0,53ec058f-b6b7-40ed-8a3e-7b6ea47152ce,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,77.0,96.0,89.0,,,,124.0,104.0,111.0,,,,,0.546,,0.165,0.167,0.21,,,0.44,0.81,92.9,,84.7,,82.8,0.188,0.302,0.253,,,,0.167,0.379,0.285,,,,0.233,0.406,0.193,99.0,98.0,100.0,0.121,-1.54,80.7,0.324,0.676,0.147,,,,,,,,,,,,,,,,,,,,,
2024-04-12,746812,Strikeout,strikeout,True,672820,671096,Lenyn Sosa,Andrew Abbott,0,50f2a06c-0fd1-43e0-a048-a2773a5c507c,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,77.0,96.0,89.0,,,,124.0,104.0,111.0,,,,,0.546,,0.165,0.167,0.21,,,0.44,0.81,92.9,,84.7,,82.8,0.188,0.302,0.253,,,,0.167,0.379,0.285,,,,0.233,0.406,0.193,99.0,98.0,100.0,0.121,-1.54,80.7,0.324,0.676,0.147,,,,,,,,,,,,,,,,,,,,,
2024-04-12,746812,Lineout,field_out,True,672820,671096,Lenyn Sosa,Andrew Abbott,0,8ce92b93-e2be-4bbe-acc5-ef19e5691841,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,77.0,96.0,89.0,,,,124.0,104.0,111.0,,,,,0.546,,0.165,0.167,0.21,,,0.44,0.81,92.9,,84.7,,82.8,0.188,0.302,0.253,,,,0.167,0.379,0.285,,,,0.233,0.406,0.193,99.0,98.0,100.0,0.121,-1.54,80.7,0.324,0.676,0.147,,,,,,,,,,,,,,,,,,,,,
2024-04-12,746812,Groundout,field_out,True,672820,571656,Lenyn Sosa,Buck Farmer,0,5eb39e50-78a1-4278-b891-372b9713e41c,571656.0,buckfarmer,"Farmer, B",Right,Buck Farmer,CIN,2.8,4.36,45.0,97.0,90.0,98.0,0.777,7.8,3.6,7.2,0.8,0.81,0.24,0.388,0.178,0.279,0.387,110.0,102.0,106.0,53.0,94.0,81.0,70.0,90.0,89.0,117.0,100.0,111.0,,,,0.21,0.244,,0.33,0.216,0.58,,0.81,1.87,-0.98,92.7,,86.6,92.3,82.1,0.125,0.271,0.374,0.282,0.436,0.182,0.297,0.351,0.259,,,,0.2,0.4,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-13,746811,Flyout,field_out,True,672820,666157,Lenyn Sosa,Nick Lodolo,0,48ccc33a-90ea-42c9-afd5-9ef6a0df53ef,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,117.0,103.0,98.0,108.0,95.0,92.0,,,,,,,0.107,0.45,,,0.165,0.57,,-1.02,,0.65,94.1,,87.9,94.1,,,,,0.289,0.632,0.182,0.2,0.333,0.288,,,,0.221,0.372,0.22,88.0,93.0,101.0,0.278,0.16,81.5,0.198,0.25,0.455,,,,,,,,,,,,,,,,,,,,,
2024-04-13,746811,Strikeout,strikeout,True,672820,666157,Lenyn Sosa,Nick Lodolo,1,318be655-0106-468d-8548-f6da93481210,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,117.0,103.0,98.0,108.0,95.0,92.0,,,,,,,0.107,0.45,,,0.165,0.57,,-1.02,,0.65,94.1,,87.9,94.1,,,,,0.289,0.632,0.182,0.2,0.333,0.288,,,,0.221,0.372,0.22,88.0,93.0,101.0,0.278,0.16,81.5,0.198,0.25,0.455,,,,,,,,,,,,,,,,,,,,,
2024-04-13,746811,Strikeout,strikeout,True,672820,518585,Lenyn Sosa,Fernando Cruz,0,3e16669f-8da8-4b5c-b7de-5b71a630fda9,518585.0,fernandocruz,"Cruz, F",Right,Fernando Cruz,CIN,4.65,3.82,40.2,95.0,118.0,101.0,0.618,14.39,4.65,6.64,0.89,0.81,0.188,0.412,0.165,0.365,0.375,,,,90.0,95.0,89.0,,,,,,,82.0,94.0,95.0,,0.301,0.268,,,-0.28,-1.25,,,,94.7,88.8,,,,,,,,,,,,,0.344,0.719,0.317,0.316,0.553,0.178,,,,,,,,,,159.0,95.0,113.0,0.431,2.35,81.7,0.09,0.128,0.573,,,,,,,,,,,,
2024-04-13,746811,Walk,walk,False,672820,608718,Lenyn Sosa,Brent Suter,1,94a143e4-e2bd-49e8-931b-2862acf2413f,608718.0,brentsuter,Suter,Left,Brent Suter,CIN,3.68,4.04,51.1,99.0,102.0,103.0,0.799,7.19,1.75,8.94,1.4,1.15,0.28,0.373,0.193,0.248,0.406,109.0,101.0,114.0,116.0,99.0,108.0,82.0,90.0,79.0,89.0,106.0,109.0,,,,0.215,0.418,,0.171,0.196,0.28,,0.2,-0.29,-0.48,85.9,,75.8,87.4,78.7,0.243,0.459,0.225,0.25,0.472,0.2,0.227,0.364,0.28,,,,0.277,0.446,0.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-14,746810,Lineout,field_out,True,672820,668933,Lenyn Sosa,Graham Ashcraft,0,65476133-dc45-4cc8-8cf0-83e42eb276fa,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,,,,71.0,100.0,84.0,119.0,98.0,109.0,125.0,99.0,92.0,0.172,,0.479,0.319,0.03,,-1.58,-2.75,1.37,-3.79,,95.6,90.5,94.8,88.4,0.145,0.217,0.367,0.333,0.5,0.119,0.333,0.333,0.2,0.329,0.52,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-14,746810,Field Error,field_error,False,672820,668933,Lenyn Sosa,Graham Ashcraft,1,9f27394d-82cc-4bc3-857e-e34aa0a2751f,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,,,,71.0,100.0,84.0,119.0,98.0,109.0,125.0,99.0,92.0,0.172,,0.479,0.319,0.03,,-1.58,-2.75,1.37,-3.79,,95.6,90.5,94.8,88.4,0.145,0.217,0.367,0.333,0.5,0.119,0.333,0.333,0.2,0.329,0.52,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-14,746810,Groundout,field_out,True,672820,608371,Lenyn Sosa,Lucas Sims,0,0d9aa315-252b-47f1-9157-677880ae511e,608371.0,lucassims,Sims,Right,Lucas Sims,CIN,3.38,4.51,32.0,95.0,131.0,105.0,0.762,9.84,5.34,7.88,1.69,0.52,0.256,0.36,0.326,0.267,0.403,,,,114.0,90.0,94.0,,,,151.0,96.0,114.0,120.0,109.0,105.0,,0.379,0.065,0.492,,-2.13,3.57,,0.59,,94.2,91.6,,,84.1,0.214,0.375,0.244,,,,,,,0.143,0.143,0.478,0.265,0.551,0.248,105.0,98.0,101.0,0.06,-1.85,79.9,0.4,0.4,0.364,29.0,81.0,73.0,0.003,9.84,88.3,,,,,,,,,,,,,,,
2024-04-14,746810,Single,single,False,672820,641941,Lenyn Sosa,Emilio Pagán,0,619b223b-624f-4ea8-8df1-8110d1b5359d,641941.0,emiliopagan,Pagán,Right,Emilio Pagán,CIN,4.43,3.72,20.1,105.0,108.0,105.0,0.723,11.51,3.1,9.3,1.77,0.68,0.296,0.444,0.185,0.463,0.403,,,,116.0,101.0,105.0,,,,,,,90.0,114.0,110.0,,0.566,0.281,,,0.51,-3.2,,,,94.3,86.2,,,,,,,,,,,,,0.429,0.762,0.326,0.224,0.388,0.275,,,,,,,,,,107.0,109.0,99.0,0.153,0.86,84.1,0.111,0.222,0.5,,,,,,,,,,,,
2024-04-15,746813,Groundout,field_out,True,672820,607625,Lenyn Sosa,Seth Lugo,0,cc49e27a-9871-4e01-9fc5-5b89c126c9cc,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,76.0,103.0,95.0,71.0,102.0,92.0,127.0,99.0,106.0,105.0,95.0,94.0,0.191,0.248,0.069,0.141,0.057,1.99,0.22,0.6,-0.63,0.16,92.4,91.0,87.5,92.3,85.3,0.278,0.556,0.172,0.278,0.426,0.124,0.2,0.25,0.321,0.375,0.375,0.186,0.183,0.275,0.159,124.0,103.0,112.0,0.268,1.06,79.3,0.175,0.275,0.366,,,,0.026,0.95,85.6,0.091,0.364,0.273,0.269,0.365,0.326,,,,,,,,,
2024-04-15,746813,Flyout,field_out,True,672820,607625,Lenyn Sosa,Seth Lugo,0,a2266ba8-2d10-48bf-993a-b202b87c2a5d,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,76.0,103.0,95.0,71.0,102.0,92.0,127.0,99.0,106.0,105.0,95.0,94.0,0.191,0.248,0.069,0.141,0.057,1.99,0.22,0.6,-0.63,0.16,92.4,91.0,87.5,92.3,85.3,0.278,0.556,0.172,0.278,0.426,0.124,0.2,0.25,0.321,0.375,0.375,0.186,0.183,0.275,0.159,124.0,103.0,112.0,0.268,1.06,79.3,0.175,0.275,0.366,,,,0.026,0.95,85.6,0.091,0.364,0.273,0.269,0.365,0.326,,,,,,,,,
2024-04-15,746813,Groundout,field_out,True,672820,607625,Lenyn Sosa,Seth Lugo,0,ec47da46-b8ad-485e-a1aa-b605a2a612b9,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,76.0,103.0,95.0,71.0,102.0,92.0,127.0,99.0,106.0,105.0,95.0,94.0,0.191,0.248,0.069,0.141,0.057,1.99,0.22,0.6,-0.63,0.16,92.4,91.0,87.5,92.3,85.3,0.278,0.556,0.172,0.278,0.426,0.124,0.2,0.25,0.321,0.375,0.375,0.186,0.183,0.275,0.159,124.0,103.0,112.0,0.268,1.06,79.3,0.175,0.275,0.366,,,,0.026,0.95,85.6,0.091,0.364,0.273,0.269,0.365,0.326,,,,,,,,,
2024-04-17,746809,Lineout,field_out,True,672820,608379,Lenyn Sosa,Michael Wacha,0,e6b87208-1d9b-4573-914b-9d56fe4b5ae8,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.55,3.91,96.1,102.0,91.0,99.0,0.783,7.94,2.62,8.22,0.84,1.09,0.262,0.454,0.206,0.284,0.436,111.0,111.0,115.0,82.0,101.0,97.0,79.0,101.0,87.0,97.0,94.0,93.0,81.0,96.0,91.0,0.152,0.233,0.109,0.101,0.318,-0.61,-0.79,0.86,-0.72,2.13,93.5,88.6,81.4,93.4,84.0,0.3,0.4,0.442,0.214,0.257,0.06,0.18,0.316,0.352,0.302,0.442,0.139,0.321,0.513,0.15,71.0,88.0,91.0,0.087,-0.88,75.0,0.278,0.556,0.138,,,,,,,,,,,,,,,,,,,,,
