date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FO%,wFO/C,vFO
2024-09-26,746738,Strikeout,strikeout,True,672569,623167,Gustavo Campero,Chris Flexen,0,7ba189ff-2690-402f-8131-ffdb717d2dd2,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,4.95,4.8,160.0,97.0,56.0,92.0,0.789,6.92,3.54,10.13,1.35,0.79,0.249,0.41,0.156,0.304,0.373,126.0,99.0,104.0,83.0,98.0,101.0,2.0,93.0,82.0,148.0,102.0,103.0,47.0,101.0,90.0,0.37,0.261,0.087,0.122,0.157,-0.64,-0.75,-2.65,0.43,-1.32,91.3,87.4,81.3,80.0,72.0,0.261,0.473,0.132,0.361,0.475,0.271,0.257,0.436,0.379,0.246,0.393,0.308,74.0,108.0,87.0,0.002,2.01,91.4,,,,,,,,,,,,,,,,0.319,0.536,0.218,,,,,,,,,,,,
2024-09-26,746738,Groundout,field_out,True,672569,681402,Gustavo Campero,Gus Varland,1,4946ca8e-3261-41bc-b58a-2e66ae04d41d,681402.0,gusvarland,Varland,Right,Gus Varland,- - -,3.42,3.67,26.1,103.0,117.0,109.0,0.759,9.23,2.73,10.25,0.68,0.97,0.266,0.418,0.076,0.241,0.468,67.0,81.0,75.0,,,,123.0,103.0,111.0,114.0,104.0,113.0,,,,0.534,,0.382,,0.051,1.14,,-2.73,,-1.07,95.3,,89.7,88.7,,0.267,0.333,0.228,0.327,0.519,0.275,0.2,0.2,0.167,,,,102.0,95.0,93.0,0.033,7.04,95.2,,,,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-27,746173,Groundout,field_out,True,672569,594798,Gustavo Campero,Jacob deGrom,1,c0f64909-800a-429c-a5b6-c1c13132bd15,594798.0,jacobdegrom,deGrom,Right,Jacob deGrom,TEX,1.69,2.56,10.2,110.0,143.0,122.0,0.711,11.81,0.84,9.28,0.84,0.83,0.25,0.321,0.321,0.393,0.459,111.0,109.0,106.0,125.0,117.0,108.0,138.0,116.0,127.0,154.0,105.0,119.0,,,,0.459,,0.453,0.029,0.058,-0.57,,0.51,0.17,8.34,97.3,,90.5,90.0,81.1,0.278,0.556,0.256,0.3,0.35,0.342,0.0,0.0,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-27,746173,Single,single,False,672569,670036,Gustavo Campero,Matt Festa,0,2ebf944d-6daf-4971-b3aa-8a9a3daf1fd7,670036.0,mattfesta,"Festa, M",Right,Matt Festa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,0.343,0.292,,,,,,,,,,,,,,,,0.36,0.52,0.197,,,,,,,,,,,,,0.233,0.333,0.281,,,,,,,,,,,,
2024-09-27,746173,Groundout,field_out,True,672569,605177,Gustavo Campero,Andrew Chafin,0,989bc6e4-a402-4509-bba5-a710ca0edf02,605177.0,andrewchafin,Chafin,Left,Andrew Chafin,- - -,3.51,3.59,56.1,90.0,89.0,92.0,0.664,11.18,4.95,8.31,0.8,0.9,0.25,0.313,0.146,0.257,0.289,,,,,,,71.0,90.0,81.0,107.0,88.0,105.0,,,,0.166,,0.458,,,1.45,,1.38,,,91.7,,,82.1,,0.176,0.353,0.206,0.127,0.186,0.547,,,,,,,75.0,91.0,82.0,0.375,-1.09,91.7,,,,0.44,0.547,0.142,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-27,746173,Groundout,field_out,True,672569,489446,Gustavo Campero,Kirby Yates,0,fc7e584a-feae-4fad-b96b-3b1bcfe2f240,489446.0,kirbyyates,Yates,Right,Kirby Yates,TEX,1.17,1.81,61.2,102.0,97.0,102.0,0.69,12.41,4.09,3.36,0.44,1.08,0.215,0.421,0.165,0.248,0.401,,,,,,,90.0,103.0,101.0,93.0,96.0,103.0,,,,0.608,,0.006,,,2.33,,0.4,,,93.1,,,85.8,,0.113,0.21,0.352,,,,,,,,,,,,,,,,,,,,,,109.0,99.0,103.0,0.387,1.84,86.3,0.114,0.139,0.311,,,,,,,,,,,,,,,
2024-09-28,746171,Lineout,field_out,True,672569,571760,Gustavo Campero,Andrew Heaney,0,cc6ccec9-d800-43d2-85d5-2e93f71f2d0d,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.28,4.49,160.0,102.0,80.0,99.0,0.76,8.94,2.31,8.94,1.29,0.75,0.247,0.407,0.148,0.304,0.428,83.0,102.0,94.0,126.0,105.0,103.0,77.0,102.0,98.0,79.0,100.0,103.0,20.0,51.0,51.0,0.501,0.001,0.278,0.036,0.17,0.15,-19.13,-0.26,-3.31,0.46,91.5,86.6,83.7,82.5,75.6,0.23,0.412,0.213,0.26,0.385,0.36,0.239,0.384,0.243,0.5,1.1,0.188,34.0,82.0,74.0,0.014,-4.52,92.2,,,,0.455,0.455,0.125,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-28,746171,Home Run,home_run,False,672569,571760,Gustavo Campero,Andrew Heaney,1,aa5e5bdb-5663-4ba0-94fb-5d0428e4306c,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.28,4.49,160.0,102.0,80.0,99.0,0.76,8.94,2.31,8.94,1.29,0.75,0.247,0.407,0.148,0.304,0.428,83.0,102.0,94.0,126.0,105.0,103.0,77.0,102.0,98.0,79.0,100.0,103.0,20.0,51.0,51.0,0.501,0.001,0.278,0.036,0.17,0.15,-19.13,-0.26,-3.31,0.46,91.5,86.6,83.7,82.5,75.6,0.23,0.412,0.213,0.26,0.385,0.36,0.239,0.384,0.243,0.5,1.1,0.188,34.0,82.0,74.0,0.014,-4.52,92.2,,,,0.455,0.455,0.125,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-28,746171,Strikeout,strikeout,True,672569,642520,Gustavo Campero,Gerson Garabito,0,b8976251-423b-4d14-88bc-e788c7135c26,642520.0,gersongarabito,Garabito,Right,Gerson Garabito,TEX,4.78,6.69,26.1,101.0,97.0,100.0,0.8,7.52,4.1,7.86,1.37,0.84,0.195,0.481,0.143,0.299,0.392,74.0,90.0,85.0,109.0,110.0,111.0,97.0,99.0,96.0,83.0,60.0,69.0,,,,0.392,,0.049,0.339,0.116,-1.82,,-2.94,2.75,-1.78,93.3,,86.6,88.7,82.1,0.333,0.7,0.163,0.0,0.0,0.111,0.2,0.467,0.222,0.171,0.171,0.297,85.0,110.0,106.0,0.104,1.24,92.1,,,,0.333,0.333,0.105,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-28,746171,Groundout,field_out,True,672569,687847,Gustavo Campero,Marc Church,1,a0ae6454-4037-4c9a-b1ca-c4f104136f55,687847.0,marcchurch,Church,Right,Marc Church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333,0.667,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-29,746174,Groundout,field_out,True,672569,543135,Gustavo Campero,Nathan Eovaldi,0,4f948540-8266-4e04-adf9-c57b650f676e,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.8,3.86,170.2,104.0,98.0,103.0,0.751,8.75,2.21,7.75,1.21,1.47,0.227,0.399,0.119,0.341,0.458,,,,99.0,104.0,104.0,75.0,105.0,98.0,114.0,102.0,102.0,91.0,108.0,99.0,0.374,0.148,0.033,0.137,,0.83,-1.41,-0.69,-0.79,,95.4,91.4,,86.3,76.7,0.212,0.335,0.178,0.269,0.462,0.25,,,,0.214,0.471,0.355,,,,,,,,,,,,,127.0,101.0,110.0,0.308,1.55,88.4,0.2,0.286,0.366,0.327,0.624,0.2,,,,,,,,,,,,
2024-09-29,746174,Groundout,field_out,True,672569,543135,Gustavo Campero,Nathan Eovaldi,0,d4d4a3d6-300b-46dc-90cc-2f11081a91a0,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.8,3.86,170.2,104.0,98.0,103.0,0.751,8.75,2.21,7.75,1.21,1.47,0.227,0.399,0.119,0.341,0.458,,,,99.0,104.0,104.0,75.0,105.0,98.0,114.0,102.0,102.0,91.0,108.0,99.0,0.374,0.148,0.033,0.137,,0.83,-1.41,-0.69,-0.79,,95.4,91.4,,86.3,76.7,0.212,0.335,0.178,0.269,0.462,0.25,,,,0.214,0.471,0.355,,,,,,,,,,,,,127.0,101.0,110.0,0.308,1.55,88.4,0.2,0.286,0.366,0.327,0.624,0.2,,,,,,,,,,,,
2024-09-29,746174,Groundout,field_out,True,672569,543135,Gustavo Campero,Nathan Eovaldi,0,10bd3bbd-bd56-4bfc-9cd0-46025ea0b375,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.8,3.86,170.2,104.0,98.0,103.0,0.751,8.75,2.21,7.75,1.21,1.47,0.227,0.399,0.119,0.341,0.458,,,,99.0,104.0,104.0,75.0,105.0,98.0,114.0,102.0,102.0,91.0,108.0,99.0,0.374,0.148,0.033,0.137,,0.83,-1.41,-0.69,-0.79,,95.4,91.4,,86.3,76.7,0.212,0.335,0.178,0.269,0.462,0.25,,,,0.214,0.471,0.355,,,,,,,,,,,,,127.0,101.0,110.0,0.308,1.55,88.4,0.2,0.286,0.366,0.327,0.624,0.2,,,,,,,,,,,,
2024-09-29,746174,Field Error,field_error,False,672569,502085,Gustavo Campero,David Robertson,1,60905814-6d1d-48d5-9be5-1a4e9a68fc40,502085.0,davidrobertson,Robertson,Right,David Robertson,TEX,3.0,3.22,72.0,100.0,119.0,105.0,0.73,12.38,3.38,6.63,0.63,1.48,0.213,0.329,0.177,0.341,0.436,110.0,91.0,71.0,,,,,,,108.0,95.0,101.0,121.0,102.0,108.0,0.002,0.632,0.067,0.002,0.017,-2.45,2.18,-1.78,-4.17,6.28,94.1,93.3,88.0,83.7,80.9,,,,0.294,0.529,0.238,0.0,0.0,0.25,0.274,0.393,0.287,107.0,112.0,111.0,0.014,1.85,94.7,,,,0.0,0.0,0.25,,,,,,,,,,0.163,0.209,0.308,,,,119.0,94.0,101.0,0.267,-1.47,84.2,,,
