date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,CU%,wFC/C,wFS/C,wCU/C,vFC,vFS,vCU,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff,vSC (sc),SC%,wSC/C
2024-09-19,745204,Groundout,field_out,True,691176,669302,Jasson Domínguez,Logan Gilbert,0,2b254473-5b10-430f-b346-343ab38c1591,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.24,3.13,197.0,101.0,120.0,105.0,0.711,9.46,1.64,6.49,1.05,1.19,0.237,0.446,0.136,0.329,0.43,,,,105.0,101.0,97.0,81.0,102.0,89.0,146.0,102.0,115.0,,,,0.011,0.316,0.317,,,1.59,-1.08,1.4,,,96.5,,95.0,88.4,,0.204,0.362,0.188,,,,0.4,0.4,0.0,0.219,0.395,0.359,0.176,0.27,0.364,122.0,99.0,106.0,117.0,104.0,103.0,101.0,96.0,103.0,0.111,0.132,0.113,0.19,1.34,0.97,92.3,84.4,83.2,0.247,0.483,0.268,0.096,0.16,0.506,,,,,,,,,
2024-09-19,745204,Groundout,field_out,True,691176,663423,Jasson Domínguez,Trent Thornton,0,761086c2-a2b7-4137-ac5b-55084aa3356e,663423.0,trentthornton,Thornton,Right,Trent Thornton,SEA,3.71,3.42,70.1,101.0,113.0,109.0,0.759,9.47,2.43,8.06,1.02,1.01,0.242,0.411,0.158,0.274,0.437,104.0,133.0,130.0,122.0,104.0,109.0,85.0,91.0,84.0,117.0,100.0,112.0,,,,0.096,0.193,0.523,,0.025,0.22,-0.04,0.8,,-4.41,95.5,87.9,94.8,85.2,,0.277,0.489,0.282,0.385,0.385,0.063,0.263,0.579,0.208,0.208,0.34,0.244,0.263,0.526,0.352,113.0,106.0,115.0,104.0,108.0,98.0,,,,0.043,,0.119,0.71,,-2.08,91.5,,82.4,0.167,0.333,0.261,,,,,,,0.217,0.313,0.278,,,
2024-09-20,745606,Strikeout,strikeout,True,691176,695243,Jasson Domínguez,Mason Miller,0,da3a2c7f-917a-4bc5-8bf8-432882f6a2d3,695243.0,masonmiller,"Miller, M",Right,Mason Miller,OAK,2.34,1.73,61.2,100.0,145.0,106.0,0.629,14.16,3.06,4.67,0.73,0.9,0.336,0.302,0.233,0.276,0.423,108.0,91.0,103.0,137.0,101.0,105.0,,,,160.0,102.0,109.0,,,,,0.628,0.352,,0.017,2.03,,1.95,,7.11,100.9,92.1,,87.6,,0.168,0.296,0.369,0.0,0.0,0.444,,,,0.134,0.183,0.47,,,,,,,,,,78.0,44.0,89.0,,0.003,,,4.61,,,96.5,,,,,,,,,,,,,,,,
2024-09-21,745610,Single,single,False,691176,676664,Jasson Domínguez,JP Sears,1,05f46259-b2e8-420a-b937-85c916a07107,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.43,4.38,174.2,99.0,90.0,94.0,0.801,6.85,2.37,8.66,1.34,0.82,0.243,0.416,0.165,0.327,0.441,84.0,94.0,83.0,71.0,102.0,92.0,85.0,100.0,87.0,118.0,100.0,105.0,,,,0.104,0.366,0.337,,0.193,-0.68,1.38,-0.3,,0.01,91.9,84.0,90.0,78.9,,0.23,0.467,0.259,0.293,0.407,0.185,0.278,0.389,0.111,0.259,0.593,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.243,0.388,0.215,,,
2024-09-21,745610,Strikeout,strikeout,True,691176,676664,Jasson Domínguez,JP Sears,0,47d28a56-8872-4763-b000-fffa03648780,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.43,4.38,174.2,99.0,90.0,94.0,0.801,6.85,2.37,8.66,1.34,0.82,0.243,0.416,0.165,0.327,0.441,84.0,94.0,83.0,71.0,102.0,92.0,85.0,100.0,87.0,118.0,100.0,105.0,,,,0.104,0.366,0.337,,0.193,-0.68,1.38,-0.3,,0.01,91.9,84.0,90.0,78.9,,0.23,0.467,0.259,0.293,0.407,0.185,0.278,0.389,0.111,0.259,0.593,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.243,0.388,0.215,,,
2024-09-21,745610,Strikeout,strikeout,True,691176,676664,Jasson Domínguez,JP Sears,0,415c7732-0afd-499b-ace1-64a5264568e3,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.43,4.38,174.2,99.0,90.0,94.0,0.801,6.85,2.37,8.66,1.34,0.82,0.243,0.416,0.165,0.327,0.441,84.0,94.0,83.0,71.0,102.0,92.0,85.0,100.0,87.0,118.0,100.0,105.0,,,,0.104,0.366,0.337,,0.193,-0.68,1.38,-0.3,,0.01,91.9,84.0,90.0,78.9,,0.23,0.467,0.259,0.293,0.407,0.185,0.278,0.389,0.111,0.259,0.593,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.243,0.388,0.215,,,
2024-09-21,745610,Walk,walk,False,691176,656232,Jasson Domínguez,Brandon Bielak,1,2786e58d-bc95-4e35-84bf-55719c7a80dd,656232.0,brandonbielak,Bielak,Right,Brandon Bielak,- - -,5.16,6.7,29.2,94.0,82.0,91.0,0.867,4.25,3.94,11.83,1.52,0.98,0.18,0.432,0.099,0.306,0.398,108.0,97.0,99.0,78.0,83.0,76.0,70.0,100.0,88.0,75.0,103.0,104.0,,,,0.241,0.229,0.151,,0.278,-0.9,-1.61,-2.74,,0.17,91.9,87.4,92.1,82.8,,0.333,0.407,0.104,0.27,0.432,0.222,0.333,0.583,0.149,0.278,0.611,0.241,0.429,0.857,0.118,66.0,87.0,87.0,,,,,,,,,0.1,,,-4.02,,,80.8,,,,,,,,,,,,,,,
2024-09-21,745610,Forceout,force_out,True,691176,663687,Jasson Domínguez,Hogan Harris,1,e8fa3f16-f1f9-4f6f-9836-7859e6587a5b,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,OAK,2.99,5.35,69.1,97.0,85.0,95.0,0.815,7.14,4.15,8.44,0.91,0.91,0.229,0.371,0.127,0.322,0.468,118.0,94.0,100.0,82.0,96.0,89.0,,,,87.0,100.0,102.0,,,,,0.562,0.119,,0.166,0.21,,-3.23,,1.0,92.9,81.1,,78.8,,0.27,0.423,0.158,0.158,0.184,0.253,,,,0.282,0.641,0.197,0.256,0.326,0.342,60.0,101.0,105.0,,,,,,,,,0.153,,,-0.7,,,72.5,,,,,,,,,,,,,,,
2024-09-22,745608,Home Run,home_run,False,691176,683155,Jasson Domínguez,Joey Estes,1,a847f705-c304-4cda-a565-0bde50d1099f,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.99,4.5,122.2,106.0,91.0,104.0,0.834,6.6,1.83,9.17,1.61,0.44,0.258,0.419,0.174,0.301,0.48,78.0,92.0,93.0,79.0,106.0,99.0,60.0,97.0,84.0,113.0,113.0,117.0,,,,0.028,0.517,0.335,,0.112,0.14,-3.22,-0.19,,-2.15,92.4,84.8,90.8,79.6,,0.253,0.466,0.17,0.35,0.675,0.212,0.333,0.733,0.111,0.262,0.452,0.231,,,,,,,111.0,89.0,91.0,,,,0.007,,,-13.8,,,86.4,,,,,,,,,,,,0.218,0.37,0.217,,,
2024-09-22,745608,Lineout,field_out,True,691176,683155,Jasson Domínguez,Joey Estes,1,9c2b3392-13fc-4ace-bccb-7ac0fcbe955e,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.99,4.5,122.2,106.0,91.0,104.0,0.834,6.6,1.83,9.17,1.61,0.44,0.258,0.419,0.174,0.301,0.48,78.0,92.0,93.0,79.0,106.0,99.0,60.0,97.0,84.0,113.0,113.0,117.0,,,,0.028,0.517,0.335,,0.112,0.14,-3.22,-0.19,,-2.15,92.4,84.8,90.8,79.6,,0.253,0.466,0.17,0.35,0.675,0.212,0.333,0.733,0.111,0.262,0.452,0.231,,,,,,,111.0,89.0,91.0,,,,0.007,,,-13.8,,,86.4,,,,,,,,,,,,0.218,0.37,0.217,,,
2024-09-22,745608,Groundout,field_out,True,691176,666205,Jasson Domínguez,Kyle Muller,0,a3346994-4900-47f2-8bce-4a8e1a33c4ea,666205.0,kylemuller,Muller,Left,Kyle Muller,OAK,4.18,4.12,47.1,103.0,88.0,104.0,0.789,6.65,1.9,8.94,1.14,1.19,0.221,0.396,0.101,0.302,0.492,85.0,85.0,84.0,81.0,109.0,103.0,,,,91.0,102.0,112.0,,,,,0.54,0.245,,0.072,0.64,,0.02,,2.35,92.6,87.0,,85.4,,0.272,0.388,0.21,0.125,0.125,0.476,,,,0.264,0.434,0.222,0.235,0.647,0.161,107.0,88.0,102.0,,,,,,,,,0.144,,,-2.81,,,79.4,,,,,,,,,,,,,,,
2024-09-22,745608,Lineout,field_out,True,691176,519008,Jasson Domínguez,T.J. McFarland,0,73d68d9b-be69-449c-8290-866bfcff7ea6,519008.0,tjmcfarland,McFarland,Left,T.J. McFarland,OAK,3.95,3.37,54.2,101.0,65.0,102.0,0.819,5.93,2.63,8.73,0.66,2.38,0.238,0.419,0.169,0.238,0.413,81.0,99.0,96.0,-23.0,82.0,85.0,41.0,106.0,104.0,93.0,96.0,101.0,,,,0.486,0.006,0.386,,0.121,4.88,0.89,0.64,,-0.71,88.5,81.3,88.0,78.2,,,,,0.231,0.385,0.273,0.286,0.393,0.108,,,,,,,,,,62.0,114.0,74.0,,,,0.001,,,5.45,,,82.2,,,,,,,,,,,,0.231,0.354,0.271,,,
2024-09-24,745688,Groundout,field_out,True,691176,622554,Jasson Domínguez,Seranthony Domínguez,1,cdb339f7-5476-4ff2-acd9-1006e31582ff,622554.0,seranthonydominguez,Domínguez,Right,Seranthony Domínguez,- - -,4.45,3.7,58.2,97.0,130.0,103.0,0.753,10.43,3.22,7.98,1.84,0.75,0.25,0.402,0.213,0.28,0.433,17.0,99.0,101.0,130.0,96.0,99.0,106.0,98.0,103.0,144.0,98.0,107.0,,,,0.184,0.404,0.4,,0.011,-0.08,-0.48,0.13,,-4.96,97.7,91.4,98.1,88.4,,0.222,0.457,0.218,,,,0.311,0.378,0.093,0.184,0.417,0.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25,745690,Lineout,field_out,True,691176,621107,Jasson Domínguez,Zach Eflin,0,acce6a94-87d6-49f8-b608-5d017a1b7cab,621107.0,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.62,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.317,0.45,87.0,101.0,103.0,61.0,105.0,94.0,91.0,109.0,105.0,122.0,107.0,113.0,,,,0.282,0.09,0.097,,0.061,-0.64,0.0,0.46,,0.21,92.4,85.6,91.7,79.7,,0.246,0.421,0.244,0.188,0.354,0.105,0.291,0.403,0.134,,,,0.291,0.472,0.333,108.0,112.0,108.0,85.0,105.0,98.0,,,,0.282,,0.188,1.54,,-1.27,88.2,,78.8,0.214,0.345,0.223,,,,,,,0.236,0.473,0.203,,,
2024-09-25,745690,Lineout,field_out,True,691176,621107,Jasson Domínguez,Zach Eflin,0,a05a7015-eb22-47a1-8b03-f2a4a5a6a83e,621107.0,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.62,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.317,0.45,87.0,101.0,103.0,61.0,105.0,94.0,91.0,109.0,105.0,122.0,107.0,113.0,,,,0.282,0.09,0.097,,0.061,-0.64,0.0,0.46,,0.21,92.4,85.6,91.7,79.7,,0.246,0.421,0.244,0.188,0.354,0.105,0.291,0.403,0.134,,,,0.291,0.472,0.333,108.0,112.0,108.0,85.0,105.0,98.0,,,,0.282,,0.188,1.54,,-1.27,88.2,,78.8,0.214,0.345,0.223,,,,,,,0.236,0.473,0.203,,,
2024-09-25,745690,Single,single,False,691176,657097,Jasson Domínguez,Jacob Webb,0,14ceb9b1-3273-42d6-a42a-102aa41be515,657097.0,jacobwebb,"Webb, J",Right,Jacob Webb,BAL,3.02,3.46,56.2,99.0,108.0,102.0,0.76,9.21,4.29,6.35,0.64,0.8,0.278,0.397,0.225,0.298,0.44,111.0,100.0,104.0,105.0,98.0,99.0,,,,110.0,99.0,106.0,,,,,0.444,0.281,,0.275,-0.01,,0.73,,1.86,93.5,84.3,,82.8,,0.2,0.365,0.267,0.125,0.219,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.254,0.305,0.202,,,
2024-09-25,745690,Groundout,field_out,True,691176,642397,Jasson Domínguez,Gregory Soto,0,037986af-5128-4c59-aaee-d4710c7ea99b,642397.0,gregorysoto,"Soto, G",Left,Gregory Soto,- - -,4.42,4.31,53.0,95.0,113.0,99.0,0.713,11.04,4.58,9.51,0.68,1.8,0.313,0.326,0.167,0.313,0.43,,,,96.0,88.0,81.0,112.0,96.0,99.0,120.0,94.0,102.0,,,,0.457,0.119,0.416,,,-2.88,0.55,-1.16,,,98.0,,97.4,85.8,,0.333,0.381,0.347,,,,0.286,0.385,0.149,0.221,0.364,0.494,,,,,,,,,,,,,0.007,,,0.37,,,91.8,,,,,,,,,,,,0.353,0.647,0.333,,,
2024-09-26,745691,Strikeout,strikeout,True,691176,669203,Jasson Domínguez,Corbin Burnes,0,554c0528-7894-4f4b-aa12-bb916df58a59,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.27,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.188,0.289,0.399,110.0,98.0,103.0,,,,104.0,95.0,89.0,133.0,105.0,120.0,,,,0.078,,0.146,,0.11,,-0.5,0.7,,0.2,,89.2,97.0,87.2,,,,,0.194,0.339,0.377,0.235,0.412,0.157,0.196,0.268,0.463,0.2,0.326,0.378,109.0,101.0,106.0,125.0,105.0,108.0,,,,0.45,,0.215,1.37,,0.44,95.3,,80.3,0.251,0.362,0.19,,,,,,,0.125,0.5,0.457,,,
2024-09-26,745691,Strikeout,strikeout,True,691176,669203,Jasson Domínguez,Corbin Burnes,0,def476fe-f9ea-42ea-9bc3-81860ced96b7,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.27,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.188,0.289,0.399,110.0,98.0,103.0,,,,104.0,95.0,89.0,133.0,105.0,120.0,,,,0.078,,0.146,,0.11,,-0.5,0.7,,0.2,,89.2,97.0,87.2,,,,,0.194,0.339,0.377,0.235,0.412,0.157,0.196,0.268,0.463,0.2,0.326,0.378,109.0,101.0,106.0,125.0,105.0,108.0,,,,0.45,,0.215,1.37,,0.44,95.3,,80.3,0.251,0.362,0.19,,,,,,,0.125,0.5,0.457,,,
2024-09-26,745691,Walk,walk,False,691176,641329,Jasson Domínguez,Bryan Baker,0,49d23eca-d50a-4348-8b01-ffa8e10a5c91,641329.0,bryanbaker,Baker,Right,Bryan Baker,BAL,5.01,3.67,23.1,101.0,110.0,104.0,0.77,8.87,2.7,7.71,1.16,1.0,0.27,0.381,0.175,0.381,0.434,105.0,98.0,107.0,97.0,100.0,98.0,,,,126.0,102.0,111.0,,,,,0.489,0.281,,0.138,-1.38,,3.1,,-0.99,96.3,82.8,,87.4,,0.286,0.571,0.302,0.222,0.222,0.2,,,,0.192,0.346,0.161,0.125,0.25,0.154,143.0,105.0,112.0,,,,,,,,,0.092,,,1.59,,,79.0,,,,,,,,,,,,,,,
2024-09-27,745692,Walk,walk,False,691176,683003,Jasson Domínguez,Jared Jones,1,842e0644-f328-4444-b0de-8674746e6bfc,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,4.14,4.05,121.2,102.0,127.0,108.0,0.726,9.76,2.88,7.84,1.33,0.93,0.238,0.39,0.149,0.335,0.458,113.0,99.0,106.0,132.0,102.0,109.0,,,,130.0,103.0,111.0,,,,,0.493,0.348,,0.066,0.15,,1.12,,-2.91,97.3,89.9,,88.8,,0.224,0.425,0.257,0.317,0.561,0.229,,,,0.208,0.354,0.373,0.348,0.87,0.327,95.0,96.0,98.0,,,,,,,,,0.093,,,-2.53,,,81.5,,,,,,,,,,,,,,,
2024-09-27,745692,Strikeout,strikeout,True,691176,683003,Jasson Domínguez,Jared Jones,0,66e7b2e2-6e68-49e9-a074-ac9c6a8f4bb6,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,4.14,4.05,121.2,102.0,127.0,108.0,0.726,9.76,2.88,7.84,1.33,0.93,0.238,0.39,0.149,0.335,0.458,113.0,99.0,106.0,132.0,102.0,109.0,,,,130.0,103.0,111.0,,,,,0.493,0.348,,0.066,0.15,,1.12,,-2.91,97.3,89.9,,88.8,,0.224,0.425,0.257,0.317,0.561,0.229,,,,0.208,0.354,0.373,0.348,0.87,0.327,95.0,96.0,98.0,,,,,,,,,0.093,,,-2.53,,,81.5,,,,,,,,,,,,,,,
2024-09-27,745692,Walk,walk,False,691176,666214,Jasson Domínguez,Joey Wentz,1,456d102f-cfdb-414c-bb67-4daf9d7c120c,666214.0,joeywentz,Wentz,Left,Joey Wentz,- - -,4.68,3.67,67.1,98.0,87.0,95.0,0.736,9.76,4.41,8.82,1.07,1.11,0.253,0.423,0.16,0.304,0.388,95.0,94.0,96.0,73.0,94.0,88.0,,,,,,,,,,,0.365,0.001,,0.191,-1.39,,-2.42,,-1.45,93.7,85.7,,80.4,,0.316,0.469,0.175,0.279,0.419,0.404,,,,,,,0.143,0.143,0.338,97.0,106.0,104.0,92.0,100.0,96.0,,,,0.313,,0.13,0.82,,1.91,85.9,,79.3,0.204,0.333,0.364,,,,,,,,,,,,
2024-09-27,745692,Strikeout,strikeout,True,691176,642701,Jasson Domínguez,Dennis Santana,0,171b6201-4b80-484a-9b64-69ed53c01d53,642701.0,dennissantana,"Santana, D",Right,Dennis Santana,- - -,3.89,3.24,71.2,101.0,101.0,99.0,0.746,8.67,2.64,7.16,0.5,0.87,0.238,0.399,0.171,0.285,0.436,79.0,102.0,96.0,99.0,103.0,101.0,96.0,96.0,95.0,110.0,103.0,103.0,,,,0.133,0.263,0.328,,0.084,0.76,1.13,1.1,,-1.81,95.7,88.5,95.1,87.1,,0.196,0.268,0.204,0.219,0.406,0.373,0.279,0.395,0.057,0.217,0.337,0.411,,,,,,,103.0,100.0,96.0,,,,0.191,,,1.17,,,90.4,,,0.2,0.429,0.25,,,,,,,,,,,,
2024-09-28,745685,Groundout,field_out,True,691176,694973,Jasson Domínguez,Paul Skenes,0,d5445faa-ca63-4d17-a09e-ed1b5cae5c24,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.96,2.5,133.0,103.0,102.0,103.0,0.736,11.5,2.17,6.36,0.68,1.66,0.216,0.464,0.193,0.232,0.427,82.0,108.0,107.0,98.0,107.0,103.0,80.0,95.0,86.0,131.0,101.0,113.0,,,,0.284,0.392,0.162,,0.054,0.64,3.52,0.8,,2.34,98.8,87.3,94.0,85.4,,0.23,0.351,0.242,0.088,0.118,0.548,0.184,0.234,0.293,0.286,0.571,0.328,0.25,0.375,0.337,105.0,100.0,104.0,,,,,,,,,0.108,,,-0.18,,,83.0,,,,,,,,,,0.104,0.188,0.226,,,
2024-09-28,745685,Groundout,field_out,True,691176,681347,Jasson Domínguez,Mike Burrows,0,7f239514-4184-4c23-8137-0afb7ff11d2e,681347.0,mikeburrows,Burrows,Right,Mike Burrows,PIT,2.7,7.25,3.1,96.0,108.0,97.0,0.879,5.4,8.1,5.4,2.7,1.0,0.111,0.556,0.222,0.556,0.426,143.0,101.0,99.0,94.0,91.0,89.0,,,,98.0,99.0,112.0,,,,,0.544,0.088,,0.265,1.48,,4.6,,-0.25,94.5,85.6,,87.2,,0.167,0.167,0.13,0.0,0.0,0.2,,,,,,,,,,101.0,104.0,114.0,,,,,,,,,0.103,,,-19.37,,,78.5,,,,,,,,,,,,,,,
2024-09-28,745685,Walk,walk,False,691176,681347,Jasson Domínguez,Mike Burrows,1,4be36125-0457-46f5-aec0-cb60c4dcefdc,681347.0,mikeburrows,Burrows,Right,Mike Burrows,PIT,2.7,7.25,3.1,96.0,108.0,97.0,0.879,5.4,8.1,5.4,2.7,1.0,0.111,0.556,0.222,0.556,0.426,143.0,101.0,99.0,94.0,91.0,89.0,,,,98.0,99.0,112.0,,,,,0.544,0.088,,0.265,1.48,,4.6,,-0.25,94.5,85.6,,87.2,,0.167,0.167,0.13,0.0,0.0,0.2,,,,,,,,,,101.0,104.0,114.0,,,,,,,,,0.103,,,-19.37,,,78.5,,,,,,,,,,,,,,,
2024-09-28,745685,Single,single,False,691176,621366,Jasson Domínguez,Ryan Borucki,1,c2236253-b4a1-4552-b45a-510a15889a39,621366.0,ryanborucki,Borucki,Left,Ryan Borucki,PIT,7.36,7.08,11.0,97.0,97.0,103.0,0.667,10.64,3.27,11.45,1.64,1.88,0.242,0.364,0.091,0.364,0.402,80.0,100.0,96.0,,,,100.0,97.0,100.0,111.0,97.0,109.0,,,,0.247,,0.626,,0.126,,-4.4,-0.75,,-2.53,,84.7,94.0,87.4,,,,,0.25,0.25,0.143,0.286,0.857,0.333,0.355,0.516,0.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.75,,,
2024-09-28,745685,Strikeout,strikeout,True,691176,656222,Jasson Domínguez,Jalen Beeks,0,1e084cfd-fc6d-4725-b77b-e799d2736329,656222.0,jalenbeeks,Beeks,Left,Jalen Beeks,- - -,4.5,3.78,70.0,94.0,78.0,89.0,0.795,7.07,3.47,9.9,0.77,1.23,0.264,0.383,0.185,0.282,0.404,82.0,90.0,89.0,73.0,96.0,89.0,,,,,,,,,,0.002,0.554,0.003,,0.254,0.54,-0.45,0.61,,-1.16,94.5,88.9,89.3,82.9,,0.287,0.382,0.161,0.267,0.367,0.421,,,,,,,0.2,0.2,0.167,88.0,116.0,122.0,87.0,96.0,91.0,,,,0.177,,0.01,-0.6,,0.89,84.9,,74.8,0.273,0.485,0.239,,,,,,,,,,82.9,0.001,-2.42
2024-09-29,745686,Flyout,field_out,True,691176,663559,Jasson Domínguez,Bailey Falter,0,098bbcda-1966-4232-9527-b16ac145022c,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.43,4.9,142.1,99.0,90.0,97.0,0.824,6.13,2.85,8.73,1.07,0.86,0.292,0.369,0.144,0.324,0.477,,,,85.0,100.0,97.0,99.0,101.0,99.0,91.0,96.0,96.0,,,,0.142,0.484,0.216,,,0.38,1.23,0.27,,,91.8,,92.0,86.1,,0.257,0.415,0.165,,,,0.253,0.432,0.161,0.245,0.304,0.287,0.305,0.61,0.207,100.0,99.0,98.0,,,,43.0,95.0,70.0,,0.006,0.152,,-7.04,-1.24,,86.9,77.7,,,,0.333,1.333,0.125,,,,,,,,,
2024-09-29,745686,Field Error,field_error,False,691176,663559,Jasson Domínguez,Bailey Falter,0,ba2f409b-dc2f-43a5-bc42-ccaecb117fb1,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.43,4.9,142.1,99.0,90.0,97.0,0.824,6.13,2.85,8.73,1.07,0.86,0.292,0.369,0.144,0.324,0.477,,,,85.0,100.0,97.0,99.0,101.0,99.0,91.0,96.0,96.0,,,,0.142,0.484,0.216,,,0.38,1.23,0.27,,,91.8,,92.0,86.1,,0.257,0.415,0.165,,,,0.253,0.432,0.161,0.245,0.304,0.287,0.305,0.61,0.207,100.0,99.0,98.0,,,,43.0,95.0,70.0,,0.006,0.152,,-7.04,-1.24,,86.9,77.7,,,,0.333,1.333,0.125,,,,,,,,,
2024-09-29,745686,Pop Out,field_out,True,691176,666214,Jasson Domínguez,Joey Wentz,0,bea9b825-62bb-4573-aa6a-500f9de58b97,666214.0,joeywentz,Wentz,Left,Joey Wentz,- - -,4.68,3.67,67.1,98.0,87.0,95.0,0.736,9.76,4.41,8.82,1.07,1.11,0.253,0.423,0.16,0.304,0.388,95.0,94.0,96.0,73.0,94.0,88.0,,,,,,,,,,,0.365,0.001,,0.191,-1.39,,-2.42,,-1.45,93.7,85.7,,80.4,,0.316,0.469,0.175,0.279,0.419,0.404,,,,,,,0.143,0.143,0.338,97.0,106.0,104.0,92.0,100.0,96.0,,,,0.313,,0.13,0.82,,1.91,85.9,,79.3,0.204,0.333,0.364,,,,,,,,,,,,
2024-09-29,745686,Walk,walk,False,691176,669387,Jasson Domínguez,Carmen Mlodzinski,1,42be2c3b-4278-4022-87ba-9855b7de5d4f,669387.0,carmenmlodzinski,Mlodzinski,Right,Carmen Mlodzinski,PIT,3.38,3.41,50.2,100.0,102.0,103.0,0.774,8.17,3.38,7.28,0.53,1.23,0.275,0.458,0.134,0.282,0.418,114.0,81.0,85.0,95.0,100.0,98.0,,,,118.0,99.0,114.0,,,,,0.398,0.398,,0.003,1.09,,-0.03,,-28.1,96.2,88.6,,86.7,,0.174,0.304,0.255,,,,,,,0.228,0.246,0.321,,,,,,,93.0,101.0,97.0,,,,0.2,,,1.68,,,92.5,,,0.235,0.353,0.143,,,,,,,0.304,0.391,0.339,,,
