date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSL/C,wCU/C,vFA,vFC,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,CH%,wSI/C,wKC/C,wCH/C,vCH,vSI,vKC,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FO%,wFO/C,vFO,EP%,wEP/C,vEP,vSC (sc),SC%,wSC/C,ST_ba,ST_slg,ST_whiff,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C
2024-06-03,745009,Flyout,field_out,True,669234,543135,Justyn-Henry Malloy,Nathan Eovaldi,0,34e61c81-9e93-4f98-98dd-84fd5c758188,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,102.0,101.0,102.0,73.0,108.0,102.0,112.0,96.0,101.0,92.0,104.0,97.0,126.0,104.0,112.0,0.362,0.148,0.302,0.037,0.151,1.48,0.94,1.4,-4.54,-1.43,95.5,91.7,88.7,86.3,76.9,0.183,0.314,0.206,0.202,0.327,0.361,0.264,0.396,0.161,0.27,0.541,0.357,0.412,0.706,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03,745009,Strikeout,strikeout,True,669234,543135,Justyn-Henry Malloy,Nathan Eovaldi,0,464528bf-6107-4ff0-9aee-0204eea4fe7d,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,102.0,101.0,102.0,73.0,108.0,102.0,112.0,96.0,101.0,92.0,104.0,97.0,126.0,104.0,112.0,0.362,0.148,0.302,0.037,0.151,1.48,0.94,1.4,-4.54,-1.43,95.5,91.7,88.7,86.3,76.9,0.183,0.314,0.206,0.202,0.327,0.361,0.264,0.396,0.161,0.27,0.541,0.357,0.412,0.706,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03,745009,Strikeout,strikeout,True,669234,600917,Justyn-Henry Malloy,José Leclerc,0,705d4a10-9673-4416-bcf9-234ba30630bf,600917.0,joseleclerc,Leclerc,Right,José Leclerc,TEX,3.95,3.8,41.0,95.0,110.0,98.0,0.628,11.85,5.27,5.49,0.88,0.85,0.217,0.457,0.152,0.348,0.368,,,,107.0,89.0,97.0,119.0,103.0,104.0,134.0,94.0,99.0,,,,0.352,0.167,,0.33,,0.85,-0.6,,1.16,,95.1,90.0,,81.9,,0.128,0.277,0.311,,,,0.227,0.364,0.259,,,,0.193,0.298,0.504,66.0,99.0,89.0,78.0,88.0,81.0,,,,0.046,,0.105,2.9,,-0.04,88.1,94.8,,0.111,0.111,0.556,0.2,0.2,0.143,,,,,,,,,,,,,,,,,,
2024-06-04,745010,Groundout,field_out,True,669234,641540,Justyn-Henry Malloy,Dane Dunning,0,4280c410-3d9c-4f89-9b3b-512d0e0ee949,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,,,,44.0,110.0,95.0,106.0,99.0,97.0,79.0,97.0,94.0,,,,0.031,0.182,,0.245,,-3.78,-0.59,,-0.4,,89.4,88.2,,80.9,,0.25,0.625,0.263,,,,0.233,0.419,0.259,0.0,0.0,0.368,0.226,0.472,0.336,82.0,94.0,87.0,78.0,101.0,97.0,60.0,92.0,100.0,0.349,0.056,0.137,0.8,-0.02,-1.16,85.4,90.0,75.8,0.219,0.531,0.358,0.218,0.376,0.133,0.001,-6.42,76.4,,,,,,,,,,,,,,,
2024-06-04,745010,Strikeout,strikeout,True,669234,641540,Justyn-Henry Malloy,Dane Dunning,0,08dfeebe-92c5-46ca-9688-93c124cb9692,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,,,,44.0,110.0,95.0,106.0,99.0,97.0,79.0,97.0,94.0,,,,0.031,0.182,,0.245,,-3.78,-0.59,,-0.4,,89.4,88.2,,80.9,,0.25,0.625,0.263,,,,0.233,0.419,0.259,0.0,0.0,0.368,0.226,0.472,0.336,82.0,94.0,87.0,78.0,101.0,97.0,60.0,92.0,100.0,0.349,0.056,0.137,0.8,-0.02,-1.16,85.4,90.0,75.8,0.219,0.531,0.358,0.218,0.376,0.133,0.001,-6.42,76.4,,,,,,,,,,,,,,,
2024-06-04,745010,Groundout,field_out,True,669234,622786,Justyn-Henry Malloy,Jesus Tinoco,0,4a0b27f2-e3b5-4e97-8129-935d22e9bfca,622786.0,jesustinoco,Tinoco,Right,Jesus Tinoco,- - -,6.75,5.4,12.0,102.0,122.0,106.0,0.702,8.25,5.25,9.0,1.5,1.5,0.278,0.306,0.194,0.417,0.355,,,,115.0,114.0,114.0,135.0,107.0,113.0,115.0,136.0,96.0,,,,0.096,0.004,,0.601,,-11.1,21.43,,1.01,,96.1,92.4,,86.2,,0.6,1.4,0.182,,,,,,,,,,0.13,0.261,0.424,67.0,70.0,91.0,99.0,88.0,88.0,,,,0.289,,0.009,-0.03,,-27.95,89.8,95.9,,,,,0.294,0.294,0.219,,,,,,,,,,,,,,,,,,
2024-06-04,745010,Groundout,field_out,True,669234,681982,Justyn-Henry Malloy,Grant Anderson,0,294c9c6b-e20b-4002-b92d-1752b12c200f,681982.0,grantanderson,"Anderson, G",Right,Grant Anderson,TEX,8.53,5.09,19.0,99.0,101.0,102.0,0.764,9.47,3.79,10.89,2.84,1.3,0.25,0.411,0.143,0.304,0.454,,,,83.0,97.0,95.0,120.0,98.0,109.0,,,,,,,0.268,,,0.385,,-2.69,,,-3.52,,92.5,,,82.4,,0.25,0.85,0.409,,,,,,,,,,0.458,0.75,0.298,61.0,80.0,83.0,102.0,107.0,105.0,,,,0.274,,0.073,2.3,,3.36,85.8,92.1,,0.0,0.0,0.111,0.259,0.259,0.1,,,,,,,,,,,,,,,,,,
2024-06-05,745007,Flyout,field_out,True,669234,570632,Justyn-Henry Malloy,José Ureña,0,2ef09ce4-954a-4673-9625-9ed343eb19b0,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.13,3.67,69.0,98.0,88.0,96.0,0.775,6.13,2.87,7.96,1.04,1.66,0.237,0.437,0.144,0.298,0.382,,,,87.0,97.0,93.0,87.0,99.0,98.0,,,,,,,0.067,,,0.365,,-2.63,,,-0.1,,96.2,,,86.7,,0.429,1.0,0.229,,,,,,,,,,0.226,0.333,0.363,75.0,96.0,89.0,93.0,99.0,97.0,,,,0.394,,0.174,1.6,,-0.43,88.7,95.9,,0.238,0.548,0.336,0.234,0.298,0.101,,,,,,,,,,,,,,,,,,
2024-06-05,745007,Home Run,home_run,False,669234,570632,Justyn-Henry Malloy,José Ureña,0,6925687e-de6f-49b6-ae55-4f64dedcc4af,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.13,3.67,69.0,98.0,88.0,96.0,0.775,6.13,2.87,7.96,1.04,1.66,0.237,0.437,0.144,0.298,0.382,,,,87.0,97.0,93.0,87.0,99.0,98.0,,,,,,,0.067,,,0.365,,-2.63,,,-0.1,,96.2,,,86.7,,0.429,1.0,0.229,,,,,,,,,,0.226,0.333,0.363,75.0,96.0,89.0,93.0,99.0,97.0,,,,0.394,,0.174,1.6,,-0.43,88.7,95.9,,0.238,0.548,0.336,0.234,0.298,0.101,,,,,,,,,,,,,,,,,,
2024-06-05,745007,Single,single,False,669234,502085,Justyn-Henry Malloy,David Robertson,0,a393b930-c3f0-467c-83d1-cf676f2d6e00,502085.0,davidrobertson,Robertson,Right,David Robertson,TEX,2.88,2.83,40.2,99.0,120.0,104.0,0.715,13.5,2.66,5.75,0.66,1.57,0.221,0.267,0.186,0.349,0.438,,,,,,,110.0,92.0,97.0,121.0,100.0,106.0,,,,0.003,0.595,,0.053,0.003,-2.5,2.57,,-4.14,-4.1,94.1,93.6,,83.6,80.9,,,,,,,0.137,0.205,0.346,0.233,0.283,0.267,0.333,0.833,0.071,105.0,89.0,65.0,107.0,112.0,111.0,121.0,95.0,103.0,0.026,0.295,0.026,1.88,0.22,6.62,88.2,94.7,84.7,0.0,0.0,0.2,0.0,0.0,0.25,,,,,,,,,,,,,,,,,,
