date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C
2024-06-26,746374,Double,double,False,663967,663372,César Salazar,Ryan Feltner,0,ee9da9ae-6e3f-44aa-be88-edda4d5e61aa,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.36,4.1,102.1,100.0,97.0,100.0,0.779,8.0,2.9,10.11,1.06,1.37,0.224,0.399,0.168,0.336,0.446,114.0,96.0,103.0,104.0,110.0,116.0,83.0,102.0,97.0,110.0,99.0,104.0,,,,0.34,,0.291,0.083,0.147,-0.09,,-1.06,-0.09,-1.33,94.9,,85.4,88.1,79.2,0.257,0.405,0.182,,,,0.2,0.333,0.299,0.182,0.545,0.235,0.321,0.5,0.422,91.0,91.0,87.0,,,,0.14,,0.41,,94.4,,0.286,0.375,0.164,,,,,,,,,,,,,,,,,,
2024-06-26,746374,Sac Fly,sac_fly,True,663967,641755,César Salazar,Tyler Kinley,1,e417be7a-ea84-40e2-9ebd-1914c2f62c0e,641755.0,tylerkinley,Kinley,Right,Tyler Kinley,COL,7.52,5.22,40.2,98.0,85.0,94.0,0.695,9.74,5.31,10.84,1.99,0.9,0.152,0.496,0.208,0.312,0.393,65.0,86.0,79.0,,,,74.0,88.0,84.0,92.0,104.0,101.0,,,,0.366,,0.589,,0.043,-3.61,,-0.4,,0.7,95.8,,87.2,89.6,,0.431,0.621,0.106,,,,,,,0.226,0.5,0.404,0.0,0.0,0.636,16.0,56.0,52.0,,,,0.003,,-2.92,,93.9,,,,,,,,,,,,,,,,,,,,,,
2024-06-26,746374,Strikeout,strikeout,True,663967,621389,César Salazar,Ty Blach,0,6fe7d079-46f4-47f3-9002-035963c984b2,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,,,,,,,79.0,107.0,89.0,,0.121,,0.122,0.247,,0.63,,-0.42,-2.76,,83.2,80.0,,79.2,,,,0.211,0.5,0.203,0.174,0.348,0.191,,,,0.367,0.517,0.217,77.0,106.0,90.0,,,,0.51,,-1.47,,89.1,,0.376,0.576,0.092,,,,,,,,,,,,,,,,,,
2024-06-29,745801,Lineout,field_out,True,663967,656731,César Salazar,Tylor Megill,0,4f8e7478-bb3a-4777-b822-dae0c4baaed3,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,5.08,4.45,39.0,94.0,107.0,97.0,0.745,11.31,4.38,8.54,0.69,0.98,0.252,0.369,0.126,0.369,0.419,130.0,94.0,112.0,85.0,81.0,88.0,115.0,96.0,97.0,100.0,99.0,104.0,98.0,94.0,92.0,0.512,0.151,0.136,0.093,0.028,-1.06,1.03,-1.75,1.81,-4.37,95.6,90.4,87.2,85.1,77.0,0.262,0.446,0.226,0.3,0.433,0.238,0.091,0.182,0.414,0.25,1.0,0.143,0.5,0.5,0.111,,,,,,,,,,,,,,,,92.0,89.0,98.0,0.079,2.75,84.3,0.059,0.059,0.5,,,,,,,,,
2024-06-29,745801,Strikeout,strikeout,True,663967,656731,César Salazar,Tylor Megill,0,07dd443f-c2b3-4607-a07b-9f0b1c0dbf4b,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,5.08,4.45,39.0,94.0,107.0,97.0,0.745,11.31,4.38,8.54,0.69,0.98,0.252,0.369,0.126,0.369,0.419,130.0,94.0,112.0,85.0,81.0,88.0,115.0,96.0,97.0,100.0,99.0,104.0,98.0,94.0,92.0,0.512,0.151,0.136,0.093,0.028,-1.06,1.03,-1.75,1.81,-4.37,95.6,90.4,87.2,85.1,77.0,0.262,0.446,0.226,0.3,0.433,0.238,0.091,0.182,0.414,0.25,1.0,0.143,0.5,0.5,0.111,,,,,,,,,,,,,,,,92.0,89.0,98.0,0.079,2.75,84.3,0.059,0.059,0.5,,,,,,,,,
2024-06-29,745801,Lineout,field_out,True,663967,686654,César Salazar,Ty Adcock,0,88236a17-676c-44f3-b899-5f3af25791f2,686654.0,tyadcock,Adcock,Right,Ty Adcock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.429,1.714,0.2,0.5,0.5,0.25,,,,0.3,0.6,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-02,744913,Walk,walk,False,663967,621244,César Salazar,José Berríos,0,0eb727f8-e44d-4360-b14a-356160dbb248,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,,,,80.0,100.0,94.0,0.175,0.031,,0.301,0.163,-1.98,-2.81,,0.16,1.45,94.0,91.7,84.5,,83.0,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,0.153,0.376,0.241,85.0,102.0,95.0,,,,0.329,,0.53,,93.5,,0.288,0.378,0.124,,,,,,,,,,0.202,0.403,0.286,,,,,,
2024-07-02,744913,Single,single,False,663967,621244,César Salazar,José Berríos,1,1591c0f5-07cc-4185-b809-75fbff2d0abc,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,,,,80.0,100.0,94.0,0.175,0.031,,0.301,0.163,-1.98,-2.81,,0.16,1.45,94.0,91.7,84.5,,83.0,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,0.153,0.376,0.241,85.0,102.0,95.0,,,,0.329,,0.53,,93.5,,0.288,0.378,0.124,,,,,,,,,,0.202,0.403,0.286,,,,,,
2024-07-02,744913,Flyout,field_out,True,663967,663878,César Salazar,Nate Pearson,0,75d7d556-0db4-4010-b70b-0fc3a2d0b19a,663878.0,natepearson,Pearson,Right,Nate Pearson,TOR,5.54,4.22,37.1,95.0,128.0,103.0,0.734,12.05,3.62,9.88,1.93,0.86,0.196,0.441,0.137,0.353,0.443,,,,132.0,92.0,102.0,125.0,91.0,94.0,130.0,101.0,112.0,,,,0.448,,0.412,0.127,,-2.31,,0.95,-0.74,,97.6,,,87.7,80.8,0.342,0.548,0.182,,,,0.158,0.316,0.381,0.212,0.385,0.42,,,,107.0,107.0,112.0,,,,0.012,,-30.79,,97.4,,0.667,2.667,0.167,76.0,153.0,162.0,0.002,16.57,88.3,,,,,,,,,,,,
2024-07-05,745884,Single,single,False,663967,641154,César Salazar,Pablo López,1,979b6de8-2e1c-4eb6-bf09-c901cb8294f9,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,5.11,3.44,104.0,103.0,97.0,104.0,0.734,10.47,1.99,8.65,1.56,0.99,0.227,0.441,0.136,0.287,0.431,92.0,101.0,101.0,83.0,102.0,107.0,97.0,104.0,101.0,107.0,104.0,110.0,,,,0.394,,0.227,0.11,0.194,1.98,,-0.94,-2.56,-0.41,94.6,,88.4,84.1,81.9,0.183,0.34,0.303,,,,0.255,0.574,0.338,0.247,0.464,0.318,0.293,0.387,0.25,97.0,108.0,106.0,,,,0.076,,-3.1,,94.2,,0.452,0.677,0.095,,,,,,,,,,,,,,,,,,
2024-07-05,745884,Strikeout,strikeout,True,663967,641154,César Salazar,Pablo López,0,3bf6b9bb-afb9-490e-a354-754283a1d4c3,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,5.11,3.44,104.0,103.0,97.0,104.0,0.734,10.47,1.99,8.65,1.56,0.99,0.227,0.441,0.136,0.287,0.431,92.0,101.0,101.0,83.0,102.0,107.0,97.0,104.0,101.0,107.0,104.0,110.0,,,,0.394,,0.227,0.11,0.194,1.98,,-0.94,-2.56,-0.41,94.6,,88.4,84.1,81.9,0.183,0.34,0.303,,,,0.255,0.574,0.338,0.247,0.464,0.318,0.293,0.387,0.25,97.0,108.0,106.0,,,,0.076,,-3.1,,94.2,,0.452,0.677,0.095,,,,,,,,,,,,,,,,,,
2024-07-05,745884,Walk,walk,False,663967,660896,César Salazar,Jorge Alcala,0,e697b3c7-90cb-4ab7-be53-0cd1dd330518,660896.0,jorgealcala,Alcala,Right,Jorge Alcala,MIN,1.56,2.62,34.2,96.0,119.0,101.0,0.718,8.57,3.89,4.67,0.0,0.64,0.244,0.43,0.244,0.302,0.413,107.0,77.0,75.0,,,,108.0,89.0,93.0,136.0,104.0,111.0,,,,0.438,,0.431,,0.072,1.75,,0.67,,4.49,97.7,,90.1,89.6,,0.098,0.171,0.339,,,,,,,0.207,0.259,0.324,0.083,0.083,0.125,117.0,108.0,109.0,,,,0.059,,2.92,,96.7,,0.143,0.143,0.222,,,,,,,,,,,,,,,,,,
2024-07-05,745884,Forceout,force_out,True,663967,680739,César Salazar,Josh Winder,1,4acfcf43-6bd4-45a8-b6c9-d65612803062,680739.0,joshwinder,Winder,Right,Josh Winder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.667,0.833,0.0,,,,,,,0.5,0.5,0.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-05,745884,Hit By Pitch,hit_by_pitch,False,663967,681892,César Salazar,Kody Funderburk,0,5c5ff3db-bc36-4356-a443-57e1ca9eb86a,681892.0,kodyfunderburk,Funderburk,Left,Kody Funderburk,MIN,5.61,5.19,33.2,95.0,102.0,95.0,0.756,8.29,4.01,9.62,1.07,2.29,0.284,0.343,0.167,0.343,0.428,76.0,96.0,95.0,,,,,,,122.0,88.0,95.0,93.0,102.0,98.0,,0.442,0.326,,0.029,,-0.69,-2.42,,1.2,,92.2,88.6,82.7,,,,,0.302,0.491,0.254,,,,0.25,0.462,0.337,0.333,0.667,0.0,98.0,95.0,94.0,,,,0.203,,-0.34,,93.3,,0.286,0.381,0.091,,,,,,,,,,,,,,,,,,
2024-07-07,745883,Sac Fly,sac_fly,True,663967,680573,César Salazar,Simeon Woods Richardson,1,2124fef4-149d-48c2-b82d-f62f01974a69,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,96.0,102.0,101.0,72.0,101.0,89.0,95.0,112.0,109.0,,,,0.4,,0.309,0.078,0.213,1.41,,1.55,0.19,-2.69,93.1,,82.9,86.7,75.4,0.248,0.291,0.201,,,,0.278,0.556,0.225,0.181,0.284,0.257,0.268,0.571,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-07,745883,Lineout,field_out,True,663967,680573,César Salazar,Simeon Woods Richardson,0,d2ed03d3-d6e7-4b79-ae13-600ceb0e4480,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,96.0,102.0,101.0,72.0,101.0,89.0,95.0,112.0,109.0,,,,0.4,,0.309,0.078,0.213,1.41,,1.55,0.19,-2.69,93.1,,82.9,86.7,75.4,0.248,0.291,0.201,,,,0.278,0.556,0.225,0.181,0.284,0.257,0.268,0.571,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-11,746367,Groundout,field_out,True,663967,682610,César Salazar,Roddery Muñoz,1,aa36535d-4f4b-4a17-ac5a-8b25186cc67e,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,5.47,5.87,51.0,97.0,92.0,94.0,0.788,7.41,4.59,8.12,2.65,0.59,0.277,0.355,0.135,0.348,0.405,52.0,96.0,89.0,,,,96.0,99.0,92.0,108.0,99.0,104.0,91.0,96.0,90.0,0.257,0.247,0.173,,0.094,-2.9,1.93,-0.77,,-4.22,95.7,89.8,89.5,85.8,,0.286,0.738,0.173,0.14,0.28,0.262,,,,0.222,0.361,0.328,0.318,0.727,0.356,91.0,95.0,93.0,,,,0.229,,-1.48,,95.1,,0.273,0.614,0.141,,,,,,,,,,,,,,,,,,
2024-07-11,746367,Hit By Pitch,hit_by_pitch,False,663967,682610,César Salazar,Roddery Muñoz,0,adb907d8-1446-444b-9c97-876ac665e834,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,5.47,5.87,51.0,97.0,92.0,94.0,0.788,7.41,4.59,8.12,2.65,0.59,0.277,0.355,0.135,0.348,0.405,52.0,96.0,89.0,,,,96.0,99.0,92.0,108.0,99.0,104.0,91.0,96.0,90.0,0.257,0.247,0.173,,0.094,-2.9,1.93,-0.77,,-4.22,95.7,89.8,89.5,85.8,,0.286,0.738,0.173,0.14,0.28,0.262,,,,0.222,0.361,0.328,0.318,0.727,0.356,91.0,95.0,93.0,,,,0.229,,-1.48,,95.1,,0.273,0.614,0.141,,,,,,,,,,,,,,,,,,
2024-07-11,746367,Pop Out,field_out,True,663967,682610,César Salazar,Roddery Muñoz,0,f74893ce-71c2-4479-8d33-5e065dc3e1c0,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,5.47,5.87,51.0,97.0,92.0,94.0,0.788,7.41,4.59,8.12,2.65,0.59,0.277,0.355,0.135,0.348,0.405,52.0,96.0,89.0,,,,96.0,99.0,92.0,108.0,99.0,104.0,91.0,96.0,90.0,0.257,0.247,0.173,,0.094,-2.9,1.93,-0.77,,-4.22,95.7,89.8,89.5,85.8,,0.286,0.738,0.173,0.14,0.28,0.262,,,,0.222,0.361,0.328,0.318,0.727,0.356,91.0,95.0,93.0,,,,0.229,,-1.48,,95.1,,0.273,0.614,0.141,,,,,,,,,,,,,,,,,,
2024-09-04,746666,Strikeout,strikeout,True,663967,608718,César Salazar,Brent Suter,0,33d07399-6fdf-478f-9a3d-61b6d0746361,608718.0,brentsuter,Suter,Left,Brent Suter,CIN,3.43,3.86,57.2,99.0,103.0,104.0,0.8,7.34,1.56,8.43,1.4,1.1,0.277,0.367,0.186,0.26,0.417,108.0,101.0,115.0,,,,116.0,100.0,109.0,87.0,105.0,108.0,,,,0.427,,0.17,,0.196,0.69,,0.15,,-0.03,85.9,,75.7,78.5,,0.266,0.415,0.187,,,,,,,0.225,0.425,0.273,0.213,0.34,0.28,85.0,91.0,81.0,,,,0.208,,0.08,,87.3,,0.244,0.512,0.187,,,,,,,,,,,,,,,,,,
2024-09-21,746338,Single,single,False,663967,683021,César Salazar,Michael Stefanic,1,a74b3d37-b18e-46c8-b2c0-3ffd33dbc600,683021.0,michaelstefanic,Stefanic,Right,Michael Stefanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25,746331,Strikeout,strikeout,True,663967,642100,César Salazar,Gabe Speier,0,64691009-038c-4b27-ab7a-04f75523ad19,642100.0,gabespeier,Speier,Left,Gabe Speier,SEA,5.7,3.32,23.2,97.0,90.0,92.0,0.709,12.55,5.32,7.23,0.76,0.91,0.218,0.436,0.218,0.291,0.431,110.0,74.0,75.0,,,,83.0,100.0,95.0,92.0,96.0,89.0,,,,0.348,,0.306,,0.014,3.73,,0.41,,-2.91,93.0,,87.9,81.7,,0.091,0.152,0.315,,,,,,,0.16,0.2,0.431,,,,94.0,95.0,91.0,,,,0.332,,-3.19,,92.8,,0.48,0.76,0.196,,,,,,,,,,,,,,,,,,
