date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,KC%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,wKC/C,vFA,vFC,vFS,vSI,vSL,vCU,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,SV_ba,SV_slg,SV_whiff,EP%,wEP/C,vEP,FO%,wFO/C,vFO,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024-04-26,745424,Groundout,field_out,True,640492,605400,José Azocar,Aaron Nola,0,f68f622e-ae06-4385-9535-d73323b6296d,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,,,,90.0,105.0,100.0,100.0,109.0,106.0,,,,133.0,109.0,116.0,68.0,100.0,93.0,,,,0.212,0.259,0.102,,,,0.324,1.43,-2.53,,-0.12,,,2.0,92.3,87.4,,91.4,,,79.2,0.117,0.252,0.226,,,,0.29,0.47,0.137,0.194,0.306,0.35,,,,0.389,0.75,0.143,80.0,103.0,90.0,0.103,-2.18,85.4,0.289,0.5,0.154,,,,,,,,,,,,,,,
2024-04-27,745425,Single,single,False,640492,624133,José Azocar,Ranger Suárez,0,ba78264c-e516-4917-8bba-8f8c914e2f99,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,,,,102.0,98.0,94.0,,,,0.319,0.19,0.125,,0.001,0.199,,1.37,-1.66,,1.26,-4.76,1.5,,92.0,86.6,,90.9,81.3,74.5,,0.208,0.299,0.184,,,,0.241,0.354,0.109,0.171,0.289,0.335,,,,0.308,0.615,0.125,75.0,104.0,103.0,0.166,0.71,80.3,0.181,0.25,0.393,,,,,,,,,,,,,,,
2024-04-27,745425,Flyout,field_out,True,640492,624133,José Azocar,Ranger Suárez,0,2d3a9910-12f8-47e4-a5ba-c09c4641722a,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,,,,102.0,98.0,94.0,,,,0.319,0.19,0.125,,0.001,0.199,,1.37,-1.66,,1.26,-4.76,1.5,,92.0,86.6,,90.9,81.3,74.5,,0.208,0.299,0.184,,,,0.241,0.354,0.109,0.171,0.289,0.335,,,,0.308,0.615,0.125,75.0,104.0,103.0,0.166,0.71,80.3,0.181,0.25,0.393,,,,,,,,,,,,,,,
2024-04-29,745427,Strikeout,strikeout,True,640492,666157,José Azocar,Nick Lodolo,0,55cabe63-a69c-4c55-9e2a-f6393b4cb050,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,88.0,93.0,101.0,117.0,103.0,98.0,108.0,95.0,92.0,,,,,,,,,,,,,0.107,0.45,,,,0.278,,0.57,,,-1.02,,0.16,,94.1,,,94.1,,81.5,,0.221,0.372,0.22,,,,0.289,0.632,0.182,0.198,0.25,0.455,,,,,,,98.0,100.0,94.0,0.165,0.65,87.9,0.2,0.333,0.288,,,,,,,,,,,,,,,
2024-04-29,745427,Groundout,field_out,True,640492,666157,José Azocar,Nick Lodolo,0,dc5dc675-ce06-4f59-a6cd-4f67f6275c75,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,88.0,93.0,101.0,117.0,103.0,98.0,108.0,95.0,92.0,,,,,,,,,,,,,0.107,0.45,,,,0.278,,0.57,,,-1.02,,0.16,,94.1,,,94.1,,81.5,,0.221,0.372,0.22,,,,0.289,0.632,0.182,0.198,0.25,0.455,,,,,,,98.0,100.0,94.0,0.165,0.65,87.9,0.2,0.333,0.288,,,,,,,,,,,,,,,
2024-04-30,745426,Single,single,False,640492,458677,José Azocar,Justin Wilson,0,3beae975-0dbd-48f4-8146-0d7236819c09,458677.0,justinwilson,Wilson,Left,Justin Wilson,CIN,4.38,2.44,24.2,102.0,104.0,102.0,0.769,10.95,2.19,10.22,1.09,0.97,0.423,0.31,0.211,0.31,0.455,,,,102.0,101.0,102.0,,,,130.0,100.0,101.0,,,,90.0,107.0,106.0,42.0,61.0,88.0,,0.499,0.254,0.018,0.229,,,-1.47,2.12,2.17,,-0.34,,,95.3,92.1,86.4,,88.2,,,0.304,0.478,0.32,0.231,0.269,0.348,,,,,,,,,,0.296,0.444,0.149,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-03,747208,Flyout,field_out,True,640492,679885,José Azocar,Justin Martinez,0,511cc102-49d9-4b4e-b7f7-155286f639b0,679885.0,justinmartinez,"Martinez, Ju",Right,Justin Martinez,ARI,1.54,3.27,41.0,101.0,110.0,104.0,0.71,9.88,4.17,6.59,0.22,3.94,0.275,0.402,0.225,0.275,0.428,,,,78.0,94.0,95.0,115.0,101.0,103.0,118.0,100.0,108.0,,,,,,,103.0,108.0,108.0,0.462,0.094,,0.226,0.218,,,0.24,,1.83,1.03,2.47,,,100.0,,89.8,100.1,89.5,,,0.231,0.231,0.306,0.091,0.227,0.492,0.318,0.333,0.203,,,,0.091,0.114,0.486,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-04,747209,Walk,walk,False,640492,686826,José Azocar,Bryce Jarvis,0,6e7528a7-1851-4d78-9bdf-c4a6ba2c92d0,686826.0,brycejarvis,Jarvis,Right,Bryce Jarvis,ARI,3.52,5.19,53.2,96.0,99.0,94.0,0.803,5.53,4.86,8.05,1.01,1.16,0.263,0.407,0.084,0.383,0.448,121.0,83.0,88.0,86.0,99.0,91.0,87.0,94.0,90.0,124.0,94.0,102.0,,,,113.0,100.0,91.0,,,,0.132,0.344,0.133,,0.242,0.008,,1.29,-1.94,,0.74,0.9,5.82,,95.6,89.6,,95.2,86.4,83.2,,0.234,0.313,0.147,0.221,0.279,0.298,0.28,0.52,0.132,,,,,,,0.364,0.773,0.224,86.0,91.0,95.0,0.141,-1.82,85.1,0.176,0.353,0.326,,,,,,,,,,,,,,,
2024-05-07,746885,Flyout,field_out,True,640492,684007,José Azocar,Shota Imanaga,0,45724727-6321-4c2c-ba0f-c821af769307,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.97,3.54,97.0,104.0,90.0,103.0,0.748,9.09,1.48,8.54,1.11,0.69,0.205,0.428,0.17,0.272,0.437,71.0,97.0,98.0,95.0,104.0,106.0,90.0,120.0,107.0,110.0,108.0,109.0,,,,51.0,108.0,96.0,80.0,102.0,96.0,0.002,0.547,0.009,0.33,0.067,0.044,,1.17,-8.77,0.11,-1.44,-1.0,-0.86,,91.8,89.8,83.1,89.4,81.9,72.9,,0.213,0.376,0.191,0.333,0.375,0.321,,,,0.429,0.429,0.0,0.252,0.357,0.406,0.5,1.25,0.125,-25.0,118.0,64.0,0.001,-3.42,87.6,,,,,,,,,,,,,,,,,,
2024-05-07,746885,Single,single,False,640492,684007,José Azocar,Shota Imanaga,0,2a3b7cbe-c9ec-40c1-81c3-2e713fd14182,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.97,3.54,97.0,104.0,90.0,103.0,0.748,9.09,1.48,8.54,1.11,0.69,0.205,0.428,0.17,0.272,0.437,71.0,97.0,98.0,95.0,104.0,106.0,90.0,120.0,107.0,110.0,108.0,109.0,,,,51.0,108.0,96.0,80.0,102.0,96.0,0.002,0.547,0.009,0.33,0.067,0.044,,1.17,-8.77,0.11,-1.44,-1.0,-0.86,,91.8,89.8,83.1,89.4,81.9,72.9,,0.213,0.376,0.191,0.333,0.375,0.321,,,,0.429,0.429,0.0,0.252,0.357,0.406,0.5,1.25,0.125,-25.0,118.0,64.0,0.001,-3.42,87.6,,,,,,,,,,,,,,,,,,
2024-05-07,746885,Single,single,True,640492,684007,José Azocar,Shota Imanaga,1,a21baba1-def6-4787-8bfd-59fcf873ae65,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.97,3.54,97.0,104.0,90.0,103.0,0.748,9.09,1.48,8.54,1.11,0.69,0.205,0.428,0.17,0.272,0.437,71.0,97.0,98.0,95.0,104.0,106.0,90.0,120.0,107.0,110.0,108.0,109.0,,,,51.0,108.0,96.0,80.0,102.0,96.0,0.002,0.547,0.009,0.33,0.067,0.044,,1.17,-8.77,0.11,-1.44,-1.0,-0.86,,91.8,89.8,83.1,89.4,81.9,72.9,,0.213,0.376,0.191,0.333,0.375,0.321,,,,0.429,0.429,0.0,0.252,0.357,0.406,0.5,1.25,0.125,-25.0,118.0,64.0,0.001,-3.42,87.6,,,,,,,,,,,,,,,,,,
2024-05-07,746885,Flyout,field_out,True,640492,593576,José Azocar,Héctor Neris,0,ba9f9c27-04dd-4e58-800e-9bb52e9a8f4b,593576.0,hectorneris,Neris,Right,Héctor Neris,CHC,3.86,4.89,32.2,97.0,88.0,97.0,0.789,9.64,6.34,7.71,1.1,1.33,0.165,0.482,0.2,0.318,0.397,,,,85.0,100.0,94.0,90.0,92.0,85.0,88.0,85.0,86.0,,,,,,,91.0,95.0,105.0,0.098,0.469,,0.407,0.026,,,-0.32,,-0.06,-2.0,1.63,,,92.9,,83.0,92.9,85.4,,,0.264,0.491,0.146,,,,0.364,0.727,0.04,,,,0.185,0.241,0.364,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-11,745422,Strikeout,strikeout,True,640492,572020,José Azocar,James Paxton,0,5d770b9c-30d3-400f-a559-dece656c18e0,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,,,,69.0,98.0,85.0,65.0,98.0,92.0,,,,79.0,96.0,96.0,82.0,95.0,84.0,,,,0.032,0.577,0.037,,,,0.284,0.34,-3.42,,-4.92,,,-0.23,93.2,84.0,,92.6,,,80.8,0.243,0.381,0.138,,,,0.462,0.692,0.095,0.224,0.355,0.358,,,,0.308,0.769,0.13,71.0,97.0,96.0,0.07,-1.66,82.6,0.217,0.348,0.31,,,,,,,,,,,,,,,
2024-05-11,745422,Pop Out,field_out,True,640492,572020,José Azocar,James Paxton,0,55c36e29-3fb2-4338-b9ce-cb1b114d9186,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,,,,69.0,98.0,85.0,65.0,98.0,92.0,,,,79.0,96.0,96.0,82.0,95.0,84.0,,,,0.032,0.577,0.037,,,,0.284,0.34,-3.42,,-4.92,,,-0.23,93.2,84.0,,92.6,,,80.8,0.243,0.381,0.138,,,,0.462,0.692,0.095,0.224,0.355,0.358,,,,0.308,0.769,0.13,71.0,97.0,96.0,0.07,-1.66,82.6,0.217,0.348,0.31,,,,,,,,,,,,,,,
2024-05-11,745422,Pop Out,field_out,True,640492,642232,José Azocar,Ryan Yarbrough,0,d6f28182-34e4-441d-8787-cb9c378c9b7b,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,LAD,3.73,4.67,62.2,98.0,80.0,93.0,0.813,4.45,3.59,7.04,1.15,0.95,0.259,0.403,0.169,0.259,0.444,96.0,102.0,111.0,86.0,96.0,90.0,63.0,100.0,91.0,,,,,,,95.0,83.0,77.0,,,,0.251,0.173,0.142,,,0.286,,0.52,-4.83,,2.48,,0.81,,86.5,83.8,,85.9,,71.5,,0.258,0.387,0.149,,,,0.211,0.324,0.099,0.141,0.282,0.282,,,,0.421,0.789,0.204,63.0,102.0,82.0,0.149,1.05,77.5,0.229,0.229,0.231,,,,,,,,,,,,,,,
2024-05-15,745417,Strikeout,strikeout,True,640492,596295,José Azocar,Austin Gomber,0,5d73a045-e8eb-48c5-8ab7-c470898b1672,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,,,,73.0,98.0,90.0,51.0,110.0,96.0,86.0,102.0,100.0,78.0,111.0,105.0,,,,,,,0.001,0.412,,,0.158,,0.218,-1.25,,,-43.05,-0.33,,0.82,90.4,,,90.1,83.8,,77.1,0.312,0.567,0.093,0.274,0.532,0.162,,,,0.188,0.337,0.266,,,,,,,86.0,105.0,101.0,0.211,-0.09,80.9,0.274,0.369,0.275,,,,,,,,,,,,,,,
2024-05-15,745417,Bunt Groundout,field_out,True,640492,596295,José Azocar,Austin Gomber,0,1e2988a8-c242-4070-ae05-f8204c8e981e,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,,,,73.0,98.0,90.0,51.0,110.0,96.0,86.0,102.0,100.0,78.0,111.0,105.0,,,,,,,0.001,0.412,,,0.158,,0.218,-1.25,,,-43.05,-0.33,,0.82,90.4,,,90.1,83.8,,77.1,0.312,0.567,0.093,0.274,0.532,0.162,,,,0.188,0.337,0.266,,,,,,,86.0,105.0,101.0,0.211,-0.09,80.9,0.274,0.369,0.275,,,,,,,,,,,,,,,
2024-05-15,745417,Walk,walk,False,640492,683232,José Azocar,Nick Mears,0,20e852c5-c565-4eaa-a82e-1e444a3bd126,683232.0,nickmears,Mears,Right,Nick Mears,COL,5.95,3.29,42.1,98.0,130.0,106.0,0.758,11.06,4.46,9.99,0.43,1.18,0.281,0.322,0.149,0.347,0.435,127.0,100.0,110.0,138.0,98.0,105.0,,,,111.0,99.0,103.0,,,,,,,,,,,0.603,,,0.19,0.207,,1.1,,,,-0.05,-3.59,,96.7,,,,86.4,81.4,,0.242,0.319,0.192,0.257,0.343,0.522,,,,0.372,0.535,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-20,747121,Groundout,field_out,True,640492,519242,José Azocar,Chris Sale,0,9677450f-ecc5-4a7c-8747-bc4e12fb0d69,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,,,,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,,,,,,,,,,0.082,0.379,,,0.392,,,-0.27,,,-0.89,2.27,,,94.9,,,94.1,78.7,,,0.27,0.475,0.241,0.165,0.233,0.419,0.324,0.471,0.153,,,,,,,,,,59.0,108.0,97.0,0.147,4.04,87.2,0.116,0.145,0.231,,,,,,,,,,,,,,,
2024-05-20,747121,Flyout,field_out,True,640492,519242,José Azocar,Chris Sale,1,4b9b3b76-d243-4f5e-90a3-f3cca50ad2f3,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,,,,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,,,,,,,,,,0.082,0.379,,,0.392,,,-0.27,,,-0.89,2.27,,,94.9,,,94.1,78.7,,,0.27,0.475,0.241,0.165,0.233,0.419,0.324,0.471,0.153,,,,,,,,,,59.0,108.0,97.0,0.147,4.04,87.2,0.116,0.145,0.231,,,,,,,,,,,,,,,
2024-05-20,747121,Groundout,field_out,True,640492,519242,José Azocar,Chris Sale,0,6cc4d8ef-1e04-475b-a006-19d694631c5f,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,,,,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,,,,,,,,,,0.082,0.379,,,0.392,,,-0.27,,,-0.89,2.27,,,94.9,,,94.1,78.7,,,0.27,0.475,0.241,0.165,0.233,0.419,0.324,0.471,0.153,,,,,,,,,,59.0,108.0,97.0,0.147,4.04,87.2,0.116,0.145,0.231,,,,,,,,,,,,,,,
2024-05-22,746712,Strikeout,strikeout,True,640492,686730,José Azocar,Carson Spiers,0,62b8d9ac-2317-41d7-be2c-2303d456c4ad,686730.0,carsonspiers,Spiers,Right,Carson Spiers,CIN,3.83,3.41,47.0,107.0,87.0,102.0,0.803,7.85,1.72,9.57,0.96,0.83,0.297,0.378,0.223,0.297,0.471,,,,76.0,104.0,96.0,75.0,111.0,103.0,128.0,109.0,118.0,,,,80.0,107.0,101.0,,,,0.18,0.28,0.179,,0.221,,,-1.31,1.46,,3.02,-0.27,,,92.3,87.8,,92.0,81.2,,,0.236,0.382,0.25,0.243,0.459,0.329,0.282,0.359,0.123,,,,,,,0.24,0.4,0.234,65.0,103.0,91.0,0.14,-2.68,86.7,0.355,0.548,0.135,,,,,,,,,,,,,,,
2024-05-24,745415,Strikeout,strikeout,True,640492,672782,José Azocar,Yoendrys Gómez,0,debb51a1-8ea0-4f3f-965d-ae00d7ebfc4f,672782.0,yoendrysgomez,"Gómez, Y",Right,Yoendrys Gómez,NYY,5.87,6.54,7.2,94.0,94.0,93.0,0.662,10.57,7.04,8.22,2.35,0.43,0.143,0.524,0.048,0.619,0.431,105.0,106.0,112.0,68.0,103.0,95.0,,,,115.0,81.0,86.0,,,,,,,,,,,0.318,0.006,,0.481,0.097,,2.43,-3.42,,,-6.22,8.4,,91.9,88.0,,,83.3,80.4,,0.2,0.3,0.192,0.75,1.5,0.111,,,,0.0,0.0,0.333,,,,,,,48.0,92.0,87.0,0.097,-0.28,87.6,0.0,0.0,0.6,,,,,,,,,,,,,,,
2024-05-28,745412,Forceout,force_out,True,640492,666200,José Azocar,Jesús Luzardo,1,5a027361-4c2d-43ce-a602-7761c2fcbac1,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.48,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.125,0.286,0.4,31.0,40.0,52.0,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,,,,,,,,,,0.083,0.394,,,0.292,0.002,,-0.65,,,-0.81,0.13,-3.42,,95.2,,,94.6,83.5,81.6,,0.28,0.484,0.111,0.2,0.347,0.474,0.381,0.571,0.125,,,,,,,,,,88.0,97.0,95.0,0.229,1.56,86.3,0.207,0.328,0.407,,,,,,,,,,,,,,,
2024-05-28,745412,Groundout,field_out,True,640492,666200,José Azocar,Jesús Luzardo,0,d73f728d-2ddc-4841-bd96-d4bc89baf5ea,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.48,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.125,0.286,0.4,31.0,40.0,52.0,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,,,,,,,,,,0.083,0.394,,,0.292,0.002,,-0.65,,,-0.81,0.13,-3.42,,95.2,,,94.6,83.5,81.6,,0.28,0.484,0.111,0.2,0.347,0.474,0.381,0.571,0.125,,,,,,,,,,88.0,97.0,95.0,0.229,1.56,86.3,0.207,0.328,0.407,,,,,,,,,,,,,,,
2024-05-28,745412,Strikeout,strikeout,True,640492,666200,José Azocar,Jesús Luzardo,0,a715a050-ad40-4bb6-b37a-bfd1aec6903e,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.48,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.125,0.286,0.4,31.0,40.0,52.0,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,,,,,,,,,,0.083,0.394,,,0.292,0.002,,-0.65,,,-0.81,0.13,-3.42,,95.2,,,94.6,83.5,81.6,,0.28,0.484,0.111,0.2,0.347,0.474,0.381,0.571,0.125,,,,,,,,,,88.0,97.0,95.0,0.229,1.56,86.3,0.207,0.328,0.407,,,,,,,,,,,,,,,
2024-05-29,745414,Groundout,field_out,True,640492,656945,José Azocar,Tanner Scott,0,65992505-bf1b-4e9f-bb2f-116ce54ca4f6,656945.0,tannerscott,"Scott, Tan",Left,Tanner Scott,MIA,1.3,3.1,41.2,97.0,144.0,107.0,0.692,9.94,5.4,3.89,0.43,1.42,0.333,0.313,0.25,0.229,0.441,,,,151.0,95.0,105.0,,,,134.0,98.0,109.0,,,,,,,,,,,0.596,,,0.403,,,2.0,,,,1.59,,,96.8,,,,88.2,,,0.093,0.107,0.269,0.175,0.286,0.425,,,,,,,,,,,,,,,,0.001,-2.0,92.0,,,,,,,,,,,,,,,,,,
2024-06-02,746301,Groundout,field_out,True,640492,666142,José Azocar,Cole Ragans,0,2a5c17e7-7a1b-4d3e-a7be-444eb7e4a424,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.16,3.27,116.2,99.0,109.0,104.0,0.692,10.88,2.93,7.33,0.62,1.07,0.254,0.39,0.159,0.295,0.409,,,,109.0,101.0,107.0,,,,134.0,103.0,112.0,99.0,94.0,100.0,89.0,98.0,93.0,,,,,0.406,0.128,,0.12,,0.099,1.1,1.57,,,-1.6,,1.27,95.8,91.3,,,86.7,,81.1,0.206,0.351,0.239,0.242,0.387,0.368,,,,0.158,0.158,0.354,,,,0.304,0.326,0.224,110.0,99.0,102.0,0.247,1.11,85.3,0.205,0.286,0.493,,,,,,,,,,,,,,,
2024-06-02,746301,Double,double,False,640492,666142,José Azocar,Cole Ragans,0,72f5e60e-5493-4a67-a634-38031130fe1b,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.16,3.27,116.2,99.0,109.0,104.0,0.692,10.88,2.93,7.33,0.62,1.07,0.254,0.39,0.159,0.295,0.409,,,,109.0,101.0,107.0,,,,134.0,103.0,112.0,99.0,94.0,100.0,89.0,98.0,93.0,,,,,0.406,0.128,,0.12,,0.099,1.1,1.57,,,-1.6,,1.27,95.8,91.3,,,86.7,,81.1,0.206,0.351,0.239,0.242,0.387,0.368,,,,0.158,0.158,0.354,,,,0.304,0.326,0.224,110.0,99.0,102.0,0.247,1.11,85.3,0.205,0.286,0.493,,,,,,,,,,,,,,,
2024-06-02,746301,Lineout,field_out,True,640492,670167,José Azocar,John Schreiber,0,cdaa75ce-830f-4405-9304-82ce93a5209b,670167.0,johnschreiber,Schreiber,Right,John Schreiber,KCR,4.29,3.72,35.2,100.0,98.0,96.0,0.826,7.32,3.28,9.84,0.25,1.88,0.278,0.374,0.191,0.304,0.417,,,,79.0,99.0,86.0,114.0,98.0,102.0,110.0,98.0,103.0,,,,91.0,101.0,90.0,,,,0.264,0.24,0.152,,0.264,,,-1.64,1.36,,1.15,-0.04,,,92.7,88.7,,91.8,80.9,,,0.346,0.538,0.193,0.121,0.212,0.273,0.292,0.354,0.113,,,,,,,0.273,0.364,0.25,73.0,110.0,100.0,0.079,-3.88,86.1,0.429,0.5,0.214,,,,,,,,,,,,,,,
2024-06-02,746301,Flyout,field_out,True,640492,694361,José Azocar,Will Klein,0,48c432f3-4caa-40af-8e11-e8d36c5dafc1,694361.0,willklein,Klein,Right,Will Klein,KCR,6.35,7.79,5.2,105.0,113.0,105.0,0.8,9.53,3.18,15.88,0.0,2.25,0.316,0.526,0.211,0.368,0.495,122.0,100.0,99.0,109.0,113.0,111.0,,,,104.0,81.0,89.0,,,,,,,,,,,0.564,,,0.119,0.317,,0.09,,,,-6.47,-3.62,,97.3,,,,88.3,86.6,,0.333,0.4,0.16,,,,,,,0.5,0.625,0.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03,746224,Flyout,field_out,True,640492,542881,José Azocar,Tyler Anderson,0,26df25a5-c4af-4140-9fa0-f3ece83fc0c1,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,,,,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,,,,100.0,102.0,98.0,,,,0.038,0.403,0.19,,0.003,,,-0.19,-0.14,,-2.78,-4.61,,,89.2,83.8,,88.1,77.9,,,0.239,0.472,0.163,,,,0.222,0.611,0.067,,,,,,,0.221,0.39,0.244,104.0,101.0,106.0,0.366,1.6,78.7,0.18,0.238,0.374,,,,,,,,,,,,,,,
2024-06-03,746224,Flyout,field_out,True,640492,542881,José Azocar,Tyler Anderson,0,2011683d-5fdb-4a7e-bc38-0693587c20bd,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,,,,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,,,,100.0,102.0,98.0,,,,0.038,0.403,0.19,,0.003,,,-0.19,-0.14,,-2.78,-4.61,,,89.2,83.8,,88.1,77.9,,,0.239,0.472,0.163,,,,0.222,0.611,0.067,,,,,,,0.221,0.39,0.244,104.0,101.0,106.0,0.366,1.6,78.7,0.18,0.238,0.374,,,,,,,,,,,,,,,
2024-06-03,746224,Walk,walk,False,640492,542881,José Azocar,Tyler Anderson,0,929c50f8-f328-4654-9c80-e3b8a7ff19fe,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,,,,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,,,,100.0,102.0,98.0,,,,0.038,0.403,0.19,,0.003,,,-0.19,-0.14,,-2.78,-4.61,,,89.2,83.8,,88.1,77.9,,,0.239,0.472,0.163,,,,0.222,0.611,0.067,,,,,,,0.221,0.39,0.244,104.0,101.0,106.0,0.366,1.6,78.7,0.18,0.238,0.374,,,,,,,,,,,,,,,
