date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,KC%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,wKC/C,vFA,vFC,vFS,vSI,vSL,vCU,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,SV_ba,SV_slg,SV_whiff,EP%,wEP/C,vEP,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,ST_ba,ST_slg,ST_whiff,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff
2024-03-31,745438,Strikeout,strikeout,True,669134,678906,Luis Campusano,Kai-Wei Teng,0,6ffd4f96-2c8c-44c5-9f19-8849931b6914,678906.0,kaiweiteng,Teng,Right,Kai-Wei Teng,SFG,9.82,7.23,11.0,91.0,105.0,91.0,0.798,5.73,6.55,12.27,1.64,1.13,0.308,0.256,0.231,0.385,0.392,121.0,76.0,87.0,71.0,118.0,101.0,98.0,95.0,85.0,124.0,94.0,105.0,,,,,,,,,,0.441,0.059,,,0.279,0.186,,-2.79,,,-0.87,-2.9,-3.11,,93.6,,,92.7,85.1,82.1,,0.333,0.667,0.125,0.333,0.333,0.375,0.333,0.524,0.108,0.333,0.333,0.417,,,,,,,55.0,79.0,89.0,0.034,-2.59,88.1,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,745438,Single,single,False,669134,676254,Luis Campusano,Ryan Walker,0,901c6b14-ab63-4ce8-a367-35b31d9ef651,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,SFG,2.45,2.85,51.1,101.0,108.0,104.0,0.714,11.05,2.1,6.49,0.53,1.56,0.25,0.383,0.175,0.3,0.451,,,,65.0,122.0,100.0,92.0,101.0,97.0,126.0,101.0,113.0,,,,,,,,,,0.537,0.008,,,0.456,,,-6.38,,,1.69,1.39,,,94.2,,,95.2,83.6,,,,,,0.195,0.299,0.35,0.215,0.29,0.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,745438,Single,single,False,669134,666149,Luis Campusano,Tyler Fitzgerald,1,0466c88f-10cf-449b-a93d-64f9c6211ebc,666149.0,tylerfitzgerald,Fitzgerald,Right,Tyler Fitzgerald,SFG,9.0,4.48,3.0,92.0,-88.0,94.0,1.0,0.0,0.0,18.0,0.0,0.43,0.214,0.286,0.143,0.286,0.528,,,,,,,,,,,,,,,,,,,,,,,0.917,,,,,,0.71,,,,,,,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,-27.68,49.6,,,,,,,,,,,,,,,
2024-04-01,745437,Flyout,field_out,True,669134,502043,Luis Campusano,Kyle Gibson,0,137d8c3a-c56b-4d26-baed-58fc3c37fe3f,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,105.0,105.0,106.0,80.0,85.0,80.0,84.0,101.0,96.0,104.0,102.0,105.0,,,,94.0,94.0,89.0,,,,0.279,0.127,0.205,,0.221,0.082,,-2.35,0.34,,0.83,0.35,-1.85,,91.5,88.9,,90.7,80.6,78.5,,0.293,0.683,0.076,0.222,0.306,0.454,0.252,0.409,0.108,0.304,0.739,0.493,,,,0.322,0.441,0.211,94.0,93.0,85.0,0.086,1.85,84.8,0.167,0.194,0.342,,,,,,,,,,,,,,,,,,,,,
2024-04-01,745437,Groundout,field_out,True,669134,502043,Luis Campusano,Kyle Gibson,0,89576e17-35b7-42c4-a9b4-554329f38faa,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,105.0,105.0,106.0,80.0,85.0,80.0,84.0,101.0,96.0,104.0,102.0,105.0,,,,94.0,94.0,89.0,,,,0.279,0.127,0.205,,0.221,0.082,,-2.35,0.34,,0.83,0.35,-1.85,,91.5,88.9,,90.7,80.6,78.5,,0.293,0.683,0.076,0.222,0.306,0.454,0.252,0.409,0.108,0.304,0.739,0.493,,,,0.322,0.441,0.211,94.0,93.0,85.0,0.086,1.85,84.8,0.167,0.194,0.342,,,,,,,,,,,,,,,,,,,,,
2024-04-01,745437,Grounded Into DP,grounded_into_double_play,True,669134,502043,Luis Campusano,Kyle Gibson,1,3c01934b-e11d-47e7-b2a7-2e08f9430d19,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,105.0,105.0,106.0,80.0,85.0,80.0,84.0,101.0,96.0,104.0,102.0,105.0,,,,94.0,94.0,89.0,,,,0.279,0.127,0.205,,0.221,0.082,,-2.35,0.34,,0.83,0.35,-1.85,,91.5,88.9,,90.7,80.6,78.5,,0.293,0.683,0.076,0.222,0.306,0.454,0.252,0.409,0.108,0.304,0.739,0.493,,,,0.322,0.441,0.211,94.0,93.0,85.0,0.086,1.85,84.8,0.167,0.194,0.342,,,,,,,,,,,,,,,,,,,,,
2024-04-02,745439,Single,single,False,669134,571945,Luis Campusano,Miles Mikolas,1,004d331a-6a2d-4fb6-be1e-723c80c5b8de,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.13,4.33,112.1,109.0,87.0,102.0,0.857,6.17,1.44,9.53,1.36,1.04,0.249,0.408,0.145,0.332,0.488,94.0,105.0,102.0,64.0,108.0,98.0,79.0,110.0,98.0,116.0,112.0,115.0,,,,,,,,,,0.238,0.257,,,0.286,0.119,0.002,-0.41,,,3.63,-2.01,-2.69,1.43,93.0,,,92.3,85.3,76.3,68.8,0.287,0.511,0.169,0.217,0.391,0.27,0.19,0.281,0.101,0.271,0.625,0.25,,,,,,,86.0,105.0,100.0,0.098,-1.48,85.6,0.333,0.5,0.174,,,,,,,,,,,,,,,,,,,,,
2024-04-02,745439,Double,double,False,669134,571945,Luis Campusano,Miles Mikolas,0,69fddfd6-8499-449e-a2f1-72f6a4ed64e9,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.13,4.33,112.1,109.0,87.0,102.0,0.857,6.17,1.44,9.53,1.36,1.04,0.249,0.408,0.145,0.332,0.488,94.0,105.0,102.0,64.0,108.0,98.0,79.0,110.0,98.0,116.0,112.0,115.0,,,,,,,,,,0.238,0.257,,,0.286,0.119,0.002,-0.41,,,3.63,-2.01,-2.69,1.43,93.0,,,92.3,85.3,76.3,68.8,0.287,0.511,0.169,0.217,0.391,0.27,0.19,0.281,0.101,0.271,0.625,0.25,,,,,,,86.0,105.0,100.0,0.098,-1.48,85.6,0.333,0.5,0.174,,,,,,,,,,,,,,,,,,,,,
2024-04-02,745439,Flyout,field_out,True,669134,571945,Luis Campusano,Miles Mikolas,0,3a9df201-b9f0-43a9-adea-4253df9f7659,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.13,4.33,112.1,109.0,87.0,102.0,0.857,6.17,1.44,9.53,1.36,1.04,0.249,0.408,0.145,0.332,0.488,94.0,105.0,102.0,64.0,108.0,98.0,79.0,110.0,98.0,116.0,112.0,115.0,,,,,,,,,,0.238,0.257,,,0.286,0.119,0.002,-0.41,,,3.63,-2.01,-2.69,1.43,93.0,,,92.3,85.3,76.3,68.8,0.287,0.511,0.169,0.217,0.391,0.27,0.19,0.281,0.101,0.271,0.625,0.25,,,,,,,86.0,105.0,100.0,0.098,-1.48,85.6,0.333,0.5,0.174,,,,,,,,,,,,,,,,,,,,,
2024-04-02,745439,Single,single,False,669134,664854,Luis Campusano,Ryan Helsley,0,2e289ea8-4b0f-4ead-b4ce-84f842afcccc,664854.0,ryanhelsley,Helsley,Right,Ryan Helsley,STL,2.36,2.62,42.0,99.0,136.0,110.0,0.681,10.29,3.64,6.86,0.43,1.07,0.287,0.361,0.148,0.306,0.47,95.0,97.0,112.0,131.0,97.0,104.0,,,,147.0,101.0,116.0,,,,,,,,,,,0.444,,,0.49,0.066,,-0.33,,,,3.01,4.93,,99.4,,,,88.7,80.7,,0.3,0.4,0.188,0.169,0.181,0.479,,,,0.0,0.0,0.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-05,745361,Groundout,field_out,True,669134,663855,Luis Campusano,Jordan Hicks,0,57bdc269-6ef4-444c-ba05-8794eb877dc2,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,,,,78.0,96.0,88.0,95.0,97.0,95.0,123.0,98.0,104.0,,,,,,,121.0,92.0,106.0,0.507,0.052,,0.21,0.23,,,-3.81,,-0.21,0.19,0.18,,,95.5,,84.2,94.4,81.0,,,0.263,0.421,0.194,0.145,0.319,0.377,0.337,0.484,0.122,,,,0.165,0.271,0.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-05,745361,Lineout,field_out,True,669134,663855,Luis Campusano,Jordan Hicks,0,4c976837-d235-45f3-bfd0-9d8b2cd58107,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,,,,78.0,96.0,88.0,95.0,97.0,95.0,123.0,98.0,104.0,,,,,,,121.0,92.0,106.0,0.507,0.052,,0.21,0.23,,,-3.81,,-0.21,0.19,0.18,,,95.5,,84.2,94.4,81.0,,,0.263,0.421,0.194,0.145,0.319,0.377,0.337,0.484,0.122,,,,0.165,0.271,0.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-05,745361,Flyout,field_out,True,669134,663855,Luis Campusano,Jordan Hicks,0,95ca9d38-62ef-4581-9515-97756e3709d0,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,,,,78.0,96.0,88.0,95.0,97.0,95.0,123.0,98.0,104.0,,,,,,,121.0,92.0,106.0,0.507,0.052,,0.21,0.23,,,-3.81,,-0.21,0.19,0.18,,,95.5,,84.2,94.4,81.0,,,0.263,0.421,0.194,0.145,0.319,0.377,0.337,0.484,0.122,,,,0.165,0.271,0.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-06,745359,Groundout,field_out,True,669134,676775,Luis Campusano,Keaton Winn,0,93b7edee-a6bf-42ef-8504-542897eb3de2,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,,,,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,,,,,,,131.0,97.0,113.0,0.192,0.263,,0.405,0.139,,,-0.95,,0.21,-2.96,-1.41,,,95.7,,88.9,94.8,87.9,,,0.214,0.5,0.272,0.321,0.607,0.356,0.41,0.692,0.066,,,,0.215,0.355,0.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-06,745359,Groundout,field_out,True,669134,676775,Luis Campusano,Keaton Winn,0,9232b4e7-eba2-44db-814b-ac50c0e32c7c,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,,,,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,,,,,,,131.0,97.0,113.0,0.192,0.263,,0.405,0.139,,,-0.95,,0.21,-2.96,-1.41,,,95.7,,88.9,94.8,87.9,,,0.214,0.5,0.272,0.321,0.607,0.356,0.41,0.692,0.066,,,,0.215,0.355,0.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-06,745359,Single,single,False,669134,694738,Luis Campusano,Landen Roupp,0,a8c9528f-ee1c-42e9-b8a1-eb0037839e2c,694738.0,landenroupp,Roupp,Right,Landen Roupp,SFG,6.06,6.38,16.1,92.0,132.0,102.0,0.748,8.27,5.51,9.37,0.55,1.4,0.2,0.32,0.22,0.26,0.394,156.0,100.0,117.0,65.0,61.0,62.0,110.0,88.0,91.0,114.0,71.0,82.0,,,,,,,,,,0.369,0.03,,,0.039,0.502,,-2.98,,,-1.31,-1.64,0.38,,93.4,,,94.4,83.5,77.0,,,,,,,,0.316,0.474,0.098,0.238,0.381,0.296,,,,,,,92.0,73.0,65.0,0.06,-1.22,88.5,0.25,0.25,0.6,,,,,,,,,,,,,,,,,,,,,
2024-04-07,745362,Strikeout,strikeout,True,669134,666808,Luis Campusano,Camilo Doval,1,abf45039-1361-4d57-a41e-2a7b4635dd16,666808.0,camilodoval,Doval,Right,Camilo Doval,SFG,4.38,3.67,37.0,96.0,113.0,98.0,0.655,11.92,5.84,8.76,0.73,2.15,0.204,0.48,0.204,0.306,0.393,,,,,,,71.0,91.0,80.0,140.0,94.0,106.0,,,,94.0,102.0,95.0,,,,0.14,,0.373,,0.487,,,,-0.42,,-1.95,0.2,,,,99.6,,98.0,88.7,,,,,,0.216,0.311,0.468,0.333,0.476,0.175,,,,,,,0.26,0.5,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-08,745432,Single,single,False,669134,665871,Luis Campusano,Javier Assad,1,e6aa558a-6473-4cc6-b746-0509955478b3,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.27,4.73,85.1,100.0,87.0,95.0,0.851,8.33,3.69,8.44,1.27,1.08,0.284,0.36,0.144,0.288,0.428,98.0,106.0,101.0,72.0,106.0,97.0,78.0,99.0,91.0,121.0,99.0,106.0,,,,98.0,97.0,94.0,,,,0.37,0.185,0.202,,0.096,0.11,,-0.69,-1.88,,1.32,-3.1,0.3,,91.9,87.9,,91.7,80.2,76.7,,0.326,0.478,0.238,0.261,0.609,0.318,0.213,0.309,0.097,0.163,0.245,0.31,,,,0.333,0.737,0.174,79.0,90.0,86.0,0.037,-1.03,84.3,0.25,0.25,0.091,,,,,,,,,,,,,,,,,,,,,
2024-04-08,745432,Walk,walk,False,669134,665871,Luis Campusano,Javier Assad,0,f83f3d22-2a93-4bc6-b45e-18e2728edcfc,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.27,4.73,85.1,100.0,87.0,95.0,0.851,8.33,3.69,8.44,1.27,1.08,0.284,0.36,0.144,0.288,0.428,98.0,106.0,101.0,72.0,106.0,97.0,78.0,99.0,91.0,121.0,99.0,106.0,,,,98.0,97.0,94.0,,,,0.37,0.185,0.202,,0.096,0.11,,-0.69,-1.88,,1.32,-3.1,0.3,,91.9,87.9,,91.7,80.2,76.7,,0.326,0.478,0.238,0.261,0.609,0.318,0.213,0.309,0.097,0.163,0.245,0.31,,,,0.333,0.737,0.174,79.0,90.0,86.0,0.037,-1.03,84.3,0.25,0.25,0.091,,,,,,,,,,,,,,,,,,,,,
2024-04-08,745432,Groundout,field_out,True,669134,621016,Luis Campusano,Jose Cuas,1,077b78de-c1a5-4473-8d91-4d4885c68013,621016.0,josecuas,Cuas,Right,Jose Cuas,- - -,8.22,6.67,15.1,90.0,111.0,90.0,0.776,9.39,4.11,11.15,2.35,0.73,0.265,0.49,0.143,0.367,0.39,,,,144.0,105.0,101.0,88.0,93.0,89.0,110.0,66.0,80.0,,,,,,,,,,0.4,0.314,,,0.248,,,-0.13,,,-0.59,-6.51,,,91.5,,,92.3,82.6,,,0.273,0.455,0.333,0.333,0.833,0.435,0.286,0.464,0.186,,,,,,,,,,75.0,86.0,82.0,0.038,-5.51,87.4,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-08,745432,Forceout,force_out,True,669134,593576,Luis Campusano,Héctor Neris,1,bb355729-6063-4d2c-83cb-efbdd1582f63,593576.0,hectorneris,Neris,Right,Héctor Neris,CHC,3.86,4.89,32.2,97.0,88.0,97.0,0.789,9.64,6.34,7.71,1.1,1.33,0.165,0.482,0.2,0.318,0.397,,,,85.0,100.0,94.0,90.0,92.0,85.0,88.0,85.0,86.0,,,,,,,91.0,95.0,105.0,0.098,0.469,,0.407,0.026,,,-0.32,,-0.06,-2.0,1.63,,,92.9,,83.0,92.9,85.4,,,0.264,0.491,0.146,,,,0.364,0.727,0.04,,,,0.185,0.241,0.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-09,745433,Groundout,field_out,True,669134,676962,Luis Campusano,Ben Brown,0,911bb5f0-ddf2-466d-8a45-0608aa4bbd0d,676962.0,benbrown,"Brown, Be",Right,Ben Brown,CHC,3.58,4.16,55.1,96.0,110.0,100.0,0.708,10.41,3.09,6.67,0.81,0.85,0.283,0.348,0.181,0.362,0.448,,,,98.0,98.0,96.0,,,,,,,130.0,92.0,108.0,,,,,,,,0.627,,,,,0.357,0.78,,,,,,1.4,96.4,,,,,,86.5,0.25,0.352,0.185,,,,,,,0.141,0.294,0.51,,,,,,,112.0,95.0,87.0,0.016,-3.6,90.6,0.5,0.5,0.25,,,,,,,,,,,,,,,,,,,,,
2024-04-09,745433,Lineout,field_out,True,669134,676962,Luis Campusano,Ben Brown,0,37dc77d5-f0c7-4c93-811a-77c937655e48,676962.0,benbrown,"Brown, Be",Right,Ben Brown,CHC,3.58,4.16,55.1,96.0,110.0,100.0,0.708,10.41,3.09,6.67,0.81,0.85,0.283,0.348,0.181,0.362,0.448,,,,98.0,98.0,96.0,,,,,,,130.0,92.0,108.0,,,,,,,,0.627,,,,,0.357,0.78,,,,,,1.4,96.4,,,,,,86.5,0.25,0.352,0.185,,,,,,,0.141,0.294,0.51,,,,,,,112.0,95.0,87.0,0.016,-3.6,90.6,0.5,0.5,0.25,,,,,,,,,,,,,,,,,,,,,
