date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CU%,CH%,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFC,vCH,vSI,vSL,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,wFA/C,wFS/C,vFA,vFS,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,KC_ba,KC_slg,KC_whiff,SV_ba,SV_slg,SV_whiff,EP%,wEP/C,vEP,ST_ba,ST_slg,ST_whiff
2024-04-14,747056,Groundout,field_out,True,686894,669203,Joey Wiemer,Corbin Burnes,0,0385e2a8-0e42-46f5-915e-3e16307a3b1b,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,107.0,103.0,108.0,96.0,97.0,90.0,130.0,105.0,120.0,121.0,105.0,107.0,0.075,0.442,0.161,0.217,0.104,0.96,-0.82,1.15,1.1,1.34,95.4,89.0,96.7,87.3,80.4,0.243,0.391,0.193,0.176,0.282,0.398,0.195,0.247,0.455,0.125,0.275,0.352,0.294,0.441,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-14,747056,Strikeout,strikeout,True,686894,669203,Joey Wiemer,Corbin Burnes,0,c1397a41-0fc5-4c96-83be-ac7e9ac4ba28,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,107.0,103.0,108.0,96.0,97.0,90.0,130.0,105.0,120.0,121.0,105.0,107.0,0.075,0.442,0.161,0.217,0.104,0.96,-0.82,1.15,1.1,1.34,95.4,89.0,96.7,87.3,80.4,0.243,0.391,0.193,0.176,0.282,0.398,0.195,0.247,0.455,0.125,0.275,0.352,0.294,0.441,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-14,747056,Pop Out,field_out,True,686894,657097,Joey Wiemer,Jacob Webb,1,3fa1e65c-e5d0-440b-aa4e-59e26b6f94c8,657097.0,jacobwebb,"Webb, J",Right,Jacob Webb,BAL,2.55,3.39,42.1,100.0,110.0,103.0,0.745,8.93,4.46,5.53,0.43,0.76,0.295,0.375,0.188,0.313,0.441,113.0,102.0,104.0,,,,,,,109.0,101.0,108.0,,,,,,0.281,,0.265,,,1.42,,2.39,,84.4,,82.6,,,,,,,,0.209,0.256,0.205,0.111,0.178,0.392,,,,108.0,99.0,100.0,,,,0.454,,0.15,,93.5,,0.182,0.333,0.248,,,,,,,,,,,,,,,,,,,,,
2024-04-16,746004,Single,single,False,686894,670970,Joey Wiemer,Adrian Morejon,0,d146e761-8b87-4970-8bc0-17c81e0173e3,670970.0,adrianmorejon,Morejon,Left,Adrian Morejon,SDP,2.23,2.72,40.1,107.0,122.0,113.0,0.736,9.6,2.68,8.03,0.22,1.54,0.306,0.369,0.243,0.306,0.468,,,,,,,124.0,103.0,110.0,122.0,112.0,119.0,,,,0.294,,0.377,,,,2.34,0.27,,,,,97.5,85.6,,,,,,,,0.375,0.75,0.167,,,,0.261,0.304,0.159,126.0,102.0,108.0,77.0,102.0,106.0,0.288,0.041,-0.51,3.79,96.9,86.5,0.3,0.45,0.26,0.0,0.0,0.75,,,,,,,,,,,,,,,,,,
2024-04-16,746004,Walk,walk,False,686894,666745,Joey Wiemer,Jhony Brito,0,1bfa8e0e-f018-49a2-94ab-a07cfaf2f38e,666745.0,jhonybrito,Brito,Right,Jhony Brito,SDP,4.35,4.02,41.1,99.0,89.0,98.0,0.841,5.66,1.96,10.45,0.87,1.31,0.275,0.303,0.183,0.303,0.446,89.0,104.0,105.0,,,,98.0,99.0,99.0,94.0,89.0,97.0,,,,0.242,,0.119,,0.351,,-1.03,-2.91,,1.47,,89.8,96.2,86.0,,,,,0.333,0.333,0.0,0.6,0.6,0.143,0.234,0.328,0.271,0.375,0.458,0.088,76.0,99.0,90.0,,,,0.265,,0.62,,96.3,,0.216,0.405,0.164,,,,123.0,82.0,110.0,0.023,-0.28,81.4,,,,,,,,,,,,
2024-04-19,745189,Strikeout,strikeout,True,686894,669461,Joey Wiemer,Matthew Liberatore,0,8f33dd1d-9510-42e3-b246-6b5c9734b61f,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.15,4.22,52.0,100.0,94.0,99.0,0.767,7.1,2.94,7.96,1.04,1.0,0.238,0.358,0.113,0.305,0.458,46.0,89.0,90.0,128.0,97.0,102.0,78.0,103.0,99.0,130.0,102.0,107.0,101.0,111.0,110.0,0.196,0.106,0.302,0.073,0.063,-1.7,-2.85,3.84,0.19,-0.49,91.9,87.7,95.2,87.5,77.8,0.474,0.684,0.228,0.154,0.154,0.238,0.132,0.162,0.431,0.143,0.571,0.227,0.362,0.596,0.116,66.0,96.0,87.0,,,,0.26,,0.24,,94.4,,0.212,0.485,0.14,,,,,,,,,,,,,,,,,,,,,
2024-04-19,745189,Flyout,field_out,True,686894,664854,Joey Wiemer,Ryan Helsley,0,60f6f685-4b85-475f-bf47-8b25e951a2da,664854.0,ryanhelsley,Helsley,Right,Ryan Helsley,STL,2.36,2.62,42.0,99.0,136.0,110.0,0.681,10.29,3.64,6.86,0.43,1.07,0.287,0.361,0.148,0.306,0.47,,,,95.0,97.0,112.0,,,,147.0,101.0,116.0,,,,,,0.49,0.066,,,,3.01,4.93,,,,,88.7,80.7,,,,0.0,0.0,0.455,0.169,0.181,0.479,,,,,,,131.0,97.0,104.0,,,,0.444,,-0.33,,99.4,,0.3,0.4,0.188,,,,,,,,,,,,,,,,,,,,,
2024-04-21,745192,Groundout,field_out,True,686894,668941,Joey Wiemer,JoJo Romero,0,10df9fdf-fc1c-48ba-8a7c-cac4ce8dc5a7,668941.0,jojoromero,"Romero, J",Left,JoJo Romero,STL,2.43,4.86,40.2,97.0,85.0,96.0,0.767,7.52,1.99,7.3,0.89,1.7,0.284,0.448,0.155,0.31,0.415,69.0,103.0,92.0,,,,73.0,98.0,94.0,114.0,94.0,101.0,,,,0.373,,0.326,,0.182,,1.52,3.5,,-4.01,,85.9,93.7,83.9,,,,,,,,0.059,0.118,0.448,0.379,0.759,0.27,0.259,0.315,0.098,67.0,98.0,92.0,,,,0.119,,-2.34,,95.0,,0.357,0.429,0.132,,,,,,,,,,,,,,,,,,,,,
2024-04-22,745519,Strikeout,strikeout,True,686894,547973,Joey Wiemer,Aroldis Chapman,0,07c0e331-aed1-4a1d-9dd1-1d2420a2c7f2,547973.0,aroldischapman,Chapman,Left,Aroldis Chapman,PIT,4.15,4.02,34.2,92.0,132.0,101.0,0.704,14.54,8.31,6.23,1.04,0.87,0.304,0.348,0.188,0.304,0.424,,,,,,,228.0,109.0,122.0,100.0,86.0,102.0,,,,0.263,,0.286,,,,-1.42,0.1,,,,,99.3,86.6,,,,,,,,0.207,0.276,0.311,,,,0.222,0.467,0.316,97.0,80.0,82.0,91.0,104.0,105.0,0.342,0.11,-0.41,1.87,97.5,91.3,0.185,0.333,0.265,0.136,0.182,0.514,,,,,,,,,,,,,,,,,,
2024-04-23,745516,Single,single,False,686894,663559,Joey Wiemer,Bailey Falter,0,8503b73b-9f66-40fc-8ad5-cf04bdd7a5d5,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,100.0,100.0,99.0,99.0,102.0,98.0,88.0,95.0,94.0,,,,0.144,,0.161,0.174,,,1.24,-0.06,-0.34,,,,91.9,85.6,77.0,,,,0.256,0.488,0.197,0.245,0.286,0.32,,,,0.262,0.492,0.144,84.0,101.0,95.0,37.0,97.0,75.0,0.511,0.01,1.03,-6.89,91.7,87.0,0.229,0.36,0.167,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,
