date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
2024-08-16,746438,Groundout,field_out,True,700242,543037,Trey Sweeney,Gerrit Cole,0,db91b4f9-c95c-4407-be44-f1309f5300d0,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.86,4.26,63.0,101.0,112.0,105.0,0.771,9.86,3.14,8.86,1.57,0.88,0.256,0.386,0.17,0.318,0.418,74.0,93.0,92.0,118.0,97.0,103.0,,,,127.0,107.0,112.0,,0.457,0.147,0.038,-0.79,,0.58,-5.03,96.0,88.3,,88.3,0.239,0.478,0.217,0.4,0.8,0.158,,,,0.238,0.286,0.301,103.0,99.0,106.0,100.0,105.0,105.0,0.169,0.19,-1.7,2.48,91.2,82.9,0.163,0.186,0.366,0.378,0.703,0.233,,,,,,,,,,,,,,,,,,,,,
2024-08-16,746438,Strikeout,strikeout,True,700242,543037,Trey Sweeney,Gerrit Cole,0,f79e6c05-810a-4bec-9bc3-9ce9dc63de55,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.86,4.26,63.0,101.0,112.0,105.0,0.771,9.86,3.14,8.86,1.57,0.88,0.256,0.386,0.17,0.318,0.418,74.0,93.0,92.0,118.0,97.0,103.0,,,,127.0,107.0,112.0,,0.457,0.147,0.038,-0.79,,0.58,-5.03,96.0,88.3,,88.3,0.239,0.478,0.217,0.4,0.8,0.158,,,,0.238,0.286,0.301,103.0,99.0,106.0,100.0,105.0,105.0,0.169,0.19,-1.7,2.48,91.2,82.9,0.163,0.186,0.366,0.378,0.703,0.233,,,,,,,,,,,,,,,,,,,,,
2024-08-16,746438,Single,single,False,700242,596133,Trey Sweeney,Luke Weaver,0,c254d11d-fc01-4213-ad57-35814140aa85,596133.0,lukeweaver,Weaver,Right,Luke Weaver,NYY,3.17,3.81,71.0,98.0,123.0,103.0,0.707,9.89,2.92,5.83,1.14,0.85,0.208,0.427,0.14,0.281,0.36,109.0,103.0,103.0,138.0,96.0,104.0,,,,,,,,0.464,,0.288,0.45,,,0.65,95.5,88.5,,,0.192,0.374,0.295,0.176,0.282,0.437,,,,,,,101.0,69.0,82.0,110.0,99.0,103.0,0.236,0.012,1.36,1.45,91.3,82.6,,,,0.182,0.424,0.216,,,,,,,,,,,,,,,,,,,,,
2024-08-18,746431,Groundout,field_out,True,700242,573186,Trey Sweeney,Marcus Stroman,0,38baba37-7ba6-41fd-b750-4fe039bea92e,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.88,4.88,132.1,96.0,92.0,94.0,0.816,6.6,3.88,8.64,1.22,1.46,0.208,0.402,0.154,0.321,0.359,,,,49.0,88.0,80.0,92.0,93.0,89.0,93.0,101.0,101.0,0.348,0.032,0.173,,-4.53,-0.22,-2.06,,89.9,,89.9,85.4,0.5,0.7,0.24,,,,0.294,0.481,0.126,0.242,0.375,0.279,,,,105.0,100.0,98.0,0.187,,0.02,,88.1,,0.0,0.0,0.2,0.269,0.527,0.192,,,,89.0,86.0,92.0,84.0,98.0,92.0,0.112,0.148,0.75,0.46,83.2,81.5,0.167,0.241,0.246,0.25,0.458,0.323
2024-08-18,746431,Strikeout,strikeout,True,700242,573186,Trey Sweeney,Marcus Stroman,0,9e48dce5-9404-4288-9bc9-5dd1021fde88,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,3.88,4.88,132.1,96.0,92.0,94.0,0.816,6.6,3.88,8.64,1.22,1.46,0.208,0.402,0.154,0.321,0.359,,,,49.0,88.0,80.0,92.0,93.0,89.0,93.0,101.0,101.0,0.348,0.032,0.173,,-4.53,-0.22,-2.06,,89.9,,89.9,85.4,0.5,0.7,0.24,,,,0.294,0.481,0.126,0.242,0.375,0.279,,,,105.0,100.0,98.0,0.187,,0.02,,88.1,,0.0,0.0,0.2,0.269,0.527,0.192,,,,89.0,86.0,92.0,84.0,98.0,92.0,0.112,0.148,0.75,0.46,83.2,81.5,0.167,0.241,0.246,0.25,0.458,0.323
2024-08-18,746431,Strikeout,strikeout,True,700242,596133,Trey Sweeney,Luke Weaver,0,fd8f3b15-f332-4531-9c72-a57d91554f59,596133.0,lukeweaver,Weaver,Right,Luke Weaver,NYY,3.17,3.81,71.0,98.0,123.0,103.0,0.707,9.89,2.92,5.83,1.14,0.85,0.208,0.427,0.14,0.281,0.36,109.0,103.0,103.0,138.0,96.0,104.0,,,,,,,,0.464,,0.288,0.45,,,0.65,95.5,88.5,,,0.192,0.374,0.295,0.176,0.282,0.437,,,,,,,101.0,69.0,82.0,110.0,99.0,103.0,0.236,0.012,1.36,1.45,91.3,82.6,,,,0.182,0.424,0.216,,,,,,,,,,,,,,,,,,,,,
2024-08-18,746431,Strikeout,strikeout,True,700242,605280,Trey Sweeney,Clay Holmes,0,1e21cb4f-7e91-4a29-8785-90bbc8f0f1a9,605280.0,clayholmes,"Holmes, C",Right,Clay Holmes,NYY,2.72,2.77,53.0,99.0,135.0,108.0,0.726,10.19,2.72,8.66,0.34,3.5,0.204,0.408,0.204,0.272,0.43,,,,,,,100.0,95.0,101.0,183.0,103.0,115.0,0.543,,0.457,,,-0.98,2.37,,,,96.6,85.6,,,,,,,0.342,0.462,0.194,0.098,0.122,0.426,,,,,,,,,,,,,,,,,,,0.149,0.17,0.375,,,,,,,,,,,,,,,,,,
2024-08-21,746837,Home Run,home_run,False,700242,592791,Trey Sweeney,Jameson Taillon,1,3b073d75-7b9f-4847-a48e-504c2c17e026,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.85,4.0,133.1,108.0,86.0,103.0,0.82,7.02,1.76,9.05,1.35,0.94,0.221,0.437,0.14,0.33,0.462,77.0,100.0,99.0,67.0,106.0,96.0,74.0,102.0,91.0,103.0,117.0,121.0,0.093,0.304,0.162,0.043,-0.42,0.74,0.75,-4.08,92.4,86.1,92.7,80.6,0.292,0.518,0.139,0.32,0.68,0.116,0.268,0.39,0.093,,,,,,,94.0,104.0,99.0,0.239,,2.08,,86.6,,0.253,0.462,0.229,0.266,0.323,0.186,0.186,0.314,0.34,106.0,112.0,113.0,,,,,0.158,,-1.53,,79.7,,,,,,
2024-08-21,746837,Groundout,field_out,True,700242,592791,Trey Sweeney,Jameson Taillon,0,4323051a-ce26-472b-8fa1-566709edb2e4,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.85,4.0,133.1,108.0,86.0,103.0,0.82,7.02,1.76,9.05,1.35,0.94,0.221,0.437,0.14,0.33,0.462,77.0,100.0,99.0,67.0,106.0,96.0,74.0,102.0,91.0,103.0,117.0,121.0,0.093,0.304,0.162,0.043,-0.42,0.74,0.75,-4.08,92.4,86.1,92.7,80.6,0.292,0.518,0.139,0.32,0.68,0.116,0.268,0.39,0.093,,,,,,,94.0,104.0,99.0,0.239,,2.08,,86.6,,0.253,0.462,0.229,0.266,0.323,0.186,0.186,0.314,0.34,106.0,112.0,113.0,,,,,0.158,,-1.53,,79.7,,,,,,
2024-08-21,746837,Flyout,field_out,True,700242,663878,Trey Sweeney,Nate Pearson,0,a95c212a-bd24-445a-8646-848d8d2adb05,663878.0,natepearson,Pearson,Right,Nate Pearson,- - -,4.89,4.47,53.1,97.0,126.0,104.0,0.749,10.8,3.21,8.94,1.86,0.81,0.199,0.411,0.13,0.384,0.447,,,,123.0,94.0,98.0,99.0,101.0,96.0,130.0,101.0,111.0,0.014,0.465,0.407,,-1.71,-20.24,1.35,,97.5,,97.2,87.8,0.311,0.528,0.176,,,,0.5,2.0,0.125,0.188,0.362,0.406,,,,,,,,,,,,,0.2,0.32,0.37,,,,,,,128.0,94.0,104.0,76.0,153.0,162.0,0.001,0.113,16.54,-0.37,88.3,80.7,,,,,,
