date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
2024-08-21,746837,Flyout,field_out,True,700242,680891,Trey Sweeney,Jack Neely,0,cf6431bd-edaa-43b6-aa00-741ec0f6bcad,680891.0,jackneely,Neely,Right,Jack Neely,CHC,13.5,7.45,4.0,88.0,103.0,88.0,0.576,11.25,4.5,13.5,4.5,0.8,0.308,0.308,0.154,0.538,0.403,,,,102.0,87.0,87.0,,,,104.0,90.0,89.0,,0.612,0.388,,-7.12,,2.72,,96.0,,,86.9,0.5,1.0,0.25,,,,,,,0.0,0.0,0.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-23,746758,Groundout,field_out,True,700242,623167,Trey Sweeney,Chris Flexen,1,d037b520-6681-4300-8f25-75a7a18ebd21,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.29,4.75,134.1,97.0,52.0,91.0,0.803,6.3,3.68,9.92,1.27,0.79,0.255,0.401,0.164,0.315,0.374,126.0,98.0,104.0,-4.0,92.0,81.0,87.0,119.0,94.0,149.0,102.0,102.0,0.002,0.373,0.087,0.149,-0.85,2.93,-1.74,-1.46,91.3,81.3,91.3,80.1,0.266,0.488,0.117,0.259,0.42,0.362,,,,0.319,0.447,0.253,,,,45.0,102.0,92.0,0.271,,-0.4,,87.4,,0.26,0.42,0.309,0.303,0.497,0.21,,,,82.0,99.0,100.0,,,,,0.119,,0.16,,72.1,,,,,,
2024-08-23,746758,Field Error,field_error,False,700242,623167,Trey Sweeney,Chris Flexen,0,8a3d78fe-6fb1-4ecc-8f18-8225d599f72c,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.29,4.75,134.1,97.0,52.0,91.0,0.803,6.3,3.68,9.92,1.27,0.79,0.255,0.401,0.164,0.315,0.374,126.0,98.0,104.0,-4.0,92.0,81.0,87.0,119.0,94.0,149.0,102.0,102.0,0.002,0.373,0.087,0.149,-0.85,2.93,-1.74,-1.46,91.3,81.3,91.3,80.1,0.266,0.488,0.117,0.259,0.42,0.362,,,,0.319,0.447,0.253,,,,45.0,102.0,92.0,0.271,,-0.4,,87.4,,0.26,0.42,0.309,0.303,0.497,0.21,,,,82.0,99.0,100.0,,,,,0.119,,0.16,,72.1,,,,,,
2024-08-23,746758,Groundout,field_out,True,700242,623167,Trey Sweeney,Chris Flexen,0,60dd9065-0f75-4928-aed2-fc020442cb40,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.29,4.75,134.1,97.0,52.0,91.0,0.803,6.3,3.68,9.92,1.27,0.79,0.255,0.401,0.164,0.315,0.374,126.0,98.0,104.0,-4.0,92.0,81.0,87.0,119.0,94.0,149.0,102.0,102.0,0.002,0.373,0.087,0.149,-0.85,2.93,-1.74,-1.46,91.3,81.3,91.3,80.1,0.266,0.488,0.117,0.259,0.42,0.362,,,,0.319,0.447,0.253,,,,45.0,102.0,92.0,0.271,,-0.4,,87.4,,0.26,0.42,0.309,0.303,0.497,0.21,,,,82.0,99.0,100.0,,,,,0.119,,0.16,,72.1,,,,,,
2024-08-25,746754,Groundout,field_out,True,700242,686563,Trey Sweeney,Jonathan Cannon,1,d1499866-6b29-4f48-a99f-f38fe3b3b29f,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.57,4.72,90.2,101.0,92.0,99.0,0.808,6.25,2.78,9.73,1.29,1.03,0.224,0.38,0.153,0.292,0.394,93.0,106.0,107.0,74.0,102.0,95.0,86.0,100.0,93.0,117.0,100.0,107.0,0.3,0.099,0.22,0.177,-3.29,-0.33,-0.8,-0.28,94.5,85.7,93.3,81.9,0.357,0.571,0.254,0.247,0.435,0.279,0.315,0.5,0.117,,,,,,,79.0,103.0,95.0,0.204,,0.52,,90.1,,,,,0.246,0.431,0.196,0.243,0.414,0.288,,,,,,,,,,,,,,,,,,
2024-08-25,746754,Flyout,field_out,True,700242,686563,Trey Sweeney,Jonathan Cannon,0,dfbfe980-0df2-481f-93e3-f60f719f8dd0,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.57,4.72,90.2,101.0,92.0,99.0,0.808,6.25,2.78,9.73,1.29,1.03,0.224,0.38,0.153,0.292,0.394,93.0,106.0,107.0,74.0,102.0,95.0,86.0,100.0,93.0,117.0,100.0,107.0,0.3,0.099,0.22,0.177,-3.29,-0.33,-0.8,-0.28,94.5,85.7,93.3,81.9,0.357,0.571,0.254,0.247,0.435,0.279,0.315,0.5,0.117,,,,,,,79.0,103.0,95.0,0.204,,0.52,,90.1,,,,,0.246,0.431,0.196,0.243,0.414,0.288,,,,,,,,,,,,,,,,,,
2024-08-25,746754,Single,single,False,700242,686642,Trey Sweeney,Fraser Ellard,1,59ad7f76-be7b-4320-817c-07d1a255bd9a,686642.0,fraserellard,Ellard,Left,Fraser Ellard,CHW,4.66,3.11,9.2,93.0,97.0,88.0,0.694,13.03,5.59,6.52,0.93,1.83,0.333,0.286,0.095,0.476,0.429,,,,97.0,91.0,86.0,,,,127.0,95.0,88.0,0.034,0.599,0.198,,0.82,-4.53,3.13,,95.1,,93.5,85.8,0.143,0.357,0.286,,,,,,,0.083,0.083,0.643,,,,54.0,102.0,100.0,0.169,,-1.45,,91.8,,,,,0.429,0.429,0.2,,,,,,,,,,,,,,,,,,,,,
2024-08-25,746754,Flyout,field_out,True,700242,660853,Trey Sweeney,Enyel De Los Santos,0,2961ebd4-cf46-44a2-b650-9e425eefbe8e,660853.0,enyeldelossantos,"De Los Santos, E",Right,Enyel De Los Santos,- - -,5.8,5.07,49.2,104.0,91.0,100.0,0.719,10.51,3.08,9.97,2.36,0.62,0.348,0.411,0.199,0.333,0.475,74.0,94.0,84.0,78.0,105.0,97.0,,,,110.0,104.0,106.0,,0.477,0.445,0.078,-1.99,,0.06,-3.74,95.5,87.8,,86.5,0.327,0.635,0.212,0.286,0.643,0.379,,,,0.21,0.457,0.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-25,746754,Double,double,False,700242,657053,Trey Sweeney,Touki Toussaint,0,8ea4b8c4-d6ed-442b-b034-0735d1103581,657053.0,toukitoussaint,Toussaint,Right,Touki Toussaint,CHW,7.71,5.35,16.1,90.0,82.0,91.0,0.741,11.02,8.27,12.67,1.1,2.4,0.128,0.511,0.106,0.298,0.344,,,,53.0,87.0,80.0,88.0,79.0,75.0,36.0,128.0,103.0,0.264,0.103,0.003,,-5.35,0.83,3.94,,91.5,,91.1,85.9,0.571,0.714,0.125,,,,0.286,0.357,0.125,,,,,,,,,,,,,,,,0.25,0.5,0.444,,,,,,,102.0,105.0,110.0,74.0,90.0,95.0,0.386,0.244,-4.23,-0.49,85.8,75.6,0.367,0.567,0.274,,,
2024-08-26,746753,Single,single,False,700242,663436,Trey Sweeney,Davis Martin,1,c869d3df-be75-499d-b5c2-4afa4bfd146c,663436.0,davismartin,Martin,Right,Davis Martin,CHW,2.96,3.78,27.1,99.0,102.0,97.0,0.788,8.56,4.28,8.56,0.66,1.39,0.238,0.413,0.15,0.313,0.417,146.0,104.0,107.0,93.0,90.0,87.0,,,,111.0,108.0,109.0,,0.278,0.271,0.18,-2.9,,0.34,1.94,93.7,88.6,,83.7,0.435,0.565,0.157,0.28,0.28,0.224,,,,0.143,0.357,0.333,,,,83.0,100.0,91.0,0.182,,2.84,,89.2,,0.2,0.2,0.308,0.15,0.15,0.195,,,,94.0,87.0,93.0,,,,,0.089,,0.47,,78.5,,,,,,
2024-08-26,746753,Flyout,field_out,True,700242,663436,Trey Sweeney,Davis Martin,0,8b55d07e-e0e8-49fb-8348-dc393217ede3,663436.0,davismartin,Martin,Right,Davis Martin,CHW,2.96,3.78,27.1,99.0,102.0,97.0,0.788,8.56,4.28,8.56,0.66,1.39,0.238,0.413,0.15,0.313,0.417,146.0,104.0,107.0,93.0,90.0,87.0,,,,111.0,108.0,109.0,,0.278,0.271,0.18,-2.9,,0.34,1.94,93.7,88.6,,83.7,0.435,0.565,0.157,0.28,0.28,0.224,,,,0.143,0.357,0.333,,,,83.0,100.0,91.0,0.182,,2.84,,89.2,,0.2,0.2,0.308,0.15,0.15,0.195,,,,94.0,87.0,93.0,,,,,0.089,,0.47,,78.5,,,,,,
2024-08-26,746753,Strikeout,strikeout,True,700242,694363,Trey Sweeney,Jared Shuster,0,d6019495-b329-4bf0-956f-15e73a3f491a,694363.0,jaredshuster,Shuster,Left,Jared Shuster,CHW,4.76,5.71,58.2,98.0,76.0,92.0,0.794,5.83,4.3,9.51,1.23,0.83,0.277,0.421,0.133,0.277,0.402,73.0,96.0,93.0,71.0,96.0,85.0,70.0,104.0,93.0,88.0,101.0,100.0,0.047,0.373,0.289,0.292,-0.29,-1.81,0.42,-1.22,92.4,83.9,91.7,85.9,0.266,0.468,0.149,0.274,0.419,0.286,0.357,0.571,0.103,0.254,0.339,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-26,746753,Pop Out,field_out,True,700242,605121,Trey Sweeney,Justin Anderson,0,f32b7cb4-3804-4b6b-adf7-7df1fec91e4e,605121.0,justinanderson,"Anderson, J",Right,Justin Anderson,CHW,4.43,4.78,42.2,100.0,110.0,101.0,0.734,8.86,4.64,7.8,1.05,0.87,0.213,0.41,0.189,0.336,0.395,,,,105.0,100.0,98.0,97.0,94.0,88.0,125.0,101.0,107.0,0.149,0.311,0.459,,1.29,-0.77,-0.17,,96.1,,94.8,85.6,0.164,0.255,0.23,,,,0.25,0.292,0.205,0.221,0.397,0.409,,,,70.0,110.0,104.0,0.08,,-2.29,,92.6,,,,,0.467,0.667,0.061,,,,,,,,,,,,,,,,,,,,,
2024-08-27,746429,Lineout,field_out,True,700242,456501,Trey Sweeney,Johnny Cueto,0,f89e4198-370c-47f7-bf91-0eb8e36d9c98,456501.0,johnnycueto,Cueto,Right,Johnny Cueto,LAA,7.15,11.41,11.1,99.0,82.0,95.0,0.859,4.76,2.38,11.12,3.18,0.94,0.171,0.317,0.122,0.39,0.419,84.0,92.0,94.0,60.0,96.0,99.0,89.0,102.0,96.0,78.0,101.0,94.0,0.359,0.09,0.204,0.287,-5.61,-0.91,-2.88,-3.62,91.0,81.2,91.1,85.6,0.333,1.333,0.25,0.308,0.846,0.259,0.273,0.455,0.071,0.333,0.833,0.0,,,,,,,0.054,,0.4,,87.2,,,,,0.333,0.667,0.0,,,,,,,,,,,0.006,,-3.49,,78.4,,,,,,
2024-08-27,746429,Flyout,field_out,True,700242,456501,Trey Sweeney,Johnny Cueto,0,3334764c-85c6-4ab1-b786-e843c2be7578,456501.0,johnnycueto,Cueto,Right,Johnny Cueto,LAA,7.15,11.41,11.1,99.0,82.0,95.0,0.859,4.76,2.38,11.12,3.18,0.94,0.171,0.317,0.122,0.39,0.419,84.0,92.0,94.0,60.0,96.0,99.0,89.0,102.0,96.0,78.0,101.0,94.0,0.359,0.09,0.204,0.287,-5.61,-0.91,-2.88,-3.62,91.0,81.2,91.1,85.6,0.333,1.333,0.25,0.308,0.846,0.259,0.273,0.455,0.071,0.333,0.833,0.0,,,,,,,0.054,,0.4,,87.2,,,,,0.333,0.667,0.0,,,,,,,,,,,0.006,,-3.49,,78.4,,,,,,
2024-08-27,746429,Strikeout,strikeout,True,700242,656271,Trey Sweeney,Brock Burke,0,a299cc4b-5dfa-421d-b70b-d04c1cd36eec,656271.0,brockburke,Burke,Left,Brock Burke,- - -,7.17,3.22,21.1,99.0,93.0,98.0,0.722,12.23,4.64,10.13,1.27,1.33,0.246,0.316,0.193,0.298,0.455,101.0,106.0,107.0,97.0,99.0,97.0,93.0,103.0,99.0,79.0,95.0,94.0,0.054,0.53,0.262,0.154,-2.23,-0.36,-0.87,2.79,95.4,88.9,93.8,87.0,0.293,0.634,0.226,0.238,0.286,0.432,0.333,0.5,0.333,0.294,0.353,0.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-28,746430,Strikeout,strikeout,True,700242,656288,Trey Sweeney,Griffin Canning,0,33f96e6b-2483-49ed-bd50-26244af23dbd,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.88,144.0,98.0,87.0,97.0,0.778,6.63,3.25,9.25,1.56,1.05,0.223,0.442,0.123,0.361,0.401,96.0,103.0,103.0,73.0,94.0,86.0,78.0,88.0,76.0,104.0,102.0,111.0,0.011,0.373,0.231,0.271,-0.91,-7.81,-1.22,0.9,93.5,88.6,93.0,87.9,0.249,0.534,0.149,0.245,0.353,0.281,0.5,1.0,0.0,0.308,0.481,0.311,,,,,,,,,,,,,0.286,0.405,0.245,,,,,,,72.0,96.0,95.0,,,,,0.113,,-0.67,,80.6,,,,,,
2024-08-28,746430,Forceout,force_out,True,700242,656288,Trey Sweeney,Griffin Canning,1,e8ee0f7e-2a21-4dba-822d-7602cf739d67,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.88,144.0,98.0,87.0,97.0,0.778,6.63,3.25,9.25,1.56,1.05,0.223,0.442,0.123,0.361,0.401,96.0,103.0,103.0,73.0,94.0,86.0,78.0,88.0,76.0,104.0,102.0,111.0,0.011,0.373,0.231,0.271,-0.91,-7.81,-1.22,0.9,93.5,88.6,93.0,87.9,0.249,0.534,0.149,0.245,0.353,0.281,0.5,1.0,0.0,0.308,0.481,0.311,,,,,,,,,,,,,0.286,0.405,0.245,,,,,,,72.0,96.0,95.0,,,,,0.113,,-0.67,,80.6,,,,,,
2024-08-29,746432,Hit By Pitch,hit_by_pitch,False,700242,686799,Trey Sweeney,Jack Kochanowicz,0,adbc7ec1-23c9-4283-9d7c-ae3fc39d48cb,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,4.96,5.49,32.2,99.0,100.0,100.0,0.875,3.31,1.93,10.74,1.1,2.48,0.228,0.351,0.123,0.325,0.501,70.0,100.0,96.0,91.0,95.0,106.0,98.0,100.0,97.0,,,,0.693,0.024,,0.046,-11.92,0.27,,-4.85,95.9,88.3,95.7,,,,,0.429,0.571,0.083,0.326,0.457,0.099,,,,,,,,,,,,,,,,0.208,0.458,0.283,,,,,,,112.0,99.0,110.0,,,,,0.237,,-1.08,,85.6,,,,,,
2024-08-29,746432,Lineout,field_out,True,700242,686799,Trey Sweeney,Jack Kochanowicz,1,695061ab-686f-433e-96de-ada6628a8999,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,4.96,5.49,32.2,99.0,100.0,100.0,0.875,3.31,1.93,10.74,1.1,2.48,0.228,0.351,0.123,0.325,0.501,70.0,100.0,96.0,91.0,95.0,106.0,98.0,100.0,97.0,,,,0.693,0.024,,0.046,-11.92,0.27,,-4.85,95.9,88.3,95.7,,,,,0.429,0.571,0.083,0.326,0.457,0.099,,,,,,,,,,,,,,,,0.208,0.458,0.283,,,,,,,112.0,99.0,110.0,,,,,0.237,,-1.08,,85.6,,,,,,
2024-08-29,746432,Single,single,False,700242,672710,Trey Sweeney,Roansy Contreras,1,36619cb0-0074-45a0-bc87-5d2d7f43234a,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,- - -,4.04,4.72,55.2,98.0,100.0,99.0,0.797,8.41,3.88,8.08,1.29,0.99,0.269,0.381,0.163,0.363,0.441,79.0,89.0,91.0,94.0,100.0,96.0,92.0,77.0,66.0,117.0,103.0,110.0,0.068,0.403,0.33,0.114,0.83,-4.4,0.12,-1.91,94.8,89.0,94.5,84.2,0.25,0.37,0.177,0.233,0.467,0.255,0.6,0.6,0.04,0.239,0.5,0.278,,,,,,,,,,,,,0.1,0.2,0.278,,,,0.1,0.25,0.302,85.0,96.0,100.0,,,,,0.086,,1.39,,78.0,,,,,,
2024-08-29,746432,Strikeout,strikeout,True,700242,690829,Trey Sweeney,Ben Joyce,0,f57e0872-e43b-463a-8c4a-85c7e908cadb,690829.0,benjoyce,Joyce,Right,Ben Joyce,LAA,2.27,3.22,31.2,94.0,117.0,96.0,0.737,8.24,3.98,6.82,0.28,2.58,0.271,0.376,0.224,0.282,0.448,112.0,88.0,103.0,123.0,96.0,94.0,102.0,99.0,97.0,142.0,89.0,105.0,0.378,0.44,0.154,0.028,0.49,2.2,0.13,5.75,102.0,91.7,97.0,86.2,0.203,0.288,0.286,0.0,0.0,0.333,0.243,0.243,0.258,0.231,0.231,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-30,746433,Groundout,field_out,True,700242,656557,Trey Sweeney,Tanner Houck,0,f9adfff9-93cb-494e-ba81-4adc269050a6,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,3.24,4.19,169.2,100.0,108.0,105.0,0.787,7.96,2.49,8.01,0.58,2.31,0.187,0.447,0.121,0.312,0.428,,,,,,,93.0,102.0,97.0,117.0,98.0,109.0,0.321,,0.417,,,0.63,0.58,,,,93.5,83.2,,,,,,,0.273,0.33,0.137,,,,,,,95.0,93.0,93.0,0.015,,-0.96,,87.1,,,,,0.2,0.4,0.235,0.229,0.357,0.304,,,,115.0,103.0,109.0,0.246,,1.44,,88.4,,0.204,0.28,0.212,,,
