date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C,EP%,wEP/C,vEP,SV_ba,SV_slg,SV_whiff
2024-08-22,747082,Walk,walk,False,670276,572955,Cal Stevenson,Pierce Johnson,0,c05f8331-77dc-4bd0-90ce-3d32e4c9bae0,572955.0,piercejohnson,Johnson,Right,Pierce Johnson,ATL,3.47,3.81,46.2,101.0,135.0,104.0,0.736,10.61,4.24,7.91,0.58,1.46,0.175,0.417,0.142,0.342,0.442,,,,98.0,97.0,95.0,,,,,,,,,,108.0,86.0,85.0,,0.214,0.031,,,,-1.26,0.88,,,,,95.4,92.0,,,,,0.28,0.36,0.241,0.231,0.34,0.297,,,,,,,0.0,0.0,0.286,,,,147.0,103.0,108.0,0.754,0.89,85.5,,,,,,,,,,,,,,,,,,,,,
2024-09-06,746016,Double,double,False,670276,682073,Cal Stevenson,David Hensley,1,8f1a293a-c9f6-4836-9ef6-07129b3d6d61,682073.0,davidhensley,Hensley,Right,David Hensley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-07,746018,Groundout,field_out,True,670276,622786,Cal Stevenson,Jesus Tinoco,0,e34c70cf-b128-477e-a557-07b9e3b7619d,622786.0,jesustinoco,Tinoco,Right,Jesus Tinoco,- - -,3.34,3.39,32.1,104.0,120.0,108.0,0.74,10.02,3.06,5.85,0.84,1.23,0.263,0.338,0.188,0.413,0.411,96.0,86.0,85.0,106.0,102.0,103.0,95.0,98.0,100.0,137.0,109.0,114.0,,,,115.0,136.0,96.0,0.314,0.136,0.002,0.535,,0.014,-4.01,21.36,1.74,2.52,,-2.05,96.3,92.4,90.3,96.2,86.6,,0.313,0.75,0.19,,,,0.333,0.333,0.5,0.102,0.153,0.403,,,,0.243,0.297,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-08,746017,Flyout,field_out,True,670276,642834,Cal Stevenson,Jonathan Bermúdez,0,4d9665a6-5fe6-46d9-9082-9e3110ecdaf2,642834.0,jonathanbermudez,Bermúdez,Left,Jonathan Bermúdez,MIA,5.79,4.14,4.2,88.0,70.0,81.0,0.844,7.71,1.93,15.43,1.93,0.86,0.188,0.375,0.0,0.25,0.44,61.0,74.0,80.0,44.0,84.0,71.0,,,,87.0,81.0,84.0,,,,,,,,0.493,,0.36,,0.147,-6.03,,,-0.46,,-1.14,89.0,,82.2,,76.2,,0.556,0.667,0.143,,,,0.333,0.667,0.2,,,,,,,,,,,,,,,,,,,,,,,,,0.286,0.714,0.333,,,,,,,,,
2024-09-10,745535,Double,double,False,670276,670955,Cal Stevenson,Edwin Uceta,1,adcae909-732a-4ce6-8809-2f4a7b94aa82,670955.0,edwinuceta,Uceta,Right,Edwin Uceta,TBR,1.42,1.87,38.0,104.0,117.0,105.0,0.692,12.55,1.42,5.45,0.47,0.75,0.217,0.47,0.241,0.241,0.409,103.0,110.0,106.0,,,,135.0,100.0,105.0,96.0,100.0,100.0,,,,126.0,102.0,106.0,0.387,,0.217,0.043,,0.348,,0.06,3.01,2.06,,2.49,,89.2,88.3,94.2,81.0,,,,,,,,0.155,0.207,0.396,,,,0.273,0.485,0.23,0.122,0.146,0.359,101.0,122.0,108.0,0.005,5.39,81.6,,,,,,,,,,,,,,,,,,,,,
2024-09-13,745529,Strikeout,strikeout,True,670276,622065,Cal Stevenson,Alex Young,0,77018630-6e80-458e-9c7b-16a9f543e30a,622065.0,alexyoung,"Young, Al",Left,Alex Young,- - -,3.0,3.9,12.0,100.0,93.0,102.0,0.692,8.25,5.25,8.25,0.75,1.5,0.057,0.514,0.171,0.257,0.388,104.0,102.0,111.0,79.0,114.0,107.0,68.0,98.0,90.0,,,,,,,,,,0.372,0.02,,,,0.459,-8.02,,1.06,,,1.02,88.2,,84.9,90.1,,,0.333,0.667,0.0,0.4,0.6,0.3,0.217,0.261,0.49,,,,,,,0.2,0.4,0.103,127.0,101.0,108.0,0.148,-2.34,81.1,,,,,,,,,,,,,,,,,,,,,
2024-09-14,745528,Single,single,False,670276,622663,Cal Stevenson,Luis Severino,0,14f24860-9e7e-4b28-91c5-7186c6db86ae,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.77,3.93,172.0,100.0,106.0,101.0,0.813,7.8,2.98,8.06,1.1,1.27,0.265,0.376,0.205,0.281,0.438,87.0,95.0,94.0,101.0,103.0,101.0,91.0,97.0,93.0,142.0,100.0,110.0,,,,93.0,91.0,89.0,0.252,0.351,0.084,0.234,,0.08,0.33,1.46,1.27,-0.01,,-3.39,96.1,92.7,86.1,95.6,85.6,,0.233,0.379,0.222,,,,0.346,0.654,0.188,0.263,0.342,0.284,0.184,0.265,0.263,0.274,0.403,0.122,,,,,,,,,,,,,,,,0.153,0.261,0.376,,,,,,,,,
2024-09-14,745528,Flyout,field_out,True,670276,622663,Cal Stevenson,Luis Severino,0,d6e266c5-44e4-4d53-9b88-aaba6f162d15,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.77,3.93,172.0,100.0,106.0,101.0,0.813,7.8,2.98,8.06,1.1,1.27,0.265,0.376,0.205,0.281,0.438,87.0,95.0,94.0,101.0,103.0,101.0,91.0,97.0,93.0,142.0,100.0,110.0,,,,93.0,91.0,89.0,0.252,0.351,0.084,0.234,,0.08,0.33,1.46,1.27,-0.01,,-3.39,96.1,92.7,86.1,95.6,85.6,,0.233,0.379,0.222,,,,0.346,0.654,0.188,0.263,0.342,0.284,0.184,0.265,0.263,0.274,0.403,0.122,,,,,,,,,,,,,,,,0.153,0.261,0.376,,,,,,,,,
2024-09-14,745528,Double,double,False,670276,657585,Cal Stevenson,Reed Garrett,1,acd4b3fa-6320-4a57-bb69-3dd3dbd1f7dd,657585.0,reedgarrett,"Garrett, R",Right,Reed Garrett,NYM,3.25,3.11,55.1,93.0,117.0,97.0,0.65,13.01,4.55,7.32,0.98,1.29,0.234,0.411,0.258,0.266,0.345,,,,126.0,88.0,91.0,91.0,87.0,81.0,122.0,96.0,105.0,,,,105.0,100.0,95.0,0.129,0.158,0.234,0.2,,,-3.89,0.89,-0.98,1.56,,,96.6,91.6,,96.4,85.0,,0.387,0.71,0.292,,,,,,,,,,0.302,0.512,0.354,0.316,0.579,0.25,,,,,,,120.0,93.0,99.0,0.278,2.15,88.2,0.12,0.133,0.511,0.152,0.182,0.344,,,,,,,,,
2024-09-16,745939,Walk,walk,False,670276,650644,Cal Stevenson,Aaron Civale,0,73960076-9455-44bc-ad55-c90ea3a6eae8,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.48,4.07,150.2,100.0,96.0,100.0,0.795,8.48,2.87,9.08,1.61,0.82,0.255,0.401,0.144,0.319,0.401,,,,67.0,102.0,96.0,70.0,93.0,84.0,153.0,101.0,112.0,,,,91.0,99.0,100.0,0.242,0.096,0.315,0.168,,,-2.38,0.89,0.31,-1.03,,,92.0,88.1,,92.6,80.5,,0.326,0.543,0.096,0.253,0.462,0.287,,,,0.25,0.375,0.438,0.242,0.419,0.241,0.242,0.422,0.165,105.0,103.0,109.0,0.157,-1.32,77.0,58.0,96.0,101.0,0.021,-2.2,85.6,0.333,0.4,0.273,0.27,0.478,0.271,,,,,,,,,
2024-09-16,745939,Lineout,field_out,True,670276,650644,Cal Stevenson,Aaron Civale,0,68fc89a3-2739-4967-9fde-be0350980c0e,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.48,4.07,150.2,100.0,96.0,100.0,0.795,8.48,2.87,9.08,1.61,0.82,0.255,0.401,0.144,0.319,0.401,,,,67.0,102.0,96.0,70.0,93.0,84.0,153.0,101.0,112.0,,,,91.0,99.0,100.0,0.242,0.096,0.315,0.168,,,-2.38,0.89,0.31,-1.03,,,92.0,88.1,,92.6,80.5,,0.326,0.543,0.096,0.253,0.462,0.287,,,,0.25,0.375,0.438,0.242,0.419,0.241,0.242,0.422,0.165,105.0,103.0,109.0,0.157,-1.32,77.0,58.0,96.0,101.0,0.021,-2.2,85.6,0.333,0.4,0.273,0.27,0.478,0.271,,,,,,,,,
2024-09-17,745935,Strikeout,strikeout,True,670276,593423,Cal Stevenson,Frankie Montas,0,4956414f-336e-4868-b853-aa6131f3def7,593423.0,frankiemontas,Montas,Right,Frankie Montas,- - -,4.85,4.62,146.2,101.0,98.0,100.0,0.775,8.71,3.87,8.47,1.41,1.11,0.237,0.377,0.15,0.304,0.417,,,,83.0,105.0,99.0,82.0,100.0,97.0,117.0,103.0,106.0,,,,109.0,95.0,95.0,0.189,0.333,0.186,0.107,,,0.03,-1.43,1.04,-2.0,,,95.6,90.4,,94.8,85.3,,0.208,0.37,0.231,,,,,,,0.286,0.592,0.325,0.333,0.598,0.224,0.25,0.411,0.118,,,,,,,119.0,98.0,105.0,0.185,-0.23,86.0,0.222,0.303,0.427,,,,,,,,,,,,
2024-09-17,745935,Strikeout,strikeout,True,670276,593423,Cal Stevenson,Frankie Montas,0,dbd3e63c-3eed-4679-8787-b055c11f3925,593423.0,frankiemontas,Montas,Right,Frankie Montas,- - -,4.85,4.62,146.2,101.0,98.0,100.0,0.775,8.71,3.87,8.47,1.41,1.11,0.237,0.377,0.15,0.304,0.417,,,,83.0,105.0,99.0,82.0,100.0,97.0,117.0,103.0,106.0,,,,109.0,95.0,95.0,0.189,0.333,0.186,0.107,,,0.03,-1.43,1.04,-2.0,,,95.6,90.4,,94.8,85.3,,0.208,0.37,0.231,,,,,,,0.286,0.592,0.325,0.333,0.598,0.224,0.25,0.411,0.118,,,,,,,119.0,98.0,105.0,0.185,-0.23,86.0,0.222,0.303,0.427,,,,,,,,,,,,
2024-09-19,745769,Flyout,field_out,True,670276,622663,Cal Stevenson,Luis Severino,0,a58d2d7b-ddc7-401d-92ad-0dccd7c1633e,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.79,3.89,178.0,100.0,107.0,101.0,0.81,7.89,2.98,8.04,1.11,1.26,0.269,0.374,0.205,0.285,0.437,87.0,95.0,95.0,101.0,104.0,101.0,91.0,98.0,94.0,143.0,100.0,111.0,,,,92.0,91.0,89.0,0.249,0.354,0.083,0.237,,0.078,0.39,1.42,1.15,0.18,,-3.62,96.1,92.6,86.1,95.6,85.6,,0.233,0.372,0.22,,,,0.358,0.66,0.186,0.263,0.342,0.284,0.184,0.265,0.263,0.277,0.419,0.125,,,,,,,,,,,,,,,,0.144,0.246,0.383,,,,,,,,,
2024-09-19,745769,Flyout,field_out,True,670276,622663,Cal Stevenson,Luis Severino,0,f1a8db3a-2696-4ba1-862a-01236ba2ddf3,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.79,3.89,178.0,100.0,107.0,101.0,0.81,7.89,2.98,8.04,1.11,1.26,0.269,0.374,0.205,0.285,0.437,87.0,95.0,95.0,101.0,104.0,101.0,91.0,98.0,94.0,143.0,100.0,111.0,,,,92.0,91.0,89.0,0.249,0.354,0.083,0.237,,0.078,0.39,1.42,1.15,0.18,,-3.62,96.1,92.6,86.1,95.6,85.6,,0.233,0.372,0.22,,,,0.358,0.66,0.186,0.263,0.342,0.284,0.184,0.265,0.263,0.277,0.419,0.125,,,,,,,,,,,,,,,,0.144,0.246,0.383,,,,,,,,,
2024-09-21,745768,Forceout,force_out,True,670276,657585,Cal Stevenson,Reed Garrett,1,a8a08b95-8d01-49c0-9761-46ee8f44bd32,657585.0,reedgarrett,"Garrett, R",Right,Reed Garrett,NYM,3.18,3.04,56.2,93.0,118.0,97.0,0.655,12.86,4.45,7.46,0.95,1.24,0.233,0.411,0.248,0.264,0.349,,,,127.0,89.0,93.0,92.0,86.0,80.0,123.0,97.0,104.0,,,,105.0,100.0,95.0,0.128,0.161,0.235,0.202,,,-3.46,1.13,-1.0,1.36,,,96.7,91.6,,96.4,85.0,,0.375,0.688,0.271,,,,,,,,,,0.289,0.489,0.348,0.316,0.579,0.25,,,,,,,121.0,93.0,100.0,0.274,1.81,88.2,0.132,0.158,0.507,0.171,0.2,0.358,,,,,,,,,
