date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff
2024-09-03,745047,Groundout,field_out,True,686482,701581,Logan Driscoll,David Festa,0,41337a4e-54ae-4fd6-8fb2-64508ede6f17,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,5.08,3.94,51.1,101.0,102.0,103.0,0.735,10.87,2.81,8.42,1.58,0.86,0.246,0.457,0.167,0.348,0.403,74.0,105.0,106.0,106.0,97.0,99.0,,,,121.0,104.0,105.0,,,,,0.404,,0.316,0.281,-1.1,,,1.89,-1.18,94.8,,88.4,,86.2,0.22,0.508,0.42,0.319,0.58,0.19,0.181,0.292,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-03,745047,Single,single,False,686482,701581,Logan Driscoll,David Festa,1,25ab18e6-81fa-4913-b9e5-82736dfb29cd,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,5.08,3.94,51.1,101.0,102.0,103.0,0.735,10.87,2.81,8.42,1.58,0.86,0.246,0.457,0.167,0.348,0.403,74.0,105.0,106.0,106.0,97.0,99.0,,,,121.0,104.0,105.0,,,,,0.404,,0.316,0.281,-1.1,,,1.89,-1.18,94.8,,88.4,,86.2,0.22,0.508,0.42,0.319,0.58,0.19,0.181,0.292,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-03,745047,Pop Out,field_out,True,686482,543859,Logan Driscoll,Michael Tonkin,0,52b60d34-eb6d-4737-998d-dfdf8402f148,543859.0,michaeltonkin,Tonkin,Right,Michael Tonkin,- - -,3.73,4.46,72.1,98.0,104.0,99.0,0.785,9.58,3.48,7.71,0.75,1.14,0.173,0.421,0.152,0.284,0.405,,,,110.0,102.0,101.0,85.0,98.0,97.0,107.0,95.0,100.0,,,,0.177,0.38,,0.443,,0.47,,0.87,-0.32,,93.2,,,92.5,83.1,,,,0.211,0.36,0.235,0.198,0.292,0.274,0.444,0.556,0.25,,,,,,,,,,0.325,0.45,0.17,,,,,,,,,,,,,,,,,,,,,
2024-09-05,745042,Groundout,field_out,True,686482,641154,Logan Driscoll,Pablo López,0,8e07f1dc-7dc2-426f-a229-66e0dfa447bd,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.05,3.46,162.1,105.0,98.0,105.0,0.743,9.59,1.89,8.26,1.22,1.22,0.234,0.445,0.138,0.278,0.432,94.0,104.0,104.0,98.0,106.0,102.0,97.0,109.0,108.0,105.0,102.0,109.0,,,,0.073,0.411,,0.224,0.191,2.33,,-2.96,-0.63,-0.76,95.0,,88.6,94.5,84.4,0.307,0.402,0.242,0.172,0.308,0.266,,,,0.234,0.428,0.339,90.0,103.0,108.0,0.101,-1.12,82.3,0.219,0.453,0.336,0.434,0.623,0.151,,,,,,,,,,,,,,,,,,,,,
2024-09-05,745042,Groundout,field_out,True,686482,641154,Logan Driscoll,Pablo López,0,3b4c2df3-b434-4ba9-afee-b3d36ffe85b2,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.05,3.46,162.1,105.0,98.0,105.0,0.743,9.59,1.89,8.26,1.22,1.22,0.234,0.445,0.138,0.278,0.432,94.0,104.0,104.0,98.0,106.0,102.0,97.0,109.0,108.0,105.0,102.0,109.0,,,,0.073,0.411,,0.224,0.191,2.33,,-2.96,-0.63,-0.76,95.0,,88.6,94.5,84.4,0.307,0.402,0.242,0.172,0.308,0.266,,,,0.234,0.428,0.339,90.0,103.0,108.0,0.101,-1.12,82.3,0.219,0.453,0.336,0.434,0.623,0.151,,,,,,,,,,,,,,,,,,,,,
2024-09-05,745042,Pop Out,field_out,True,686482,641154,Logan Driscoll,Pablo López,0,cbbd9cc8-3798-4dae-9146-ca8378e2c88e,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.05,3.46,162.1,105.0,98.0,105.0,0.743,9.59,1.89,8.26,1.22,1.22,0.234,0.445,0.138,0.278,0.432,94.0,104.0,104.0,98.0,106.0,102.0,97.0,109.0,108.0,105.0,102.0,109.0,,,,0.073,0.411,,0.224,0.191,2.33,,-2.96,-0.63,-0.76,95.0,,88.6,94.5,84.4,0.307,0.402,0.242,0.172,0.308,0.266,,,,0.234,0.428,0.339,90.0,103.0,108.0,0.101,-1.12,82.3,0.219,0.453,0.336,0.434,0.623,0.151,,,,,,,,,,,,,,,,,,,,,
2024-09-07,746986,Groundout,field_out,True,686482,621107,Logan Driscoll,Zach Eflin,0,8d264ea3-568b-4ab6-9bc7-79a856fe8596,621107.0,zacheflin,Eflin,Right,Zach Eflin,- - -,3.65,3.39,148.0,108.0,93.0,103.0,0.804,7.6,1.03,9.18,1.16,1.12,0.222,0.453,0.171,0.321,0.455,84.0,100.0,99.0,61.0,106.0,95.0,91.0,109.0,106.0,121.0,106.0,111.0,86.0,105.0,97.0,0.297,0.099,0.271,0.093,0.045,-0.76,1.61,0.42,0.6,-3.34,92.4,88.0,85.1,91.7,79.8,0.265,0.5,0.143,0.255,0.436,0.248,,,,0.217,0.5,0.208,109.0,113.0,109.0,0.195,-1.06,78.8,0.293,0.455,0.34,0.278,0.383,0.134,0.215,0.342,0.215,,,,,,,,,,,,,,,,,,
2024-09-07,746986,Lineout,field_out,True,686482,621107,Logan Driscoll,Zach Eflin,0,501a9c57-c498-4162-952e-56db2bae5b06,621107.0,zacheflin,Eflin,Right,Zach Eflin,- - -,3.65,3.39,148.0,108.0,93.0,103.0,0.804,7.6,1.03,9.18,1.16,1.12,0.222,0.453,0.171,0.321,0.455,84.0,100.0,99.0,61.0,106.0,95.0,91.0,109.0,106.0,121.0,106.0,111.0,86.0,105.0,97.0,0.297,0.099,0.271,0.093,0.045,-0.76,1.61,0.42,0.6,-3.34,92.4,88.0,85.1,91.7,79.8,0.265,0.5,0.143,0.255,0.436,0.248,,,,0.217,0.5,0.208,109.0,113.0,109.0,0.195,-1.06,78.8,0.293,0.455,0.34,0.278,0.383,0.134,0.215,0.342,0.215,,,,,,,,,,,,,,,,,,
2024-09-07,746986,Groundout,field_out,True,686482,621107,Logan Driscoll,Zach Eflin,1,07354cfd-4e0f-4a18-ac8e-db18f0931a42,621107.0,zacheflin,Eflin,Right,Zach Eflin,- - -,3.65,3.39,148.0,108.0,93.0,103.0,0.804,7.6,1.03,9.18,1.16,1.12,0.222,0.453,0.171,0.321,0.455,84.0,100.0,99.0,61.0,106.0,95.0,91.0,109.0,106.0,121.0,106.0,111.0,86.0,105.0,97.0,0.297,0.099,0.271,0.093,0.045,-0.76,1.61,0.42,0.6,-3.34,92.4,88.0,85.1,91.7,79.8,0.265,0.5,0.143,0.255,0.436,0.248,,,,0.217,0.5,0.208,109.0,113.0,109.0,0.195,-1.06,78.8,0.293,0.455,0.34,0.278,0.383,0.134,0.215,0.342,0.215,,,,,,,,,,,,,,,,,,
2024-09-07,746986,Single,single,False,686482,621199,Logan Driscoll,Matt Bowman,1,82e5cff1-6204-48b5-a00f-423dac541a16,621199.0,mattbowman,Bowman,Right,Matt Bowman,- - -,3.6,4.46,25.0,99.0,103.0,100.0,0.821,6.48,4.32,5.76,1.08,1.44,0.342,0.37,0.192,0.411,0.402,,,,47.0,117.0,100.0,91.0,105.0,100.0,139.0,97.0,108.0,95.0,90.0,88.0,0.404,0.005,0.176,0.264,,5.35,1.93,3.35,-3.54,,92.8,90.5,,92.2,82.4,,,,,,,,,,0.294,0.824,0.262,,,,,,,,,,0.146,0.271,0.125,0.083,0.083,0.208,87.0,100.0,106.0,0.15,-1.89,84.3,0.231,0.308,0.217,,,,,,,,,
