date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,EP%,wEP/C,vEP,ST_ba,ST_slg,ST_whiff
2024-04-20,745921,Walk,walk,False,671083,595345,Buddy Kennedy,Steven Okert,1,efbf5862-a926-4952-b41c-3465749908c1,595345.0,stevenokert,Okert,Left,Steven Okert,MIN,3.86,3.64,28.0,95.0,99.0,99.0,0.763,8.68,3.54,8.36,0.96,0.74,0.317,0.317,0.244,0.207,0.448,56.0,101.0,92.0,,,,72.0,98.0,90.0,116.0,93.0,103.0,,,,0.252,,0.597,,0.06,-3.65,,1.62,,0.4,92.8,,88.4,80.7,,0.414,0.655,0.077,0.3,0.4,0.333,,,,0.133,0.267,0.323,73.0,101.0,97.0,0.091,-0.01,92.8,0.3,0.4,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-21,745920,Sac Fly,sac_fly,True,671083,686973,Buddy Kennedy,Louie Varland,1,feaf9d29-074b-4dcd-9b3f-829b53cebc14,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.58,6.18,26.0,95.0,102.0,97.0,0.79,8.65,3.46,11.42,2.08,1.6,0.267,0.384,0.058,0.419,0.442,106.0,87.0,93.0,,,,106.0,101.0,100.0,,,,90.0,84.0,88.0,0.361,0.289,,,0.081,-0.1,-5.23,,,0.8,95.7,89.6,88.3,,,0.294,0.588,0.177,0.2,0.2,0.077,0.351,0.649,0.217,,,,84.0,117.0,108.0,0.045,-2.37,93.1,0.5,0.5,0.077,0.222,0.222,0.347,,,,,,,,,,100.0,82.0,91.0,0.225,0.55,84.5,,,,,,,,,
2024-04-21,745920,Home Run,home_run,False,671083,686973,Buddy Kennedy,Louie Varland,1,da38fc5d-261c-47c0-aa9f-3d8085a9746d,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.58,6.18,26.0,95.0,102.0,97.0,0.79,8.65,3.46,11.42,2.08,1.6,0.267,0.384,0.058,0.419,0.442,106.0,87.0,93.0,,,,106.0,101.0,100.0,,,,90.0,84.0,88.0,0.361,0.289,,,0.081,-0.1,-5.23,,,0.8,95.7,89.6,88.3,,,0.294,0.588,0.177,0.2,0.2,0.077,0.351,0.649,0.217,,,,84.0,117.0,108.0,0.045,-2.37,93.1,0.5,0.5,0.077,0.222,0.222,0.347,,,,,,,,,,100.0,82.0,91.0,0.225,0.55,84.5,,,,,,,,,
2024-04-21,745920,Strikeout,strikeout,True,671083,621199,Buddy Kennedy,Matt Bowman,0,0d33d87a-6ad4-4008-af8b-6d910ca0e120,621199.0,mattbowman,Bowman,Right,Matt Bowman,- - -,5.4,5.26,15.0,98.0,100.0,100.0,0.848,6.0,4.2,6.6,1.8,1.29,0.298,0.447,0.191,0.404,0.405,,,,,,,58.0,171.0,150.0,135.0,95.0,108.0,83.0,78.0,76.0,0.004,0.158,0.251,,,14.33,0.14,-5.31,,,93.7,90.4,,81.6,,,,,,,,0.0,0.0,0.2,0.308,0.923,0.148,87.0,106.0,101.0,0.409,1.96,92.3,0.179,0.357,0.13,,,,97.0,101.0,113.0,0.178,-1.37,84.2,0.167,0.25,0.238,,,,,,,,,,,,,,,
2024-04-21,745920,Walk,walk,False,671083,543351,Buddy Kennedy,Jay Jackson,0,2a436af8-1286-4b0f-8548-69590ae500c5,543351.0,jayjackson,"Jackson, J",Right,Jay Jackson,MIN,7.52,4.7,26.1,102.0,98.0,97.0,0.765,9.91,3.08,9.57,2.39,0.84,0.171,0.447,0.171,0.289,0.464,88.0,100.0,101.0,,,,70.0,104.0,90.0,115.0,101.0,99.0,,,,0.265,,0.554,,0.131,1.98,,-2.47,,-2.99,91.9,,86.0,84.9,,0.2,0.233,0.203,0.4,0.7,0.217,,,,0.276,0.672,0.307,77.0,119.0,111.0,0.05,3.21,91.3,0.286,0.286,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-23,745102,Lineout,field_out,True,671083,621363,Buddy Kennedy,Colin Poche,0,0adb9232-fc28-4049-9daa-c7383ce4cb9d,621363.0,colinpoche,Poche,Left,Colin Poche,TBR,3.24,4.07,25.0,94.0,89.0,98.0,0.821,7.92,2.88,6.48,1.8,0.62,0.188,0.493,0.159,0.348,0.421,,,,,,,98.0,90.0,95.0,68.0,103.0,104.0,,,,0.695,,0.305,,,1.3,,0.38,,,91.1,,,83.1,,0.194,0.387,0.144,,,,,,,0.214,0.393,0.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-24,745099,Flyout,field_out,True,671083,641302,Buddy Kennedy,Tyler Alexander,0,3e041d53-e341-47b9-9283-627c2fda1308,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,105.0,105.0,108.0,,,,91.0,109.0,104.0,109.0,105.0,105.0,92.0,105.0,102.0,0.228,0.336,0.178,,0.158,-1.79,-0.32,-0.41,,-2.47,89.0,84.4,80.9,76.5,,0.283,0.604,0.241,0.308,0.513,0.186,0.257,0.529,0.206,0.31,0.5,0.128,56.0,107.0,101.0,0.101,1.15,88.9,0.238,0.238,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-24,745099,Strikeout,strikeout,True,671083,641302,Buddy Kennedy,Tyler Alexander,0,9c3c61cc-bb9a-4768-aec2-a05625febf8c,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,105.0,105.0,108.0,,,,91.0,109.0,104.0,109.0,105.0,105.0,92.0,105.0,102.0,0.228,0.336,0.178,,0.158,-1.79,-0.32,-0.41,,-2.47,89.0,84.4,80.9,76.5,,0.283,0.604,0.241,0.308,0.513,0.186,0.257,0.529,0.206,0.31,0.5,0.128,56.0,107.0,101.0,0.101,1.15,88.9,0.238,0.238,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-24,745099,Single,single,False,671083,606965,Buddy Kennedy,Chris Devenski,1,75840cce-573c-48d1-8b09-a69c435a819d,606965.0,chrisdevenski,Devenski,Right,Chris Devenski,TBR,6.75,6.02,26.2,99.0,109.0,103.0,0.75,8.1,4.73,9.45,3.04,0.43,0.298,0.381,0.202,0.369,0.388,144.0,99.0,115.0,,,,78.0,104.0,99.0,129.0,88.0,90.0,38.0,94.0,74.0,0.31,0.139,0.077,,0.475,-4.53,-5.56,-1.31,,1.05,93.0,85.2,82.8,77.7,,0.289,0.974,0.151,0.163,0.245,0.364,0.538,0.923,0.242,0.25,0.25,0.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-24,745099,Strikeout,strikeout,True,671083,664076,Buddy Kennedy,Garrett Cleavinger,0,6ee533c8-7021-43c4-9a2f-8dd3b4c2056b,664076.0,garrettcleavinger,Cleavinger,Left,Garrett Cleavinger,TBR,3.43,4.3,39.1,95.0,114.0,100.0,0.726,11.44,4.81,7.32,0.69,1.28,0.229,0.427,0.177,0.313,0.408,,,,,,,105.0,95.0,96.0,127.0,98.0,108.0,114.0,95.0,97.0,0.213,0.31,0.389,,,1.12,1.15,0.08,,,96.1,90.8,,83.8,,0.115,0.231,0.235,,,,0.231,0.333,0.321,0.265,0.294,0.328,98.0,95.0,93.0,0.087,-2.87,95.5,0.364,0.636,0.148,,,,,,,,,,,,,,,,,,,,,,,,,,,
