date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSL,vKC,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,SI_slg,SI_whiff,FS%,wFS/C,vFS,SV_ba,SV_slg,SV_whiff,FS_ba,FS_slg,FS_whiff,Stf+ FS,Loc+ FS,Pit+ FS
2024-03-28,746335,Flyout,field_out,True,666135,623433,Alex Kirilloff,Nick Anderson,0,367d6208-d259-4160-8974-d246f01c24fc,623433.0,nickanderson,"Anderson, N",Right,Nick Anderson,KCR,4.04,5.06,35.2,100.0,88.0,97.0,0.78,7.32,3.79,8.83,1.51,0.98,0.324,0.361,0.102,0.324,0.478,79.0,80.0,86.0,61.0,96.0,87.0,,,,,,,,,,0.223,,,,0.052,-4.03,,,,-0.82,94.7,,87.9,,,0.4,0.8,0.19,,,,,,,,,,0.204,0.352,0.286,113.0,102.0,105.0,70.0,102.0,95.0,0.269,0.455,0.61,0.15,94.8,81.7,0.245,0.429,0.191,,,,,,,,,,,,
2024-03-28,746335,Single,single,False,666135,608717,Alex Kirilloff,Chris Stratton,0,bbe49839-5898-4e8d-92f2-dbc06c45bae4,608717.0,chrisstratton,"Stratton, C",Right,Chris Stratton,KCR,4.85,3.85,39.0,95.0,94.0,97.0,0.771,8.54,5.77,6.23,0.69,1.43,0.286,0.371,0.276,0.19,0.403,88.0,98.0,99.0,80.0,94.0,89.0,107.0,97.0,101.0,,,,,,,0.381,,0.225,,0.072,-0.05,,1.37,,1.81,92.0,,85.2,85.9,,0.231,0.333,0.25,0.2,0.2,0.4,0.176,0.294,0.172,,,,0.156,0.281,0.322,123.0,98.0,108.0,76.0,97.0,97.0,0.119,0.204,0.21,0.57,91.7,79.2,0.211,0.474,0.179,,,,,,,,,,,,
2024-03-30,746333,Groundout,field_out,True,666135,607625,Alex Kirilloff,Seth Lugo,0,bab9446e-d926-4486-80b8-a20847ca74d3,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,76.0,103.0,95.0,127.0,99.0,106.0,,,,105.0,95.0,94.0,0.248,0.069,0.141,,0.057,1.99,0.22,-0.63,,0.16,92.4,91.0,87.5,85.3,,0.183,0.275,0.159,0.2,0.25,0.321,0.278,0.556,0.172,0.375,0.375,0.186,0.175,0.275,0.366,124.0,103.0,112.0,71.0,102.0,92.0,0.191,0.268,0.6,1.06,92.3,79.3,0.278,0.426,0.124,0.026,0.95,85.6,0.269,0.365,0.326,0.091,0.364,0.273,,,
2024-03-30,746333,Caught Stealing 2B,caught_stealing_2b,True,666135,607625,Alex Kirilloff,Seth Lugo,0,d34de315-560e-4bce-ab02-95294d4c9b5e,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,76.0,103.0,95.0,127.0,99.0,106.0,,,,105.0,95.0,94.0,0.248,0.069,0.141,,0.057,1.99,0.22,-0.63,,0.16,92.4,91.0,87.5,85.3,,0.183,0.275,0.159,0.2,0.25,0.321,0.278,0.556,0.172,0.375,0.375,0.186,0.175,0.275,0.366,124.0,103.0,112.0,71.0,102.0,92.0,0.191,0.268,0.6,1.06,92.3,79.3,0.278,0.426,0.124,0.026,0.95,85.6,0.269,0.365,0.326,0.091,0.364,0.273,,,
2024-03-30,746333,Single,single,False,666135,607625,Alex Kirilloff,Seth Lugo,0,aa96338c-92ce-44db-81b3-1bd252337949,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,76.0,103.0,95.0,127.0,99.0,106.0,,,,105.0,95.0,94.0,0.248,0.069,0.141,,0.057,1.99,0.22,-0.63,,0.16,92.4,91.0,87.5,85.3,,0.183,0.275,0.159,0.2,0.25,0.321,0.278,0.556,0.172,0.375,0.375,0.186,0.175,0.275,0.366,124.0,103.0,112.0,71.0,102.0,92.0,0.191,0.268,0.6,1.06,92.3,79.3,0.278,0.426,0.124,0.026,0.95,85.6,0.269,0.365,0.326,0.091,0.364,0.273,,,
2024-03-30,746333,Groundout,field_out,True,666135,607625,Alex Kirilloff,Seth Lugo,0,aaebb998-b975-48d6-acb5-3a302e90e6de,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,76.0,103.0,95.0,127.0,99.0,106.0,,,,105.0,95.0,94.0,0.248,0.069,0.141,,0.057,1.99,0.22,-0.63,,0.16,92.4,91.0,87.5,85.3,,0.183,0.275,0.159,0.2,0.25,0.321,0.278,0.556,0.172,0.375,0.375,0.186,0.175,0.275,0.366,124.0,103.0,112.0,71.0,102.0,92.0,0.191,0.268,0.6,1.06,92.3,79.3,0.278,0.426,0.124,0.026,0.95,85.6,0.269,0.365,0.326,0.091,0.364,0.273,,,
2024-03-30,746333,Flyout,field_out,True,666135,663704,Alex Kirilloff,James McArthur,1,731b4952-5cd8-4717-9a1a-17204b4fb0a3,663704.0,jamesmcarthur,McArthur,Right,James McArthur,KCR,3.99,3.96,38.1,100.0,110.0,104.0,0.735,7.04,1.64,10.1,1.17,2.13,0.174,0.421,0.132,0.314,0.442,,,,80.0,95.0,89.0,100.0,91.0,99.0,,,,,,,0.059,,0.225,,,4.71,,-0.64,,,94.9,,,87.7,,0.0,0.0,0.176,,,,0.304,0.522,0.431,,,,0.308,0.462,0.333,138.0,108.0,119.0,98.0,97.0,97.0,0.378,0.338,0.76,-1.94,95.1,83.5,0.299,0.448,0.146,,,,,,,,,,,,
2024-03-30,746333,Sac Fly,sac_fly,True,666135,519293,Alex Kirilloff,Will Smith,1,24ac7782-0638-47e3-ba3d-659607dbc8a0,519293.0,willsmith,"Smith, W",Left,Will Smith,KCR,4.85,5.47,29.2,98.0,87.0,96.0,0.764,5.76,3.34,9.1,1.21,0.55,0.242,0.434,0.192,0.293,0.428,80.0,101.0,92.0,62.0,97.0,87.0,113.0,100.0,105.0,,,,,,,0.322,,0.445,,0.136,-1.31,,0.85,,-0.65,91.3,,85.8,80.5,,0.341,0.523,0.091,0.222,0.444,0.355,0.196,0.304,0.32,,,,0.25,0.25,0.308,71.0,93.0,98.0,,,,,0.097,,-0.01,,76.2,,,,,,,,,,,,,,,
2024-03-31,746332,Strikeout,strikeout,True,666135,663903,Alex Kirilloff,Brady Singer,0,80359210-2d75-464a-8e38-e15538a3e894,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.2,4.89,104.0,101.0,86.0,94.0,0.768,8.57,2.77,8.31,1.13,1.71,0.173,0.392,0.146,0.349,0.413,80.0,78.0,69.0,58.0,97.0,86.0,104.0,101.0,100.0,,,,,,,0.137,,0.453,,0.028,-1.75,,0.21,,-3.58,91.6,,88.0,82.8,,0.297,0.541,0.184,0.3,0.4,0.143,0.333,1.0,0.267,,,,,,,,,,79.0,102.0,92.0,0.382,,0.62,,92.1,,0.278,0.418,0.103,,,,,,,,,,,,
2024-03-31,746332,Groundout,field_out,True,666135,663903,Alex Kirilloff,Brady Singer,0,0c620e3b-9db6-42ce-8224-585292bd5ec7,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.2,4.89,104.0,101.0,86.0,94.0,0.768,8.57,2.77,8.31,1.13,1.71,0.173,0.392,0.146,0.349,0.413,80.0,78.0,69.0,58.0,97.0,86.0,104.0,101.0,100.0,,,,,,,0.137,,0.453,,0.028,-1.75,,0.21,,-3.58,91.6,,88.0,82.8,,0.297,0.541,0.184,0.3,0.4,0.143,0.333,1.0,0.267,,,,,,,,,,79.0,102.0,92.0,0.382,,0.62,,92.1,,0.278,0.418,0.103,,,,,,,,,,,,
