date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,FO%,wFO/C,vFO
2024-04-02,746898,Flyout,field_out,True,676701,621016,Alan Trejo,Jose Cuas,0,b356db57-ffe9-4638-a1a1-cc8d6161847e,621016.0,josecuas,Cuas,Right,Jose Cuas,- - -,8.22,6.67,15.1,90.0,111.0,90.0,0.776,9.39,4.11,11.15,2.35,0.73,0.265,0.49,0.143,0.367,0.39,75.0,86.0,82.0,,,,144.0,105.0,101.0,88.0,93.0,89.0,110.0,66.0,80.0,,,,0.4,0.314,,0.248,,0.038,-0.13,,-0.59,-6.51,,-5.51,91.5,,87.4,92.3,82.6,,0.286,0.464,0.186,,,,,,,0.273,0.455,0.333,0.333,0.833,0.435,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-03,746900,Groundout,field_out,True,676701,676962,Alan Trejo,Ben Brown,0,71659a53-bd77-4dcf-b8a5-86596f52ba4a,676962.0,benbrown,"Brown, Be",Right,Ben Brown,CHC,3.58,4.16,55.1,96.0,110.0,100.0,0.708,10.41,3.09,6.67,0.81,0.85,0.283,0.348,0.181,0.362,0.448,112.0,95.0,87.0,,,,98.0,98.0,96.0,,,,,,,,,,,0.627,,,,0.016,0.78,,,,,-3.6,96.4,,90.6,,,,,,,,,,0.141,0.294,0.51,0.25,0.352,0.185,,,,0.5,0.5,0.25,130.0,92.0,108.0,0.357,1.4,86.5,,,,,,,,,,,,,,,
2024-04-03,746900,Flyout,field_out,True,676701,676962,Alan Trejo,Ben Brown,0,c0a171f3-f5c8-4fe1-a03a-ba802a56572c,676962.0,benbrown,"Brown, Be",Right,Ben Brown,CHC,3.58,4.16,55.1,96.0,110.0,100.0,0.708,10.41,3.09,6.67,0.81,0.85,0.283,0.348,0.181,0.362,0.448,112.0,95.0,87.0,,,,98.0,98.0,96.0,,,,,,,,,,,0.627,,,,0.016,0.78,,,,,-3.6,96.4,,90.6,,,,,,,,,,0.141,0.294,0.51,0.25,0.352,0.185,,,,0.5,0.5,0.25,130.0,92.0,108.0,0.357,1.4,86.5,,,,,,,,,,,,,,,
2024-04-03,746900,Flyout,field_out,True,676701,657240,Alan Trejo,Julian Merryweather,1,57a14438-c136-4de5-b019-2f4b11419033,657240.0,julianmerryweather,Merryweather,Right,Julian Merryweather,CHC,1.93,8.49,4.2,93.0,107.0,99.0,0.676,11.57,3.86,7.71,0.0,0.6,0.083,0.417,0.0,0.583,0.39,124.0,93.0,91.0,,,,111.0,97.0,98.0,,,,101.0,88.0,101.0,,,,,0.455,,0.481,,0.065,-2.52,,,-0.28,,9.03,96.3,,81.5,,85.5,,,,,,,,,,,0.286,0.714,0.25,0.222,0.333,0.412,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-07,746574,Strikeout,strikeout,True,676701,686752,Alan Trejo,Ryan Pepiot,0,3b764d75-a16d-46ad-b84a-a4951ef3c471,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.92,3.82,87.1,98.0,117.0,104.0,0.737,9.69,3.19,6.49,1.13,0.82,0.26,0.417,0.175,0.323,0.415,122.0,105.0,116.0,137.0,79.0,87.0,114.0,97.0,101.0,,,,120.0,95.0,106.0,99.0,97.0,93.0,,0.512,0.024,0.214,0.03,0.219,1.55,-0.22,,1.01,-0.01,-1.34,94.9,91.9,86.1,,89.0,80.4,,,,0.333,0.333,0.063,0.167,0.167,0.5,0.149,0.264,0.313,0.239,0.394,0.286,0.253,0.471,0.287,,,,,,,,,,,,,,,,,,,,,
2024-04-07,746574,Groundout,field_out,True,676701,686752,Alan Trejo,Ryan Pepiot,0,f236e38a-7bd1-481c-b9f5-0458dc2b3f8d,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.92,3.82,87.1,98.0,117.0,104.0,0.737,9.69,3.19,6.49,1.13,0.82,0.26,0.417,0.175,0.323,0.415,122.0,105.0,116.0,137.0,79.0,87.0,114.0,97.0,101.0,,,,120.0,95.0,106.0,99.0,97.0,93.0,,0.512,0.024,0.214,0.03,0.219,1.55,-0.22,,1.01,-0.01,-1.34,94.9,91.9,86.1,,89.0,80.4,,,,0.333,0.333,0.063,0.167,0.167,0.5,0.149,0.264,0.313,0.239,0.394,0.286,0.253,0.471,0.287,,,,,,,,,,,,,,,,,,,,,
2024-04-15,745597,Groundout,field_out,True,676701,605400,Alan Trejo,Aaron Nola,1,666d2616-e39f-4820-9f0c-7e651691559e,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,,,,90.0,105.0,100.0,100.0,109.0,106.0,,,,68.0,100.0,93.0,0.212,0.259,0.102,,,0.103,1.43,-2.53,-0.12,,,-2.18,92.3,87.4,85.4,91.4,,,0.29,0.47,0.137,0.389,0.75,0.143,0.194,0.306,0.35,0.117,0.252,0.226,,,,0.289,0.5,0.154,133.0,109.0,116.0,0.324,2.0,79.2,,,,,,,,,,,,,,,
2024-04-15,745597,Single,single,False,676701,605400,Alan Trejo,Aaron Nola,0,99f57cec-1f4f-4fe8-bcee-da3fe88fb5de,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,,,,90.0,105.0,100.0,100.0,109.0,106.0,,,,68.0,100.0,93.0,0.212,0.259,0.102,,,0.103,1.43,-2.53,-0.12,,,-2.18,92.3,87.4,85.4,91.4,,,0.29,0.47,0.137,0.389,0.75,0.143,0.194,0.306,0.35,0.117,0.252,0.226,,,,0.289,0.5,0.154,133.0,109.0,116.0,0.324,2.0,79.2,,,,,,,,,,,,,,,
2024-04-15,745597,Strikeout,strikeout,True,676701,605400,Alan Trejo,Aaron Nola,0,dcb3db84-26ac-401e-9453-70c5c51c4221,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,,,,90.0,105.0,100.0,100.0,109.0,106.0,,,,68.0,100.0,93.0,0.212,0.259,0.102,,,0.103,1.43,-2.53,-0.12,,,-2.18,92.3,87.4,85.4,91.4,,,0.29,0.47,0.137,0.389,0.75,0.143,0.194,0.306,0.35,0.117,0.252,0.226,,,,0.289,0.5,0.154,133.0,109.0,116.0,0.324,2.0,79.2,,,,,,,,,,,,,,,
2024-04-16,745593,Groundout,field_out,True,676701,624133,Alan Trejo,Ranger Suárez,0,d01fe1a4-91c4-4a77-801b-c040acdf0639,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,102.0,98.0,94.0,0.319,0.19,0.125,0.001,0.199,0.166,1.37,-1.66,1.26,-4.76,1.5,0.71,92.0,86.6,80.3,90.9,81.3,74.5,0.241,0.354,0.109,0.308,0.615,0.125,0.171,0.289,0.335,0.208,0.299,0.184,,,,0.181,0.25,0.393,,,,,,,,,,,,,,,,,,,,,
