date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CH%,wFC/C,wSI/C,wCH/C,vFC,vCH,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,ST_ba,ST_slg,ST_whiff
2024-04-01,744875,Strikeout,strikeout,True,702358,672710,Trey Lipscomb,Roansy Contreras,0,c3556bb3-1c7c-4d39-90df-fe18db510005,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,- - -,4.87,4.99,40.2,97.0,99.0,98.0,0.8,7.75,4.43,9.07,1.33,0.94,0.25,0.355,0.153,0.347,0.45,86.0,92.0,98.0,92.0,99.0,94.0,118.0,98.0,106.0,,,,0.432,,0.325,0.088,0.12,,-1.01,1.03,94.8,,83.5,78.0,0.274,0.384,0.189,0.1,0.25,0.302,,,,0.125,0.25,0.154,80.0,88.0,88.0,75.0,94.0,74.0,,,,0.049,,0.106,,-2.07,-2.57,,89.2,94.5,0.571,0.571,0.056,,,,0.263,0.474,0.182,,,,,,,,,,,,,,,,,,
2024-04-01,744875,Single,single,False,702358,656924,Trey Lipscomb,Ryder Ryan,0,2eeb08d3-2993-4e57-adbc-74d43d0b801b,656924.0,ryderryan,Ryan,Right,Ryder Ryan,PIT,5.29,4.73,17.0,96.0,97.0,96.0,0.811,8.47,4.24,8.47,0.53,0.91,0.224,0.49,0.163,0.388,0.448,,,,64.0,92.0,81.0,111.0,96.0,105.0,,,,0.146,,0.42,,1.95,,-0.66,,94.2,,84.1,,0.0,0.0,0.19,0.233,0.433,0.328,,,,,,,,,,96.0,97.0,93.0,,,,0.434,,,,-0.88,,,,94.4,0.321,0.464,0.156,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-03,744869,Catcher Interference,catcher_interf,False,702358,656605,Trey Lipscomb,Mitch Keller,1,ef1c2d47-55fa-4478-888f-62b73f5e035d,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,114.0,98.0,106.0,89.0,103.0,96.0,131.0,103.0,112.0,,,,0.297,,0.245,0.093,-0.08,,-0.49,0.77,94.6,,85.0,78.5,0.277,0.42,0.249,0.311,0.533,0.247,,,,0.217,0.391,0.333,104.0,105.0,101.0,84.0,102.0,96.0,96.0,98.0,97.0,0.224,0.132,0.01,0.01,0.17,-11.3,90.6,90.2,93.7,0.243,0.369,0.107,0.23,0.475,0.197,0.75,1.25,0.0,,,,,,,,,,,,,,,,,,
2024-04-03,744869,Strikeout,strikeout,True,702358,656605,Trey Lipscomb,Mitch Keller,0,744df438-4e7e-4499-86fd-1d31a5f4a89a,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,114.0,98.0,106.0,89.0,103.0,96.0,131.0,103.0,112.0,,,,0.297,,0.245,0.093,-0.08,,-0.49,0.77,94.6,,85.0,78.5,0.277,0.42,0.249,0.311,0.533,0.247,,,,0.217,0.391,0.333,104.0,105.0,101.0,84.0,102.0,96.0,96.0,98.0,97.0,0.224,0.132,0.01,0.01,0.17,-11.3,90.6,90.2,93.7,0.243,0.369,0.107,0.23,0.475,0.197,0.75,1.25,0.0,,,,,,,,,,,,,,,,,,
2024-04-03,744869,Groundout,field_out,True,702358,656605,Trey Lipscomb,Mitch Keller,0,70ef96e1-7788-47cc-83aa-8efb2dcdf40f,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,114.0,98.0,106.0,89.0,103.0,96.0,131.0,103.0,112.0,,,,0.297,,0.245,0.093,-0.08,,-0.49,0.77,94.6,,85.0,78.5,0.277,0.42,0.249,0.311,0.533,0.247,,,,0.217,0.391,0.333,104.0,105.0,101.0,84.0,102.0,96.0,96.0,98.0,97.0,0.224,0.132,0.01,0.01,0.17,-11.3,90.6,90.2,93.7,0.243,0.369,0.107,0.23,0.475,0.197,0.75,1.25,0.0,,,,,,,,,,,,,,,,,,
2024-04-03,744869,Pop Out,field_out,True,702358,676596,Trey Lipscomb,Josh Fleming,0,84921058-5fe1-4440-a3e4-ed4fb2e6c67c,676596.0,joshfleming,Fleming,Left,Josh Fleming,PIT,3.99,3.72,29.1,96.0,68.0,89.0,0.833,5.22,3.99,9.51,0.61,2.08,0.219,0.375,0.177,0.271,0.339,97.0,87.0,89.0,142.0,135.0,123.0,,,,,,,0.004,,,0.057,1.94,,,-2.56,89.8,,,78.1,,,,,,,,,,0.286,0.429,0.308,71.0,98.0,89.0,51.0,91.0,86.0,82.0,101.0,93.0,0.389,0.264,0.286,1.27,-2.07,1.63,87.2,83.2,90.4,0.381,0.571,0.226,0.261,0.304,0.172,0.171,0.22,0.178,,,,,,,,,,,,,,,,,,
2024-04-04,744870,Groundout,field_out,True,702358,527048,Trey Lipscomb,Martín Pérez,1,35101581-34eb-4a78-8f4c-bec4913adb46,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,71.0,98.0,96.0,52.0,92.0,90.0,,,,,,,0.055,,,0.101,-5.77,,,0.23,91.4,,,78.3,0.375,0.625,0.036,,,,,,,0.364,0.409,0.306,77.0,106.0,97.0,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.254,0.215,-0.81,-0.23,-3.51,88.4,83.4,90.9,0.3,0.423,0.1,0.304,0.609,0.196,0.338,0.588,0.275,,,,,,,,,,,,,,,,,,
2024-04-04,744870,Forceout,force_out,True,702358,527048,Trey Lipscomb,Martín Pérez,1,36c050b9-d7df-4fe9-854a-56963b2d5dd0,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,71.0,98.0,96.0,52.0,92.0,90.0,,,,,,,0.055,,,0.101,-5.77,,,0.23,91.4,,,78.3,0.375,0.625,0.036,,,,,,,0.364,0.409,0.306,77.0,106.0,97.0,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.254,0.215,-0.81,-0.23,-3.51,88.4,83.4,90.9,0.3,0.423,0.1,0.304,0.609,0.196,0.338,0.588,0.275,,,,,,,,,,,,,,,,,,
2024-04-04,744870,Strikeout,strikeout,True,702358,527048,Trey Lipscomb,Martín Pérez,0,353b89f2-caac-4da7-b5c0-29d67e1b01cc,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,71.0,98.0,96.0,52.0,92.0,90.0,,,,,,,0.055,,,0.101,-5.77,,,0.23,91.4,,,78.3,0.375,0.625,0.036,,,,,,,0.364,0.409,0.306,77.0,106.0,97.0,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.254,0.215,-0.81,-0.23,-3.51,88.4,83.4,90.9,0.3,0.423,0.1,0.304,0.609,0.196,0.338,0.588,0.275,,,,,,,,,,,,,,,,,,
2024-04-04,744870,Single,single,False,702358,682847,Trey Lipscomb,Luis L. Ortiz,1,e95e8341-2b0b-4858-8ce7-d030cfd13c90,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.219,0.297,0.268,0.21,0.346,0.293,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.353,0.134,0.286,0.343,0.187,,,,,,,,,,,,,,,,,,,,,
2024-04-05,744874,Strikeout,strikeout,True,702358,605400,Trey Lipscomb,Aaron Nola,0,e584d889-9893-4691-a297-2cf81ad80b52,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,,,,90.0,105.0,100.0,,,,,,,0.259,,,,1.43,,,,92.3,,,,0.117,0.252,0.226,,,,,,,0.194,0.306,0.35,80.0,103.0,90.0,100.0,109.0,106.0,68.0,100.0,93.0,0.212,0.102,0.103,-2.53,-0.12,-2.18,87.4,85.4,91.4,0.29,0.47,0.137,0.389,0.75,0.143,0.289,0.5,0.154,133.0,109.0,116.0,0.324,2.0,79.2,,,,,,,,,,,,
2024-04-05,744874,Groundout,field_out,True,702358,605400,Trey Lipscomb,Aaron Nola,0,573e27c9-30b8-46d7-a44f-6d02705bb131,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,,,,90.0,105.0,100.0,,,,,,,0.259,,,,1.43,,,,92.3,,,,0.117,0.252,0.226,,,,,,,0.194,0.306,0.35,80.0,103.0,90.0,100.0,109.0,106.0,68.0,100.0,93.0,0.212,0.102,0.103,-2.53,-0.12,-2.18,87.4,85.4,91.4,0.29,0.47,0.137,0.389,0.75,0.143,0.289,0.5,0.154,133.0,109.0,116.0,0.324,2.0,79.2,,,,,,,,,,,,
2024-04-05,744874,Strikeout,strikeout,True,702358,622554,Trey Lipscomb,Seranthony Domínguez,0,5e1434bd-cf63-4558-b0f6-b3640faf072e,622554.0,seranthonydominguez,Domínguez,Right,Seranthony Domínguez,PHI,4.76,3.19,34.0,97.0,123.0,101.0,0.763,10.32,3.18,7.94,1.59,0.8,0.302,0.375,0.198,0.24,0.434,,,,123.0,94.0,95.0,134.0,100.0,107.0,,,,0.402,,0.394,,0.27,,0.55,,97.5,,88.5,,0.233,0.372,0.22,0.133,0.383,0.379,,,,,,,22.0,105.0,95.0,102.0,98.0,103.0,,,,0.196,,0.008,,-1.98,-14.14,,91.5,97.9,0.355,0.452,0.065,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-06,744873,Groundout,field_out,True,702358,624133,Trey Lipscomb,Ranger Suárez,1,094395c2-c653-4a4d-a1ce-c4644acaf8a2,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,86.0,106.0,108.0,69.0,101.0,92.0,22.0,85.0,77.0,,,,0.19,,0.001,0.199,1.37,,-4.76,1.5,92.0,,81.3,74.5,0.208,0.299,0.184,,,,,,,0.171,0.289,0.335,75.0,104.0,103.0,87.0,106.0,103.0,102.0,98.0,94.0,0.319,0.125,0.166,-1.66,1.26,0.71,86.6,80.3,90.9,0.241,0.354,0.109,0.308,0.615,0.125,0.181,0.25,0.393,,,,,,,,,,,,,,,,,,
2024-04-06,744873,Groundout,field_out,True,702358,624133,Trey Lipscomb,Ranger Suárez,0,015996f2-e2dc-480d-a024-5a99167647c8,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,86.0,106.0,108.0,69.0,101.0,92.0,22.0,85.0,77.0,,,,0.19,,0.001,0.199,1.37,,-4.76,1.5,92.0,,81.3,74.5,0.208,0.299,0.184,,,,,,,0.171,0.289,0.335,75.0,104.0,103.0,87.0,106.0,103.0,102.0,98.0,94.0,0.319,0.125,0.166,-1.66,1.26,0.71,86.6,80.3,90.9,0.241,0.354,0.109,0.308,0.615,0.125,0.181,0.25,0.393,,,,,,,,,,,,,,,,,,
2024-04-06,744873,Flyout,field_out,True,702358,656546,Trey Lipscomb,Jeff Hoffman,0,a1d804c2-cbf4-4487-abfa-4bef8420452d,656546.0,jeffhoffman,Hoffman,Right,Jeff Hoffman,PHI,1.09,2.19,41.1,100.0,114.0,103.0,0.682,11.98,2.18,5.66,0.44,0.97,0.175,0.495,0.124,0.268,0.452,,,,121.0,103.0,103.0,109.0,95.0,102.0,108.0,103.0,103.0,0.408,0.113,0.395,,1.24,0.27,2.07,,96.5,90.4,86.4,,0.194,0.323,0.312,0.157,0.255,0.44,0.16,0.24,0.275,,,,,,,113.0,107.0,116.0,,,,0.085,,,,3.89,,,,96.6,0.154,0.154,0.167,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-06,744873,Strikeout,strikeout,True,702358,621237,Trey Lipscomb,José Alvarado,1,0d462772-1b62-4d42-bf39-6f06bf23a69d,621237.0,josealvarado,Alvarado,Left,José Alvarado,PHI,4.35,3.64,39.1,95.0,88.0,95.0,0.755,9.38,3.89,7.32,0.69,1.35,0.292,0.406,0.189,0.311,0.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,94.0,95.0,69.0,97.0,94.0,0.597,0.403,,1.06,0.58,,92.6,,97.8,0.27,0.416,0.132,0.14,0.158,0.432,,,,,,,,,,,,,,,,,,,,,
2024-04-07,744871,Fielders Choice Out,fielders_choice_out,True,702358,650911,Trey Lipscomb,Cristopher Sánchez,1,eb9590ce-f269-44e8-945f-edf2f7fdbc3b,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,,,,,,,95.0,100.0,104.0,,,,,,0.184,,,,1.12,,,,84.1,,,,,0.217,0.319,0.292,,,,,,,84.0,104.0,113.0,98.0,99.0,98.0,86.0,52.0,74.0,0.477,0.002,0.337,2.59,-0.18,2.05,86.5,85.2,94.4,0.343,0.436,0.1,,,,0.166,0.185,0.385,,,,,,,,,,,,,,,,,,
2024-04-07,744871,Lineout,field_out,True,702358,650911,Trey Lipscomb,Cristopher Sánchez,0,7fb2d970-7c7d-4ca8-a8cd-b1b27648a1d3,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,,,,,,,95.0,100.0,104.0,,,,,,0.184,,,,1.12,,,,84.1,,,,,0.217,0.319,0.292,,,,,,,84.0,104.0,113.0,98.0,99.0,98.0,86.0,52.0,74.0,0.477,0.002,0.337,2.59,-0.18,2.05,86.5,85.2,94.4,0.343,0.436,0.1,,,,0.166,0.185,0.385,,,,,,,,,,,,,,,,,,
2024-04-07,744871,Groundout,field_out,True,702358,628708,Trey Lipscomb,Yunior Marte,0,346d7b68-8ed1-49d6-824f-6c4c7f89d1c3,628708.0,yuniormarte,"Marte, Y",Right,Yunior Marte,PHI,3.31,5.29,16.1,100.0,109.0,101.0,0.811,8.27,3.31,8.82,1.1,1.92,0.118,0.51,0.216,0.235,0.388,,,,90.0,101.0,102.0,113.0,98.0,102.0,134.0,70.0,81.0,0.11,0.044,0.473,,-5.83,-8.34,-1.16,,96.3,89.5,85.0,,0.333,0.778,0.083,0.333,0.481,0.212,0.333,0.667,0.0,,,,,,,105.0,106.0,104.0,,,,0.374,,,,3.85,,,,95.7,0.115,0.115,0.222,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-07,744871,Lineout,field_out,True,702358,622554,Trey Lipscomb,Seranthony Domínguez,0,6020b57d-23ba-410a-bddd-a989582e99a2,622554.0,seranthonydominguez,Domínguez,Right,Seranthony Domínguez,PHI,4.76,3.19,34.0,97.0,123.0,101.0,0.763,10.32,3.18,7.94,1.59,0.8,0.302,0.375,0.198,0.24,0.434,,,,123.0,94.0,95.0,134.0,100.0,107.0,,,,0.402,,0.394,,0.27,,0.55,,97.5,,88.5,,0.233,0.372,0.22,0.133,0.383,0.379,,,,,,,22.0,105.0,95.0,102.0,98.0,103.0,,,,0.196,,0.008,,-1.98,-14.14,,91.5,97.9,0.355,0.452,0.065,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-08,745363,Single,single,False,702358,605483,Trey Lipscomb,Blake Snell,1,97a32696-2cd2-4134-b99f-932d2717c902,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,6.31,3.59,35.2,97.0,115.0,101.0,0.699,10.6,4.29,8.58,1.01,1.0,0.296,0.378,0.173,0.224,0.363,148.0,103.0,110.0,104.0,96.0,97.0,107.0,86.0,90.0,,,,0.479,,0.145,0.21,-1.07,,0.34,2.13,95.5,,88.7,80.9,0.322,0.559,0.283,0.188,0.188,0.385,,,,0.083,0.083,0.406,110.0,103.0,108.0,,,,,,,,,0.166,,,-1.15,,85.2,,,,,,,,0.31,0.517,0.293,,,,,,,,,,,,,,,,,,
2024-04-08,745363,Single,single,False,702358,669062,Trey Lipscomb,Erik Miller,0,4fd30bd1-fc2d-420d-a8ed-c6d379e7e213,669062.0,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.35,3.05,43.0,97.0,109.0,99.0,0.715,10.05,4.6,6.28,1.26,1.59,0.163,0.519,0.202,0.317,0.393,,,,96.0,96.0,92.0,130.0,99.0,109.0,,,,0.474,,0.175,0.001,0.26,,-1.79,3.88,96.8,,82.6,81.1,0.219,0.406,0.293,0.25,0.5,0.341,,,,,,,116.0,98.0,105.0,,,,,,,,,0.35,,,1.88,,85.1,,,,,,,,0.159,0.238,0.31,,,,,,,,,,,,,,,,,,
