date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CH%,wFC/C,wSI/C,wCH/C,vFC,vCH,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FO%,wFO/C,vFO,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,ST_ba,ST_slg,ST_whiff,EP%,wEP/C,vEP,vSC (sc),SC%,wSC/C
2024-04-05,746733,Single,single,False,571912,500779,Luke Maile,Jose Quintana,0,0284ffa2-38e7-43f4-803c-f6d13a1eccd7,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,108.0,104.0,101.0,69.0,93.0,86.0,,,,,,,0.207,,,0.277,-1.6,,,0.72,90.5,,,77.8,0.281,0.579,0.149,,,,,,,0.255,0.415,0.247,71.0,101.0,97.0,75.0,97.0,91.0,,,,0.318,,0.199,,-0.01,0.78,,85.8,90.7,0.271,0.504,0.137,,,,0.188,0.263,0.314,0.154,0.269,0.327,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-05,746733,Pop Out,field_out,True,571912,622098,Luke Maile,Drew Smith,1,17d2890f-741d-4466-879a-67d7d9935c37,622098.0,drewsmith,"Smith, Dr",Right,Drew Smith,NYM,3.06,4.36,17.2,102.0,117.0,103.0,0.728,11.72,4.58,9.17,1.02,0.48,0.319,0.34,0.191,0.34,0.445,81.0,86.0,88.0,119.0,102.0,105.0,101.0,119.0,113.0,,,,0.436,,0.14,0.076,-0.3,,1.34,2.65,94.7,,84.6,76.7,0.226,0.452,0.26,0.231,0.308,0.321,,,,,,,66.0,86.0,80.0,,,,150.0,99.0,108.0,0.027,0.268,0.052,-2.33,4.01,-3.56,89.1,85.3,94.6,,,,0.389,0.611,0.358,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-05,746733,Strikeout,strikeout,True,571912,493603,Luke Maile,Adam Ottavino,0,622bdd96-98e0-4d49-91d2-2e1336c61e9f,493603.0,adamottavino,Ottavino,Right,Adam Ottavino,NYM,4.75,2.94,36.0,99.0,103.0,100.0,0.744,12.0,3.25,7.5,1.0,1.0,0.352,0.386,0.216,0.352,0.415,,,,72.0,102.0,98.0,115.0,108.0,113.0,,,,0.055,,0.39,,1.93,,-0.09,,92.9,,79.2,,0.0,0.0,0.429,0.3,0.6,0.222,,,,,,,73.0,89.0,90.0,100.0,101.0,99.0,85.0,87.0,90.0,0.377,0.102,0.077,-1.42,0.6,-2.3,87.9,87.2,92.1,0.217,0.25,0.167,0.286,1.0,0.351,0.364,0.545,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-07,746734,Strikeout,strikeout,True,571912,640455,Luke Maile,Sean Manaea,0,77f56c47-b40a-4a91-97af-388d29c6d76c,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,,,,78.0,102.0,99.0,89.0,87.0,92.0,,,,0.1,,0.255,,0.32,,0.11,,92.5,,80.2,,0.227,0.295,0.213,0.143,0.429,0.328,,,,,,,92.0,99.0,96.0,82.0,100.0,97.0,83.0,88.0,85.0,0.397,0.119,0.128,0.62,1.2,-1.41,88.4,85.6,92.5,0.229,0.344,0.19,0.242,0.273,0.178,0.316,0.456,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-07,746734,Walk,walk,False,571912,640455,Luke Maile,Sean Manaea,0,4856265c-cd06-4793-a916-31868139d872,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,,,,78.0,102.0,99.0,89.0,87.0,92.0,,,,0.1,,0.255,,0.32,,0.11,,92.5,,80.2,,0.227,0.295,0.213,0.143,0.429,0.328,,,,,,,92.0,99.0,96.0,82.0,100.0,97.0,83.0,88.0,85.0,0.397,0.119,0.128,0.62,1.2,-1.41,88.4,85.6,92.5,0.229,0.344,0.19,0.242,0.273,0.178,0.316,0.456,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-07,746734,Walk,walk,False,571912,548384,Luke Maile,Brooks Raley,0,48607018-966d-4657-a091-8af428f5404a,548384.0,brooksraley,"Raley, B",Left,Brooks Raley,NYM,0.0,3.1,7.0,108.0,104.0,113.0,0.796,11.57,3.86,2.57,0.0,0.5,0.462,0.308,0.385,0.308,0.412,,,,,,,116.0,114.0,126.0,,,,,,0.479,,,,5.47,,,,80.5,,,,,0.0,0.0,0.219,,,,,,,100.0,102.0,109.0,78.0,112.0,107.0,99.0,94.0,88.0,0.092,0.244,0.185,-3.52,2.74,4.54,85.7,83.7,88.9,,,,0.5,1.0,0.0,0.167,0.167,0.545,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-07,746734,Flyout,field_out,True,571912,621242,Luke Maile,Edwin Díaz,0,ab8d31af-4edc-4bde-a578-e4a815f3c8e1,621242.0,edwindiaz,Díaz,Right,Edwin Díaz,NYM,4.05,2.9,26.2,96.0,119.0,106.0,0.67,12.49,3.38,7.09,1.69,1.32,0.18,0.508,0.213,0.279,0.439,,,,115.0,92.0,97.0,123.0,99.0,113.0,,,,0.443,,0.557,,0.32,,-0.32,,97.2,,89.4,,0.2,0.371,0.373,0.226,0.403,0.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-10,746728,Groundout,field_out,True,571912,489119,Luke Maile,Wade Miley,0,c688311c-6268-494d-b312-498b8e16ee6e,489119.0,wademiley,Miley,Left,Wade Miley,MIL,6.43,8.44,7.0,100.0,93.0,93.0,0.904,2.57,5.14,7.71,1.29,1.83,0.174,0.522,0.174,0.261,0.407,89.0,90.0,99.0,81.0,97.0,86.0,127.0,92.0,83.0,,,,0.212,,0.025,0.025,-0.24,,-3.64,7.4,90.1,,78.9,75.2,0.286,0.286,0.077,,,,,,,,,,115.0,94.0,97.0,75.0,105.0,86.0,93.0,104.0,99.0,0.153,0.381,0.203,0.54,-1.79,-1.97,86.9,83.4,89.6,0.5,0.5,0.111,0.1,0.4,0.087,0.5,0.5,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-10,746728,Groundout,field_out,True,571912,669060,Luke Maile,Bryse Wilson,0,df36f0d4-49a0-4792-a9ee-f1b35416891f,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,107.0,108.0,107.0,88.0,111.0,105.0,,,,,,,0.145,,,0.154,-2.82,,,-1.78,93.6,,,80.3,0.268,0.482,0.24,,,,,,,0.261,0.587,0.245,56.0,94.0,83.0,90.0,106.0,96.0,97.0,97.0,93.0,0.317,0.338,0.046,0.87,1.33,-1.63,88.9,88.1,93.2,0.228,0.36,0.159,0.234,0.372,0.248,0.25,0.375,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-10,746728,Flyout,field_out,True,571912,571948,Luke Maile,Hoby Milner,0,a939a430-de36-488a-85fd-c9919e66238b,571948.0,hobymilner,Milner,Left,Hoby Milner,MIL,4.91,3.17,44.0,107.0,102.0,104.0,0.842,8.59,2.05,9.2,1.02,1.78,0.26,0.412,0.214,0.252,0.437,,,,100.0,119.0,111.0,122.0,103.0,109.0,,,,0.178,,0.346,,1.4,,1.03,,88.7,,79.4,,0.1,0.233,0.242,0.22,0.36,0.271,,,,,,,86.0,106.0,95.0,86.0,105.0,99.0,,,,0.346,,0.131,,-2.37,1.39,,81.2,88.4,0.418,0.597,0.044,,,,0.158,0.368,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-13,746811,Single,single,False,571912,676979,Luke Maile,Garrett Crochet,1,c39ff885-ee94-4882-bebb-3e1383156c12,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,,,,105.0,103.0,103.0,138.0,99.0,103.0,,,,0.552,,0.114,,1.77,,-2.87,,97.0,,84.1,,0.188,0.274,0.31,0.227,0.614,0.372,,,,,,,69.0,103.0,103.0,,,,92.0,107.0,104.0,,0.273,0.061,2.05,,-0.38,91.4,90.8,,,,,0.213,0.283,0.351,0.179,0.321,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-13,746811,Grounded Into DP,grounded_into_double_play,True,571912,676979,Luke Maile,Garrett Crochet,1,d00b4f2e-c04f-412e-8f77-a56bcb360f2e,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,,,,105.0,103.0,103.0,138.0,99.0,103.0,,,,0.552,,0.114,,1.77,,-2.87,,97.0,,84.1,,0.188,0.274,0.31,0.227,0.614,0.372,,,,,,,69.0,103.0,103.0,,,,92.0,107.0,104.0,,0.273,0.061,2.05,,-0.38,91.4,90.8,,,,,0.213,0.283,0.351,0.179,0.321,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-13,746811,Flyout,field_out,True,571912,608678,Luke Maile,Dominic Leone,0,3cb94197-cf8e-4d3a-8167-8e7de0b7b1e6,608678.0,dominicleone,Leone,Right,Dominic Leone,CHW,7.04,5.61,15.1,95.0,106.0,94.0,0.603,8.8,6.46,8.8,2.35,1.43,0.295,0.455,0.205,0.273,0.324,,,,100.0,102.0,99.0,120.0,77.0,85.0,,,,0.253,,0.246,,-0.93,,-0.96,,94.7,,84.7,,0.267,0.533,0.351,0.0,0.0,0.714,,,,,,,121.0,95.0,94.0,89.0,111.0,103.0,88.0,94.0,92.0,0.05,0.171,0.281,-3.23,-7.19,-0.4,90.6,90.6,94.1,0.333,0.833,0.0,0.25,1.0,0.45,0.222,0.278,0.486,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-16,745270,Strikeout,strikeout,True,571912,669302,Luke Maile,Logan Gilbert,0,7f6e4279-a060-4e23-a35d-22a144ae62a1,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,111.0,101.0,105.0,95.0,103.0,96.0,147.0,103.0,116.0,109.0,96.0,100.0,0.313,0.136,0.308,0.085,1.7,1.26,1.89,1.7,96.2,84.1,88.2,83.0,0.208,0.369,0.19,0.205,0.358,0.35,0.082,0.164,0.468,0.154,0.282,0.324,,,,67.0,103.0,86.0,119.0,102.0,101.0,0.009,0.149,,0.97,-0.93,,92.2,,94.9,,,,0.232,0.435,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-16,745270,Flyout,field_out,True,571912,669302,Luke Maile,Logan Gilbert,0,d3b257df-04c5-4b8a-a915-2604692da528,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,111.0,101.0,105.0,95.0,103.0,96.0,147.0,103.0,116.0,109.0,96.0,100.0,0.313,0.136,0.308,0.085,1.7,1.26,1.89,1.7,96.2,84.1,88.2,83.0,0.208,0.369,0.19,0.205,0.358,0.35,0.082,0.164,0.468,0.154,0.282,0.324,,,,67.0,103.0,86.0,119.0,102.0,101.0,0.009,0.149,,0.97,-0.93,,92.2,,94.9,,,,0.232,0.435,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-16,745270,Strikeout,strikeout,True,571912,662253,Luke Maile,Andrés Muñoz,0,e42d4a66-22bd-4da4-8bfd-d7195ccc13d6,662253.0,andresmunoz,"Muñoz, A",Right,Andrés Muñoz,SEA,1.41,2.68,38.1,96.0,118.0,100.0,0.646,10.8,4.23,5.17,0.47,1.96,0.326,0.314,0.198,0.267,0.323,,,,95.0,96.0,94.0,136.0,98.0,107.0,,,,0.276,,0.485,,1.8,,1.77,,98.4,,87.6,,0.167,0.278,0.203,0.159,0.217,0.437,,,,,,,,,,107.0,90.0,93.0,,,,0.239,,,,1.38,,,,97.5,0.185,0.185,0.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-21,746727,Walk,walk,False,571912,667755,Luke Maile,José Soriano,0,f3278379-e801-419e-9912-880b25b925d8,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,,,,98.0,91.0,86.0,114.0,88.0,95.0,121.0,101.0,112.0,0.165,0.09,0.054,,-1.88,0.64,0.95,,98.9,93.0,91.6,,0.342,0.605,0.122,0.091,0.182,0.484,0.143,0.314,0.323,0.205,0.397,0.403,,,,95.0,95.0,97.0,,,,0.426,,,,1.84,,,,97.8,0.237,0.288,0.148,,,,,,,,,,99.0,97.0,108.0,0.265,-0.32,86.3,,,,,,,,,,,,,,,,,,
2024-04-21,746727,Double Play,double_play,True,571912,667755,Luke Maile,José Soriano,1,afaed2d7-7581-4d93-bc49-8e23c1b2b033,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,,,,98.0,91.0,86.0,114.0,88.0,95.0,121.0,101.0,112.0,0.165,0.09,0.054,,-1.88,0.64,0.95,,98.9,93.0,91.6,,0.342,0.605,0.122,0.091,0.182,0.484,0.143,0.314,0.323,0.205,0.397,0.403,,,,95.0,95.0,97.0,,,,0.426,,,,1.84,,,,97.8,0.237,0.288,0.148,,,,,,,,,,99.0,97.0,108.0,0.265,-0.32,86.3,,,,,,,,,,,,,,,,,,
2024-04-21,746727,Strikeout,strikeout,True,571912,542585,Luke Maile,José Cisnero,0,63b954b9-0f4d-4664-a553-a9f98df7c2f4,542585.0,josecisnero,Cisnero,Right,José Cisnero,LAA,7.07,6.22,14.0,94.0,108.0,96.0,0.782,10.29,4.5,10.93,2.57,1.0,0.381,0.238,0.214,0.286,0.415,,,,113.0,92.0,96.0,122.0,98.0,102.0,,,,0.333,,0.291,,-3.92,,1.21,,95.3,,84.9,,0.333,0.762,0.291,0.308,0.462,0.216,,,,,,,99.0,87.0,89.0,95.0,99.0,96.0,80.0,78.0,85.0,0.245,0.007,0.124,-2.92,-2.11,-0.4,88.9,88.6,95.3,0.333,0.5,0.161,,,,0.0,0.0,0.364,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-25,746724,Strikeout,strikeout,True,571912,554430,Luke Maile,Zack Wheeler,0,10295a1d-fa8a-4302-982a-6d115a1926c2,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.7,2.9,116.2,104.0,106.0,108.0,0.749,9.72,2.7,6.25,0.85,1.17,0.274,0.341,0.221,0.284,0.425,114.0,99.0,107.0,101.0,107.0,109.0,128.0,107.0,114.0,96.0,106.0,107.0,0.416,0.078,0.116,0.099,0.69,0.85,1.61,-0.34,95.1,86.1,84.4,81.5,0.219,0.391,0.294,0.14,0.2,0.327,0.171,0.257,0.385,0.179,0.333,0.357,,,,109.0,103.0,108.0,95.0,98.0,98.0,0.187,0.104,,-0.15,2.48,,90.9,,94.4,0.173,0.24,0.149,0.244,0.439,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-25,746724,Strikeout,strikeout,True,571912,554430,Luke Maile,Zack Wheeler,0,f3b77a2a-440d-4559-8f8c-41ca1ab65fe8,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.7,2.9,116.2,104.0,106.0,108.0,0.749,9.72,2.7,6.25,0.85,1.17,0.274,0.341,0.221,0.284,0.425,114.0,99.0,107.0,101.0,107.0,109.0,128.0,107.0,114.0,96.0,106.0,107.0,0.416,0.078,0.116,0.099,0.69,0.85,1.61,-0.34,95.1,86.1,84.4,81.5,0.219,0.391,0.294,0.14,0.2,0.327,0.171,0.257,0.385,0.179,0.333,0.357,,,,109.0,103.0,108.0,95.0,98.0,98.0,0.187,0.104,,-0.15,2.48,,90.9,,94.4,0.173,0.24,0.149,0.244,0.439,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-25,746724,Single,single,False,571912,689147,Luke Maile,Orion Kerkering,0,a22dd0e9-e560-4100-8c82-31bf7f76f654,689147.0,orionkerkering,Kerkering,Right,Orion Kerkering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.216,0.27,0.275,0.264,0.319,0.275,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.13,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-27,745020,Single,single,False,571912,570632,Luke Maile,José Ureña,0,c054ca78-f8b3-445f-a8e5-9ff39fe5fbc5,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.13,3.67,69.0,98.0,88.0,96.0,0.775,6.13,2.87,7.96,1.04,1.66,0.237,0.437,0.144,0.298,0.382,,,,87.0,97.0,93.0,87.0,99.0,98.0,,,,0.067,,0.365,,-2.63,,-0.1,,96.2,,86.7,,0.429,1.0,0.229,0.226,0.333,0.363,,,,,,,75.0,96.0,89.0,93.0,99.0,97.0,,,,0.394,,0.174,,1.6,-0.43,,88.7,95.9,0.234,0.298,0.101,,,,0.238,0.548,0.336,,,,,,,,,,,,,,,,,,,,,,,,,,,
