date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,vSC (sc),SC%,wSC/C,EP%,wEP/C,vEP,ST_ba,ST_slg,ST_whiff
2024-05-13,745991,Flyout,field_out,True,693304,607067,Nick Gonzales,Colin Rea,0,fd468622-9ce0-4b36-babd-6e76cab0838d,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.77,5.09,105.0,102.0,85.0,96.0,0.84,6.51,2.66,8.23,1.2,1.13,0.252,0.45,0.137,0.316,0.445,,,,107.0,106.0,103.0,69.0,109.0,95.0,108.0,105.0,108.0,0.172,0.171,0.043,,-0.12,3.37,-5.02,,92.7,,82.1,78.3,0.23,0.365,0.239,0.062,0.077,0.227,,,,0.444,0.833,0.111,85.0,101.0,95.0,76.0,95.0,89.0,0.306,0.226,-0.36,-0.27,87.8,92.3,0.276,0.44,0.109,0.277,0.553,0.159,,,,,,,78.0,98.0,100.0,0.082,-0.32,86.4,0.243,0.297,0.26,,,,,,,,,,,,
2024-05-13,745991,Forceout,force_out,True,693304,669952,Nick Gonzales,Mitch White,1,38dfe63b-ad49-4b25-88c0-f6ece72f8fff,669952.0,mitchwhite,"White, M",Right,Mitch White,- - -,7.23,6.26,23.2,103.0,95.0,101.0,0.863,4.94,4.94,9.89,1.52,1.14,0.349,0.422,0.072,0.361,0.455,,,,99.0,99.0,108.0,76.0,101.0,97.0,124.0,106.0,108.0,0.387,0.339,0.136,,-0.02,-4.0,0.66,,93.9,,85.1,81.0,0.241,0.448,0.169,0.538,1.385,0.087,,,,0.125,0.125,0.091,72.0,103.0,85.0,,,,0.138,,,0.0,,94.0,0.273,0.364,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-13,745991,Sac Bunt,sac_bunt,True,693304,606303,Nick Gonzales,Joel Payamps,1,0677b2cc-61e9-4e49-a8ef-5b8f8d923ee3,606303.0,joelpayamps,Payamps,Right,Joel Payamps,MIL,4.41,5.58,34.2,101.0,104.0,102.0,0.767,8.05,2.86,7.79,1.56,0.95,0.155,0.466,0.146,0.33,0.445,104.0,92.0,92.0,,,,99.0,102.0,98.0,113.0,104.0,110.0,0.303,0.386,,0.106,0.1,-0.5,,-0.89,94.7,89.6,83.7,,0.176,0.471,0.365,0.245,0.415,0.275,0.313,0.375,0.219,,,,95.0,99.0,97.0,,,,0.205,,,0.86,,94.7,0.207,0.414,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-14,745989,Strikeout,strikeout,True,693304,605452,Nick Gonzales,Joe Ross,0,6fd0122f-8482-4bc5-9e45-3f8e96ff8cce,605452.0,joeross,Ross,Right,Joe Ross,MIL,4.5,4.42,42.0,100.0,90.0,97.0,0.724,7.5,3.43,9.0,0.86,1.06,0.235,0.394,0.212,0.311,0.428,84.0,106.0,96.0,110.0,105.0,101.0,80.0,107.0,95.0,101.0,101.0,104.0,0.171,0.38,0.027,0.087,-2.54,-0.43,1.84,0.99,94.6,90.3,86.4,83.2,0.286,0.514,0.288,0.246,0.386,0.414,0.278,0.333,0.133,0.0,0.0,0.333,84.0,95.0,90.0,,,,0.335,,,0.25,,94.5,0.255,0.333,0.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-14,745989,Home Run,home_run,False,693304,605452,Nick Gonzales,Joe Ross,1,b833a3b1-686f-470f-8c37-0b9039740b1b,605452.0,joeross,Ross,Right,Joe Ross,MIL,4.5,4.42,42.0,100.0,90.0,97.0,0.724,7.5,3.43,9.0,0.86,1.06,0.235,0.394,0.212,0.311,0.428,84.0,106.0,96.0,110.0,105.0,101.0,80.0,107.0,95.0,101.0,101.0,104.0,0.171,0.38,0.027,0.087,-2.54,-0.43,1.84,0.99,94.6,90.3,86.4,83.2,0.286,0.514,0.288,0.246,0.386,0.414,0.278,0.333,0.133,0.0,0.0,0.333,84.0,95.0,90.0,,,,0.335,,,0.25,,94.5,0.255,0.333,0.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-14,745989,Strikeout,strikeout,True,693304,663542,Nick Gonzales,Bryan Hudson,0,1b5618d6-1f67-4690-bd2b-0f4a8a9125c8,663542.0,bryanhudson,"Hudson, B",Left,Bryan Hudson,MIL,1.49,2.94,48.1,104.0,84.0,103.0,0.781,9.87,2.23,4.47,1.12,1.14,0.286,0.321,0.205,0.241,0.481,,,,,,,84.0,106.0,103.0,113.0,105.0,107.0,0.526,0.253,,,1.88,2.78,,,91.7,,81.9,,0.185,0.346,0.197,0.039,0.078,0.359,,,,,,,,,,50.0,97.0,98.0,,0.221,-0.05,,86.7,,,,,0.219,0.531,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15,745992,Single,single,False,693304,688107,Nick Gonzales,Robert Gasser,0,f8be6926-1fd2-476e-a861-a76fc0ebb379,688107.0,robertgasser,Gasser,Left,Robert Gasser,MIL,2.57,2.88,28.0,102.0,97.0,99.0,0.793,5.14,0.32,9.0,0.64,1.25,0.245,0.362,0.191,0.234,0.524,75.0,95.0,84.0,,,,82.0,105.0,94.0,125.0,101.0,111.0,0.198,0.321,,0.143,1.74,1.12,,1.35,93.3,87.9,80.6,,0.219,0.219,0.149,0.19,0.333,0.345,0.333,0.4,0.172,,,,101.0,103.0,96.0,66.0,105.0,97.0,0.246,0.093,-6.75,2.42,88.4,92.5,0.214,0.214,0.173,0.6,0.9,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15,745992,Flyout,field_out,True,693304,688107,Nick Gonzales,Robert Gasser,0,1048b084-95e4-4971-9735-c05ba6c540f9,688107.0,robertgasser,Gasser,Left,Robert Gasser,MIL,2.57,2.88,28.0,102.0,97.0,99.0,0.793,5.14,0.32,9.0,0.64,1.25,0.245,0.362,0.191,0.234,0.524,75.0,95.0,84.0,,,,82.0,105.0,94.0,125.0,101.0,111.0,0.198,0.321,,0.143,1.74,1.12,,1.35,93.3,87.9,80.6,,0.219,0.219,0.149,0.19,0.333,0.345,0.333,0.4,0.172,,,,101.0,103.0,96.0,66.0,105.0,97.0,0.246,0.093,-6.75,2.42,88.4,92.5,0.214,0.214,0.173,0.6,0.9,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15,745992,Flyout,field_out,True,693304,606303,Nick Gonzales,Joel Payamps,0,1022012d-ea56-4bec-b32a-5c089799650a,606303.0,joelpayamps,Payamps,Right,Joel Payamps,MIL,4.41,5.58,34.2,101.0,104.0,102.0,0.767,8.05,2.86,7.79,1.56,0.95,0.155,0.466,0.146,0.33,0.445,104.0,92.0,92.0,,,,99.0,102.0,98.0,113.0,104.0,110.0,0.303,0.386,,0.106,0.1,-0.5,,-0.89,94.7,89.6,83.7,,0.176,0.471,0.365,0.245,0.415,0.275,0.313,0.375,0.219,,,,95.0,99.0,97.0,,,,0.205,,,0.86,,94.7,0.207,0.414,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-15,745992,Strikeout,strikeout,True,693304,669952,Nick Gonzales,Mitch White,0,59d03850-2445-42e0-be2b-3918c5104c89,669952.0,mitchwhite,"White, M",Right,Mitch White,- - -,7.23,6.26,23.2,103.0,95.0,101.0,0.863,4.94,4.94,9.89,1.52,1.14,0.349,0.422,0.072,0.361,0.455,,,,99.0,99.0,108.0,76.0,101.0,97.0,124.0,106.0,108.0,0.387,0.339,0.136,,-0.02,-4.0,0.66,,93.9,,85.1,81.0,0.241,0.448,0.169,0.538,1.385,0.087,,,,0.125,0.125,0.091,72.0,103.0,85.0,,,,0.138,,,0.0,,94.0,0.273,0.364,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16,746881,Lineout,field_out,True,693304,657006,Nick Gonzales,Justin Steele,0,8c214931-49c9-4e1f-82c2-aed809a18eed,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.07,3.01,91.0,103.0,101.0,102.0,0.802,8.6,1.98,7.22,0.79,1.1,0.278,0.378,0.166,0.301,0.525,72.0,96.0,99.0,90.0,122.0,109.0,90.0,102.0,100.0,132.0,104.0,109.0,0.598,0.298,0.027,0.027,0.43,1.39,3.31,3.98,91.7,86.6,83.2,79.8,0.255,0.401,0.206,0.171,0.279,0.299,0.133,0.133,0.111,0.0,0.0,0.214,66.0,103.0,93.0,,,,0.05,,,2.99,,92.0,0.188,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16,746881,Home Run,home_run,False,693304,657006,Nick Gonzales,Justin Steele,0,0cf2dfa8-1aa7-401d-9319-2ac0b8c8b2d0,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.07,3.01,91.0,103.0,101.0,102.0,0.802,8.6,1.98,7.22,0.79,1.1,0.278,0.378,0.166,0.301,0.525,72.0,96.0,99.0,90.0,122.0,109.0,90.0,102.0,100.0,132.0,104.0,109.0,0.598,0.298,0.027,0.027,0.43,1.39,3.31,3.98,91.7,86.6,83.2,79.8,0.255,0.401,0.206,0.171,0.279,0.299,0.133,0.133,0.111,0.0,0.0,0.214,66.0,103.0,93.0,,,,0.05,,,2.99,,92.0,0.188,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16,746881,Flyout,field_out,True,693304,657006,Nick Gonzales,Justin Steele,1,35c01257-45c5-4d90-8777-46538f60eabe,657006.0,justinsteele,Steele,Left,Justin Steele,CHC,3.07,3.01,91.0,103.0,101.0,102.0,0.802,8.6,1.98,7.22,0.79,1.1,0.278,0.378,0.166,0.301,0.525,72.0,96.0,99.0,90.0,122.0,109.0,90.0,102.0,100.0,132.0,104.0,109.0,0.598,0.298,0.027,0.027,0.43,1.39,3.31,3.98,91.7,86.6,83.2,79.8,0.255,0.401,0.206,0.171,0.279,0.299,0.133,0.133,0.111,0.0,0.0,0.214,66.0,103.0,93.0,,,,0.05,,,2.99,,92.0,0.188,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16,746881,Groundout,field_out,True,693304,668338,Nick Gonzales,Tyson Miller,0,f7415fb7-6b3c-411b-9385-932b319bf97f,668338.0,tysonmiller,"Miller, T",Right,Tyson Miller,- - -,2.16,3.31,33.1,106.0,106.0,110.0,0.744,8.37,1.08,5.4,1.35,0.6,0.205,0.386,0.193,0.239,0.385,73.0,74.0,40.0,29.0,109.0,108.0,119.0,101.0,104.0,98.0,111.0,118.0,0.508,0.419,0.038,0.006,1.44,2.18,-12.09,-1.2,89.8,85.3,80.4,78.8,0.184,0.367,0.298,0.131,0.246,0.286,,,,0.429,0.857,0.222,86.0,118.0,115.0,,,,0.024,,,3.74,,90.3,,,,,,,,,,,,,,,,0.004,5.34,81.1,,,,,,,,,,,,,,,
2024-05-17,746878,Groundout,field_out,True,693304,543294,Nick Gonzales,Kyle Hendricks,1,93df0af4-c9ad-4974-88cb-3d5609a0c647,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,,,,0.119,,0.127,0.39,-3.58,,1.57,-1.24,87.8,80.9,,74.3,0.4,1.067,0.128,,,,0.278,0.421,0.244,0.12,0.24,0.381,98.0,106.0,98.0,,,,0.365,,,-0.85,,87.8,0.357,0.504,0.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-17,746878,Double,double,False,693304,543294,Nick Gonzales,Kyle Hendricks,0,8967796c-e83d-4c32-b687-d599bc665840,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,,,,0.119,,0.127,0.39,-3.58,,1.57,-1.24,87.8,80.9,,74.3,0.4,1.067,0.128,,,,0.278,0.421,0.244,0.12,0.24,0.381,98.0,106.0,98.0,,,,0.365,,,-0.85,,87.8,0.357,0.504,0.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-17,746878,Sac Fly,sac_fly,True,693304,543294,Nick Gonzales,Kyle Hendricks,1,42fab72b-9d36-4b17-9242-a8c211a55815,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,,,,0.119,,0.127,0.39,-3.58,,1.57,-1.24,87.8,80.9,,74.3,0.4,1.067,0.128,,,,0.278,0.421,0.244,0.12,0.24,0.381,98.0,106.0,98.0,,,,0.365,,,-0.85,,87.8,0.357,0.504,0.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-17,746878,Single,single,False,693304,621016,Nick Gonzales,Jose Cuas,0,8277b833-3a17-4805-a2c8-64a7c7451194,621016.0,josecuas,Cuas,Right,Jose Cuas,- - -,8.22,6.67,15.1,90.0,111.0,90.0,0.776,9.39,4.11,11.15,2.35,0.73,0.265,0.49,0.143,0.367,0.39,75.0,86.0,82.0,,,,144.0,105.0,101.0,110.0,66.0,80.0,0.314,0.248,,0.038,-0.13,-6.51,,-5.51,91.5,87.4,82.6,,0.273,0.455,0.333,0.333,0.833,0.435,,,,,,,88.0,93.0,89.0,,,,0.4,,,-0.59,,92.3,0.286,0.464,0.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-17,746878,Lineout,field_out,True,693304,593576,Nick Gonzales,Héctor Neris,0,9b066aa2-2468-4c78-9df0-10ae32f8cd1a,593576.0,hectorneris,Neris,Right,Héctor Neris,CHC,3.86,4.89,32.2,97.0,88.0,97.0,0.789,9.64,6.34,7.71,1.1,1.33,0.165,0.482,0.2,0.318,0.397,,,,,,,85.0,100.0,94.0,88.0,85.0,86.0,0.469,0.026,,,-0.32,1.63,,,92.9,,85.4,,0.264,0.491,0.146,,,,,,,,,,90.0,92.0,85.0,,,,0.098,,,-2.0,,92.9,0.364,0.727,0.04,,,,,,,,,,91.0,95.0,105.0,0.407,-0.06,83.0,0.185,0.241,0.364,,,,,,,,,,,,
2024-05-18,746882,Flyout,field_out,True,693304,684007,Nick Gonzales,Shota Imanaga,0,9cffa00e-35e5-48f5-b5c0-d1c02cf61c24,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.97,3.54,97.0,104.0,90.0,103.0,0.748,9.09,1.48,8.54,1.11,0.69,0.205,0.428,0.17,0.272,0.437,-25.0,118.0,64.0,71.0,97.0,98.0,95.0,104.0,106.0,110.0,108.0,109.0,0.547,0.067,0.044,0.001,1.17,-1.0,-0.86,-3.42,91.8,87.6,81.9,72.9,0.213,0.376,0.191,0.333,0.375,0.321,,,,0.429,0.429,0.0,90.0,120.0,107.0,51.0,108.0,96.0,0.002,0.009,-8.77,-1.44,89.8,89.4,,,,0.5,1.25,0.125,,,,,,,80.0,102.0,96.0,0.33,0.11,83.1,0.252,0.357,0.406,,,,,,,,,,,,
2024-05-18,746882,Flyout,field_out,True,693304,684007,Nick Gonzales,Shota Imanaga,0,7d017890-4a34-4d7b-8968-9c4fdc50b641,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.97,3.54,97.0,104.0,90.0,103.0,0.748,9.09,1.48,8.54,1.11,0.69,0.205,0.428,0.17,0.272,0.437,-25.0,118.0,64.0,71.0,97.0,98.0,95.0,104.0,106.0,110.0,108.0,109.0,0.547,0.067,0.044,0.001,1.17,-1.0,-0.86,-3.42,91.8,87.6,81.9,72.9,0.213,0.376,0.191,0.333,0.375,0.321,,,,0.429,0.429,0.0,90.0,120.0,107.0,51.0,108.0,96.0,0.002,0.009,-8.77,-1.44,89.8,89.4,,,,0.5,1.25,0.125,,,,,,,80.0,102.0,96.0,0.33,0.11,83.1,0.252,0.357,0.406,,,,,,,,,,,,
2024-05-18,746882,Strikeout,strikeout,True,693304,684007,Nick Gonzales,Shota Imanaga,0,f6068cac-9288-4057-a19d-98137dad2e09,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.97,3.54,97.0,104.0,90.0,103.0,0.748,9.09,1.48,8.54,1.11,0.69,0.205,0.428,0.17,0.272,0.437,-25.0,118.0,64.0,71.0,97.0,98.0,95.0,104.0,106.0,110.0,108.0,109.0,0.547,0.067,0.044,0.001,1.17,-1.0,-0.86,-3.42,91.8,87.6,81.9,72.9,0.213,0.376,0.191,0.333,0.375,0.321,,,,0.429,0.429,0.0,90.0,120.0,107.0,51.0,108.0,96.0,0.002,0.009,-8.77,-1.44,89.8,89.4,,,,0.5,1.25,0.125,,,,,,,80.0,102.0,96.0,0.33,0.11,83.1,0.252,0.357,0.406,,,,,,,,,,,,
2024-05-18,746882,Strikeout,strikeout,True,693304,593576,Nick Gonzales,Héctor Neris,0,b44984ee-719a-4c5d-ac5a-9e115c696f3c,593576.0,hectorneris,Neris,Right,Héctor Neris,CHC,3.86,4.89,32.2,97.0,88.0,97.0,0.789,9.64,6.34,7.71,1.1,1.33,0.165,0.482,0.2,0.318,0.397,,,,,,,85.0,100.0,94.0,88.0,85.0,86.0,0.469,0.026,,,-0.32,1.63,,,92.9,,85.4,,0.264,0.491,0.146,,,,,,,,,,90.0,92.0,85.0,,,,0.098,,,-2.0,,92.9,0.364,0.727,0.04,,,,,,,,,,91.0,95.0,105.0,0.407,-0.06,83.0,0.185,0.241,0.364,,,,,,,,,,,,
