date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,KC_ba,KC_slg,KC_whiff,SV_ba,SV_slg,SV_whiff,EP%,wEP/C,vEP
2024-04-27,745998,Groundout,field_out,True,680911,624431,Owen Miller,Jose Trevino,1,480dca59-a236-4978-ac50-2eb7fc281c3d,624431.0,josetrevino,Trevino,Right,Jose Trevino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333,0.667,0.0,,,,,,
2024-04-28,746001,Strikeout,strikeout,True,680911,624647,Owen Miller,Victor González,0,4becaeb3-8c6b-4ee0-8147-52658f1f675d,624647.0,victorgonzalez,"González, V",Left,Victor González,NYY,3.86,5.29,23.1,89.0,88.0,85.0,0.824,4.24,5.01,5.01,1.16,1.46,0.3,0.4,0.086,0.329,0.352,74.0,92.0,82.0,,,,,,,94.0,86.0,77.0,89.0,91.0,101.0,,,,0.479,,,0.285,,0.236,,,1.44,0.59,,-0.11,,,86.2,93.3,85.9,,,,,,,,0.136,0.455,0.231,0.2,0.289,0.149,,,,,,,0.071,0.071,0.175,,,,,,,,,,,,,,,,,,,,,
2024-05-15,745992,Flyout,field_out,True,680911,527048,Owen Miller,Martín Pérez,0,804a2f56-7df4-4153-a845-16919419713d,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,,,,65.0,105.0,94.0,0.375,0.055,0.254,,0.101,0.215,-5.77,-0.81,-0.23,,0.23,-3.51,91.4,88.4,83.4,90.9,,78.3,0.304,0.609,0.196,0.375,0.625,0.036,0.338,0.588,0.275,0.3,0.423,0.1,,,,,,,,,,0.364,0.409,0.306,,,,,,,,,,,,,,,,,,
2024-05-15,745992,Groundout,field_out,True,680911,527048,Owen Miller,Martín Pérez,0,5147a03c-5ea0-40b1-ad6a-abdbd234c5f3,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,,,,65.0,105.0,94.0,0.375,0.055,0.254,,0.101,0.215,-5.77,-0.81,-0.23,,0.23,-3.51,91.4,88.4,83.4,90.9,,78.3,0.304,0.609,0.196,0.375,0.625,0.036,0.338,0.588,0.275,0.3,0.423,0.1,,,,,,,,,,0.364,0.409,0.306,,,,,,,,,,,,,,,,,,
2024-05-15,745992,Single,single,False,680911,527048,Owen Miller,Martín Pérez,0,4d6a0f75-f33e-4a7a-bd25-dea00806dde3,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,,,,65.0,105.0,94.0,0.375,0.055,0.254,,0.101,0.215,-5.77,-0.81,-0.23,,0.23,-3.51,91.4,88.4,83.4,90.9,,78.3,0.304,0.609,0.196,0.375,0.625,0.036,0.338,0.588,0.275,0.3,0.423,0.1,,,,,,,,,,0.364,0.409,0.306,,,,,,,,,,,,,,,,,,
2024-05-15,745992,Strikeout,strikeout,True,680911,682847,Owen Miller,Luis L. Ortiz,0,bdb82e69-6b9c-4207-8ebf-3123eda0553c,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.286,0.343,0.187,0.219,0.297,0.268,,,,0.25,0.353,0.134,,,,,,,0.21,0.346,0.293,,,,,,,,,,,,,,,,,,,,,
2024-05-17,746388,Strikeout,strikeout,True,680911,623352,Owen Miller,Josh Hader,0,411f854e-7142-4944-b872-2380bcb9fe74,623352.0,joshhader,Hader,Left,Josh Hader,HOU,3.77,2.68,43.0,98.0,126.0,111.0,0.641,14.23,2.51,6.28,1.67,0.67,0.191,0.371,0.135,0.326,0.404,110.0,70.0,51.0,,,,,,,133.0,99.0,115.0,112.0,97.0,107.0,,,,0.721,,,0.264,,0.015,,,0.94,1.55,,-10.92,,,89.3,96.0,86.2,,,,,,,,,,,0.206,0.383,0.328,,,,,,,0.149,0.277,0.549,,,,,,,,,,,,,,,,,,,,,
2024-05-20,746066,Groundout,field_out,True,680911,677960,Owen Miller,Ryan Weathers,0,af72613f-2413-429b-b954-4b6ef8145ceb,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.55,3.99,71.0,96.0,94.0,98.0,0.755,8.49,2.54,7.73,1.01,1.63,0.261,0.429,0.172,0.32,0.416,81.0,103.0,103.0,,,,97.0,99.0,99.0,83.0,97.0,92.0,125.0,88.0,100.0,,,,0.122,0.402,,0.219,,0.258,0.13,,0.21,0.13,,0.93,95.9,,86.2,94.5,82.7,,,,,0.289,0.389,0.142,0.193,0.398,0.394,0.279,0.442,0.066,,,,,,,0.25,0.5,0.5,,,,,,,,,,,,,,,,,,,,,
2024-05-20,746066,Double,double,False,680911,677960,Owen Miller,Ryan Weathers,0,28a6269f-7a8a-4b2b-8b03-123c3ada719f,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.55,3.99,71.0,96.0,94.0,98.0,0.755,8.49,2.54,7.73,1.01,1.63,0.261,0.429,0.172,0.32,0.416,81.0,103.0,103.0,,,,97.0,99.0,99.0,83.0,97.0,92.0,125.0,88.0,100.0,,,,0.122,0.402,,0.219,,0.258,0.13,,0.21,0.13,,0.93,95.9,,86.2,94.5,82.7,,,,,0.289,0.389,0.142,0.193,0.398,0.394,0.279,0.442,0.066,,,,,,,0.25,0.5,0.5,,,,,,,,,,,,,,,,,,,,,
2024-05-20,746066,Strikeout,strikeout,True,680911,677960,Owen Miller,Ryan Weathers,0,af5e977f-0560-49e4-85c3-bd00a80ed805,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.55,3.99,71.0,96.0,94.0,98.0,0.755,8.49,2.54,7.73,1.01,1.63,0.261,0.429,0.172,0.32,0.416,81.0,103.0,103.0,,,,97.0,99.0,99.0,83.0,97.0,92.0,125.0,88.0,100.0,,,,0.122,0.402,,0.219,,0.258,0.13,,0.21,0.13,,0.93,95.9,,86.2,94.5,82.7,,,,,0.289,0.389,0.142,0.193,0.398,0.394,0.279,0.442,0.066,,,,,,,0.25,0.5,0.5,,,,,,,,,,,,,,,,,,,,,
2024-05-21,746058,Single,single,False,680911,669432,Owen Miller,Trevor Rogers,1,9a97c029-5b6f-44fd-b972-b86b0f085208,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,,,,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,,,,0.231,0.325,,0.21,,0.233,-0.74,,0.22,-1.71,,-0.95,92.1,,85.8,91.6,82.5,,,,,0.261,0.486,0.23,0.299,0.393,0.251,0.27,0.45,0.119,,,,,,,0.262,0.475,0.288,,,,,,,,,,,,,,,,,,,,,
2024-05-21,746058,Groundout,field_out,True,680911,669432,Owen Miller,Trevor Rogers,0,28ba1ada-f2cb-40bd-9dbe-bdb98cdbaa50,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,,,,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,,,,0.231,0.325,,0.21,,0.233,-0.74,,0.22,-1.71,,-0.95,92.1,,85.8,91.6,82.5,,,,,0.261,0.486,0.23,0.299,0.393,0.251,0.27,0.45,0.119,,,,,,,0.262,0.475,0.288,,,,,,,,,,,,,,,,,,,,,
2024-05-22,746063,Caught Stealing 3B,caught_stealing_3b,True,680911,666200,Owen Miller,Jesús Luzardo,0,a363a7d7-050a-461e-b3d4-6bca37d1455f,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.48,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.125,0.286,0.4,88.0,97.0,95.0,31.0,40.0,52.0,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,,,,0.083,0.394,,0.292,0.002,0.229,-0.65,,-0.81,0.13,-3.42,1.56,95.2,,86.3,94.6,83.5,81.6,,,,0.28,0.484,0.111,0.207,0.328,0.407,0.381,0.571,0.125,,,,,,,0.2,0.347,0.474,,,,,,,,,,,,,,,,,,,,,
2024-05-22,746063,Groundout,field_out,True,680911,666200,Owen Miller,Jesús Luzardo,0,f5a76403-bc37-4b0e-8024-cc7ba6513fa4,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.48,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.125,0.286,0.4,88.0,97.0,95.0,31.0,40.0,52.0,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,,,,0.083,0.394,,0.292,0.002,0.229,-0.65,,-0.81,0.13,-3.42,1.56,95.2,,86.3,94.6,83.5,81.6,,,,0.28,0.484,0.111,0.207,0.328,0.407,0.381,0.571,0.125,,,,,,,0.2,0.347,0.474,,,,,,,,,,,,,,,,,,,,,
2024-05-22,746063,Groundout,field_out,True,680911,666200,Owen Miller,Jesús Luzardo,0,b67ad096-a824-431f-b369-2551dddbaaf8,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.48,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.125,0.286,0.4,88.0,97.0,95.0,31.0,40.0,52.0,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,,,,0.083,0.394,,0.292,0.002,0.229,-0.65,,-0.81,0.13,-3.42,1.56,95.2,,86.3,94.6,83.5,81.6,,,,0.28,0.484,0.111,0.207,0.328,0.407,0.381,0.571,0.125,,,,,,,0.2,0.347,0.474,,,,,,,,,,,,,,,,,,,,,
2024-05-22,746063,Flyout,field_out,True,680911,666200,Owen Miller,Jesús Luzardo,1,6cf5d6b7-7455-4250-8d1c-16e3950d660a,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.48,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.125,0.286,0.4,88.0,97.0,95.0,31.0,40.0,52.0,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,,,,0.083,0.394,,0.292,0.002,0.229,-0.65,,-0.81,0.13,-3.42,1.56,95.2,,86.3,94.6,83.5,81.6,,,,0.28,0.484,0.111,0.207,0.328,0.407,0.381,0.571,0.125,,,,,,,0.2,0.347,0.474,,,,,,,,,,,,,,,,,,,,,
2024-05-28,745987,Single,single,False,680911,668338,Owen Miller,Tyson Miller,1,2df3b91e-9f50-479f-a6ce-0aeb4e8777fe,668338.0,tysonmiller,"Miller, T",Right,Tyson Miller,- - -,2.16,3.31,33.1,106.0,106.0,110.0,0.744,8.37,1.08,5.4,1.35,0.6,0.205,0.386,0.193,0.239,0.385,73.0,74.0,40.0,29.0,109.0,108.0,119.0,101.0,104.0,86.0,118.0,115.0,98.0,111.0,118.0,,,,0.024,0.508,,0.419,0.038,0.006,1.44,,3.74,2.18,-12.09,-1.2,89.8,,85.3,90.3,80.4,78.8,,,,0.184,0.367,0.298,,,,,,,,,,,,,0.131,0.246,0.286,0.429,0.857,0.222,,,,0.004,5.34,81.1,,,,,,,,,,,,
2024-05-30,745985,Grounded Into DP,grounded_into_double_play,True,680911,681432,Owen Miller,Luke Little,1,e4228e53-ee7a-407f-bdd1-c2382557e7a2,681432.0,lukelittle,Little,Left,Luke Little,CHC,3.46,3.54,26.0,86.0,87.0,82.0,0.752,9.69,6.23,5.19,0.35,3.23,0.22,0.39,0.186,0.271,0.438,,,,,,,79.0,92.0,82.0,,,,112.0,72.0,82.0,,,,,0.724,,0.263,,,1.33,,,0.07,,,95.8,,,,81.8,,,,,0.219,0.313,0.19,,,,,,,,,,,,,0.048,0.095,0.543,,,,86.0,100.0,86.0,0.014,2.07,90.3,,,,,,,,,,,,
