date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2024-08-04,746606,Groundout,field_out,True,691723,687362,Coby Mayo,Connor Gillispie,0,0c0919c5-022c-4923-89a0-51476c6badfa,687362.0,connorgillispie,Gillispie,Right,Connor Gillispie,CLE,2.25,3.52,8.0,92.0,84.0,89.0,0.803,9.0,5.63,4.5,0.0,0.55,0.263,0.263,0.368,0.368,0.42,65.0,91.0,86.0,,,,82.0,90.0,88.0,,,,112.0,97.0,99.0,,0.42,0.138,,0.225,0.46,,0.38,,1.55,92.2,87.5,,82.5,,0.143,0.143,0.308,,,,0.167,0.333,0.269,,,,,,,,,,89.0,91.0,86.0,,,,0.217,,2.88,,88.0,,0.2,0.2,0.263,,,,,,,,,
2024-08-06,744901,Strikeout,strikeout,True,691723,650893,Coby Mayo,Génesis Cabrera,0,45588979-6b38-4ff9-9cab-93c65e79e769,650893.0,genesiscabrera,"Cabrera, G",Left,Génesis Cabrera,TOR,3.12,3.62,52.0,95.0,86.0,90.0,0.761,7.62,4.15,8.31,1.21,1.16,0.234,0.461,0.156,0.318,0.406,47.0,82.0,72.0,90.0,92.0,92.0,111.0,102.0,104.0,90.0,88.0,84.0,,,,0.2,0.195,,0.135,0.09,-4.68,-1.99,,2.2,1.72,95.8,88.2,95.6,,78.9,0.077,0.077,0.481,,,,0.378,0.756,0.179,0.356,0.556,0.098,0.077,0.077,0.25,,,,80.0,99.0,90.0,,,,0.38,,2.0,,89.0,,0.165,0.215,0.352,,,,,,,,,
2024-08-07,744903,Strikeout,strikeout,True,691723,670102,Coby Mayo,Bowden Francis,0,83a1e8f9-a12a-44b6-82c5-2e09c1da8f28,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.66,3.57,78.2,102.0,98.0,104.0,0.802,8.58,2.17,6.75,1.49,0.74,0.255,0.486,0.185,0.329,0.474,,,,102.0,93.0,100.0,95.0,105.0,106.0,90.0,117.0,109.0,96.0,95.0,93.0,0.015,0.523,0.083,0.195,,2.2,6.38,-3.78,-2.19,,93.3,,91.7,82.5,73.6,,,,0.353,0.824,0.395,0.175,0.362,0.184,0.25,0.25,0.071,0.318,0.614,0.221,,,,,,,106.0,105.0,110.0,,0.184,,2.01,,83.9,,,,0.156,0.156,0.222,,,,,,
2024-08-07,744903,Strikeout,strikeout,True,691723,670102,Coby Mayo,Bowden Francis,0,62103a47-4f07-4c42-8cad-48fb405fafb0,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.66,3.57,78.2,102.0,98.0,104.0,0.802,8.58,2.17,6.75,1.49,0.74,0.255,0.486,0.185,0.329,0.474,,,,102.0,93.0,100.0,95.0,105.0,106.0,90.0,117.0,109.0,96.0,95.0,93.0,0.015,0.523,0.083,0.195,,2.2,6.38,-3.78,-2.19,,93.3,,91.7,82.5,73.6,,,,0.353,0.824,0.395,0.175,0.362,0.184,0.25,0.25,0.071,0.318,0.614,0.221,,,,,,,106.0,105.0,110.0,,0.184,,2.01,,83.9,,,,0.156,0.156,0.222,,,,,,
2024-08-07,744903,Lineout,field_out,True,691723,621114,Coby Mayo,Ryan Burr,0,4244bacd-2edc-4b3e-992a-0b02e545f909,621114.0,ryanburr,Burr,Right,Ryan Burr,TOR,4.71,4.26,21.0,100.0,96.0,102.0,0.709,12.0,4.29,7.29,0.86,0.77,0.269,0.462,0.135,0.462,0.389,,,,,,,77.0,94.0,92.0,,,,108.0,104.0,108.0,,0.369,0.631,,,-1.49,,1.58,,,94.1,,,85.4,,,,,0.173,0.269,0.361,0.286,0.571,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-11,745057,Strikeout,strikeout,True,691723,605488,Coby Mayo,Jeffrey Springs,0,d632c77f-26d4-40bc-a670-0d33fc0f901f,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.67,3.73,27.0,99.0,88.0,95.0,0.719,11.0,3.0,10.0,1.33,0.84,0.24,0.44,0.16,0.347,0.361,105.0,100.0,98.0,,,,75.0,98.0,91.0,48.0,55.0,53.0,95.0,107.0,107.0,0.002,0.42,0.24,,0.319,-1.0,-3.49,3.59,,-2.5,89.8,79.5,89.8,82.3,,0.375,0.5,0.466,0.133,0.133,0.255,0.244,0.512,0.18,,,,,,,0.0,0.0,0.571,,,,,,,0.019,,-2.47,,85.1,,,,,,,,,,,,,
2024-08-11,745057,Strikeout,strikeout,True,691723,605488,Coby Mayo,Jeffrey Springs,0,1ea5b200-67f2-470e-ae03-20c80a2a8a4a,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.67,3.73,27.0,99.0,88.0,95.0,0.719,11.0,3.0,10.0,1.33,0.84,0.24,0.44,0.16,0.347,0.361,105.0,100.0,98.0,,,,75.0,98.0,91.0,48.0,55.0,53.0,95.0,107.0,107.0,0.002,0.42,0.24,,0.319,-1.0,-3.49,3.59,,-2.5,89.8,79.5,89.8,82.3,,0.375,0.5,0.466,0.133,0.133,0.255,0.244,0.512,0.18,,,,,,,0.0,0.0,0.571,,,,,,,0.019,,-2.47,,85.1,,,,,,,,,,,,,
2024-08-14,747000,Lineout,field_out,True,691723,687792,Coby Mayo,DJ Herz,0,76c6cb4c-371d-4acd-bf23-b03a42572d1c,687792.0,djherz,Herz,Left,DJ Herz,WSN,3.84,3.35,65.2,98.0,96.0,97.0,0.728,11.38,3.29,8.22,1.37,0.84,0.264,0.448,0.138,0.351,0.435,106.0,100.0,99.0,,,,91.0,99.0,97.0,,,,106.0,93.0,98.0,,0.543,0.177,,0.244,0.36,,-2.29,,0.85,93.5,83.5,,86.2,,0.181,0.347,0.261,0.26,0.54,0.268,0.254,0.377,0.322,,,,0.25,0.25,0.615,,,,,,,,,,,,,,,,,,,,,,98.0,66.0,79.0,0.035,0.97,81.0
2024-08-14,747000,Single,single,False,691723,687792,Coby Mayo,DJ Herz,0,6b1f4839-cdc4-4691-8550-98e9799e1946,687792.0,djherz,Herz,Left,DJ Herz,WSN,3.84,3.35,65.2,98.0,96.0,97.0,0.728,11.38,3.29,8.22,1.37,0.84,0.264,0.448,0.138,0.351,0.435,106.0,100.0,99.0,,,,91.0,99.0,97.0,,,,106.0,93.0,98.0,,0.543,0.177,,0.244,0.36,,-2.29,,0.85,93.5,83.5,,86.2,,0.181,0.347,0.261,0.26,0.54,0.268,0.254,0.377,0.322,,,,0.25,0.25,0.615,,,,,,,,,,,,,,,,,,,,,,98.0,66.0,79.0,0.035,0.97,81.0
2024-08-14,747000,Walk,walk,False,691723,676395,Coby Mayo,Robert Garcia,1,1937b00f-f5e6-440f-8aa3-a11eefe11fa7,676395.0,robertgarcia,"Garcia, Ro",Left,Robert Garcia,WSN,4.72,2.73,47.2,104.0,107.0,103.0,0.74,11.71,3.02,9.06,0.76,1.51,0.279,0.349,0.217,0.287,0.442,88.0,102.0,94.0,,,,117.0,103.0,104.0,,,,109.0,111.0,114.0,,0.539,0.154,,0.307,0.26,,-1.04,,2.01,94.4,87.7,,85.2,,0.203,0.203,0.39,0.281,0.438,0.271,0.276,0.418,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-01,746505,Hit By Pitch,hit_by_pitch,False,691723,621389,Coby Mayo,Ty Blach,0,6108028a-0c5c-41f4-8e9d-e1788fb83193,621389.0,tyblach,Blach,Left,Ty Blach,COL,6.94,7.35,71.1,101.0,71.0,88.0,0.875,4.54,2.27,13.0,2.14,1.17,0.248,0.374,0.1,0.363,0.463,71.0,99.0,87.0,39.0,91.0,88.0,92.0,82.0,73.0,58.0,109.0,91.0,,,,0.162,0.345,0.001,0.109,0.245,-1.63,-5.11,-3.47,-1.06,-2.03,89.1,80.0,89.3,85.0,79.2,0.342,0.507,0.208,,,,0.371,0.571,0.072,0.426,0.936,0.124,0.2,0.36,0.176,,,,77.0,107.0,88.0,,,,0.137,,-0.49,,82.9,,0.275,0.51,0.209,,,,,,,,,
2024-09-01,746505,Single,single,False,691723,621389,Coby Mayo,Ty Blach,1,d5c94c33-5b54-476e-ba3e-6a673c6773e8,621389.0,tyblach,Blach,Left,Ty Blach,COL,6.94,7.35,71.1,101.0,71.0,88.0,0.875,4.54,2.27,13.0,2.14,1.17,0.248,0.374,0.1,0.363,0.463,71.0,99.0,87.0,39.0,91.0,88.0,92.0,82.0,73.0,58.0,109.0,91.0,,,,0.162,0.345,0.001,0.109,0.245,-1.63,-5.11,-3.47,-1.06,-2.03,89.1,80.0,89.3,85.0,79.2,0.342,0.507,0.208,,,,0.371,0.571,0.072,0.426,0.936,0.124,0.2,0.36,0.176,,,,77.0,107.0,88.0,,,,0.137,,-0.49,,82.9,,0.275,0.51,0.209,,,,,,,,,
2024-09-01,746505,Strikeout,strikeout,True,691723,656234,Coby Mayo,Jake Bird,0,f2a3a789-3a44-430a-836b-b4137edde422,656234.0,jakebird,Bird,Right,Jake Bird,COL,5.01,5.34,32.1,95.0,112.0,96.0,0.796,6.4,6.4,9.46,1.11,1.5,0.304,0.392,0.157,0.324,0.419,,,,140.0,101.0,110.0,49.0,90.0,88.0,84.0,90.0,84.0,139.0,98.0,104.0,0.448,0.011,0.303,0.156,,-6.24,-0.73,0.24,-4.03,,94.5,,95.4,85.2,81.6,,,,0.176,0.324,0.323,,,,0.292,0.4,0.137,0.353,0.647,0.273,,,,116.0,91.0,97.0,,,,0.082,,-1.37,,91.1,,0.333,0.833,0.231,,,,,,,,,
2024-09-04,746990,Double Play,double_play,True,691723,686563,Coby Mayo,Jonathan Cannon,1,53ca5c96-1203-4c6f-9316-9a52630bbb42,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.53,4.68,101.1,101.0,92.0,99.0,0.813,6.22,2.93,9.59,1.33,1.02,0.224,0.387,0.163,0.298,0.392,94.0,104.0,106.0,,,,74.0,103.0,96.0,86.0,100.0,93.0,118.0,100.0,107.0,0.289,0.111,0.213,,0.188,-2.03,-0.25,-1.13,,-0.2,94.4,85.7,93.3,81.9,,0.245,0.415,0.263,,,,0.297,0.459,0.227,0.314,0.492,0.119,,,,0.253,0.453,0.283,79.0,102.0,94.0,,,,0.199,,0.24,,90.2,,0.257,0.471,0.188,,,,,,,,,
2024-09-04,746990,Strikeout,strikeout,True,691723,686563,Coby Mayo,Jonathan Cannon,0,b1b6499d-2bdf-4565-8e27-2a5c632e9110,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.53,4.68,101.1,101.0,92.0,99.0,0.813,6.22,2.93,9.59,1.33,1.02,0.224,0.387,0.163,0.298,0.392,94.0,104.0,106.0,,,,74.0,103.0,96.0,86.0,100.0,93.0,118.0,100.0,107.0,0.289,0.111,0.213,,0.188,-2.03,-0.25,-1.13,,-0.2,94.4,85.7,93.3,81.9,,0.245,0.415,0.263,,,,0.297,0.459,0.227,0.314,0.492,0.119,,,,0.253,0.453,0.283,79.0,102.0,94.0,,,,0.199,,0.24,,90.2,,0.257,0.471,0.188,,,,,,,,,
2024-09-04,746990,Groundout,field_out,True,691723,686642,Coby Mayo,Fraser Ellard,0,ce5a3812-bc6a-424f-b81a-3d20bb70c54b,686642.0,fraserellard,Ellard,Left,Fraser Ellard,CHW,3.29,3.12,13.2,93.0,93.0,90.0,0.744,11.2,4.61,6.59,0.66,2.38,0.235,0.324,0.147,0.324,0.436,,,,,,,95.0,94.0,91.0,65.0,122.0,117.0,120.0,82.0,84.0,0.058,0.601,0.21,,,0.98,1.77,2.61,,,95.2,,93.4,85.8,,,,,0.118,0.118,0.5,0.15,0.3,0.226,0.4,0.4,0.125,,,,,,,47.0,100.0,88.0,,,,0.132,,-1.36,,91.7,,0.429,0.429,0.182,,,,,,,,,
2024-09-04,746990,Strikeout,strikeout,True,691723,605121,Coby Mayo,Justin Anderson,0,bc83178d-90b7-4235-9fd3-d89619c42a0e,605121.0,justinanderson,"Anderson, J",Right,Justin Anderson,CHW,4.15,4.87,47.2,98.0,110.0,99.0,0.726,9.63,5.1,7.74,0.94,0.9,0.205,0.402,0.182,0.333,0.384,,,,,,,103.0,98.0,95.0,98.0,95.0,91.0,126.0,98.0,104.0,0.151,0.313,0.454,,,0.95,0.14,-0.46,,,96.0,,94.8,85.6,,,,,0.221,0.39,0.414,0.169,0.271,0.256,0.222,0.259,0.173,,,,,,,73.0,109.0,104.0,,,,0.083,,-0.96,,92.4,,0.444,0.611,0.075,,,,,,,,,
2024-09-07,746986,Strikeout,strikeout,True,691723,682254,Coby Mayo,Mason Montgomery,0,6453dca6-c1a1-4e6c-878d-c0be297e008e,682254.0,masonmontgomery,"Montgomery, M",Left,Mason Montgomery,TBR,0.0,4.77,3.0,90.0,147.0,102.0,0.52,12.0,12.0,0.0,0.0,3.0,0.0,0.5,0.0,0.5,0.275,,,,,,,154.0,86.0,96.0,,,,124.0,103.0,118.0,,0.765,0.235,,,1.69,,5.09,,,97.0,,,88.0,,,,,0.0,0.0,0.625,0.0,0.0,0.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-08,746989,Walk,walk,False,691723,664076,Coby Mayo,Garrett Cleavinger,0,176ff581-6257-4197-aafc-0042b3f89473,664076.0,garrettcleavinger,Cleavinger,Left,Garrett Cleavinger,TBR,3.44,4.43,55.0,95.0,116.0,100.0,0.721,10.8,4.58,7.85,0.82,1.2,0.204,0.43,0.19,0.324,0.411,,,,,,,103.0,94.0,95.0,92.0,95.0,93.0,130.0,97.0,108.0,0.085,0.229,0.407,,,1.23,-2.48,0.36,,,96.3,,95.7,84.5,,,,,0.194,0.242,0.378,0.088,0.176,0.247,0.389,0.556,0.111,,,,0.262,0.286,0.342,116.0,95.0,96.0,,,,0.279,,-0.18,,90.7,,0.3,0.5,0.314,,,,,,,,,
2024-09-08,746989,Strikeout,strikeout,True,691723,670955,Coby Mayo,Edwin Uceta,0,99706448-3e01-4844-8acb-86b378204c88,670955.0,edwinuceta,Uceta,Right,Edwin Uceta,TBR,0.75,1.68,36.0,106.0,118.0,106.0,0.701,12.5,1.5,4.75,0.25,0.76,0.211,0.447,0.237,0.224,0.405,106.0,111.0,107.0,101.0,122.0,108.0,,,,137.0,102.0,107.0,97.0,100.0,100.0,0.377,,0.046,0.005,0.35,,3.15,2.05,5.37,3.37,,88.2,94.2,81.0,81.6,0.13,0.148,0.406,,,,,,,0.111,0.139,0.324,,,,,,,127.0,103.0,106.0,,,,0.222,,0.99,,89.2,,0.25,0.375,0.225,,,,,,,,,
2024-09-09,746909,Groundout,field_out,True,691723,678394,Coby Mayo,Brayan Bello,0,616eefa5-d912-4bd5-84d7-f8d14c985ceb,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,4.7,4.46,147.1,100.0,102.0,104.0,0.748,8.55,3.54,8.92,1.16,1.91,0.219,0.381,0.145,0.316,0.403,89.0,100.0,99.0,,,,74.0,113.0,107.0,103.0,100.0,102.0,115.0,98.0,110.0,0.397,0.042,0.289,,0.272,0.9,-0.63,-0.37,,0.06,95.7,87.6,95.7,86.9,,0.181,0.368,0.381,0.253,0.39,0.346,0.091,0.136,0.208,0.33,0.478,0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-09,746909,Flyout,field_out,True,691723,678394,Coby Mayo,Brayan Bello,0,3e615e82-840a-4d95-9d2e-1e477657aa06,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,4.7,4.46,147.1,100.0,102.0,104.0,0.748,8.55,3.54,8.92,1.16,1.91,0.219,0.381,0.145,0.316,0.403,89.0,100.0,99.0,,,,74.0,113.0,107.0,103.0,100.0,102.0,115.0,98.0,110.0,0.397,0.042,0.289,,0.272,0.9,-0.63,-0.37,,0.06,95.7,87.6,95.7,86.9,,0.181,0.368,0.381,0.253,0.39,0.346,0.091,0.136,0.208,0.33,0.478,0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-09,746909,Groundout,field_out,True,691723,678394,Coby Mayo,Brayan Bello,0,97658a74-d62a-4a39-886c-9cc4f0119964,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,4.7,4.46,147.1,100.0,102.0,104.0,0.748,8.55,3.54,8.92,1.16,1.91,0.219,0.381,0.145,0.316,0.403,89.0,100.0,99.0,,,,74.0,113.0,107.0,103.0,100.0,102.0,115.0,98.0,110.0,0.397,0.042,0.289,,0.272,0.9,-0.63,-0.37,,0.06,95.7,87.6,95.7,86.9,,0.181,0.368,0.381,0.253,0.39,0.346,0.091,0.136,0.208,0.33,0.478,0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-09,746909,Flyout,field_out,True,691723,670174,Coby Mayo,Josh Winckowski,0,09400477-115c-45cd-9da2-432a122c24bc,670174.0,joshwinckowski,Winckowski,Right,Josh Winckowski,BOS,4.05,4.58,66.2,103.0,101.0,99.0,0.815,6.62,3.11,9.05,1.22,1.88,0.237,0.405,0.158,0.33,0.446,102.0,97.0,98.0,,,,67.0,120.0,109.0,101.0,104.0,102.0,121.0,108.0,111.0,0.335,0.042,0.141,,0.128,0.22,0.84,0.73,,-2.47,95.0,91.4,95.0,85.1,,0.35,0.475,0.099,0.147,0.206,0.318,0.2,0.2,0.217,0.256,0.411,0.178,,,,,,,96.0,101.0,92.0,,,,0.354,,-0.78,,90.3,,0.286,0.532,0.213,,,,,,,,,
2024-09-10,746907,Strikeout,strikeout,True,691723,676710,Coby Mayo,Kutter Crawford,0,03819837-9383-4c92-adc0-8cfe0be7a8d6,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.19,3.84,171.2,105.0,107.0,107.0,0.766,8.49,2.46,7.44,1.73,0.67,0.25,0.426,0.166,0.303,0.451,,,,,,,109.0,110.0,112.0,,,,101.0,99.0,102.0,,0.342,0.186,,,-0.43,,-0.38,,,92.6,,,80.8,,,,,,,,0.25,0.505,0.203,,,,0.167,0.2,0.236,0.216,0.424,0.258,113.0,105.0,104.0,87.0,100.0,105.0,0.317,0.085,0.61,0.15,87.5,82.4,0.207,0.427,0.267,0.197,0.273,0.397,97.0,96.0,97.0,0.07,0.68,77.3
