date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,SV_ba,SV_slg,SV_whiff
2024-04-06,745522,Pop Out,field_out,True,543510,656924,James McCann,Ryder Ryan,0,9df8cc26-98b3-470a-8a2d-0552f12739bf,656924.0,ryderryan,Ryan,Right,Ryder Ryan,PIT,5.29,4.73,17.0,96.0,97.0,96.0,0.811,8.47,4.24,8.47,0.53,0.91,0.224,0.49,0.163,0.388,0.448,,,,,,,64.0,92.0,81.0,96.0,97.0,93.0,111.0,96.0,105.0,0.434,0.146,0.42,,,1.95,-0.88,-0.66,,,94.2,,94.4,84.1,,0.0,0.0,0.19,,,,0.233,0.433,0.328,,,,0.321,0.464,0.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-07,745523,Strikeout,strikeout,True,543510,594835,James McCann,Marco Gonzales,0,f078361b-8986-43b8-bbae-61df10a6b8d9,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,2.45,4.89,22.0,104.0,73.0,95.0,0.819,6.14,2.05,9.0,0.41,1.35,0.188,0.391,0.203,0.319,0.385,89.0,118.0,109.0,82.0,92.0,84.0,61.0,97.0,89.0,60.0,108.0,92.0,,,,0.161,0.237,,0.069,0.243,-1.73,1.25,,-8.61,3.68,90.1,80.5,90.1,,79.5,0.375,0.438,0.188,0.179,0.214,0.395,,,,0.364,0.818,0.0,0.267,0.4,0.0,79.0,105.0,98.0,,,,0.289,,3.41,,85.8,,,,,,,,,,,0.214,0.214,0.146,,,,,,
2024-04-07,745523,Flyout,field_out,True,543510,594835,James McCann,Marco Gonzales,0,05c5c15b-4eec-4b67-b9f1-091b64e2dc96,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,2.45,4.89,22.0,104.0,73.0,95.0,0.819,6.14,2.05,9.0,0.41,1.35,0.188,0.391,0.203,0.319,0.385,89.0,118.0,109.0,82.0,92.0,84.0,61.0,97.0,89.0,60.0,108.0,92.0,,,,0.161,0.237,,0.069,0.243,-1.73,1.25,,-8.61,3.68,90.1,80.5,90.1,,79.5,0.375,0.438,0.188,0.179,0.214,0.395,,,,0.364,0.818,0.0,0.267,0.4,0.0,79.0,105.0,98.0,,,,0.289,,3.41,,85.8,,,,,,,,,,,0.214,0.214,0.146,,,,,,
2024-04-07,745523,Pop Out,field_out,True,543510,672710,James McCann,Roansy Contreras,0,22383122-13c8-4739-82ba-5ac7d3043671,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,- - -,4.87,4.99,40.2,97.0,99.0,98.0,0.8,7.75,4.43,9.07,1.33,0.94,0.25,0.355,0.153,0.347,0.45,80.0,88.0,88.0,86.0,92.0,98.0,92.0,99.0,94.0,75.0,94.0,74.0,118.0,98.0,106.0,0.049,0.432,0.325,0.088,0.106,0.12,-2.07,-1.01,1.03,-2.57,94.8,89.2,94.5,83.5,78.0,0.274,0.384,0.189,0.263,0.474,0.182,0.1,0.25,0.302,0.125,0.25,0.154,0.571,0.571,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-12,747055,Strikeout,strikeout,True,543510,642547,James McCann,Freddy Peralta,0,4b312c23-4c63-479b-8fe1-c38ebc43cc7f,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,4.11,3.74,103.0,99.0,107.0,102.0,0.71,11.36,3.15,7.6,1.22,0.92,0.248,0.38,0.233,0.31,0.387,76.0,94.0,88.0,103.0,102.0,111.0,121.0,99.0,103.0,,,,99.0,104.0,110.0,,0.536,0.248,0.046,0.17,0.0,,0.53,-1.65,1.06,94.5,88.0,,81.1,77.3,0.238,0.411,0.277,0.22,0.254,0.386,0.194,0.337,0.393,0.308,0.538,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-12,747055,Single,single,False,543510,642547,James McCann,Freddy Peralta,0,0f471f2e-b2e2-4a24-8656-2614e999a163,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,4.11,3.74,103.0,99.0,107.0,102.0,0.71,11.36,3.15,7.6,1.22,0.92,0.248,0.38,0.233,0.31,0.387,76.0,94.0,88.0,103.0,102.0,111.0,121.0,99.0,103.0,,,,99.0,104.0,110.0,,0.536,0.248,0.046,0.17,0.0,,0.53,-1.65,1.06,94.5,88.0,,81.1,77.3,0.238,0.411,0.277,0.22,0.254,0.386,0.194,0.337,0.393,0.308,0.538,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-12,747055,Groundout,field_out,True,543510,600986,James McCann,Thyago Vieira,0,59f04f04-24c4-4a91-8e00-502a0b353a3d,600986.0,thyagovieira,Vieira,Right,Thyago Vieira,- - -,5.21,5.19,38.0,94.0,107.0,94.0,0.764,9.24,6.16,8.76,1.89,0.98,0.227,0.382,0.145,0.318,0.444,121.0,140.0,79.0,,,,116.0,98.0,97.0,93.0,96.0,93.0,118.0,89.0,93.0,0.404,0.227,0.361,,0.008,-0.66,-0.05,-2.14,,-12.58,97.8,91.9,97.1,88.3,,0.211,0.5,0.25,0.5,0.5,0.5,0.229,0.542,0.321,,,,0.281,0.386,0.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-13,747054,Strikeout,strikeout,True,543510,669084,James McCann,DL Hall,0,cc90f2da-407f-4e3e-ab16-16c3375ce0b2,669084.0,dlhall,"Hall, DL",Left,DL Hall,MIL,7.71,7.05,16.1,99.0,72.0,92.0,0.806,7.16,5.51,14.88,2.2,1.15,0.186,0.39,0.136,0.305,0.427,81.0,92.0,83.0,88.0,106.0,104.0,55.0,101.0,91.0,,,,99.0,90.0,93.0,,0.497,0.119,0.186,0.198,-3.41,,-3.94,-1.15,-2.03,92.3,84.3,,83.3,79.0,0.452,0.619,0.105,0.2,0.5,0.435,0.429,0.571,0.5,0.25,0.5,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-13,747054,Forceout,force_out,True,543510,669084,James McCann,DL Hall,1,a5367ce8-c5f3-4f08-995f-edfe6cd211b3,669084.0,dlhall,"Hall, DL",Left,DL Hall,MIL,7.71,7.05,16.1,99.0,72.0,92.0,0.806,7.16,5.51,14.88,2.2,1.15,0.186,0.39,0.136,0.305,0.427,81.0,92.0,83.0,88.0,106.0,104.0,55.0,101.0,91.0,,,,99.0,90.0,93.0,,0.497,0.119,0.186,0.198,-3.41,,-3.94,-1.15,-2.03,92.3,84.3,,83.3,79.0,0.452,0.619,0.105,0.2,0.5,0.435,0.429,0.571,0.5,0.25,0.5,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-13,747054,Flyout,field_out,True,543510,665625,James McCann,Elvis Peguero,0,92239700-4293-4229-acd3-73d54d4f24a6,665625.0,elvispeguero,"Peguero, E",Right,Elvis Peguero,MIL,3.29,4.02,38.1,99.0,123.0,103.0,0.726,8.22,4.7,8.92,0.7,2.18,0.255,0.373,0.164,0.318,0.391,,,,53.0,40.0,52.0,,,,99.0,97.0,96.0,145.0,101.0,110.0,0.485,,0.513,0.002,,,0.11,0.15,-3.42,,,,96.8,90.2,69.1,,,,,,,0.259,0.362,0.413,,,,0.264,0.379,0.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-13,747054,Groundout,field_out,True,543510,571948,James McCann,Hoby Milner,0,77f3bf1e-345a-47f6-a0ce-799c9a254802,571948.0,hobymilner,Milner,Left,Hoby Milner,MIL,4.91,3.17,44.0,107.0,102.0,104.0,0.842,8.59,2.05,9.2,1.02,1.78,0.26,0.412,0.214,0.252,0.437,86.0,106.0,95.0,,,,100.0,119.0,111.0,86.0,105.0,99.0,122.0,103.0,109.0,0.346,0.178,0.346,,0.131,1.4,-2.37,1.03,,1.39,88.7,81.2,88.4,79.4,,0.1,0.233,0.242,0.158,0.368,0.3,0.22,0.36,0.271,,,,0.418,0.597,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-16,747051,Double,double,False,543510,663978,James McCann,Chris Paddack,1,98ee9974-0ca9-4d57-901d-24fbee5f390f,663978.0,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.73,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,106.0,102.0,103.0,79.0,111.0,103.0,,,,71.0,97.0,96.0,,0.429,0.177,0.136,0.259,0.61,,-0.22,-1.7,-1.54,93.3,82.9,,85.9,78.2,0.277,0.4,0.243,0.283,0.519,0.248,0.264,0.434,0.254,0.326,0.435,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-16,747051,Single,single,False,543510,663978,James McCann,Chris Paddack,1,e6db9789-b3b4-4888-9735-0cf0387f81fe,663978.0,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.73,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,106.0,102.0,103.0,79.0,111.0,103.0,,,,71.0,97.0,96.0,,0.429,0.177,0.136,0.259,0.61,,-0.22,-1.7,-1.54,93.3,82.9,,85.9,78.2,0.277,0.4,0.243,0.283,0.519,0.248,0.264,0.434,0.254,0.326,0.435,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-16,747051,Groundout,field_out,True,543510,663978,James McCann,Chris Paddack,0,56dc2b43-3205-4d99-b802-0b6d0261d876,663978.0,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.73,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,106.0,102.0,103.0,79.0,111.0,103.0,,,,71.0,97.0,96.0,,0.429,0.177,0.136,0.259,0.61,,-0.22,-1.7,-1.54,93.3,82.9,,85.9,78.2,0.277,0.4,0.243,0.283,0.519,0.248,0.264,0.434,0.254,0.326,0.435,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-16,747051,Lineout,field_out,True,543510,543351,James McCann,Jay Jackson,0,ab63378f-428e-4b20-9763-c67dc5179c6a,543351.0,jayjackson,"Jackson, J",Right,Jay Jackson,MIN,7.52,4.7,26.1,102.0,98.0,97.0,0.765,9.91,3.08,9.57,2.39,0.84,0.171,0.447,0.171,0.289,0.464,88.0,100.0,101.0,,,,70.0,104.0,90.0,77.0,119.0,111.0,115.0,101.0,99.0,0.05,0.265,0.554,,0.131,1.98,3.21,-2.47,,-2.99,91.9,86.0,91.3,84.9,,0.2,0.233,0.203,0.4,0.7,0.217,0.276,0.672,0.307,,,,0.286,0.286,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-20,746324,Single,single,False,543510,666142,James McCann,Cole Ragans,1,29087b6d-0eab-4ed0-a95f-76b84f9c788e,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.16,3.27,116.2,99.0,109.0,104.0,0.692,10.88,2.93,7.33,0.62,1.07,0.254,0.39,0.159,0.295,0.409,110.0,99.0,102.0,,,,109.0,101.0,107.0,,,,134.0,103.0,112.0,,0.406,0.12,,0.247,1.1,,-1.6,,1.11,95.8,85.3,,86.7,,0.206,0.351,0.239,0.205,0.286,0.493,0.242,0.387,0.368,0.158,0.158,0.354,,,,89.0,98.0,93.0,,,,0.128,,1.57,,91.3,,,,,99.0,94.0,100.0,0.099,1.27,81.1,0.304,0.326,0.224,,,,,,
2024-04-20,746324,Groundout,field_out,True,543510,669422,James McCann,Matt Sauer,0,7a527efd-5069-4acd-a141-5c530b5ec78c,669422.0,mattsauer,Sauer,Right,Matt Sauer,KCR,7.71,5.58,16.1,92.0,101.0,90.0,0.86,4.96,6.06,12.67,1.65,0.61,0.19,0.349,0.175,0.302,0.382,,,,106.0,114.0,107.0,90.0,87.0,82.0,84.0,92.0,80.0,123.0,98.0,104.0,0.089,0.453,0.232,0.162,,-3.62,4.1,-2.24,-2.16,,95.1,,95.0,85.7,81.8,0.414,0.655,0.099,,,,0.3,0.6,0.244,0.333,0.417,0.174,0.111,0.222,0.125,,,,101.0,66.0,69.0,,0.064,,-1.92,,85.1,,,,,,,,,,,,,,,,,,
2024-04-20,746324,Groundout,field_out,True,543510,623433,James McCann,Nick Anderson,0,e232f7bc-c7d4-4806-a547-e03115e3e137,623433.0,nickanderson,"Anderson, N",Right,Nick Anderson,KCR,4.04,5.06,35.2,100.0,88.0,97.0,0.78,7.32,3.79,8.83,1.51,0.98,0.324,0.361,0.102,0.324,0.478,79.0,80.0,86.0,113.0,102.0,105.0,61.0,96.0,87.0,70.0,102.0,95.0,,,,0.269,0.223,,0.455,0.052,-4.03,0.61,,0.15,-0.82,94.7,87.9,94.8,,81.7,0.4,0.8,0.19,,,,,,,0.204,0.352,0.286,0.245,0.429,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-20,746324,Flyout,field_out,True,543510,685107,James McCann,Anthony Veneziano,0,71478574-ed3b-4946-aaa7-17781105cb60,685107.0,anthonyveneziano,Veneziano,Left,Anthony Veneziano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333,0.5,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-20,746324,Groundout,field_out,True,543510,608717,James McCann,Chris Stratton,0,72b93a3e-6d45-400f-b957-c94af9f6fe12,608717.0,chrisstratton,"Stratton, C",Right,Chris Stratton,KCR,4.85,3.85,39.0,95.0,94.0,97.0,0.771,8.54,5.77,6.23,0.69,1.43,0.286,0.371,0.276,0.19,0.403,88.0,98.0,99.0,123.0,98.0,108.0,80.0,94.0,89.0,76.0,97.0,97.0,107.0,97.0,101.0,0.119,0.381,0.225,0.204,0.072,-0.05,0.21,1.37,0.57,1.81,92.0,85.2,91.7,85.9,79.2,0.231,0.333,0.25,0.2,0.2,0.4,0.176,0.294,0.172,0.156,0.281,0.322,0.211,0.474,0.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-22,746242,Home Run,home_run,False,543510,672282,James McCann,Reid Detmers,0,8803b834-d210-440a-a57f-abaf7b022d43,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.14,3.67,63.0,98.0,97.0,98.0,0.729,10.0,3.86,9.43,1.43,0.96,0.242,0.483,0.146,0.32,0.431,93.0,97.0,97.0,90.0,102.0,104.0,90.0,95.0,92.0,,,,116.0,102.0,106.0,,0.458,0.235,0.149,0.158,-0.61,,-0.84,-2.14,1.15,94.0,84.6,,86.0,75.4,0.253,0.483,0.276,0.289,0.356,0.33,0.247,0.383,0.343,0.344,0.719,0.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-22,746242,Groundout,field_out,True,543510,672282,James McCann,Reid Detmers,0,a6032264-7a36-4ac7-9af9-ffedf8f5a335,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.14,3.67,63.0,98.0,97.0,98.0,0.729,10.0,3.86,9.43,1.43,0.96,0.242,0.483,0.146,0.32,0.431,93.0,97.0,97.0,90.0,102.0,104.0,90.0,95.0,92.0,,,,116.0,102.0,106.0,,0.458,0.235,0.149,0.158,-0.61,,-0.84,-2.14,1.15,94.0,84.6,,86.0,75.4,0.253,0.483,0.276,0.289,0.356,0.33,0.247,0.383,0.343,0.344,0.719,0.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-22,746242,Strikeout,strikeout,True,543510,672282,James McCann,Reid Detmers,0,156a7b23-780c-4353-a46f-89f9f0da9e77,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.14,3.67,63.0,98.0,97.0,98.0,0.729,10.0,3.86,9.43,1.43,0.96,0.242,0.483,0.146,0.32,0.431,93.0,97.0,97.0,90.0,102.0,104.0,90.0,95.0,92.0,,,,116.0,102.0,106.0,,0.458,0.235,0.149,0.158,-0.61,,-0.84,-2.14,1.15,94.0,84.6,,86.0,75.4,0.253,0.483,0.276,0.289,0.356,0.33,0.247,0.383,0.343,0.344,0.719,0.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-22,746242,Flyout,field_out,True,543510,660761,James McCann,José Suarez,0,0c16bb02-0e9b-4a0c-b37f-d64e89566fc6,660761.0,josesuarez,"Suarez, J",Left,José Suarez,LAA,8.15,5.29,35.1,92.0,99.0,93.0,0.736,9.42,5.6,11.21,1.27,1.15,0.202,0.45,0.211,0.358,0.371,94.0,88.0,93.0,77.0,124.0,123.0,105.0,93.0,95.0,73.0,101.0,88.0,102.0,93.0,90.0,0.122,0.36,0.256,0.001,0.242,-1.96,-7.21,0.41,-2.43,-0.87,92.9,82.7,91.8,81.3,74.1,0.36,0.76,0.311,0.255,0.431,0.329,0.286,0.5,0.212,,,,0.5,1.045,0.136,111.0,93.0,94.0,,,,0.02,,-8.06,,88.7,,,,,,,,,,,0.5,1.0,0.143,,,,,,
2024-04-24,746244,Groundout,field_out,True,543510,542881,James McCann,Tyler Anderson,0,38635b4b-c424-44d4-b22e-e93e011a2e88,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,,,,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,0.038,0.403,0.003,,0.366,-0.19,-2.78,-4.61,,1.6,89.2,78.7,88.1,77.9,,0.239,0.472,0.163,0.18,0.238,0.374,,,,,,,0.222,0.611,0.067,100.0,102.0,98.0,,,,0.19,,-0.14,,83.8,,,,,,,,,,,0.221,0.39,0.244,,,,,,
