date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CH%,wFA/C,wFC/C,wSI/C,wCH/C,vFA,vFC,vCH,vSI,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SL,Loc+ SL,Pit+ SL,SL%,CU%,wSL/C,wCU/C,vSL,vCU,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,FO%,wFO/C,vFO,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024-04-30,746073,Single,single,False,687597,664350,Jordan Beck,Sixto Sánchez,0,0a81c048-5910-42f2-a34b-2a304cd086f2,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,77.0,98.0,88.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.298,0.34,0.314,-1.21,-1.59,-4.74,1.59,93.8,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.267,0.433,0.104,0.5,1.333,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-30,746073,Flyout,field_out,True,687597,664350,Jordan Beck,Sixto Sánchez,0,f8644759-bc66-4620-9505-f4830a9b3a9d,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,77.0,98.0,88.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.298,0.34,0.314,-1.21,-1.59,-4.74,1.59,93.8,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.267,0.433,0.104,0.5,1.333,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-30,746073,Single,single,False,687597,686539,Jordan Beck,Declan Cronin,0,a6008ad2-bcf2-43a3-b527-12ab904b89df,686539.0,declancronin,Cronin,Right,Declan Cronin,MIA,3.72,3.67,46.0,98.0,72.0,97.0,0.753,9.59,3.33,9.78,0.0,2.06,0.273,0.364,0.121,0.326,0.442,,,,120.0,107.0,112.0,66.0,99.0,88.0,,,,0.41,0.046,,,2.05,,0.02,,93.5,,,93.3,,,,,,,0.111,0.111,0.313,0.328,0.418,0.157,,,,74.0,91.0,98.0,0.544,,0.85,,86.8,,0.262,0.291,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-30,746073,Strikeout,strikeout,True,687597,642629,Jordan Beck,Emmanuel Ramirez,0,01f29925-3589-458b-a6cc-8dada65ebee3,642629.0,emmanuelramirez,"Ramirez, E",Right,Emmanuel Ramirez,MIA,0.96,2.03,9.1,97.0,112.0,100.0,0.714,8.68,0.96,4.82,0.0,1.0,0.167,0.5,0.167,0.25,0.457,,,,100.0,101.0,102.0,,,,,,,,0.558,,,4.03,,,,93.6,,,,,,,,,,0.15,0.2,0.147,,,,,,,107.0,89.0,90.0,0.093,,0.05,,77.5,,,,,,,,131.0,93.0,100.0,0.349,0.69,84.3,0.167,0.333,0.519,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-01,746072,Strikeout,strikeout,True,687597,682610,Jordan Beck,Roddery Muñoz,0,0ede9215-94ea-4cf9-84db-0a5114a9fe9f,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,5.47,5.87,51.0,97.0,92.0,94.0,0.788,7.41,4.59,8.12,2.65,0.59,0.277,0.355,0.135,0.348,0.405,52.0,96.0,89.0,96.0,99.0,92.0,91.0,95.0,93.0,91.0,96.0,90.0,0.229,0.257,0.247,0.094,-2.9,1.93,-1.48,-4.22,95.7,89.8,89.5,95.1,0.14,0.28,0.262,0.318,0.727,0.356,0.286,0.738,0.173,0.273,0.614,0.141,,,,108.0,99.0,104.0,0.173,,-0.77,,85.8,,0.222,0.361,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-01,746072,Strikeout,strikeout,True,687597,682610,Jordan Beck,Roddery Muñoz,0,766ecfaf-3a07-4cee-bc61-a86d57f39e45,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,5.47,5.87,51.0,97.0,92.0,94.0,0.788,7.41,4.59,8.12,2.65,0.59,0.277,0.355,0.135,0.348,0.405,52.0,96.0,89.0,96.0,99.0,92.0,91.0,95.0,93.0,91.0,96.0,90.0,0.229,0.257,0.247,0.094,-2.9,1.93,-1.48,-4.22,95.7,89.8,89.5,95.1,0.14,0.28,0.262,0.318,0.727,0.356,0.286,0.738,0.173,0.273,0.614,0.141,,,,108.0,99.0,104.0,0.173,,-0.77,,85.8,,0.222,0.361,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-01,746072,Groundout,field_out,True,687597,663773,Jordan Beck,Bryan Hoeing,0,1c34d92c-5f8d-461f-be52-422cbdccd1e3,663773.0,bryanhoeing,Hoeing,Right,Bryan Hoeing,MIA,3.16,5.99,25.2,102.0,100.0,102.0,0.825,7.36,2.45,9.12,0.7,1.89,0.241,0.43,0.152,0.278,0.45,,,,64.0,98.0,78.0,99.0,107.0,104.0,,,,0.523,0.068,,,3.27,,-1.04,,94.3,,,93.8,,,,,,,0.1,0.2,0.2,0.339,0.475,0.107,,,,109.0,103.0,103.0,0.291,,0.09,,83.0,,0.19,0.238,0.333,,,,114.0,98.0,108.0,0.117,2.04,87.0,0.1,0.2,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-02,746070,Strikeout,strikeout,True,687597,665795,Jordan Beck,Edward Cabrera,0,85a1266d-ab5d-4ea3-80c2-7e6f0c73b548,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,7.36,5.5,33.0,96.0,101.0,98.0,0.711,11.73,5.45,9.55,2.45,1.31,0.159,0.58,0.136,0.398,0.367,90.0,95.0,102.0,102.0,86.0,81.0,111.0,75.0,74.0,,,,0.041,0.244,,0.353,-4.35,,-0.84,-0.21,96.0,,92.5,96.3,,,,0.22,0.415,0.37,0.406,0.75,0.154,0.333,0.333,0.0,102.0,103.0,104.0,122.0,107.0,112.0,0.122,0.241,0.24,-0.94,88.5,84.3,0.211,0.368,0.368,0.219,0.5,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-02,746070,Strikeout,strikeout,True,687597,665795,Jordan Beck,Edward Cabrera,0,14cf8638-6b8a-49b2-ba9a-4aa9ab62b1ca,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,7.36,5.5,33.0,96.0,101.0,98.0,0.711,11.73,5.45,9.55,2.45,1.31,0.159,0.58,0.136,0.398,0.367,90.0,95.0,102.0,102.0,86.0,81.0,111.0,75.0,74.0,,,,0.041,0.244,,0.353,-4.35,,-0.84,-0.21,96.0,,92.5,96.3,,,,0.22,0.415,0.37,0.406,0.75,0.154,0.333,0.333,0.0,102.0,103.0,104.0,122.0,107.0,112.0,0.122,0.241,0.24,-0.94,88.5,84.3,0.211,0.368,0.368,0.219,0.5,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-02,746070,Strikeout,strikeout,True,687597,677053,Jordan Beck,Andrew Nardi,0,8c26c738-d69f-4a26-b01b-5fad1b041b2f,677053.0,andrewnardi,Nardi,Left,Andrew Nardi,MIA,5.45,3.12,36.1,103.0,106.0,104.0,0.733,11.15,2.72,8.92,1.24,0.7,0.255,0.408,0.173,0.276,0.402,57.0,130.0,124.0,98.0,101.0,102.0,,,,,,,,0.577,,0.009,0.41,,,-6.5,94.0,,91.5,,,,,,,,0.247,0.4,0.277,,,,,,,118.0,105.0,107.0,0.414,,-0.68,,82.7,,0.264,0.547,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
