date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SV_ba,SV_slg,SV_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff
2024-06-28,747183,Single,single,False,669137,677944,Armando Alvarez,Slade Cecconi,0,3169e7fa-bdea-4686-bea3-54a54c2e11c3,677944.0,sladececconi,Cecconi,Right,Slade Cecconi,ARI,6.14,4.16,66.0,105.0,99.0,104.0,0.82,7.23,1.91,9.95,1.64,0.7,0.302,0.349,0.175,0.33,0.486,101.0,99.0,101.0,92.0,108.0,104.0,,,,114.0,103.0,105.0,,0.546,0.221,0.145,-1.16,,-0.57,-0.62,94.1,81.9,,84.8,0.317,0.54,0.155,0.258,0.435,0.193,0.227,0.432,0.26,,,,103.0,101.0,108.0,,,,,0.087,,-0.78,,74.7,,,,0.188,0.438,0.289,,,,,,,,,,,,,,,,,,,,,
2024-06-28,747183,Single,single,False,669137,679885,Armando Alvarez,Justin Martinez,0,a6f67edc-faba-4ac8-a7c3-22022e6777ca,679885.0,justinmartinez,"Martinez, Ju",Right,Justin Martinez,ARI,1.54,3.27,41.0,101.0,110.0,104.0,0.71,9.88,4.17,6.59,0.22,3.94,0.275,0.402,0.225,0.275,0.428,,,,78.0,94.0,95.0,115.0,101.0,103.0,118.0,100.0,108.0,0.462,0.094,0.218,,0.24,1.03,2.47,,100.0,,100.1,89.5,0.231,0.231,0.306,0.091,0.227,0.492,,,,0.318,0.333,0.203,,,,,,,,,,,,,,,,,,,,,,103.0,108.0,108.0,0.226,1.83,89.8,0.091,0.114,0.486,,,,,,,,,
2024-06-28,747183,Walk,walk,False,669137,657044,Armando Alvarez,Ryan Thompson,0,6ada7cb7-2166-4e73-a6fa-346258dc1860,657044.0,ryanthompson,"Thompson, R",Right,Ryan Thompson,ARI,1.99,3.49,40.2,104.0,113.0,109.0,0.82,6.42,1.55,7.52,0.89,2.59,0.172,0.484,0.18,0.328,0.45,,,,127.0,123.0,115.0,106.0,101.0,104.0,131.0,104.0,119.0,0.668,0.094,0.238,,0.23,1.32,0.21,,92.4,,90.9,78.7,0.091,0.273,0.24,0.212,0.364,0.288,,,,0.248,0.381,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-28,747183,Lineout,field_out,True,669137,676714,Armando Alvarez,Brandon Hughes,0,c6599161-0fc3-46e9-9e7d-78a70f23aa89,676714.0,brandonhughes,Hughes,Left,Brandon Hughes,ARI,10.29,11.35,14.0,98.0,89.0,96.0,0.748,11.57,4.5,14.79,5.14,0.48,0.255,0.383,0.191,0.362,0.394,,,,75.0,96.0,88.0,85.0,93.0,90.0,104.0,103.0,106.0,0.26,0.342,0.397,,-5.23,-4.72,-2.75,,92.4,,92.4,81.2,0.389,1.111,0.182,0.25,0.571,0.46,,,,0.5,0.833,0.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-29,747186,Grounded Into DP,grounded_into_double_play,True,669137,668678,Armando Alvarez,Zac Gallen,1,b3beab5c-8176-4c5b-a0dc-f213eb3ab1dc,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.87,4.27,76.2,99.0,100.0,100.0,0.771,8.92,2.47,8.45,0.94,1.35,0.212,0.396,0.138,0.387,0.355,85.0,106.0,92.0,101.0,95.0,97.0,132.0,80.0,80.0,102.0,101.0,100.0,0.002,0.494,0.092,0.108,-0.54,-0.99,-0.07,-0.12,93.4,86.7,94.7,86.4,0.287,0.463,0.141,0.286,0.476,0.304,0.282,0.462,0.23,,,,,,,89.0,93.0,85.0,0.031,,-1.0,,90.4,,0.25,1.0,0.4,0.163,0.239,0.382,,,,,,,,,,,,,103.0,106.0,110.0,0.273,2.38,80.6,,,
2024-06-29,747186,Groundout,field_out,True,669137,668678,Armando Alvarez,Zac Gallen,0,941a75b9-a1c8-43c0-b953-df0fa803500a,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.87,4.27,76.2,99.0,100.0,100.0,0.771,8.92,2.47,8.45,0.94,1.35,0.212,0.396,0.138,0.387,0.355,85.0,106.0,92.0,101.0,95.0,97.0,132.0,80.0,80.0,102.0,101.0,100.0,0.002,0.494,0.092,0.108,-0.54,-0.99,-0.07,-0.12,93.4,86.7,94.7,86.4,0.287,0.463,0.141,0.286,0.476,0.304,0.282,0.462,0.23,,,,,,,89.0,93.0,85.0,0.031,,-1.0,,90.4,,0.25,1.0,0.4,0.163,0.239,0.382,,,,,,,,,,,,,103.0,106.0,110.0,0.273,2.38,80.6,,,
2024-06-29,747186,Flyout,field_out,True,669137,656464,Armando Alvarez,Kevin Ginkel,0,9fecd7f2-5690-477e-84a8-b13b151742ce,656464.0,kevinginkel,Ginkel,Right,Kevin Ginkel,ARI,2.55,3.36,42.1,104.0,105.0,105.0,0.768,9.14,1.49,8.5,0.64,1.27,0.262,0.402,0.115,0.352,0.407,,,,89.0,105.0,99.0,88.0,103.0,101.0,134.0,103.0,115.0,0.108,0.523,0.369,,0.98,1.28,-0.37,,96.0,,94.5,87.6,0.235,0.346,0.184,0.246,0.41,0.392,,,,0.286,0.286,0.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-06,745642,Pop Out,field_out,True,669137,700249,Armando Alvarez,Cade Povich,0,cd3680fa-4f62-408e-b577-d2a6336e6a15,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.27,4.13,33.0,96.0,85.0,94.0,0.807,6.55,4.91,9.0,1.91,0.84,0.238,0.505,0.19,0.238,0.445,62.0,99.0,94.0,75.0,93.0,88.0,79.0,81.0,77.0,107.0,99.0,100.0,0.056,0.406,0.104,0.091,0.84,0.67,-4.51,-2.58,92.2,86.0,91.5,82.9,0.186,0.256,0.13,0.304,0.652,0.222,0.273,0.545,0.182,0.0,0.0,0.182,93.0,102.0,103.0,97.0,94.0,93.0,0.151,0.192,-2.61,-2.39,88.2,75.9,0.3,0.75,0.269,0.346,0.615,0.286,,,,,,,,,,,,,,,,,,,,,
2024-07-06,745642,Forceout,force_out,True,669137,622253,Armando Alvarez,Dillon Tate,1,af51156e-45b6-4659-b174-b0fd892818f4,622253.0,dillontate,Tate,Right,Dillon Tate,BAL,4.59,3.91,33.1,97.0,101.0,98.0,0.826,6.21,2.43,10.26,0.54,1.84,0.205,0.473,0.179,0.125,0.453,87.0,95.0,99.0,,,,88.0,99.0,95.0,129.0,94.0,102.0,0.56,0.002,0.319,0.119,-3.42,0.02,0.18,-2.74,94.0,83.9,92.6,79.4,,,,0.194,0.226,0.387,0.278,0.389,0.278,0.318,0.435,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-06,745642,Flyout,field_out,True,669137,622253,Armando Alvarez,Dillon Tate,0,6c38aaed-3cb6-4e14-b597-4d5f5378880b,622253.0,dillontate,Tate,Right,Dillon Tate,BAL,4.59,3.91,33.1,97.0,101.0,98.0,0.826,6.21,2.43,10.26,0.54,1.84,0.205,0.473,0.179,0.125,0.453,87.0,95.0,99.0,,,,88.0,99.0,95.0,129.0,94.0,102.0,0.56,0.002,0.319,0.119,-3.42,0.02,0.18,-2.74,94.0,83.9,92.6,79.4,,,,0.194,0.226,0.387,0.278,0.389,0.278,0.318,0.435,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-06,745642,Flyout,field_out,True,669137,608344,Armando Alvarez,Cole Irvin,0,1f06b204-7e57-492b-8a0e-8359d8aa5804,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,62.0,101.0,86.0,81.0,103.0,92.0,85.0,120.0,120.0,0.145,0.326,0.046,0.135,-1.6,0.1,-5.55,1.08,91.9,85.0,91.8,77.9,0.31,0.66,0.151,0.308,0.538,0.15,0.217,0.283,0.25,0.304,0.446,0.084,99.0,98.0,102.0,83.0,102.0,91.0,0.101,0.247,-0.22,0.21,86.0,77.3,0.326,0.512,0.187,0.27,0.365,0.203,,,,,,,,,,,,,,,,,,,,,
2024-07-06,745642,Flyout,field_out,True,669137,608344,Armando Alvarez,Cole Irvin,0,4217c47d-6c39-49c8-95d7-7265813d1b3a,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,62.0,101.0,86.0,81.0,103.0,92.0,85.0,120.0,120.0,0.145,0.326,0.046,0.135,-1.6,0.1,-5.55,1.08,91.9,85.0,91.8,77.9,0.31,0.66,0.151,0.308,0.538,0.15,0.217,0.283,0.25,0.304,0.446,0.084,99.0,98.0,102.0,83.0,102.0,91.0,0.101,0.247,-0.22,0.21,86.0,77.3,0.326,0.512,0.187,0.27,0.365,0.203,,,,,,,,,,,,,,,,,,,,,
2024-07-12,745552,Groundout,field_out,True,669137,624133,Armando Alvarez,Ranger Suárez,0,92b4017d-5861-467e-9fa2-3629809fe76f,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,0.319,0.19,0.001,0.166,1.37,1.26,-4.76,0.71,92.0,80.3,90.9,81.3,0.208,0.299,0.184,,,,0.181,0.25,0.393,0.241,0.354,0.109,86.0,106.0,108.0,102.0,98.0,94.0,0.125,0.199,-1.66,1.5,86.6,74.5,0.308,0.615,0.125,0.171,0.289,0.335,,,,,,,,,,,,,,,,,,,,,
2024-07-12,745552,Groundout,field_out,True,669137,624133,Armando Alvarez,Ranger Suárez,0,c496ecf6-b34d-4416-87dd-6b7eb4e8fa32,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,0.319,0.19,0.001,0.166,1.37,1.26,-4.76,0.71,92.0,80.3,90.9,81.3,0.208,0.299,0.184,,,,0.181,0.25,0.393,0.241,0.354,0.109,86.0,106.0,108.0,102.0,98.0,94.0,0.125,0.199,-1.66,1.5,86.6,74.5,0.308,0.615,0.125,0.171,0.289,0.335,,,,,,,,,,,,,,,,,,,,,
2024-07-12,745552,Strikeout,strikeout,True,669137,624133,Armando Alvarez,Ranger Suárez,0,7b89949f-f568-4fd5-8592-4398214d0136,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,0.319,0.19,0.001,0.166,1.37,1.26,-4.76,0.71,92.0,80.3,90.9,81.3,0.208,0.299,0.184,,,,0.181,0.25,0.393,0.241,0.354,0.109,86.0,106.0,108.0,102.0,98.0,94.0,0.125,0.199,-1.66,1.5,86.6,74.5,0.308,0.615,0.125,0.171,0.289,0.335,,,,,,,,,,,,,,,,,,,,,
2024-08-07,745630,Strikeout,strikeout,True,669137,663436,Armando Alvarez,Davis Martin,0,64651ab5-eded-4826-bb8a-a258ccd5cce9,663436.0,davismartin,Martin,Right,Davis Martin,CHW,2.96,3.78,27.1,99.0,102.0,97.0,0.788,8.56,4.28,8.56,0.66,1.39,0.238,0.413,0.15,0.313,0.417,146.0,104.0,107.0,93.0,90.0,87.0,,,,111.0,108.0,109.0,,0.278,0.271,0.18,-2.9,,0.34,1.94,93.7,88.6,,83.7,0.435,0.565,0.157,0.143,0.357,0.333,0.28,0.28,0.224,,,,94.0,87.0,93.0,83.0,100.0,91.0,0.182,0.089,2.84,0.47,89.2,78.5,0.15,0.15,0.195,0.2,0.2,0.308,,,,,,,,,,,,,,,,,,,,,
2024-08-07,745630,Pop Out,field_out,True,669137,663436,Armando Alvarez,Davis Martin,0,ee95a33d-db69-4de3-97d7-d1ad82dbdc01,663436.0,davismartin,Martin,Right,Davis Martin,CHW,2.96,3.78,27.1,99.0,102.0,97.0,0.788,8.56,4.28,8.56,0.66,1.39,0.238,0.413,0.15,0.313,0.417,146.0,104.0,107.0,93.0,90.0,87.0,,,,111.0,108.0,109.0,,0.278,0.271,0.18,-2.9,,0.34,1.94,93.7,88.6,,83.7,0.435,0.565,0.157,0.143,0.357,0.333,0.28,0.28,0.224,,,,94.0,87.0,93.0,83.0,100.0,91.0,0.182,0.089,2.84,0.47,89.2,78.5,0.15,0.15,0.195,0.2,0.2,0.308,,,,,,,,,,,,,,,,,,,,,
2024-08-07,745630,Single,single,False,669137,657053,Armando Alvarez,Touki Toussaint,1,704a541e-3fe6-4722-8ff3-62943c51f65d,657053.0,toukitoussaint,Toussaint,Right,Touki Toussaint,CHW,7.71,5.35,16.1,90.0,82.0,91.0,0.741,11.02,8.27,12.67,1.1,2.4,0.128,0.511,0.106,0.298,0.344,,,,53.0,87.0,80.0,88.0,79.0,75.0,36.0,128.0,103.0,0.264,0.103,0.003,,-5.35,0.83,3.94,,91.5,,91.1,85.9,0.571,0.714,0.125,,,,,,,0.286,0.357,0.125,102.0,105.0,110.0,,,,,0.244,,-0.49,,75.6,,,,0.25,0.5,0.444,,,,74.0,90.0,95.0,0.386,-4.23,85.8,0.367,0.567,0.274,,,,,,,,,
2024-08-14,745790,Strikeout,strikeout,True,669137,664849,Armando Alvarez,Danny Young,0,ca187346-ae3a-46df-9250-6d79e895ebe0,664849.0,dannyyoung,"Young, D",Left,Danny Young,NYM,3.0,4.03,30.0,92.0,103.0,91.0,0.689,12.0,4.5,6.3,0.6,2.0,0.286,0.329,0.186,0.229,0.368,,,,,,,68.0,100.0,92.0,136.0,85.0,90.0,0.474,,0.518,,,1.45,0.4,,,,91.3,80.4,,,,,,,,,,0.234,0.297,0.156,,,,97.0,74.0,84.0,0.007,,-39.04,,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.114,0.205,0.505
2024-08-15,745783,Flyout,field_out,True,669137,500779,Armando Alvarez,Jose Quintana,0,c1cb1385-49ed-4f34-ac1a-3cd533b2ff74,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.36,4.88,140.1,98.0,83.0,93.0,0.808,6.8,3.46,8.27,1.41,1.2,0.22,0.425,0.169,0.343,0.339,69.0,100.0,97.0,70.0,92.0,85.0,75.0,97.0,90.0,,,,0.293,0.222,,0.197,-0.55,0.19,,-0.09,90.6,85.7,90.7,,0.225,0.461,0.167,,,,0.225,0.294,0.32,0.261,0.491,0.136,110.0,103.0,100.0,,,,,0.287,,0.04,,77.6,,,,0.266,0.448,0.258,0.176,0.382,0.274,,,,,,,,,,,,,,,,,,
2024-08-15,745783,Single,single,False,669137,500779,Armando Alvarez,Jose Quintana,0,90fcc404-189d-4f2a-a8cf-869192a108d8,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.36,4.88,140.1,98.0,83.0,93.0,0.808,6.8,3.46,8.27,1.41,1.2,0.22,0.425,0.169,0.343,0.339,69.0,100.0,97.0,70.0,92.0,85.0,75.0,97.0,90.0,,,,0.293,0.222,,0.197,-0.55,0.19,,-0.09,90.6,85.7,90.7,,0.225,0.461,0.167,,,,0.225,0.294,0.32,0.261,0.491,0.136,110.0,103.0,100.0,,,,,0.287,,0.04,,77.6,,,,0.266,0.448,0.258,0.176,0.382,0.274,,,,,,,,,,,,,,,,,,
2024-08-31,744971,Groundout,field_out,True,669137,674003,Armando Alvarez,Cody Bradford,0,87e8b45b-3a52-408d-9e50-349104eea371,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.05,3.27,62.0,106.0,91.0,101.0,0.782,8.13,1.45,6.39,1.02,0.67,0.259,0.322,0.149,0.299,0.41,103.0,104.0,109.0,91.0,106.0,94.0,,,,47.0,116.0,110.0,,0.524,0.063,0.267,2.29,,3.61,1.06,89.8,80.9,,82.8,0.164,0.311,0.22,0.167,0.222,0.242,0.224,0.293,0.355,,,,96.0,107.0,107.0,53.0,110.0,97.0,0.006,0.14,-1.33,-1.45,85.8,75.0,,,,0.258,0.516,0.148,,,,,,,,,,,,,,,,,,,,,
2024-08-31,744971,Lineout,field_out,True,669137,674003,Armando Alvarez,Cody Bradford,0,a26cd953-d34b-416b-950a-e4acc1d8412e,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.05,3.27,62.0,106.0,91.0,101.0,0.782,8.13,1.45,6.39,1.02,0.67,0.259,0.322,0.149,0.299,0.41,103.0,104.0,109.0,91.0,106.0,94.0,,,,47.0,116.0,110.0,,0.524,0.063,0.267,2.29,,3.61,1.06,89.8,80.9,,82.8,0.164,0.311,0.22,0.167,0.222,0.242,0.224,0.293,0.355,,,,96.0,107.0,107.0,53.0,110.0,97.0,0.006,0.14,-1.33,-1.45,85.8,75.0,,,,0.258,0.516,0.148,,,,,,,,,,,,,,,,,,,,,
2024-09-01,744970,Lineout,field_out,True,669137,605177,Armando Alvarez,Andrew Chafin,0,c680fec3-d248-4a44-92c4-9cedd40f705c,605177.0,andrewchafin,Chafin,Left,Andrew Chafin,- - -,3.42,3.56,50.0,90.0,87.0,93.0,0.666,11.52,4.68,8.46,0.9,0.82,0.264,0.31,0.132,0.256,0.295,,,,71.0,92.0,83.0,75.0,92.0,84.0,102.0,88.0,104.0,0.366,0.163,0.471,,1.41,-1.19,1.38,,91.8,,91.8,82.1,0.188,0.375,0.207,0.137,0.2,0.538,,,,0.444,0.571,0.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
