date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSL/C,wCU/C,vFA,vFC,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vCH,vSI,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FO%,wFO/C,vFO
2024-03-31,745035,Fielders Choice,fielders_choice,False,694497,696136,Evan Carter,Jordan Wicks,1,c3b33d17-8fca-41fa-ae7c-84c7955b837f,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,4.18,3.93,28.0,103.0,95.0,101.0,0.742,10.29,3.21,9.96,0.64,1.07,0.179,0.476,0.107,0.214,0.38,92.0,103.0,99.0,91.0,104.0,104.0,126.0,92.0,97.0,71.0,118.0,92.0,,,,0.461,0.004,,0.081,0.062,0.11,-19.26,,-3.7,-3.75,92.9,90.6,,83.2,78.7,0.259,0.397,0.176,,,,,,,0.667,1.0,0.222,0.4,0.6,0.333,103.0,105.0,105.0,76.0,100.0,89.0,0.131,0.262,-1.19,1.62,82.5,92.2,0.357,0.429,0.182,0.176,0.294,0.506,,,,,,,,,
2024-03-31,745035,Walk,walk,False,694497,643410,Evan Carter,Mark Leiter Jr.,0,f30519e6-7675-4434-b07c-bf33484dbb73,643410.0,markleiterjr,Leiter Jr.,Right,Mark Leiter Jr.,CHC,4.78,2.9,32.0,97.0,92.0,96.0,0.653,12.66,3.66,7.59,0.56,1.86,0.275,0.488,0.2,0.238,0.384,82.0,102.0,103.0,,,,99.0,101.0,102.0,79.0,99.0,94.0,116.0,95.0,105.0,0.006,0.107,0.324,0.111,0.109,2.42,-2.34,2.95,-3.28,-0.79,95.8,88.5,84.3,79.7,73.6,,,,0.061,0.061,0.618,0.313,0.563,0.179,0.429,0.714,0.542,0.444,0.778,0.4,,,,74.0,96.0,86.0,0.343,,1.5,,,91.3,0.273,0.273,0.094,,,,,,,,,,,,
2024-03-31,745035,Strikeout,strikeout,True,694497,593576,Evan Carter,Héctor Neris,0,a8bd20f1-533c-4fd7-9395-1856e031adba,593576.0,hectorneris,Neris,Right,Héctor Neris,CHC,3.86,4.89,32.2,97.0,88.0,97.0,0.789,9.64,6.34,7.71,1.1,1.33,0.165,0.482,0.2,0.318,0.397,,,,85.0,100.0,94.0,88.0,85.0,86.0,,,,91.0,95.0,105.0,0.469,,0.407,0.026,,-0.32,,-0.06,1.63,,92.9,,83.0,85.4,,0.264,0.491,0.146,0.185,0.241,0.364,,,,,,,,,,,,,90.0,92.0,85.0,0.098,,-2.0,,,92.9,0.364,0.727,0.04,,,,,,,,,,,,
2024-04-01,745109,Forceout,force_out,True,694497,686752,Evan Carter,Ryan Pepiot,1,6f47f91c-fbf8-44d9-a7e1-c05102ccd516,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.92,3.82,87.1,98.0,117.0,104.0,0.737,9.69,3.19,6.49,1.13,0.82,0.26,0.417,0.175,0.323,0.415,137.0,79.0,87.0,114.0,97.0,101.0,120.0,95.0,106.0,99.0,97.0,93.0,,,,0.512,0.024,,0.214,0.03,1.55,-0.22,,1.01,-0.01,94.9,91.9,,89.0,80.4,0.149,0.264,0.313,,,,0.333,0.333,0.063,0.167,0.167,0.5,0.239,0.394,0.286,122.0,105.0,116.0,,,,,0.219,,-1.34,86.1,,,,,0.253,0.471,0.287,,,,,,,,,
2024-04-01,745109,Flyout,field_out,True,694497,686752,Evan Carter,Ryan Pepiot,0,c1fa0413-dde8-43ea-a3d5-d3f958e52605,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.92,3.82,87.1,98.0,117.0,104.0,0.737,9.69,3.19,6.49,1.13,0.82,0.26,0.417,0.175,0.323,0.415,137.0,79.0,87.0,114.0,97.0,101.0,120.0,95.0,106.0,99.0,97.0,93.0,,,,0.512,0.024,,0.214,0.03,1.55,-0.22,,1.01,-0.01,94.9,91.9,,89.0,80.4,0.149,0.264,0.313,,,,0.333,0.333,0.063,0.167,0.167,0.5,0.239,0.394,0.286,122.0,105.0,116.0,,,,,0.219,,-1.34,86.1,,,,,0.253,0.471,0.287,,,,,,,,,
2024-04-01,745109,Walk,walk,False,694497,686752,Evan Carter,Ryan Pepiot,1,32f31382-bab0-48be-afc9-74c64002434a,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.92,3.82,87.1,98.0,117.0,104.0,0.737,9.69,3.19,6.49,1.13,0.82,0.26,0.417,0.175,0.323,0.415,137.0,79.0,87.0,114.0,97.0,101.0,120.0,95.0,106.0,99.0,97.0,93.0,,,,0.512,0.024,,0.214,0.03,1.55,-0.22,,1.01,-0.01,94.9,91.9,,89.0,80.4,0.149,0.264,0.313,,,,0.333,0.333,0.063,0.167,0.167,0.5,0.239,0.394,0.286,122.0,105.0,116.0,,,,,0.219,,-1.34,86.1,,,,,0.253,0.471,0.287,,,,,,,,,
2024-04-01,745109,Pop Out,field_out,True,694497,606965,Evan Carter,Chris Devenski,0,dbcb3da7-5037-4316-85c2-b71bed2b1f47,606965.0,chrisdevenski,Devenski,Right,Chris Devenski,TBR,6.75,6.02,26.2,99.0,109.0,103.0,0.75,8.1,4.73,9.45,3.04,0.43,0.298,0.381,0.202,0.369,0.388,,,,78.0,104.0,99.0,129.0,88.0,90.0,38.0,94.0,74.0,,,,0.31,0.139,,0.077,,-4.53,-5.56,,-1.31,,93.0,85.2,,77.7,,0.289,0.974,0.151,,,,0.538,0.923,0.242,,,,0.25,0.25,0.467,144.0,99.0,115.0,,,,,0.475,,1.05,82.8,,,,,0.163,0.245,0.364,,,,,,,,,
2024-04-01,745109,Hit By Pitch,hit_by_pitch,False,694497,664208,Evan Carter,Phil Maton,1,329801cb-8ab2-45e8-a105-54b9c863bde4,664208.0,philmaton,"Maton, P",Right,Phil Maton,- - -,4.46,5.22,38.1,95.0,102.0,102.0,0.732,8.45,4.23,7.28,1.64,1.23,0.135,0.548,0.154,0.365,0.404,99.0,92.0,106.0,,,,151.0,93.0,103.0,81.0,96.0,96.0,,,,,0.349,,0.32,0.272,,1.7,,-1.93,-1.67,,88.3,,81.6,74.2,,,,,,,0.186,0.209,0.301,0.163,0.349,0.391,0.333,1.333,0.111,,,,42.0,104.0,96.0,0.06,,3.81,,,87.2,0.125,0.125,0.211,,,,,,,,,,,,
2024-04-02,745111,Groundout,field_out,True,694497,621107,Evan Carter,Zach Eflin,0,95faa12d-c1dc-4295-9f53-8c266778e113,621107.0,zacheflin,Eflin,Right,Zach Eflin,TBR,4.14,3.39,104.1,108.0,94.0,104.0,0.816,7.16,1.12,9.4,1.12,1.16,0.215,0.44,0.153,0.31,0.463,111.0,116.0,112.0,63.0,105.0,96.0,121.0,107.0,112.0,86.0,103.0,97.0,,,,0.095,0.265,,0.101,0.197,-1.29,0.53,,2.39,-1.41,92.6,87.8,,80.0,79.2,0.25,0.425,0.278,,,,0.253,0.424,0.167,0.297,0.451,0.293,0.167,0.361,0.25,84.0,107.0,111.0,91.0,109.0,104.0,0.31,0.032,0.08,-2.78,85.0,91.7,0.269,0.403,0.134,0.278,0.5,0.13,,,,,,,,,
2024-04-02,745111,Lineout,field_out,True,694497,621107,Evan Carter,Zach Eflin,0,c946ff34-662c-4901-93d5-6391feb1b26b,621107.0,zacheflin,Eflin,Right,Zach Eflin,TBR,4.14,3.39,104.1,108.0,94.0,104.0,0.816,7.16,1.12,9.4,1.12,1.16,0.215,0.44,0.153,0.31,0.463,111.0,116.0,112.0,63.0,105.0,96.0,121.0,107.0,112.0,86.0,103.0,97.0,,,,0.095,0.265,,0.101,0.197,-1.29,0.53,,2.39,-1.41,92.6,87.8,,80.0,79.2,0.25,0.425,0.278,,,,0.253,0.424,0.167,0.297,0.451,0.293,0.167,0.361,0.25,84.0,107.0,111.0,91.0,109.0,104.0,0.31,0.032,0.08,-2.78,85.0,91.7,0.269,0.403,0.134,0.278,0.5,0.13,,,,,,,,,
2024-04-02,745111,Strikeout,strikeout,True,694497,621107,Evan Carter,Zach Eflin,0,ed7dfccd-e273-43b5-a742-8f223b6073ac,621107.0,zacheflin,Eflin,Right,Zach Eflin,TBR,4.14,3.39,104.1,108.0,94.0,104.0,0.816,7.16,1.12,9.4,1.12,1.16,0.215,0.44,0.153,0.31,0.463,111.0,116.0,112.0,63.0,105.0,96.0,121.0,107.0,112.0,86.0,103.0,97.0,,,,0.095,0.265,,0.101,0.197,-1.29,0.53,,2.39,-1.41,92.6,87.8,,80.0,79.2,0.25,0.425,0.278,,,,0.253,0.424,0.167,0.297,0.451,0.293,0.167,0.361,0.25,84.0,107.0,111.0,91.0,109.0,104.0,0.31,0.032,0.08,-2.78,85.0,91.7,0.269,0.403,0.134,0.278,0.5,0.13,,,,,,,,,
2024-04-02,745111,Groundout,field_out,True,694497,592094,Evan Carter,Jason Adam,0,c4c19505-98de-4c9d-aacc-b28a7d9d2fda,592094.0,jasonadam,Adam,Right,Jason Adam,TBR,1.67,3.15,43.0,97.0,130.0,104.0,0.655,9.21,2.93,4.19,0.63,1.2,0.202,0.404,0.162,0.343,0.401,,,,122.0,101.0,103.0,132.0,88.0,92.0,,,,,,,0.412,,,0.353,,1.79,,,1.35,,95.4,,,81.9,,0.154,0.269,0.228,,,,,,,,,,0.143,0.286,0.429,138.0,101.0,117.0,,,,,0.235,,2.24,89.6,,,,,0.13,0.196,0.405,,,,,,,,,
2024-04-05,745033,Walk,walk,False,694497,686613,Evan Carter,Hunter Brown,1,545c35ae-6811-43fe-9269-fbe6e7f8f5d8,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,,,,106.0,101.0,100.0,114.0,105.0,107.0,95.0,107.0,105.0,,,,0.376,0.157,,0.071,,-0.55,0.16,,1.74,,95.7,92.3,,89.0,,0.272,0.483,0.287,,,,0.236,0.375,0.185,0.28,0.5,0.281,0.192,0.192,0.25,88.0,102.0,105.0,90.0,100.0,98.0,0.134,0.134,0.46,1.13,88.4,95.5,0.268,0.304,0.172,0.208,0.271,0.327,130.0,99.0,106.0,0.127,-1.93,82.4,,,
2024-04-05,745033,Double,double,False,694497,686613,Evan Carter,Hunter Brown,0,e6a35990-17c1-4e1a-8f41-a89d408dd004,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,,,,106.0,101.0,100.0,114.0,105.0,107.0,95.0,107.0,105.0,,,,0.376,0.157,,0.071,,-0.55,0.16,,1.74,,95.7,92.3,,89.0,,0.272,0.483,0.287,,,,0.236,0.375,0.185,0.28,0.5,0.281,0.192,0.192,0.25,88.0,102.0,105.0,90.0,100.0,98.0,0.134,0.134,0.46,1.13,88.4,95.5,0.268,0.304,0.172,0.208,0.271,0.327,130.0,99.0,106.0,0.127,-1.93,82.4,,,
2024-04-05,745033,Groundout,field_out,True,694497,656232,Evan Carter,Brandon Bielak,0,ea68d351-c77a-4b45-b64e-7e9a9882d145,656232.0,brandonbielak,Bielak,Right,Brandon Bielak,- - -,5.09,5.99,23.0,94.0,80.0,90.0,0.878,4.7,3.13,12.13,1.57,0.89,0.195,0.448,0.092,0.287,0.387,67.0,86.0,86.0,75.0,84.0,74.0,68.0,94.0,101.0,,,,,,,0.18,,,0.132,0.122,-0.56,,,0.85,-4.11,92.3,,,83.1,80.8,0.333,0.444,0.069,,,,,,,0.429,0.857,0.118,0.111,0.222,0.313,107.0,98.0,101.0,67.0,98.0,86.0,0.251,0.316,-2.84,-0.86,87.4,92.3,0.355,0.645,0.151,0.294,0.471,0.2,,,,,,,,,
2024-04-05,745033,Single,single,False,694497,656232,Evan Carter,Brandon Bielak,1,02c2d8f6-03e8-4573-a744-211ae8af8b26,656232.0,brandonbielak,Bielak,Right,Brandon Bielak,- - -,5.09,5.99,23.0,94.0,80.0,90.0,0.878,4.7,3.13,12.13,1.57,0.89,0.195,0.448,0.092,0.287,0.387,67.0,86.0,86.0,75.0,84.0,74.0,68.0,94.0,101.0,,,,,,,0.18,,,0.132,0.122,-0.56,,,0.85,-4.11,92.3,,,83.1,80.8,0.333,0.444,0.069,,,,,,,0.429,0.857,0.118,0.111,0.222,0.313,107.0,98.0,101.0,67.0,98.0,86.0,0.251,0.316,-2.84,-0.86,87.4,92.3,0.355,0.645,0.151,0.294,0.471,0.2,,,,,,,,,
2024-04-05,745033,Groundout,field_out,True,694497,661527,Evan Carter,Seth Martinez,1,ed625819-a703-470f-9354-e27dd2678952,661527.0,sethmartinez,"Martinez, S",Right,Seth Martinez,HOU,2.42,3.22,44.2,101.0,96.0,97.0,0.796,6.04,3.02,6.65,0.81,1.14,0.244,0.42,0.221,0.305,0.393,,,,73.0,100.0,94.0,135.0,100.0,108.0,,,,,,,0.306,,,0.327,,1.96,,,0.1,,90.9,,,79.2,,0.213,0.298,0.191,,,,,,,,,,0.191,0.426,0.337,47.0,99.0,89.0,103.0,103.0,93.0,0.212,0.155,2.47,-0.57,84.9,89.8,0.179,0.256,0.13,0.259,0.37,0.292,,,,,,,,,
2024-04-06,745031,Double,double,False,694497,641585,Evan Carter,J.P. France,0,064eab3d-8665-43c3-a0a4-286b9786fbb4,641585.0,jpfrance,"France, J",Right,J.P. France,HOU,7.46,5.72,25.1,90.0,84.0,90.0,0.77,7.82,4.26,11.01,1.78,0.57,0.256,0.419,0.186,0.291,0.38,79.0,94.0,88.0,91.0,84.0,84.0,101.0,116.0,110.0,69.0,95.0,96.0,,,,0.294,0.238,,0.03,0.193,-2.27,-1.88,,-21.61,0.32,92.2,86.8,,78.5,74.2,0.375,0.563,0.151,,,,0.346,0.615,0.224,0.2,0.2,0.381,0.5,1.375,0.3,95.0,85.0,90.0,77.0,104.0,103.0,0.017,0.227,2.38,0.58,82.3,91.2,,,,0.095,0.238,0.297,,,,,,,,,
2024-04-06,745031,Strikeout,strikeout,True,694497,641585,Evan Carter,J.P. France,0,215e5b22-8d97-4c76-a3f8-5b3294be0ea3,641585.0,jpfrance,"France, J",Right,J.P. France,HOU,7.46,5.72,25.1,90.0,84.0,90.0,0.77,7.82,4.26,11.01,1.78,0.57,0.256,0.419,0.186,0.291,0.38,79.0,94.0,88.0,91.0,84.0,84.0,101.0,116.0,110.0,69.0,95.0,96.0,,,,0.294,0.238,,0.03,0.193,-2.27,-1.88,,-21.61,0.32,92.2,86.8,,78.5,74.2,0.375,0.563,0.151,,,,0.346,0.615,0.224,0.2,0.2,0.381,0.5,1.375,0.3,95.0,85.0,90.0,77.0,104.0,103.0,0.017,0.227,2.38,0.58,82.3,91.2,,,,0.095,0.238,0.297,,,,,,,,,
2024-04-06,745031,Double,double,False,694497,641585,Evan Carter,J.P. France,1,9d5611fe-6e6f-4990-a677-fa760e2739f2,641585.0,jpfrance,"France, J",Right,J.P. France,HOU,7.46,5.72,25.1,90.0,84.0,90.0,0.77,7.82,4.26,11.01,1.78,0.57,0.256,0.419,0.186,0.291,0.38,79.0,94.0,88.0,91.0,84.0,84.0,101.0,116.0,110.0,69.0,95.0,96.0,,,,0.294,0.238,,0.03,0.193,-2.27,-1.88,,-21.61,0.32,92.2,86.8,,78.5,74.2,0.375,0.563,0.151,,,,0.346,0.615,0.224,0.2,0.2,0.381,0.5,1.375,0.3,95.0,85.0,90.0,77.0,104.0,103.0,0.017,0.227,2.38,0.58,82.3,91.2,,,,0.095,0.238,0.297,,,,,,,,,
2024-04-06,745031,Lineout,field_out,True,694497,606160,Evan Carter,Rafael Montero,0,bcdf2dc7-6e26-499c-8a66-2de2687007b5,606160.0,rafaelmontero,Montero,Right,Rafael Montero,HOU,4.84,5.5,35.1,101.0,101.0,97.0,0.826,5.86,4.08,8.41,2.04,1.21,0.255,0.409,0.155,0.345,0.351,,,,105.0,98.0,98.0,122.0,89.0,92.0,,,,,,,0.46,,,0.079,,-0.42,,,-9.5,,95.4,,,86.2,,0.233,0.605,0.254,,,,,,,,,,0.714,1.714,0.235,90.0,111.0,101.0,95.0,100.0,94.0,0.227,0.235,3.22,-0.86,91.0,94.8,0.154,0.179,0.103,0.273,0.409,0.123,,,,,,,,,
2024-04-06,745031,Single,single,False,694497,605463,Evan Carter,Tayler Scott,1,1d88e2b8-0c56-4478-9375-7c7bffeb874a,605463.0,taylerscott,"Scott, Tay",Right,Tayler Scott,HOU,1.36,2.99,46.1,99.0,98.0,99.0,0.745,8.35,4.27,4.86,0.39,1.67,0.231,0.41,0.214,0.231,0.372,,,,121.0,98.0,97.0,89.0,97.0,106.0,,,,,,,0.433,,,0.262,,2.65,,,0.86,,92.7,,,84.0,,0.089,0.107,0.287,,,,,,,,,,0.212,0.288,0.276,60.0,103.0,101.0,105.0,93.0,86.0,0.073,0.232,-0.27,0.69,85.5,92.6,0.375,0.375,0.211,0.143,0.214,0.329,,,,,,,,,
2024-04-07,745032,Walk,walk,False,694497,669854,Evan Carter,Ronel Blanco,0,2c2e8aac-050e-4b24-9b4e-86d674154e10,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.56,3.56,109.0,99.0,95.0,97.0,0.732,8.26,3.47,5.28,1.32,0.89,0.215,0.461,0.18,0.313,0.405,73.0,98.0,101.0,81.0,94.0,87.0,84.0,103.0,100.0,,,,,,,0.368,,,0.323,0.054,0.03,,,2.64,2.82,93.4,,,86.3,79.1,0.179,0.439,0.188,,,,,,,0.0,0.0,0.476,0.164,0.224,0.31,124.0,103.0,106.0,,,,,0.255,,0.1,85.1,,,,,0.179,0.366,0.353,,,,,,,,,
2024-04-07,745032,Groundout,field_out,True,694497,669854,Evan Carter,Ronel Blanco,0,ca70c01f-c4f3-4411-82a4-7061514e004a,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.56,3.56,109.0,99.0,95.0,97.0,0.732,8.26,3.47,5.28,1.32,0.89,0.215,0.461,0.18,0.313,0.405,73.0,98.0,101.0,81.0,94.0,87.0,84.0,103.0,100.0,,,,,,,0.368,,,0.323,0.054,0.03,,,2.64,2.82,93.4,,,86.3,79.1,0.179,0.439,0.188,,,,,,,0.0,0.0,0.476,0.164,0.224,0.31,124.0,103.0,106.0,,,,,0.255,,0.1,85.1,,,,,0.179,0.366,0.353,,,,,,,,,
