date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,FS_ba,FS_slg,FS_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,CH%,wFC/C,wCU/C,wCH/C,vFC,vCH,vCU,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff,EP%,wEP/C,vEP
2024-05-14,745342,Grounded Into DP,grounded_into_double_play,True,682617,622503,Marco Luciano,Nabil Crismatt,1,d25db788-d864-4477-8814-40aa4c2f2397,622503.0,nabilcrismatt,Crismatt,Right,Nabil Crismatt,LAD,2.57,5.58,7.0,103.0,96.0,102.0,0.804,7.71,0.0,9.0,1.29,1.5,0.2,0.6,0.1,0.25,0.419,53.0,90.0,83.0,63.0,140.0,132.0,108.0,95.0,102.0,,,,0.022,0.183,,0.043,-0.12,,-22.41,18.17,90.5,,92.2,86.3,,,,0.333,0.667,0.0,,,,,,,107.0,104.0,107.0,103.0,121.0,102.0,,,,,0.054,0.699,,3.67,1.7,,81.8,74.3,0.25,0.4,0.278,,,,,,,,,,,,,,,,,,,,,
2024-05-17,745335,Strikeout,strikeout,True,682617,663372,Marco Luciano,Ryan Feltner,0,1783b7d9-d61e-4f2f-85bc-75d021db160c,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.36,4.1,102.1,100.0,97.0,100.0,0.779,8.0,2.9,10.11,1.06,1.37,0.224,0.399,0.168,0.336,0.446,83.0,102.0,97.0,91.0,91.0,87.0,110.0,99.0,104.0,,,,0.14,0.34,,0.291,-0.09,,0.41,-1.06,94.9,,94.4,88.1,,,,0.257,0.405,0.182,0.286,0.375,0.164,0.182,0.545,0.235,114.0,96.0,103.0,104.0,110.0,116.0,,,,,0.083,0.147,,-0.09,-1.33,,85.4,79.2,0.321,0.5,0.422,,,,0.2,0.333,0.299,,,,,,,,,,,,,,,
2024-05-17,745335,Flyout,field_out,True,682617,663372,Marco Luciano,Ryan Feltner,0,fce655c7-647c-4284-aef3-150040b74232,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.36,4.1,102.1,100.0,97.0,100.0,0.779,8.0,2.9,10.11,1.06,1.37,0.224,0.399,0.168,0.336,0.446,83.0,102.0,97.0,91.0,91.0,87.0,110.0,99.0,104.0,,,,0.14,0.34,,0.291,-0.09,,0.41,-1.06,94.9,,94.4,88.1,,,,0.257,0.405,0.182,0.286,0.375,0.164,0.182,0.545,0.235,114.0,96.0,103.0,104.0,110.0,116.0,,,,,0.083,0.147,,-0.09,-1.33,,85.4,79.2,0.321,0.5,0.422,,,,0.2,0.333,0.299,,,,,,,,,,,,,,,
2024-05-17,745335,Strikeout,strikeout,True,682617,680767,Marco Luciano,Victor Vodnik,0,40b8bedf-8a95-40d3-a4c2-af2d15ff2011,680767.0,victorvodnik,Vodnik,Right,Victor Vodnik,COL,4.03,4.36,51.1,99.0,122.0,102.0,0.797,8.24,4.03,8.94,0.88,1.93,0.25,0.342,0.171,0.408,0.422,124.0,98.0,100.0,,,,120.0,105.0,107.0,,,,,0.643,,0.2,-0.34,,,-0.07,97.7,,,84.1,,,,0.271,0.426,0.196,,,,0.268,0.341,0.268,114.0,99.0,100.0,,,,,,,,,0.157,,,1.35,,89.9,,0.172,0.172,0.254,,,,,,,,,,,,,,,,,,,,,
2024-05-17,745335,Single,single,False,682617,656234,Marco Luciano,Jake Bird,1,7067f5c3-5622-49eb-b1ac-e838b6131a0f,656234.0,jakebird,Bird,Right,Jake Bird,COL,6.26,4.96,23.0,93.0,114.0,93.0,0.79,6.26,7.04,9.78,1.17,1.4,0.315,0.356,0.151,0.26,0.411,49.0,90.0,88.0,91.0,86.0,82.0,137.0,101.0,104.0,,,,0.437,0.015,,0.305,-6.25,,-1.3,0.62,94.5,,95.3,85.0,,,,,,,0.318,0.432,0.123,0.185,0.259,0.302,,,,133.0,94.0,101.0,119.0,90.0,96.0,0.074,0.169,,-4.3,-2.8,,91.2,,81.4,,,,0.5,1.25,0.278,0.273,0.545,0.304,,,,,,,,,,,,,,,
2024-05-18,745339,Double,double,False,682617,621389,Marco Luciano,Ty Blach,0,3b2786c2-2ce3-4255-86d3-3f5c8c442e59,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,,,,77.0,106.0,90.0,,,,,,,0.51,,,,,,-1.47,,,,89.1,,,,,,,,0.376,0.576,0.092,,,,70.0,98.0,89.0,37.0,94.0,92.0,79.0,107.0,89.0,0.121,0.122,0.247,0.63,-0.42,-2.76,83.2,80.0,79.2,0.367,0.517,0.217,0.211,0.5,0.203,0.174,0.348,0.191,,,,,,,,,,,,,,,
2024-05-18,745339,Groundout,field_out,True,682617,621389,Marco Luciano,Ty Blach,1,8b1ce0d4-458b-42e9-8bdd-2214024834d1,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,,,,77.0,106.0,90.0,,,,,,,0.51,,,,,,-1.47,,,,89.1,,,,,,,,0.376,0.576,0.092,,,,70.0,98.0,89.0,37.0,94.0,92.0,79.0,107.0,89.0,0.121,0.122,0.247,0.63,-0.42,-2.76,83.2,80.0,79.2,0.367,0.517,0.217,0.211,0.5,0.203,0.174,0.348,0.191,,,,,,,,,,,,,,,
2024-05-18,745339,Double,double,False,682617,663567,Marco Luciano,Peter Lambert,0,d4f972ea-2778-41f9-a64d-fbe3f6d6e150,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,COL,5.44,4.1,43.0,94.0,95.0,94.0,0.797,7.12,4.6,9.0,0.84,1.09,0.29,0.435,0.137,0.313,0.411,87.0,91.0,88.0,87.0,95.0,89.0,120.0,94.0,101.0,,,,0.032,0.382,,0.306,-0.75,,-1.55,0.45,94.5,,93.8,85.8,,,,0.276,0.534,0.11,0.333,0.333,0.0,0.182,0.182,0.316,89.0,95.0,95.0,80.0,96.0,95.0,,,,,0.052,0.228,,-5.77,0.42,,86.9,78.0,0.237,0.263,0.42,,,,0.25,0.875,0.2,,,,,,,,,,,,,,,
2024-05-18,745339,Strikeout,strikeout,True,682617,664875,Marco Luciano,Justin Lawrence,0,e16b9890-133a-4378-b0dc-e98319cfaaf0,664875.0,justinlawrence,"Lawrence, J",Right,Justin Lawrence,COL,5.86,5.22,35.1,96.0,109.0,104.0,0.788,7.39,5.09,10.44,1.02,2.11,0.245,0.409,0.118,0.309,0.403,,,,75.0,96.0,96.0,156.0,95.0,116.0,,,,0.579,,,0.421,,,-1.67,0.0,,,94.9,84.0,,,,,,,0.375,0.563,0.173,0.204,0.296,0.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-18,745339,Walk,walk,False,682617,683232,Marco Luciano,Nick Mears,0,8e8cb506-2edc-492e-915e-1874d8697995,683232.0,nickmears,Mears,Right,Nick Mears,COL,5.95,3.29,42.1,98.0,130.0,106.0,0.758,11.06,4.46,9.99,0.43,1.18,0.281,0.322,0.149,0.347,0.435,138.0,98.0,105.0,,,,111.0,99.0,103.0,,,,,0.603,,0.19,1.1,,,-0.05,96.7,,,86.4,,,,0.242,0.319,0.192,,,,0.257,0.343,0.522,,,,127.0,100.0,110.0,,,,,0.207,,,-3.59,,,,81.4,,,,,,,0.372,0.535,0.288,,,,,,,,,,,,,,,
