date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,CU%,wFC/C,wFS/C,wCU/C,vFC,vFS,vCU,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,EP%,wEP/C,vEP,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff
2024-06-27,745565,Single,single,False,645305,554430,Ali Sánchez,Zack Wheeler,1,4759874c-eef3-44a4-8732-e6164bb9c556,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.7,2.9,116.2,104.0,106.0,108.0,0.749,9.72,2.7,6.25,0.85,1.17,0.274,0.341,0.221,0.284,0.425,,,,101.0,107.0,109.0,109.0,103.0,108.0,128.0,107.0,114.0,0.187,0.416,0.116,,0.69,2.48,1.61,,95.1,,94.4,84.4,0.14,0.2,0.327,0.219,0.391,0.294,,,,0.173,0.24,0.149,114.0,99.0,107.0,95.0,98.0,98.0,96.0,106.0,107.0,0.104,0.078,0.099,-0.15,0.85,-0.34,90.9,86.1,81.5,0.244,0.439,0.184,0.171,0.257,0.385,0.179,0.333,0.357,,,,,,,,,,,,,,,,,,,,,
2024-06-27,745565,Groundout,field_out,True,645305,656546,Ali Sánchez,Jeff Hoffman,1,784971d1-2773-44e9-83e4-0b758fd93d3b,656546.0,jeffhoffman,Hoffman,Right,Jeff Hoffman,PHI,1.09,2.19,41.1,100.0,114.0,103.0,0.682,11.98,2.18,5.66,0.44,0.97,0.175,0.495,0.124,0.268,0.452,,,,121.0,103.0,103.0,113.0,107.0,116.0,109.0,95.0,102.0,0.085,0.408,0.395,,1.24,3.89,2.07,,96.5,,96.6,86.4,0.157,0.255,0.44,0.194,0.323,0.312,,,,0.154,0.154,0.167,,,,,,,108.0,103.0,103.0,,0.113,,,0.27,,,90.4,,,,,0.16,0.24,0.275,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-28,745560,Double Play,double_play,True,645305,650911,Ali Sánchez,Cristopher Sánchez,1,c1554918-5353-4f02-9dd5-1b44cc461f50,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,,,,98.0,99.0,98.0,95.0,100.0,104.0,0.477,,0.184,0.337,,-0.18,1.12,2.05,,85.2,94.4,84.1,0.217,0.319,0.292,,,,0.166,0.185,0.385,0.343,0.436,0.1,,,,86.0,52.0,74.0,,,,0.002,,,2.59,,,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-28,745560,Strikeout,strikeout,True,645305,650911,Ali Sánchez,Cristopher Sánchez,0,8440aed8-8e7b-4f4e-bb6f-5e13211a6360,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,,,,98.0,99.0,98.0,95.0,100.0,104.0,0.477,,0.184,0.337,,-0.18,1.12,2.05,,85.2,94.4,84.1,0.217,0.319,0.292,,,,0.166,0.185,0.385,0.343,0.436,0.1,,,,86.0,52.0,74.0,,,,0.002,,,2.59,,,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-28,745560,Groundout,field_out,True,645305,650911,Ali Sánchez,Cristopher Sánchez,0,ee2c9bc0-db42-4a6f-af35-14778bf113ce,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,,,,98.0,99.0,98.0,95.0,100.0,104.0,0.477,,0.184,0.337,,-0.18,1.12,2.05,,85.2,94.4,84.1,0.217,0.319,0.292,,,,0.166,0.185,0.385,0.343,0.436,0.1,,,,86.0,52.0,74.0,,,,0.002,,,2.59,,,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,745555,Groundout,field_out,True,645305,624133,Ali Sánchez,Ranger Suárez,0,fab8cb81-0c17-4c4f-bf21-598859323c59,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,0.319,0.19,0.001,0.166,1.37,1.26,-4.76,0.71,92.0,80.3,90.9,81.3,,,,0.208,0.299,0.184,0.181,0.25,0.393,0.241,0.354,0.109,86.0,106.0,108.0,102.0,98.0,94.0,,,,0.125,,0.199,-1.66,,1.5,86.6,,74.5,0.308,0.615,0.125,,,,0.171,0.289,0.335,,,,,,,,,,,,,,,,,,,,,
2024-06-30,745555,Walk,walk,False,645305,624133,Ali Sánchez,Ranger Suárez,0,704263bf-731b-4b4d-a7c7-b180d92f9c49,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,69.0,101.0,92.0,87.0,106.0,103.0,22.0,85.0,77.0,0.319,0.19,0.001,0.166,1.37,1.26,-4.76,0.71,92.0,80.3,90.9,81.3,,,,0.208,0.299,0.184,0.181,0.25,0.393,0.241,0.354,0.109,86.0,106.0,108.0,102.0,98.0,94.0,,,,0.125,,0.199,-1.66,,1.5,86.6,,74.5,0.308,0.615,0.125,,,,0.171,0.289,0.335,,,,,,,,,,,,,,,,,,,,,
2024-06-30,745555,Single,single,False,645305,614179,Ali Sánchez,José Ruiz,1,de05cc69-b050-49c0-8b71-b80187d3c7db,614179.0,joseruiz,"Ruiz, J",Right,José Ruiz,PHI,5.08,4.3,28.1,101.0,104.0,101.0,0.742,7.94,2.22,10.8,1.91,1.77,0.233,0.467,0.078,0.367,0.424,94.0,86.0,93.0,104.0,98.0,101.0,75.0,100.0,96.0,131.0,79.0,84.0,0.242,0.248,0.047,0.038,-0.88,1.67,-1.48,-2.94,96.3,90.4,95.8,91.9,0.333,0.333,0.375,0.273,0.545,0.323,0.25,0.5,0.167,0.25,0.357,0.143,119.0,105.0,104.0,,,,,,,,,0.426,,,-2.08,,,86.3,,,,,,,0.339,0.536,0.343,,,,,,,,,,,,,,,,,,,,,
2024-06-30,745555,Strikeout,strikeout,True,645305,622554,Ali Sánchez,Seranthony Domínguez,0,0aa32a5d-1a18-4c7d-a276-2c5ce2186118,622554.0,seranthonydominguez,Domínguez,Right,Seranthony Domínguez,PHI,4.76,3.19,34.0,97.0,123.0,101.0,0.763,10.32,3.18,7.94,1.59,0.8,0.302,0.375,0.198,0.24,0.434,22.0,105.0,95.0,123.0,94.0,95.0,102.0,98.0,103.0,134.0,100.0,107.0,0.196,0.402,0.394,0.008,0.27,-1.98,0.55,-14.14,97.5,91.5,97.9,88.5,0.133,0.383,0.379,0.233,0.372,0.22,,,,0.355,0.452,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-04,746043,Lineout,field_out,True,645305,601713,Ali Sánchez,Nick Pivetta,0,7b379d2a-9f7b-444a-9b37-8f0bd565a139,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,,,,129.0,107.0,111.0,,,,152.0,102.0,107.0,,0.485,0.281,,1.51,,0.51,,94.3,,,83.0,0.333,0.583,0.345,0.204,0.354,0.213,,,,,,,111.0,106.0,107.0,111.0,100.0,87.0,,,,0.078,,0.155,-6.7,,0.97,88.4,,80.1,0.414,0.966,0.19,,,,0.172,0.31,0.229,,,,,,,,,,,,,,,,,,,,,
2024-07-04,746043,Flyout,field_out,True,645305,601713,Ali Sánchez,Nick Pivetta,0,f3b75aed-1738-4cbb-8a13-da01b9a6be8f,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,,,,129.0,107.0,111.0,,,,152.0,102.0,107.0,,0.485,0.281,,1.51,,0.51,,94.3,,,83.0,0.333,0.583,0.345,0.204,0.354,0.213,,,,,,,111.0,106.0,107.0,111.0,100.0,87.0,,,,0.078,,0.155,-6.7,,0.97,88.4,,80.1,0.414,0.966,0.19,,,,0.172,0.31,0.229,,,,,,,,,,,,,,,,,,,,,
2024-07-06,746044,Strikeout,strikeout,True,645305,676979,Ali Sánchez,Garrett Crochet,0,fc879814-a785-43d0-8c85-1fd0cbe0385e,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,,,,138.0,99.0,103.0,,0.552,0.114,0.061,1.77,,-2.87,-0.38,97.0,90.8,,84.1,0.227,0.614,0.372,0.188,0.274,0.31,0.179,0.321,0.279,,,,,,,92.0,107.0,104.0,,,,0.273,,,2.05,,,91.4,,,0.213,0.283,0.351,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-06,746044,Single,single,False,645305,676979,Ali Sánchez,Garrett Crochet,1,95f87caa-364a-4287-b45a-40e39a611412,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,,,,138.0,99.0,103.0,,0.552,0.114,0.061,1.77,,-2.87,-0.38,97.0,90.8,,84.1,0.227,0.614,0.372,0.188,0.274,0.31,0.179,0.321,0.279,,,,,,,92.0,107.0,104.0,,,,0.273,,,2.05,,,91.4,,,0.213,0.283,0.351,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-06,746044,Pop Out,field_out,True,645305,647336,Ali Sánchez,Michael Soroka,0,02a9fb9d-0bf3-4165-a466-92c4ffc651ea,647336.0,michaelsoroka,Soroka,Right,Michael Soroka,CHW,5.23,4.92,72.1,95.0,95.0,94.0,0.792,8.83,5.23,7.96,1.62,0.99,0.268,0.478,0.176,0.298,0.402,112.0,84.0,92.0,93.0,97.0,94.0,77.0,93.0,89.0,102.0,99.0,97.0,0.229,0.306,0.36,0.105,-0.14,-1.48,0.1,-3.67,93.3,82.1,92.3,81.9,0.185,0.348,0.408,0.206,0.382,0.177,0.333,0.667,0.132,0.289,0.518,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-06,746044,Caught Stealing 2B,caught_stealing_2b,True,645305,647336,Ali Sánchez,Michael Soroka,0,8f5dfcbe-c97f-462c-a333-c83be289cf91,647336.0,michaelsoroka,Soroka,Right,Michael Soroka,CHW,5.23,4.92,72.1,95.0,95.0,94.0,0.792,8.83,5.23,7.96,1.62,0.99,0.268,0.478,0.176,0.298,0.402,112.0,84.0,92.0,93.0,97.0,94.0,77.0,93.0,89.0,102.0,99.0,97.0,0.229,0.306,0.36,0.105,-0.14,-1.48,0.1,-3.67,93.3,82.1,92.3,81.9,0.185,0.348,0.408,0.206,0.382,0.177,0.333,0.667,0.132,0.289,0.518,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-06,746044,Groundout,field_out,True,645305,605121,Ali Sánchez,Justin Anderson,0,05ab69ea-7882-4188-8829-07adcbdda4fe,605121.0,justinanderson,"Anderson, J",Right,Justin Anderson,CHW,4.97,4.19,25.1,101.0,110.0,101.0,0.724,9.24,5.33,8.17,0.71,0.85,0.23,0.378,0.162,0.297,0.4,,,,104.0,97.0,96.0,95.0,100.0,93.0,126.0,102.0,107.0,0.148,0.311,0.46,,1.78,-0.95,-1.04,,96.1,,94.8,85.6,0.233,0.442,0.439,0.103,0.138,0.208,,,,0.267,0.333,0.192,,,,71.0,114.0,107.0,,,,0.081,,,-1.77,,,93.0,,,0.5,0.5,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-10,746366,Grounded Into DP,grounded_into_double_play,True,645305,664285,Ali Sánchez,Framber Valdez,1,be5a718f-6720-4f58-99f0-bbfff4d71b5e,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.66,3.99,98.1,96.0,110.0,100.0,0.77,7.51,2.93,8.6,0.73,3.21,0.204,0.398,0.106,0.338,0.427,125.0,91.0,100.0,63.0,111.0,97.0,95.0,101.0,97.0,102.0,102.0,114.0,0.514,0.017,0.04,0.15,-3.8,1.28,0.84,-0.13,94.2,89.5,93.8,85.6,0.211,0.421,0.367,0.4,1.0,0.273,0.264,0.358,0.345,0.31,0.411,0.12,128.0,91.0,103.0,,,,,,,,,0.278,,,0.45,,,80.0,,,,,,,0.149,0.23,0.399,,,,,,,,,,,,,,,,,,,,,
2024-07-10,746366,Strikeout,strikeout,True,645305,664285,Ali Sánchez,Framber Valdez,0,36460a24-50f0-4e0a-809c-16e49e0be08a,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.66,3.99,98.1,96.0,110.0,100.0,0.77,7.51,2.93,8.6,0.73,3.21,0.204,0.398,0.106,0.338,0.427,125.0,91.0,100.0,63.0,111.0,97.0,95.0,101.0,97.0,102.0,102.0,114.0,0.514,0.017,0.04,0.15,-3.8,1.28,0.84,-0.13,94.2,89.5,93.8,85.6,0.211,0.421,0.367,0.4,1.0,0.273,0.264,0.358,0.345,0.31,0.411,0.12,128.0,91.0,103.0,,,,,,,,,0.278,,,0.45,,,80.0,,,,,,,0.149,0.23,0.399,,,,,,,,,,,,,,,,,,,,,
2024-07-10,746366,Strikeout,strikeout,True,645305,672391,Ali Sánchez,Kaleb Ort,0,607d1ac5-3932-43cf-a35f-c7111e2b3170,672391.0,kalebort,Ort,Right,Kaleb Ort,HOU,0.0,0.39,3.0,114.0,128.0,126.0,0.591,18.0,0.0,0.0,0.0,2.0,0.0,0.333,0.0,0.333,0.513,62.0,138.0,138.0,153.0,117.0,142.0,,,,95.0,116.0,106.0,,0.59,0.179,0.077,8.63,,1.31,-0.67,97.4,90.8,,83.9,,,,0.0,0.0,0.538,,,,,,,,,,102.0,92.0,80.0,,,,0.154,,,3.67,,,92.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-12,746685,Field Error,field_error,False,645305,686730,Ali Sánchez,Carson Spiers,0,e8ef38fe-664c-4edd-b94a-1ccd53d920df,686730.0,carsonspiers,Spiers,Right,Carson Spiers,CIN,3.83,3.41,47.0,107.0,87.0,102.0,0.803,7.85,1.72,9.57,0.96,0.83,0.297,0.378,0.223,0.297,0.471,65.0,103.0,91.0,76.0,104.0,96.0,75.0,111.0,103.0,128.0,109.0,118.0,0.18,0.28,0.221,0.14,-1.31,3.02,-0.27,-2.68,92.3,86.7,92.0,81.2,0.243,0.459,0.329,0.236,0.382,0.25,0.355,0.548,0.135,0.282,0.359,0.123,,,,80.0,107.0,101.0,,,,0.179,,,1.46,,,87.8,,,0.24,0.4,0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-12,746685,Single,single,False,645305,686730,Ali Sánchez,Carson Spiers,0,a501537f-bc70-490c-8d5f-43b69763a778,686730.0,carsonspiers,Spiers,Right,Carson Spiers,CIN,3.83,3.41,47.0,107.0,87.0,102.0,0.803,7.85,1.72,9.57,0.96,0.83,0.297,0.378,0.223,0.297,0.471,65.0,103.0,91.0,76.0,104.0,96.0,75.0,111.0,103.0,128.0,109.0,118.0,0.18,0.28,0.221,0.14,-1.31,3.02,-0.27,-2.68,92.3,86.7,92.0,81.2,0.243,0.459,0.329,0.236,0.382,0.25,0.355,0.548,0.135,0.282,0.359,0.123,,,,80.0,107.0,101.0,,,,0.179,,,1.46,,,87.8,,,0.24,0.4,0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-12,746685,Lineout,field_out,True,645305,607259,Ali Sánchez,Nick Martinez,0,60a52631-00b4-4c40-b259-b8227e1ab07e,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.88,3.17,72.0,109.0,101.0,107.0,0.785,7.0,1.13,9.0,0.75,0.9,0.289,0.399,0.228,0.215,0.426,118.0,115.0,119.0,90.0,109.0,107.0,84.0,106.0,97.0,101.0,109.0,111.0,0.152,0.219,0.083,0.217,0.96,1.08,0.29,0.75,92.6,80.0,91.9,84.7,0.235,0.294,0.432,0.206,0.317,0.188,0.211,0.38,0.384,0.24,0.34,0.053,109.0,102.0,103.0,101.0,108.0,104.0,,,,0.199,,0.131,0.21,,-2.24,88.5,,81.1,0.345,0.5,0.145,,,,0.381,0.714,0.37,,,,,,,,,,,,,,,,,,,,,
