date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,wFA/C,wSL/C,wCU/C,vFA,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,wFC/C,wFS/C,wSI/C,vFC,vFS,vSI,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,EP%,wEP/C,vEP,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C
2024-04-10,745024,Single,single,False,663527,674003,Tyler Nevin,Cody Bradford,1,aae768c5-251a-43cb-9477-271776afdaca,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,1.4,2.46,19.1,103.0,92.0,97.0,0.779,7.91,0.93,4.66,0.47,0.58,0.404,0.212,0.192,0.308,0.352,102.0,115.0,109.0,91.0,100.0,87.0,39.0,106.0,109.0,0.494,0.049,0.154,4.59,8.51,2.09,90.4,84.2,75.7,0.1,0.175,0.24,0.0,0.0,0.571,,,,38.0,107.0,93.0,,,,,0.011,,-4.35,,,86.3,,,,,,,,,,,,104.0,100.0,104.0,0.292,0.62,81.4,0.143,0.143,0.077,0.278,0.333,0.35,,,,,,,,,,,,,,,,,,
2024-04-10,745024,Groundout,field_out,True,663527,674003,Tyler Nevin,Cody Bradford,0,79206ee4-b8e7-4273-9d08-32fc99f5456d,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,1.4,2.46,19.1,103.0,92.0,97.0,0.779,7.91,0.93,4.66,0.47,0.58,0.404,0.212,0.192,0.308,0.352,102.0,115.0,109.0,91.0,100.0,87.0,39.0,106.0,109.0,0.494,0.049,0.154,4.59,8.51,2.09,90.4,84.2,75.7,0.1,0.175,0.24,0.0,0.0,0.571,,,,38.0,107.0,93.0,,,,,0.011,,-4.35,,,86.3,,,,,,,,,,,,104.0,100.0,104.0,0.292,0.62,81.4,0.143,0.143,0.077,0.278,0.333,0.35,,,,,,,,,,,,,,,,,,
2024-04-10,745024,Strikeout,strikeout,True,663527,674003,Tyler Nevin,Cody Bradford,0,30f9ddfa-6b6e-4bf2-af5b-248b6a49c553,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,1.4,2.46,19.1,103.0,92.0,97.0,0.779,7.91,0.93,4.66,0.47,0.58,0.404,0.212,0.192,0.308,0.352,102.0,115.0,109.0,91.0,100.0,87.0,39.0,106.0,109.0,0.494,0.049,0.154,4.59,8.51,2.09,90.4,84.2,75.7,0.1,0.175,0.24,0.0,0.0,0.571,,,,38.0,107.0,93.0,,,,,0.011,,-4.35,,,86.3,,,,,,,,,,,,104.0,100.0,104.0,0.292,0.62,81.4,0.143,0.143,0.077,0.278,0.333,0.35,,,,,,,,,,,,,,,,,,
2024-04-10,745024,Single,single,False,663527,666720,Tyler Nevin,Yerry Rodríguez,0,1c94a260-6089-41c1-b556-2de96e319362,666720.0,yerryrodriguez,"Rodríguez, Y",Right,Yerry Rodríguez,TEX,6.88,7.19,17.0,95.0,105.0,97.0,0.803,6.35,5.82,8.47,2.65,0.96,0.241,0.333,0.185,0.463,0.427,,,,105.0,96.0,92.0,107.0,100.0,110.0,0.582,0.316,,-0.36,-2.38,,96.3,83.7,,0.25,0.444,0.172,0.25,0.583,0.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.0,81.0,83.0,0.102,-3.2,86.5,,,,0.167,0.667,0.313,,,,,,,,,,,,,,,,,,
2024-04-11,745029,Groundout,field_out,True,663527,592351,Tyler Nevin,Jon Gray,0,d9b3b1f1-2ee2-4c38-ae89-2bdc36eafc6c,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,3.96,4.83,86.1,103.0,83.0,97.0,0.769,7.61,2.4,9.49,0.83,1.0,0.239,0.386,0.136,0.382,0.447,98.0,96.0,103.0,72.0,103.0,91.0,94.0,105.0,104.0,0.447,0.438,0.045,-0.49,0.93,-1.3,94.8,88.7,78.9,0.303,0.419,0.146,0.218,0.327,0.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,97.0,92.0,0.069,-2.38,88.6,0.5,0.5,0.273,0.308,0.654,0.235,,,,,,,,,,,,,,,,,,
2024-04-11,745029,Strikeout,strikeout,True,663527,592351,Tyler Nevin,Jon Gray,0,d008c7b3-868f-4fe8-9a75-4343b6c5e517,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,3.96,4.83,86.1,103.0,83.0,97.0,0.769,7.61,2.4,9.49,0.83,1.0,0.239,0.386,0.136,0.382,0.447,98.0,96.0,103.0,72.0,103.0,91.0,94.0,105.0,104.0,0.447,0.438,0.045,-0.49,0.93,-1.3,94.8,88.7,78.9,0.303,0.419,0.146,0.218,0.327,0.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,97.0,92.0,0.069,-2.38,88.6,0.5,0.5,0.273,0.308,0.654,0.235,,,,,,,,,,,,,,,,,,
2024-04-11,745029,Strikeout,strikeout,True,663527,656641,Tyler Nevin,Jacob Latz,0,df90a3cb-a528-4d33-9121-8687d1e8a2f3,656641.0,jacoblatz,Latz,Left,Jacob Latz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.243,0.4,0.244,0.143,0.143,0.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.209,0.302,0.386,,,,,,,,,,,,,,,,,,
2024-04-11,745029,Walk,walk,False,663527,570632,Tyler Nevin,José Ureña,0,c6a84648-3d94-4488-b6c8-f322cb1d00ed,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.13,3.67,69.0,98.0,88.0,96.0,0.775,6.13,2.87,7.96,1.04,1.66,0.237,0.437,0.144,0.298,0.382,,,,87.0,97.0,93.0,87.0,99.0,98.0,0.067,0.365,,-2.63,-0.1,,96.2,86.7,,0.429,1.0,0.229,0.226,0.333,0.363,93.0,99.0,97.0,,,,,,,0.394,,,,,1.6,,,95.9,0.234,0.298,0.101,,,,,,,75.0,96.0,89.0,0.174,-0.43,88.7,,,,0.238,0.548,0.336,,,,,,,,,,,,,,,,,,
2024-04-12,745679,Forceout,force_out,True,663527,676395,Tyler Nevin,Robert Garcia,1,cf68f4ae-1e44-4208-83ed-c94a7f6ab672,676395.0,robertgarcia,"Garcia, Ro",Left,Robert Garcia,WSN,4.68,2.52,32.2,105.0,105.0,104.0,0.755,12.95,3.03,8.82,0.83,1.7,0.301,0.422,0.229,0.265,0.439,,,,114.0,103.0,104.0,107.0,114.0,118.0,0.562,0.175,,0.35,-0.82,,94.4,84.8,,0.25,0.397,0.238,0.269,0.462,0.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,105.0,97.0,0.264,1.41,87.4,,,,0.235,0.235,0.366,,,,,,,,,,,,,,,,,,
2024-04-12,745679,Strikeout,strikeout,True,663527,640448,Tyler Nevin,Kyle Finnegan,0,0331b544-b037-48e1-aaa3-dfc56137daca,640448.0,kylefinnegan,Finnegan,Right,Kyle Finnegan,WSN,2.43,4.27,40.2,106.0,101.0,102.0,0.78,9.3,3.1,6.2,1.33,1.22,0.29,0.346,0.168,0.374,0.513,,,,99.0,107.0,102.0,110.0,108.0,110.0,0.686,0.057,,1.45,1.89,,97.2,85.3,,0.2,0.316,0.197,0.125,0.125,0.438,,,,,,,104.0,104.0,102.0,,,0.257,,-0.04,,,89.0,,,,,0.182,0.432,0.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-13,745676,Walk,walk,False,663527,669022,Tyler Nevin,MacKenzie Gore,0,1174cd1b-0d5a-4217-ba26-fc2b3ee586c4,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.21,-0.7,0.66,96.4,91.0,83.3,0.284,0.408,0.239,0.429,0.714,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,89.0,93.0,0.092,-1.82,85.9,0.217,0.265,0.356,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,
2024-04-13,745676,Flyout,field_out,True,663527,669022,Tyler Nevin,MacKenzie Gore,0,e9371560-3949-4acc-95d7-b6250ffbbb9d,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.21,-0.7,0.66,96.4,91.0,83.3,0.284,0.408,0.239,0.429,0.714,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,89.0,93.0,0.092,-1.82,85.9,0.217,0.265,0.356,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,
2024-04-13,745676,Single,single,False,663527,571882,Tyler Nevin,Derek Law,0,fe832289-8b37-4d59-92f3-a190e70f7081,571882.0,dereklaw,"Law, D",Right,Derek Law,WSN,3.32,4.04,57.0,103.0,91.0,98.0,0.744,7.89,2.68,9.16,0.95,1.84,0.203,0.448,0.128,0.221,0.403,100.0,94.0,99.0,80.0,103.0,95.0,112.0,113.0,107.0,0.133,0.287,0.046,-1.25,2.56,-7.81,95.1,87.2,77.8,0.292,0.5,0.186,0.171,0.256,0.405,85.0,97.0,89.0,81.0,100.0,94.0,,,,0.092,0.399,,0.36,,-2.66,91.5,,94.4,0.455,0.545,0.109,,,,0.293,0.387,0.252,85.0,106.0,104.0,0.043,1.29,88.4,0.75,2.25,0.0,0.222,0.222,0.238,,,,,,,,,,,,,,,,,,
2024-04-14,745681,Single,single,False,663527,571882,Tyler Nevin,Derek Law,1,12a2fdd0-3430-4458-bc52-13cd65574b65,571882.0,dereklaw,"Law, D",Right,Derek Law,WSN,3.32,4.04,57.0,103.0,91.0,98.0,0.744,7.89,2.68,9.16,0.95,1.84,0.203,0.448,0.128,0.221,0.403,100.0,94.0,99.0,80.0,103.0,95.0,112.0,113.0,107.0,0.133,0.287,0.046,-1.25,2.56,-7.81,95.1,87.2,77.8,0.292,0.5,0.186,0.171,0.256,0.405,85.0,97.0,89.0,81.0,100.0,94.0,,,,0.092,0.399,,0.36,,-2.66,91.5,,94.4,0.455,0.545,0.109,,,,0.293,0.387,0.252,85.0,106.0,104.0,0.043,1.29,88.4,0.75,2.25,0.0,0.222,0.222,0.238,,,,,,,,,,,,,,,,,,
2024-04-14,745681,Single,single,False,663527,571670,Tyler Nevin,Dylan Floro,1,c1aaef2f-812f-418f-9c2a-d1879512afd1,571670.0,dylanfloro,Floro,Right,Dylan Floro,WSN,2.11,3.1,47.0,106.0,75.0,96.0,0.809,7.28,2.3,7.09,0.0,1.66,0.293,0.338,0.18,0.331,0.455,,,,83.0,111.0,102.0,68.0,98.0,89.0,0.166,0.28,,2.92,2.14,,90.0,83.6,,0.182,0.182,0.226,0.167,0.19,0.351,79.0,107.0,96.0,,,,,,,0.473,,,,,2.15,,,90.2,0.247,0.296,0.067,,,,,,,68.0,115.0,101.0,0.08,-0.67,84.1,,,,0.308,0.308,0.296,,,,,,,,,,,,,,,,,,
2024-04-15,745677,Groundout,field_out,True,663527,543243,Tyler Nevin,Sonny Gray,0,3de143b0-2c90-4077-ac27-4e625a1f0b34,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.34,3.34,99.2,102.0,108.0,106.0,0.75,10.93,2.17,7.31,0.72,1.31,0.215,0.402,0.151,0.327,0.443,115.0,95.0,95.0,107.0,95.0,101.0,150.0,117.0,131.0,0.239,0.187,0.159,0.68,0.67,1.37,92.6,85.0,80.1,0.31,0.479,0.147,0.162,0.216,0.422,92.0,116.0,114.0,88.0,99.0,99.0,,,,0.173,0.182,,1.7,,1.47,87.7,,93.1,0.197,0.316,0.181,,,,0.237,0.407,0.303,69.0,88.0,83.0,0.06,-2.47,88.5,0.184,0.342,0.299,0.385,0.769,0.345,,,,,,,,,,,,,,,,,,
2024-04-15,745677,Flyout,field_out,True,663527,543243,Tyler Nevin,Sonny Gray,1,5c1c4153-938e-405b-b2ce-a0ad2f28495b,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.34,3.34,99.2,102.0,108.0,106.0,0.75,10.93,2.17,7.31,0.72,1.31,0.215,0.402,0.151,0.327,0.443,115.0,95.0,95.0,107.0,95.0,101.0,150.0,117.0,131.0,0.239,0.187,0.159,0.68,0.67,1.37,92.6,85.0,80.1,0.31,0.479,0.147,0.162,0.216,0.422,92.0,116.0,114.0,88.0,99.0,99.0,,,,0.173,0.182,,1.7,,1.47,87.7,,93.1,0.197,0.316,0.181,,,,0.237,0.407,0.303,69.0,88.0,83.0,0.06,-2.47,88.5,0.184,0.342,0.299,0.385,0.769,0.345,,,,,,,,,,,,,,,,,,
2024-04-15,745677,Walk,walk,False,663527,552640,Tyler Nevin,Andrew Kittredge,0,3ef98d04-7621-41c8-938d-fa9304c836f2,552640.0,andrewkittredge,Kittredge,Right,Andrew Kittredge,STL,3.53,4.57,43.1,106.0,116.0,111.0,0.754,8.93,2.7,8.1,1.66,1.16,0.197,0.484,0.156,0.279,0.438,,,,98.0,115.0,116.0,133.0,106.0,117.0,0.114,0.485,,0.02,0.45,,93.7,88.1,,0.217,0.348,0.22,0.2,0.45,0.41,97.0,103.0,102.0,171.0,88.0,76.0,,,,0.392,0.009,,-5.76,,-0.46,88.2,,94.6,0.293,0.466,0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-15,745677,Strikeout,strikeout,True,663527,664854,Tyler Nevin,Ryan Helsley,0,71d8dfbf-85e1-4ac4-9765-45f209ab34e0,664854.0,ryanhelsley,Helsley,Right,Ryan Helsley,STL,2.36,2.62,42.0,99.0,136.0,110.0,0.681,10.29,3.64,6.86,0.43,1.07,0.287,0.361,0.148,0.306,0.47,95.0,97.0,112.0,131.0,97.0,104.0,147.0,101.0,116.0,0.444,0.49,0.066,-0.33,3.01,4.93,99.4,88.7,80.7,0.3,0.4,0.188,0.169,0.181,0.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.455,,,,,,,,,,,,,,,,,,,,,
2024-04-16,745674,Single,single,False,663527,458681,Tyler Nevin,Lance Lynn,1,527e2723-65fd-44a6-ad1c-7918c7d97d7d,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,4.39,4.92,96.1,99.0,84.0,95.0,0.785,8.6,3.46,9.06,1.31,1.03,0.229,0.396,0.147,0.311,0.401,,,,87.0,101.0,97.0,96.0,106.0,116.0,0.468,0.081,,0.69,-2.24,,92.4,80.7,,0.206,0.394,0.312,0.25,0.25,0.0,65.0,94.0,84.0,90.0,99.0,93.0,,,,0.163,0.238,,-1.16,,-1.19,88.2,,91.2,0.292,0.523,0.106,,,,0.311,0.433,0.27,61.0,91.0,83.0,0.05,-3.31,85.0,,,,0.375,0.375,0.2,,,,,,,,,,,,,,,,,,
2024-04-16,745674,Strikeout,strikeout,True,663527,458681,Tyler Nevin,Lance Lynn,0,7c266be1-37f7-4bb3-a234-799bacc100a8,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,4.39,4.92,96.1,99.0,84.0,95.0,0.785,8.6,3.46,9.06,1.31,1.03,0.229,0.396,0.147,0.311,0.401,,,,87.0,101.0,97.0,96.0,106.0,116.0,0.468,0.081,,0.69,-2.24,,92.4,80.7,,0.206,0.394,0.312,0.25,0.25,0.0,65.0,94.0,84.0,90.0,99.0,93.0,,,,0.163,0.238,,-1.16,,-1.19,88.2,,91.2,0.292,0.523,0.106,,,,0.311,0.433,0.27,61.0,91.0,83.0,0.05,-3.31,85.0,,,,0.375,0.375,0.2,,,,,,,,,,,,,,,,,,
2024-04-16,745674,Groundout,field_out,True,663527,458681,Tyler Nevin,Lance Lynn,0,e3456b4e-095a-4a1c-b280-cdcb2de1c0f0,458681.0,lancelynn,Lynn,Right,Lance Lynn,STL,4.39,4.92,96.1,99.0,84.0,95.0,0.785,8.6,3.46,9.06,1.31,1.03,0.229,0.396,0.147,0.311,0.401,,,,87.0,101.0,97.0,96.0,106.0,116.0,0.468,0.081,,0.69,-2.24,,92.4,80.7,,0.206,0.394,0.312,0.25,0.25,0.0,65.0,94.0,84.0,90.0,99.0,93.0,,,,0.163,0.238,,-1.16,,-1.19,88.2,,91.2,0.292,0.523,0.106,,,,0.311,0.433,0.27,61.0,91.0,83.0,0.05,-3.31,85.0,,,,0.375,0.375,0.2,,,,,,,,,,,,,,,,,,
2024-04-16,745674,Groundout,field_out,True,663527,664854,Tyler Nevin,Ryan Helsley,0,9ebd26d4-70f5-495f-9158-47bcc6565efe,664854.0,ryanhelsley,Helsley,Right,Ryan Helsley,STL,2.36,2.62,42.0,99.0,136.0,110.0,0.681,10.29,3.64,6.86,0.43,1.07,0.287,0.361,0.148,0.306,0.47,95.0,97.0,112.0,131.0,97.0,104.0,147.0,101.0,116.0,0.444,0.49,0.066,-0.33,3.01,4.93,99.4,88.7,80.7,0.3,0.4,0.188,0.169,0.181,0.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.455,,,,,,,,,,,,,,,,,,,,,
