date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,EP%,wEP/C,vEP,SV_ba,SV_slg,SV_whiff,FO%,wFO/C,vFO,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,vSC (sc),SC%,wSC/C
2024-03-31,745602,Strikeout,strikeout,True,665506,519242,Cristian Pache,Chris Sale,0,0dee9bbb-6af7-497d-aaa8-efaa9c4d77a6,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,,,,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,,,,0.082,0.379,,0.392,,0.147,-0.27,,-0.89,2.27,,4.04,94.9,,87.2,94.1,78.7,,0.324,0.471,0.153,0.27,0.475,0.241,,,,0.116,0.145,0.231,,,,0.165,0.233,0.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,745602,Walk,walk,False,665506,519242,Cristian Pache,Chris Sale,1,5d20a59e-ed83-47e7-a02f-ef64f1d59e2c,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,,,,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,,,,0.082,0.379,,0.392,,0.147,-0.27,,-0.89,2.27,,4.04,94.9,,87.2,94.1,78.7,,0.324,0.471,0.153,0.27,0.475,0.241,,,,0.116,0.145,0.231,,,,0.165,0.233,0.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-07,744871,Flyout,field_out,True,665506,669022,Cristian Pache,MacKenzie Gore,0,49977f26-64dd-4c47-b467-c638f40f14db,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,,,,93.0,87.0,91.0,,,,,0.549,,0.161,0.198,0.092,0.21,,,-0.7,0.66,-1.82,96.4,,85.9,,91.0,83.3,,,,0.284,0.408,0.239,0.217,0.265,0.356,0.321,0.607,0.512,,,,0.429,0.714,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-07,744871,Strikeout,strikeout,True,665506,669022,Cristian Pache,MacKenzie Gore,0,a4427732-65c1-478d-adf5-428cf79cb1c1,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,,,,93.0,87.0,91.0,,,,,0.549,,0.161,0.198,0.092,0.21,,,-0.7,0.66,-1.82,96.4,,85.9,,91.0,83.3,,,,0.284,0.408,0.239,0.217,0.265,0.356,0.321,0.607,0.512,,,,0.429,0.714,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-13,745594,Groundout,field_out,True,665506,594835,Cristian Pache,Marco Gonzales,0,05bb8af9-178d-4f76-abe5-2d809a3b8d79,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,2.45,4.89,22.0,104.0,73.0,95.0,0.819,6.14,2.05,9.0,0.41,1.35,0.188,0.391,0.203,0.319,0.385,89.0,118.0,109.0,82.0,92.0,84.0,61.0,97.0,89.0,60.0,108.0,92.0,,,,79.0,105.0,98.0,0.161,0.237,0.289,,0.069,0.243,-1.73,3.41,1.25,,-8.61,3.68,90.1,85.8,80.5,90.1,,79.5,0.267,0.4,0.0,0.375,0.438,0.188,0.364,0.818,0.0,0.179,0.214,0.395,0.214,0.214,0.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-13,745594,Single,single,False,665506,594835,Cristian Pache,Marco Gonzales,0,492b80f3-b506-4f4b-bc84-14b94a772dcf,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,2.45,4.89,22.0,104.0,73.0,95.0,0.819,6.14,2.05,9.0,0.41,1.35,0.188,0.391,0.203,0.319,0.385,89.0,118.0,109.0,82.0,92.0,84.0,61.0,97.0,89.0,60.0,108.0,92.0,,,,79.0,105.0,98.0,0.161,0.237,0.289,,0.069,0.243,-1.73,3.41,1.25,,-8.61,3.68,90.1,85.8,80.5,90.1,,79.5,0.267,0.4,0.0,0.375,0.438,0.188,0.364,0.818,0.0,0.179,0.214,0.395,0.214,0.214,0.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-13,745594,Walk,walk,False,665506,594835,Cristian Pache,Marco Gonzales,0,32ed947e-6cbd-4acc-bd69-eab4efcbc149,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,2.45,4.89,22.0,104.0,73.0,95.0,0.819,6.14,2.05,9.0,0.41,1.35,0.188,0.391,0.203,0.319,0.385,89.0,118.0,109.0,82.0,92.0,84.0,61.0,97.0,89.0,60.0,108.0,92.0,,,,79.0,105.0,98.0,0.161,0.237,0.289,,0.069,0.243,-1.73,3.41,1.25,,-8.61,3.68,90.1,85.8,80.5,90.1,,79.5,0.267,0.4,0.0,0.375,0.438,0.188,0.364,0.818,0.0,0.179,0.214,0.395,0.214,0.214,0.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-13,745594,Strikeout,strikeout,True,665506,676702,Cristian Pache,Hunter Stratton,0,061fddc8-15e3-49af-ac8a-d51c769eda8e,676702.0,hunterstratton,"Stratton, H",Right,Hunter Stratton,PIT,4.26,2.75,31.2,101.0,111.0,102.0,0.739,8.53,1.42,8.53,0.85,0.87,0.287,0.372,0.191,0.287,0.437,,,,,,,102.0,100.0,104.0,96.0,113.0,105.0,123.0,101.0,105.0,114.0,101.0,99.0,0.037,0.346,0.381,0.236,,,-0.41,-0.28,0.82,2.53,,,95.4,92.0,,95.6,84.3,,0.167,0.333,0.1,0.267,0.4,0.25,,,,,,,0.3,0.48,0.243,0.095,0.143,0.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-15,745597,Single,single,False,665506,656234,Cristian Pache,Jake Bird,1,20a8c227-0ba2-4fd0-b8bf-2fb6813f98b1,656234.0,jakebird,Bird,Right,Jake Bird,COL,6.26,4.96,23.0,93.0,114.0,93.0,0.79,6.26,7.04,9.78,1.17,1.4,0.315,0.356,0.151,0.26,0.411,,,,133.0,94.0,101.0,49.0,90.0,88.0,91.0,86.0,82.0,137.0,101.0,104.0,119.0,90.0,96.0,0.437,0.015,0.074,0.305,0.169,,-6.25,-4.3,-1.3,0.62,-2.8,,94.5,91.2,,95.3,85.0,81.4,0.318,0.432,0.123,,,,0.273,0.545,0.304,,,,0.5,1.25,0.278,0.185,0.259,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-19,745592,Flyout,field_out,True,665506,676979,Cristian Pache,Garrett Crochet,0,47186bbb-4e37-4528-882b-b24be4eb570e,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,,,,105.0,103.0,103.0,,,,138.0,99.0,103.0,92.0,107.0,104.0,,0.552,0.273,0.114,,0.061,1.77,2.05,,-2.87,,-0.38,97.0,91.4,90.8,,84.1,,,,,0.188,0.274,0.31,,,,0.179,0.321,0.279,0.213,0.283,0.351,0.227,0.614,0.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
