date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,KC%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFC,vFS,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
2024-04-13,745272,Strikeout,strikeout,True,664874,684007,Seby Zavala,Shota Imanaga,0,cda70cd0-3862-4d32-92e5-2b5dd18e0dc6,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.97,3.54,97.0,104.0,90.0,103.0,0.748,9.09,1.48,8.54,1.11,0.69,0.205,0.428,0.17,0.272,0.437,95.0,104.0,106.0,90.0,120.0,107.0,110.0,108.0,109.0,,,,51.0,108.0,96.0,80.0,102.0,96.0,0.002,0.547,0.009,0.33,0.067,,1.17,-8.77,0.11,-1.44,-1.0,,91.8,89.8,83.1,89.4,81.9,,0.213,0.376,0.191,,,,0.252,0.357,0.406,0.333,0.375,0.321,0.429,0.429,0.0,0.5,1.25,0.125,-25.0,118.0,64.0,0.001,-3.42,87.6,,,,71.0,97.0,98.0,0.044,-0.86,72.9
2024-04-13,745272,Strikeout,strikeout,True,664874,684007,Seby Zavala,Shota Imanaga,0,a1fd5328-e323-4624-b8c9-9c8c2256d8bd,684007.0,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.97,3.54,97.0,104.0,90.0,103.0,0.748,9.09,1.48,8.54,1.11,0.69,0.205,0.428,0.17,0.272,0.437,95.0,104.0,106.0,90.0,120.0,107.0,110.0,108.0,109.0,,,,51.0,108.0,96.0,80.0,102.0,96.0,0.002,0.547,0.009,0.33,0.067,,1.17,-8.77,0.11,-1.44,-1.0,,91.8,89.8,83.1,89.4,81.9,,0.213,0.376,0.191,,,,0.252,0.357,0.406,0.333,0.375,0.321,0.429,0.429,0.0,0.5,1.25,0.125,-25.0,118.0,64.0,0.001,-3.42,87.6,,,,71.0,97.0,98.0,0.044,-0.86,72.9
2024-04-21,746572,Single,single,False,664874,663567,Seby Zavala,Peter Lambert,1,22886910-2d16-48a6-9ebd-1601d8864f56,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,COL,5.44,4.1,43.0,94.0,95.0,94.0,0.797,7.12,4.6,9.0,0.84,1.09,0.29,0.435,0.137,0.313,0.411,87.0,91.0,88.0,87.0,95.0,89.0,120.0,94.0,101.0,,,,,,,,,,0.032,0.382,,,0.306,,-0.75,,,-1.55,0.45,,94.5,,,93.8,85.8,,0.276,0.534,0.11,0.333,0.333,0.0,,,,0.182,0.182,0.316,0.25,0.875,0.2,,,,89.0,95.0,95.0,0.228,0.42,86.9,0.237,0.263,0.42,80.0,96.0,95.0,0.052,-5.77,78.0
2024-04-21,746572,Single,single,False,664874,663562,Seby Zavala,Noah Davis,0,4a5dd12e-cae4-4be6-8480-3422d6d5521c,663562.0,noahdavis,Davis,Right,Noah Davis,COL,9.0,3.8,3.0,94.0,78.0,92.0,0.818,6.0,0.0,15.0,3.0,0.6,0.333,0.25,0.167,0.333,0.348,,,,64.0,97.0,96.0,,,,,,,90.0,94.0,92.0,,,,0.465,,0.326,,,,,-5.7,,-3.22,,,,89.7,,93.4,,,,,,0.429,0.571,0.0,,,,,,,,,,0.333,1.333,0.333,106.0,82.0,99.0,0.14,-5.89,85.5,,,,116.0,75.0,-4.0,0.07,15.44,80.7
2024-04-21,746572,Double,double,False,664874,663562,Seby Zavala,Noah Davis,0,37f2eec5-13e5-4649-868a-9ab2e1eabb72,663562.0,noahdavis,Davis,Right,Noah Davis,COL,9.0,3.8,3.0,94.0,78.0,92.0,0.818,6.0,0.0,15.0,3.0,0.6,0.333,0.25,0.167,0.333,0.348,,,,64.0,97.0,96.0,,,,,,,90.0,94.0,92.0,,,,0.465,,0.326,,,,,-5.7,,-3.22,,,,89.7,,93.4,,,,,,0.429,0.571,0.0,,,,,,,,,,0.333,1.333,0.333,106.0,82.0,99.0,0.14,-5.89,85.5,,,,116.0,75.0,-4.0,0.07,15.44,80.7
2024-04-21,746572,Flyout,field_out,True,664874,656222,Seby Zavala,Jalen Beeks,0,1dd29bc4-f0b8-4b00-934a-7909b2580629,656222.0,jalenbeeks,Beeks,Left,Jalen Beeks,COL,4.75,3.72,47.1,93.0,79.0,90.0,0.803,7.23,3.42,8.75,0.95,1.09,0.288,0.377,0.171,0.315,0.405,75.0,94.0,89.0,,,,,,,,,,89.0,97.0,92.0,,,,0.002,0.57,0.159,,,,0.42,0.58,,-0.45,,,94.5,85.2,,89.3,,,0.286,0.403,0.143,,,,,,,,,,0.2,0.2,0.167,0.167,0.389,0.255,82.0,90.0,90.0,0.255,-0.52,89.0,0.211,0.289,0.407,92.0,124.0,129.0,0.014,1.3,74.5
2024-04-24,745028,Strikeout,strikeout,True,664874,592351,Seby Zavala,Jon Gray,1,ceb237fd-a8ec-413e-a270-449571bb5c4d,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,3.96,4.83,86.1,103.0,83.0,97.0,0.769,7.61,2.4,9.49,0.83,1.0,0.239,0.386,0.136,0.382,0.447,72.0,103.0,91.0,,,,94.0,105.0,104.0,,,,,,,,,,,0.447,,,0.438,,-0.49,,,,0.93,,94.8,,,,88.7,,0.303,0.419,0.146,,,,,,,0.218,0.327,0.338,0.5,0.5,0.273,,,,74.0,97.0,92.0,0.069,-2.38,88.6,0.308,0.654,0.235,98.0,96.0,103.0,0.045,-1.3,78.9
2024-04-24,745028,Groundout,field_out,True,664874,592351,Seby Zavala,Jon Gray,0,7871a189-4bc4-4713-a0fc-42e1ec303d22,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,3.96,4.83,86.1,103.0,83.0,97.0,0.769,7.61,2.4,9.49,0.83,1.0,0.239,0.386,0.136,0.382,0.447,72.0,103.0,91.0,,,,94.0,105.0,104.0,,,,,,,,,,,0.447,,,0.438,,-0.49,,,,0.93,,94.8,,,,88.7,,0.303,0.419,0.146,,,,,,,0.218,0.327,0.338,0.5,0.5,0.273,,,,74.0,97.0,92.0,0.069,-2.38,88.6,0.308,0.654,0.235,98.0,96.0,103.0,0.045,-1.3,78.9
2024-04-24,745028,Strikeout,strikeout,True,664874,642546,Seby Zavala,Jonathan Hernández,1,38be9b2b-dd16-44f2-a91b-27a3683acc97,642546.0,jonathanhernandez,"Hernández, J",Right,Jonathan Hernández,TEX,4.21,4.79,36.1,96.0,107.0,99.0,0.711,8.42,5.94,7.93,0.99,1.58,0.131,0.515,0.162,0.313,0.358,,,,96.0,89.0,86.0,120.0,101.0,108.0,,,,,,,,,,0.388,,,,0.488,,,,,-1.73,1.26,,,,,96.8,87.6,,,,,0.288,0.577,0.147,,,,0.196,0.25,0.403,,,,,,,88.0,102.0,102.0,0.124,0.25,89.8,0.25,0.333,0.391,,,,,,
2024-04-28,745265,Strikeout,strikeout,True,664874,694297,Seby Zavala,Brandon Pfaadt,1,75bf7f0d-e53a-4676-8cbb-824e56bb5310,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,3.97,3.39,113.1,106.0,106.0,106.0,0.779,8.26,2.06,8.34,1.11,1.1,0.238,0.428,0.145,0.298,0.457,92.0,104.0,101.0,90.0,106.0,105.0,141.0,111.0,118.0,,,,,,,,,,0.211,0.35,,0.01,0.286,,1.3,,0.39,0.11,0.32,,93.5,,89.6,93.3,84.5,,0.246,0.388,0.201,0.273,0.364,0.119,0.2,0.8,0.0,0.186,0.421,0.35,0.5,0.5,0.261,,,,95.0,99.0,94.0,0.102,0.12,87.6,0.289,0.316,0.3,97.0,102.0,105.0,0.041,-1.37,80.1
2024-04-28,745265,Strikeout,strikeout,True,664874,694297,Seby Zavala,Brandon Pfaadt,0,c85a3b4f-0c0b-47ca-bade-f3b8a5291a19,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,3.97,3.39,113.1,106.0,106.0,106.0,0.779,8.26,2.06,8.34,1.11,1.1,0.238,0.428,0.145,0.298,0.457,92.0,104.0,101.0,90.0,106.0,105.0,141.0,111.0,118.0,,,,,,,,,,0.211,0.35,,0.01,0.286,,1.3,,0.39,0.11,0.32,,93.5,,89.6,93.3,84.5,,0.246,0.388,0.201,0.273,0.364,0.119,0.2,0.8,0.0,0.186,0.421,0.35,0.5,0.5,0.261,,,,95.0,99.0,94.0,0.102,0.12,87.6,0.289,0.316,0.3,97.0,102.0,105.0,0.041,-1.37,80.1
2024-05-01,745261,Single,single,False,664874,519242,Seby Zavala,Chris Sale,0,3ebb9421-44b8-4e1f-aba3-0dc6fa298b28,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,,,,,,,,,,0.082,0.379,,,0.392,,-0.27,,,-0.89,2.27,,94.9,,,94.1,78.7,,0.27,0.475,0.241,0.324,0.471,0.153,,,,0.165,0.233,0.419,,,,,,,59.0,108.0,97.0,0.147,4.04,87.2,0.116,0.145,0.231,,,,,,
2024-05-01,745261,Double,double,False,664874,519242,Seby Zavala,Chris Sale,0,b065332e-6d6b-406c-b65a-2c2f2404e1ad,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,,,,,,,,,,0.082,0.379,,,0.392,,-0.27,,,-0.89,2.27,,94.9,,,94.1,78.7,,0.27,0.475,0.241,0.324,0.471,0.153,,,,0.165,0.233,0.419,,,,,,,59.0,108.0,97.0,0.147,4.04,87.2,0.116,0.145,0.231,,,,,,
2024-05-01,745261,Strikeout,strikeout,True,664874,669276,Seby Zavala,Dylan Lee,0,aad1f02c-8364-4407-aebd-66bd7342a1d6,669276.0,dylanlee,"Lee, D",Left,Dylan Lee,ATL,1.95,2.88,37.0,103.0,99.0,105.0,0.669,9.49,2.68,7.54,0.73,0.86,0.152,0.495,0.081,0.283,0.45,89.0,103.0,101.0,,,,102.0,104.0,109.0,,,,,,,,,,,0.357,,,0.509,,-0.52,,,,1.92,,92.1,,,,84.0,,0.319,0.574,0.124,,,,,,,0.164,0.239,0.488,,,,,,,111.0,104.0,100.0,0.135,1.55,85.6,0.227,0.227,0.39,,,,,,
2024-05-07,745915,Strikeout,strikeout,True,664874,641927,Seby Zavala,Bailey Ober,0,589b8e9b-21c3-4cac-990e-9aa3ca3c40f2,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,82.0,105.0,97.0,,,,74.0,103.0,101.0,,,,85.0,107.0,103.0,,,,,0.389,0.22,,0.128,,-1.08,0.2,,,1.95,,91.9,86.5,,,80.5,,0.307,0.606,0.247,,,,,,,0.098,0.196,0.319,,,,0.256,0.43,0.224,117.0,113.0,113.0,0.251,1.52,83.4,0.173,0.337,0.37,102.0,97.0,101.0,0.012,4.25,76.0
2024-05-07,745915,Flyout,field_out,True,664874,641927,Seby Zavala,Bailey Ober,0,cb355583-10a4-4573-9a41-ebb62b788565,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,82.0,105.0,97.0,,,,74.0,103.0,101.0,,,,85.0,107.0,103.0,,,,,0.389,0.22,,0.128,,-1.08,0.2,,,1.95,,91.9,86.5,,,80.5,,0.307,0.606,0.247,,,,,,,0.098,0.196,0.319,,,,0.256,0.43,0.224,117.0,113.0,113.0,0.251,1.52,83.4,0.173,0.337,0.37,102.0,97.0,101.0,0.012,4.25,76.0
2024-05-09,745910,Strikeout,strikeout,True,664874,681892,Seby Zavala,Kody Funderburk,0,f642981b-8733-412b-86e1-9ebf453ad56d,681892.0,kodyfunderburk,Funderburk,Left,Kody Funderburk,MIN,5.61,5.19,33.2,95.0,102.0,95.0,0.756,8.29,4.01,9.62,1.07,2.29,0.284,0.343,0.167,0.343,0.428,,,,98.0,95.0,94.0,122.0,88.0,95.0,,,,93.0,102.0,98.0,,,,0.203,,0.442,,0.326,,,-0.69,,-0.34,-2.42,,,92.2,,93.3,82.7,,,,,0.286,0.381,0.091,,,,0.25,0.462,0.337,,,,0.302,0.491,0.254,76.0,96.0,95.0,0.029,1.2,88.6,0.333,0.667,0.0,,,,,,
2024-05-12,745255,Sac Bunt,sac_bunt,True,664874,622072,Seby Zavala,Alex Wood,1,17fcbd09-6eef-41d2-bcad-1b1da23eb8c3,622072.0,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.58,39.1,99.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,,,,83.0,100.0,94.0,74.0,94.0,91.0,,,,,,,,,,0.462,,,,0.315,,,,,-1.94,-0.4,,,,,90.5,81.4,,,,,0.351,0.635,0.199,,,,0.205,0.25,0.288,,,,,,,42.0,103.0,97.0,0.224,-2.72,84.5,0.4,0.6,0.149,,,,,,
2024-05-12,745255,Strikeout,strikeout,True,664874,666205,Seby Zavala,Kyle Muller,0,9bce945e-ba7e-4331-83ab-066cc4c43a10,666205.0,kylemuller,Muller,Left,Kyle Muller,OAK,3.44,3.82,36.2,104.0,88.0,105.0,0.794,7.12,1.72,8.59,1.47,1.17,0.223,0.402,0.098,0.313,0.509,80.0,112.0,106.0,,,,92.0,101.0,112.0,,,,,,,,,,,0.546,,,0.262,,0.32,,,,0.04,,92.7,,,,85.4,,0.25,0.393,0.201,,,,,,,0.256,0.442,0.217,0.333,1.111,0.136,,,,80.0,82.0,80.0,0.059,3.54,87.8,0.0,0.0,0.538,116.0,90.0,102.0,0.132,-3.81,79.8
2024-05-12,745255,Home Run,home_run,False,664874,666205,Seby Zavala,Kyle Muller,0,9594e273-4980-45aa-ba5a-0ee93db58635,666205.0,kylemuller,Muller,Left,Kyle Muller,OAK,3.44,3.82,36.2,104.0,88.0,105.0,0.794,7.12,1.72,8.59,1.47,1.17,0.223,0.402,0.098,0.313,0.509,80.0,112.0,106.0,,,,92.0,101.0,112.0,,,,,,,,,,,0.546,,,0.262,,0.32,,,,0.04,,92.7,,,,85.4,,0.25,0.393,0.201,,,,,,,0.256,0.442,0.217,0.333,1.111,0.136,,,,80.0,82.0,80.0,0.059,3.54,87.8,0.0,0.0,0.538,116.0,90.0,102.0,0.132,-3.81,79.8
2024-05-12,745255,Grounded Into DP,grounded_into_double_play,True,664874,519008,Seby Zavala,T.J. McFarland,1,6fe7db56-5d5c-473d-86b2-d2d78e4903c9,519008.0,tjmcfarland,McFarland,Left,T.J. McFarland,OAK,4.38,2.72,37.0,103.0,69.0,104.0,0.823,6.57,2.68,9.0,0.73,2.92,0.235,0.4,0.2,0.191,0.419,-3.0,92.0,88.0,44.0,107.0,105.0,94.0,99.0,103.0,,,,62.0,114.0,74.0,,,,0.481,0.005,0.002,,0.399,,7.5,5.39,,1.3,0.24,,88.2,82.2,,87.9,78.1,,,,,0.275,0.362,0.085,,,,0.256,0.419,0.299,,,,,,,88.0,101.0,101.0,0.113,-2.63,81.2,0.235,0.412,0.294,,,,,,
2024-05-19,747035,Flyout,field_out,True,664874,669203,Seby Zavala,Corbin Burnes,0,b80b7b2f-a644-43f0-8577-3b2a500d0844,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,,,,96.0,97.0,90.0,130.0,105.0,120.0,,,,121.0,105.0,107.0,,,,0.075,,0.442,,0.161,,,0.96,,-0.82,1.15,,,95.4,,96.7,87.3,,,,,0.294,0.441,0.132,,,,0.195,0.247,0.455,0.176,0.282,0.398,0.243,0.391,0.193,109.0,101.0,106.0,0.104,1.34,89.0,0.125,0.275,0.352,107.0,103.0,108.0,0.217,1.1,80.4
2024-05-19,747035,Strikeout,strikeout,True,664874,669203,Seby Zavala,Corbin Burnes,0,fae807bb-4d61-41b6-92b1-a25bb71f4fb5,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,,,,96.0,97.0,90.0,130.0,105.0,120.0,,,,121.0,105.0,107.0,,,,0.075,,0.442,,0.161,,,0.96,,-0.82,1.15,,,95.4,,96.7,87.3,,,,,0.294,0.441,0.132,,,,0.195,0.247,0.455,0.176,0.282,0.398,0.243,0.391,0.193,109.0,101.0,106.0,0.104,1.34,89.0,0.125,0.275,0.352,107.0,103.0,108.0,0.217,1.1,80.4
2024-05-19,747035,Walk,walk,False,664874,657097,Seby Zavala,Jacob Webb,0,a800f630-6940-4a5a-9e2b-baa978279206,657097.0,jacobwebb,"Webb, J",Right,Jacob Webb,BAL,2.55,3.39,42.1,100.0,110.0,103.0,0.745,8.93,4.46,5.53,0.43,0.76,0.295,0.375,0.188,0.313,0.441,108.0,99.0,100.0,,,,109.0,101.0,108.0,,,,,,,,,,,0.454,,,0.281,,0.15,,,,1.42,,93.5,,,,82.6,,0.182,0.333,0.248,,,,,,,0.209,0.256,0.205,,,,,,,113.0,102.0,104.0,0.265,2.39,84.4,0.111,0.178,0.392,,,,,,
2024-05-23,745741,Groundout,field_out,True,664874,661563,Seby Zavala,Luis Gil,0,f0b7582e-1a63-4495-8692-27762422b818,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.17,3.36,102.1,95.0,110.0,101.0,0.744,10.38,4.31,5.45,0.79,0.85,0.233,0.449,0.18,0.327,0.403,128.0,97.0,104.0,,,,108.0,91.0,100.0,,,,,,,,,,,0.519,,,0.194,,0.69,,,,2.08,,96.7,,,,87.6,,0.184,0.337,0.294,,,,,,,0.131,0.262,0.333,,,,,,,82.0,94.0,95.0,0.287,0.38,91.7,0.182,0.284,0.263,,,,,,
