date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,KC%,wFC/C,wFS/C,wKC/C,vFC,vFS,vKC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,FO%,wFO/C,vFO,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SV_ba,SV_slg,SV_whiff,EP%,wEP/C,vEP
2024-08-02,744986,Strikeout,strikeout,True,686765,570632,Nick Sogard,José Ureña,0,b2c2e92a-d9e5-4d36-be21-3eb01bdb76b1,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.8,4.29,97.0,97.0,85.0,95.0,0.795,5.85,3.25,8.54,1.11,1.54,0.239,0.411,0.142,0.294,0.391,75.0,95.0,89.0,87.0,98.0,93.0,92.0,97.0,95.0,81.0,99.0,98.0,0.401,0.066,0.347,0.186,-1.91,0.53,-0.07,-0.07,96.5,88.7,96.0,86.9,0.279,0.391,0.109,0.23,0.354,0.336,0.19,0.444,0.304,0.333,0.667,0.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-02,744986,Single,single,False,686765,570632,Nick Sogard,José Ureña,1,ebb073b0-d9e2-4854-8356-78750303cae6,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.8,4.29,97.0,97.0,85.0,95.0,0.795,5.85,3.25,8.54,1.11,1.54,0.239,0.411,0.142,0.294,0.391,75.0,95.0,89.0,87.0,98.0,93.0,92.0,97.0,95.0,81.0,99.0,98.0,0.401,0.066,0.347,0.186,-1.91,0.53,-0.07,-0.07,96.5,88.7,96.0,86.9,0.279,0.391,0.109,0.23,0.354,0.336,0.19,0.444,0.304,0.333,0.667,0.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-02,744986,Walk,walk,False,686765,656641,Nick Sogard,Jacob Latz,0,c022c72f-bb20-46c2-9ce0-72c2cfdd9c0b,656641.0,jacoblatz,Latz,Left,Jacob Latz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.259,0.37,0.271,0.222,0.352,0.389,0.228,0.38,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-02,744986,Flyout,field_out,True,686765,641540,Nick Sogard,Dane Dunning,0,76f092e1-7b1d-4ba2-9eb3-2046e5d02734,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,5.05,5.18,87.1,98.0,83.0,93.0,0.776,8.76,4.02,8.66,1.55,1.17,0.161,0.504,0.13,0.343,0.418,84.0,93.0,85.0,40.0,103.0,90.0,78.0,101.0,97.0,104.0,100.0,96.0,0.369,0.03,0.238,0.129,-2.8,0.61,-1.2,-1.5,89.2,85.1,89.8,80.7,0.253,0.39,0.148,0.273,0.494,0.312,0.25,0.525,0.333,0.273,0.636,0.25,62.0,90.0,99.0,76.0,99.0,93.0,,,,0.189,,0.044,-0.57,,-0.14,88.2,,75.7,0.232,0.446,0.253,,,,,,,0.0,0.0,0.368,0.001,-6.36,76.4,,,,,,,,,,,,
2024-08-02,744986,Strikeout,strikeout,True,686765,605177,Nick Sogard,Andrew Chafin,0,c6286d15-b055-4de8-8141-7a21fc6d3f02,605177.0,andrewchafin,Chafin,Left,Andrew Chafin,- - -,3.4,3.35,47.2,91.0,87.0,94.0,0.658,12.08,4.53,8.31,0.94,0.73,0.283,0.308,0.125,0.258,0.291,,,,71.0,94.0,85.0,75.0,92.0,83.0,103.0,88.0,105.0,0.364,0.169,0.467,,1.79,-0.98,1.12,,91.8,,91.8,82.1,0.433,0.567,0.137,0.144,0.211,0.554,,,,0.161,0.355,0.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-03,744987,Strikeout,strikeout,True,686765,674003,Nick Sogard,Cody Bradford,0,a95fc549-250a-477a-aee1-5bc7c6942e77,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.31,3.55,49.0,107.0,92.0,101.0,0.781,8.08,1.47,6.98,1.1,0.66,0.27,0.312,0.149,0.298,0.407,101.0,106.0,110.0,92.0,107.0,94.0,,,,51.0,112.0,109.0,,0.523,0.051,0.276,2.13,,4.85,0.96,90.1,81.0,,83.4,,,,0.154,0.154,0.217,0.229,0.313,0.353,0.173,0.316,0.231,,,,52.0,116.0,98.0,,,,0.007,,,-0.66,,,85.9,,,,,,,,,,,,0.32,0.64,0.133,,,,91.0,108.0,108.0,0.143,-2.71,75.3,,,,,,
2024-08-03,744987,Walk,walk,False,686765,600917,Nick Sogard,José Leclerc,1,6af29f38-f2c0-48d7-8931-044004a73bc7,600917.0,joseleclerc,Leclerc,Right,José Leclerc,TEX,4.55,3.6,55.1,96.0,110.0,99.0,0.636,12.69,4.72,7.32,1.14,0.74,0.237,0.427,0.191,0.298,0.374,70.0,102.0,93.0,109.0,90.0,98.0,77.0,93.0,83.0,117.0,103.0,105.0,0.055,0.351,0.326,0.108,0.43,0.58,0.4,-1.43,95.3,88.2,95.0,82.0,0.235,0.471,0.148,0.218,0.397,0.472,0.316,0.316,0.532,0.177,0.306,0.333,,,,133.0,93.0,100.0,,,,0.159,,,-0.48,,,90.2,,,0.25,0.357,0.254,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-03,744987,Groundout,field_out,True,686765,622250,Nick Sogard,Josh Sborz,0,3be9de41-b370-4c2d-a95e-f60f5a8c1721,622250.0,joshsborz,Sborz,Right,Josh Sborz,TEX,3.38,3.89,16.0,101.0,111.0,103.0,0.791,9.0,2.25,7.88,0.56,1.31,0.196,0.391,0.13,0.304,0.432,,,,108.0,104.0,106.0,,,,108.0,97.0,102.0,,0.461,0.322,,1.4,,-0.43,,95.1,,,87.3,,,,0.273,0.455,0.289,,,,0.222,0.296,0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154,0.231,0.28,,,,122.0,107.0,103.0,0.217,1.52,83.3,,,,,,
2024-08-03,744987,Single,single,False,686765,502085,Nick Sogard,David Robertson,1,181503e1-c041-4872-85a1-36c501c1c6e7,502085.0,davidrobertson,Robertson,Right,David Robertson,TEX,2.95,3.08,58.0,99.0,120.0,105.0,0.726,12.88,3.26,6.83,0.62,1.65,0.215,0.3,0.192,0.354,0.437,109.0,88.0,67.0,,,,107.0,112.0,111.0,106.0,91.0,96.0,0.017,0.002,0.065,0.02,-2.49,1.85,-3.62,6.34,94.1,88.2,94.7,84.0,0.0,0.0,0.25,0.357,0.643,0.233,0.0,0.0,0.182,,,,120.0,95.0,104.0,121.0,100.0,106.0,,,,0.628,,0.266,2.04,,-0.61,93.5,,84.5,0.179,0.231,0.31,,,,,,,0.247,0.329,0.298,,,,,,,0.002,-4.21,80.9,,,,,,
2024-08-05,746276,Single,single,False,686765,663903,Nick Sogard,Brady Singer,1,70b01931-7450-44eb-9e8e-5f816b07a698,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.36,4.38,152.2,100.0,85.0,95.0,0.767,8.67,2.42,8.72,0.94,1.64,0.196,0.399,0.162,0.322,0.414,81.0,77.0,69.0,60.0,96.0,86.0,74.0,103.0,93.0,107.0,100.0,102.0,0.414,0.114,0.45,0.022,-1.99,0.86,0.33,-5.7,91.6,88.1,92.2,82.9,0.269,0.39,0.119,0.204,0.354,0.363,0.429,0.5,0.111,0.341,0.585,0.167,,,,,,,,,,,,,,,,,,,,,,0.381,0.571,0.364,,,,,,,,,,,,,,,,,,,,,
