date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024-04-11,747137,Single,single,False,644433,664079,Chadwick Tromp,Tyler Jay,0,09c57eb8-678b-4a1e-b315-fdf5bcad68f1,664079.0,tylerjay,Jay,Left,Tyler Jay,NYM,7.71,4.04,4.2,92.0,81.0,84.0,0.8,5.79,5.79,13.5,0.0,3.0,0.333,0.278,0.111,0.333,0.438,,,,,,,61.0,112.0,94.0,83.0,87.0,79.0,111.0,94.0,92.0,63.0,83.0,82.0,0.461,0.18,0.191,0.169,,,3.08,-6.77,-2.29,0.33,,,91.8,88.2,,91.9,80.7,,0.333,0.556,0.136,,,,,,,,,,0.5,0.667,0.0,0.25,0.25,0.556,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-14,746079,Strikeout,strikeout,True,644433,666200,Chadwick Tromp,Jesús Luzardo,0,2f26869e-4018-45a1-89ec-347a78a32af3,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.48,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.125,0.286,0.4,88.0,97.0,95.0,31.0,40.0,52.0,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,,,,0.083,0.394,,0.292,0.002,0.229,-0.65,,-0.81,0.13,-3.42,1.56,95.2,,86.3,94.6,83.5,81.6,0.381,0.571,0.125,0.28,0.484,0.111,,,,0.207,0.328,0.407,,,,0.2,0.347,0.474,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-14,746079,Strikeout,strikeout,True,644433,666200,Chadwick Tromp,Jesús Luzardo,0,a2018680-3655-47e0-a970-ba438404c6c0,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.48,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.125,0.286,0.4,88.0,97.0,95.0,31.0,40.0,52.0,98.0,100.0,95.0,87.0,90.0,88.0,97.0,98.0,108.0,,,,0.083,0.394,,0.292,0.002,0.229,-0.65,,-0.81,0.13,-3.42,1.56,95.2,,86.3,94.6,83.5,81.6,0.381,0.571,0.125,0.28,0.484,0.111,,,,0.207,0.328,0.407,,,,0.2,0.347,0.474,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-14,746079,Grounded Into DP,grounded_into_double_play,True,644433,664350,Chadwick Tromp,Sixto Sánchez,1,e71fcab6-d771-4d3d-987a-b4a29e34dc21,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,,,,77.0,98.0,88.0,84.0,110.0,106.0,,,,58.0,108.0,100.0,0.048,0.298,0.34,,,0.314,-1.21,-1.59,-4.74,,,1.59,93.8,83.6,85.4,92.7,,,0.5,1.333,0.167,0.267,0.433,0.104,,,,0.22,0.22,0.17,0.375,0.518,0.114,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-16,746400,Groundout,field_out,True,644433,686613,Chadwick Tromp,Hunter Brown,0,c7329409-b057-43e4-a37d-595ba946df8f,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,88.0,102.0,105.0,,,,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,95.0,107.0,105.0,0.134,0.376,0.157,0.071,,0.134,-0.55,0.16,0.46,1.74,,1.13,95.7,92.3,88.4,95.5,89.0,,0.268,0.304,0.172,0.272,0.483,0.287,0.28,0.5,0.281,0.208,0.271,0.327,0.236,0.375,0.185,0.192,0.192,0.25,,,,,,,,,,,,,130.0,99.0,106.0,0.127,-1.93,82.4,,,,,,
2024-04-16,746400,Lineout,field_out,True,644433,686613,Chadwick Tromp,Hunter Brown,0,780babaf-12be-4128-8493-508ae8f57c0a,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,88.0,102.0,105.0,,,,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,95.0,107.0,105.0,0.134,0.376,0.157,0.071,,0.134,-0.55,0.16,0.46,1.74,,1.13,95.7,92.3,88.4,95.5,89.0,,0.268,0.304,0.172,0.272,0.483,0.287,0.28,0.5,0.281,0.208,0.271,0.327,0.236,0.375,0.185,0.192,0.192,0.25,,,,,,,,,,,,,130.0,99.0,106.0,0.127,-1.93,82.4,,,,,,
2024-04-16,746400,Double,double,False,644433,681869,Chadwick Tromp,Shawn Dubin,0,04242e08-9f95-43c4-bc4f-3ea1e7dd8fe0,681869.0,shawndubin,Dubin,Right,Shawn Dubin,HOU,5.23,4.3,31.0,92.0,117.0,94.0,0.777,9.29,4.65,10.16,0.58,1.43,0.228,0.38,0.152,0.38,0.418,126.0,99.0,104.0,115.0,91.0,96.0,104.0,90.0,90.0,,,,152.0,87.0,99.0,121.0,91.0,87.0,,0.431,0.157,0.111,0.155,0.146,0.78,-2.44,,-0.42,-0.63,-3.28,94.8,88.7,88.2,,83.0,81.2,,,,0.208,0.25,0.191,0.292,0.333,0.333,0.368,0.789,0.316,0.471,0.647,0.209,0.231,0.308,0.36,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-16,746400,Double,double,False,644433,666215,Chadwick Tromp,Forrest Whitley,1,673cebce-47f7-46e9-952c-70cf873e6bb8,666215.0,forrestwhitley,Whitley,Right,Forrest Whitley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-21,747133,Single,single,False,644433,547179,Chadwick Tromp,Michael Lorenzen,0,fc66c151-073e-489b-97a0-6ebb9afb133d,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,83.0,102.0,95.0,125.0,99.0,108.0,94.0,94.0,93.0,0.205,0.27,0.111,0.145,0.072,0.197,0.95,1.38,-0.46,-1.69,0.92,1.61,94.0,90.2,84.7,93.8,84.5,81.8,0.302,0.465,0.055,0.154,0.295,0.202,0.111,0.111,0.367,0.145,0.217,0.347,0.175,0.425,0.241,0.077,0.308,0.172,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-21,747133,Strikeout,strikeout,True,644433,547179,Chadwick Tromp,Michael Lorenzen,0,4ed9daec-f7af-4186-bc8b-cdce8df538bc,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,83.0,102.0,95.0,125.0,99.0,108.0,94.0,94.0,93.0,0.205,0.27,0.111,0.145,0.072,0.197,0.95,1.38,-0.46,-1.69,0.92,1.61,94.0,90.2,84.7,93.8,84.5,81.8,0.302,0.465,0.055,0.154,0.295,0.202,0.111,0.111,0.367,0.145,0.217,0.347,0.175,0.425,0.241,0.077,0.308,0.172,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-21,747133,Flyout,field_out,True,644433,502085,Chadwick Tromp,David Robertson,0,e72aaf9a-3b90-4a2d-a12f-a96f422aa32e,502085.0,davidrobertson,Robertson,Right,David Robertson,TEX,2.88,2.83,40.2,99.0,120.0,104.0,0.715,13.5,2.66,5.75,0.66,1.57,0.221,0.267,0.186,0.349,0.438,105.0,89.0,65.0,,,,,,,107.0,112.0,111.0,110.0,92.0,97.0,121.0,100.0,106.0,0.026,0.003,0.595,0.053,0.003,0.026,-2.5,2.57,1.88,-4.14,-4.1,6.62,94.1,93.6,88.2,94.7,83.6,80.9,0.0,0.0,0.25,,,,0.233,0.283,0.267,0.0,0.0,0.2,0.137,0.205,0.346,0.333,0.833,0.071,,,,,,,,,,,,,121.0,95.0,103.0,0.295,0.22,84.7,,,,,,
2024-04-24,747132,Single,single,False,644433,664350,Chadwick Tromp,Sixto Sánchez,0,7b6175fa-b69c-4749-88a3-f4efa76073cf,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,,,,77.0,98.0,88.0,84.0,110.0,106.0,,,,58.0,108.0,100.0,0.048,0.298,0.34,,,0.314,-1.21,-1.59,-4.74,,,1.59,93.8,83.6,85.4,92.7,,,0.5,1.333,0.167,0.267,0.433,0.104,,,,0.22,0.22,0.17,0.375,0.518,0.114,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-24,747132,Walk,walk,False,644433,572143,Chadwick Tromp,Burch Smith,1,5360baef-087f-403c-ab27-5f0f13f78dd7,572143.0,burchsmith,"Smith, B",Right,Burch Smith,- - -,3.94,4.48,32.0,99.0,102.0,99.0,0.828,7.31,2.53,10.97,0.28,1.43,0.245,0.425,0.132,0.368,0.479,124.0,69.0,80.0,99.0,92.0,100.0,104.0,101.0,100.0,97.0,54.0,53.0,,,,98.0,99.0,93.0,0.004,0.519,0.208,0.017,0.239,0.013,1.25,-3.25,14.67,-8.01,0.52,1.34,94.4,87.4,85.3,92.8,81.1,79.8,,,,0.239,0.328,0.242,0.25,0.286,0.111,,,,0.519,0.593,0.211,0.5,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-24,747132,Strikeout,strikeout,True,644433,677053,Chadwick Tromp,Andrew Nardi,0,b5dffb15-8fbb-473c-9a2b-1a3beee418ad,677053.0,andrewnardi,Nardi,Left,Andrew Nardi,MIA,5.45,3.12,36.1,103.0,106.0,104.0,0.733,11.15,2.72,8.92,1.24,0.7,0.255,0.408,0.173,0.276,0.402,57.0,130.0,124.0,,,,98.0,101.0,102.0,,,,118.0,105.0,107.0,,,,,0.577,,0.414,,0.009,0.41,,,-0.68,,-6.5,94.0,,91.5,,82.7,,,,,0.247,0.4,0.277,,,,,,,,,,0.264,0.547,0.32,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-27,747131,Strikeout,strikeout,True,644433,605130,Chadwick Tromp,Scott Barlow,0,467970a6-5c9c-4e6d-ac75-7682b0b4d42c,605130.0,scottbarlow,"Barlow, S",Right,Scott Barlow,CLE,3.52,3.61,38.1,91.0,115.0,93.0,0.648,12.68,5.4,7.28,0.94,1.83,0.169,0.551,0.191,0.247,0.333,,,,149.0,103.0,108.0,80.0,89.0,83.0,98.0,93.0,93.0,124.0,86.0,90.0,,,,0.099,0.202,,0.489,0.209,,-0.48,,-2.08,1.33,-1.56,,91.7,,,91.7,81.2,77.5,0.5,0.667,0.316,0.36,0.52,0.204,0.175,0.425,0.444,,,,,,,0.141,0.203,0.424,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-28,747125,Strikeout,strikeout,True,644433,594902,Chadwick Tromp,Ben Lively,0,33914deb-85c4-427b-a6ca-3aa3774d83d7,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.58,3.59,88.0,103.0,72.0,95.0,0.815,7.98,2.56,7.98,1.53,0.91,0.244,0.408,0.125,0.319,0.433,88.0,108.0,101.0,52.0,102.0,94.0,58.0,93.0,81.0,62.0,111.0,99.0,108.0,106.0,104.0,,,,0.305,0.302,,0.245,0.072,0.075,-0.32,,0.18,0.57,-0.49,0.48,89.9,,83.5,90.4,79.2,76.6,0.25,0.45,0.152,0.268,0.507,0.175,0.222,0.37,0.188,0.207,0.345,0.196,,,,0.167,0.5,0.371,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-28,747125,Single,single,False,644433,594902,Chadwick Tromp,Ben Lively,1,f514ef32-0f22-4008-a83b-b5b4d48a08a5,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.58,3.59,88.0,103.0,72.0,95.0,0.815,7.98,2.56,7.98,1.53,0.91,0.244,0.408,0.125,0.319,0.433,88.0,108.0,101.0,52.0,102.0,94.0,58.0,93.0,81.0,62.0,111.0,99.0,108.0,106.0,104.0,,,,0.305,0.302,,0.245,0.072,0.075,-0.32,,0.18,0.57,-0.49,0.48,89.9,,83.5,90.4,79.2,76.6,0.25,0.45,0.152,0.268,0.507,0.175,0.222,0.37,0.188,0.207,0.345,0.196,,,,0.167,0.5,0.371,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-28,747125,Strikeout,strikeout,True,644433,605130,Chadwick Tromp,Scott Barlow,0,eb6ec9bb-bd2f-4fb1-a753-bca38fdf264c,605130.0,scottbarlow,"Barlow, S",Right,Scott Barlow,CLE,3.52,3.61,38.1,91.0,115.0,93.0,0.648,12.68,5.4,7.28,0.94,1.83,0.169,0.551,0.191,0.247,0.333,,,,149.0,103.0,108.0,80.0,89.0,83.0,98.0,93.0,93.0,124.0,86.0,90.0,,,,0.099,0.202,,0.489,0.209,,-0.48,,-2.08,1.33,-1.56,,91.7,,,91.7,81.2,77.5,0.5,0.667,0.316,0.36,0.52,0.204,0.175,0.425,0.444,,,,,,,0.141,0.203,0.424,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-01,745261,Flyout,field_out,True,644433,676106,Chadwick Tromp,Emerson Hancock,0,d9cdd021-7121-40a3-8f31-a8cb8566876d,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.76,6.02,45.1,103.0,87.0,99.0,0.818,5.56,2.78,9.13,1.59,0.89,0.263,0.414,0.237,0.316,0.437,87.0,106.0,106.0,,,,75.0,104.0,95.0,95.0,100.0,95.0,99.0,94.0,94.0,,,,0.32,0.303,,0.166,,0.21,1.7,,-2.25,-2.18,,-0.16,93.5,,86.9,93.2,84.4,,0.352,0.648,0.149,0.25,0.339,0.232,,,,0.178,0.311,0.226,,,,0.217,0.478,0.295,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-01,745261,Groundout,field_out,True,644433,676106,Chadwick Tromp,Emerson Hancock,0,09a9edd7-2f48-4db9-a38b-dd9eca34df4d,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.76,6.02,45.1,103.0,87.0,99.0,0.818,5.56,2.78,9.13,1.59,0.89,0.263,0.414,0.237,0.316,0.437,87.0,106.0,106.0,,,,75.0,104.0,95.0,95.0,100.0,95.0,99.0,94.0,94.0,,,,0.32,0.303,,0.166,,0.21,1.7,,-2.25,-2.18,,-0.16,93.5,,86.9,93.2,84.4,,0.352,0.648,0.149,0.25,0.339,0.232,,,,0.178,0.311,0.226,,,,0.217,0.478,0.295,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-01,745261,Flyout,field_out,True,644433,668338,Chadwick Tromp,Tyson Miller,0,95a5577d-07a2-4c8e-8eb0-b44ac2b020f6,668338.0,tysonmiller,"Miller, T",Right,Tyson Miller,- - -,2.16,3.31,33.1,106.0,106.0,110.0,0.744,8.37,1.08,5.4,1.35,0.6,0.205,0.386,0.193,0.239,0.385,73.0,74.0,40.0,29.0,109.0,108.0,119.0,101.0,104.0,86.0,118.0,115.0,98.0,111.0,118.0,,,,0.024,0.508,,0.419,0.038,0.006,1.44,,3.74,2.18,-12.09,-1.2,89.8,,85.3,90.3,80.4,78.8,,,,0.184,0.367,0.298,0.429,0.857,0.222,,,,,,,0.131,0.246,0.286,,,,0.004,5.34,81.1,,,,,,,,,,,,,,,,,,
2024-05-01,745261,Lineout,field_out,True,644433,642048,Chadwick Tromp,Tayler Saucedo,0,7e25cfe3-7da7-447c-a80a-3006cf91ac8e,642048.0,taylersaucedo,Saucedo,Left,Tayler Saucedo,SEA,2.13,2.5,25.1,95.0,93.0,95.0,0.73,9.59,3.91,7.11,0.36,2.33,0.197,0.5,0.152,0.136,0.346,88.0,97.0,96.0,117.0,71.0,72.0,52.0,45.0,24.0,88.0,100.0,96.0,103.0,93.0,103.0,,,,0.458,0.029,,0.239,0.039,0.236,-3.21,,3.61,-1.03,-1.32,0.11,91.9,,85.3,91.4,82.6,76.1,0.17,0.17,0.21,0.0,0.0,0.25,,,,0.308,0.308,0.358,,,,0.0,0.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-05,746153,Grounded Into DP,grounded_into_double_play,True,644433,572020,Chadwick Tromp,James Paxton,1,ab343a83-6bc2-49f6-a913-319584554f82,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,,,,69.0,98.0,85.0,65.0,98.0,92.0,,,,82.0,95.0,84.0,0.032,0.577,0.037,,,0.07,0.34,-3.42,-4.92,,,-1.66,93.2,84.0,82.6,92.6,,,0.462,0.692,0.095,0.243,0.381,0.138,0.224,0.355,0.358,0.217,0.348,0.31,0.308,0.769,0.13,,,,,,,,,,,,,,,,79.0,96.0,96.0,0.284,-0.23,80.8,,,,,,
