date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,CH%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vFS,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,KC_ba,KC_slg,KC_whiff,SV_ba,SV_slg,SV_whiff,EP%,wEP/C,vEP
2024-04-07,746895,Flyout,field_out,True,666211,694037,Taylor Trammell,Daniel Palencia,0,8bfb833f-d26b-47fa-92b1-b44ceef1c4e9,694037.0,danielpalencia,Palencia,Right,Daniel Palencia,CHC,6.55,4.3,11.0,94.0,114.0,99.0,0.767,9.82,6.55,9.0,0.0,2.11,0.194,0.29,0.161,0.355,0.49,,,,82.0,91.0,89.0,113.0,93.0,103.0,110.0,69.0,66.0,114.0,106.0,108.0,,,,127.0,72.0,87.0,0.1,0.535,,0.08,0.27,0.015,,-2.51,,-0.25,-0.97,3.94,3.33,,97.6,,90.1,,97.4,89.6,84.1,0.375,0.542,0.216,,,,0.133,0.133,0.28,,,,,,,,,,0.0,0.0,0.125,,,,,,,,,,,,,,,
2024-04-08,745925,Pop Out,field_out,True,666211,641927,Taylor Trammell,Bailey Ober,0,babbc57a-d847-4979-92e0-41aab3ba0f6c,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,102.0,97.0,101.0,82.0,105.0,97.0,,,,74.0,103.0,101.0,85.0,107.0,103.0,,,,,0.389,0.22,,0.128,0.012,0.251,-1.08,0.2,,,1.95,4.25,1.52,91.9,86.5,,83.4,,80.5,76.0,0.307,0.606,0.247,,,,0.098,0.196,0.319,,,,0.256,0.43,0.224,0.173,0.337,0.37,,,,,,,,,,,,,,,,,,
2024-04-08,745925,Groundout,field_out,True,666211,641927,Taylor Trammell,Bailey Ober,0,50a9766e-a3a6-4b10-8506-7019361faf28,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,102.0,97.0,101.0,82.0,105.0,97.0,,,,74.0,103.0,101.0,85.0,107.0,103.0,,,,,0.389,0.22,,0.128,0.012,0.251,-1.08,0.2,,,1.95,4.25,1.52,91.9,86.5,,83.4,,80.5,76.0,0.307,0.606,0.247,,,,0.098,0.196,0.319,,,,0.256,0.43,0.224,0.173,0.337,0.37,,,,,,,,,,,,,,,,,,
2024-04-08,745925,Strikeout,strikeout,True,666211,543351,Taylor Trammell,Jay Jackson,0,6ce0fb6b-5efb-4921-9435-0b2e38565b63,543351.0,jayjackson,"Jackson, J",Right,Jay Jackson,MIN,7.52,4.7,26.1,102.0,98.0,97.0,0.765,9.91,3.08,9.57,2.39,0.84,0.171,0.447,0.171,0.289,0.464,88.0,100.0,101.0,,,,70.0,104.0,90.0,77.0,119.0,111.0,115.0,101.0,99.0,,,,,,,0.05,0.265,,,0.554,,0.131,1.98,,,3.21,-2.47,,-2.99,91.9,,,86.0,91.3,84.9,,0.2,0.233,0.203,,,,0.276,0.672,0.307,,,,,,,0.4,0.7,0.217,0.286,0.286,0.077,,,,,,,,,,,,,,,
2024-04-15,746158,Strikeout,strikeout,True,666211,571670,Taylor Trammell,Dylan Floro,0,c06e8252-5470-4bc1-983d-e4529f053ad6,571670.0,dylanfloro,Floro,Right,Dylan Floro,WSN,2.11,3.1,47.0,106.0,75.0,96.0,0.809,7.28,2.3,7.09,0.0,1.66,0.293,0.338,0.18,0.331,0.455,68.0,115.0,101.0,,,,83.0,111.0,102.0,79.0,107.0,96.0,68.0,98.0,89.0,,,,,,,0.473,0.166,,,0.28,,0.08,2.92,,,2.15,2.14,,-0.67,90.0,,,84.1,90.2,83.6,,0.182,0.182,0.226,,,,0.167,0.19,0.351,,,,,,,0.308,0.308,0.296,0.247,0.296,0.067,,,,,,,,,,,,,,,
2024-04-15,746158,Strikeout,strikeout,True,666211,640448,Taylor Trammell,Kyle Finnegan,0,345fcd95-1059-475d-bcb8-7a6efa357290,640448.0,kylefinnegan,Finnegan,Right,Kyle Finnegan,WSN,2.43,4.27,40.2,106.0,101.0,102.0,0.78,9.3,3.1,6.2,1.33,1.22,0.29,0.346,0.168,0.374,0.513,,,,,,,99.0,107.0,102.0,,,,110.0,108.0,110.0,,,,104.0,104.0,102.0,,0.686,,0.257,0.057,,,1.45,,-0.04,,1.89,,,97.2,,89.0,,,85.3,,0.2,0.316,0.197,0.182,0.432,0.337,0.125,0.125,0.438,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-27,745998,Single,single,False,666211,680911,Taylor Trammell,Owen Miller,1,b4162b70-b685-4681-b35f-8cc718291a6a,680911.0,owenmiller,"Miller, O",Right,Owen Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-28,746001,Walk,walk,False,666211,641343,Taylor Trammell,Jake Bauers,1,b1cf1cb8-8495-4185-9da4-3de13195bc6d,641343.0,jakebauers,Bauers,Left,Jake Bauers,MIL,0.0,6.34,3.0,49.0,-107.0,13.0,0.952,0.0,12.0,6.0,0.0,0.33,0.4,0.1,0.2,0.1,0.232,,,,,,,,,,,,,,,,,,,,,,,0.946,,,,,,0.34,,,,,,,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054,4.09,48.6
