date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vCH,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2024-05-07,745752,Flyout,field_out,True,676070,676760,Jacob Amaya,Ron Marinaccio,0,70775056-077b-4662-9c2b-9b2f52eb04fd,676760.0,ronmarinaccio,Marinaccio,Right,Ron Marinaccio,NYY,2.84,4.07,19.0,95.0,81.0,92.0,0.765,9.0,4.26,5.68,1.42,1.0,0.167,0.479,0.167,0.313,0.403,59.0,95.0,86.0,86.0,94.0,91.0,113.0,97.0,104.0,0.505,0.158,0.338,3.14,2.33,-3.92,93.4,82.1,80.2,0.1,0.133,0.262,0.348,0.696,0.306,0.091,0.364,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-30,746749,Lineout,field_out,True,676070,656731,Jacob Amaya,Tylor Megill,0,78405354-b9dd-44ac-9ad6-8adc99390cb6,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,4.48,4.19,62.1,97.0,106.0,100.0,0.736,10.54,3.75,8.09,0.87,0.94,0.271,0.38,0.181,0.343,0.417,130.0,94.0,112.0,111.0,98.0,99.0,102.0,103.0,107.0,0.478,0.128,0.018,-0.27,0.34,-4.36,95.6,87.2,85.0,0.247,0.392,0.27,0.5,0.5,0.111,0.189,0.189,0.271,87.0,83.0,88.0,0.082,0.16,77.6,0.154,0.308,0.371,104.0,108.0,112.0,0.063,4.34,94.2,0.125,0.125,0.237,99.0,97.0,94.0,0.145,-1.11,90.2,0.359,0.564,0.235,0.25,1.0,0.2,100.0,94.0,108.0,0.086,-1.3,84.7,0.148,0.407,0.447,,,,,,,,,
2024-08-30,746749,Groundout,field_out,True,676070,656731,Jacob Amaya,Tylor Megill,0,fd1e5a4f-3fe3-46bb-aac5-be3d25dc6404,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,4.48,4.19,62.1,97.0,106.0,100.0,0.736,10.54,3.75,8.09,0.87,0.94,0.271,0.38,0.181,0.343,0.417,130.0,94.0,112.0,111.0,98.0,99.0,102.0,103.0,107.0,0.478,0.128,0.018,-0.27,0.34,-4.36,95.6,87.2,85.0,0.247,0.392,0.27,0.5,0.5,0.111,0.189,0.189,0.271,87.0,83.0,88.0,0.082,0.16,77.6,0.154,0.308,0.371,104.0,108.0,112.0,0.063,4.34,94.2,0.125,0.125,0.237,99.0,97.0,94.0,0.145,-1.11,90.2,0.359,0.564,0.235,0.25,1.0,0.2,100.0,94.0,108.0,0.086,-1.3,84.7,0.148,0.407,0.447,,,,,,,,,
2024-08-30,746749,Strikeout,strikeout,True,676070,657585,Jacob Amaya,Reed Garrett,0,08a83018-351a-4646-89db-b5b97261a1f4,657585.0,reedgarrett,"Garrett, R",Right,Reed Garrett,NYM,3.42,3.03,52.2,93.0,119.0,97.0,0.647,13.16,4.61,7.35,1.03,1.24,0.239,0.419,0.256,0.256,0.346,,,,126.0,87.0,91.0,124.0,97.0,105.0,0.161,0.2,,-4.02,1.27,,96.6,,84.9,0.4,0.733,0.292,,,,,,,,,,,,,,,,92.0,87.0,81.0,0.128,-1.34,96.3,0.333,0.611,0.25,107.0,100.0,95.0,0.233,1.31,91.5,0.275,0.475,0.349,0.167,0.2,0.35,122.0,93.0,100.0,0.278,2.24,88.1,0.122,0.135,0.527,,,,,,,,,
2024-08-31,746751,Walk,walk,False,676070,500779,Jacob Amaya,Jose Quintana,1,ba49cf46-748b-41f5-9a7a-bcc8e6ca3c3b,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.09,4.65,152.0,98.0,83.0,93.0,0.802,6.99,3.49,8.29,1.3,1.27,0.223,0.42,0.173,0.335,0.335,70.0,100.0,98.0,70.0,91.0,85.0,,,,0.229,,0.198,-0.28,,0.19,90.6,85.7,,0.22,0.43,0.17,0.223,0.286,0.345,,,,110.0,102.0,100.0,0.282,0.02,77.6,0.265,0.449,0.258,75.0,98.0,91.0,0.292,0.14,90.7,0.27,0.478,0.132,,,,,,,,,,,,,,,,,,,,,,0.171,0.371,0.27,,,,,,
2024-08-31,746751,Grounded Into DP,grounded_into_double_play,True,676070,500779,Jacob Amaya,Jose Quintana,1,53c48b3b-ba76-4ad8-97a3-5fabfd4cc2e6,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.09,4.65,152.0,98.0,83.0,93.0,0.802,6.99,3.49,8.29,1.3,1.27,0.223,0.42,0.173,0.335,0.335,70.0,100.0,98.0,70.0,91.0,85.0,,,,0.229,,0.198,-0.28,,0.19,90.6,85.7,,0.22,0.43,0.17,0.223,0.286,0.345,,,,110.0,102.0,100.0,0.282,0.02,77.6,0.265,0.449,0.258,75.0,98.0,91.0,0.292,0.14,90.7,0.27,0.478,0.132,,,,,,,,,,,,,,,,,,,,,,0.171,0.371,0.27,,,,,,
2024-08-31,746751,Groundout,field_out,True,676070,623211,Jacob Amaya,Huascar Brazobán,1,b4817660-b3d0-4404-b7f8-e16a3beb11bd,623211.0,huascarbrazoban,Brazoban,Right,Huascar Brazobán,- - -,3.48,3.24,44.0,96.0,99.0,95.0,0.715,9.2,4.09,6.14,0.41,1.6,0.183,0.435,0.252,0.174,0.383,125.0,100.0,108.0,87.0,99.0,94.0,,,,0.214,,0.295,1.52,,1.48,96.4,90.2,,0.167,0.2,0.127,0.172,0.234,0.403,,,,,,,,,,,,,97.0,86.0,86.0,0.22,-0.45,96.0,0.389,0.5,0.237,88.0,97.0,92.0,0.271,1.84,88.9,0.146,0.25,0.365,,,,,,,,,,,,,,,,,,,,,
2024-08-31,746751,Single,single,False,676070,676130,Jacob Amaya,José Buttó,1,c60ed6b3-f03c-44e9-9978-b120a2ee46d1,676130.0,josebutto,Buttó,Right,José Buttó,NYM,2.67,3.75,70.2,90.0,93.0,89.0,0.71,9.17,4.84,5.22,0.76,1.03,0.243,0.402,0.142,0.314,0.31,79.0,95.0,86.0,105.0,93.0,93.0,98.0,88.0,93.0,0.308,0.233,0.227,1.87,1.01,0.15,94.1,87.1,83.9,0.169,0.215,0.3,0.156,0.312,0.429,0.2,0.36,0.406,,,,,,,,,,83.0,81.0,79.0,0.233,1.18,93.5,0.185,0.315,0.16,,,,,,,,,,0.2,0.267,0.268,,,,,,,,,,,,,,,,,,
2024-09-01,746750,Strikeout,strikeout,True,676070,640455,Jacob Amaya,Sean Manaea,0,a62740c6-6984-45c0-9ae9-1e9549bba5a1,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.43,3.88,157.1,97.0,88.0,96.0,0.758,9.32,3.2,6.69,1.03,0.84,0.26,0.381,0.16,0.323,0.434,85.0,98.0,94.0,87.0,104.0,99.0,88.0,88.0,92.0,0.128,0.26,0.119,1.12,0.54,-1.2,92.4,85.4,79.7,0.167,0.295,0.309,0.269,0.449,0.259,0.174,0.435,0.32,,,,,,,,,,89.0,100.0,98.0,0.412,1.24,92.4,0.21,0.34,0.209,84.0,88.0,85.0,0.082,0.99,88.4,0.222,0.25,0.179,0.176,0.311,0.4,,,,,,,,,,,,,,,,,,
2024-09-01,746750,Strikeout,strikeout,True,676070,640455,Jacob Amaya,Sean Manaea,0,ed2cff19-88f0-4953-a494-52d1e1a0ee4e,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.43,3.88,157.1,97.0,88.0,96.0,0.758,9.32,3.2,6.69,1.03,0.84,0.26,0.381,0.16,0.323,0.434,85.0,98.0,94.0,87.0,104.0,99.0,88.0,88.0,92.0,0.128,0.26,0.119,1.12,0.54,-1.2,92.4,85.4,79.7,0.167,0.295,0.309,0.269,0.449,0.259,0.174,0.435,0.32,,,,,,,,,,89.0,100.0,98.0,0.412,1.24,92.4,0.21,0.34,0.209,84.0,88.0,85.0,0.082,0.99,88.4,0.222,0.25,0.179,0.176,0.311,0.4,,,,,,,,,,,,,,,,,,
