date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CH%,wFC/C,wSI/C,wSL/C,wCH/C,vFC,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,wFA/C,wCU/C,vFA,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,KC%,wKC/C,vKC,Stf+ KC,Loc+ KC,Pit+ KC,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,SV_ba,SV_slg,SV_whiff,FO%,wFO/C,vFO
2024-04-17,745591,Single,single,False,656248,650911,Sean Bouchard,Cristopher Sánchez,0,4d96a303-0c72-44fd-ba59-db0c9674877d,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-17,745591,Walk,walk,False,656248,650911,Sean Bouchard,Cristopher Sánchez,0,2b68ad80-e281-4b94-a5f9-d7687e82c2c0,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-17,745591,Strikeout,strikeout,True,656248,650911,Sean Bouchard,Cristopher Sánchez,0,ac6e38e7-6a88-431f-a0ad-2c0bc64b4420,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-17,745591,Walk,walk,False,656248,642397,Sean Bouchard,Gregory Soto,1,ccba1215-fdcc-445d-9c0e-2baad9c4bf40,642397.0,gregorysoto,"Soto, G",Left,Gregory Soto,PHI,3.31,4.48,32.2,96.0,113.0,99.0,0.702,11.3,4.96,8.82,0.28,1.64,0.326,0.291,0.116,0.349,0.432,,,,115.0,97.0,100.0,117.0,96.0,104.0,,,,0.41,0.012,0.451,,0.36,0.19,0.86,,91.8,,97.5,86.0,0.311,0.444,0.121,,,,0.222,0.222,0.294,,,,96.0,89.0,80.0,0.128,,-3.7,,98.1,,0.417,0.417,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-17,745591,Pop Out,field_out,True,656248,621237,Sean Bouchard,José Alvarado,1,fb537b7a-598b-481d-b6a3-25ef90350bf7,621237.0,josealvarado,Alvarado,Left,José Alvarado,PHI,4.35,3.64,39.1,95.0,88.0,95.0,0.755,9.38,3.89,7.32,0.69,1.35,0.292,0.406,0.189,0.311,0.413,,,,100.0,94.0,95.0,,,,69.0,97.0,94.0,0.597,0.403,,,1.06,0.58,,,92.6,,97.8,,0.27,0.416,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.158,0.432,,,,,,,,,,,,,,,,,,
2024-04-21,746572,Groundout,field_out,True,656248,676106,Sean Bouchard,Emerson Hancock,0,f4056f23-226a-4521-80eb-508c91af5f61,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.76,6.02,45.1,103.0,87.0,99.0,0.818,5.56,2.78,9.13,1.59,0.89,0.263,0.414,0.237,0.316,0.437,87.0,106.0,106.0,95.0,100.0,95.0,99.0,94.0,94.0,,,,0.32,,0.166,0.21,,-2.25,-2.18,-0.16,,86.9,93.2,84.4,0.352,0.648,0.149,0.178,0.311,0.226,0.217,0.478,0.295,,,,75.0,104.0,95.0,0.303,,1.7,,93.5,,0.25,0.339,0.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-21,746572,Strikeout,strikeout,True,656248,676106,Sean Bouchard,Emerson Hancock,0,b40a1d58-ad78-4018-9245-fb6a32a3c434,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.76,6.02,45.1,103.0,87.0,99.0,0.818,5.56,2.78,9.13,1.59,0.89,0.263,0.414,0.237,0.316,0.437,87.0,106.0,106.0,95.0,100.0,95.0,99.0,94.0,94.0,,,,0.32,,0.166,0.21,,-2.25,-2.18,-0.16,,86.9,93.2,84.4,0.352,0.648,0.149,0.178,0.311,0.226,0.217,0.478,0.295,,,,75.0,104.0,95.0,0.303,,1.7,,93.5,,0.25,0.339,0.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-21,746572,Double,double,False,656248,675989,Sean Bouchard,Cody Bolton,0,4bdeb532-4dc5-485c-8723-6c4a0dcb4bc2,675989.0,codybolton,Bolton,Right,Cody Bolton,SEA,4.34,3.69,18.2,100.0,101.0,102.0,0.774,8.2,4.34,8.68,1.45,1.0,0.246,0.421,0.316,0.263,0.359,88.0,96.0,97.0,98.0,102.0,108.0,123.0,109.0,114.0,102.0,100.0,97.0,0.276,0.314,0.247,0.125,0.1,-0.87,-0.17,-2.16,89.1,91.5,94.8,83.7,0.267,0.667,0.235,0.3,0.3,0.133,0.158,0.526,0.235,,,,88.0,63.0,59.0,0.038,,-7.21,,94.8,,0.5,0.5,0.143,,,,,,,,,,,,,0.259,0.296,0.326,,,,,,,,,,,,,,,,,,
2024-04-21,746572,Strikeout,strikeout,True,656248,608723,Sean Bouchard,Austin Voth,0,343c0c74-1482-4455-96fa-0faa0df41736,608723.0,austinvoth,Voth,Right,Austin Voth,SEA,3.69,3.19,39.0,100.0,101.0,99.0,0.736,8.31,2.31,6.0,1.62,0.84,0.2,0.495,0.162,0.257,0.394,,,,,,,113.0,97.0,102.0,101.0,102.0,95.0,,0.324,0.28,,0.62,,-0.04,,89.1,,,81.2,,,,,,,0.171,0.488,0.256,95.0,98.0,99.0,89.0,102.0,99.0,0.243,0.153,2.04,2.5,93.6,75.4,0.156,0.25,0.227,0.125,0.125,0.405,,,,,,,,,,0.256,0.465,0.307,,,,,,,,,,,,,,,,,,
2024-04-20,746570,Walk,walk,False,656248,622491,Sean Bouchard,Luis Castillo,0,979f4437-3efb-4abf-8d33-c644e18795e8,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.55,3.82,124.1,104.0,102.0,102.0,0.77,8.61,2.53,7.89,1.09,0.96,0.251,0.437,0.174,0.309,0.394,90.0,104.0,97.0,102.0,101.0,98.0,77.0,105.0,108.0,,,,0.168,,0.236,0.154,,-0.32,1.27,-1.2,,88.1,95.5,85.8,0.306,0.449,0.092,0.289,0.526,0.244,0.189,0.311,0.351,,,,119.0,105.0,102.0,0.442,,0.96,,95.4,,0.2,0.357,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
