date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,EP%,wEP/C,vEP
2024-08-05,744821,Strikeout,strikeout,True,666464,571578,Jerar Encarnacion,Patrick Corbin,0,62431a3a-2ca8-4aac-88c3-e780c8693e63,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.5,5.75,147.1,101.0,76.0,95.0,0.797,6.9,2.93,10.63,1.22,1.5,0.218,0.37,0.14,0.341,0.395,88.0,96.0,96.0,65.0,90.0,85.0,55.0,98.0,84.0,87.0,97.0,96.0,0.086,0.338,0.012,0.04,-1.45,0.28,-3.46,-5.52,91.3,81.0,79.9,70.1,0.318,0.591,0.135,,,,0.409,0.773,0.279,0.5,2.0,0.545,0.227,0.344,0.344,71.0,104.0,92.0,0.346,-1.43,91.5,0.333,0.54,0.09,77.0,106.0,99.0,0.179,-0.37,85.2,0.29,0.439,0.225,,,,,,,,,,,,,,,,0.001,4.69,63.2,,,
2024-08-05,744821,Single,single,False,666464,571578,Jerar Encarnacion,Patrick Corbin,0,86f8b5a0-ac75-4fa6-9996-54831c2b0f38,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.5,5.75,147.1,101.0,76.0,95.0,0.797,6.9,2.93,10.63,1.22,1.5,0.218,0.37,0.14,0.341,0.395,88.0,96.0,96.0,65.0,90.0,85.0,55.0,98.0,84.0,87.0,97.0,96.0,0.086,0.338,0.012,0.04,-1.45,0.28,-3.46,-5.52,91.3,81.0,79.9,70.1,0.318,0.591,0.135,,,,0.409,0.773,0.279,0.5,2.0,0.545,0.227,0.344,0.344,71.0,104.0,92.0,0.346,-1.43,91.5,0.333,0.54,0.09,77.0,106.0,99.0,0.179,-0.37,85.2,0.29,0.439,0.225,,,,,,,,,,,,,,,,0.001,4.69,63.2,,,
2024-08-05,744821,Strikeout,strikeout,True,666464,674285,Jerar Encarnacion,Eduardo Salazar,0,2c2f629a-4069-4659-bb56-80b3a55439ad,674285.0,eduardosalazar,Salazar,Right,Eduardo Salazar,- - -,1.29,4.09,21.0,94.0,104.0,95.0,0.762,9.0,4.29,8.57,0.43,2.62,0.197,0.443,0.164,0.279,0.401,,,,,,,80.0,104.0,96.0,119.0,93.0,101.0,0.06,0.466,0.003,0.006,0.85,0.73,-3.49,-26.48,95.7,90.7,87.9,81.6,0.25,0.25,0.25,,,,,,,,,,0.15,0.25,0.408,93.0,93.0,88.0,0.466,0.71,94.4,0.324,0.378,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-06,744817,Single,single,False,666464,669022,Jerar Encarnacion,MacKenzie Gore,0,a9365133-93f2-4af6-a2d0-982b074bee66,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.45,4.47,137.2,98.0,112.0,101.0,0.756,9.54,3.6,10.33,0.85,1.09,0.265,0.367,0.153,0.292,0.437,95.0,89.0,93.0,105.0,103.0,103.0,126.0,99.0,103.0,91.0,91.0,92.0,0.551,0.167,0.19,0.091,-0.15,-1.02,0.19,-2.17,96.1,85.9,90.8,82.9,0.298,0.441,0.229,0.444,0.667,0.263,0.333,0.59,0.509,0.246,0.325,0.308,0.263,0.411,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-06,744817,Double,double,False,666464,669022,Jerar Encarnacion,MacKenzie Gore,1,892cc719-d9be-4908-9681-c8336fb9193c,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.45,4.47,137.2,98.0,112.0,101.0,0.756,9.54,3.6,10.33,0.85,1.09,0.265,0.367,0.153,0.292,0.437,95.0,89.0,93.0,105.0,103.0,103.0,126.0,99.0,103.0,91.0,91.0,92.0,0.551,0.167,0.19,0.091,-0.15,-1.02,0.19,-2.17,96.1,85.9,90.8,82.9,0.298,0.441,0.229,0.444,0.667,0.263,0.333,0.59,0.509,0.246,0.325,0.308,0.263,0.411,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-06,744817,Groundout,field_out,True,666464,669022,Jerar Encarnacion,MacKenzie Gore,1,efc11432-c0f9-4334-af98-70aa7c06c59b,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.45,4.47,137.2,98.0,112.0,101.0,0.756,9.54,3.6,10.33,0.85,1.09,0.265,0.367,0.153,0.292,0.437,95.0,89.0,93.0,105.0,103.0,103.0,126.0,99.0,103.0,91.0,91.0,92.0,0.551,0.167,0.19,0.091,-0.15,-1.02,0.19,-2.17,96.1,85.9,90.8,82.9,0.298,0.441,0.229,0.444,0.667,0.263,0.333,0.59,0.509,0.246,0.325,0.308,0.263,0.411,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-06,744817,Flyout,field_out,True,666464,676395,Jerar Encarnacion,Robert Garcia,0,89c07a86-cc0e-41de-b806-530e319046e8,676395.0,robertgarcia,"Garcia, Ro",Left,Robert Garcia,WSN,4.72,2.73,47.2,104.0,107.0,103.0,0.74,11.71,3.02,9.06,0.76,1.51,0.279,0.349,0.217,0.287,0.442,88.0,102.0,94.0,,,,117.0,103.0,104.0,109.0,111.0,114.0,0.539,0.154,,0.307,0.26,-1.04,,2.01,94.4,87.7,85.2,,0.276,0.418,0.245,,,,0.203,0.203,0.39,,,,0.281,0.438,0.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-07,744822,Groundout,field_out,True,666464,663623,Jerar Encarnacion,Jake Irvin,0,b28d2ef6-9651-47e2-b1f6-7f86fd8ef605,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.8,4.17,156.1,105.0,94.0,102.0,0.803,7.48,2.19,8.23,1.44,1.13,0.238,0.41,0.173,0.333,0.473,100.0,94.0,97.0,111.0,105.0,106.0,82.0,106.0,99.0,110.0,116.0,118.0,0.375,0.004,0.328,0.033,0.61,-14.36,0.43,0.77,94.0,88.4,85.9,81.1,0.204,0.376,0.243,,,,0.182,0.182,0.303,0.215,0.419,0.249,,,,94.0,105.0,105.0,0.184,-0.78,93.2,0.333,0.492,0.124,78.0,103.0,93.0,0.076,-0.21,89.9,0.295,0.545,0.202,,,,,,,,,,,,,,,,,,,,,
2024-08-07,744822,Flyout,field_out,True,666464,663623,Jerar Encarnacion,Jake Irvin,0,bb0fb029-ea56-48e1-b003-c76d855ecad1,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.8,4.17,156.1,105.0,94.0,102.0,0.803,7.48,2.19,8.23,1.44,1.13,0.238,0.41,0.173,0.333,0.473,100.0,94.0,97.0,111.0,105.0,106.0,82.0,106.0,99.0,110.0,116.0,118.0,0.375,0.004,0.328,0.033,0.61,-14.36,0.43,0.77,94.0,88.4,85.9,81.1,0.204,0.376,0.243,,,,0.182,0.182,0.303,0.215,0.419,0.249,,,,94.0,105.0,105.0,0.184,-0.78,93.2,0.333,0.492,0.124,78.0,103.0,93.0,0.076,-0.21,89.9,0.295,0.545,0.202,,,,,,,,,,,,,,,,,,,,,
2024-08-07,744822,Single,single,False,666464,678606,Jerar Encarnacion,Jose Ferrer,1,db944808-ea68-40d1-b635-cd1c3cce8b92,678606.0,joseaferrer,Ferrer,Left,Jose Ferrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333,0.417,0.176,,,,0.143,0.143,0.5,,,,0.0,0.0,0.833,,,,,,,0.278,0.333,0.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-07,744822,Flyout,field_out,True,666464,663432,Jerar Encarnacion,Tanner Rainey,0,9b654b50-f3ff-45b6-a00c-8521b5a60a91,663432.0,tannerrainey,Rainey,Right,Tanner Rainey,WSN,5.63,6.37,40.0,95.0,106.0,98.0,0.762,6.75,5.85,9.23,1.58,0.52,0.231,0.377,0.138,0.315,0.408,87.0,76.0,73.0,,,,108.0,98.0,101.0,103.0,87.0,90.0,0.715,0.268,,0.017,-0.79,-0.99,,-6.91,93.9,85.6,86.4,,0.266,0.516,0.204,,,,,,,,,,0.2,0.2,0.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-08,744819,Walk,walk,False,666464,687792,Jerar Encarnacion,DJ Herz,1,1d47d3bf-0c13-4683-ad90-7154472e0144,687792.0,djherz,Herz,Left,DJ Herz,WSN,3.84,3.35,65.2,98.0,96.0,97.0,0.728,11.38,3.29,8.22,1.37,0.84,0.264,0.448,0.138,0.351,0.435,106.0,100.0,99.0,,,,91.0,99.0,97.0,106.0,93.0,98.0,0.543,0.177,,0.244,0.36,-2.29,,0.85,93.5,83.5,86.2,,0.254,0.377,0.322,,,,0.181,0.347,0.261,0.25,0.25,0.615,0.26,0.54,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,66.0,79.0,0.035,0.97,81.0,,,
2024-08-08,744819,Strikeout,strikeout,True,666464,687792,Jerar Encarnacion,DJ Herz,0,a21cd5af-38cf-403c-893f-74b9be719568,687792.0,djherz,Herz,Left,DJ Herz,WSN,3.84,3.35,65.2,98.0,96.0,97.0,0.728,11.38,3.29,8.22,1.37,0.84,0.264,0.448,0.138,0.351,0.435,106.0,100.0,99.0,,,,91.0,99.0,97.0,106.0,93.0,98.0,0.543,0.177,,0.244,0.36,-2.29,,0.85,93.5,83.5,86.2,,0.254,0.377,0.322,,,,0.181,0.347,0.261,0.25,0.25,0.615,0.26,0.54,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,66.0,79.0,0.035,0.97,81.0,,,
2024-08-08,744819,Strikeout,strikeout,True,666464,606930,Jerar Encarnacion,Jacob Barnes,0,06c67dd0-8278-4a4d-94b4-0c5815d4f265,606930.0,jacobbarnes,"Barnes, J",Right,Jacob Barnes,WSN,3.38,4.26,58.2,101.0,96.0,101.0,0.778,7.36,2.3,7.98,1.07,1.06,0.267,0.349,0.145,0.256,0.396,,,,,,,104.0,103.0,107.0,87.0,84.0,90.0,0.478,0.023,,,-0.3,1.08,,,95.4,,83.7,,0.253,0.475,0.193,,,,,,,,,,0.0,0.0,0.625,,,,,,,,,,88.0,101.0,96.0,0.499,1.77,89.9,0.237,0.325,0.303,,,,,,,,,,,,,,,,,,,,,
2024-08-08,744819,Forceout,force_out,True,666464,571882,Jerar Encarnacion,Derek Law,1,f43af1dc-d35a-473c-9ccb-07f34cbf7e88,571882.0,dereklaw,"Law, D",Right,Derek Law,WSN,2.85,3.75,75.2,104.0,90.0,98.0,0.744,7.26,2.26,8.44,0.83,1.7,0.207,0.436,0.137,0.242,0.402,83.0,106.0,106.0,100.0,94.0,99.0,79.0,103.0,92.0,110.0,113.0,110.0,0.14,0.299,0.035,0.05,-0.24,3.1,-7.75,3.54,95.0,88.2,87.2,77.8,0.27,0.432,0.174,,,,0.143,0.143,0.226,0.75,2.25,0.0,0.164,0.236,0.392,84.0,99.0,89.0,0.097,-1.35,94.6,0.407,0.481,0.111,80.0,100.0,94.0,0.38,0.26,91.5,0.3,0.411,0.26,,,,,,,,,,,,,,,,,,,,,
2024-08-08,744819,Groundout,field_out,True,666464,676395,Jerar Encarnacion,Robert Garcia,0,217bc8b1-6318-4522-926a-fa870ba89238,676395.0,robertgarcia,"Garcia, Ro",Left,Robert Garcia,WSN,4.72,2.73,47.2,104.0,107.0,103.0,0.74,11.71,3.02,9.06,0.76,1.51,0.279,0.349,0.217,0.287,0.442,88.0,102.0,94.0,,,,117.0,103.0,104.0,109.0,111.0,114.0,0.539,0.154,,0.307,0.26,-1.04,,2.01,94.4,87.7,85.2,,0.276,0.418,0.245,,,,0.203,0.203,0.39,,,,0.281,0.438,0.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-10,745304,Groundout,field_out,True,666464,676428,Jerar Encarnacion,Brant Hurter,0,ac868a84-ae4c-4cbd-bd20-fc944851b6b0,676428.0,branthurter,Hurter,Left,Brant Hurter,DET,3.57,2.66,22.2,103.0,91.0,97.0,0.827,8.34,1.19,6.75,1.19,1.95,0.182,0.424,0.182,0.273,0.489,58.0,95.0,81.0,,,,52.0,108.0,97.0,108.0,104.0,107.0,0.08,0.291,,0.131,2.84,-1.01,,-1.11,92.3,86.2,83.6,,0.0,0.0,0.333,0.167,0.458,0.351,0.25,0.5,0.211,,,,,,,96.0,105.0,95.0,0.498,2.1,92.6,0.229,0.375,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-10,745304,Single,single,False,666464,676428,Jerar Encarnacion,Brant Hurter,1,fa5d499e-5bfd-4474-aaeb-031b80339059,676428.0,branthurter,Hurter,Left,Brant Hurter,DET,3.57,2.66,22.2,103.0,91.0,97.0,0.827,8.34,1.19,6.75,1.19,1.95,0.182,0.424,0.182,0.273,0.489,58.0,95.0,81.0,,,,52.0,108.0,97.0,108.0,104.0,107.0,0.08,0.291,,0.131,2.84,-1.01,,-1.11,92.3,86.2,83.6,,0.0,0.0,0.333,0.167,0.458,0.351,0.25,0.5,0.211,,,,,,,96.0,105.0,95.0,0.498,2.1,92.6,0.229,0.375,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-10,745304,Walk,walk,False,666464,676428,Jerar Encarnacion,Brant Hurter,0,d924b56d-5be2-409b-904c-84b4015bb422,676428.0,branthurter,Hurter,Left,Brant Hurter,DET,3.57,2.66,22.2,103.0,91.0,97.0,0.827,8.34,1.19,6.75,1.19,1.95,0.182,0.424,0.182,0.273,0.489,58.0,95.0,81.0,,,,52.0,108.0,97.0,108.0,104.0,107.0,0.08,0.291,,0.131,2.84,-1.01,,-1.11,92.3,86.2,83.6,,0.0,0.0,0.333,0.167,0.458,0.351,0.25,0.5,0.211,,,,,,,96.0,105.0,95.0,0.498,2.1,92.6,0.229,0.375,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-10,745304,Forceout,force_out,True,666464,666214,Jerar Encarnacion,Joey Wentz,1,c0e497c2-4c15-42ee-b7ef-45ea4ad10a62,666214.0,joeywentz,Wentz,Left,Joey Wentz,DET,5.37,4.0,55.1,97.0,89.0,95.0,0.732,9.76,4.39,9.76,1.3,1.17,0.244,0.439,0.152,0.329,0.388,99.0,94.0,97.0,95.0,105.0,102.0,78.0,94.0,89.0,,,,0.368,0.001,0.131,0.186,-1.84,-2.43,1.27,-1.38,93.8,85.8,80.4,79.2,0.341,0.518,0.176,,,,0.289,0.447,0.42,0.174,0.174,0.351,,,,,,,,,,,,,90.0,98.0,94.0,0.314,0.19,86.1,0.216,0.365,0.373,,,,,,,,,,,,,,,,,,,,,
2024-08-11,745303,Walk,walk,False,666464,672456,Jerar Encarnacion,Keider Montero,0,d1a5e65c-76de-4544-b741-29b60ea80dd9,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.17,5.04,69.2,99.0,96.0,99.0,0.814,7.49,3.1,9.04,1.68,1.05,0.232,0.469,0.121,0.372,0.466,85.0,87.0,88.0,,,,92.0,100.0,95.0,107.0,100.0,105.0,0.437,0.297,,0.099,0.33,1.03,,-3.43,94.9,85.9,83.2,,0.27,0.468,0.18,,,,0.333,0.619,0.28,0.364,0.818,0.194,0.195,0.322,0.272,83.0,104.0,96.0,0.061,2.04,94.2,0.308,0.308,0.0,,,,,,,,,,,,,,,,,,,,,,96.0,100.0,110.0,0.105,-5.65,78.9,,,
2024-08-11,745303,Groundout,field_out,True,666464,672456,Jerar Encarnacion,Keider Montero,0,9488cc56-fda7-4faa-b260-95f17d4959a0,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.17,5.04,69.2,99.0,96.0,99.0,0.814,7.49,3.1,9.04,1.68,1.05,0.232,0.469,0.121,0.372,0.466,85.0,87.0,88.0,,,,92.0,100.0,95.0,107.0,100.0,105.0,0.437,0.297,,0.099,0.33,1.03,,-3.43,94.9,85.9,83.2,,0.27,0.468,0.18,,,,0.333,0.619,0.28,0.364,0.818,0.194,0.195,0.322,0.272,83.0,104.0,96.0,0.061,2.04,94.2,0.308,0.308,0.0,,,,,,,,,,,,,,,,,,,,,,96.0,100.0,110.0,0.105,-5.65,78.9,,,
2024-08-11,745303,Double,double,False,666464,663947,Jerar Encarnacion,Tyler Holton,1,f0e7913e-1ca5-4061-bfba-5722819e5f40,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,2.38,2.99,75.2,104.0,84.0,100.0,0.766,7.02,1.55,5.71,0.59,1.24,0.21,0.381,0.186,0.271,0.421,64.0,104.0,100.0,103.0,86.0,94.0,81.0,103.0,93.0,113.0,98.0,105.0,0.154,0.156,0.015,0.196,5.52,2.44,1.29,-0.22,92.1,83.5,80.9,79.3,0.068,0.068,0.282,,,,0.275,0.42,0.278,,,,0.128,0.128,0.368,78.0,104.0,96.0,0.211,2.07,91.7,0.169,0.356,0.097,86.0,109.0,104.0,0.267,2.22,87.9,0.204,0.259,0.246,,,,,,,,,,,,,,,,,,,,,
2024-08-11,745303,Groundout,field_out,True,666464,669724,Jerar Encarnacion,Brenan Hanifee,0,b7aea3a8-3267-49aa-a76c-7a5fd38d2cee,669724.0,brenanhanifee,Hanifee,Right,Brenan Hanifee,DET,1.72,2.71,15.2,103.0,88.0,101.0,0.838,5.17,1.72,6.89,1.15,2.21,0.18,0.52,0.28,0.24,0.43,101.0,89.0,84.0,,,,67.0,93.0,90.0,114.0,109.0,115.0,0.109,0.226,,0.061,4.36,1.61,,-12.33,95.5,88.8,87.5,,0.0,0.0,0.643,,,,0.5,1.25,0.167,,,,0.182,0.364,0.192,78.0,103.0,99.0,0.604,1.57,95.0,0.205,0.282,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
