date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FO%,wFO/C,vFO,ST_ba,ST_slg,ST_whiff
2024-05-31,745574,Home Run,home_run,False,543063,605400,Brandon Crawford,Aaron Nola,0,147fc5bd-f862-4279-b0ae-16c0e060607e,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,,,,90.0,105.0,100.0,100.0,109.0,106.0,,,,68.0,100.0,93.0,,,,0.212,0.259,0.102,,,,1.43,-2.53,,-0.12,,,92.3,87.4,,91.4,,,0.117,0.252,0.226,,,,0.194,0.306,0.35,,,,0.389,0.75,0.143,0.29,0.47,0.137,80.0,103.0,90.0,0.103,-2.18,85.4,0.289,0.5,0.154,133.0,109.0,116.0,0.324,2.0,79.2,,,,,,
2024-05-31,745574,Single,single,False,543063,605400,Brandon Crawford,Aaron Nola,0,0bb27849-52b1-4e8c-8570-d269b3c32105,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,,,,90.0,105.0,100.0,100.0,109.0,106.0,,,,68.0,100.0,93.0,,,,0.212,0.259,0.102,,,,1.43,-2.53,,-0.12,,,92.3,87.4,,91.4,,,0.117,0.252,0.226,,,,0.194,0.306,0.35,,,,0.389,0.75,0.143,0.29,0.47,0.137,80.0,103.0,90.0,0.103,-2.18,85.4,0.289,0.5,0.154,133.0,109.0,116.0,0.324,2.0,79.2,,,,,,
2024-06-05,746379,Double,double,False,543063,669854,Brandon Crawford,Ronel Blanco,0,6ebe9a0d-1409-43b6-bf77-5232c384b380,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.56,3.56,109.0,99.0,95.0,97.0,0.732,8.26,3.47,5.28,1.32,0.89,0.215,0.461,0.18,0.313,0.405,73.0,98.0,101.0,81.0,94.0,87.0,,,,84.0,103.0,100.0,,,,,,,,0.368,,,0.323,0.054,0.03,,,,2.64,2.82,93.4,,,,86.3,79.1,0.179,0.439,0.188,,,,0.0,0.0,0.476,0.164,0.224,0.31,,,,,,,124.0,103.0,106.0,0.255,0.1,85.1,0.179,0.366,0.353,,,,,,,,,,,,
2024-06-05,746379,Strikeout,strikeout,True,543063,669854,Brandon Crawford,Ronel Blanco,0,495e4630-cc72-4862-91ba-c23a80f33247,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.56,3.56,109.0,99.0,95.0,97.0,0.732,8.26,3.47,5.28,1.32,0.89,0.215,0.461,0.18,0.313,0.405,73.0,98.0,101.0,81.0,94.0,87.0,,,,84.0,103.0,100.0,,,,,,,,0.368,,,0.323,0.054,0.03,,,,2.64,2.82,93.4,,,,86.3,79.1,0.179,0.439,0.188,,,,0.0,0.0,0.476,0.164,0.224,0.31,,,,,,,124.0,103.0,106.0,0.255,0.1,85.1,0.179,0.366,0.353,,,,,,,,,,,,
2024-06-05,746379,Strikeout,strikeout,True,543063,681869,Brandon Crawford,Shawn Dubin,0,a74c7af3-b3d4-4151-844a-180a5af64aa6,681869.0,shawndubin,Dubin,Right,Shawn Dubin,HOU,5.23,4.3,31.0,92.0,117.0,94.0,0.777,9.29,4.65,10.16,0.58,1.43,0.228,0.38,0.152,0.38,0.418,115.0,91.0,96.0,104.0,90.0,90.0,,,,152.0,87.0,99.0,121.0,91.0,87.0,,,,,0.431,0.157,,0.111,0.155,0.78,-2.44,,,-0.42,-0.63,94.8,88.7,,,83.0,81.2,0.208,0.25,0.191,,,,0.292,0.333,0.333,0.231,0.308,0.36,0.471,0.647,0.209,,,,126.0,99.0,104.0,0.146,-3.28,88.2,0.368,0.789,0.316,,,,,,,,,,,,
2024-06-05,746379,Groundout,field_out,True,543063,663321,Brandon Crawford,Nick Hernandez,0,d0bb0c38-7cde-4dc0-8b3b-9a5f6e998cf2,663321.0,nickhernandez,"Hernandez, N",Right,Nick Hernandez,HOU,9.0,4.51,6.0,101.0,102.0,99.0,0.673,10.5,1.5,12.0,6.0,1.29,0.158,0.526,0.211,0.263,0.358,,,,126.0,88.0,91.0,,,,87.0,110.0,104.0,,,,,,,,0.376,,,0.615,,-5.88,,,,-1.44,,90.5,,,,82.0,,0.556,0.889,0.217,,,,,,,0.176,0.706,0.406,,,,,,,109.0,85.0,82.0,0.009,-2.0,81.2,,,,,,,,,,,,,,,
2024-06-16,746866,Double,double,False,543063,592791,Brandon Crawford,Jameson Taillon,0,1eecb6b6-d495-4fcd-bacf-8b7c276c5950,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.1,3.72,93.0,108.0,87.0,104.0,0.822,7.26,1.74,8.71,1.16,0.81,0.228,0.422,0.149,0.318,0.467,106.0,113.0,113.0,69.0,106.0,96.0,74.0,99.0,89.0,106.0,117.0,121.0,92.0,105.0,99.0,,,,0.079,0.325,0.234,,0.168,0.165,0.37,2.55,,-0.39,-0.43,-0.02,92.5,86.8,,93.0,80.8,80.0,0.263,0.434,0.128,,,,0.227,0.303,0.227,0.224,0.395,0.315,0.256,0.267,0.187,0.318,0.5,0.13,77.0,102.0,102.0,0.029,-3.72,85.9,0.273,0.818,0.087,,,,,,,,,,,,
2024-06-16,746866,Walk,walk,False,543063,592791,Brandon Crawford,Jameson Taillon,0,f58dad32-39c0-4708-b946-b964fe6e5b18,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.1,3.72,93.0,108.0,87.0,104.0,0.822,7.26,1.74,8.71,1.16,0.81,0.228,0.422,0.149,0.318,0.467,106.0,113.0,113.0,69.0,106.0,96.0,74.0,99.0,89.0,106.0,117.0,121.0,92.0,105.0,99.0,,,,0.079,0.325,0.234,,0.168,0.165,0.37,2.55,,-0.39,-0.43,-0.02,92.5,86.8,,93.0,80.8,80.0,0.263,0.434,0.128,,,,0.227,0.303,0.227,0.224,0.395,0.315,0.256,0.267,0.187,0.318,0.5,0.13,77.0,102.0,102.0,0.029,-3.72,85.9,0.273,0.818,0.087,,,,,,,,,,,,
2024-06-16,746866,Walk,walk,False,543063,592791,Brandon Crawford,Jameson Taillon,1,77282484-6ad0-4a6a-a8ce-e9889296b434,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.1,3.72,93.0,108.0,87.0,104.0,0.822,7.26,1.74,8.71,1.16,0.81,0.228,0.422,0.149,0.318,0.467,106.0,113.0,113.0,69.0,106.0,96.0,74.0,99.0,89.0,106.0,117.0,121.0,92.0,105.0,99.0,,,,0.079,0.325,0.234,,0.168,0.165,0.37,2.55,,-0.39,-0.43,-0.02,92.5,86.8,,93.0,80.8,80.0,0.263,0.434,0.128,,,,0.227,0.303,0.227,0.224,0.395,0.315,0.256,0.267,0.187,0.318,0.5,0.13,77.0,102.0,102.0,0.029,-3.72,85.9,0.273,0.818,0.087,,,,,,,,,,,,
2024-06-18,746049,Lineout,field_out,True,543063,682610,Brandon Crawford,Roddery Muñoz,0,08f5c514-8cd8-4a5f-8d5b-842172039ccd,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,5.47,5.87,51.0,97.0,92.0,94.0,0.788,7.41,4.59,8.12,2.65,0.59,0.277,0.355,0.135,0.348,0.405,,,,96.0,99.0,92.0,91.0,95.0,93.0,108.0,99.0,104.0,91.0,96.0,90.0,,,,0.229,0.257,0.247,,0.173,,-2.9,1.93,,-1.48,-0.77,,95.7,89.8,,95.1,85.8,,0.286,0.738,0.173,,,,,,,0.222,0.361,0.328,0.14,0.28,0.262,0.273,0.614,0.141,52.0,96.0,89.0,0.094,-4.22,89.5,0.318,0.727,0.356,,,,,,,,,,,,
2024-06-18,746049,Groundout,field_out,True,543063,682610,Brandon Crawford,Roddery Muñoz,1,6c2cea1f-9973-472d-a95f-adb0bb31c3a6,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,5.47,5.87,51.0,97.0,92.0,94.0,0.788,7.41,4.59,8.12,2.65,0.59,0.277,0.355,0.135,0.348,0.405,,,,96.0,99.0,92.0,91.0,95.0,93.0,108.0,99.0,104.0,91.0,96.0,90.0,,,,0.229,0.257,0.247,,0.173,,-2.9,1.93,,-1.48,-0.77,,95.7,89.8,,95.1,85.8,,0.286,0.738,0.173,,,,,,,0.222,0.361,0.328,0.14,0.28,0.262,0.273,0.614,0.141,52.0,96.0,89.0,0.094,-4.22,89.5,0.318,0.727,0.356,,,,,,,,,,,,
2024-06-18,746049,Hit By Pitch,hit_by_pitch,False,543063,592288,Brandon Crawford,Kent Emanuel,1,bff65869-d0f5-4099-be02-23c1864e93df,592288.0,kentemanuel,Emanuel,Left,Kent Emanuel,MIA,6.75,7.05,9.1,91.0,83.0,93.0,0.885,5.79,2.89,9.64,2.89,1.8,0.194,0.387,0.129,0.452,0.396,,,,,,,77.0,95.0,90.0,97.0,73.0,84.0,,,,,,,0.61,,,,0.292,,,,,0.26,-1.16,,,,,89.5,76.1,,,,,,,,,,,0.0,0.0,0.167,,,,0.25,0.5,0.1,67.0,99.0,115.0,0.097,-24.3,82.1,0.5,1.667,0.222,,,,,,,,,,,,
2024-06-18,746049,Single,single,False,543063,608638,Brandon Crawford,JT Chargois,0,89d84c7e-cbbd-4e27-bb27-3c6ebcf4edf5,608638.0,jtchargois,Chargois,Right,JT Chargois,MIA,1.32,4.42,13.2,95.0,95.0,94.0,0.815,7.9,3.29,5.93,1.32,0.71,0.289,0.368,0.211,0.395,0.455,,,,84.0,124.0,110.0,90.0,96.0,94.0,104.0,90.0,93.0,,,,,,,0.582,0.021,,,0.397,,7.77,,,0.36,2.65,,94.1,,,94.2,85.7,,,,,,,,,,,0.095,0.095,0.349,,,,0.25,0.5,0.063,,,,,,,,,,,,,,,,,,,,,
2024-06-18,746049,Flyout,field_out,True,543063,676534,Brandon Crawford,Calvin Faucher,1,8ee620ca-5a0b-4af3-9134-8c2ea1b34428,676534.0,calvinfaucher,Faucher,Right,Calvin Faucher,MIA,3.38,3.96,34.2,97.0,148.0,99.0,0.763,9.35,4.67,8.57,0.0,1.5,0.255,0.296,0.102,0.286,0.395,119.0,104.0,104.0,,,,108.0,88.0,86.0,121.0,79.0,89.0,195.0,100.0,106.0,,,,0.318,,0.375,,0.054,0.254,,2.23,,-0.8,3.71,-2.44,,91.4,,95.9,88.2,85.5,,,,,,,0.371,0.457,0.241,0.0,0.0,0.421,0.25,0.35,0.236,0.185,0.333,0.3,,,,,,,,,,,,,,,,,,,,,
2024-06-20,745164,Strikeout,strikeout,True,543063,676775,Brandon Crawford,Keaton Winn,0,07451646-0146-0033-000c-f08cd117d70a,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,,,,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,,,,131.0,97.0,113.0,0.192,0.263,,0.405,0.139,,-0.95,,0.21,-2.96,-1.41,,95.7,,88.9,94.8,87.9,,0.214,0.5,0.272,0.215,0.355,0.282,,,,0.321,0.607,0.356,,,,0.41,0.692,0.066,,,,,,,,,,,,,,,,,,,,,
2024-06-20,745164,Walk,walk,False,543063,678495,Brandon Crawford,Randy Rodríguez,0,83f44b5c-cca8-4f77-9df3-9f44f2e84d44,678495.0,randyrodriguez,"Rodríguez, R",Right,Randy Rodríguez,SFG,4.1,3.03,41.2,97.0,118.0,102.0,0.728,9.07,3.02,6.91,0.86,1.04,0.207,0.405,0.198,0.252,0.412,,,,131.0,99.0,103.0,96.0,88.0,84.0,114.0,99.0,106.0,,,,,,,0.068,0.483,,,0.4,,0.11,,,-0.41,1.23,,97.8,,,96.5,84.9,,0.206,0.412,0.214,,,,,,,0.206,0.338,0.371,,,,0.333,0.333,0.105,67.0,76.0,82.0,0.049,1.9,90.1,0.167,0.167,0.4,,,,,,,,,,,,
2024-06-23,745165,Strikeout,strikeout,True,543063,657277,Brandon Crawford,Logan Webb,0,a111a9ec-d351-4b57-ab73-6a1d9f503ebe,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,,,,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,,,,0.388,0.048,0.011,,0.223,,1.24,5.55,,1.02,0.18,,92.3,90.3,,92.2,83.5,,0.1,0.15,0.39,,,,,,,0.247,0.323,0.227,,,,0.276,0.346,0.15,132.0,105.0,115.0,0.329,0.28,87.4,0.283,0.405,0.197,,,,,,,,,,,,
2024-06-23,745165,Lineout,field_out,True,543063,657277,Brandon Crawford,Logan Webb,0,4b6f3441-7a7e-43d1-8e23-1fe427859c40,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,,,,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,,,,0.388,0.048,0.011,,0.223,,1.24,5.55,,1.02,0.18,,92.3,90.3,,92.2,83.5,,0.1,0.15,0.39,,,,,,,0.247,0.323,0.227,,,,0.276,0.346,0.15,132.0,105.0,115.0,0.329,0.28,87.4,0.283,0.405,0.197,,,,,,,,,,,,
2024-06-23,745165,Walk,walk,False,543063,657277,Brandon Crawford,Logan Webb,0,7e5c5d86-acdf-4295-a54b-8fbc0bc94007,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,,,,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,,,,0.388,0.048,0.011,,0.223,,1.24,5.55,,1.02,0.18,,92.3,90.3,,92.2,83.5,,0.1,0.15,0.39,,,,,,,0.247,0.323,0.227,,,,0.276,0.346,0.15,132.0,105.0,115.0,0.329,0.28,87.4,0.283,0.405,0.197,,,,,,,,,,,,
2024-06-23,745165,Double,double,False,543063,573124,Brandon Crawford,Taylor Rogers,1,7284d5b3-661f-46b3-8f1d-99d83db67081,573124.0,taylorrogers,"Rogers, Ta",Left,Taylor Rogers,SFG,2.15,3.15,37.2,96.0,94.0,96.0,0.763,9.8,3.11,7.88,0.96,1.05,0.19,0.39,0.25,0.28,0.453,,,,,,,79.0,96.0,90.0,109.0,95.0,101.0,,,,,,,0.495,,,,0.505,,,,,1.7,-1.03,,,,,93.3,79.5,,,,,,,,,,,0.306,0.569,0.333,,,,0.159,0.232,0.136,,,,,,,,,,,,,,,,,,,,,
2024-06-24,745160,Strikeout,strikeout,True,543063,680885,Brandon Crawford,Spencer Schwellenbach,0,f412dc15-0240-4e92-b87c-79915641ac88,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,4.43,3.54,44.2,107.0,95.0,107.0,0.768,8.26,2.01,8.46,0.81,1.1,0.258,0.439,0.189,0.25,0.476,91.0,102.0,104.0,108.0,108.0,106.0,93.0,107.0,108.0,109.0,113.0,115.0,86.0,104.0,99.0,79.0,108.0,107.0,0.089,0.232,0.187,0.131,0.195,0.166,-1.85,-0.1,2.89,-0.1,0.12,1.16,95.7,92.1,84.4,94.6,86.6,79.9,0.333,0.528,0.189,0.129,0.29,0.44,0.238,0.286,0.314,0.237,0.316,0.223,0.267,0.567,0.224,0.267,0.4,0.12,,,,,,,,,,,,,,,,,,,,,
2024-06-24,745160,Groundout,field_out,True,543063,680885,Brandon Crawford,Spencer Schwellenbach,0,cf04b040-1688-4840-949a-be51d3d193b3,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,4.43,3.54,44.2,107.0,95.0,107.0,0.768,8.26,2.01,8.46,0.81,1.1,0.258,0.439,0.189,0.25,0.476,91.0,102.0,104.0,108.0,108.0,106.0,93.0,107.0,108.0,109.0,113.0,115.0,86.0,104.0,99.0,79.0,108.0,107.0,0.089,0.232,0.187,0.131,0.195,0.166,-1.85,-0.1,2.89,-0.1,0.12,1.16,95.7,92.1,84.4,94.6,86.6,79.9,0.333,0.528,0.189,0.129,0.29,0.44,0.238,0.286,0.314,0.237,0.316,0.223,0.267,0.567,0.224,0.267,0.4,0.12,,,,,,,,,,,,,,,,,,,,,
2024-06-24,745160,Lineout,field_out,True,543063,607481,Brandon Crawford,Aaron Bummer,0,f3cc5c8f-bbb0-4788-aebb-c1ad4b98b325,607481.0,aaronbummer,Bummer,Left,Aaron Bummer,ATL,3.62,3.22,32.1,103.0,103.0,101.0,0.793,10.3,3.06,10.58,0.28,2.94,0.283,0.326,0.174,0.196,0.416,123.0,99.0,103.0,91.0,121.0,113.0,90.0,104.0,96.0,125.0,103.0,110.0,74.0,96.0,87.0,,,,0.442,0.061,0.082,,0.365,0.039,0.31,-4.51,,-0.01,0.74,-1.73,93.9,87.4,,93.3,82.2,82.3,0.2,0.3,0.211,,,,0.0,0.0,0.167,0.224,0.245,0.398,0.385,0.692,0.235,0.37,0.463,0.116,89.0,81.0,87.0,0.01,1.71,85.3,,,,,,,,,,,,,,,
2024-06-26,745157,Strikeout,strikeout,True,543063,628452,Brandon Crawford,Raisel Iglesias,0,53a0e9e0-0683-425f-9860-7c2d56a2a3d1,628452.0,raiseliglesias,"Iglesias, R",Right,Raisel Iglesias,ATL,2.02,2.81,35.2,105.0,113.0,105.0,0.713,7.82,1.77,5.3,0.5,1.29,0.26,0.344,0.156,0.281,0.404,,,,103.0,103.0,103.0,107.0,91.0,90.0,131.0,105.0,116.0,,,,,,,0.205,0.28,,,0.173,,2.86,,,3.32,-1.01,,95.3,,,95.3,84.3,,0.167,0.306,0.213,,,,,,,0.25,0.35,0.395,,,,0.105,0.105,0.088,116.0,116.0,111.0,0.342,2.6,89.4,0.163,0.245,0.361,,,,,,,,,,,,
2024-06-28,745161,Groundout,field_out,True,543063,593423,Brandon Crawford,Frankie Montas,0,e38983a9-7f76-4d5a-9481-f9df3e112912,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,4.85,4.79,89.0,100.0,99.0,99.0,0.784,7.28,3.84,8.39,1.42,1.07,0.204,0.405,0.178,0.271,0.421,,,,85.0,104.0,98.0,85.0,101.0,97.0,117.0,98.0,100.0,106.0,94.0,92.0,120.0,97.0,106.0,0.155,0.344,0.173,0.218,0.11,,-0.34,-2.54,-0.21,1.59,-0.61,,95.3,90.2,85.7,94.3,84.9,,0.231,0.433,0.19,0.214,0.329,0.426,,,,0.217,0.435,0.294,0.378,0.711,0.209,0.221,0.338,0.121,,,,,,,,,,,,,,,,,,,,,
2024-06-28,745161,Lineout,field_out,True,543063,593423,Brandon Crawford,Frankie Montas,0,58517045-f97d-4ef9-8216-832a1f92e96f,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,4.85,4.79,89.0,100.0,99.0,99.0,0.784,7.28,3.84,8.39,1.42,1.07,0.204,0.405,0.178,0.271,0.421,,,,85.0,104.0,98.0,85.0,101.0,97.0,117.0,98.0,100.0,106.0,94.0,92.0,120.0,97.0,106.0,0.155,0.344,0.173,0.218,0.11,,-0.34,-2.54,-0.21,1.59,-0.61,,95.3,90.2,85.7,94.3,84.9,,0.231,0.433,0.19,0.214,0.329,0.426,,,,0.217,0.435,0.294,0.378,0.711,0.209,0.221,0.338,0.121,,,,,,,,,,,,,,,,,,,,,
2024-06-28,745161,Groundout,field_out,True,543063,607259,Brandon Crawford,Nick Martinez,0,261e2bd3-db02-4278-8d2b-5ac80c569ab4,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.88,3.17,72.0,109.0,101.0,107.0,0.785,7.0,1.13,9.0,0.75,0.9,0.289,0.399,0.228,0.215,0.426,109.0,102.0,103.0,90.0,109.0,107.0,84.0,106.0,97.0,101.0,109.0,111.0,101.0,108.0,104.0,,,,0.152,0.219,0.199,,0.083,0.131,0.96,0.21,,1.08,0.29,-2.24,92.6,88.5,,91.9,84.7,81.1,0.206,0.317,0.188,,,,0.381,0.714,0.37,0.235,0.294,0.432,0.345,0.5,0.145,0.24,0.34,0.053,118.0,115.0,119.0,0.217,0.75,80.0,0.211,0.38,0.384,,,,,,,,,,,,
2024-07-03,745487,Strikeout,strikeout,True,543063,683003,Brandon Crawford,Jared Jones,0,0b5e6750-841d-4390-86a1-e0b3301a9058,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,99.0,96.0,99.0,132.0,102.0,109.0,,,,126.0,104.0,111.0,,,,,,,,0.498,,,0.361,0.073,0.34,,,,1.59,-1.54,97.3,,,,88.6,80.3,0.214,0.403,0.273,,,,0.364,0.818,0.28,0.194,0.313,0.398,,,,,,,123.0,102.0,110.0,0.068,-3.19,89.7,0.303,0.576,0.241,,,,,,,,,,,,
2024-07-03,745487,Double,double,False,543063,683003,Brandon Crawford,Jared Jones,0,33b6aa50-58f8-40f3-af22-68bb9474bb69,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,3.56,3.69,91.0,103.0,127.0,109.0,0.711,9.69,2.67,7.32,1.19,0.95,0.223,0.384,0.165,0.343,0.459,99.0,96.0,99.0,132.0,102.0,109.0,,,,126.0,104.0,111.0,,,,,,,,0.498,,,0.361,0.073,0.34,,,,1.59,-1.54,97.3,,,,88.6,80.3,0.214,0.403,0.273,,,,0.364,0.818,0.28,0.194,0.313,0.398,,,,,,,123.0,102.0,110.0,0.068,-3.19,89.7,0.303,0.576,0.241,,,,,,,,,,,,
2024-07-03,745487,Strikeout,strikeout,True,543063,669387,Brandon Crawford,Carmen Mlodzinski,0,05342d0e-7e95-4bdb-9c70-46aa577ac5f0,669387.0,carmenmlodzinski,Mlodzinski,Right,Carmen Mlodzinski,PIT,3.26,3.19,30.1,97.0,95.0,98.0,0.769,8.01,3.26,7.42,0.3,1.03,0.284,0.432,0.148,0.295,0.418,,,,92.0,98.0,95.0,,,,107.0,99.0,110.0,87.0,97.0,94.0,,,,,0.399,0.236,,0.359,,0.76,1.73,,,0.62,,95.9,92.2,,,86.7,,0.189,0.324,0.26,,,,,,,0.313,0.375,0.4,0.238,0.286,0.193,,,,114.0,81.0,85.0,0.006,-28.1,88.6,,,,,,,,,,,,,,,
2024-07-10,745156,Walk,walk,False,543063,608379,Brandon Crawford,Michael Wacha,0,a667bcd1-6c1e-4cdf-bdc8-f074164e2e1a,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.55,3.91,96.1,102.0,91.0,99.0,0.783,7.94,2.62,8.22,0.84,1.09,0.262,0.454,0.206,0.284,0.436,71.0,88.0,91.0,82.0,101.0,97.0,79.0,101.0,87.0,97.0,94.0,93.0,81.0,96.0,91.0,,,,0.152,0.233,0.109,,0.101,0.087,-0.61,-0.79,,0.86,-0.72,-0.88,93.5,88.6,,93.4,84.0,75.0,0.321,0.513,0.15,,,,0.278,0.556,0.138,0.3,0.4,0.442,0.302,0.442,0.139,0.214,0.257,0.06,111.0,111.0,115.0,0.318,2.13,81.4,0.18,0.316,0.352,,,,,,,,,,,,
2024-07-10,745156,Groundout,field_out,True,543063,608379,Brandon Crawford,Michael Wacha,0,31317322-9ab9-4449-ad36-d5caeead7590,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.55,3.91,96.1,102.0,91.0,99.0,0.783,7.94,2.62,8.22,0.84,1.09,0.262,0.454,0.206,0.284,0.436,71.0,88.0,91.0,82.0,101.0,97.0,79.0,101.0,87.0,97.0,94.0,93.0,81.0,96.0,91.0,,,,0.152,0.233,0.109,,0.101,0.087,-0.61,-0.79,,0.86,-0.72,-0.88,93.5,88.6,,93.4,84.0,75.0,0.321,0.513,0.15,,,,0.278,0.556,0.138,0.3,0.4,0.442,0.302,0.442,0.139,0.214,0.257,0.06,111.0,111.0,115.0,0.318,2.13,81.4,0.18,0.316,0.352,,,,,,,,,,,,
2024-07-13,745152,Strikeout,strikeout,True,543063,681799,Brandon Crawford,Ethan Roberts,0,ae39215c-086c-44e2-8fd4-adfd21df2c36,681799.0,ethanroberts,Roberts,Right,Ethan Roberts,CHC,0.0,3.91,6.0,104.0,111.0,109.0,0.756,9.0,3.0,10.5,0.0,0.67,0.389,0.333,0.111,0.389,0.381,,,,,,,,,,126.0,109.0,118.0,88.0,96.0,96.0,,,,,,0.39,,0.61,,,0.24,,,1.12,,,88.3,,,80.6,,,,,,,,,,,0.25,0.313,0.367,0.375,0.375,0.067,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-13,745152,Forceout,force_out,True,543063,623520,Brandon Crawford,David Bote,1,4b0ea2ce-d94d-4eb2-8a22-537b0075453c,623520.0,davidbote,Bote,Right,David Bote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-14,745151,Groundout,field_out,True,543063,592791,Brandon Crawford,Jameson Taillon,0,a2ca9a0e-8fc8-40cb-a234-143f6f44b4af,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.1,3.72,93.0,108.0,87.0,104.0,0.822,7.26,1.74,8.71,1.16,0.81,0.228,0.422,0.149,0.318,0.467,106.0,113.0,113.0,69.0,106.0,96.0,74.0,99.0,89.0,106.0,117.0,121.0,92.0,105.0,99.0,,,,0.079,0.325,0.234,,0.168,0.165,0.37,2.55,,-0.39,-0.43,-0.02,92.5,86.8,,93.0,80.8,80.0,0.263,0.434,0.128,,,,0.227,0.303,0.227,0.224,0.395,0.315,0.256,0.267,0.187,0.318,0.5,0.13,77.0,102.0,102.0,0.029,-3.72,85.9,0.273,0.818,0.087,,,,,,,,,,,,
