date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vKN (sc),Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KN%,wFA/C,wFC/C,wSI/C,wSL/C,wKN/C,vFA,vFC,vSI,vSL,KC_ba,KC_slg,KC_whiff,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff
2024-08-31,745050,Strikeout,strikeout,True,669200,669358,Mason McCoy,Shane Baz,0,26176f67-ebfe-4b85-abf1-6fb36857952b,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.27,4.05,55.0,98.0,113.0,101.0,0.784,7.53,3.76,7.36,0.98,0.9,0.291,0.405,0.133,0.361,0.441,,119.0,99.0,100.0,,,,110.0,97.0,101.0,,,,,0.47,,0.257,,-0.14,,,0.52,,95.7,,,87.5,,,,0.292,0.427,0.222,,,,,,,,,,86.0,99.0,96.0,115.0,100.0,105.0,0.171,0.101,1.3,2.93,88.4,84.1,0.167,0.375,0.22,0.111,0.111,0.297,0.191,0.255,0.276,,,,,,,,,,,,,,,,,,
2024-08-31,745050,Single,single,False,669200,669358,Mason McCoy,Shane Baz,0,b2aca3bb-f389-4333-9609-958dce06a93c,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.27,4.05,55.0,98.0,113.0,101.0,0.784,7.53,3.76,7.36,0.98,0.9,0.291,0.405,0.133,0.361,0.441,,119.0,99.0,100.0,,,,110.0,97.0,101.0,,,,,0.47,,0.257,,-0.14,,,0.52,,95.7,,,87.5,,,,0.292,0.427,0.222,,,,,,,,,,86.0,99.0,96.0,115.0,100.0,105.0,0.171,0.101,1.3,2.93,88.4,84.1,0.167,0.375,0.22,0.111,0.111,0.297,0.191,0.255,0.276,,,,,,,,,,,,,,,,,,
2024-08-31,745050,Double,double,False,669200,656876,Mason McCoy,Drew Rasmussen,1,36b14ca8-40e0-42e7-a409-6ce66c70f462,656876.0,drewrasmussen,Rasmussen,Right,Drew Rasmussen,TBR,2.55,2.22,17.2,103.0,128.0,107.0,0.664,10.7,2.04,7.13,0.0,1.4,0.444,0.333,0.156,0.222,0.431,,135.0,110.0,117.0,126.0,101.0,106.0,129.0,113.0,125.0,121.0,94.0,90.0,0.323,0.349,0.271,0.056,,3.73,1.16,-2.03,7.07,,97.4,89.9,96.1,85.3,,,,0.1,0.15,0.375,0.1,0.1,0.4,0.348,0.435,0.226,0.25,0.25,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-01,745048,Flyout,field_out,True,669200,686752,Mason McCoy,Ryan Pepiot,0,383ba91f-a9a4-4787-862a-b9c604eb459c,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.66,3.83,113.0,99.0,117.0,105.0,0.736,9.4,3.19,7.09,1.27,0.79,0.282,0.395,0.173,0.302,0.423,,116.0,98.0,102.0,,,,119.0,95.0,106.0,103.0,104.0,102.0,,0.516,0.042,0.184,,1.29,-3.13,,0.84,,94.9,91.7,,89.0,,,,0.168,0.31,0.315,,,,,,,0.375,0.875,0.05,118.0,106.0,116.0,140.0,74.0,83.0,0.03,0.228,-1.55,-1.2,85.9,80.6,0.253,0.392,0.301,0.244,0.403,0.284,0.167,0.167,0.5,,,,,,,,,,,,,,,,,,
2024-09-01,745048,Sac Bunt,sac_bunt,True,669200,642121,Mason McCoy,Cole Sulser,1,4b0915ce-aac1-4942-8b76-6c4ff3f2dee6,642121.0,colesulser,Sulser,Right,Cole Sulser,- - -,3.97,3.29,11.1,102.0,111.0,102.0,0.769,8.74,6.35,6.35,0.79,0.56,0.387,0.323,0.161,0.355,0.378,,108.0,105.0,102.0,,,,126.0,109.0,119.0,80.0,103.0,99.0,,0.525,0.143,0.101,,1.58,3.54,,-2.46,,92.5,88.0,,81.6,,,,0.188,0.25,0.214,,,,,,,0.0,0.0,0.357,126.0,87.0,94.0,,,,,0.23,,-4.47,84.5,,0.333,0.333,0.25,0.25,0.667,0.227,,,,,,,,,,,,,,,,,,,,,
2024-09-01,745048,Strikeout,strikeout,True,669200,642121,Mason McCoy,Cole Sulser,0,8ca103b5-41e9-42b9-ae11-a3bf10f2c6b5,642121.0,colesulser,Sulser,Right,Cole Sulser,- - -,3.97,3.29,11.1,102.0,111.0,102.0,0.769,8.74,6.35,6.35,0.79,0.56,0.387,0.323,0.161,0.355,0.378,,108.0,105.0,102.0,,,,126.0,109.0,119.0,80.0,103.0,99.0,,0.525,0.143,0.101,,1.58,3.54,,-2.46,,92.5,88.0,,81.6,,,,0.188,0.25,0.214,,,,,,,0.0,0.0,0.357,126.0,87.0,94.0,,,,,0.23,,-4.47,84.5,,0.333,0.333,0.25,0.25,0.667,0.227,,,,,,,,,,,,,,,,,,,,,
2024-09-02,745373,Single,single,False,669200,669724,Mason McCoy,Brenan Hanifee,1,c59dd666-6353-4989-b524-5343bdf3940b,669724.0,brenanhanifee,Hanifee,Right,Brenan Hanifee,DET,1.42,2.53,19.0,106.0,89.0,103.0,0.848,5.68,1.42,7.58,0.95,2.53,0.213,0.492,0.279,0.246,0.438,,80.0,111.0,107.0,80.0,106.0,102.0,114.0,105.0,110.0,,,,0.572,0.138,,0.216,,-0.61,,2.25,2.31,,95.7,,95.0,87.4,,,,0.2,0.5,0.455,,,,0.209,0.209,0.08,,,,98.0,95.0,89.0,,,,,0.074,,-6.54,88.7,,0.143,0.286,0.167,0.4,1.0,0.182,,,,,,,,,,,,,,,,,,,,,
2024-09-02,745373,Flyout,field_out,True,669200,680744,Mason McCoy,Ty Madden,0,5646272e-0660-45f6-a57f-6a78a73dafd3,680744.0,tymadden,Madden,Right,Ty Madden,DET,2.57,3.19,14.0,100.0,96.0,100.0,0.793,6.43,2.57,8.36,0.0,0.95,0.378,0.333,0.133,0.356,0.469,,93.0,103.0,106.0,74.0,112.0,103.0,102.0,92.0,91.0,108.0,104.0,93.0,0.044,0.447,0.137,0.186,,1.44,-1.28,6.03,-1.44,,94.3,87.4,92.1,83.6,,,,0.208,0.208,0.113,,,,0.0,0.0,0.0,0.375,0.5,0.286,,,,,,,,,,,,,0.375,0.5,0.35,,,,0.333,0.333,0.0,91.0,105.0,105.0,0.137,3.48,84.9,0.125,0.125,0.474,102.0,88.0,96.0,0.049,-2.28,79.4,,,
2024-09-02,745373,Single,single,False,669200,680744,Mason McCoy,Ty Madden,1,47f5051c-ccd6-434f-96d3-530e46187892,680744.0,tymadden,Madden,Right,Ty Madden,DET,2.57,3.19,14.0,100.0,96.0,100.0,0.793,6.43,2.57,8.36,0.0,0.95,0.378,0.333,0.133,0.356,0.469,,93.0,103.0,106.0,74.0,112.0,103.0,102.0,92.0,91.0,108.0,104.0,93.0,0.044,0.447,0.137,0.186,,1.44,-1.28,6.03,-1.44,,94.3,87.4,92.1,83.6,,,,0.208,0.208,0.113,,,,0.0,0.0,0.0,0.375,0.5,0.286,,,,,,,,,,,,,0.375,0.5,0.35,,,,0.333,0.333,0.0,91.0,105.0,105.0,0.137,3.48,84.9,0.125,0.125,0.474,102.0,88.0,96.0,0.049,-2.28,79.4,,,
2024-09-04,745370,Lineout,field_out,True,669200,672456,Mason McCoy,Keider Montero,0,dca61be0-ccc1-426d-b66f-98a620be66c3,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,5.1,74.0,100.0,96.0,100.0,0.817,7.3,3.16,9.36,1.7,1.1,0.236,0.444,0.124,0.364,0.47,,92.0,100.0,96.0,86.0,106.0,101.0,108.0,99.0,104.0,,,,0.073,0.43,,0.295,,0.01,,3.02,0.85,,94.9,,94.3,83.4,,,,0.28,0.492,0.175,,,,0.222,0.222,0.0,,,,85.0,92.0,92.0,,,,,0.1,,-4.24,86.0,,0.198,0.33,0.276,0.391,0.652,0.283,0.371,0.8,0.185,,,,,,,,,,95.0,102.0,111.0,0.102,-5.62,78.9,,,
2024-09-04,745370,Groundout,field_out,True,669200,672456,Mason McCoy,Keider Montero,0,f7993763-5033-4e81-aabb-e7f3d14b69f5,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,5.1,74.0,100.0,96.0,100.0,0.817,7.3,3.16,9.36,1.7,1.1,0.236,0.444,0.124,0.364,0.47,,92.0,100.0,96.0,86.0,106.0,101.0,108.0,99.0,104.0,,,,0.073,0.43,,0.295,,0.01,,3.02,0.85,,94.9,,94.3,83.4,,,,0.28,0.492,0.175,,,,0.222,0.222,0.0,,,,85.0,92.0,92.0,,,,,0.1,,-4.24,86.0,,0.198,0.33,0.276,0.391,0.652,0.283,0.371,0.8,0.185,,,,,,,,,,95.0,102.0,111.0,0.102,-5.62,78.9,,,
2024-09-04,745370,Sac Bunt,sac_bunt,True,669200,689225,Mason McCoy,Beau Brieske,1,6714af5f-70de-456c-bd2b-61e57d31df7c,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.07,3.8,55.1,101.0,108.0,101.0,0.784,9.43,4.23,8.46,0.49,0.97,0.201,0.357,0.156,0.331,0.403,,115.0,99.0,98.0,85.0,105.0,95.0,123.0,94.0,100.0,,,,0.17,0.377,,0.187,,0.35,,1.37,-1.86,,95.9,,95.5,86.1,,,,0.269,0.328,0.186,,,,0.261,0.326,0.135,,,,103.0,106.0,109.0,,,,,0.266,,0.34,88.4,,0.259,0.593,0.266,0.221,0.368,0.327,,,,,,,,,,,,,,,,,,,,,
2024-09-04,745370,Forceout,force_out,True,669200,571946,Mason McCoy,Shelby Miller,1,d791ad6c-ef14-4fda-a177-25b7a5bb4e47,571946.0,shelbymiller,"Miller, S",Right,Shelby Miller,DET,4.75,3.62,53.0,98.0,106.0,100.0,0.77,8.32,1.87,6.62,1.53,0.84,0.275,0.403,0.114,0.329,0.459,,110.0,100.0,102.0,,,,96.0,102.0,99.0,71.0,57.0,62.0,,0.605,0.002,0.202,,1.28,-2.73,,-0.22,,93.5,88.4,,88.3,,,,0.184,0.34,0.245,,,,,,,,,,,,,,,,,,,,,,0.222,0.467,0.235,,,,,,,97.0,96.0,102.0,0.191,-0.88,86.8,0.222,0.444,0.284,,,,,,,,,
2024-09-04,745370,Strikeout,strikeout,True,669200,671345,Mason McCoy,Jason Foley,0,b330cd07-fd7a-4991-933e-b5b89ac647f0,671345.0,jasonfoley,Foley,Right,Jason Foley,DET,2.92,4.31,52.1,101.0,101.0,105.0,0.804,6.54,3.1,7.91,0.86,1.6,0.235,0.333,0.13,0.364,0.485,,96.0,100.0,95.0,95.0,100.0,101.0,121.0,105.0,114.0,,,,0.552,0.083,,0.312,,0.28,,-0.44,3.03,,97.2,,96.9,88.4,,,,0.111,0.444,0.389,,,,0.307,0.447,0.112,,,,56.0,77.0,82.0,,,,,0.053,,-0.25,92.0,,0.111,0.13,0.323,0.273,0.273,0.182,,,,,,,,,,,,,,,,,,,,,
2024-09-05,745369,Groundout,field_out,True,669200,663554,Mason McCoy,Casey Mize,0,b596a333-9851-4a70-ae31-5e2b056c5494,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.3,4.65,90.0,103.0,107.0,102.0,0.816,6.4,2.3,10.4,1.0,1.64,0.23,0.414,0.148,0.339,0.44,,106.0,106.0,103.0,93.0,109.0,106.0,108.0,102.0,102.0,,,,0.081,0.387,,0.28,,-0.56,,1.14,0.07,,95.4,,95.5,85.5,,,,0.303,0.441,0.203,,,,0.297,0.351,0.092,,,,,,,,,,,,,,,,0.247,0.444,0.199,,,,0.286,0.571,0.226,113.0,100.0,103.0,0.176,-1.26,85.9,0.288,0.411,0.289,101.0,90.0,94.0,0.076,-2.44,79.5,,,
2024-09-05,745369,Bunt Groundout,field_out,True,669200,663554,Mason McCoy,Casey Mize,0,64a717bf-d2cc-4dd3-a83f-d863e8bf68c8,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.3,4.65,90.0,103.0,107.0,102.0,0.816,6.4,2.3,10.4,1.0,1.64,0.23,0.414,0.148,0.339,0.44,,106.0,106.0,103.0,93.0,109.0,106.0,108.0,102.0,102.0,,,,0.081,0.387,,0.28,,-0.56,,1.14,0.07,,95.4,,95.5,85.5,,,,0.303,0.441,0.203,,,,0.297,0.351,0.092,,,,,,,,,,,,,,,,0.247,0.444,0.199,,,,0.286,0.571,0.226,113.0,100.0,103.0,0.176,-1.26,85.9,0.288,0.411,0.289,101.0,90.0,94.0,0.076,-2.44,79.5,,,
2024-09-05,745369,Strikeout,strikeout,True,669200,628317,Mason McCoy,Kenta Maeda,0,0ab36da6-def7-4832-847c-fa5b81b25e54,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,5.92,4.46,103.1,100.0,92.0,99.0,0.778,7.32,2.53,10.19,1.74,0.85,0.187,0.468,0.178,0.272,0.39,,66.0,97.0,90.0,60.0,105.0,95.0,99.0,95.0,96.0,65.0,94.0,79.0,0.072,0.231,0.018,0.352,,-3.05,1.08,0.55,-0.35,,90.7,84.8,90.4,81.5,,,,0.394,0.732,0.127,0.234,0.34,0.209,0.273,0.303,0.121,0.333,0.333,0.391,,,,80.0,77.0,79.0,0.016,,-5.18,,,76.5,0.313,0.574,0.262,,,,0.667,1.0,0.0,110.0,105.0,110.0,0.311,-0.12,83.9,0.211,0.398,0.298,,,,,,,,,
2024-09-06,745371,Strikeout,strikeout,True,669200,696131,Mason McCoy,Mason Black,0,18fd1dd5-02d8-4ce5-b474-702b9228e85f,696131.0,masonblack,Black,Right,Mason Black,SFG,7.5,6.32,24.0,104.0,98.0,102.0,0.873,8.25,3.0,11.63,2.25,0.61,0.205,0.423,0.179,0.346,0.472,,86.0,107.0,102.0,99.0,103.0,101.0,110.0,99.0,102.0,,,,0.274,0.333,,0.36,,-3.37,,-0.24,-1.08,,92.1,,92.3,81.9,,,,0.357,0.679,0.221,0.286,0.543,0.127,0.269,0.5,0.098,,,,92.0,88.0,78.0,,,,,0.033,,-14.44,87.5,,0.0,0.0,0.188,0.667,0.833,0.0,,,,,,,,,,,,,,,,,,,,,
2024-09-06,745371,Strikeout,strikeout,True,669200,696131,Mason McCoy,Mason Black,0,b88b89bc-2afd-444c-8c71-0b83b889ae23,696131.0,masonblack,Black,Right,Mason Black,SFG,7.5,6.32,24.0,104.0,98.0,102.0,0.873,8.25,3.0,11.63,2.25,0.61,0.205,0.423,0.179,0.346,0.472,,86.0,107.0,102.0,99.0,103.0,101.0,110.0,99.0,102.0,,,,0.274,0.333,,0.36,,-3.37,,-0.24,-1.08,,92.1,,92.3,81.9,,,,0.357,0.679,0.221,0.286,0.543,0.127,0.269,0.5,0.098,,,,92.0,88.0,78.0,,,,,0.033,,-14.44,87.5,,0.0,0.0,0.188,0.667,0.833,0.0,,,,,,,,,,,,,,,,,,,,,
2024-09-06,745371,Strikeout,strikeout,True,669200,663546,Mason McCoy,Sean Hjelle,0,dd15e704-fe72-43aa-b6c8-0c7a0b1c8c20,663546.0,seanhjelle,Hjelle,Right,Sean Hjelle,SFG,3.84,3.46,70.1,104.0,101.0,105.0,0.816,8.45,1.28,8.96,1.28,2.73,0.288,0.365,0.159,0.288,0.426,,,,,99.0,108.0,105.0,,,,73.0,92.0,81.0,0.543,0.002,0.097,,,4.68,-0.98,0.46,,,92.9,92.6,94.7,,,,,,,,,,,0.318,0.439,0.098,0.263,0.579,0.091,,,,,,,,,,,,,,,,,,,0.175,0.32,0.367,,,,,,,,,,112.0,101.0,111.0,0.357,0.88,85.8,,,
2024-09-07,745372,Strikeout,strikeout,True,669200,657277,Mason McCoy,Logan Webb,0,061dcd83-c258-44fb-8ca4-73e3a6e1865f,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.46,4.34,189.2,105.0,112.0,107.0,0.818,7.45,2.18,8.87,0.47,2.62,0.23,0.363,0.166,0.29,0.404,,58.0,107.0,89.0,95.0,104.0,102.0,125.0,103.0,113.0,62.0,105.0,99.0,0.402,0.053,0.013,0.212,,-0.38,4.14,1.45,-0.06,,92.5,90.7,92.5,83.7,,,,0.2,0.257,0.324,0.256,0.349,0.259,0.265,0.337,0.145,0.167,0.167,0.143,137.0,106.0,113.0,,,,,0.32,,0.34,87.3,,,,,0.262,0.383,0.215,,,,,,,,,,,,,,,,,,,,,
2024-09-07,745372,Sac Bunt,sac_bunt,True,669200,657277,Mason McCoy,Logan Webb,1,4659f0bb-b57a-43ba-870c-e838203e293e,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.46,4.34,189.2,105.0,112.0,107.0,0.818,7.45,2.18,8.87,0.47,2.62,0.23,0.363,0.166,0.29,0.404,,58.0,107.0,89.0,95.0,104.0,102.0,125.0,103.0,113.0,62.0,105.0,99.0,0.402,0.053,0.013,0.212,,-0.38,4.14,1.45,-0.06,,92.5,90.7,92.5,83.7,,,,0.2,0.257,0.324,0.256,0.349,0.259,0.265,0.337,0.145,0.167,0.167,0.143,137.0,106.0,113.0,,,,,0.32,,0.34,87.3,,,,,0.262,0.383,0.215,,,,,,,,,,,,,,,,,,,,,
2024-09-07,745372,Grounded Into DP,grounded_into_double_play,True,669200,657277,Mason McCoy,Logan Webb,1,464b7996-3ea5-433b-b15b-e8c9aa1dc7b2,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.46,4.34,189.2,105.0,112.0,107.0,0.818,7.45,2.18,8.87,0.47,2.62,0.23,0.363,0.166,0.29,0.404,,58.0,107.0,89.0,95.0,104.0,102.0,125.0,103.0,113.0,62.0,105.0,99.0,0.402,0.053,0.013,0.212,,-0.38,4.14,1.45,-0.06,,92.5,90.7,92.5,83.7,,,,0.2,0.257,0.324,0.256,0.349,0.259,0.265,0.337,0.145,0.167,0.167,0.143,137.0,106.0,113.0,,,,,0.32,,0.34,87.3,,,,,0.262,0.383,0.215,,,,,,,,,,,,,,,,,,,,,
2024-09-08,745368,Lineout,field_out,True,669200,702352,Mason McCoy,Spencer Bivens,0,660019a0-1602-4316-b86e-3f2f519b2fbf,702352.0,spencerbivens,Bivens,Right,Spencer Bivens,SFG,2.77,4.25,39.0,101.0,103.0,100.0,0.818,6.23,2.08,8.08,1.62,1.55,0.256,0.421,0.157,0.322,0.427,,73.0,91.0,78.0,90.0,100.0,99.0,135.0,105.0,111.0,78.0,115.0,99.0,0.471,0.079,0.045,0.271,,-2.06,4.86,-0.29,1.01,,94.1,89.6,94.1,80.9,,,,0.222,0.556,0.222,0.2,0.35,0.354,0.296,0.479,0.122,0.111,0.444,0.167,105.0,100.0,98.0,,,,,0.134,,0.78,88.4,,,,,0.158,0.316,0.156,,,,,,,,,,,,,,,,,,,,,
