date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff,vSC (sc),SC%,wSC/C
2024-04-27,746971,Groundout,field_out,True,621550,622569,Patrick Wisdom,Pablo Reyes,0,7e6e14ce-18c9-4cc1-a55e-9535dfc35dc7,622569.0,pabloreyes,"Reyes, P",Right,Pablo Reyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-30,745831,Walk,walk,False,621550,640455,Patrick Wisdom,Sean Manaea,0,5db865d7-781d-4d9e-8c81-3237e5bace22,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,,,,78.0,102.0,99.0,82.0,100.0,97.0,89.0,87.0,92.0,83.0,88.0,85.0,0.397,0.1,0.119,0.255,,0.128,0.32,0.62,1.2,0.11,,-1.41,92.5,88.4,85.6,92.5,80.2,,0.227,0.295,0.213,0.242,0.273,0.178,0.143,0.429,0.328,,,,0.229,0.344,0.19,0.316,0.456,0.258,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-30,745831,Groundout,field_out,True,621550,640455,Patrick Wisdom,Sean Manaea,0,41fde45d-a08d-4423-8f3b-a394b54aa2a2,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,,,,78.0,102.0,99.0,82.0,100.0,97.0,89.0,87.0,92.0,83.0,88.0,85.0,0.397,0.1,0.119,0.255,,0.128,0.32,0.62,1.2,0.11,,-1.41,92.5,88.4,85.6,92.5,80.2,,0.227,0.295,0.213,0.242,0.273,0.178,0.143,0.429,0.328,,,,0.229,0.344,0.19,0.316,0.456,0.258,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-30,745831,Forceout,force_out,True,621550,640455,Patrick Wisdom,Sean Manaea,1,7dd36180-623c-4161-97e0-49be7663a07e,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,,,,78.0,102.0,99.0,82.0,100.0,97.0,89.0,87.0,92.0,83.0,88.0,85.0,0.397,0.1,0.119,0.255,,0.128,0.32,0.62,1.2,0.11,,-1.41,92.5,88.4,85.6,92.5,80.2,,0.227,0.295,0.213,0.242,0.273,0.178,0.143,0.429,0.328,,,,0.229,0.344,0.19,0.316,0.456,0.258,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-02,745830,Walk,walk,False,621550,605288,Patrick Wisdom,Adrian Houser,0,ac884803-d049-42d8-9d45-2a703dae1daa,605288.0,adrianhouser,Houser,Right,Adrian Houser,NYM,5.89,4.96,65.2,100.0,91.0,97.0,0.83,5.76,4.25,9.59,0.96,1.37,0.258,0.415,0.143,0.29,0.435,99.0,95.0,96.0,82.0,96.0,92.0,71.0,104.0,95.0,96.0,100.0,96.0,91.0,103.0,101.0,,,,0.45,0.162,,0.176,0.085,0.128,-0.32,,0.38,-1.06,-3.8,-2.42,93.5,,84.0,92.5,83.2,79.5,0.2,0.371,0.167,,,,0.268,0.488,0.226,0.471,0.765,0.176,0.252,0.378,0.124,0.316,0.474,0.338,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-02,745830,Flyout,field_out,True,621550,605288,Patrick Wisdom,Adrian Houser,0,ad4c63ec-1bf0-43b5-8951-c51ee0f96eba,605288.0,adrianhouser,Houser,Right,Adrian Houser,NYM,5.89,4.96,65.2,100.0,91.0,97.0,0.83,5.76,4.25,9.59,0.96,1.37,0.258,0.415,0.143,0.29,0.435,99.0,95.0,96.0,82.0,96.0,92.0,71.0,104.0,95.0,96.0,100.0,96.0,91.0,103.0,101.0,,,,0.45,0.162,,0.176,0.085,0.128,-0.32,,0.38,-1.06,-3.8,-2.42,93.5,,84.0,92.5,83.2,79.5,0.2,0.371,0.167,,,,0.268,0.488,0.226,0.471,0.765,0.176,0.252,0.378,0.124,0.316,0.474,0.338,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-02,745830,Double,double,False,621550,673380,Patrick Wisdom,Dedniel Núñez,0,3c307210-d43a-4b00-af21-fa0f7872dbb8,673380.0,dednielnunez,Núñez,Right,Dedniel Núñez,NYM,2.59,2.32,31.1,104.0,119.0,110.0,0.718,11.78,2.01,6.03,0.86,1.3,0.254,0.38,0.183,0.324,0.479,36.0,108.0,101.0,30.0,176.0,193.0,132.0,107.0,113.0,80.0,131.0,115.0,109.0,100.0,105.0,,,,0.026,0.492,,0.471,0.002,0.009,2.45,,-13.02,1.16,21.74,5.9,96.3,,91.4,93.7,87.3,84.1,0.217,0.37,0.25,,,,0.153,0.254,0.414,,,,0.4,0.6,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-02,745830,Groundout,field_out,True,621550,657585,Patrick Wisdom,Reed Garrett,0,dfe661ae-230b-4d1b-8506-72665de40271,657585.0,reedgarrett,"Garrett, R",Right,Reed Garrett,NYM,3.64,3.19,42.0,92.0,118.0,97.0,0.642,13.5,4.71,8.14,1.29,1.14,0.247,0.454,0.237,0.258,0.347,,,,,,,126.0,86.0,90.0,92.0,88.0,82.0,120.0,97.0,105.0,109.0,93.0,89.0,0.123,0.162,0.234,0.208,,,-4.83,0.88,-2.61,1.05,,,96.4,91.3,,96.2,84.7,,0.44,0.84,0.269,0.273,0.485,0.353,0.167,0.208,0.333,,,,0.4,0.733,0.25,,,,122.0,93.0,101.0,0.273,1.93,87.9,0.129,0.145,0.529,,,,,,,,,,,,,,,
2024-05-02,745830,Double Play,double_play,True,621550,621242,Patrick Wisdom,Edwin Díaz,1,24b13db1-786a-46c9-90f9-2a8aa7142071,621242.0,edwindiaz,Díaz,Right,Edwin Díaz,NYM,4.05,2.9,26.2,96.0,119.0,106.0,0.67,12.49,3.38,7.09,1.69,1.32,0.18,0.508,0.213,0.279,0.439,,,,,,,115.0,92.0,97.0,,,,123.0,99.0,113.0,,,,,0.443,,0.557,,,0.32,,,-0.32,,,97.2,,,,89.4,,0.2,0.371,0.373,,,,0.226,0.403,0.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-04,746884,Strikeout,strikeout,True,621550,668964,Patrick Wisdom,Tobias Myers,0,fc834977-f810-4813-ac1e-5e873cb3246c,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.13,3.99,72.0,101.0,91.0,98.0,0.8,7.75,2.5,7.63,1.25,0.95,0.288,0.39,0.127,0.273,0.428,108.0,81.0,87.0,72.0,100.0,102.0,85.0,106.0,102.0,75.0,91.0,71.0,93.0,106.0,104.0,96.0,101.0,91.0,0.007,0.4,0.229,0.192,0.051,0.12,1.01,-1.06,13.69,2.07,-3.98,0.93,92.7,89.4,81.2,91.2,85.4,77.7,0.207,0.413,0.174,0.333,0.509,0.152,0.18,0.2,0.324,0.5,0.7,0.1,0.0,0.0,0.0,0.091,0.091,0.431,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-04,746884,Flyout,field_out,True,621550,668964,Patrick Wisdom,Tobias Myers,0,b2b352ec-f3c5-484e-bf4b-5de1b2a60d75,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.13,3.99,72.0,101.0,91.0,98.0,0.8,7.75,2.5,7.63,1.25,0.95,0.288,0.39,0.127,0.273,0.428,108.0,81.0,87.0,72.0,100.0,102.0,85.0,106.0,102.0,75.0,91.0,71.0,93.0,106.0,104.0,96.0,101.0,91.0,0.007,0.4,0.229,0.192,0.051,0.12,1.01,-1.06,13.69,2.07,-3.98,0.93,92.7,89.4,81.2,91.2,85.4,77.7,0.207,0.413,0.174,0.333,0.509,0.152,0.18,0.2,0.324,0.5,0.7,0.1,0.0,0.0,0.0,0.091,0.091,0.431,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-04,746884,Home Run,home_run,False,621550,600986,Patrick Wisdom,Thyago Vieira,0,a5b55c13-4377-4592-9667-ecfdc4a4f093,600986.0,thyagovieira,Vieira,Right,Thyago Vieira,- - -,5.21,5.19,38.0,94.0,107.0,94.0,0.764,9.24,6.16,8.76,1.89,0.98,0.227,0.382,0.145,0.318,0.444,121.0,140.0,79.0,,,,116.0,98.0,97.0,93.0,96.0,93.0,118.0,89.0,93.0,,,,0.404,0.227,,0.361,,0.008,-0.66,,-0.05,-2.14,,-12.58,97.8,,91.9,97.1,88.3,,0.211,0.5,0.25,,,,0.229,0.542,0.321,,,,0.281,0.386,0.172,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-04,746884,Single,single,False,621550,663542,Patrick Wisdom,Bryan Hudson,1,e0b193df-376b-4048-b896-aa8d895f6e4a,663542.0,bryanhudson,"Hudson, B",Left,Bryan Hudson,MIL,1.49,2.94,48.1,104.0,84.0,103.0,0.781,9.87,2.23,4.47,1.12,1.14,0.286,0.321,0.205,0.241,0.481,,,,,,,84.0,106.0,103.0,,,,113.0,105.0,107.0,50.0,97.0,98.0,,0.526,0.221,0.253,,,1.88,-0.05,,2.78,,,91.7,86.7,,,81.9,,0.185,0.346,0.197,0.219,0.531,0.187,0.039,0.078,0.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-05,746883,Walk,walk,False,621550,642547,Patrick Wisdom,Freddy Peralta,0,e9a96bde-4607-456b-8f54-94588805d6b5,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,4.11,3.74,103.0,99.0,107.0,102.0,0.71,11.36,3.15,7.6,1.22,0.92,0.248,0.38,0.233,0.31,0.387,76.0,94.0,88.0,103.0,102.0,111.0,121.0,99.0,103.0,,,,99.0,104.0,110.0,,,,,0.536,,0.248,0.046,0.17,0.0,,,0.53,-1.65,1.06,94.5,,88.0,,81.1,77.3,0.238,0.411,0.277,,,,0.194,0.337,0.393,0.308,0.538,0.233,,,,0.22,0.254,0.386,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-05,746883,Strikeout,strikeout,True,621550,642547,Patrick Wisdom,Freddy Peralta,0,12d72c41-4918-45dc-988b-a78bdcebe8b5,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,4.11,3.74,103.0,99.0,107.0,102.0,0.71,11.36,3.15,7.6,1.22,0.92,0.248,0.38,0.233,0.31,0.387,76.0,94.0,88.0,103.0,102.0,111.0,121.0,99.0,103.0,,,,99.0,104.0,110.0,,,,,0.536,,0.248,0.046,0.17,0.0,,,0.53,-1.65,1.06,94.5,,88.0,,81.1,77.3,0.238,0.411,0.277,,,,0.194,0.337,0.393,0.308,0.538,0.233,,,,0.22,0.254,0.386,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-05,746883,Lineout,field_out,True,621550,600986,Patrick Wisdom,Thyago Vieira,0,88abfaa6-4a06-4ca2-93f6-ffd271910d0a,600986.0,thyagovieira,Vieira,Right,Thyago Vieira,- - -,5.21,5.19,38.0,94.0,107.0,94.0,0.764,9.24,6.16,8.76,1.89,0.98,0.227,0.382,0.145,0.318,0.444,121.0,140.0,79.0,,,,116.0,98.0,97.0,93.0,96.0,93.0,118.0,89.0,93.0,,,,0.404,0.227,,0.361,,0.008,-0.66,,-0.05,-2.14,,-12.58,97.8,,91.9,97.1,88.3,,0.211,0.5,0.25,,,,0.229,0.542,0.321,,,,0.281,0.386,0.172,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-05,746883,Single,single,False,621550,676083,Patrick Wisdom,Janson Junk,0,28395633-a474-42b9-8036-c9b2ddc7bd01,676083.0,jansonjunk,Junk,Right,Janson Junk,MIL,9.0,6.14,5.0,109.0,96.0,109.0,0.885,5.4,1.8,23.4,1.8,1.5,0.261,0.261,0.261,0.261,0.455,,,,85.0,104.0,96.0,93.0,117.0,118.0,86.0,94.0,83.0,109.0,104.0,117.0,,,,0.139,0.495,,0.248,0.119,,0.29,,-17.09,-5.27,-2.75,,94.0,,,93.8,85.6,82.4,0.286,0.286,0.179,,,,0.333,0.667,0.0,0.5,0.5,0.0,0.8,1.6,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06,746886,Walk,walk,False,621550,593974,Patrick Wisdom,Wandy Peralta,0,5542fc0d-6bca-4995-83b8-e3ea06b36cc1,593974.0,wandyperalta,"Peralta, Wa",Left,Wandy Peralta,SDP,4.5,5.26,34.0,97.0,98.0,95.0,0.826,5.29,3.18,8.47,1.59,1.76,0.225,0.459,0.126,0.351,0.371,127.0,102.0,101.0,,,,117.0,98.0,94.0,66.0,93.0,86.0,78.0,95.0,104.0,,,,0.385,0.094,,0.102,,0.419,-7.01,,2.2,-2.55,,0.44,95.4,,88.7,95.2,88.9,,0.417,1.0,0.16,,,,0.333,0.667,0.3,,,,0.25,0.269,0.13,0.185,0.352,0.221,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-08,746879,Strikeout,strikeout,True,621550,593974,Patrick Wisdom,Wandy Peralta,0,4380c5e5-3121-460d-8cc8-e4ab8a7a02ba,593974.0,wandyperalta,"Peralta, Wa",Left,Wandy Peralta,SDP,4.5,5.26,34.0,97.0,98.0,95.0,0.826,5.29,3.18,8.47,1.59,1.76,0.225,0.459,0.126,0.351,0.371,127.0,102.0,101.0,,,,117.0,98.0,94.0,66.0,93.0,86.0,78.0,95.0,104.0,,,,0.385,0.094,,0.102,,0.419,-7.01,,2.2,-2.55,,0.44,95.4,,88.7,95.2,88.9,,0.417,1.0,0.16,,,,0.333,0.667,0.3,,,,0.25,0.269,0.13,0.185,0.352,0.221,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-12,745499,Single,single,False,621550,663559,Patrick Wisdom,Bailey Falter,0,64309db0-6e53-40ad-90ed-b5334280c792,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,,,,0.144,0.511,,0.161,0.174,,1.03,,1.24,-0.06,-0.34,,91.7,,,91.9,85.6,77.0,0.229,0.36,0.167,,,,0.245,0.286,0.32,0.256,0.488,0.197,0.262,0.492,0.144,,,,37.0,97.0,75.0,0.01,-6.89,87.0,0.333,1.333,0.125,,,,,,,,,,,,,,,
2024-05-12,745499,Single,single,False,621550,663559,Patrick Wisdom,Bailey Falter,1,cf8d3208-1d81-4ad2-8ae3-052b6f4ba8da,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,,,,0.144,0.511,,0.161,0.174,,1.03,,1.24,-0.06,-0.34,,91.7,,,91.9,85.6,77.0,0.229,0.36,0.167,,,,0.245,0.286,0.32,0.256,0.488,0.197,0.262,0.492,0.144,,,,37.0,97.0,75.0,0.01,-6.89,87.0,0.333,1.333,0.125,,,,,,,,,,,,,,,
2024-05-12,745499,Walk,walk,False,621550,663559,Patrick Wisdom,Bailey Falter,0,1eb1ac07-9b2a-4b05-a1f1-dd15f5ccc1c9,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,,,,0.144,0.511,,0.161,0.174,,1.03,,1.24,-0.06,-0.34,,91.7,,,91.9,85.6,77.0,0.229,0.36,0.167,,,,0.245,0.286,0.32,0.256,0.488,0.197,0.262,0.492,0.144,,,,37.0,97.0,75.0,0.01,-6.89,87.0,0.333,1.333,0.125,,,,,,,,,,,,,,,
2024-05-12,745499,Pop Out,field_out,True,621550,682847,Patrick Wisdom,Luis L. Ortiz,0,21a48ab3-60d2-424c-985d-656603463d47,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.219,0.297,0.268,0.286,0.343,0.187,0.21,0.346,0.293,,,,0.25,0.353,0.134,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-12,745499,Home Run,home_run,False,621550,547973,Patrick Wisdom,Aroldis Chapman,0,a70a7e6a-4bdb-4b65-b956-836549c4f161,547973.0,aroldischapman,Chapman,Left,Aroldis Chapman,PIT,4.15,4.02,34.2,92.0,132.0,101.0,0.704,14.54,8.31,6.23,1.04,0.87,0.304,0.348,0.188,0.304,0.424,,,,,,,97.0,80.0,82.0,228.0,109.0,122.0,100.0,86.0,102.0,,,,0.263,0.342,,0.286,,,-0.41,,-1.42,0.1,,,97.5,,,99.3,86.6,,0.185,0.333,0.265,,,,0.207,0.276,0.311,,,,0.222,0.467,0.316,,,,91.0,104.0,105.0,0.11,1.87,91.3,0.136,0.182,0.514,,,,,,,,,,,,,,,
