date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,KC%,wKC/C,vKC,Stf+ KC,Loc+ KC,Pit+ KC,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff,SV_ba,SV_slg,SV_whiff
2024-08-11,747166,Strikeout,strikeout,True,680728,650911,Adrian Del Castillo,Cristopher Sánchez,0,8f810e50-4288-4f69-8db3-0ff39d30cff3,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.49,3.62,152.0,102.0,93.0,105.0,0.785,7.34,2.13,9.36,0.47,3.03,0.197,0.41,0.19,0.294,0.421,91.0,106.0,115.0,,,,,,,93.0,100.0,98.0,99.0,100.0,103.0,0.471,,0.169,,0.359,,-0.63,0.34,,1.68,,85.1,94.3,84.3,,0.18,0.216,0.343,0.228,0.38,0.303,,,,0.362,0.49,0.122,,,,,,,86.0,52.0,74.0,0.001,2.6,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-11,747166,Single,single,False,680728,689147,Adrian Del Castillo,Orion Kerkering,1,cfe3934b-be43-4f34-b7cd-909f8c2f4a04,689147.0,orionkerkering,Kerkering,Right,Orion Kerkering,PHI,2.25,3.13,52.0,102.0,126.0,111.0,0.749,10.38,2.25,7.44,0.35,2.0,0.242,0.409,0.136,0.258,0.453,,,,,,,114.0,103.0,106.0,94.0,103.0,103.0,141.0,101.0,116.0,0.145,0.311,0.545,,,0.65,3.05,0.38,,,97.6,,96.3,86.1,,,,,,,,0.226,0.34,0.277,0.179,0.205,0.158,,,,0.247,0.33,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-11,747166,Strikeout,strikeout,True,680728,676661,Adrian Del Castillo,Max Lazar,0,d60460a4-d523-43e2-b7c0-122636f8e213,676661.0,maxlazar,Lazar,Right,Max Lazar,PHI,0.0,1.39,6.1,103.0,73.0,97.0,0.881,7.11,0.0,2.84,0.0,1.0,0.412,0.294,0.118,0.294,0.495,,,,96.0,97.0,88.0,65.0,104.0,98.0,,,,,,,,0.611,,0.263,,4.31,,,-0.58,,93.4,,,,79.9,,,,,,,0.067,0.067,0.214,,,,0.333,0.333,0.0,,,,64.0,115.0,116.0,0.126,9.35,88.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-12,747165,Flyout,field_out,True,680728,687134,Adrian Del Castillo,Bradley Blalock,1,b328ac93-c625-4430-9935-cd987b18e56d,687134.0,bradleyblalock,Blalock,Right,Bradley Blalock,- - -,4.98,5.01,21.2,94.0,90.0,93.0,0.812,5.82,3.74,10.8,0.83,0.87,0.234,0.338,0.13,0.442,0.444,,,,112.0,106.0,108.0,76.0,92.0,87.0,,,,119.0,104.0,108.0,,0.463,0.182,0.123,,-2.34,,1.59,0.24,,93.7,,,85.3,79.5,,,,0.25,0.375,0.286,0.364,0.523,0.14,,,,0.143,0.429,0.2,,,,97.0,86.0,89.0,0.043,0.53,88.7,,,,80.0,85.0,86.0,0.19,-0.47,85.2,0.25,0.313,0.379,,,,,,,,,,,,,,,
2024-08-12,747165,Flyout,field_out,True,680728,687134,Adrian Del Castillo,Bradley Blalock,0,6dd596c8-bc74-4ef8-9b5f-82d7adbeb008,687134.0,bradleyblalock,Blalock,Right,Bradley Blalock,- - -,4.98,5.01,21.2,94.0,90.0,93.0,0.812,5.82,3.74,10.8,0.83,0.87,0.234,0.338,0.13,0.442,0.444,,,,112.0,106.0,108.0,76.0,92.0,87.0,,,,119.0,104.0,108.0,,0.463,0.182,0.123,,-2.34,,1.59,0.24,,93.7,,,85.3,79.5,,,,0.25,0.375,0.286,0.364,0.523,0.14,,,,0.143,0.429,0.2,,,,97.0,86.0,89.0,0.043,0.53,88.7,,,,80.0,85.0,86.0,0.19,-0.47,85.2,0.25,0.313,0.379,,,,,,,,,,,,,,,
2024-08-12,747165,Walk,walk,False,680728,683627,Adrian Del Castillo,Anthony Molina,1,4b4bc1fd-1341-4a35-91fa-01435e998d8b,683627.0,anthonymolina,Molina,Right,Anthony Molina,COL,6.2,5.78,49.1,101.0,87.0,98.0,0.854,5.66,3.65,10.76,0.73,1.4,0.275,0.311,0.144,0.383,0.429,94.0,92.0,95.0,112.0,115.0,114.0,78.0,100.0,94.0,,,,92.0,107.0,106.0,,0.478,0.238,0.061,0.222,-1.68,,-0.07,2.04,-0.04,94.7,85.2,,88.6,82.8,0.225,0.325,0.239,0.288,0.404,0.126,0.384,0.581,0.149,,,,0.118,0.118,0.333,,,,,,,,,,,,,,,,,,,,,,0.001,3.94,76.8,,,,,,,,,,,,
2024-08-12,747165,Groundout,field_out,True,680728,641755,Adrian Del Castillo,Tyler Kinley,0,f89148fd-1cbe-4cdb-86de-e3a7ba4c9332,641755.0,tylerkinley,Kinley,Right,Tyler Kinley,COL,6.4,4.97,57.2,97.0,88.0,95.0,0.687,9.68,4.53,9.05,1.72,0.97,0.156,0.491,0.18,0.335,0.398,68.0,85.0,80.0,,,,76.0,89.0,87.0,16.0,56.0,52.0,95.0,103.0,101.0,0.002,0.342,0.617,,0.039,-2.34,-2.96,0.04,,0.48,95.9,87.3,93.9,89.5,,0.0,0.0,0.643,0.204,0.456,0.409,0.368,0.539,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-13,747160,Walk,walk,False,680728,680767,Adrian Del Castillo,Victor Vodnik,0,3796090f-07a4-46f5-8ed2-576a9c599a65,680767.0,victorvodnik,Vodnik,Right,Victor Vodnik,COL,4.04,4.72,64.2,99.0,121.0,101.0,0.807,7.93,4.31,9.05,0.7,1.87,0.28,0.301,0.155,0.415,0.416,116.0,101.0,100.0,,,,122.0,97.0,100.0,,,,121.0,104.0,106.0,,0.639,0.206,,0.155,-0.51,,0.0,,2.23,97.9,90.0,,84.5,,0.139,0.139,0.256,0.264,0.321,0.264,0.289,0.447,0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-14,747163,Pop Out,field_out,True,680728,685299,Adrian Del Castillo,Tanner Gordon,0,1718e86a-bb19-4633-b96f-2159d0585eee,685299.0,tannergordon,Gordon,Right,Tanner Gordon,COL,7.55,5.18,31.0,107.0,88.0,100.0,0.832,7.26,1.74,12.48,2.32,0.98,0.262,0.402,0.131,0.327,0.48,86.0,105.0,102.0,79.0,113.0,89.0,75.0,108.0,100.0,101.0,114.0,106.0,100.0,110.0,101.0,0.011,0.487,0.272,0.039,0.191,-1.45,6.91,-0.25,-18.97,-3.15,92.1,84.0,93.3,85.2,80.3,0.333,0.667,0.239,0.241,0.379,0.299,0.339,0.61,0.116,,,,0.545,1.091,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-14,747163,Strikeout,strikeout,True,680728,663567,Adrian Del Castillo,Peter Lambert,0,69074c15-8664-4f91-9012-bf89fd775e75,663567.0,peterlambert,"Lambert, P",Right,Peter Lambert,COL,5.72,4.56,61.1,95.0,96.0,95.0,0.805,7.34,4.26,10.71,1.03,1.09,0.288,0.439,0.146,0.313,0.416,90.0,93.0,94.0,84.0,101.0,99.0,88.0,93.0,91.0,89.0,96.0,92.0,119.0,95.0,102.0,0.024,0.384,0.303,0.038,0.25,-0.75,-1.67,-1.6,-6.83,-0.02,94.5,87.0,93.9,85.1,77.8,0.23,0.328,0.376,0.352,0.481,0.2,0.311,0.522,0.116,0.333,0.333,0.0,0.375,1.0,0.222,0.308,0.462,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-14,747163,Single,single,False,680728,683627,Adrian Del Castillo,Anthony Molina,0,adb381ce-d411-420d-9bfb-3a60a239a6d4,683627.0,anthonymolina,Molina,Right,Anthony Molina,COL,6.2,5.78,49.1,101.0,87.0,98.0,0.854,5.66,3.65,10.76,0.73,1.4,0.275,0.311,0.144,0.383,0.429,94.0,92.0,95.0,112.0,115.0,114.0,78.0,100.0,94.0,,,,92.0,107.0,106.0,,0.478,0.238,0.061,0.222,-1.68,,-0.07,2.04,-0.04,94.7,85.2,,88.6,82.8,0.225,0.325,0.239,0.288,0.404,0.126,0.384,0.581,0.149,,,,0.118,0.118,0.333,,,,,,,,,,,,,,,,,,,,,,0.001,3.94,76.8,,,,,,,,,,,,
2024-08-14,747163,Strikeout,strikeout,True,680728,666207,Adrian Del Castillo,Riley Pint,0,9e29f218-1af9-40e7-82c3-9ed99f52c1d1,666207.0,rileypint,Pint,Right,Riley Pint,COL,21.6,7.92,3.1,79.0,140.0,85.0,0.64,18.9,13.5,13.5,5.4,0.4,0.5,0.25,0.125,0.375,0.363,,,,,,,84.0,94.0,85.0,56.0,54.0,52.0,164.0,72.0,85.0,0.01,0.294,0.696,,,-2.22,-3.49,-4.59,,,94.9,,93.2,87.9,,,,,0.333,0.833,0.333,0.333,0.333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-14,747163,Flyout,field_out,True,680728,683409,Adrian Del Castillo,Angel Chivilli,0,fe9581aa-cc69-475c-a50e-7e1eb26e8f49,683409.0,angelchivilli,Chivilli,Right,Angel Chivilli,COL,4.42,6.53,18.1,101.0,83.0,98.0,0.671,6.38,1.47,9.82,2.95,1.83,0.22,0.61,0.119,0.441,0.419,87.0,109.0,106.0,,,,,,,73.0,99.0,90.0,105.0,97.0,104.0,0.448,,0.189,,0.363,,0.48,-4.59,,-1.54,,87.0,95.4,87.0,,0.241,0.517,0.47,0.4,1.0,0.4,,,,0.273,0.515,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-16,745054,Groundout,field_out,True,680728,686752,Adrian Del Castillo,Ryan Pepiot,0,6e308b40-c37e-4bb1-a6e8-b6bc7f429677,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.61,3.73,104.2,98.0,117.0,104.0,0.733,9.46,2.92,6.79,1.2,0.82,0.277,0.398,0.175,0.303,0.417,120.0,105.0,116.0,136.0,71.0,79.0,115.0,97.0,101.0,,,,120.0,96.0,106.0,,0.496,0.198,0.033,0.231,1.5,,1.03,-1.59,-0.75,94.9,85.9,,89.0,80.6,0.236,0.409,0.296,0.24,0.387,0.297,0.16,0.286,0.318,,,,0.167,0.167,0.545,,,,101.0,102.0,98.0,0.042,-3.59,91.7,0.375,0.875,0.059,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-16,745054,Strikeout,strikeout,True,680728,686752,Adrian Del Castillo,Ryan Pepiot,0,03873ecb-c43f-4eff-b65a-8303d463cb93,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.61,3.73,104.2,98.0,117.0,104.0,0.733,9.46,2.92,6.79,1.2,0.82,0.277,0.398,0.175,0.303,0.417,120.0,105.0,116.0,136.0,71.0,79.0,115.0,97.0,101.0,,,,120.0,96.0,106.0,,0.496,0.198,0.033,0.231,1.5,,1.03,-1.59,-0.75,94.9,85.9,,89.0,80.6,0.236,0.409,0.296,0.24,0.387,0.297,0.16,0.286,0.318,,,,0.167,0.167,0.545,,,,101.0,102.0,98.0,0.042,-3.59,91.7,0.375,0.875,0.059,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-16,745054,Flyout,field_out,True,680728,687330,Adrian Del Castillo,Kevin Kelly,1,dd2d9639-45ef-4dbc-934e-7f1db4984e44,687330.0,kevinkelly,Kelly,Right,Kevin Kelly,TBR,3.3,3.44,57.1,105.0,115.0,104.0,0.807,8.32,1.1,8.32,1.1,2.02,0.241,0.38,0.199,0.259,0.481,,,,,,,174.0,109.0,106.0,117.0,108.0,104.0,116.0,98.0,105.0,0.608,0.012,0.289,,,-13.92,0.96,0.14,,,92.3,,90.8,77.3,,,,,,,,,,,0.273,0.41,0.136,,,,0.196,0.321,0.322,95.0,102.0,105.0,0.091,0.43,87.8,0.167,0.333,0.237,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-16,745054,Strikeout,strikeout,True,680728,621363,Adrian Del Castillo,Colin Poche,0,e8940b07-a985-455a-87ef-46e2882094fe,621363.0,colinpoche,Poche,Left,Colin Poche,TBR,3.67,4.06,34.1,93.0,88.0,96.0,0.812,8.13,3.41,6.82,1.83,0.68,0.189,0.484,0.147,0.326,0.43,,,,,,,98.0,89.0,92.0,,,,67.0,102.0,102.0,,0.675,0.325,,,0.85,,0.43,,,91.2,,,83.2,,,,,0.196,0.37,0.375,0.215,0.405,0.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-18,745051,Strikeout,strikeout,True,680728,641302,Adrian Del Castillo,Tyler Alexander,0,e3ad71e3-e14c-4758-b464-374d0bac9fe1,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,5.48,5.24,85.1,106.0,95.0,105.0,0.819,7.7,2.21,9.49,2.11,0.6,0.275,0.375,0.156,0.353,0.453,102.0,104.0,106.0,,,,91.0,110.0,104.0,60.0,112.0,105.0,114.0,107.0,109.0,0.123,0.221,0.186,,0.145,-0.14,-0.62,0.09,,-2.7,89.4,81.2,89.5,77.4,,0.333,0.51,0.2,,,,0.213,0.48,0.248,0.267,0.467,0.068,,,,0.277,0.446,0.182,96.0,103.0,101.0,0.325,-0.36,84.8,0.276,0.551,0.199,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-18,745051,Strikeout,strikeout,True,680728,641302,Adrian Del Castillo,Tyler Alexander,0,ece03028-f07a-4fdc-90cc-6fad0d080df9,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,5.48,5.24,85.1,106.0,95.0,105.0,0.819,7.7,2.21,9.49,2.11,0.6,0.275,0.375,0.156,0.353,0.453,102.0,104.0,106.0,,,,91.0,110.0,104.0,60.0,112.0,105.0,114.0,107.0,109.0,0.123,0.221,0.186,,0.145,-0.14,-0.62,0.09,,-2.7,89.4,81.2,89.5,77.4,,0.333,0.51,0.2,,,,0.213,0.48,0.248,0.267,0.467,0.068,,,,0.277,0.446,0.182,96.0,103.0,101.0,0.325,-0.36,84.8,0.276,0.551,0.199,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-18,745051,Flyout,field_out,True,680728,641302,Adrian Del Castillo,Tyler Alexander,0,474c63c2-05d6-4b3d-b0df-b54dfcd668ca,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,5.48,5.24,85.1,106.0,95.0,105.0,0.819,7.7,2.21,9.49,2.11,0.6,0.275,0.375,0.156,0.353,0.453,102.0,104.0,106.0,,,,91.0,110.0,104.0,60.0,112.0,105.0,114.0,107.0,109.0,0.123,0.221,0.186,,0.145,-0.14,-0.62,0.09,,-2.7,89.4,81.2,89.5,77.4,,0.333,0.51,0.2,,,,0.213,0.48,0.248,0.267,0.467,0.068,,,,0.277,0.446,0.182,96.0,103.0,101.0,0.325,-0.36,84.8,0.276,0.551,0.199,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-18,745051,Home Run,home_run,False,680728,664126,Adrian Del Castillo,Pete Fairbanks,1,0abc0640-c7a8-4d4a-aef9-46d44d3e517e,664126.0,petefairbanks,Fairbanks,Right,Pete Fairbanks,TBR,3.57,3.97,45.1,98.0,123.0,104.0,0.788,8.74,3.38,7.15,0.79,1.15,0.226,0.411,0.202,0.298,0.466,120.0,120.0,135.0,,,,109.0,95.0,100.0,,,,138.0,100.0,106.0,,0.522,0.448,,0.03,0.16,,2.06,,-1.43,97.3,93.8,,85.0,,0.125,0.5,0.5,0.158,0.263,0.236,0.28,0.341,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-18,745051,Groundout,field_out,True,680728,687330,Adrian Del Castillo,Kevin Kelly,1,d12146bc-86e6-4332-80b9-40c6adee1855,687330.0,kevinkelly,Kelly,Right,Kevin Kelly,TBR,3.3,3.44,57.1,105.0,115.0,104.0,0.807,8.32,1.1,8.32,1.1,2.02,0.241,0.38,0.199,0.259,0.481,,,,,,,174.0,109.0,106.0,117.0,108.0,104.0,116.0,98.0,105.0,0.608,0.012,0.289,,,-13.92,0.96,0.14,,,92.3,,90.8,77.3,,,,,,,,,,,0.273,0.41,0.136,,,,0.196,0.321,0.322,95.0,102.0,105.0,0.091,0.43,87.8,0.167,0.333,0.237,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-19,746027,Strikeout,strikeout,True,680728,670124,Adrian Del Castillo,Adam Oller,0,e9f4f3eb-f7e5-49cc-b028-beac93acb31c,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.23,4.41,10.1,91.0,108.0,92.0,0.886,6.97,5.23,6.1,1.74,0.44,0.3,0.267,0.067,0.167,0.411,76.0,86.0,76.0,123.0,88.0,89.0,106.0,92.0,95.0,,,,,,,,0.627,,0.292,0.081,0.35,,,-1.06,-2.46,93.7,86.0,,,84.0,,,,,,,0.179,0.429,0.14,,,,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.182
