date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
2024-09-08,744965,Strikeout,strikeout,True,677941,571760,Jordyn Adams,Andrew Heaney,0,8a700c45-3ec1-4a47-9e91-6510d830fdd2,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.84,4.14,145.1,101.0,81.0,98.0,0.752,9.23,2.42,8.36,1.18,0.76,0.257,0.401,0.142,0.292,0.424,84.0,102.0,95.0,124.0,106.0,103.0,78.0,101.0,98.0,34.0,83.0,74.0,81.0,99.0,101.0,20.0,51.0,51.0,0.015,0.509,0.001,0.277,0.033,0.165,0.49,-19.13,-4.51,-0.2,-3.64,0.9,91.5,86.6,83.7,92.2,82.4,75.4,0.215,0.383,0.213,0.254,0.379,0.387,0.221,0.352,0.253,0.455,0.455,0.125,0.5,1.25,0.222,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-08,744965,Lineout,field_out,True,677941,571760,Jordyn Adams,Andrew Heaney,0,737cbe74-3f52-431d-9523-c61230c2be49,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.84,4.14,145.1,101.0,81.0,98.0,0.752,9.23,2.42,8.36,1.18,0.76,0.257,0.401,0.142,0.292,0.424,84.0,102.0,95.0,124.0,106.0,103.0,78.0,101.0,98.0,34.0,83.0,74.0,81.0,99.0,101.0,20.0,51.0,51.0,0.015,0.509,0.001,0.277,0.033,0.165,0.49,-19.13,-4.51,-0.2,-3.64,0.9,91.5,86.6,83.7,92.2,82.4,75.4,0.215,0.383,0.213,0.254,0.379,0.387,0.221,0.352,0.253,0.455,0.455,0.125,0.5,1.25,0.222,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-08,744965,Flyout,field_out,True,677941,600917,Jordyn Adams,José Leclerc,1,dcb40854-c6fe-4f6f-bac1-1d768322fef8,600917.0,joseleclerc,Leclerc,Right,José Leclerc,TEX,4.48,3.56,60.1,97.0,110.0,100.0,0.641,12.38,4.48,7.46,1.04,0.79,0.224,0.42,0.182,0.294,0.378,71.0,102.0,93.0,,,,109.0,91.0,99.0,81.0,94.0,83.0,117.0,103.0,104.0,133.0,96.0,102.0,0.065,0.346,0.161,0.325,,0.103,0.47,-0.51,1.84,0.53,,-1.97,95.3,90.2,88.2,95.0,82.0,,0.175,0.302,0.331,0.207,0.378,0.467,0.35,0.35,0.521,0.25,0.45,0.205,,,,0.278,0.361,0.253,,,,,,,,,,,,,,,,,,,,,
2024-09-08,744965,Flyout,field_out,True,677941,489446,Jordyn Adams,Kirby Yates,0,b35dfc5a-ab0f-446a-ac73-4e0c7adbdc57,489446.0,kirbyyates,Yates,Right,Kirby Yates,TEX,1.29,1.82,55.2,102.0,97.0,103.0,0.682,12.77,4.04,3.56,0.49,1.09,0.213,0.435,0.157,0.269,0.395,,,,,,,89.0,104.0,102.0,,,,93.0,96.0,103.0,,,,,0.605,,0.007,,,2.21,,,0.41,,,93.1,,,,85.8,,0.124,0.23,0.365,,,,,,,,,,,,,,,,,,,,,,,,,108.0,99.0,104.0,0.388,1.84,86.3,0.113,0.141,0.32,,,
2024-09-10,745856,Strikeout,strikeout,True,677941,641154,Jordyn Adams,Pablo López,0,574f3821-13a1-4f98-b3eb-50d334d9d3b7,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,3.84,3.55,175.2,104.0,98.0,105.0,0.745,9.58,1.9,8.45,1.18,1.2,0.241,0.44,0.135,0.297,0.437,95.0,104.0,105.0,92.0,103.0,108.0,97.0,105.0,101.0,97.0,108.0,107.0,106.0,102.0,109.0,,,,0.073,0.409,,0.222,0.103,0.194,2.12,,-2.83,-0.55,-1.54,-0.37,95.0,,88.5,94.6,84.4,82.4,0.19,0.32,0.268,,,,0.296,0.38,0.234,0.414,0.638,0.15,0.243,0.471,0.336,,,,0.229,0.412,0.343,,,,,,,,,,,,,,,,,,
2024-09-10,745856,Single,single,False,677941,686973,Jordyn Adams,Louie Varland,1,50988be5-68ec-4611-a15d-d332cbc5b08a,686973.0,louievarland,Varland,Right,Louie Varland,MIN,8.57,5.95,42.0,99.0,101.0,99.0,0.799,8.14,3.0,13.07,2.36,1.35,0.287,0.373,0.093,0.38,0.465,95.0,91.0,93.0,,,,104.0,104.0,103.0,91.0,109.0,104.0,,,,92.0,93.0,92.0,0.04,0.393,0.279,,,0.109,-0.86,-3.61,-5.44,,,-0.3,96.0,89.9,89.3,93.7,,,0.333,0.591,0.209,,,,0.267,0.267,0.118,0.5,0.875,0.059,0.3,0.375,0.278,0.333,0.614,0.231,,,,108.0,92.0,98.0,0.179,-1.4,84.6,,,,,,,,,,,,
2024-09-11,745857,Strikeout,strikeout,True,677941,805673,Jordyn Adams,Zebby Matthews,0,d366b0fd-5130-4257-9813-fc37ffb66785,805673.0,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,7.11,5.61,25.1,101.0,99.0,99.0,0.778,9.59,1.78,13.14,2.84,0.92,0.253,0.437,0.161,0.379,0.418,89.0,86.0,94.0,104.0,119.0,117.0,94.0,98.0,96.0,,,,113.0,105.0,108.0,96.0,100.0,93.0,,0.445,0.192,0.238,0.063,0.061,-0.57,-2.69,,-2.64,-7.49,-5.17,94.9,90.7,85.6,,86.5,81.1,0.263,0.579,0.152,0.351,0.486,0.397,0.25,0.5,0.375,,,,0.4,0.7,0.125,0.36,0.72,0.184,,,,,,,,,,,,,,,,,,,,,
2024-09-11,745857,Strikeout,strikeout,True,677941,663485,Jordyn Adams,Cole Sands,0,3d7d3bfc-1705-48d7-a680-ab268f328cb5,663485.0,colesands,Sands,Right,Cole Sands,MIN,2.86,3.35,66.0,105.0,92.0,101.0,0.76,10.23,1.36,7.23,0.82,0.87,0.254,0.362,0.186,0.328,0.428,,,,99.0,102.0,106.0,79.0,106.0,100.0,76.0,95.0,93.0,,,,96.0,105.0,98.0,0.112,0.282,0.303,,0.144,,2.11,1.82,0.49,,-1.94,,95.6,90.8,,94.7,,82.4,0.178,0.288,0.314,,,,,,,0.267,0.467,0.036,0.303,0.424,0.281,0.226,0.323,0.294,,,,,,,,,,111.0,111.0,104.0,0.159,0.71,87.8,0.163,0.204,0.228,,,
2024-09-11,745857,Home Run,home_run,False,677941,660896,Jordyn Adams,Jorge Alcala,0,f2e5f9f6-eb70-48de-bf72-e2db8d56481a,660896.0,jorgealcala,Alcala,Right,Jorge Alcala,MIN,3.46,3.28,54.2,98.0,125.0,101.0,0.752,8.56,3.13,6.59,1.32,0.67,0.196,0.439,0.223,0.304,0.426,115.0,88.0,84.0,,,,118.0,94.0,96.0,117.0,95.0,98.0,139.0,104.0,111.0,,,,0.07,0.443,,0.394,,0.094,-0.86,,3.24,0.22,,4.32,98.0,,90.9,97.3,89.8,,0.233,0.534,0.287,0.221,0.349,0.309,0.08,0.12,0.111,0.133,0.133,0.152,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-11,745857,Single,single,False,677941,661395,Jordyn Adams,Jhoan Duran,1,490740ad-7d4e-477c-80c8-31c747df526f,661395.0,jhoanduran,"Duran, J",Right,Jhoan Duran,MIN,4.1,2.82,48.1,97.0,132.0,97.0,0.72,10.43,2.42,8.01,0.74,2.85,0.271,0.38,0.264,0.202,0.44,,,,131.0,96.0,103.0,123.0,101.0,95.0,,,,,,,,,,,0.41,,,0.274,,-0.14,,,,-0.16,,100.5,,,,,86.1,0.29,0.387,0.346,,,,,,,,,,0.152,0.326,0.45,,,,,,,,,,,,,146.0,92.0,94.0,0.316,1.76,97.0,0.243,0.365,0.189,,,
2024-09-13,746181,Walk,walk,False,677941,579328,Jordyn Adams,Yusei Kikuchi,0,9e88404f-cb2f-4b31-b06e-bad9e79526f2,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.29,3.93,163.2,101.0,110.0,105.0,0.735,10.39,2.31,8.69,1.32,1.11,0.273,0.402,0.127,0.369,0.445,100.0,94.0,92.0,99.0,104.0,105.0,115.0,103.0,108.0,,,,112.0,100.0,106.0,,,,,0.48,,0.227,0.183,0.11,-0.09,,,0.97,0.01,0.0,95.5,,86.9,,88.4,82.6,0.279,0.513,0.274,0.219,0.298,0.299,0.183,0.239,0.368,,,,0.262,0.402,0.27,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-13,746181,Strikeout,strikeout,True,677941,579328,Jordyn Adams,Yusei Kikuchi,0,7c3b935a-ef4c-4067-967b-6c0fb2d992ae,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.29,3.93,163.2,101.0,110.0,105.0,0.735,10.39,2.31,8.69,1.32,1.11,0.273,0.402,0.127,0.369,0.445,100.0,94.0,92.0,99.0,104.0,105.0,115.0,103.0,108.0,,,,112.0,100.0,106.0,,,,,0.48,,0.227,0.183,0.11,-0.09,,,0.97,0.01,0.0,95.5,,86.9,,88.4,82.6,0.279,0.513,0.274,0.219,0.298,0.299,0.183,0.239,0.368,,,,0.262,0.402,0.27,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-13,746181,Flyout,field_out,True,677941,579328,Jordyn Adams,Yusei Kikuchi,0,c926e60b-7b3a-4488-9708-78a32184168b,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.29,3.93,163.2,101.0,110.0,105.0,0.735,10.39,2.31,8.69,1.32,1.11,0.273,0.402,0.127,0.369,0.445,100.0,94.0,92.0,99.0,104.0,105.0,115.0,103.0,108.0,,,,112.0,100.0,106.0,,,,,0.48,,0.227,0.183,0.11,-0.09,,,0.97,0.01,0.0,95.5,,86.9,,88.4,82.6,0.279,0.513,0.274,0.219,0.298,0.299,0.183,0.239,0.368,,,,0.262,0.402,0.27,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-14,746177,Groundout,field_out,True,677941,434378,Jordyn Adams,Justin Verlander,0,6ebdb4a4-6a74-4bc3-8e06-a880e690e6f5,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,5.2,4.01,79.2,100.0,118.0,102.0,0.808,7.34,2.94,9.38,1.58,0.51,0.283,0.359,0.171,0.279,0.438,116.0,97.0,101.0,112.0,100.0,97.0,117.0,98.0,102.0,,,,127.0,108.0,112.0,,,,,0.494,,0.185,0.224,0.097,-0.64,,,0.57,-1.4,0.91,93.5,,84.0,,86.7,77.7,0.296,0.509,0.205,0.194,0.347,0.223,0.148,0.148,0.273,,,,0.341,0.523,0.216,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-14,746177,Groundout,field_out,True,677941,434378,Jordyn Adams,Justin Verlander,0,e6a458ee-e0d7-43be-85cb-138421b8b47e,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,5.2,4.01,79.2,100.0,118.0,102.0,0.808,7.34,2.94,9.38,1.58,0.51,0.283,0.359,0.171,0.279,0.438,116.0,97.0,101.0,112.0,100.0,97.0,117.0,98.0,102.0,,,,127.0,108.0,112.0,,,,,0.494,,0.185,0.224,0.097,-0.64,,,0.57,-1.4,0.91,93.5,,84.0,,86.7,77.7,0.296,0.509,0.205,0.194,0.347,0.223,0.148,0.148,0.273,,,,0.341,0.523,0.216,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-14,746177,Strikeout,strikeout,True,677941,672391,Jordyn Adams,Kaleb Ort,0,bb79200d-c913-42ed-9097-49f6bb731719,672391.0,kalebort,Ort,Right,Kaleb Ort,HOU,1.61,2.57,22.1,105.0,131.0,112.0,0.764,9.27,1.21,4.43,1.61,0.66,0.236,0.364,0.218,0.345,0.469,53.0,99.0,90.0,,,,162.0,106.0,122.0,,,,104.0,114.0,117.0,95.0,100.0,92.0,,0.572,0.192,0.145,,0.091,2.5,3.2,,1.91,,-3.06,97.5,91.0,90.4,,83.7,,0.128,0.34,0.278,,,,0.333,0.5,0.1,,,,,,,0.111,0.278,0.212,0.143,0.143,0.286,,,,,,,,,,,,,,,,,,
2024-09-14,746177,Single,single,False,677941,519151,Jordyn Adams,Ryan Pressly,0,c9464db6-8147-4563-b051-bd38dc79319e,519151.0,ryanpressly,Pressly,Right,Ryan Pressly,HOU,3.54,4.07,53.1,100.0,123.0,108.0,0.746,9.28,2.87,9.28,0.68,1.64,0.213,0.406,0.123,0.342,0.431,106.0,94.0,99.0,128.0,102.0,115.0,98.0,102.0,103.0,80.0,68.0,62.0,154.0,100.0,113.0,,,,0.017,0.334,,0.292,0.247,0.111,-0.46,,-7.02,0.69,0.31,-0.95,93.8,,89.5,93.5,89.6,82.4,0.317,0.5,0.169,0.25,0.342,0.316,0.227,0.5,0.318,,,,0.229,0.292,0.314,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-15,746180,Groundout,field_out,True,677941,669854,Jordyn Adams,Ronel Blanco,0,dea37c72-80c3-4525-bcbb-c49dfd996b35,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.88,3.95,156.1,100.0,94.0,98.0,0.729,8.87,3.68,6.1,1.21,0.92,0.217,0.445,0.178,0.319,0.404,120.0,104.0,108.0,76.0,97.0,101.0,85.0,95.0,89.0,,,,88.0,103.0,101.0,,,,,0.385,,0.303,0.09,0.223,-0.29,,,2.08,2.92,-0.2,93.5,,85.2,,86.4,80.1,0.223,0.474,0.197,0.184,0.291,0.331,0.19,0.367,0.351,,,,0.075,0.075,0.4,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-15,746180,Walk,walk,False,677941,669854,Jordyn Adams,Ronel Blanco,0,aa95904e-8ca3-4196-aec6-c036985f3ddb,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.88,3.95,156.1,100.0,94.0,98.0,0.729,8.87,3.68,6.1,1.21,0.92,0.217,0.445,0.178,0.319,0.404,120.0,104.0,108.0,76.0,97.0,101.0,85.0,95.0,89.0,,,,88.0,103.0,101.0,,,,,0.385,,0.303,0.09,0.223,-0.29,,,2.08,2.92,-0.2,93.5,,85.2,,86.4,80.1,0.223,0.474,0.197,0.184,0.291,0.331,0.19,0.367,0.351,,,,0.075,0.075,0.4,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-15,746180,Strikeout,strikeout,True,677941,593576,Jordyn Adams,Héctor Neris,0,f50c3d01-8830-4ee5-ae53-ccc0073b4003,593576.0,hectorneris,Neris,Right,Héctor Neris,- - -,3.69,4.45,53.2,98.0,85.0,99.0,0.776,9.06,4.53,7.71,1.01,0.9,0.196,0.466,0.176,0.304,0.405,,,,,,,83.0,101.0,94.0,90.0,91.0,86.0,86.0,90.0,91.0,,,,0.092,0.468,,0.037,,,0.44,,2.04,-3.64,,,92.9,,,92.8,85.5,,0.222,0.433,0.159,0.667,1.333,0.364,,,,0.313,0.375,0.1,,,,,,,,,,,,,,,,85.0,98.0,108.0,0.402,-0.51,82.7,0.213,0.315,0.36,,,
2024-09-15,746180,Single,single,False,677941,657571,Jordyn Adams,Caleb Ferguson,1,6a5ac288-ba8a-4d66-97e0-12e02c99e13f,657571.0,calebferguson,Ferguson,Left,Caleb Ferguson,- - -,4.67,4.3,52.0,103.0,88.0,98.0,0.766,10.73,4.33,9.35,1.04,1.59,0.255,0.329,0.188,0.282,0.432,,,,84.0,104.0,103.0,88.0,102.0,96.0,92.0,96.0,92.0,129.0,42.0,60.0,90.0,104.0,98.0,0.093,0.445,0.264,0.002,0.196,,-1.55,2.05,-0.79,-2.78,-0.25,,93.8,89.0,,94.0,79.1,81.0,0.305,0.589,0.218,,,,,,,0.313,0.313,0.205,,,,0.132,0.151,0.356,,,,,,,,,,,,,,,,,,,0.283,0.304,0.318
2024-09-16,746179,Strikeout,strikeout,True,677941,686563,Jordyn Adams,Jonathan Cannon,0,d66f24b0-03cc-472f-bc55-f46fe8997697,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.61,4.54,113.1,102.0,92.0,99.0,0.809,6.43,2.86,9.37,1.35,1.0,0.223,0.394,0.168,0.302,0.396,95.0,106.0,107.0,,,,74.0,104.0,97.0,86.0,100.0,94.0,117.0,101.0,108.0,79.0,101.0,94.0,0.282,0.116,0.196,0.216,,0.189,-1.07,0.51,-0.14,-1.64,,-0.19,94.4,90.2,85.7,93.3,81.9,,0.25,0.386,0.245,,,,0.248,0.4,0.257,0.31,0.484,0.132,,,,0.253,0.453,0.19,0.264,0.517,0.28,,,,,,,,,,,,,,,,,,
2024-09-16,746179,Groundout,field_out,True,677941,686563,Jordyn Adams,Jonathan Cannon,0,eaa1b770-122c-47e6-834f-d4964eb970df,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.61,4.54,113.1,102.0,92.0,99.0,0.809,6.43,2.86,9.37,1.35,1.0,0.223,0.394,0.168,0.302,0.396,95.0,106.0,107.0,,,,74.0,104.0,97.0,86.0,100.0,94.0,117.0,101.0,108.0,79.0,101.0,94.0,0.282,0.116,0.196,0.216,,0.189,-1.07,0.51,-0.14,-1.64,,-0.19,94.4,90.2,85.7,93.3,81.9,,0.25,0.386,0.245,,,,0.248,0.4,0.257,0.31,0.484,0.132,,,,0.253,0.453,0.19,0.264,0.517,0.28,,,,,,,,,,,,,,,,,,
2024-09-16,746179,Single,single,False,677941,641771,Jordyn Adams,Chad Kuhl,1,376e7d99-1455-4018-a19b-c784a3e5b9a4,641771.0,chadkuhl,Kuhl,Right,Chad Kuhl,CHW,5.29,4.09,51.0,92.0,105.0,92.0,0.757,9.35,4.06,9.35,0.88,1.33,0.255,0.414,0.179,0.29,0.378,76.0,90.0,90.0,,,,79.0,97.0,96.0,85.0,83.0,79.0,138.0,97.0,105.0,79.0,96.0,89.0,0.254,0.094,0.093,0.448,,0.111,-1.71,-1.96,-1.88,1.33,,-1.6,94.9,91.5,87.0,93.7,85.1,,0.267,0.4,0.294,0.212,0.275,0.362,0.37,0.444,0.255,0.373,0.686,0.133,,,,0.429,0.857,0.217,0.0,0.0,0.281,,,,,,,,,,,,,,,,,,
2024-09-17,746176,Pop Out,field_out,True,677941,663436,Jordyn Adams,Davis Martin,0,ca8e7f82-61f5-4a9f-b313-f6ff780a0b8b,663436.0,davismartin,Martin,Right,Davis Martin,CHW,4.27,4.12,46.1,100.0,105.0,99.0,0.758,8.35,3.5,9.13,0.97,1.31,0.197,0.46,0.212,0.299,0.409,145.0,103.0,107.0,94.0,92.0,94.0,93.0,95.0,92.0,,,,114.0,109.0,112.0,78.0,97.0,88.0,,0.279,0.181,0.261,0.081,0.198,-2.16,2.25,,1.72,-2.63,-0.46,93.7,89.1,89.3,,83.6,78.4,0.394,0.485,0.193,0.096,0.269,0.376,0.354,0.417,0.184,,,,0.357,0.429,0.318,0.212,0.303,0.227,,,,,,,,,,,,,,,,,,,,,
2024-09-17,746176,Lineout,field_out,True,677941,663436,Jordyn Adams,Davis Martin,0,df86f014-c5c9-4498-b0cd-9fb855f3fef8,663436.0,davismartin,Martin,Right,Davis Martin,CHW,4.27,4.12,46.1,100.0,105.0,99.0,0.758,8.35,3.5,9.13,0.97,1.31,0.197,0.46,0.212,0.299,0.409,145.0,103.0,107.0,94.0,92.0,94.0,93.0,95.0,92.0,,,,114.0,109.0,112.0,78.0,97.0,88.0,,0.279,0.181,0.261,0.081,0.198,-2.16,2.25,,1.72,-2.63,-0.46,93.7,89.1,89.3,,83.6,78.4,0.394,0.485,0.193,0.096,0.269,0.376,0.354,0.417,0.184,,,,0.357,0.429,0.318,0.212,0.303,0.227,,,,,,,,,,,,,,,,,,,,,
2024-09-17,746176,Strikeout,strikeout,True,677941,660853,Jordyn Adams,Enyel De Los Santos,0,04a7be8b-7614-4ec9-8107-9417c1587d61,660853.0,enyeldelossantos,"De Los Santos, E",Right,Enyel De Los Santos,- - -,5.43,5.25,61.1,104.0,91.0,100.0,0.726,9.68,3.52,9.24,2.49,0.67,0.31,0.454,0.184,0.339,0.464,79.0,94.0,86.0,,,,78.0,105.0,96.0,,,,110.0,104.0,107.0,,,,,0.489,,0.431,,0.08,-2.02,,,0.05,,-2.14,95.5,,87.6,,86.5,,0.313,0.641,0.209,0.202,0.447,0.422,0.222,0.5,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-17,746176,Grounded Into DP,grounded_into_double_play,True,677941,671109,Jordyn Adams,Jake Eder,1,2688a66a-5a4f-4f0d-8ac1-091658971fb7,671109.0,jakeeder,Eder,Left,Jake Eder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333,0.333,0.25,,,,,,,,,,,,,0.0,0.0,0.429,,,,,,,,,,,,,,,,,,,,,
2024-09-18,746172,Bunt Groundout,field_out,True,677941,694363,Jordyn Adams,Jared Shuster,0,58f2b5be-af47-4265-b003-af76e04cf0af,694363.0,jaredshuster,Shuster,Left,Jared Shuster,CHW,4.35,4.88,70.1,100.0,75.0,93.0,0.788,6.65,3.71,9.34,1.15,0.8,0.282,0.401,0.145,0.26,0.413,71.0,99.0,94.0,,,,71.0,98.0,86.0,68.0,105.0,92.0,86.0,105.0,102.0,,,,0.046,0.38,,0.286,,0.288,-0.54,,-0.66,0.54,,-0.79,92.5,,84.1,91.9,86.0,,0.277,0.491,0.162,0.25,0.319,0.274,0.253,0.387,0.296,0.313,0.5,0.088,,,,,,,,,,,,,,,,,,,,,,,,,,,
