date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,wFC/C,wFS/C,wSI/C,vFC,vFS,vSI,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2024-04-05,746007,Groundout,field_out,True,669392,663542,Samad Taylor,Bryan Hudson,0,06883a8c-5207-4450-9542-c15a6aa83c99,663542.0,bryanhudson,"Hudson, B",Left,Bryan Hudson,MIL,1.49,2.94,48.1,104.0,84.0,103.0,0.781,9.87,2.23,4.47,1.12,1.14,0.286,0.321,0.205,0.241,0.481,,,,,,,84.0,106.0,103.0,113.0,105.0,107.0,0.526,0.253,,,1.88,2.78,,,91.7,,81.9,,0.185,0.346,0.197,0.039,0.078,0.359,,,,,,,,,,50.0,97.0,98.0,,,,,0.221,,-0.05,,,86.7,,,0.219,0.531,0.187,,,,,,,,,,,,
2024-04-05,746007,Single,single,False,669392,682842,Samad Taylor,Abner Uribe,1,8d40ae46-0993-4477-9a8e-7d321ede9e2b,682842.0,abneruribe,Uribe,Right,Abner Uribe,MIL,6.91,4.7,14.1,94.0,138.0,102.0,0.781,8.79,7.53,9.42,0.63,2.56,0.15,0.4,0.2,0.225,0.43,,,,,,,95.0,57.0,54.0,159.0,97.0,113.0,0.008,0.345,,,-3.7,-0.32,,,100.1,,87.9,,,,,0.267,0.267,0.423,,,,,,,128.0,93.0,98.0,,,,,,,0.647,,,,,0.02,,,98.7,,,,,,,0.282,0.436,0.2,,,,,,
2024-04-06,746006,Single,single,False,669392,669084,Samad Taylor,DL Hall,0,6db47ec4-4bb2-40ed-95d9-77986a815323,669084.0,dlhall,"Hall, DL",Left,DL Hall,MIL,7.71,7.05,16.1,99.0,72.0,92.0,0.806,7.16,5.51,14.88,2.2,1.15,0.186,0.39,0.136,0.305,0.427,81.0,92.0,83.0,88.0,106.0,104.0,55.0,101.0,91.0,99.0,90.0,93.0,0.497,0.119,0.186,0.198,-3.41,-3.94,-1.15,-2.03,92.3,84.3,83.3,79.0,0.452,0.619,0.105,0.429,0.571,0.5,0.2,0.5,0.435,0.25,0.5,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-06,746006,Strikeout,strikeout,True,669392,669084,Samad Taylor,DL Hall,1,79683d9b-f47d-47a5-be67-04809fdc20be,669084.0,dlhall,"Hall, DL",Left,DL Hall,MIL,7.71,7.05,16.1,99.0,72.0,92.0,0.806,7.16,5.51,14.88,2.2,1.15,0.186,0.39,0.136,0.305,0.427,81.0,92.0,83.0,88.0,106.0,104.0,55.0,101.0,91.0,99.0,90.0,93.0,0.497,0.119,0.186,0.198,-3.41,-3.94,-1.15,-2.03,92.3,84.3,83.3,79.0,0.452,0.619,0.105,0.429,0.571,0.5,0.2,0.5,0.435,0.25,0.5,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-07,746003,Pop Out,field_out,True,669392,600986,Samad Taylor,Thyago Vieira,0,2640a3a3-2745-4421-a9dd-f83164f9b33d,600986.0,thyagovieira,Vieira,Right,Thyago Vieira,- - -,5.21,5.19,38.0,94.0,107.0,94.0,0.764,9.24,6.16,8.76,1.89,0.98,0.227,0.382,0.145,0.318,0.444,121.0,140.0,79.0,,,,116.0,98.0,97.0,118.0,89.0,93.0,0.227,0.361,,0.008,-0.66,-2.14,,-12.58,97.8,91.9,88.3,,0.211,0.5,0.25,0.229,0.542,0.321,0.5,0.5,0.5,,,,93.0,96.0,93.0,,,,,,,0.404,,,,,-0.05,,,97.1,,,,,,,0.281,0.386,0.172,,,,,,
