date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,Stf+ FC,Loc+ FC,Pit+ FC,FC_ba,FC_slg,FC_whiff,SV_ba,SV_slg,SV_whiff
2024-09-01,746347,Strikeout,strikeout,True,493329,669854,Yuli Gurriel,Ronel Blanco,0,6829fbbe-f356-4e77-804f-2c97390312f6,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.99,3.94,150.1,100.0,95.0,98.0,0.73,8.92,3.71,6.11,1.26,0.93,0.218,0.443,0.175,0.316,0.405,120.0,104.0,108.0,76.0,97.0,101.0,85.0,95.0,89.0,88.0,103.0,101.0,0.383,0.305,0.083,0.229,-0.31,2.1,2.61,-0.2,93.5,85.2,86.4,80.0,0.183,0.288,0.326,0.22,0.476,0.199,0.192,0.37,0.352,0.063,0.063,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-01,746347,Flyout,field_out,True,493329,669854,Yuli Gurriel,Ronel Blanco,0,39d2bb1c-69f9-439e-9dbc-7bf69ea1df29,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.99,3.94,150.1,100.0,95.0,98.0,0.73,8.92,3.71,6.11,1.26,0.93,0.218,0.443,0.175,0.316,0.405,120.0,104.0,108.0,76.0,97.0,101.0,85.0,95.0,89.0,88.0,103.0,101.0,0.383,0.305,0.083,0.229,-0.31,2.1,2.61,-0.2,93.5,85.2,86.4,80.0,0.183,0.288,0.326,0.22,0.476,0.199,0.192,0.37,0.352,0.063,0.063,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-01,746347,Single,single,False,493329,605463,Yuli Gurriel,Tayler Scott,1,4da16db0-d175-4cbf-be7e-20465e148187,605463.0,taylerscott,"Scott, Tay",Right,Tayler Scott,HOU,2.04,3.17,66.1,98.0,102.0,99.0,0.733,9.5,4.34,5.7,0.81,1.15,0.238,0.409,0.177,0.25,0.365,,,,,,,128.0,99.0,97.0,93.0,95.0,107.0,0.489,0.225,,,1.66,0.29,,,92.7,,84.0,,0.231,0.354,0.292,0.131,0.263,0.291,,,,,,,109.0,91.0,84.0,0.053,-2.27,92.7,0.5,0.625,0.2,,,,67.0,108.0,102.0,0.233,0.38,85.4,0.169,0.237,0.331,,,,,,,,,,,,,,,,,,
2024-09-02,746265,Walk,walk,False,493329,668909,Yuli Gurriel,Gavin Williams,0,c0f9ae61-92cf-4843-8eea-3cc258c5013c,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,5.25,4.14,60.0,101.0,100.0,102.0,0.794,9.6,3.9,8.4,0.9,1.06,0.322,0.357,0.129,0.31,0.415,66.0,97.0,101.0,122.0,104.0,108.0,98.0,102.0,102.0,107.0,66.0,89.0,0.528,0.096,0.209,0.06,0.27,-0.99,-0.12,-4.02,96.9,89.4,88.7,79.7,0.333,0.5,0.283,0.272,0.386,0.222,0.417,0.833,0.125,0.156,0.328,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0.108,,0.46,,91.6,,98.0,99.0,92.0,0.167,0.375,0.273,,,
2024-09-02,746265,Groundout,field_out,True,493329,668909,Yuli Gurriel,Gavin Williams,0,d3ce7db6-dd18-4f20-af4f-0d45d553d628,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,5.25,4.14,60.0,101.0,100.0,102.0,0.794,9.6,3.9,8.4,0.9,1.06,0.322,0.357,0.129,0.31,0.415,66.0,97.0,101.0,122.0,104.0,108.0,98.0,102.0,102.0,107.0,66.0,89.0,0.528,0.096,0.209,0.06,0.27,-0.99,-0.12,-4.02,96.9,89.4,88.7,79.7,0.333,0.5,0.283,0.272,0.386,0.222,0.417,0.833,0.125,0.156,0.328,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0.108,,0.46,,91.6,,98.0,99.0,92.0,0.167,0.375,0.273,,,
2024-09-02,746265,Double,double,False,493329,671922,Yuli Gurriel,Cade Smith,0,4eff274f-ac24-4e36-beeb-3c841faeeb90,671922.0,cadesmith,"Smith, C",Right,Cade Smith,CLE,2.12,2.72,68.0,104.0,119.0,109.0,0.735,11.91,2.25,6.22,0.13,1.35,0.281,0.333,0.111,0.281,0.487,,,,,,,112.0,109.0,110.0,125.0,94.0,100.0,0.683,0.105,,,2.63,-1.57,,,96.0,,82.0,,,,,0.188,0.271,0.296,,,,,,,,,,,,,,,,0.333,0.556,0.318,134.0,96.0,110.0,0.213,0.82,88.4,0.167,0.222,0.287,,,,,,,,,,,,,,,,,,
2024-09-04,746262,Strikeout,strikeout,True,493329,681870,Yuli Gurriel,Erik Sabrowski,1,a603ce4c-e13e-4096-85ea-60e6c128c24b,681870.0,eriksabrowski,Sabrowski,Left,Erik Sabrowski,CLE,0.0,1.07,3.2,103.0,107.0,111.0,0.767,12.27,0.0,4.91,0.0,0.0,0.5,0.375,0.125,0.125,0.534,,,,90.0,113.0,113.0,118.0,104.0,111.0,92.0,92.0,109.0,0.569,0.259,0.172,,2.52,2.62,3.92,,93.0,,87.5,78.5,0.2,0.4,0.375,0.167,0.167,0.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-06,746257,Pop Out,field_out,True,493329,805673,Yuli Gurriel,Zebby Matthews,0,0863448d-c351-4b43-ad80-9d578d98cd9d,805673.0,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,7.36,5.63,22.0,100.0,100.0,100.0,0.791,9.0,1.23,13.09,2.45,0.94,0.26,0.416,0.169,0.377,0.416,88.0,84.0,94.0,108.0,119.0,118.0,95.0,98.0,97.0,113.0,105.0,107.0,0.455,0.247,0.056,0.048,0.11,-4.02,-4.96,-9.35,94.8,85.6,86.4,80.8,0.406,0.563,0.393,0.265,0.529,0.136,0.333,0.667,0.2,0.25,0.625,0.154,,,,,,,,,,,,,,,,,,,,,,,,,0.194,,-1.41,,90.6,,97.0,99.0,93.0,0.318,0.591,0.175,,,
2024-09-06,746257,Single,single,False,493329,805673,Yuli Gurriel,Zebby Matthews,0,3f03d4a1-88f4-4462-9988-c6582c6b11a4,805673.0,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,7.36,5.63,22.0,100.0,100.0,100.0,0.791,9.0,1.23,13.09,2.45,0.94,0.26,0.416,0.169,0.377,0.416,88.0,84.0,94.0,108.0,119.0,118.0,95.0,98.0,97.0,113.0,105.0,107.0,0.455,0.247,0.056,0.048,0.11,-4.02,-4.96,-9.35,94.8,85.6,86.4,80.8,0.406,0.563,0.393,0.265,0.529,0.136,0.333,0.667,0.2,0.25,0.625,0.154,,,,,,,,,,,,,,,,,,,,,,,,,0.194,,-1.41,,90.6,,97.0,99.0,93.0,0.318,0.591,0.175,,,
2024-09-06,746257,Strikeout,strikeout,True,493329,805673,Yuli Gurriel,Zebby Matthews,0,cc7254c5-bd5f-49a9-bd16-46fd5aae6de2,805673.0,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,7.36,5.63,22.0,100.0,100.0,100.0,0.791,9.0,1.23,13.09,2.45,0.94,0.26,0.416,0.169,0.377,0.416,88.0,84.0,94.0,108.0,119.0,118.0,95.0,98.0,97.0,113.0,105.0,107.0,0.455,0.247,0.056,0.048,0.11,-4.02,-4.96,-9.35,94.8,85.6,86.4,80.8,0.406,0.563,0.393,0.265,0.529,0.136,0.333,0.667,0.2,0.25,0.625,0.154,,,,,,,,,,,,,,,,,,,,,,,,,0.194,,-1.41,,90.6,,97.0,99.0,93.0,0.318,0.591,0.175,,,
