date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,ST_ba,ST_slg,ST_whiff
2024-04-01,744875,Pop Out,field_out,True,656180,594835,Riley Adams,Marco Gonzales,0,5fc970e4-201f-409a-9cae-2eaf288bac28,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,2.45,4.89,22.0,104.0,73.0,95.0,0.819,6.14,2.05,9.0,0.41,1.35,0.188,0.391,0.203,0.319,0.385,89.0,118.0,109.0,82.0,92.0,84.0,61.0,97.0,89.0,,,,0.237,,0.069,0.243,-1.73,,-8.61,3.68,90.1,80.5,,79.5,0.375,0.438,0.188,0.364,0.818,0.0,,,,0.179,0.214,0.395,60.0,108.0,92.0,79.0,105.0,98.0,0.161,0.289,3.41,1.25,85.8,90.1,0.267,0.4,0.0,0.214,0.214,0.146,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-01,744875,Flyout,field_out,True,656180,594835,Riley Adams,Marco Gonzales,0,e803aaf2-cebf-43de-ad5e-8fe3e4fdcb60,594835.0,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,2.45,4.89,22.0,104.0,73.0,95.0,0.819,6.14,2.05,9.0,0.41,1.35,0.188,0.391,0.203,0.319,0.385,89.0,118.0,109.0,82.0,92.0,84.0,61.0,97.0,89.0,,,,0.237,,0.069,0.243,-1.73,,-8.61,3.68,90.1,80.5,,79.5,0.375,0.438,0.188,0.364,0.818,0.0,,,,0.179,0.214,0.395,60.0,108.0,92.0,79.0,105.0,98.0,0.161,0.289,3.41,1.25,85.8,90.1,0.267,0.4,0.0,0.214,0.214,0.146,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-01,744875,Home Run,home_run,False,656180,672710,Riley Adams,Roansy Contreras,1,25681999-5758-4726-9bf8-acd9bc81cd98,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,- - -,4.87,4.99,40.2,97.0,99.0,98.0,0.8,7.75,4.43,9.07,1.33,0.94,0.25,0.355,0.153,0.347,0.45,80.0,88.0,88.0,86.0,92.0,98.0,92.0,99.0,94.0,118.0,98.0,106.0,0.432,0.325,0.088,0.106,0.12,-1.01,1.03,-2.57,94.8,89.2,83.5,78.0,0.274,0.384,0.189,0.125,0.25,0.154,0.1,0.25,0.302,0.263,0.474,0.182,75.0,94.0,74.0,,,,0.049,,,-2.07,,94.5,0.571,0.571,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-01,744875,Strikeout,strikeout,True,656180,656924,Riley Adams,Ryder Ryan,0,f10798bc-dd1c-4ba0-a995-60a86881786a,656924.0,ryderryan,Ryan,Right,Ryder Ryan,PIT,5.29,4.73,17.0,96.0,97.0,96.0,0.811,8.47,4.24,8.47,0.53,0.91,0.224,0.49,0.163,0.388,0.448,,,,,,,64.0,92.0,81.0,111.0,96.0,105.0,0.146,0.42,,,1.95,-0.66,,,94.2,,84.1,,0.0,0.0,0.19,,,,0.233,0.433,0.328,,,,96.0,97.0,93.0,,,,0.434,,,-0.88,,94.4,0.321,0.464,0.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-04,744870,Groundout,field_out,True,656180,527048,Riley Adams,Martín Pérez,0,521d5015-d686-4020-adfe-690447c515be,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,,,,0.055,,0.101,0.215,-5.77,,0.23,-3.51,91.4,83.4,,78.3,0.375,0.625,0.036,0.364,0.409,0.306,,,,0.338,0.588,0.275,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.254,-0.81,-0.23,88.4,90.9,0.3,0.423,0.1,0.304,0.609,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-04,744870,Field Error,field_error,False,656180,527048,Riley Adams,Martín Pérez,0,1f31a569-2059-42bb-a592-76d057760992,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,,,,0.055,,0.101,0.215,-5.77,,0.23,-3.51,91.4,83.4,,78.3,0.375,0.625,0.036,0.364,0.409,0.306,,,,0.338,0.588,0.275,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.254,-0.81,-0.23,88.4,90.9,0.3,0.423,0.1,0.304,0.609,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-04,744870,Single,single,False,656180,527048,Riley Adams,Martín Pérez,1,61735755-3026-4eff-b377-515cac0550fe,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,,,,0.055,,0.101,0.215,-5.77,,0.23,-3.51,91.4,83.4,,78.3,0.375,0.625,0.036,0.364,0.409,0.306,,,,0.338,0.588,0.275,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.254,-0.81,-0.23,88.4,90.9,0.3,0.423,0.1,0.304,0.609,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-04,744870,Strikeout,strikeout,True,656180,682847,Riley Adams,Luis L. Ortiz,0,28971d62-e892-41a1-a1f2-6b606409d576,682847.0,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.219,0.297,0.268,,,,0.21,0.346,0.293,,,,,,,,,,,,,,,,0.25,0.353,0.134,0.286,0.343,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-07,744871,Forceout,force_out,True,656180,650911,Riley Adams,Cristopher Sánchez,1,929bd2af-8e1c-4bb3-bfef-021da8687f72,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,,,,,,,95.0,100.0,104.0,,0.184,,0.337,,1.12,,2.05,,85.2,84.1,,,,,,,,0.217,0.319,0.292,0.166,0.185,0.385,98.0,99.0,98.0,86.0,52.0,74.0,0.477,0.002,2.59,-0.18,86.5,94.4,0.343,0.436,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-07,744871,Strikeout,strikeout,True,656180,650911,Riley Adams,Cristopher Sánchez,0,f81d5256-70a0-48b8-a879-6f0aa7055d83,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,,,,,,,95.0,100.0,104.0,,0.184,,0.337,,1.12,,2.05,,85.2,84.1,,,,,,,,0.217,0.319,0.292,0.166,0.185,0.385,98.0,99.0,98.0,86.0,52.0,74.0,0.477,0.002,2.59,-0.18,86.5,94.4,0.343,0.436,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-07,744871,Sac Fly,sac_fly,True,656180,628708,Riley Adams,Yunior Marte,1,37a1d902-faed-4ee7-b1b8-04942afe8de6,628708.0,yuniormarte,"Marte, Y",Right,Yunior Marte,PHI,3.31,5.29,16.1,100.0,109.0,101.0,0.811,8.27,3.31,8.82,1.1,1.92,0.118,0.51,0.216,0.235,0.388,,,,,,,90.0,101.0,102.0,113.0,98.0,102.0,0.11,0.473,,,-5.83,-1.16,,,96.3,,85.0,,0.333,0.778,0.083,,,,0.333,0.481,0.212,,,,105.0,106.0,104.0,,,,0.374,,,3.85,,95.7,0.115,0.115,0.222,,,,,,,134.0,70.0,81.0,0.044,,-8.34,,89.5,,0.333,0.667,0.0,,,,,,,,,,,,
